anos,Race,age_range,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,target
65,Asian,26-35,Other,74.41732722870039,B,A,E,E,1
53,White,26-35,Mexico,162.56691522543895,D,A,A,E,1
22,Asian,18-25,Mexico,6.539431436813563,B,C,A,C,0
35,White,36-50,Brazil,10.265060870098049,C,D,D,D,0
74,African American,18-25,UK,30.296902317112878,C,D,A,E,1
35,African American,51-65,Germany,48.673993845778206,A,A,B,E,0
58,Asian,51-65,UK,-6.92368393655798,E,D,A,B,1
51,Black,65+,India,44.14607852971347,A,D,D,D,0
77,Black,36-50,China,52.573731623225484,D,C,A,B,1
28,Hispanic,65+,US,-22.640732728512102,D,C,D,A,0
77,White,36-50,Brazil,-162.0574885320182,A,E,C,B,1
62,Other,26-35,Germany,20.00336622837573,E,A,C,A,1
52,Black,65+,Mexico,105.77056561005323,B,E,C,A,1
41,Asian,65+,China,24.709051565300467,C,E,E,C,0
79,Hispanic,18-25,UK,206.9787483755265,C,D,D,D,1
36,African American,65+,China,138.6298802325467,A,A,C,C,0
75,Black,36-50,US,-157.06609056682643,A,C,E,B,0
57,White,65+,UK,-48.43308003830385,C,E,E,D,1
18,Hispanic,26-35,Mexico,74.31443576388453,E,E,A,C,0
54,Other,18-25,Other,-20.601676459676877,C,D,C,A,1
35,Asian,51-65,Germany,-45.40273634631374,D,C,B,D,0
68,Other,26-35,Germany,183.06614433882717,B,E,A,E,1
44,White,65+,Other,-102.55498719655287,C,B,A,A,0
49,Black,65+,Other,5.5603719034976615,C,A,E,E,1
45,Black,36-50,India,-154.85305636920486,D,E,D,C,0
51,Other,36-50,China,58.02541579881038,E,D,A,B,0
72,Hispanic,36-50,Brazil,-55.37971239882468,E,A,E,E,0
72,Black,51-65,Brazil,-128.1776115017258,D,D,A,D,1
56,Black,51-65,Mexico,-191.02301265043658,A,A,B,A,1
38,Hispanic,65+,Other,43.33072170250112,B,A,C,C,1
68,Other,51-65,China,-5.885959054370363,D,B,C,C,0
57,Black,51-65,Mexico,-226.54270877388933,D,C,A,D,1
74,Black,51-65,India,129.18469933177906,A,A,A,D,0
48,African American,65+,UK,83.40416790194551,E,E,A,D,1
74,African American,26-35,Germany,85.28829322754919,B,C,C,D,0
67,Black,26-35,India,152.9686909002778,C,A,C,A,1
31,White,51-65,Other,6.086951409511469,A,A,E,C,1
31,African American,36-50,UK,21.023028761438546,D,B,E,B,1
55,Black,65+,Other,-71.9976385498882,A,B,E,D,0
56,Black,36-50,UK,29.282959427033745,C,A,B,B,1
26,Other,51-65,UK,109.02760381287185,A,E,A,E,1
45,African American,18-25,India,17.94020563433285,B,B,A,E,1
22,Other,51-65,Germany,80.50603352543853,A,C,C,D,0
53,Asian,18-25,Other,-142.74056997845892,E,E,D,B,1
22,Hispanic,26-35,US,82.08180587224788,E,A,E,B,1
33,White,18-25,Other,3.329468295287273,D,C,B,C,0
61,Hispanic,51-65,UK,-26.928633443765655,D,C,D,E,1
25,Other,18-25,UK,34.71161135595615,B,B,C,B,1
74,Hispanic,51-65,China,-37.35710912325517,D,B,C,C,1
44,Asian,51-65,Mexico,-10.167457177443188,D,D,E,B,0
26,Black,18-25,UK,-69.23977221469114,A,B,E,E,0
73,Other,36-50,Brazil,-0.9339817008898252,C,C,C,C,0
30,African American,51-65,Mexico,7.972912877709643,E,B,A,B,0
39,Other,18-25,China,91.76620293978044,B,B,C,C,0
74,Other,18-25,Brazil,-6.498531227280145,C,D,A,C,0
58,African American,18-25,US,32.295326962808815,A,B,D,B,0
55,Asian,26-35,UK,-107.8061416701172,D,D,B,D,1
43,Black,65+,China,-47.634415331424414,C,B,B,A,0
26,Asian,65+,US,-13.788635703109383,E,C,E,B,1
34,Asian,51-65,Mexico,-13.426379061273305,E,C,B,B,0
31,Black,65+,UK,57.52734926659845,C,E,A,D,1
27,White,26-35,Mexico,-70.48107766986755,A,E,C,D,1
30,Black,65+,India,-21.129368087527453,E,D,D,A,1
51,Asian,26-35,UK,14.400693813941363,C,C,E,E,0
48,White,36-50,Germany,-98.49994931153464,D,B,E,C,1
79,White,51-65,Brazil,-74.48177078313645,C,B,C,B,0
59,Asian,65+,Mexico,228.59726009543112,C,D,B,B,1
64,Asian,51-65,Mexico,-36.03372402625393,B,D,E,A,0
59,African American,51-65,Mexico,43.005447775793506,C,B,A,B,0
77,Black,26-35,Germany,-63.750807697273515,E,E,A,B,0
52,White,26-35,India,-125.79334574848615,E,E,A,B,0
59,African American,26-35,US,-193.13684326558703,C,B,D,E,0
40,Other,36-50,UK,114.34687246779896,B,B,D,D,1
39,Asian,65+,Brazil,3.5926788460567876,A,C,A,A,1
63,Black,18-25,Germany,-110.22157372975971,A,C,E,A,0
65,Hispanic,36-50,India,117.70696771662223,E,C,C,E,1
64,African American,26-35,Germany,-178.82242535271538,C,D,C,C,1
29,White,26-35,US,-42.13729670329889,E,A,E,D,0
44,Hispanic,26-35,Germany,-69.28414701124711,D,D,A,A,1
66,African American,26-35,Brazil,-42.577320945436604,B,C,D,D,0
77,Black,26-35,US,73.80533873967502,D,E,A,D,0
30,Other,65+,Mexico,116.5420645891688,A,D,C,B,1
20,Black,26-35,Mexico,-239.20703381939333,D,B,B,D,0
64,White,18-25,China,18.18407639891445,B,C,D,D,1
30,Other,51-65,Other,120.98748789711982,E,C,C,D,1
66,Black,26-35,Brazil,10.715854803988778,B,E,B,C,0
73,Asian,26-35,US,27.772503148368333,C,B,A,B,0
74,Other,26-35,Germany,43.68735343748722,D,D,A,C,0
60,African American,18-25,Mexico,-111.69813164027084,D,C,B,E,0
73,Hispanic,65+,UK,-5.040072154129784,A,D,D,E,0
46,Other,51-65,China,-42.69684458935317,A,E,E,C,1
70,Black,18-25,US,78.5781238175501,C,B,E,D,1
75,White,18-25,India,21.99785214851378,A,E,C,A,0
38,White,36-50,Other,100.61450934269702,D,E,E,C,0
71,Asian,26-35,China,35.800141359692,A,C,C,A,0
36,Asian,51-65,Mexico,127.27646360978304,C,D,B,A,1
66,Hispanic,51-65,Mexico,44.91534668404382,D,C,C,E,0
50,Asian,18-25,UK,87.34913336745365,A,E,A,E,0
30,Hispanic,26-35,US,-131.3248463097801,A,C,B,E,1
31,Hispanic,18-25,Brazil,-86.80420102613799,C,D,A,E,1
51,Black,51-65,China,211.38228355962843,C,D,D,D,1
60,African American,51-65,US,-9.336711304605995,A,D,C,C,1
56,Hispanic,51-65,US,-254.65686952179843,A,B,D,C,0
30,Hispanic,65+,India,6.333042197158082,E,C,B,D,1
72,White,26-35,China,-39.12233420213445,D,B,A,C,0
18,Black,26-35,US,-131.34000152518894,A,E,B,E,1
58,Other,18-25,Mexico,189.7752539128823,D,A,B,E,1
30,African American,26-35,India,-71.59836949600064,D,D,B,E,0
69,White,18-25,Other,47.60764363585288,E,E,D,A,0
75,Black,18-25,US,-125.13440244753077,B,A,B,C,1
37,Hispanic,65+,Germany,146.47958667270478,D,E,A,E,1
74,Hispanic,26-35,China,29.095981405796405,D,B,D,E,0
60,White,65+,UK,-124.01634805121193,C,B,B,B,1
51,Hispanic,18-25,Mexico,91.45996419422143,D,B,A,C,1
18,White,36-50,UK,166.44033804740798,A,A,A,C,1
18,Other,18-25,US,-51.040704430793596,C,D,D,C,0
23,Hispanic,26-35,Mexico,-0.5070343428966021,D,E,A,C,0
55,Asian,36-50,India,65.98235482258518,A,B,D,C,0
54,Other,26-35,UK,-28.81879912789922,A,A,C,A,0
49,White,65+,Brazil,114.02531367336913,C,C,B,B,1
68,White,65+,US,28.223037511069123,D,E,A,A,0
77,White,36-50,Germany,-197.6865249896435,C,A,C,E,0
78,Hispanic,26-35,Mexico,-77.75383135346247,A,A,C,D,1
53,Hispanic,26-35,China,-80.61080177964416,C,D,A,C,0
43,White,26-35,Mexico,-226.9116533351982,E,A,B,D,0
31,Hispanic,26-35,Germany,-134.84503632545582,B,B,B,C,0
75,Black,26-35,Germany,32.923205954572325,C,A,C,B,1
62,Other,36-50,India,-5.15332022316251,C,A,E,B,1
21,Black,51-65,Other,-14.856478951040614,E,D,A,A,1
67,Asian,51-65,Germany,-49.18609573359617,A,B,D,C,1
41,Asian,51-65,Brazil,-115.69550758917681,D,A,A,C,1
20,African American,65+,Other,-41.83339642877401,B,B,A,D,1
79,Other,18-25,Other,28.898514448657288,C,B,A,B,0
49,White,18-25,India,-26.85185757759077,E,C,A,B,0
51,Asian,65+,Brazil,216.86252979683601,B,E,B,A,1
56,Hispanic,36-50,Other,-59.01144523399237,A,D,C,E,0
19,Black,65+,US,129.71559225425133,A,C,E,B,0
78,African American,65+,Germany,-3.1131485413350264,B,D,E,C,1
39,Asian,26-35,Germany,7.0784018671629925,C,D,D,D,0
75,Asian,26-35,Other,51.10943948213965,B,E,E,E,0
78,White,51-65,UK,-65.36461743685025,C,D,C,D,1
54,Hispanic,26-35,China,65.85438866736068,A,B,E,E,1
27,Asian,26-35,China,45.15553193635186,C,E,B,D,0
26,Other,18-25,UK,49.08353760454585,C,D,C,B,1
67,African American,36-50,US,18.459353964397444,E,B,E,C,1
73,Hispanic,65+,UK,179.59839842360822,C,E,B,C,0
53,Black,18-25,China,-54.65023009937836,A,D,C,B,0
73,Other,18-25,Germany,-13.550486411786908,B,B,B,C,1
60,Asian,65+,Germany,10.07721833697807,C,E,B,D,1
76,Black,18-25,US,171.660713025062,B,B,D,D,0
55,Hispanic,36-50,Mexico,166.32378323118914,A,D,C,C,1
73,Other,51-65,US,16.440173000831518,A,C,C,A,1
19,Hispanic,26-35,India,-176.94573629241702,C,E,B,B,1
25,White,65+,China,-38.07943068002454,A,B,A,C,1
72,Black,26-35,India,-33.190504049513095,A,A,A,D,0
66,Other,36-50,UK,-106.17230497453123,A,C,E,A,0
60,White,51-65,Brazil,164.44696048294435,A,C,A,D,1
65,Hispanic,51-65,Mexico,174.65394904864976,C,E,C,E,1
49,Black,36-50,China,105.23973360581236,B,D,D,D,0
67,African American,18-25,Brazil,226.66130261627217,E,D,B,A,0
50,Asian,18-25,Brazil,65.63154009301203,A,C,A,D,0
51,Asian,26-35,Mexico,-125.1121036394941,B,C,B,A,0
42,African American,18-25,India,119.76560661271046,D,D,B,B,0
61,White,18-25,Brazil,45.75662313793109,C,C,A,D,1
58,Other,65+,Germany,-90.97025057764172,C,C,E,B,0
66,Other,51-65,US,-53.35466130139675,D,E,E,C,0
54,Black,65+,Mexico,-170.205449145644,A,C,C,B,1
21,Hispanic,18-25,Brazil,-112.11381585288119,E,C,B,E,0
27,White,26-35,Other,-8.047962068867232,D,A,C,E,1
75,Hispanic,26-35,Mexico,54.03207929451873,E,D,D,E,1
45,African American,18-25,India,111.26590269114087,E,E,A,B,0
44,Other,65+,India,76.79838908328813,C,D,B,C,0
71,African American,65+,India,46.78894698596155,D,B,C,B,0
74,Asian,51-65,Mexico,26.527275795450812,B,C,A,A,1
39,Black,36-50,Mexico,-99.17732417160204,E,E,C,D,0
71,Other,51-65,UK,-125.39139106097483,E,C,B,B,0
44,African American,18-25,UK,9.236090953259426,E,E,E,E,0
26,Black,26-35,US,68.21425790902158,C,D,A,C,0
54,African American,51-65,Germany,121.63985385808158,D,A,E,E,1
40,African American,65+,India,-274.3484581952179,C,D,E,B,0
36,Black,51-65,Brazil,-5.657038185821203,B,C,D,B,0
72,Other,65+,China,18.57216861450038,C,D,E,B,1
38,Other,36-50,China,53.54684826455131,D,C,D,D,0
64,African American,65+,US,76.79043549984424,B,C,E,D,1
77,Asian,26-35,UK,-109.38780036164475,B,C,B,A,0
76,Asian,51-65,Other,-35.82340396756105,E,C,B,C,1
49,Black,65+,US,152.20400243673615,A,B,D,C,0
59,African American,51-65,UK,95.97235406793547,D,D,A,E,1
30,African American,65+,Other,-143.01325141025148,C,C,D,A,1
74,Black,51-65,US,-45.152208032387435,C,E,E,E,1
38,African American,26-35,Germany,125.41484833365286,C,D,A,B,1
50,Other,18-25,Brazil,-10.13109557834951,C,A,B,E,0
57,Asian,51-65,Germany,-179.69536412208333,D,A,E,E,0
70,Black,36-50,India,-83.62026595922771,A,E,A,E,0
66,Asian,18-25,Germany,-50.772367228990724,A,C,D,C,0
72,Asian,51-65,Germany,-4.747953421714376,D,B,C,D,0
27,Asian,51-65,Brazil,37.64630065026278,E,E,D,C,0
39,White,65+,Germany,-185.07309258908796,D,A,B,B,1
58,Hispanic,26-35,UK,83.2407228932805,C,C,C,B,1
41,White,18-25,Mexico,17.253830924010618,C,A,C,A,0
45,Asian,65+,Mexico,-56.687128898061026,A,A,A,D,1
43,Black,18-25,Brazil,131.63927372995974,C,D,A,A,0
47,Asian,26-35,UK,-158.35151076119254,C,A,E,A,1
46,Asian,36-50,US,-16.26555249619605,E,C,B,C,0
42,Other,51-65,UK,-125.75754767868703,C,D,E,A,1
50,Hispanic,65+,China,161.59112671562156,B,A,D,A,0
66,Hispanic,51-65,China,-146.47003253896645,A,C,E,C,0
74,African American,36-50,Brazil,-24.210981393275045,C,D,B,E,1
35,White,26-35,Germany,-10.803431080011098,D,B,C,D,1
45,White,51-65,China,31.169512925255344,D,A,A,D,1
55,White,51-65,China,81.8262091778572,E,C,A,B,0
55,Hispanic,65+,Other,39.994406586760796,B,D,C,B,1
75,Asian,26-35,Other,66.12545219863621,B,C,A,A,0
59,Other,65+,US,108.03267675731934,A,B,E,A,1
26,Hispanic,26-35,Germany,203.6018257764043,E,D,B,C,1
58,White,36-50,Mexico,-17.334097245894387,D,E,C,E,0
49,Hispanic,65+,Other,-18.774656225633834,C,D,B,D,1
26,Other,18-25,Brazil,9.856415360849722,B,E,B,B,1
66,Black,18-25,India,248.21925565446875,B,B,D,D,0
43,Hispanic,36-50,India,-84.91883419289749,A,C,D,A,1
47,Hispanic,26-35,India,-78.00047573773548,B,D,C,C,1
36,Hispanic,36-50,India,8.179693710326982,C,E,B,A,0
28,Asian,26-35,Other,-39.14204550787028,B,E,D,D,0
65,Hispanic,51-65,Other,-178.4968288127034,B,D,B,C,0
71,Other,51-65,India,-21.859258699424934,B,B,C,E,0
73,African American,65+,Brazil,-33.705253403718714,B,E,B,E,1
26,Hispanic,26-35,Mexico,59.253111648864085,D,B,C,E,1
70,Asian,65+,Brazil,-43.17358117923725,D,C,E,D,0
51,Asian,51-65,US,-71.57890251902049,E,B,A,D,0
66,African American,26-35,Other,86.1409703550296,E,D,A,C,0
24,White,65+,Brazil,19.7653134507852,D,D,C,C,0
39,Hispanic,18-25,Germany,88.59316342314517,C,E,D,D,1
51,White,65+,India,-174.84601174247877,B,C,D,D,0
18,White,51-65,UK,16.853540784880586,E,B,D,A,1
30,Other,26-35,US,-13.810863367857609,C,E,E,D,1
29,African American,36-50,Germany,100.79031048367442,D,B,E,E,0
39,Hispanic,18-25,Other,34.465149355576145,E,C,B,C,0
69,African American,18-25,UK,-54.23414919238005,A,E,D,E,0
33,Hispanic,51-65,UK,30.891614078667594,D,C,E,D,0
59,White,18-25,Brazil,115.36726954526515,B,D,B,C,0
30,Hispanic,36-50,US,12.469715717916422,C,A,E,B,0
18,Other,36-50,Mexico,-46.6572960922429,B,E,A,A,0
58,Asian,18-25,Other,-67.70102677140135,D,E,B,C,1
42,Hispanic,36-50,Mexico,179.3426011312415,C,D,B,D,0
68,Black,36-50,UK,63.29821431372091,C,B,A,C,0
56,White,36-50,India,69.25109648478318,D,E,E,E,1
78,Hispanic,18-25,Germany,108.161574523872,D,A,B,C,0
63,Other,51-65,Brazil,-32.96447310995071,C,B,B,C,1
25,Asian,65+,Brazil,-85.85504753506409,A,B,E,B,0
28,Black,18-25,India,-105.1757830214297,B,A,A,A,1
57,White,65+,US,49.025191227076654,C,E,D,C,0
36,African American,36-50,US,-168.79804006389338,D,C,C,C,0
72,Asian,51-65,US,9.150130911133918,D,C,C,C,0
64,Asian,36-50,China,6.278680931770674,C,D,C,C,1
57,Hispanic,51-65,UK,151.01692278282906,A,C,C,A,0
53,Asian,18-25,China,-45.373206420906854,B,D,C,B,1
78,Other,65+,US,8.744973573684396,D,D,A,A,0
62,Hispanic,51-65,Mexico,305.3255942893716,D,B,E,C,1
32,African American,36-50,Brazil,13.362862530336042,E,C,A,E,1
48,Asian,26-35,UK,-35.28263443514666,A,C,A,C,0
66,African American,65+,Other,-225.76797012294173,A,B,B,D,0
64,Hispanic,36-50,Brazil,169.21032122487134,B,E,D,C,1
58,Other,36-50,UK,35.80146550524654,B,D,A,C,0
43,White,65+,US,149.85113872845233,A,C,B,E,1
46,Other,65+,Other,-50.40111788869079,A,B,C,B,0
18,African American,65+,Brazil,19.947419112083526,B,B,C,C,0
19,Black,36-50,Mexico,159.0306654911324,B,B,B,B,1
48,Hispanic,26-35,Brazil,-35.4729513347421,A,D,D,B,0
32,Black,18-25,Brazil,51.25785553823013,D,D,B,C,0
53,Asian,18-25,Brazil,26.854523468910408,B,A,D,D,1
39,African American,36-50,Mexico,-9.600893932325757,C,D,B,D,1
30,Asian,26-35,Mexico,85.17102919394198,A,C,C,C,1
46,White,51-65,Brazil,-123.48698608273077,E,C,E,A,1
42,Hispanic,36-50,US,-31.00102835988873,B,A,A,E,0
53,Other,18-25,India,-66.22427085270162,C,B,D,B,1
23,Asian,65+,China,-10.232663842586103,A,D,C,C,1
73,White,51-65,India,38.864219849475155,A,C,C,E,1
65,White,18-25,Other,117.80133633969379,E,B,E,C,0
31,African American,36-50,India,-54.80952579164954,C,E,E,D,1
67,Black,65+,Germany,-54.12358742053824,C,A,E,C,0
76,Other,18-25,Mexico,25.25457358382942,E,C,A,A,0
52,Asian,26-35,China,116.9692037486914,A,A,C,B,0
60,Hispanic,36-50,Other,16.99253558219607,B,A,E,B,1
66,Asian,18-25,UK,-103.73946140267239,E,B,E,D,0
69,African American,18-25,UK,55.402544285704224,C,E,B,D,0
64,Other,65+,China,-6.471376338409788,E,C,A,E,1
44,Asian,36-50,India,-50.776064079344266,E,D,E,E,0
25,Black,65+,UK,-54.825449687407556,B,B,B,D,0
45,Hispanic,26-35,China,-146.31261300728866,D,C,A,D,1
22,Other,65+,Mexico,81.12449382469092,A,D,B,D,0
57,Asian,26-35,Germany,35.52629694970516,C,D,B,B,0
61,Other,65+,Mexico,87.08619762415569,C,C,B,E,0
55,Black,18-25,Germany,-44.29576829566514,B,E,E,E,0
70,African American,26-35,Brazil,115.852128341226,D,E,C,E,1
30,Other,26-35,India,-83.98480037698064,E,B,B,D,1
50,Other,51-65,India,-233.91885755925026,C,C,D,D,1
72,African American,51-65,Brazil,110.58572470277016,D,A,A,B,0
72,Other,36-50,Germany,-2.598628035309076,D,C,A,D,1
42,Black,26-35,US,37.713319885575416,A,A,D,C,1
75,Black,26-35,Mexico,-104.94169327723255,C,E,B,A,1
60,Black,51-65,Other,32.556689059593296,E,D,E,D,1
44,African American,36-50,India,106.18244922428693,C,A,A,B,0
76,Other,36-50,China,-111.40312229103719,A,A,E,E,0
63,Asian,65+,US,65.3765096225239,D,E,C,D,1
61,White,18-25,Other,-72.25462916660031,A,C,E,E,1
48,White,18-25,Germany,148.63111334953237,A,B,A,B,1
39,White,36-50,Germany,-174.8236895167712,A,B,C,B,0
65,Hispanic,65+,India,-275.1152133776806,B,A,B,A,0
28,Black,26-35,Brazil,-13.491431616593156,D,B,B,C,0
28,White,36-50,US,12.402855379412483,C,C,B,A,0
36,Asian,18-25,Other,-126.02975154213584,C,B,E,D,0
28,Asian,26-35,Germany,-28.451287187347056,C,E,D,D,0
47,White,26-35,US,-239.05850832306373,E,A,D,D,0
65,African American,65+,UK,-79.15157880360032,D,D,B,B,0
54,Black,36-50,Brazil,-87.0549542123446,A,D,B,A,0
67,Other,36-50,Mexico,-54.89626418170255,A,A,B,B,0
22,White,18-25,Germany,-82.46072224129078,E,D,D,E,1
54,Other,26-35,US,34.49627147425066,E,B,D,B,0
32,Other,18-25,Brazil,2.121644830039427,C,D,C,A,1
72,African American,18-25,China,29.72437337305308,C,C,A,D,1
29,Black,26-35,US,139.47799884448833,E,B,A,B,0
48,Asian,26-35,UK,148.12244774723905,E,D,B,C,1
69,African American,36-50,UK,-160.1720911784916,C,E,A,B,0
41,Hispanic,26-35,India,-16.296582521181374,C,A,B,A,1
39,African American,18-25,Mexico,29.379360465338127,D,C,C,E,0
69,White,26-35,Other,-112.76733164103032,B,D,A,C,1
33,African American,65+,Brazil,-102.05494543814828,D,C,B,A,1
59,African American,26-35,Germany,-73.16739898132907,D,C,D,B,0
73,Hispanic,26-35,Germany,58.29046330854496,C,D,A,B,1
53,Hispanic,18-25,China,67.95773675093652,B,C,B,D,1
68,Other,36-50,China,-322.1604103845948,A,C,B,C,1
64,Hispanic,65+,Germany,70.11253116605599,D,C,D,A,1
55,Other,51-65,Germany,52.44196795698004,A,A,B,E,0
38,African American,18-25,Other,-61.26328959521331,A,E,D,B,1
60,Black,36-50,Brazil,91.34644994177124,D,E,E,C,1
31,Asian,36-50,China,107.82724924150475,E,D,E,B,1
66,White,65+,Other,110.79790065653413,E,B,A,C,0
38,Black,65+,China,-20.797243893597024,A,C,C,D,0
34,White,26-35,Other,-97.13632607245928,B,E,C,D,1
74,White,65+,US,-91.7303667956348,E,E,A,D,1
52,Other,36-50,China,90.4386847014024,A,C,A,C,1
33,African American,51-65,US,-79.20886666602041,E,E,B,B,1
64,Hispanic,18-25,Brazil,3.409153204055884,A,C,D,C,0
45,Black,65+,Other,-46.88309161239611,C,E,A,A,0
61,White,18-25,Other,103.1088728722182,E,A,E,A,0
61,Black,36-50,Mexico,41.24400604155047,A,D,B,C,1
21,Asian,18-25,India,-15.145878764230023,D,D,D,A,0
76,Other,26-35,China,141.51282725885065,E,E,D,E,0
62,Other,36-50,China,25.264660182865317,E,B,B,B,1
70,Black,36-50,Other,172.02779793013514,E,B,C,C,0
27,Hispanic,26-35,Mexico,-147.15763843327673,E,B,A,C,1
70,Hispanic,51-65,Brazil,36.27354869496035,E,C,C,C,1
68,Hispanic,26-35,UK,28.423893867459128,B,C,E,B,0
60,African American,51-65,Brazil,-58.92460752369985,A,D,D,C,1
78,Asian,51-65,China,-198.2273808882698,D,D,B,A,1
29,Black,36-50,China,139.6728788637157,D,A,C,C,0
50,Black,18-25,US,42.83329906235196,C,E,E,A,0
49,Hispanic,26-35,UK,-51.47695577397656,E,E,A,B,0
45,African American,18-25,China,109.8721908056894,D,E,C,B,1
36,White,65+,China,81.86355116036465,A,D,B,A,0
39,African American,36-50,UK,-97.16397319575975,A,D,A,A,1
68,African American,36-50,Other,-2.680612790548452,C,D,D,C,1
58,Hispanic,65+,Mexico,-13.434765652015471,C,E,D,E,1
28,African American,65+,Mexico,-105.70652414920583,C,A,A,C,0
28,Black,18-25,Other,-67.05732405294556,E,B,D,A,1
39,White,65+,Germany,9.612949806897554,C,D,E,A,1
69,Black,18-25,Mexico,12.549362064328564,D,C,D,C,1
40,Hispanic,36-50,Other,-22.75860069752339,E,A,B,E,0
42,Other,18-25,US,85.62192648855678,D,D,B,E,1
66,White,51-65,China,120.61565330789792,B,A,A,B,1
30,African American,26-35,India,-7.59939674497343,D,D,D,A,1
30,White,36-50,UK,-1.1335588650239075,E,D,C,A,1
28,Other,36-50,China,-183.28327405599794,E,C,C,B,1
39,Asian,18-25,India,198.2321134620138,D,E,B,D,0
43,Other,51-65,Brazil,-26.100396360542767,C,E,B,E,1
69,Asian,18-25,UK,16.250570941449997,B,C,E,C,0
54,Asian,26-35,US,67.01489723128928,A,A,A,A,1
57,African American,18-25,US,183.38843722054014,D,B,A,D,1
73,African American,18-25,Other,60.61155383591168,C,B,A,D,0
20,Hispanic,18-25,Other,20.9417169388006,B,A,B,B,1
45,White,26-35,Other,-18.11562663640547,C,B,D,B,1
61,White,51-65,India,25.329326421474534,D,D,B,B,1
53,Hispanic,36-50,Mexico,60.006828040241714,E,A,B,B,1
51,Hispanic,65+,India,96.43290215661244,E,C,D,C,1
65,African American,26-35,India,58.34093726922846,A,E,A,C,0
70,Asian,18-25,UK,-62.32730670444471,A,C,B,A,0
51,Black,51-65,India,102.14517753940848,E,E,B,B,1
70,Hispanic,65+,US,32.214229206049666,C,C,B,B,0
55,Black,65+,India,-53.5460608498084,B,A,B,C,1
47,Black,18-25,UK,-199.3589498572466,B,D,B,D,1
54,Black,26-35,Other,17.871610418466208,D,E,B,A,1
28,White,36-50,Brazil,82.28786779157073,D,B,C,A,0
48,White,18-25,UK,28.209216026835453,A,E,A,D,0
37,Hispanic,51-65,Germany,-16.101785605799577,E,E,C,C,1
76,African American,26-35,Other,55.60116938641866,B,D,E,C,0
68,Other,36-50,China,147.14743355249757,C,E,D,C,1
77,Asian,36-50,UK,-250.43633018366154,D,B,E,A,0
30,Black,65+,China,-60.53851087588439,C,D,C,E,0
42,Hispanic,65+,Brazil,-9.029675489199521,D,E,C,D,0
38,African American,51-65,India,-90.06362943072892,D,A,E,D,1
24,African American,65+,Germany,-13.636449355575026,A,A,C,B,0
40,African American,65+,US,-68.8538858663742,E,A,E,A,1
46,Hispanic,36-50,India,115.35824781370654,A,C,C,B,0
30,White,65+,Other,-11.960423862269778,E,D,C,D,1
24,African American,36-50,Germany,71.30948411241403,A,D,C,B,0
23,Black,65+,China,-52.26552915369274,A,C,A,B,0
63,Black,36-50,Brazil,131.23504665160053,A,A,E,D,1
18,White,51-65,Other,-42.59829547777831,E,C,B,D,1
69,Other,51-65,Other,28.574092800628726,C,D,B,B,1
69,Other,36-50,Mexico,-12.99913044979381,A,E,E,C,1
36,African American,36-50,Other,5.6890085443209895,B,B,D,A,0
65,Hispanic,65+,Other,-65.55162261557268,C,E,C,E,0
27,Hispanic,36-50,US,85.57830269622015,D,C,D,A,1
76,White,26-35,UK,108.75268320887479,C,D,E,D,1
52,Asian,51-65,Brazil,27.29761194861607,C,B,E,E,1
34,Black,26-35,US,-36.734497278023895,C,E,A,C,0
75,African American,51-65,China,-44.91336693112935,D,D,E,C,1
23,White,65+,US,81.63235821449348,C,A,E,E,0
72,Asian,65+,China,-51.218030750817434,A,B,A,A,1
51,Hispanic,51-65,Germany,2.911012372645624,E,E,C,A,1
43,Other,36-50,Germany,-120.21843346509122,D,E,A,C,0
28,Asian,36-50,India,21.74942102596583,D,D,E,E,1
79,African American,51-65,Other,-26.702682537071304,A,C,A,D,1
19,White,65+,China,-170.69853514596326,E,E,B,C,0
34,White,65+,China,49.627131846712224,D,E,C,A,1
20,White,18-25,Germany,-89.2723985891155,D,B,B,E,0
30,Black,18-25,Brazil,4.312681643979784,A,E,A,A,0
63,Black,26-35,Brazil,1.9741098338914225,E,E,E,E,0
55,Black,36-50,Brazil,104.02058473154969,B,E,D,B,1
69,Hispanic,36-50,Mexico,60.075388992204246,C,E,A,C,1
56,Other,65+,US,-27.42914059954826,D,B,B,E,0
24,Other,51-65,Brazil,92.84948389074869,D,C,C,E,0
25,White,26-35,Mexico,1.8310190003287843,B,D,B,E,1
75,African American,65+,China,-177.2585439201811,D,C,A,A,1
44,Other,65+,Other,-243.13967181048497,C,E,D,D,1
62,Other,18-25,UK,-76.24184936309244,D,D,B,E,0
62,African American,51-65,Brazil,-97.82628234002676,A,D,C,B,0
69,Asian,36-50,UK,-185.22597352182947,A,A,B,D,0
72,Black,65+,Other,-12.331494026178849,E,B,B,D,0
53,Black,36-50,India,11.25948940668878,A,B,C,D,1
58,Hispanic,65+,UK,-195.58834975151112,C,C,C,B,1
26,Hispanic,51-65,Germany,9.921763990885479,A,E,D,B,0
38,Other,65+,US,-40.907550283797285,C,C,B,E,0
73,Hispanic,65+,UK,-108.95915853626745,D,E,D,E,1
18,White,26-35,US,-114.72273722433374,D,E,B,E,1
57,Other,26-35,US,141.00842615221606,D,D,A,A,0
41,African American,26-35,China,12.078825865080073,D,E,B,A,0
51,Other,26-35,India,-5.516358437864611,B,A,D,A,1
54,White,65+,India,20.840108245572015,C,C,D,D,1
