age_range,Nationality,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
36-50,UK,61,C,A,C,A,27.151559576560114,200.16270163381193,1
18-25,Other,48,C,C,D,A,-24.54834971319028,-52.008580482855,1
18-25,UK,38,B,B,B,A,-29.880584862355576,-23.504552817939935,1
51-65,China,37,A,B,C,A,-141.04346408897612,-176.32916310927723,0
18-25,Other,73,A,C,E,B,-63.94074047345267,118.93224216180349,1
65+,Other,37,E,B,E,C,91.59399482230444,-87.47151916780827,1
36-50,China,31,E,E,E,D,94.3735813743652,-67.44876645568124,1
51-65,Other,71,A,A,E,B,68.05178083566656,-89.02253169261355,1
65+,US,74,C,D,B,B,100.76662543036441,52.955848677749096,1
18-25,India,64,E,D,C,C,-88.72156613237459,60.441941482419196,0
18-25,Other,49,B,D,C,B,-37.22828524642254,125.03846018605162,1
18-25,Germany,65,D,E,B,B,-228.39057527796217,-86.34747696054565,1
26-35,US,55,D,D,C,E,28.810299011232445,-100.39291381882262,0
36-50,Brazil,71,D,D,D,A,-16.079817790846683,140.3027123019287,0
18-25,Mexico,48,C,A,A,B,67.789851769507,-25.932339773818136,1
51-65,US,44,B,D,A,E,129.59280871970387,-20.55409823662169,1
65+,Mexico,19,B,C,D,D,7.457759342397842,167.3490760645594,1
26-35,China,73,A,B,E,E,4.232758201513686,93.3919259275795,0
65+,US,77,D,D,B,B,78.8309659374725,58.46219462824575,0
51-65,UK,72,D,E,D,B,50.1916858732083,3.306370474244276,1
65+,India,65,A,C,A,C,68.00060917375164,-38.263956449942235,0
26-35,US,59,D,C,E,E,-99.92949342985855,259.6989855809466,0
51-65,Brazil,18,E,A,B,E,40.95904183699651,-107.99159362874626,1
36-50,Other,43,B,D,D,D,49.39473078215203,55.98430479097167,1
36-50,US,49,E,D,B,E,199.0376070830609,5.125041475772975,1
36-50,US,50,E,D,A,C,24.2211818123552,-197.6595077257197,0
36-50,China,32,C,E,A,B,-53.774721025097335,4.119955843049063,0
65+,UK,21,A,B,D,D,273.5769771472945,-63.854381575072885,0
51-65,UK,58,E,D,D,E,-232.4153700087594,220.32730989903845,1
65+,US,67,A,A,E,E,226.57701295749516,86.59167056417138,1
51-65,Other,38,B,A,D,A,85.10901907682636,-12.498733555351416,0
18-25,US,42,D,C,C,A,-59.18939974439908,-110.77494718474539,0
51-65,Other,44,A,E,C,A,-190.68826847029135,-33.805307433691695,1
26-35,Mexico,58,C,A,B,C,64.99106481638032,33.5960659788165,1
36-50,Germany,24,B,C,E,E,127.39772634844971,-101.96141417483875,1
51-65,India,55,C,D,C,D,82.73291273515026,152.07158787218452,0
18-25,India,57,D,A,B,D,98.03856044527829,40.408140294024555,1
65+,Other,25,C,E,E,B,88.70317811297342,-265.4559336645293,1
18-25,India,32,D,C,C,B,160.7343247935183,-158.02573265346524,0
36-50,China,42,E,B,B,B,79.22610836611574,108.49497926879941,0
65+,Other,72,C,E,C,A,131.5101991995326,-48.22586122580875,1
51-65,Germany,56,C,C,A,A,51.92525257990784,148.96123329549945,1
51-65,China,69,A,D,B,A,59.31533782028663,-7.387988046881086,1
65+,China,66,C,E,C,D,18.419363432658688,72.38569793818296,1
65+,Brazil,61,A,D,D,C,81.89977670711058,2.2155231668037483,1
36-50,China,37,B,E,A,C,38.739200309410066,84.46171843592815,0
26-35,Brazil,38,A,E,D,D,101.02984403168062,-107.9377202239957,0
36-50,India,61,B,A,D,A,23.686588891262208,82.96361888519779,1
26-35,Mexico,34,D,D,A,C,81.56620106514576,165.32967542925257,1
36-50,US,63,E,D,A,D,121.14811246555064,69.46111892005366,1
51-65,India,35,A,D,A,B,-20.297387079201744,-234.99772074337898,0
36-50,UK,71,D,C,A,C,16.115382616311212,-224.63931836656363,0
26-35,US,37,B,E,D,D,-56.673365708602496,68.25411116262656,0
36-50,UK,71,E,D,E,A,-12.01726339888977,110.60659746203088,1
36-50,US,18,D,B,E,B,-31.68018695884147,128.4580077169697,1
18-25,China,33,B,D,B,B,-82.5337062287354,-17.870673801761424,1
36-50,Other,53,D,E,A,E,6.154481141294695,9.677876022161474,0
65+,China,45,E,A,D,C,-40.89423828559226,81.4144813117136,0
51-65,Other,32,D,E,C,C,117.76739216899183,-55.791663298436525,0
18-25,India,70,E,C,A,B,2.517095897481123,211.5973437832048,0
18-25,US,46,C,B,B,E,-25.729467549309664,-21.460256875257688,1
51-65,Germany,19,B,D,E,D,-28.912556887011924,160.85203262024322,0
36-50,US,35,A,D,D,A,-68.50312926287012,0.19239523797506147,1
36-50,India,49,A,B,E,D,-77.94303687126073,-101.08841608602907,1
18-25,Other,73,D,D,A,B,-152.56505924053363,168.8467349519449,0
51-65,Other,60,C,A,D,E,-148.78706221672246,22.530410846789856,1
26-35,China,23,E,E,A,D,37.171191024125605,45.97551242687417,1
18-25,Germany,71,E,D,A,B,-64.69075062368431,-34.29044085921385,0
36-50,India,78,D,A,A,A,89.33720923200428,-24.18677035750687,0
65+,US,78,E,C,E,D,64.0648305266422,4.925685928035615,1
36-50,China,28,D,A,B,D,-123.45865761128654,-80.99116050918292,0
51-65,India,70,D,B,A,D,-88.75346917758135,103.78032892967299,0
18-25,Mexico,22,C,E,A,D,-45.48032354736395,22.233761834275263,1
65+,Germany,69,A,D,C,B,7.032561198884814,-36.573782745731826,0
18-25,India,53,E,A,A,C,-44.40549359434036,116.09920885085697,0
65+,Brazil,77,D,E,A,A,25.550764650865815,113.30545289701051,0
18-25,Other,39,C,E,D,C,-27.09174731251716,-150.9884114640761,0
36-50,Brazil,54,A,C,E,E,66.5185437628928,85.52925179278805,1
51-65,India,61,E,D,D,C,-30.92752941238538,143.6996343366213,1
51-65,Mexico,52,B,C,D,E,69.95284790731212,148.1008888989999,1
18-25,Brazil,46,E,E,A,C,-19.74423276653549,-13.524176877612536,1
18-25,Other,27,C,D,E,D,-81.955460981211,259.2909999908066,1
65+,Germany,59,A,E,E,C,67.27730136605138,32.42222650818558,0
51-65,China,21,B,A,C,A,-40.54761212691342,-1.5935689429880957,0
18-25,Germany,28,E,A,D,B,116.94495366953899,189.98916754976727,1
51-65,India,45,A,C,B,D,108.49026797255247,48.47436654421588,0
36-50,China,54,D,E,B,B,-134.0160748462176,-109.30436759552317,0
51-65,India,26,C,C,C,E,17.139765296931955,-24.31485011764467,0
26-35,India,20,C,E,A,E,178.4512738472498,-89.93451115970143,1
65+,Other,18,D,C,B,E,-103.36234000610649,-107.53897652355342,1
18-25,Mexico,71,A,E,E,B,95.37683367251262,-73.24358857445287,1
36-50,Germany,57,B,B,A,A,124.69015473664003,34.40781606550079,1
18-25,Mexico,60,D,D,E,E,-15.800877178700556,53.44890500970501,1
65+,Brazil,46,C,E,C,A,-127.83466821146337,-34.1981508872021,1
51-65,India,22,E,C,C,B,-6.7708801299831585,58.886818749726885,1
36-50,Other,62,A,E,C,D,-37.70998680103702,72.81523573297582,1
36-50,US,79,D,A,C,E,-73.94503541760963,19.51694679952215,1
51-65,Other,39,A,C,E,A,-76.17441325121098,219.24791939535743,1
18-25,India,36,B,B,C,A,148.172515404186,149.40195152560233,1
18-25,Germany,68,A,A,E,C,182.7095716517475,-126.15809832609919,1
65+,Brazil,55,C,D,A,B,174.27544250754508,-77.67885546109446,1
51-65,UK,23,D,C,B,D,-75.82821283670704,-219.38438628565717,1
18-25,China,78,A,D,A,A,4.816784370182362,121.54392781931038,0
26-35,UK,55,E,D,C,E,6.937355767939408,-104.51829557033918,1
18-25,Brazil,70,E,C,A,A,-43.64826625316084,136.44902103068495,0
51-65,Mexico,47,E,C,E,A,127.07591826161884,-47.447223772661985,1
51-65,UK,27,C,E,B,E,23.511436774673243,-52.713936792652305,0
18-25,China,49,C,E,D,D,1.1522212614004035,120.67878161017657,1
65+,India,42,E,E,A,B,-71.21198112787374,113.7198970614398,0
36-50,Brazil,39,E,C,C,E,130.02509102381936,-90.9234272978589,1
65+,US,44,B,D,A,B,-103.20907620822162,80.55130492926806,1
26-35,Other,20,E,D,B,A,-50.14959073141064,85.68477130700622,1
18-25,Mexico,73,D,B,E,C,-45.22194708481202,-32.09231507456122,1
26-35,Mexico,37,D,D,B,E,155.22822143712625,22.732972511906915,0
51-65,China,55,D,A,A,B,192.5826013737489,55.681758934348004,1
18-25,UK,20,C,B,D,B,-3.233267180999048,223.36426403365653,0
18-25,Brazil,44,C,B,A,A,9.260247176183057,155.41753635659327,0
36-50,Other,68,E,C,B,A,-79.01327990168812,-39.101979473475346,1
26-35,China,71,E,B,A,D,31.717714393904302,85.57251239846865,0
18-25,Other,19,E,D,E,C,65.0452832436635,115.13836866670617,0
36-50,Other,63,E,D,E,E,-43.06050776722392,14.033872534548175,0
65+,Mexico,41,B,E,B,C,58.45704417531989,-68.13374395253369,0
65+,Other,76,B,E,D,C,60.23495019507858,152.2721066616924,0
36-50,UK,61,D,C,E,A,-214.7949587075084,-39.65404872942971,1
65+,China,35,C,B,A,A,171.42227629988747,-63.908061002944585,0
51-65,Germany,79,B,B,E,B,-32.74834646027476,-100.75508736859501,0
65+,Mexico,47,A,D,C,C,-46.432330827922954,74.22148506049288,1
51-65,Other,71,E,A,E,D,-253.87469153517256,87.05358532579979,0
18-25,US,27,C,A,B,B,-2.4287722978774955,-77.80862139556865,0
26-35,China,41,A,B,C,B,63.93038588097415,23.347116585302288,0
36-50,Mexico,78,A,D,E,B,-93.616343588696,-53.41642655266459,1
51-65,India,21,C,B,C,B,-151.57187384127334,44.77884847796018,1
26-35,Germany,65,D,B,A,A,18.84777257363516,133.4704555527169,1
18-25,UK,50,A,D,E,A,-48.04479075447786,-98.79056584946233,0
18-25,UK,47,E,B,B,D,29.105455016009035,7.885060069448273,0
36-50,Other,63,B,A,C,D,23.84807024472375,-130.9767252217391,0
18-25,China,66,B,B,B,A,-223.2622508520055,-124.37837117308936,1
65+,China,32,B,C,B,D,-12.647243018487911,-85.02463755279281,1
51-65,India,24,B,C,E,D,115.67356290384431,-66.41470568031814,0
18-25,UK,47,A,E,E,A,74.79552420796567,-143.04408869931814,1
65+,US,41,B,C,B,B,-32.33200495950071,101.46140747316159,0
51-65,China,36,A,E,E,B,-184.4714400852797,97.1458348208279,0
18-25,UK,67,C,C,C,E,141.89859357559703,-145.1575436278461,0
36-50,US,64,D,D,C,A,222.76132642883627,44.21708577152592,1
51-65,Brazil,62,E,B,C,D,-83.95671916476664,95.90598098586386,0
36-50,Other,30,B,A,D,A,-56.66504313046763,57.55351290514672,1
26-35,India,40,B,B,E,B,33.39549777438892,-104.74233087348046,1
18-25,Other,60,D,A,E,E,-199.00590998155926,-34.494539746969984,0
65+,Mexico,53,A,B,D,B,42.80278805877295,128.78766515512586,0
65+,Germany,25,E,A,B,C,31.084749225061525,15.182845970769899,0
65+,Brazil,65,B,E,B,A,9.986999396597584,107.77452639824467,1
18-25,Other,51,E,D,E,B,-79.69258261033801,22.157239415653144,0
26-35,China,21,E,C,D,E,-77.34729355250535,-33.977841572218644,0
26-35,Mexico,56,A,B,A,E,96.24495701852356,-109.56733753933838,1
26-35,Germany,18,A,C,D,E,41.51642173525965,24.284033374683094,0
51-65,Brazil,70,B,A,B,C,17.60593073083476,12.72315682548277,0
51-65,Mexico,58,C,E,A,D,11.043328441087615,89.7014306861006,1
18-25,Germany,36,B,C,B,E,20.393503863648792,35.865506994122136,1
18-25,India,23,C,D,D,C,-13.802013718007784,77.49739849991516,0
18-25,Mexico,64,E,E,C,C,-70.21589454875681,-35.747761516313744,0
18-25,Other,66,E,B,C,B,-75.8807087803296,-26.391448321789383,1
51-65,Other,59,D,E,E,B,119.1280199563258,22.675869694414814,0
65+,Germany,30,A,C,D,B,-4.442857285968831,114.29649788795477,1
18-25,India,39,D,C,E,B,-39.796549532840565,-9.672512320736224,1
26-35,Mexico,34,A,A,D,E,-53.54416381243158,83.9039674962409,1
36-50,Germany,74,A,B,C,D,-57.965882075650065,179.93908813240037,0
51-65,Mexico,43,D,D,A,E,-67.57376739051622,14.644889134026734,0
65+,China,74,E,D,A,D,-21.518473698147673,31.069826580203713,0
18-25,Mexico,48,D,B,A,B,-84.45037099822687,54.45751869143568,0
51-65,Brazil,42,C,D,E,C,133.86242339897817,-45.72322678954016,1
65+,Germany,42,D,C,D,E,157.2179292210538,-57.845244972702595,0
18-25,Germany,49,B,D,C,E,-87.6371230315802,52.047704417432485,0
65+,India,73,E,B,D,D,154.71478277658898,30.20263569885794,1
51-65,China,67,C,B,E,D,16.414209172000717,-17.698874617647096,1
18-25,India,37,C,D,D,A,-71.84748588899957,-37.803969758275926,0
51-65,US,62,B,C,C,A,43.85885709617825,-131.19283175050737,0
26-35,Other,42,C,D,A,C,99.3264045364888,79.98337467831865,0
18-25,Brazil,78,E,D,B,C,-87.60278540947184,31.366876336406474,0
18-25,Brazil,37,E,A,A,E,59.93702237707,-28.24585045765345,1
51-65,Mexico,50,A,A,C,C,61.114248895536484,44.89828776755759,1
18-25,China,43,D,C,E,A,-103.6567401973674,260.25505902920435,0
18-25,US,40,E,E,D,B,-101.27148677893078,-4.748094429547268,0
65+,US,73,B,B,B,D,131.28741645356268,-109.22380516032024,0
26-35,US,67,E,D,C,D,-0.8839349562083444,32.872583779155015,0
36-50,India,56,A,A,B,A,187.96674632648026,38.69909393951528,1
51-65,UK,29,C,C,E,E,39.29995051814589,-63.80663637052749,1
26-35,US,55,B,C,A,A,-83.12335556008546,79.80316906058883,1
26-35,US,20,B,C,C,A,6.224988846740512,-103.04452069260944,1
51-65,US,28,B,C,A,A,59.683364676893945,-152.4523754101765,0
26-35,India,26,E,E,A,C,17.13259566915288,-269.90752020313647,1
26-35,Germany,73,A,A,B,D,194.24974078675095,-187.57279652765607,0
65+,UK,45,B,B,D,C,-156.4430060650443,-157.0776080179408,1
65+,Brazil,44,D,B,B,E,49.86114862740829,62.62000705436578,1
51-65,China,57,D,A,D,E,10.487301953993809,2.7327244727549256,0
36-50,US,63,B,E,A,C,-163.76761243332373,-43.79284093078438,0
51-65,Mexico,74,C,D,E,B,-166.3963689519116,-52.166543917866946,0
18-25,US,59,C,E,A,D,-15.500561578862035,11.773885578975994,0
36-50,Germany,50,B,E,C,C,-70.92847484855392,69.87277922822435,0
36-50,Other,50,E,E,A,D,114.28930053421492,237.47864348244923,1
26-35,UK,78,D,A,A,E,-37.44185840083852,19.246002263169583,1
26-35,Mexico,50,B,D,B,C,126.40840000399713,36.29168520958574,1
26-35,Germany,56,E,D,D,E,-84.28834362736089,70.10866270667259,1
26-35,China,75,C,A,D,C,78.00621806536282,-25.979957749540038,0
18-25,India,74,D,C,A,A,-46.39133176522231,-233.61477363959403,1
65+,Mexico,23,A,C,A,C,-35.98843533082551,17.681894114917572,1
65+,Germany,76,D,A,B,D,-51.55792677076987,-162.03342071091177,1
65+,Other,73,B,B,A,B,170.52013297221308,26.077376861317564,1
18-25,Mexico,26,E,B,E,D,189.1839546887215,70.11069329238391,1
18-25,Other,46,E,B,A,B,-59.12959197457086,14.953841107956375,1
36-50,Other,63,D,E,D,C,-4.421903798917853,-214.58634824667362,1
26-35,India,47,C,C,C,E,-138.8213446908758,-104.56823811741816,1
18-25,India,27,E,E,C,B,-38.350739586033725,-10.174812037628216,0
18-25,India,51,B,A,D,B,155.76372396458862,41.61387150763719,0
26-35,India,31,C,A,C,A,-87.42226376717514,-39.82770002870839,1
65+,Brazil,33,E,D,C,C,-84.30505538910083,-73.45744209908929,0
18-25,UK,30,D,E,C,C,60.02224199472862,-12.39527168275745,0
18-25,UK,79,E,E,E,C,51.11506040662693,51.03754831490267,0
51-65,Germany,22,B,A,D,D,2.623419387882942,-78.25954406167725,1
36-50,Mexico,73,E,B,C,C,30.2294002746076,4.696469605888856,1
65+,India,73,D,A,E,D,-46.87164909354436,66.62176646372401,1
36-50,China,55,C,C,D,D,56.43510788232619,-75.35242417132348,0
18-25,UK,43,B,B,E,B,53.71946562423656,56.25575578798211,0
26-35,India,63,E,E,D,D,223.19139966817497,126.77928223898836,1
26-35,Mexico,38,A,A,B,A,60.481075319208465,-186.79916215440736,1
26-35,India,31,D,D,A,A,-133.37099573148333,-80.81876031259858,1
36-50,Other,38,B,E,A,A,-90.57433136178524,94.68405853648497,0
65+,India,62,E,C,A,E,50.31096100476932,101.98674311150057,0
65+,China,62,A,B,E,C,9.717566410532775,67.43060317724137,1
51-65,China,56,C,A,C,E,-83.36482088703298,-26.33413785364645,1
36-50,China,28,E,E,E,D,-149.709862506051,80.05169422166244,1
36-50,China,60,A,E,D,B,-93.1498644706959,-21.870799303146807,1
36-50,China,40,C,E,B,C,-39.7702023777758,-0.4060610203000155,0
18-25,Other,70,D,D,B,A,-115.33503813342605,27.759535538397866,0
65+,India,37,B,C,C,E,3.472897682881309,-7.734712132840949,1
26-35,US,22,D,C,D,E,-16.59065827880203,44.081116103220516,1
18-25,India,38,A,C,C,B,3.5618245720321218,-133.63173334963298,0
36-50,Brazil,45,B,D,D,A,-104.48270485921594,70.73093760926754,0
18-25,US,21,C,E,C,C,14.454974218869213,-40.229599063503485,1
51-65,US,20,D,D,C,A,21.65659522661658,32.97479129524606,0
18-25,China,36,E,B,A,D,30.99951900225501,-10.222965024718663,1
18-25,Germany,78,E,D,C,B,-38.462698308480604,4.191459075292854,1
36-50,UK,77,E,C,B,C,66.38969317029535,47.92671965342681,1
51-65,US,61,C,E,D,A,24.53594754646662,-69.67847836194382,0
51-65,Mexico,71,B,E,D,D,-180.0393452345292,-111.88607958589631,1
36-50,Brazil,47,C,C,A,D,-49.43092611201601,-61.45558382985292,1
26-35,India,40,A,C,C,A,-6.791440759302319,-30.914414134491214,0
51-65,Mexico,18,E,E,D,C,-41.60172451064442,-190.64787596759552,1
65+,Germany,66,C,A,B,E,-47.260403657390235,32.1279598438945,1
26-35,Germany,35,D,D,D,E,-23.245936372901323,214.02897060289035,1
36-50,India,32,B,C,D,D,62.13057975596528,-85.31784188617773,0
36-50,Other,45,C,C,D,D,56.305821354860576,33.70852109512859,1
51-65,US,57,E,A,A,E,-46.38794169955174,13.996352686950964,0
26-35,UK,66,B,C,A,E,22.29999408942019,72.83391963936664,1
51-65,China,33,A,E,D,D,-85.45832157339069,-184.17796525843292,0
26-35,India,79,C,A,A,B,-58.7774329746812,-191.37087737895155,1
36-50,Germany,68,A,B,A,A,-41.68094326795198,-55.48750968018567,0
65+,Mexico,34,B,A,A,B,-90.13420158140435,111.79803827908677,0
26-35,US,46,D,D,D,E,-4.6022858997824105,-111.63493491421077,1
18-25,China,33,E,E,A,D,-42.62037192617077,-82.40604512207348,1
26-35,Mexico,62,E,D,D,B,59.505095929033544,-46.50207940651241,0
36-50,India,65,A,B,A,B,3.313127315379938,71.3944489362568,1
18-25,Brazil,19,A,C,A,D,-120.5621090017812,-8.386882594605105,1
65+,Brazil,45,E,E,C,B,-189.9200428966224,-35.89472038820338,1
26-35,UK,66,E,C,D,E,190.34733834014173,-44.668471192449324,0
51-65,Mexico,60,A,D,E,D,-203.71595453503363,21.66182062117911,1
65+,Brazil,73,B,B,D,D,80.20136520355807,94.25529111184602,0
36-50,UK,76,C,B,D,B,-32.27668856689856,80.85145250282785,1
51-65,India,29,D,C,C,E,-18.344789172122304,-16.71749312446619,0
51-65,UK,38,E,B,C,A,31.791749809510538,51.8825584637038,1
51-65,India,62,C,B,E,A,-50.406710609468384,-22.20864631317368,0
18-25,China,20,A,D,C,D,65.82414099882159,6.3066442666033105,0
18-25,Germany,36,D,A,A,B,26.641956121487535,32.03054465007838,1
65+,US,63,E,B,A,E,9.555233721088248,13.581555442751858,1
36-50,India,31,D,C,E,E,-59.23027542596303,-44.31473288098182,1
26-35,Germany,65,D,A,B,C,40.120769695285254,31.60274693756714,1
18-25,Germany,65,A,B,E,B,11.37772917595746,-291.16274101303117,1
18-25,Mexico,29,D,A,A,A,-62.12131637306334,131.80061426198873,0
18-25,Other,25,B,A,B,D,125.01846346055963,-0.15282102198680284,1
65+,UK,72,B,D,A,B,56.14700236592901,61.92037119381257,0
36-50,Germany,55,A,E,A,B,24.320511605680533,239.06563325601934,1
65+,India,73,A,C,A,C,-45.71291983805799,49.278748363882926,1
36-50,Brazil,68,A,A,E,A,44.436300617831314,-7.784774562941831,0
51-65,India,46,C,B,D,E,-88.89951082466683,-122.65539199220984,1
26-35,Brazil,27,C,E,B,B,-45.089399222678146,-57.84648562598863,1
26-35,Other,25,A,A,C,A,-31.47858819572781,-90.51391333695315,1
65+,UK,67,C,A,D,B,-91.49477796892316,119.53010003789657,1
36-50,Brazil,30,D,E,B,A,169.9641236518546,-107.36837266815957,0
65+,India,62,A,A,D,B,-78.50534921595468,-104.05176957682323,0
51-65,India,20,A,E,E,B,101.03678010842381,2.9898949989650325,0
26-35,Other,66,C,B,E,D,116.87739755877442,-86.3965883818529,0
51-65,US,79,C,C,A,B,130.24555143575373,50.96140110756341,1
18-25,US,60,B,A,E,E,-72.1843221106305,99.56596108483905,0
65+,UK,41,C,D,B,B,61.49093999471405,-133.17126265110005,0
36-50,Mexico,48,B,D,B,C,35.11464696998183,49.30136831611925,1
36-50,Mexico,20,C,A,E,C,84.37617659291459,-127.41871466609939,0
36-50,India,41,C,B,D,E,34.471664603312796,-61.535165893647715,1
26-35,UK,67,A,E,B,B,-49.437047820504,-146.10584634427474,1
36-50,China,73,A,A,C,E,-126.17409663116803,62.91241408271191,1
65+,US,55,B,B,B,A,103.71177051555374,49.74902242570765,0
65+,UK,76,E,D,C,E,95.03151677091837,123.8380105774656,1
36-50,UK,78,E,D,D,B,13.019897566426996,-94.68500714121875,1
26-35,China,69,E,C,D,E,-115.41521631898316,-140.16235932367772,0
18-25,Germany,21,A,D,A,D,94.08866786978966,172.0757710434775,0
18-25,India,29,C,D,E,B,203.7660288620089,56.16171789007402,0
26-35,China,19,B,A,B,D,-159.5606265536516,86.6766269171588,0
26-35,US,33,D,A,A,B,40.9808448581722,-97.95045724500613,0
51-65,China,59,C,B,C,C,-39.76423693499685,-221.81964949505883,1
26-35,China,45,C,A,C,C,119.26476081533617,105.9076214371806,1
36-50,US,63,B,A,A,C,-70.674477860514,-0.8969107190666344,1
51-65,Brazil,25,D,B,E,A,-14.533632666148577,214.0061114270887,1
51-65,UK,36,C,D,A,B,41.4538472761314,-99.29431282735419,0
51-65,US,48,E,B,B,A,-88.64656857479429,200.26447105143075,0
51-65,Mexico,54,E,C,A,C,-35.50806974718537,45.45586340311136,0
51-65,Germany,22,E,D,A,D,16.075861471797197,22.17834305506812,1
26-35,UK,39,E,A,C,D,17.650874550633233,85.89239104974197,0
18-25,India,40,E,E,C,A,-56.331296749728445,-5.596456093063839,0
36-50,Germany,46,A,C,B,B,-178.71927407266844,-83.11829825092912,1
65+,Mexico,48,B,D,A,D,58.379355212929674,-236.07739269655036,0
36-50,Mexico,28,A,E,B,C,-19.91212567352062,-75.89929575341452,0
18-25,India,73,D,C,C,D,120.58494948661429,-159.39890261397844,1
26-35,Mexico,67,A,B,B,B,-161.06850514267177,-147.80468960578725,0
51-65,US,27,D,A,B,B,31.008471576469837,165.5188861037644,0
51-65,Brazil,43,C,D,E,D,61.25859646678635,-19.146794933651172,0
18-25,Mexico,39,A,A,A,E,-173.28331197199563,64.57809235724912,1
51-65,Other,46,C,A,C,D,-5.586740166123863,-21.136156731725013,1
18-25,India,67,C,E,A,E,-62.99818308454034,-139.803513027034,1
26-35,US,56,A,E,C,B,199.74009672788472,4.91847959137731,1
51-65,Brazil,31,A,B,E,A,176.52873710055843,202.91625823076288,0
51-65,Other,52,A,A,C,B,-28.562739993810897,-59.503715809416434,1
26-35,UK,43,E,D,B,D,109.31708990563197,119.34578111243484,1
51-65,UK,52,E,B,D,C,-84.79292851237432,-154.19821181379058,0
51-65,Germany,41,A,E,C,E,-84.52170326999567,132.13218745689005,1
26-35,China,37,E,B,E,B,-61.683772627154454,83.07536863368178,0
36-50,China,33,C,D,C,B,43.413123724256245,-162.67621567700422,0
36-50,UK,30,A,A,B,B,-250.91197960013494,101.98195021410221,0
36-50,Mexico,70,B,C,A,E,25.98441099694685,61.72009592989579,1
65+,Other,39,D,E,C,B,41.76524333655894,272.49483090884286,0
65+,UK,21,A,D,E,B,148.14511354956028,105.28288477953012,0
51-65,Germany,55,A,D,E,A,122.13898389063883,-63.269474487000984,1
65+,UK,24,D,E,B,B,-94.21410346722917,24.514329513851987,1
26-35,China,45,D,B,D,E,85.97711785102035,34.864330433994986,0
65+,Other,73,A,D,A,B,-94.22230022480878,29.288404304453618,1
65+,India,77,E,B,D,D,45.49029807093493,104.02108747959491,1
51-65,India,49,E,B,C,E,-125.87984697989656,-44.57608692058085,0
26-35,US,62,A,B,D,E,74.2082349765471,-33.75678689405732,1
51-65,US,78,B,D,B,E,154.49830386597316,93.4675060184392,0
18-25,Brazil,74,C,D,C,C,-16.177326204396543,116.40445738509133,1
51-65,China,49,E,D,A,D,-66.05402839042432,-43.58796587748485,1
36-50,China,51,C,D,C,D,-104.6231876907469,-20.000421577512235,0
26-35,US,19,A,D,B,D,38.64360483672573,183.31985708878412,0
65+,Germany,74,B,D,C,D,115.68101468568554,34.43181401624325,1
18-25,Brazil,33,B,A,D,A,111.16118978348052,-222.3284582620132,0
36-50,UK,45,A,A,A,D,43.3322448973,131.8523826562283,0
36-50,US,44,C,D,D,A,-107.07452498716516,-4.639629691083818,0
18-25,Other,20,E,D,E,C,-51.09709049745581,32.06249808885414,1
51-65,UK,57,D,C,C,B,115.93906455069605,-118.40533651385815,1
36-50,India,38,D,C,C,D,1.1920289873385508,133.41762696510287,1
26-35,India,37,C,A,B,C,109.96941729033607,82.57385578854239,1
36-50,Brazil,21,E,A,E,D,107.37877679085572,172.18030396487828,0
65+,India,29,B,E,A,D,-7.999162190667095,110.90665693882393,0
51-65,Mexico,23,E,A,B,D,-46.7465904115559,11.373441107385219,0
51-65,UK,60,C,B,A,E,-40.59338372349839,52.21552320935293,1
65+,Other,78,A,A,B,D,116.09865666507623,-4.5585863043606984,0
18-25,US,33,D,B,B,D,34.79121723437463,-21.077218245275027,0
51-65,Brazil,28,C,E,A,A,67.19920741681983,46.57862568914494,0
65+,US,42,B,C,E,B,194.7700063151634,116.59485280071777,1
18-25,UK,26,D,B,B,A,16.575888999172587,-132.81616322114684,1
65+,UK,50,A,A,A,A,114.11494108374747,-56.00634980772329,0
51-65,China,45,E,A,C,D,211.00620542320772,156.61573640403446,1
36-50,US,45,C,B,C,C,160.81511697926925,85.21911990228058,1
65+,Other,20,C,A,B,C,47.894600092557695,-36.96449683345344,0
36-50,UK,33,B,C,C,D,-132.23308322686205,-46.457531715447566,0
26-35,Other,68,B,B,C,D,75.8791061399172,-92.57426458338756,1
51-65,UK,63,A,C,A,D,176.2479926777206,28.329934989912214,1
18-25,China,52,D,D,D,C,158.23285706813488,-166.44331628826444,0
36-50,Germany,73,A,C,B,B,119.33393692915433,-57.34063889658304,1
65+,UK,18,A,A,B,E,20.964779990055657,85.63627902390026,0
65+,Mexico,30,D,A,A,E,-62.16584820588492,-46.379886762166095,0
18-25,Germany,55,E,A,A,E,30.31593901902608,44.48823893315888,1
51-65,Brazil,30,A,B,B,E,62.82117937667504,54.12545824618912,1
18-25,UK,51,B,A,C,A,-11.354583636731638,112.21898480986137,1
18-25,Mexico,63,E,C,B,C,91.05470657396391,-7.453514835933425,1
51-65,China,54,B,A,A,D,37.98510836712518,-48.319269371835766,1
26-35,US,62,E,D,B,B,-11.180702901912017,23.29484070874735,1
36-50,China,74,B,E,A,E,-122.34068045039517,-31.603071035119324,1
18-25,UK,75,E,A,B,C,55.62554392177121,-108.69548421805875,1
18-25,India,52,D,B,E,B,-86.22800310943857,-89.81663561586444,0
65+,China,50,C,E,B,D,-101.22921561862053,89.87954980116787,1
51-65,Brazil,61,A,E,B,A,-94.32304918308752,-43.33367783427091,0
