orientation,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Bisexual,Black,E,119.9900830696031,D,91.29024584545262,C,30.9873804567391,A,1
Bisexual,Black,E,34.86670325053343,E,-97.38609509407185,D,14.314534192595676,B,0
Bisexual,African American,A,39.559020423220446,E,-111.10650569084812,A,-140.84093078411806,A,1
Other,Black,A,3.1211534559418475,A,112.51676868792966,D,159.60086493101636,B,1
Homosexual,Asian,B,-113.90668381411133,A,-26.88845788156281,A,102.70487905111531,C,1
Bisexual,African American,C,195.11178183436724,B,31.939463471568697,D,-28.41718542912883,C,1
Bisexual,White,D,-49.31601435088255,B,-61.45805516513925,B,35.31530297458108,A,1
Bisexual,Black,D,-117.89781448192984,E,-127.74351621809711,B,52.11922882821612,A,0
Bisexual,Asian,A,149.53607862043188,E,-106.22493534616642,B,-104.01521760186938,D,1
Bisexual,Black,D,-26.18550217629098,D,196.4376876610518,A,95.4858472455312,A,0
Other,Hispanic,E,-129.6338371692969,E,39.75291426262263,A,-25.821948364871172,C,0
Homosexual,Asian,B,-172.25184669300427,D,-96.38160241593742,D,-81.10902632747587,E,0
Other,African American,E,-130.98633850929951,D,30.27014479124051,C,-36.10657221288982,C,1
Homosexual,Hispanic,E,87.7170978422314,B,9.02500377924069,A,-84.07898848462165,D,1
Other,Other,E,20.582368867765517,C,-187.30043087377229,D,-18.951830816531608,E,0
Bisexual,Black,D,164.5130622736212,B,59.37461702998378,C,-2.869089245275698,D,0
Heterosexual,White,A,3.4577002474327085,A,-127.72751912829361,D,-92.44098274385853,E,1
Heterosexual,Black,D,-91.41367065180262,B,44.92306036532903,B,38.2494454089489,B,0
Heterosexual,African American,D,26.813600230152424,C,16.26029455316501,B,-4.148141088378676,B,1
Other,Hispanic,D,-22.92925805059799,C,31.869759859058284,E,-52.576342516358906,C,1
Homosexual,Asian,D,-56.677120758804186,C,130.18359504397753,A,-42.43125121570431,E,0
Homosexual,African American,D,-72.66824271465,C,96.2815577802168,E,44.548454820845926,E,0
Other,Asian,C,-30.056939420193256,A,156.42334988506943,C,40.86324244692435,C,0
Other,Other,D,-99.09791656488397,C,-260.529694258111,C,27.07312952527098,E,0
Other,Asian,B,68.76774756047526,B,77.04631600837033,A,86.49311135811624,B,1
Other,African American,D,53.45561919024351,C,235.44614974025703,D,-4.211726103086503,C,0
Other,Asian,E,-220.6180910732766,B,-46.26005584452375,C,-169.473180038157,C,0
Bisexual,African American,E,6.975295218445182,A,71.7915571000358,E,-123.99348544733013,D,0
Homosexual,African American,E,1.0687011841034566,E,28.07757621244132,B,-250.99762156235764,E,0
Bisexual,African American,E,47.50714489085871,E,102.73931082555339,E,-6.554988204649594,B,1
Bisexual,Black,D,-196.62504584553946,A,-110.92449328744945,C,184.51875751390102,D,1
Bisexual,African American,E,80.13264125838774,C,10.965550621468958,A,124.11672235539119,D,1
Bisexual,Black,E,-14.717949914520641,D,-48.56362661093206,A,-41.97719310387447,A,1
Other,Black,B,7.7309847035324815,C,92.77001761833557,B,-106.5420643657953,D,0
Bisexual,African American,D,166.3616917142323,A,131.8477065640495,E,-54.778785719566244,B,0
Other,African American,E,-42.007995648054845,D,27.305706496194578,E,140.61569039426004,A,0
Heterosexual,Black,D,32.35237817657314,E,107.69981082448335,B,25.699592493908362,E,1
Other,African American,D,-146.32867520571128,A,-6.6446173744899015,B,-54.841128151335305,C,1
Homosexual,Black,C,106.25245979376476,E,17.183324027666956,A,-69.67644601591505,E,1
Bisexual,Black,B,-128.39166086148344,E,-88.58976315865469,D,46.82065906355933,E,0
Bisexual,African American,D,18.7437135615812,D,147.23706530019695,D,157.68507476842075,D,0
Bisexual,African American,C,93.03279356713895,C,131.75741825443623,E,-55.41097825739272,B,1
Other,White,E,-41.63346121823837,B,57.00638546503439,C,-85.78161397638706,C,1
Heterosexual,Black,C,67.34072774582005,E,-64.07784864513894,D,-57.73466018649081,D,1
Homosexual,Hispanic,E,34.90690468674256,B,-48.83098777005709,A,-42.794086059380554,C,1
Heterosexual,White,D,-18.88019919880525,A,-130.75748339726562,D,-45.00290758856018,D,0
Other,Black,E,-43.18968407042768,E,80.00345236609489,B,38.37356529669187,E,1
Other,White,B,-84.12831106818878,E,57.052253249707675,A,-35.184855759108565,D,1
Homosexual,African American,A,-3.5276982410630993,B,-87.0284450700548,E,-100.9325594299929,A,0
Homosexual,Asian,E,-47.80343063333871,C,-87.50356018088405,E,-7.3232298698983955,E,1
Homosexual,Other,B,145.23523541041627,E,-2.025859189689746,E,15.20656626813008,B,0
Homosexual,Other,C,-63.41098584549512,A,-45.885542054104725,A,-62.529745165340664,C,1
Homosexual,Asian,C,-148.40335556421556,A,-97.43054095000629,A,-66.27947966056705,B,0
Other,Other,E,29.62847298016149,E,114.11393638831895,A,-149.81018889677802,D,0
Other,White,A,29.939048177220634,B,172.17550171135284,D,-184.53627178317606,A,0
Heterosexual,African American,A,-66.70175658909147,C,-175.43767241299426,A,-97.60242035790708,C,1
Homosexual,Other,D,249.0965881573849,E,-103.92861149579828,C,96.50489847212282,E,0
Heterosexual,White,C,-64.7937356584481,B,-16.10647219490387,E,-167.44865813744093,A,1
Heterosexual,African American,B,-113.51258048848571,B,-28.228479384989846,A,-178.12728129514696,C,1
Homosexual,Asian,A,38.49536264173238,D,44.870511337119744,B,-149.04403569720057,A,1
Homosexual,White,A,-21.690446531619695,E,16.79896093060521,E,-61.564279820194066,A,0
Homosexual,White,C,57.62853004657956,A,-190.53551236982796,C,-61.455186418928896,C,1
Homosexual,Hispanic,A,3.816994927571381,D,65.68592566120616,A,20.43327794496222,E,1
Heterosexual,Black,C,-32.69729880607422,A,-47.119472288237304,C,-51.79227422536897,C,1
Other,African American,E,101.91834734380613,D,-48.390744712526015,C,-150.9073412878373,B,0
Bisexual,Asian,E,121.0482093263564,A,-14.987835915143211,A,-162.74832610558792,D,0
Other,Asian,E,5.961806089358984,C,-19.99648954577255,B,54.9075882231588,C,1
Other,Other,A,-74.92971727408423,B,34.12168180360069,D,17.037678523595364,D,0
Heterosexual,White,E,42.468914013797,D,108.2364588489283,E,-87.14286388887743,A,1
Bisexual,Hispanic,A,-236.08577380023465,E,-81.94964418036146,B,-147.62415774511396,C,0
Homosexual,White,A,-35.69948559495652,A,-81.27764093098766,E,-69.71409883238697,C,1
Heterosexual,Hispanic,C,14.540933975791814,B,120.62635042637251,B,-41.80883329604103,B,0
Bisexual,Other,B,-117.663791111723,B,46.20737340571704,A,44.955272063003854,D,0
Heterosexual,Hispanic,B,-59.20341373713748,E,89.3410253403561,A,102.06662639138796,A,1
Heterosexual,Black,A,182.02481390939525,C,143.1965854820206,A,51.16703579994248,A,1
Heterosexual,Asian,C,-3.0299002697909203,A,165.7795343446689,D,11.795696751916465,C,1
Bisexual,White,C,-67.61138511542686,A,3.808589102504798,D,43.70939532523143,E,1
Heterosexual,African American,E,14.029564489478858,E,-219.21113419517377,D,-117.72412629318573,E,1
Homosexual,Hispanic,E,-74.37085616544994,B,223.45870945727225,E,-183.6927932578575,E,0
Homosexual,Other,A,-65.0042529559407,D,-19.34637347216309,C,-15.145952884348906,B,0
Homosexual,White,E,-113.1281083381376,B,34.48397870659382,E,18.20970540387202,B,0
Other,African American,B,-20.142457807518873,D,145.90411774939935,B,51.18944608848908,E,1
Homosexual,Other,B,119.09005284888912,D,-42.92023333445623,D,-133.82711490393697,B,0
Heterosexual,African American,C,82.56516299937962,E,216.59532721064804,E,60.93148181686865,A,1
Bisexual,Other,A,130.92473802983142,A,50.2046035569661,D,-238.41726375418313,B,1
Heterosexual,Other,E,129.78405560707193,D,-53.072734625857585,A,-73.33590377884424,E,1
Heterosexual,Black,A,157.6700505375005,D,61.295762968291434,B,13.12774416228418,A,1
Bisexual,Other,D,22.3173158280184,C,8.400988124984748,A,-77.72520131216017,E,0
Bisexual,Black,E,112.80603408725547,C,149.4712539109231,D,173.0518992484966,C,0
Heterosexual,Black,A,58.822386470151535,B,-26.79583741608806,D,-49.67159814786409,C,1
Bisexual,Asian,D,72.45123377196155,C,-23.001463066056562,A,-0.35522114680984457,D,1
Homosexual,Hispanic,A,128.98640726022012,E,27.981730370793144,E,2.01734210955323,D,1
Other,Hispanic,C,-77.41565277704716,B,60.71598699695643,A,183.5874741376902,C,0
Homosexual,White,B,3.020503970276247,B,135.59023607890143,C,-29.88748992642788,B,0
Bisexual,African American,B,86.83858420144462,A,-26.632943880295922,C,135.6430118986799,E,0
Homosexual,Black,D,-166.2759858184294,D,-52.36997920165177,A,50.11509307813622,D,0
Bisexual,Hispanic,A,32.232840796126595,E,139.22003139446457,E,-63.7705829383743,E,0
Homosexual,White,E,-41.51939333546682,C,145.19544481756242,C,64.28307787375476,D,0
Other,White,B,28.326184708024854,B,-28.4627805463557,C,65.04045804185175,D,0
Heterosexual,Hispanic,E,-38.54686625443849,A,-28.2906611860568,E,236.32567691258598,E,1
Homosexual,Hispanic,A,-2.4291087266078035,E,266.65805428536663,E,-105.80504035266631,E,1
Homosexual,Asian,E,197.98254199585725,D,-134.21035953355482,D,64.97037060361059,B,1
Heterosexual,Hispanic,E,27.281201824959773,C,220.29669160490107,B,-1.4236366771209585,D,0
Other,African American,A,139.52029971275138,B,72.10362745207965,E,17.1280636553567,A,0
Other,Asian,A,-155.80606229543724,B,-57.87335231974031,C,-27.67463908522416,B,0
Bisexual,Asian,A,-248.63847902598587,E,79.817778710488,B,69.60702399957624,C,0
Bisexual,White,C,-10.63392058229529,B,145.9839704435504,C,-42.207649991151115,B,0
Homosexual,Other,A,17.501633037015992,C,-8.605919027799052,E,227.49393298270616,E,0
Homosexual,Other,A,-161.99393740049396,D,58.88281829059851,E,-45.75950884815587,B,1
Homosexual,Asian,A,33.67219093485998,D,73.4147919111358,B,-161.86625138526313,A,0
Homosexual,Asian,C,95.08483794759994,E,79.32631945470757,D,101.31199107443277,B,1
Other,Hispanic,B,13.352035247006624,E,-96.75629077442674,B,47.747255538749954,D,1
Homosexual,White,B,62.990034268634034,A,-13.387843134726692,E,-140.4419713588133,E,1
Bisexual,Asian,C,-73.52841371909979,A,-145.34654481734307,A,17.282952626202448,A,0
Other,White,E,71.34689978216714,E,20.961857087077476,C,-11.217760094522218,B,0
Other,White,D,208.08768674026012,A,-147.25002224410827,D,-60.082055283001814,B,1
Homosexual,Hispanic,B,38.46657048335953,D,164.7847276398808,B,-30.826327823171862,E,0
Other,African American,D,-112.44594514637096,C,-66.614174822831,B,-69.24748712700506,C,1
Other,White,C,-234.09339094969863,A,-44.381603161839166,B,78.21239993081106,E,1
Other,Other,B,178.51854322882377,B,109.07498689455421,A,-87.51108186977947,D,1
Homosexual,Other,B,59.79785435300432,E,114.75863286413266,E,47.789406231707076,C,1
Other,Asian,C,-10.363134213541848,D,-53.05327256567086,A,55.07376962939019,E,0
Other,Hispanic,C,26.747297951743032,D,63.039665193826465,B,-51.542320640357,E,0
Bisexual,Asian,A,-56.01533124288589,E,-60.5416451593605,B,-18.5501194614093,E,1
Bisexual,Other,C,95.59298114178218,C,-96.9616039511947,D,135.20412939206824,B,0
Homosexual,Other,E,-183.31669907141898,D,55.3336266781264,E,-27.488313571498285,E,0
Heterosexual,Hispanic,A,-29.24871039278289,E,69.03302605482956,D,-40.43354697615097,E,1
Bisexual,Hispanic,D,56.19129022030563,D,-93.45416882096173,C,10.815766606064372,A,1
Bisexual,White,E,-49.87759204210778,D,-13.686586957522193,C,-36.508730626760155,A,0
Heterosexual,White,D,-1.4597503740615394,C,-104.23119588570391,B,13.835396129701818,C,0
Bisexual,Other,C,-88.1170043450913,D,-52.68990679992404,C,-26.980765358962934,E,0
Bisexual,Black,E,18.835158897802483,A,62.727539333997484,E,-83.5279965011268,D,0
Heterosexual,African American,B,-102.06410100155263,B,-81.43814144768663,D,40.3031203362891,A,1
Heterosexual,Hispanic,D,40.64128906297524,B,72.0088431603714,C,-88.64711182596074,C,0
Homosexual,Black,A,154.63225649973134,A,20.65382693945054,A,80.53702044404262,B,1
Other,Other,A,-112.58538088656265,E,41.413495202024016,E,189.6165547419357,B,1
Other,African American,D,-32.99027302247737,A,114.29277068126298,D,115.64962205628129,C,0
Other,Other,B,134.73528817348182,A,16.222094386575865,C,107.77780490591672,B,0
Bisexual,White,B,-68.54095567809836,C,33.16568447246252,D,-244.33393337973456,A,1
Bisexual,Asian,A,-6.099732451527552,C,103.21334050538822,E,100.55286202476364,C,0
Homosexual,African American,B,-208.25906031319016,C,-131.01043997560492,A,-13.75447891887781,A,0
Bisexual,White,A,-149.287315469016,C,84.90604128803271,D,-66.41341418598867,C,0
Other,African American,C,39.496465290716046,B,109.40576472420815,B,49.85265231862335,A,0
Bisexual,Black,E,38.29223304975577,E,-14.624813076847138,A,-9.133892465074464,A,1
Other,Asian,B,156.33110452247473,C,-78.14535613193522,E,-0.6661001538230982,E,0
Heterosexual,White,D,-71.54053713064266,D,116.55647801689683,C,-5.192309684121442,E,1
Homosexual,Asian,E,-45.18914265911229,E,9.370434129141255,B,-54.100929801400675,E,1
Bisexual,White,A,159.20996638724944,E,-76.24308132693483,C,72.40263628053611,E,0
Heterosexual,Other,C,-48.49604339276677,B,-162.491442116995,E,-128.6610160510035,D,1
Bisexual,African American,D,107.65541920618055,A,96.54760089057048,A,63.1243115946407,D,1
Heterosexual,Other,E,-18.1745373860098,A,118.98006750321906,C,71.96446917195348,B,1
Other,African American,A,5.175189090791676,A,75.99916496234673,A,-121.54431880283474,E,1
Homosexual,Other,B,20.28887098704842,E,145.05153103907864,E,-59.974839241261236,A,1
Heterosexual,White,D,82.49224117086493,E,77.17926848134583,B,-92.78164995800866,A,1
Bisexual,Other,D,-94.49481533117753,E,-192.47260229503183,E,70.15790843665489,C,1
Homosexual,Asian,E,-0.4415056254966969,C,64.26996022785116,E,-131.54841141365625,B,1
Other,Hispanic,D,-29.398777058697164,D,96.77375665688459,B,31.770602885003168,D,1
Bisexual,African American,A,-28.617473134396015,C,-60.76582175646145,B,61.543519646445624,B,1
Homosexual,African American,A,139.13817590052574,A,-24.06798031981961,D,-0.9358409146120261,D,0
Homosexual,Hispanic,A,102.81660590972822,B,-36.02080858642632,D,-134.47774976858014,A,1
Homosexual,Black,A,60.630292143822814,A,-10.06329707391598,B,70.28086309861747,C,1
Bisexual,Black,C,33.401007246436656,A,-3.9486308247008592,A,-29.81330802360015,B,1
Heterosexual,Hispanic,E,-105.52082459894339,A,-3.2282077218509966,C,13.149676525435074,A,1
Heterosexual,Black,D,-163.96835935657214,B,109.26318314575039,D,-90.01809298447616,C,0
Homosexual,White,B,153.16436927321445,A,108.35688400314145,C,-249.41265196669357,C,1
Heterosexual,Asian,E,36.84113997733336,D,55.55536742214166,A,-71.62787668418791,A,0
Other,Hispanic,B,55.073079669376845,C,172.41505703669375,E,-150.41722558381693,D,0
Bisexual,White,B,-73.22921662143807,D,-145.64121151264553,B,54.70580331260882,E,1
Homosexual,Black,B,-155.22923483051247,B,-146.80619437871178,C,-152.1611269139408,A,1
Other,African American,A,-113.4510549405945,A,-45.14242032224572,D,-38.02331651592583,D,0
Homosexual,African American,D,85.83526511421817,E,-80.04466106905873,D,-162.70080028118804,A,0
Heterosexual,White,C,77.0952818087658,E,49.66254425193021,D,39.457029898220796,B,1
Homosexual,White,D,42.3427313659834,B,-37.76298902057203,E,222.30538778092034,E,1
Bisexual,White,D,85.48481885700924,D,-144.86330478048814,D,-51.42990993854666,E,0
Homosexual,Other,C,-222.75919985130602,E,165.70151979699628,E,45.26347260382181,E,0
Homosexual,White,D,133.37223044012617,E,129.47291680657727,E,-41.102963588458785,A,0
Bisexual,Hispanic,A,-145.68346596160333,B,46.20763643245562,C,-210.76237700079665,D,0
Heterosexual,Other,B,-32.93145508845838,A,14.078631281552417,B,-79.11260785374782,B,1
Heterosexual,Asian,B,134.74451777475227,E,1.097954957280539,D,-29.468760368235607,E,1
Homosexual,Hispanic,D,114.04312581385507,D,119.68340830065141,B,102.8458919144143,C,0
Bisexual,White,C,94.58270230967068,B,97.18063382495036,D,200.0442995085383,A,0
Homosexual,Black,D,-96.70135536025032,A,-57.696653904823194,B,-121.10929996792291,E,1
Bisexual,Hispanic,A,147.22202057211038,E,66.48155654434618,B,36.121806806453435,C,1
Bisexual,Asian,A,14.608994621825575,E,-16.56966582463052,A,-2.7470806776725905,B,0
Heterosexual,White,B,-110.9379699646297,A,193.22809665922262,C,-134.6205442290035,E,1
Heterosexual,African American,B,-51.14551193662751,D,-19.65474944231164,D,173.72979201088435,A,1
Heterosexual,Other,C,-196.0147359613284,D,151.49209850378858,B,-42.833717792276126,A,0
Other,Asian,D,-13.332753388310623,B,-41.89570719197555,A,-161.16423215524594,E,1
Bisexual,Asian,C,109.83618623292415,A,85.24348874414878,D,-32.5624374951736,D,1
Homosexual,White,E,80.55310207207025,B,-44.486844480476975,A,-16.83618434168276,B,1
Other,White,D,7.463103012151276,E,103.58113380355125,D,36.8185332834817,A,1
Homosexual,Black,A,88.58596087438303,B,-206.5880213240479,B,-61.0018690730471,D,1
Homosexual,Asian,D,-99.92711140693822,C,90.42791290953109,B,-76.37273724400363,D,1
Bisexual,Black,D,42.5199333689941,E,108.20505905419759,A,0.1281146516753042,E,1
Homosexual,White,B,11.878907299407485,E,-46.189367590205386,B,-146.99873170588484,B,1
Other,White,B,-14.637470425606091,B,6.074582896870668,D,-54.09098450000105,B,1
Heterosexual,African American,B,89.15250900724601,E,69.74562456172822,C,-157.76113117175416,C,1
Homosexual,Asian,B,-79.86579576367798,D,70.01262049788556,E,-13.487745382209127,E,0
Homosexual,Black,D,-48.82254444160138,E,-5.817244675038232,E,162.48379489000766,B,1
Homosexual,White,D,134.8919974721658,E,-10.450329771446217,C,-52.45078673562379,C,0
Homosexual,Hispanic,A,-29.969498443456988,A,-137.94334564169364,E,-54.238184304701335,D,1
Homosexual,White,A,169.70076812032363,C,6.395827404828654,B,-232.0917473008699,B,1
Other,Other,D,-56.31112620420387,E,-110.03820060867841,B,-131.89606347650533,A,0
Other,White,B,-103.62882177955133,B,-84.63865694120145,A,-53.12506091468639,C,0
Bisexual,Asian,C,-82.27614154880185,C,-45.108040352081765,C,-87.29370696915119,D,1
Heterosexual,Black,A,92.20025008753458,A,74.61366016238651,C,135.88227996341465,C,0
Bisexual,Black,D,-164.84739996992693,D,30.110150239569773,C,-111.33202073708632,C,1
Bisexual,White,A,3.0721171252531754,C,-44.96887596985862,B,-92.14677358453058,D,0
Heterosexual,Other,D,51.3394163341623,A,43.30678686218919,E,129.75593031765857,D,1
Other,Asian,B,35.02735626869304,E,25.594813245931796,A,-25.504647278854197,D,0
Bisexual,Other,E,-55.68352874701359,C,25.36329141546803,D,-41.24146689271047,B,0
Heterosexual,Hispanic,A,-31.89184218464033,D,136.4979462779278,E,68.74866773863054,D,1
Homosexual,Asian,D,99.20763749669912,D,27.725774025349597,E,127.61238344151316,C,1
Other,African American,E,34.04474190302609,B,135.4338760675845,C,147.59778229629075,C,0
Heterosexual,Black,A,-27.51357154418227,E,52.27881705991953,C,-31.052729380512282,E,1
Other,African American,A,62.26823979191421,E,2.516904222687227,D,-17.658701111436827,D,0
Bisexual,African American,A,-45.33307485908799,B,-163.46616311535774,E,-80.4155983893904,E,0
Homosexual,Asian,A,-107.02062660086811,B,-89.25032721209702,B,-144.46748297388942,B,0
Heterosexual,African American,D,-121.55460301110608,B,31.44244095003028,E,-47.5669632654083,C,0
Bisexual,White,A,-33.01468125124034,B,107.42575153727205,D,-12.010931311072728,C,1
Heterosexual,Hispanic,D,90.96764972224308,C,-17.580117812058088,B,36.23709617582927,C,0
Bisexual,Black,D,12.985595560553673,B,-88.55105472876787,A,-6.053186457520644,C,0
Other,White,E,-30.90744214980448,B,174.65426987487908,E,113.74572771698132,D,1
Bisexual,Black,E,-72.62196168395896,C,60.38515378998475,D,-9.754397318382328,D,1
Heterosexual,African American,D,31.089119751285676,A,41.39710404317837,C,25.17746158869125,D,0
Heterosexual,African American,B,53.90708769398456,E,7.245980633997773,B,-63.410893083363575,B,0
Other,African American,D,-227.04248527126575,C,-220.6891723086489,E,-118.2136549714411,B,0
Heterosexual,Hispanic,D,79.67458444000374,C,28.078334625143942,D,-6.564808257017736,E,1
Bisexual,Black,B,-163.74624853399686,C,-77.7416098527393,E,90.82603574686277,A,0
Homosexual,White,E,65.8268368683441,D,-92.90957571371945,B,-91.78037561864488,E,1
Other,Black,B,-29.79689498985613,D,-119.39161370457265,C,-101.27263189453343,C,1
Other,Black,C,46.49504223464061,A,122.65005323566646,A,112.95561603101724,C,1
Other,Black,B,-31.403794315312872,E,-93.27492227237367,D,108.97248779817224,C,0
Other,Other,E,44.485663923726165,A,71.26985030879632,D,90.49709630804381,C,1
Homosexual,Asian,E,-42.65641181955898,E,198.99646744257217,E,-20.917056227379078,D,0
Other,Asian,D,121.80052893007003,B,74.16109432479162,E,-14.969743519268047,B,0
Bisexual,Asian,B,-135.99200256677165,E,-139.15510474314087,D,-48.870164201813736,B,0
Heterosexual,White,A,179.5993950209618,B,3.8196152047009964,E,-98.37939820877088,B,1
Homosexual,Black,A,200.0090079539259,B,53.518168397747225,A,83.75435539436332,B,0
Bisexual,Hispanic,A,137.32148221522195,E,-13.45906755712577,B,0.37663304207131004,E,1
Other,Asian,A,-8.363706207516783,C,39.7289020435822,C,-32.901036368492306,E,1
Other,Other,C,103.88259740889818,E,-164.3012363331644,A,-10.18983580531819,D,0
Heterosexual,Black,B,-67.92345303602072,E,-12.382624947172296,C,-25.013862246450618,B,0
Homosexual,Black,B,7.236646912546203,E,49.4780960965113,B,124.60473757687755,B,1
Other,Black,D,19.510758151956498,A,-69.8311891357309,C,-90.75239176149387,B,0
Bisexual,Black,D,92.30367941870486,D,145.542921206697,E,-115.80627009028763,C,1
Heterosexual,Other,A,68.70207204549529,A,-52.46717984701912,D,-38.714649237445066,B,1
Heterosexual,Asian,C,105.69487985695932,A,48.30563366713435,B,-99.12454299141946,C,0
Homosexual,Black,D,69.74438543716573,A,-59.99035636575023,E,-8.615357788450284,C,1
Bisexual,Other,B,13.964714510690177,D,169.36165147174842,E,-49.00943770718063,A,1
Homosexual,Black,A,-80.63341170166693,D,44.750904619611276,C,-42.68611312422345,B,0
Other,Black,B,105.83475611130702,D,72.1531314208231,C,-106.77292596540609,E,1
Heterosexual,White,B,-31.365366779683225,B,72.15537086718778,B,57.35726152236541,A,1
Bisexual,Other,E,3.5660930567560554,B,-34.99695534207839,A,-26.324215541713432,E,0
Bisexual,White,E,12.763405621743514,C,10.716984730642658,E,-98.48251274894932,D,1
Bisexual,Black,A,-42.47295964930123,C,-21.082498597670522,B,186.0180179286939,A,1
Bisexual,Other,B,122.44585405567004,D,-13.424352184396259,E,-181.74323021075452,A,1
Other,Asian,C,44.21944725774997,E,-0.9534785537655065,B,-66.75011131995727,A,1
Homosexual,Black,D,165.95087133147334,E,-71.40777193941946,C,177.24690118940148,C,1
Other,African American,E,-41.38919349635361,A,152.82389350466298,D,-30.108629826229727,D,1
Other,White,C,-64.5640558345278,E,-320.9618464041082,E,36.03828042673867,D,1
Bisexual,White,A,115.24402714851097,D,-158.58391081323228,D,58.76023107150391,A,0
Homosexual,African American,E,164.31149706055643,A,-45.17075556702035,A,148.2056265813478,D,0
Bisexual,Black,C,211.99148680370507,B,6.151904498224665,A,-54.85303106669149,A,0
Other,Other,B,-89.68969990761192,C,140.1153675864166,B,126.66500957631771,D,1
Other,Black,E,-16.095439599880322,A,-9.81071959050017,B,60.57311412780516,E,1
Homosexual,Asian,D,106.55339397032975,E,28.180153752716663,C,37.94931366477965,D,0
Bisexual,African American,E,-26.07244727723665,B,30.59286123770321,E,-51.42101735916843,A,1
Heterosexual,Hispanic,D,-93.6079616407951,D,-64.14832822678088,B,84.28549145271614,C,0
Homosexual,African American,C,69.27120830965252,A,83.23654309643106,D,57.201267438973204,D,1
Heterosexual,White,A,37.214092025655724,B,-38.62190020181542,C,0.14177779360473364,D,1
Heterosexual,Hispanic,E,79.05067685932505,D,-69.32067952168323,B,5.931432804211365,D,0
Bisexual,Hispanic,C,-268.0995382335318,A,-76.25888323078452,C,64.21056308456163,A,1
Heterosexual,White,B,213.34993202070814,A,-22.53110685078097,E,111.21245656887177,D,1
Bisexual,Hispanic,E,2.5795013506080737,A,14.096484954399813,D,39.06537234960169,E,1
Bisexual,Asian,E,146.5994601799402,A,-6.6380964869772505,C,-54.810136771967834,E,0
Bisexual,Hispanic,E,16.004251643829477,D,109.13325685069435,C,97.10113458984091,D,1
Other,Black,C,123.6949239425991,C,327.6138588188498,B,-1.9107557702668823,C,0
Bisexual,Asian,B,9.749796874599454,E,180.60019449429504,C,-26.70992672876477,A,0
Bisexual,Other,A,67.45532627362583,A,-39.549303176347756,B,-77.17327364847621,D,0
Homosexual,White,B,46.909656501307154,A,-2.754726691160193,E,-6.209122191468492,B,0
Bisexual,Other,C,25.45072212952004,E,134.74904921305847,B,127.53754547912499,E,0
Homosexual,Other,C,4.770012073769226,B,12.121555293377098,E,21.60992132666908,D,1
Bisexual,Hispanic,D,-33.71871737243327,D,-47.7465757689785,C,-126.25401649670151,E,0
Heterosexual,Black,B,127.43254664537551,B,-54.30378465129956,E,-3.913244938582889,C,0
Homosexual,African American,B,-70.58138121012915,E,-117.08720342456975,D,113.74069551493078,A,0
Bisexual,Other,C,-134.4553769202316,C,90.61444273125775,E,-31.323630690358517,D,1
Heterosexual,White,E,36.033949150934035,C,-151.77323568762503,C,-5.9777665779119165,E,1
Homosexual,Black,C,-114.79785422049049,D,105.80930126639885,B,-57.781087905987775,B,1
Heterosexual,African American,D,61.43590126735581,D,-37.19007256191003,A,-32.198942340504345,D,0
Other,Other,A,76.58560191910466,C,-155.97050649712568,C,-8.019208283282383,A,0
Heterosexual,Hispanic,C,-17.803251071494017,E,1.1495587214747334,C,35.67242022381853,C,1
Heterosexual,Black,A,2.599758592180548,B,100.86295439607662,B,88.58382593271665,D,0
Homosexual,Other,D,240.7250137851212,C,-111.5522216179425,C,154.5331678296487,A,0
Homosexual,Black,C,-134.20591114198,B,76.75763039152676,E,-4.889073027182075,E,1
Homosexual,Asian,D,77.80282487491706,C,79.81060566529099,C,-57.39641581614765,D,0
Homosexual,African American,B,39.93099509999063,C,62.90820469254501,B,131.55134315207232,E,1
Bisexual,African American,C,167.24874585890058,C,-8.079603631086938,D,155.6884111896998,E,0
Homosexual,Asian,E,68.56004066587937,D,-44.07592043752634,E,-43.73155739222403,E,0
Bisexual,Other,C,121.00035217325325,C,-62.88719477044098,D,15.346960932908548,D,0
Homosexual,White,E,102.75579256536074,A,56.82529740326904,D,-42.90733928770821,B,1
Homosexual,Black,B,-180.94872301739474,C,103.4940144899893,E,-75.54540607473665,E,1
Heterosexual,Hispanic,A,-106.68618081959049,B,-95.25200846695171,D,-7.381969444474354,A,0
Other,Other,E,4.166396957755005,D,134.9527831673178,D,-67.602891233866,A,0
Heterosexual,White,A,-48.71070502424345,E,7.683563311842799,D,3.7665312704358933,C,0
Heterosexual,Other,E,-33.19443886585498,C,-70.55389266599143,C,-23.715381772970737,B,0
Other,African American,D,-27.323790313753143,B,-41.68040711249747,A,25.782484776768705,A,1
Bisexual,Asian,D,-122.80950670342567,D,94.7378128231836,C,12.16993900325389,E,0
Heterosexual,White,A,7.430602412651623,A,-99.57998121327851,D,-11.317453747072694,C,0
Bisexual,African American,C,149.6105366570731,E,-86.9518170595215,C,23.144655706119256,A,1
Homosexual,African American,E,2.3895115557479847,C,29.12402037475454,E,-121.72734787273774,B,0
Bisexual,Asian,E,-26.430015760028517,B,-24.964934619854187,E,141.81170766878458,D,1
Other,Black,B,-73.26136625573668,D,-114.72295821475936,B,37.32455435821827,D,0
