Disability,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Physical,Heterosexual,B,B,58.453039594516596,A,E,-57.594629727168325,B,224.89441784602437,C,-21.641230410639754,-199.6147676033932,E,E,-15.958301220329234,B,D,1
Yes,Bisexual,B,B,-14.039381626297118,C,D,28.773577066759355,E,-105.50625258532808,A,138.0211943666672,-131.63281751948077,C,A,12.52777499482914,E,E,1
None,Heterosexual,C,E,54.065892421903314,C,A,138.81612057463474,B,-198.82927079260662,B,-55.56645609668951,71.24227096744497,E,C,81.12628702922468,B,C,1
None,Heterosexual,C,B,79.97415726862835,A,D,83.23605846740159,E,13.183490595123553,A,80.59434123826428,-96.54135456660644,A,C,-65.37322735853573,A,A,0
None,Homosexual,E,D,-5.3284800126316965,D,C,-21.267211784949748,E,-179.4237905314829,D,28.94513632796502,22.246595603419404,C,A,42.412827594143614,E,A,1
Yes,Bisexual,E,E,-76.73463139532798,B,D,209.3898741934082,C,-149.0968448661521,B,1.2796530397502863,188.74038967076478,C,C,3.044160101937174,E,D,1
No,Bisexual,B,D,-92.35785389090141,A,E,55.895099743352205,E,-191.4462286263987,C,65.88727694981219,-38.481236270754096,C,C,161.27544358575474,B,D,1
No,Bisexual,A,B,-169.15055164767446,C,C,-59.89909780861512,D,-16.6847952175041,A,-54.451677234715504,-73.00237175075873,C,D,-184.33951729236205,D,B,1
No,Heterosexual,A,A,119.76433270093577,C,E,24.678280910831692,E,98.00207538497874,B,-204.079348374946,-99.31676025640374,C,E,-151.43651440100123,E,B,1
Yes,Bisexual,C,B,106.17336273501037,A,A,71.34886412930501,B,117.99558258041172,B,-152.52472330998944,157.53848896197863,A,E,218.14592906854026,D,D,0
None,Bisexual,D,A,-174.0490909029717,D,E,29.736240700654946,D,70.27348570430013,E,-97.39530266605905,80.53884319333035,B,A,-31.431547839050207,A,C,0
Physical,Other,A,C,36.44873709429823,C,D,-3.8821047754215217,E,-69.42136929230965,B,94.34862102381226,29.660371684451302,E,D,-306.058603339288,E,E,0
Mental,Homosexual,A,D,-42.48018038934167,B,C,141.73238673740207,D,9.523294130484054,E,-151.28245966877935,-66.7208027105532,B,A,-34.4827314410277,C,E,0
No,Other,D,B,-103.41480386070216,E,D,-32.36952446311863,A,-91.85372219433683,A,94.42731622560167,-21.58439001893466,B,B,135.464321488623,E,D,1
Both,Homosexual,B,C,-59.79494900505282,A,E,103.06133732280507,D,121.75177369183776,E,-42.349811017708596,4.430489707972144,E,E,-118.94903566925584,E,C,0
Both,Homosexual,E,D,0.5136147145045404,A,A,83.0222995456595,E,-90.88740297356324,D,35.384413702600476,-23.71782372165772,E,D,111.16515838368315,B,B,0
No,Other,C,E,76.07719005390994,D,E,-189.99138920906756,C,38.52808104687127,C,102.89756308867071,113.64193215093934,A,E,178.45015657161238,A,A,1
Physical,Homosexual,E,D,27.367402767818668,A,D,-65.10439097962227,D,141.79515085227513,B,-36.498876084310545,-28.289150005016516,B,E,45.55989447293336,B,A,1
Both,Other,E,E,60.08596650210436,C,E,-105.13508900467565,D,147.77330338173343,E,185.09413266175906,-47.93068929148468,E,D,5.243776645675909,B,D,1
No,Bisexual,A,A,-299.0782506972137,A,A,119.87942519378964,C,142.28416096808476,A,-38.71836873346996,46.805764444547954,E,E,-41.240311902365235,E,E,0
Both,Heterosexual,A,D,-171.05638904385972,C,D,-33.56258319266628,C,-96.50659421547964,E,-12.97342964598107,141.33661636215115,D,B,-28.799166931710253,E,B,0
None,Other,C,D,-94.38990136772793,D,A,-64.10694080843697,C,-112.1364141938393,D,-76.12701763697551,24.440470502587726,E,E,13.347761058385721,C,C,0
Physical,Other,B,A,208.42091970074534,C,A,60.858870983947575,A,-178.83894190122305,E,-85.79500441883282,129.55167105525229,B,C,-207.5203031754268,C,E,1
Physical,Bisexual,D,B,131.6440337445257,C,E,182.8115745976179,E,-93.35839920025761,A,25.965150838586993,33.247031001504794,E,D,-33.274229773495314,A,A,0
Mental,Bisexual,C,C,-4.649088508801227,C,D,-15.392989958012496,E,-148.58847895539984,C,-11.505079453743335,-149.13824296076547,D,A,-126.50409922881171,E,A,0
Mental,Heterosexual,E,C,11.967689255753662,A,A,-9.25828098514527,D,-96.99845199365346,B,-19.681393399005103,29.903511975737036,E,D,-13.570753979703687,E,E,1
Mental,Other,A,D,234.24548459692824,C,E,-40.60705847467356,E,-105.36098320216651,D,-134.92272321938893,-70.17089008561251,E,A,67.77767198873724,C,A,0
Mental,Homosexual,C,C,103.70729587143492,E,E,-45.702296713211645,D,-48.07328172519219,B,-12.375483497384774,33.4627176696491,E,A,-0.2265396979843332,E,A,0
None,Homosexual,E,B,56.78463016959046,E,A,-173.02189246553127,C,-30.530445908898674,A,60.9470675467587,312.0527946974222,B,D,189.79906655742283,C,A,1
Yes,Other,A,B,-158.54922957638223,A,E,6.180562832650245,D,19.094270008698597,B,-14.431626878012747,108.70974351871688,D,A,-100.45348065089902,B,C,1
None,Bisexual,D,C,53.334287972834204,A,E,221.08588121068541,B,44.8552079796499,C,102.60811218566045,-75.44589881041726,E,D,-76.227593411786,C,B,1
Yes,Bisexual,C,A,-28.533042625610367,A,A,12.30006583147258,C,-85.66489534571778,D,-61.24409304951464,-4.717827921530807,D,E,57.46666718981538,B,A,0
Physical,Heterosexual,D,E,11.01202521701997,D,C,32.493999075784416,C,10.464592262353635,E,4.083519411906122,-37.725600220444875,E,C,67.87128194603446,C,B,0
Both,Other,D,A,-35.16789208897313,A,D,-10.896507760337727,E,36.99006629952652,E,66.34138673186916,16.172860812070812,E,C,-85.20818149134382,D,B,0
Physical,Bisexual,B,B,-17.94826037913112,C,D,69.31030875269613,C,-0.7528931153082475,B,156.99416288800566,12.718878780690487,C,D,-25.599324019137722,B,C,0
Yes,Heterosexual,D,C,75.7553993887047,C,C,66.87835011196836,D,-112.76542329682226,A,-5.586104790347521,-17.587336683986525,A,A,132.23204607699418,D,D,0
Mental,Heterosexual,D,B,13.613651177795116,C,C,-117.07379377328408,B,-36.75292473242525,A,56.0058117616408,-112.12180515866912,A,D,77.84787576012107,E,B,0
None,Bisexual,A,C,93.46843046313995,C,B,-25.111254144104876,D,18.942253047516587,E,-103.98439205624246,-62.57423937203514,D,C,-31.301741743629325,E,D,0
Both,Other,D,C,-166.60318285413138,B,E,-107.15555172361242,A,-91.4006290994427,E,23.244888670588892,-78.25161938851447,E,B,93.53515205425838,B,D,0
Physical,Homosexual,B,A,-116.62654286383267,D,B,-64.27698488772018,B,100.18480322051657,E,50.96585577157595,-71.68443824981003,E,D,-55.98716080321561,E,A,0
Both,Bisexual,D,B,134.72906624614302,A,A,125.62509664665748,E,42.00467461513681,D,-25.80299037702247,164.16394289549407,D,B,-119.07978620715096,D,A,1
No,Homosexual,B,C,-44.09585941684059,B,E,6.662752387847943,E,-63.464595902721285,D,118.70130324309405,-158.56017893656082,C,C,52.874122833042115,D,D,0
None,Homosexual,B,C,30.644584196869083,C,D,47.78207839414092,D,-26.51590058652734,D,-199.32240330452484,125.23348302103653,C,A,-97.38959141015137,C,B,0
No,Heterosexual,C,D,-87.24854510809263,D,E,37.56413605981527,D,10.460828916756878,D,-62.7240488779672,103.25041867183289,D,B,51.98325811791445,A,E,0
Both,Homosexual,A,D,73.3705300379595,B,E,24.479822813158535,B,94.29821328049606,A,233.81946358842205,67.92811817752107,C,C,56.31493369143321,A,E,1
Both,Bisexual,C,D,57.520390631780614,E,B,-73.92177690672878,A,50.81486084762348,A,-4.782369420755953,11.68773755915834,D,C,-152.64369863508662,A,B,0
No,Bisexual,B,C,186.28581501425967,E,E,60.99326682378705,B,-166.237555762972,C,42.00413074303822,-50.8527920127603,E,B,-63.76120932347554,E,D,0
Physical,Heterosexual,A,D,-161.35577940257787,B,E,111.9152170425272,B,87.6370132962074,B,113.01702730901147,17.026923084226766,C,E,-24.278707071889958,B,D,1
None,Bisexual,C,C,212.91071765693331,E,E,-31.6369976632154,B,-19.682015490270494,A,-92.5386350917442,23.39261184409314,A,B,-105.55413882072209,E,B,0
None,Other,B,A,98.71560630851988,E,A,119.42248852142446,A,9.373130527175588,E,-56.55224353894634,-90.16344235419554,E,E,148.25626843084396,A,E,1
Mental,Other,E,B,-51.59215453889941,A,A,374.8361937212663,D,-144.74264787037626,D,90.7967885961975,-28.89814251103272,C,D,-27.235539376035923,B,E,1
Mental,Bisexual,B,A,79.04840932099316,C,E,96.55341858419264,A,-55.76936100587305,A,198.15492585386622,-108.69489486641639,E,A,-138.58802231587154,A,B,0
None,Homosexual,E,A,-246.62497207066826,E,B,-13.947951882361217,E,144.68907157360124,B,-96.99947744057518,-32.81812535916588,A,D,176.30793616228314,C,B,1
Yes,Other,D,A,118.29350730076098,E,A,-191.13144382362174,B,-4.731475023562702,D,-90.33761779973868,-59.493323962524656,C,A,-19.53582806874169,C,C,0
No,Homosexual,B,C,134.18358869666775,C,A,-67.11973209591106,B,172.19725736094938,E,92.4081784165813,118.46416755976786,B,D,0.5025113071832511,C,D,1
Both,Heterosexual,C,B,7.603562107859633,E,D,96.0523752328456,E,84.4225993784108,C,27.135534405679618,-79.17669230142617,D,B,168.22952695152324,E,C,0
None,Heterosexual,B,E,19.32467391848683,C,E,40.75789410493274,C,-143.6749016611453,D,-50.121995071742354,139.9658150550368,E,E,70.66900689251511,D,A,0
No,Homosexual,E,B,53.6567584714132,D,A,13.520848009998362,A,-104.72378568091362,A,9.429385967021984,122.6251335261605,A,D,184.69846807022844,C,B,0
Yes,Homosexual,E,C,8.521686985311742,B,A,154.08539887924928,A,174.5442930294552,D,-104.98968151294206,-64.131206243326,E,C,254.09472089684564,A,B,1
Both,Heterosexual,D,C,0.17375388770544045,E,C,-50.21298941957627,B,51.87501075516161,E,42.17971775396177,-19.90722909101467,C,D,-178.63920237249843,E,A,0
None,Homosexual,E,A,-153.53053157522382,A,E,-117.64400459521731,B,-119.98738379767335,D,78.26693706945362,-20.52687924066484,C,E,114.57243799999577,E,C,1
Physical,Homosexual,B,C,59.04669727680862,E,B,47.10642836171319,E,-89.18040324791436,B,102.93773143577613,-0.8925472774931451,E,B,61.685616395895515,B,C,0
Physical,Other,A,B,-143.39893790255957,E,D,136.8735730167951,D,-70.72562664077384,D,-85.39600010700065,-83.41677627420022,E,B,21.623609283939402,E,A,1
Mental,Bisexual,E,D,-0.43713070089389056,E,E,42.38205812775647,B,-63.83993803187553,A,-45.594556965880756,147.7534250599697,C,A,143.82208836492507,C,A,1
Yes,Heterosexual,D,E,-171.44241701249155,E,A,194.72339549793156,D,70.58852677109577,A,158.76414704405627,-179.85628070727202,D,C,-76.78989759040965,E,E,0
Mental,Bisexual,E,B,53.46258573558019,B,A,-76.4335474934527,A,9.443627695593664,C,-28.429021559643374,24.344134729838967,B,B,81.21631423338079,A,B,0
Physical,Homosexual,C,C,-63.8921839646281,A,C,36.235710818851466,C,2.3416816554041047,C,76.31510489366256,125.80368390272234,D,E,3.830643734950449,C,D,1
Mental,Other,E,A,-95.90218648990853,B,C,-94.85169404432399,B,-96.5752788565021,D,48.06322293353401,-17.847915125893348,E,A,-36.714712638455886,E,E,1
Yes,Homosexual,C,B,-156.07880349777272,D,B,90.74409549110256,C,-54.31405548455884,A,65.46430165387227,-0.27716997965753587,B,A,22.60533292971025,C,E,0
Both,Heterosexual,E,E,-29.73697837380358,A,D,-19.065603760740295,C,-85.64890508694528,B,-34.77754506525906,5.557648397928197,A,D,-181.0910873394512,B,D,0
Mental,Homosexual,D,A,71.49844923924287,E,D,-37.18667152525356,D,-42.02208515281837,D,-65.66212781731294,23.508090362098045,A,D,198.10046415596003,A,D,0
Both,Bisexual,B,C,113.1498813344152,C,C,36.77799768375699,B,-35.21322322893455,E,52.05357659717813,138.824107439424,B,A,-60.9992510044269,C,C,0
Yes,Heterosexual,B,E,19.092319430931774,D,B,-71.92943376655533,D,10.473579855257013,B,129.08895285554715,-189.24010246332267,E,E,158.2210027717178,B,C,0
Both,Homosexual,E,D,-77.62848059934116,A,E,-42.97967866684905,C,146.76944809032716,B,217.65603974350952,162.40196511116255,A,C,11.870105802418141,D,B,0
Mental,Other,C,E,-59.61180553651019,A,C,62.14963119761461,A,51.715216587648136,A,38.86257189768102,-226.8607736657941,E,A,14.551816476291021,C,E,1
None,Homosexual,C,D,20.33805166130321,C,E,64.57325581234231,C,-106.7794177571258,D,-7.038581817892191,-32.992353339188426,D,E,98.97348348621439,C,B,1
Both,Bisexual,E,B,72.56069354032552,A,E,150.57071567326588,A,-7.066656336275547,C,-53.19853872113606,-28.564909722906705,D,B,171.99222830607007,E,C,0
Mental,Heterosexual,B,E,273.94620123307243,D,E,-28.756339302839358,E,84.36327264520132,E,-120.02032993890623,-39.20886339150786,E,D,129.3451623771156,A,A,0
Physical,Homosexual,A,C,65.91823722301852,D,B,-24.906464824583146,A,-22.206856722376724,A,-1.5122259999753147,-35.91150840528057,D,C,-53.118784935416684,C,E,1
Both,Other,E,D,-95.19096068996006,E,A,-19.684424895507618,E,7.523710494244701,C,-127.43130649207973,6.449649561809985,A,E,51.46013928689136,C,B,0
No,Heterosexual,E,D,98.91730539347144,C,E,-13.280615978818528,C,-55.69901399029584,B,95.1775147831459,127.90479111646245,D,B,117.68252692747356,A,B,1
Mental,Heterosexual,E,C,17.45407448519587,D,A,5.60064429281357,C,1.8151098270894488,C,78.17754325032908,-15.473682784718404,C,C,17.991267961241853,E,D,0
Both,Bisexual,D,A,-62.41458486031334,E,C,35.47763810897532,A,46.1775221324909,C,78.64943814935101,69.00823249442159,E,B,-38.40057317014629,A,B,1
None,Other,C,C,-15.663554208565527,A,B,-74.81447223418175,B,51.70648749885511,D,88.20369674937353,40.45491432805753,D,A,65.80567093770529,A,B,0
Mental,Homosexual,C,C,-92.88033517955633,A,D,-5.811440351938443,D,44.14333746676108,A,195.35518951886854,49.28624401294071,D,C,69.2387039112692,C,A,1
Mental,Homosexual,B,A,-247.0827640587745,A,D,-64.41647352303657,D,-51.53986495055199,D,-133.32637470567852,30.42651385670786,D,D,30.79587276644174,A,A,0
Both,Heterosexual,D,D,-150.2260142684958,B,E,-10.672123146083772,C,-8.777907267812639,A,-34.87301905430344,-1.145838715131497,E,E,96.97014837512063,B,E,0
None,Other,A,A,-26.57583562230662,C,D,-28.532217430901706,A,-50.97176329309765,B,-155.95308850126776,-54.11425551671771,E,C,-101.76285149160475,D,E,0
Mental,Heterosexual,C,C,-20.333475743847202,E,D,23.504437413446237,C,-47.80377295416591,D,98.40749979943423,14.260916875997962,C,D,138.3545402500994,B,C,1
Yes,Homosexual,E,A,-270.32845480167856,D,A,-340.2601809453159,A,19.94027755007306,B,-10.381457088206476,110.50424955732171,D,E,114.5402613131462,D,E,1
Yes,Other,B,E,-98.38981797138302,A,D,15.759617099682435,C,114.58030222857636,D,-151.7624824069594,-67.15721704193811,A,C,-64.06051713232196,E,D,0
Both,Other,E,A,-85.75813541745956,D,D,-36.23538788774388,D,120.9669022076735,C,138.6843159604419,-121.58229370445788,B,D,98.65457173674102,A,C,1
Both,Other,E,E,-177.19889898459274,A,C,-113.3541338176345,E,-73.91228147753343,B,-106.39282602253475,34.37383668869147,D,E,-50.93297171689806,A,B,0
None,Other,A,D,-83.33665558911915,A,E,84.23820732398357,E,-93.50052287568187,D,24.44378387794148,-23.982430146375947,E,A,-214.19011977720683,B,A,1
Physical,Bisexual,C,A,-30.21352397053718,E,D,77.93694701813423,C,58.061169918945566,D,62.29372346875151,21.723182793608174,E,D,28.7596253291349,E,D,0
No,Heterosexual,A,A,-225.68502027590992,A,B,-115.37242798171954,D,-49.10234960260811,E,-65.80703074382784,67.58911905864973,C,A,-102.69617448439136,B,A,0
No,Bisexual,B,D,-24.56773754948788,C,B,78.584348933873,B,53.20612314753019,E,-21.846306778933023,-89.16620955986568,D,E,-57.94977003045223,C,B,0
Yes,Homosexual,C,A,286.31049414507584,B,A,30.58121323876345,A,157.76827702891802,A,11.037558427119349,53.040313186990915,D,C,16.20484181672815,A,A,1
No,Heterosexual,E,A,-157.06411224857516,D,E,3.9109790982016857,A,-15.847493180892005,B,-1.2142811336252597,162.85160853457882,D,B,-95.28620784402374,A,B,1
None,Bisexual,E,E,-166.75979721491484,B,E,-97.94167830180649,A,-23.80795944886832,C,-105.10800142462644,-215.48602078330697,A,E,-314.7550317764148,E,B,0
Yes,Bisexual,B,A,-77.15443961814408,C,A,-224.37094380179582,E,5.873108446937868,E,36.004235663742435,-47.903207875984286,E,E,134.69900644243506,A,D,0
None,Homosexual,B,C,-121.75709777168481,B,E,-95.91208411146957,A,-21.3246187833227,E,44.574218503899026,108.3411441211237,D,E,-31.23180463790409,A,D,0
Yes,Heterosexual,A,A,-69.86140762616519,B,A,-85.52702670587621,A,-36.818655600919286,E,274.78384457442803,-66.93907619451224,E,B,-9.498626053901479,D,A,0
None,Other,B,D,-7.989453078678005,C,A,-202.23070178146787,C,-80.48039641832617,C,-98.96942396026046,-14.757803924556509,C,D,192.389289088374,C,A,1
No,Other,A,A,58.236500774227885,D,D,-32.62657631324653,B,-78.80947148801313,C,-143.61399413957471,-61.63730287491099,B,D,97.59154145097824,C,A,1
Mental,Homosexual,E,E,123.13727300165924,A,A,125.40580474110652,C,40.707311395298845,A,-192.022252435947,-71.53213654119459,B,A,76.3633183967834,B,D,0
Physical,Other,E,E,7.190486961169816,D,B,65.19406328207334,D,-73.8435628405228,A,141.0767238456902,-72.99207165768887,D,C,142.00302680508784,D,B,1
Mental,Homosexual,B,E,63.173931771871054,A,B,-89.13154730513804,B,-121.19040402236895,D,66.28959402670712,-53.69828545096118,D,B,88.29915447091341,A,D,0
Both,Bisexual,E,B,52.52362944695199,E,E,35.03376646542497,A,65.9579401496313,E,134.19594743174656,93.72993340389499,B,B,-120.55175210443154,E,B,1
Physical,Homosexual,C,C,147.8041734427905,A,D,42.463590668191024,B,-80.16103498727118,D,-88.76293206903276,110.59501475081778,C,D,-5.981360102153774,D,E,0
Yes,Bisexual,D,A,149.78989589514512,B,E,11.691719268504249,C,-34.81717613459187,C,-34.81215861749142,16.928057587507826,E,D,29.11700896285162,A,E,0
Mental,Homosexual,C,D,-217.43901256120668,E,A,-25.060078946008264,E,-24.26637822552276,E,-39.110763100642174,200.1217094224323,C,C,-1.1820262607569731,C,C,1
Both,Other,D,C,-135.68734404286965,A,D,103.37535645194866,C,-220.0703494305096,E,140.71212050810138,-41.406927244211325,A,B,-32.538607108889025,C,B,1
Physical,Heterosexual,B,A,94.2762522586167,C,E,-56.65014099979574,A,133.79199502090918,D,43.80053076777366,-36.75090172445504,C,D,-124.01665260223834,A,E,0
Both,Other,E,D,156.2109770721374,D,B,78.62054605944485,E,-118.45701882401033,A,-86.71851890243309,118.0448835594621,E,D,180.85277824320713,C,B,1
Physical,Bisexual,A,B,16.2427579079287,E,D,11.384874519920512,A,-117.42483268728165,A,-123.9416796177218,-132.08995944706808,D,B,148.42707832983933,B,D,0
Mental,Homosexual,D,E,-16.73160307175225,E,C,41.64178431813811,B,-16.297390445860223,A,-99.1007625509738,37.02433877665255,A,B,147.9354252715085,E,A,0
Both,Bisexual,A,E,-103.97021838260146,D,A,-168.32792490249005,A,-96.82486539004536,D,93.11922611390601,-172.9675465550406,A,E,9.841364119547437,C,B,0
Physical,Homosexual,B,E,-87.2905634399265,C,D,54.82062848556569,E,-11.456227561385342,C,-22.749108770147934,40.9198243599622,E,B,8.602782240826446,B,B,0
Both,Heterosexual,A,C,-95.9627322843325,D,A,-103.91750328007745,D,84.37588522256733,D,-5.019091082405088,2.701803740679537,A,D,-42.47209065463286,B,C,1
Mental,Bisexual,C,E,23.439782052482848,C,A,84.64316000152454,C,148.00198267086407,D,-91.10414935068043,-170.64439690053823,D,D,-145.66570822136012,D,D,0
Yes,Bisexual,C,E,-119.14524788541263,A,B,22.967624074288107,C,183.73021664015906,E,206.1511897146226,-30.098591954528025,C,E,174.96040870703854,C,A,1
Yes,Other,B,E,-99.75894796386658,D,B,169.17002691350746,A,114.10949486691075,E,-46.66449613617808,-162.34542934146617,D,D,61.568480847879684,E,A,1
Mental,Homosexual,E,D,68.20147436012395,E,E,100.6424909475371,C,104.72770426559647,D,51.24668886032148,-39.43546888320499,B,B,20.010562025248362,D,C,1
Yes,Heterosexual,D,D,42.75886047577204,A,C,27.051517201473207,A,253.56541946745844,B,-86.65234096471302,14.105089490275564,D,D,196.95209408028717,E,E,1
Yes,Homosexual,D,E,122.98705777292767,D,C,127.26017058269778,A,-21.288781963214202,D,-168.3969912265583,101.92309772521084,E,D,-34.274569059968904,C,B,1
Both,Heterosexual,C,E,93.76561234142582,B,D,52.18434123454987,A,-151.42955140496113,D,-89.96896557955905,-115.74060448535487,A,C,7.15400294311231,C,B,1
No,Homosexual,B,B,52.23857093354326,A,B,-88.71420317743089,B,96.90275526310539,E,-69.57495552476594,-2.7205427620819713,A,C,-76.73516568399185,B,E,0
Physical,Bisexual,A,E,104.57548754944266,E,C,71.26307884494962,A,-87.07679757290467,A,-3.005262475653932,-99.02089911319734,C,C,2.466900401732129,B,E,1
Mental,Homosexual,A,C,134.62328811652645,B,A,-7.216277421425882,D,-41.93020214102209,E,71.32712888623732,104.9334796261941,B,D,23.454822384774467,D,A,1
Physical,Heterosexual,A,C,23.81663551449441,E,C,150.977624003188,A,41.796513727911744,A,54.92618046276174,90.81594840774747,E,B,219.01172494095468,E,E,0
Both,Bisexual,B,E,-23.215826597279108,A,B,-96.62539677455277,E,-174.67406910753155,A,-0.4517034298513922,11.198373257986848,E,C,87.33621329995968,D,A,0
Yes,Heterosexual,D,C,-105.67074275555596,D,B,-190.1595701086953,A,95.131105003186,A,70.60754267220231,76.51636482976612,E,B,-29.75732600884968,E,C,0
None,Other,B,A,-146.0599228504377,E,B,-71.89910255357752,C,-183.084847486306,D,-125.4497520013566,63.2528718434522,A,E,-183.7168615964009,C,D,0
None,Homosexual,B,E,-102.84306918968768,B,A,35.94856048976933,A,-9.345286811386124,C,38.55068598863532,-170.24563678476468,E,C,-62.943848517676095,A,E,1
Mental,Other,A,C,133.89955149350018,B,D,-21.758477594335535,B,-13.263409876069163,A,-14.93145238241484,-6.895603838581005,C,E,-58.85076062996022,E,D,0
None,Other,A,C,-103.99589165619867,E,D,106.51000717786594,A,-3.3263456161759977,A,-27.84603887917524,34.33791185511431,B,B,170.3680417888148,A,D,0
None,Homosexual,C,D,-69.89908735859046,D,C,-5.28227937454191,D,95.14302803346337,C,-62.88467577373258,-69.75866676685374,E,E,105.92443992049978,D,B,1
None,Bisexual,D,B,-38.81897287027,A,C,65.19713642768806,A,101.47933776995166,B,-1.850969791044113,-122.88726308176254,E,C,68.60495168718695,A,D,0
Yes,Bisexual,B,E,167.92835524116026,D,E,64.75821806141191,E,56.4347408494242,B,-25.080648316343595,146.5283754315934,E,A,-111.94664182444953,C,B,0
Both,Other,B,A,-179.94348857505616,C,C,51.22674357763917,B,16.806214934716547,D,-7.644269075714702,-22.316590586403706,C,B,-92.47409129401353,B,E,1
None,Other,D,A,32.28630875922193,C,E,118.43294481535429,D,-109.36923766425255,A,20.82185383840569,40.59857935235646,A,E,-109.49260545183799,C,A,1
None,Other,E,C,103.03118317837836,E,A,76.94310994387233,B,26.8406120902408,D,-7.208056447917147,47.16940992164461,B,B,86.96961432288653,A,E,0
Yes,Homosexual,B,E,55.078413383224046,E,B,-39.39778349278819,B,66.23124908270532,B,45.85656503258394,158.23355132516568,D,B,-147.5491264515638,E,C,1
No,Bisexual,A,D,-76.38369914218647,D,D,-82.73664459153903,A,26.969765545633344,A,-6.398979779045264,-92.36502891035833,B,E,-13.039605017425474,B,D,1
Mental,Homosexual,D,A,-129.63752617404634,A,E,13.241978970440336,C,-95.27998085830774,A,75.63698580815297,40.22520068357689,A,C,20.106152364908027,A,B,0
Yes,Heterosexual,B,C,-88.31211185632834,A,C,40.2301672850151,D,76.04802041106959,C,-20.725209236314836,0.0536730887335445,B,C,189.4510542838928,D,C,0
None,Homosexual,A,C,155.63652983553052,D,D,31.745058307694325,A,-69.82416775630143,D,-230.07750248114021,40.71787176071259,C,D,126.91486060485954,E,A,1
No,Bisexual,C,C,-31.113229609546245,C,C,-80.46886352973075,D,204.18696575323975,E,59.55570977906477,-31.516029523648335,D,C,-42.407381830645775,B,D,1
Physical,Other,A,A,37.56516374846453,B,C,73.65209137509898,E,30.776006977299975,E,-131.2875364965788,-103.89651019159396,E,E,-167.24102948821496,B,A,0
None,Homosexual,A,B,150.3862427185223,A,E,247.86962224036705,A,-6.642317074873963,D,-139.33420600379117,-110.68297182336451,A,C,13.60537657982474,D,D,1
None,Bisexual,E,D,-145.0326155097003,B,D,-128.47475310902558,D,3.3794926601013984,C,-78.51603876917991,215.87656404833967,E,C,-6.451311982499801,A,B,0
Both,Bisexual,E,D,-52.25432677475921,C,D,29.633273746685866,D,-160.2227796551669,D,-14.151445273583462,213.94270007142273,E,C,-59.986498980764715,E,E,0
Yes,Homosexual,B,E,37.993591580548596,D,C,25.45586760478274,D,-29.0634615869937,D,-85.24593272561496,-28.682334944469645,C,B,40.220255278341405,E,C,1
Both,Bisexual,C,C,-2.409715757268774,D,D,342.71307479520044,C,9.524903210220916,A,33.34472944665395,27.464534351652816,A,C,67.92746077182257,E,B,0
Yes,Other,C,D,85.50488613934169,A,B,-17.275300288654584,A,83.07434390437366,C,157.93561991800857,65.34197305860138,E,A,93.89847857056172,D,D,0
Physical,Homosexual,D,D,26.161787392839457,E,C,89.42894559436348,D,-73.84113228603817,E,-128.46397293427694,69.09508406400491,D,D,-76.67297099386927,C,D,0
Physical,Other,A,B,-34.73625401107478,D,B,223.07021811254302,D,119.25956922301462,A,-14.399572046126567,-153.09926230269951,E,E,-319.95870958170707,A,A,1
Yes,Bisexual,D,A,112.81429345687017,C,C,-29.487928506218775,B,96.68320219284881,A,-146.91452427444506,-102.76002380594731,C,E,-101.48631458140753,A,D,0
Physical,Homosexual,C,C,30.57246516280471,D,A,-142.07484845265,D,-67.84912407390239,B,53.14961422016727,-133.18763144189688,B,E,40.790176625122164,C,C,1
Physical,Other,D,B,33.81903544207783,C,D,-60.53211312821863,B,-60.64575494262198,E,-155.84641610853444,29.17082056859257,A,B,13.35366508603906,E,E,1
Mental,Homosexual,A,B,-105.17525998693023,B,E,11.97675499367837,C,110.56553097140424,B,-1.5207516820039657,-145.8552495534549,A,E,129.8949223148515,E,C,1
Mental,Other,A,E,77.70160139637542,C,E,85.20359498019077,B,-101.59983150290745,A,38.73217860227371,77.57597434038095,E,B,26.55464250094391,C,E,1
None,Bisexual,C,A,77.26353222306838,C,B,26.029110420229678,E,-11.225849091476494,A,2.3680930921737486,-38.67602204142911,C,E,-97.58876396396555,E,B,0
Both,Other,C,E,274.7589414302762,E,C,-1.8605568087276723,D,146.49588829809275,E,-142.83843395594383,41.3249343453456,B,B,-10.82641699325239,A,B,0
Mental,Bisexual,C,D,-183.9357738041462,B,B,18.59798847807416,C,89.97275159031814,A,-151.69335656461723,13.257267086128344,D,B,27.160484590451066,A,E,1
Both,Homosexual,B,D,-99.48678705093693,D,D,-81.26183360589411,D,26.824359769509464,D,-20.1636841772498,-2.131137683205948,B,E,32.20681974038174,E,D,0
Yes,Other,A,C,17.147811220313915,D,B,-13.489253755324143,D,-51.716486617256905,C,-54.530308918861614,61.99148559397267,C,B,1.8622645539167302,C,D,1
Both,Other,C,B,13.821743960680056,A,A,142.8077236428605,A,-203.5324144107628,E,54.91422495298559,-49.85303400904744,C,B,-297.4956785533751,B,A,1
No,Other,E,C,148.85005194583252,A,C,50.990844360656,C,-149.21865398965585,B,-38.34690769120838,-40.20689913774052,B,D,-17.31182151873219,B,C,0
