civil_status,Race,AgeGroup,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Married,Hispanic,26-35,Non-Veteran,E,65.94265959133008,-129.24844901053402,A,49.42154112556538,C,-27.470800884748353,B,B,E,203.11885945350133,-181.72438358643242,E,E,-100.3320708970871,-36.852730272610636,D,A,-2.293561625978763,0
Divorced,Other,18-25,No,B,1.6035777170483039,166.63761877062302,B,-66.90930790090056,A,91.55661617585359,D,A,E,19.01434832357446,-119.2343388248901,B,D,-97.14487162846652,131.3296231691691,E,A,-7.223978661680132,0
Divorced,Black,51-65,No,E,2.7636306830565256,-43.62595517762585,D,-128.63093139033245,B,-9.307601010316834,D,D,C,187.78032370019608,-4.262716537392039,A,E,80.1117322459717,-11.207288683025276,E,D,79.51121670822236,0
Single,African American,36-50,Veteran,B,-17.412881239245404,52.20416229749606,D,44.557656065077985,B,-142.77939515716497,D,D,C,28.33577373444664,24.600478983289864,A,D,6.727743951011283,41.43755202179267,D,E,133.2267892766689,1
Divorced,Black,18-25,No,D,83.31236825858268,1.649224706688299,C,-19.930319539410593,E,75.0512314861139,C,E,C,-4.198577875920512,43.68994310800019,A,A,-10.10642679366818,132.70311413447712,D,D,59.10642926097638,1
Single,Hispanic,36-50,Yes,D,265.6217727631272,-72.94335104818904,C,-105.73356840210107,A,97.14591962498812,E,C,A,178.92626755225865,16.774569505844884,D,E,123.43571936604746,64.38330368815816,A,E,69.10056443814739,1
Single,Hispanic,26-35,No,A,78.50225856287868,102.62651084530674,B,6.838077203552621,C,-85.75345530254356,C,E,E,45.433139749734885,94.40915706493747,D,D,-101.0973345302857,5.227730703518611,D,C,60.87893503701869,0
Widowed,White,26-35,Yes,C,-34.9376419063676,-146.73281549587165,D,-20.883549147366452,B,-16.791758163579235,C,D,B,-62.343475118274384,123.54206468782733,A,B,79.8542145753661,5.1390701231904945,C,B,-64.3626729167895,0
Married,Other,65+,Veteran,C,-34.9237784448582,42.83886018512067,D,-5.169018112768079,B,-50.7137962069555,A,A,B,95.34095664640326,-11.008113503265005,C,E,-18.863806682376545,1.5394514237789758,D,C,-147.12084690851742,0
Married,Asian,18-25,Yes,E,-50.46364950294129,-265.29462520572,A,-215.86789464169266,D,19.994612502550478,D,D,C,69.21721397502496,-86.62812925867698,E,E,-57.51977881505259,37.93146847709366,D,D,172.3004953199906,0
Married,White,18-25,No,B,53.394726482363,74.08892182670652,B,111.3171139455644,A,-31.66596146945397,C,A,A,-12.335076022555338,62.083726351763936,A,E,-73.44766055707161,-115.5033264950645,B,C,-23.774851109047137,1
Single,White,51-65,No,A,-79.12360739764776,-156.31050303274273,D,-74.93828994646255,D,-125.80814219558212,A,C,D,-53.071616476778104,-17.081208753417876,D,A,39.89259933499618,120.63599722467102,E,A,54.07990993926275,0
Divorced,Hispanic,65+,Veteran,A,88.19925865992829,224.23205739212625,B,-163.97402140963598,D,-22.608306440234045,D,D,B,-63.1443385362383,-125.82393489563806,C,B,-23.642744392014237,53.5616272091917,B,C,87.25199486058558,0
Widowed,Hispanic,36-50,Yes,D,58.29622819842817,22.80432213510664,B,-46.83700930674489,D,-113.72586980240473,A,D,D,-20.221498822887998,-47.24427646875567,C,B,82.73007742985591,-114.94468945205378,C,E,-60.770413728061456,0
Divorced,African American,65+,Yes,E,57.17188475334651,-32.350732258875134,A,208.5705551497056,E,-121.28942287616727,D,C,B,-154.57467646261279,-129.16254287334087,A,E,-126.53365479146075,11.38184877258945,C,E,128.63940675239786,1
Widowed,African American,26-35,Veteran,D,71.85344600771064,195.08004707226115,B,105.70174521545206,D,-48.3451162685178,E,D,C,-16.021516817729868,-156.3449642588009,A,E,5.079718148242503,-103.88683127598739,D,A,-46.85770406240452,0
Married,Asian,65+,Veteran,E,-7.503821099364528,206.82289829747003,C,-160.21530821460595,C,-115.54254087993863,E,D,C,96.79492609228589,55.599061598673295,A,A,-65.85217463366999,223.69768836626616,E,E,145.3499024514825,0
Divorced,White,26-35,No,B,75.8182337291651,163.8868349803761,E,130.76181312276017,E,71.77047719721676,E,B,B,97.40919438652465,-67.82797019028133,E,B,-93.63334731294695,-34.33114700704595,C,C,-8.555998679124691,0
Widowed,Hispanic,26-35,Yes,C,41.13734823602926,13.812967897823219,C,-52.55411269678404,E,-52.64224605057123,B,D,A,-15.827554505845276,-57.6407167329607,A,E,217.8625036612059,-97.7218241405617,C,E,35.90777145506738,1
Divorced,White,36-50,Veteran,C,146.73263661125821,26.70404146338578,D,-36.56831734354735,A,72.20918136850169,D,B,E,193.19615077483533,121.15964942597313,C,B,89.09587210976684,19.200541347392857,E,A,-12.11641761992354,0
Widowed,Other,26-35,Veteran,D,-107.69523358713396,1.1802615233365221,B,106.56696505645051,D,205.6851665337184,E,D,B,-126.70295780847005,-109.38531514005388,A,C,-17.888725431115695,-48.86622695763335,D,E,35.9090140532175,0
Divorced,African American,18-25,No,E,34.05777319830739,-74.76403964940475,A,-29.360818712432547,C,3.2313742918564996,E,C,C,77.27429689310526,-186.296986697465,A,D,53.05046264841974,-5.775195034616717,A,C,111.09174240023563,1
Divorced,Asian,51-65,Non-Veteran,D,45.53018807031836,-133.11462114348672,A,77.56019131413903,A,-98.74582114371047,B,A,C,-49.418862447174895,-41.7262043895295,E,B,8.778137467667314,107.51049278543138,B,A,-56.92589663057681,0
Divorced,Black,65+,Veteran,C,21.071112538091167,-195.0450955624523,B,-36.13826556426508,A,-31.335169470594828,C,A,E,-2.3718655165684464,-4.424681791279867,B,A,-103.16923622956536,-48.13920286491148,E,D,84.61052797690644,0
Single,White,36-50,Veteran,D,-46.83031981026106,69.52002890039293,A,121.24351670694256,A,8.446574242676947,C,A,E,5.261154872852141,194.65719995535548,A,D,-189.9566400083077,-34.8903678801183,D,E,21.133890863059747,1
Married,Hispanic,36-50,Veteran,E,32.22462591711416,-29.958536839020578,B,-140.80008024703054,C,-153.86562179285158,C,E,E,-194.1186852184281,-112.31087295914696,C,B,200.40216669777547,-33.82649318638586,D,A,69.28308784641821,0
Married,Other,65+,No,A,64.54460402199219,138.68923822633673,D,-7.263918954183787,B,-87.45305593145547,C,A,C,-75.64516305183108,-30.638447294160613,E,E,82.61092689342178,34.56439676166893,B,D,1.3721650775734806,1
Single,Hispanic,65+,No,E,123.14009935241306,-10.110336805556347,A,18.645103569106734,C,10.498764045214974,A,D,C,-26.894823942926678,10.928743393236367,E,D,-70.67063025946636,-29.93352879715625,C,C,-155.48720948247652,1
Widowed,Asian,36-50,Non-Veteran,B,-17.39715477257435,103.13085844896139,D,167.86258425472454,B,-71.7789234213464,D,A,E,14.371059686185603,42.539587909620266,E,E,13.039113768189614,-110.14251483036242,E,A,-251.22630367376343,1
Married,White,36-50,Yes,E,-196.0889073269955,32.1860392224731,E,-1.9632130107720185,B,-32.68589286798723,E,D,A,39.27296560877863,-132.10912770376868,C,E,8.800529007506192,99.16976200086674,A,D,-24.054741797554147,0
Widowed,African American,65+,Non-Veteran,D,20.525435521193444,55.826130114664174,E,123.14740580496321,D,-28.097362294320106,B,B,B,51.51832556387769,116.40985646170793,E,D,-143.08080094628423,72.90735392702624,C,B,47.80946315637484,1
Divorced,Hispanic,36-50,Yes,D,-12.631499512674225,-37.229059885312324,B,-4.747347406650074,B,29.904252314544404,D,A,E,40.53065322318709,0.5750120180759626,D,B,-114.57145332567356,-144.4968165857321,C,D,196.72202759255512,0
Widowed,African American,18-25,No,E,38.08264830194513,81.22329763294648,E,178.91117379595642,A,15.921088306695824,B,C,D,-30.57096474168553,30.49157912271067,C,B,-123.60434657426549,26.010883885006724,E,B,-190.371870695701,0
Widowed,White,26-35,Yes,A,-74.74220950147796,127.07545588217606,E,-5.5195720432232305,C,49.19661672532084,C,C,B,-82.79857174702903,83.12375694008384,E,B,55.97345986586172,-130.40652065280938,C,A,90.58730583919251,1
Divorced,African American,26-35,Yes,D,-146.4744487084659,63.314231051071104,B,-48.6274426624522,A,-138.03337986873677,E,B,C,137.60389617433106,-109.35912896598106,E,D,-169.29240097217445,-101.43283608512445,C,E,-33.09752884329781,0
Widowed,African American,65+,Non-Veteran,E,7.492574175729298,-148.52939117416025,B,-8.249483004039321,A,-122.18927814572702,E,C,E,40.67569669563092,-114.43298052669499,E,C,-63.009820822794794,-61.458748019551315,D,A,-69.17454352129269,0
Single,Hispanic,65+,Yes,A,26.405195033442723,100.38506064109944,A,116.29999110012088,E,141.51492840877808,C,A,A,-127.61060145807002,-218.75277948732585,C,D,-5.7330868480906885,72.00322587844151,B,E,-28.17623346097819,1
Married,Asian,26-35,Veteran,E,131.26128362702443,-54.26759225386084,E,-52.43368130567988,B,79.8323621499967,B,A,D,-166.03046157808134,36.22505222088297,A,A,101.05193308262659,46.434371246449544,A,B,-54.08587661679515,0
Married,Asian,65+,Non-Veteran,E,32.476661240850454,30.48301447643495,E,-215.90890820120774,A,64.70801452517802,D,A,E,-108.07415419951218,-104.25013039211137,E,B,13.743654347973042,107.2488373607821,E,E,74.51144501433758,0
Married,Asian,26-35,No,E,2.5946651215639647,-138.57583059410442,B,20.14995149939657,E,-120.45914428410323,C,A,A,-49.87414286156161,58.094442434611324,A,B,261.7064741823736,24.776525311644484,C,C,132.60892328856437,0
Widowed,Black,18-25,Non-Veteran,A,-61.05753937060759,11.541943596116967,A,110.21450527164798,B,-43.90407347928175,E,B,E,159.3891862445042,-51.75060447314317,A,B,121.00851161402653,-33.74650188787316,E,A,-72.98818642672725,1
Divorced,Black,51-65,Yes,C,-177.46060199729905,-17.031223815138517,B,-134.6042659629167,B,-137.57035265246674,B,E,E,-13.284310201463379,-129.89088340193672,C,A,59.907787487231865,82.44945690509466,A,E,-20.410118047756303,1
Married,Black,36-50,No,C,98.5598872614158,83.40106610841225,E,68.67910469345682,C,-26.775275986034313,C,C,C,-94.29173394507654,-85.26993311764079,E,A,-143.23766474914373,-144.52206820690208,B,B,115.20050659336651,0
Divorced,Asian,36-50,Non-Veteran,D,67.09450640455302,141.98300251723762,A,-16.8860731120429,B,-129.08423521607628,A,C,B,75.41432578281852,-35.01752759683295,B,E,62.165776067781465,72.15760242457286,C,B,54.670192704591194,0
Single,African American,36-50,Veteran,E,-151.03890284837885,102.99725061177092,D,89.73697879603438,D,47.21431152882354,B,E,C,82.0645616251433,-118.28315717873687,B,A,34.147067234695,-64.59862610607891,D,E,-26.230159909391563,0
Divorced,Black,18-25,Non-Veteran,A,99.16090606783774,-14.933822130351965,E,-76.78436374776544,C,-146.4676690215355,C,E,B,101.21597451350424,-54.849723410833725,E,E,-171.63222832795813,46.735450612327966,C,C,263.2271706454882,0
Single,Hispanic,65+,Yes,D,-55.36631116083529,-5.698509092390581,C,-115.93207465534859,E,36.65620972141363,C,D,E,-45.34764943136074,-181.78313033538237,E,D,-49.466238396193916,76.78016434706805,E,A,23.630733196888276,1
Divorced,White,26-35,No,E,128.8798828443717,-40.61376602639039,E,-50.634680012978286,B,-0.9448446606688973,B,C,D,-22.626681969027068,-158.5831804876583,B,B,-47.082746962965615,-53.24162015979594,B,C,14.172884836839843,0
Widowed,Hispanic,36-50,Veteran,A,184.0545698172864,43.68047194113222,D,78.19862241939278,B,2.8048735042171034,E,C,A,77.43023541937714,18.521182493419378,E,B,108.42460729670455,11.66279320898425,C,D,-172.11160954814574,0
Single,Asian,26-35,Yes,E,17.950665402744807,-100.83094232860645,C,125.47432318888758,B,-210.26412428441645,C,B,E,-12.769196108695702,114.63862211329132,B,C,153.26530550532001,65.74774362440722,B,D,-55.99916377408691,1
Widowed,White,26-35,Non-Veteran,D,-100.70561354229883,161.08622452034066,A,52.42663231290923,B,98.04916185969414,D,C,A,189.51767944872284,160.48912034356866,B,A,-41.51598911723563,74.74983315007343,A,A,123.37833192190166,0
Married,African American,18-25,Veteran,D,27.98300063353707,-8.451816915730545,B,82.26381338455816,E,115.65926522462746,C,E,D,-133.2101248254477,-54.242335617253204,B,A,-12.437347756874148,-15.345027276475234,E,E,145.90702465190358,0
Widowed,African American,26-35,No,A,6.491908483639547,-0.2955918041991927,A,189.30708960387693,A,53.655061048847394,B,D,E,148.5645431798023,74.06895868020905,B,C,-4.990141609650385,117.92107746058109,A,D,-42.153685318228476,0
Married,African American,51-65,Veteran,C,38.38927399474758,111.01037007594662,D,-231.96888312361037,C,-66.20085912549747,B,C,E,-197.47734636441754,6.3783538748210615,D,E,-2.2222423749513887,-107.51463477691804,B,B,155.76854899139852,0
Married,Hispanic,18-25,Non-Veteran,B,86.51530187562099,144.25939839983423,C,156.88041940309054,E,-88.9229452390428,E,B,B,-1.3848477082353092,368.5506293869912,C,D,47.61625019052644,191.17905159239666,D,D,230.79186913608746,0
Divorced,Asian,36-50,Yes,D,254.4937796503325,-17.24820839579479,E,6.1476817750743,E,-97.07691110684145,C,A,A,-48.16408726987012,-174.67780979685844,C,D,-24.998751028677486,63.106099091669265,E,B,-100.4799884543027,1
Married,White,26-35,Non-Veteran,D,152.6504795893927,-20.549508104327508,D,-51.757630031286915,B,52.297564270478794,E,E,A,66.09928278146002,-134.85178699913257,B,E,-181.98680076592535,60.87336127578891,B,D,-81.36420199452581,0
Married,African American,51-65,Non-Veteran,E,-8.303359104217945,-75.81779365995658,D,35.093518093650175,A,-95.4785352493354,D,E,B,107.52199056068068,-104.67486767883372,B,D,42.786917206689736,117.50901498447213,B,D,101.44095630004702,1
Single,White,18-25,Veteran,C,-24.471833659101748,-50.132503763499024,D,-59.720021444983175,B,70.1997329741879,A,A,A,-24.753216683501158,159.61851698510833,E,E,246.52688184703896,87.55869861065759,B,E,31.17999491285274,0
Married,Asian,36-50,Yes,E,259.91999288138874,-67.00199484628824,B,198.26317054682198,A,-52.60936995334819,D,D,C,132.8239574461414,65.75756812191487,C,B,-1.761677019686361,94.6384803641884,A,E,10.2604686345488,0
Single,Other,18-25,Veteran,C,-131.4926714795007,-33.491889018516034,C,-53.67476938655925,D,-148.663081027921,B,E,E,-97.52252732676241,-84.65347690731801,E,A,-127.53511050541688,200.16450728132943,B,E,-63.62609065797873,1
Widowed,Black,51-65,Veteran,C,12.058158131789202,-55.319942491600415,A,-107.83443010719975,B,-57.795013036828976,A,B,C,-117.95729621519015,37.46204660502309,A,B,-29.192993129267442,-210.84845668287406,C,D,152.58481858861268,1
Divorced,Other,36-50,Veteran,B,-20.927755027165993,-107.44844260428941,C,-1.0592862631002666,C,-20.32953195954797,A,B,C,-94.51861402301245,-48.10806350237704,B,A,-119.66383948151669,-13.417198959322697,C,D,24.810345331431847,1
Widowed,Black,36-50,No,C,134.4860467160803,-94.12865193231087,D,-53.72091547486214,A,86.35324908247341,D,D,A,-33.487225088505355,44.52647560469111,B,C,-6.548311874640881,-240.76230848827166,C,A,82.94011682946295,1
Single,Black,36-50,No,E,72.03098349720948,64.54805484502,B,-18.951291715939686,E,0.944008930230075,E,A,C,20.11195034469837,-15.057064003466584,B,A,92.2867101150017,-47.384009560687495,B,B,-40.40507758716208,0
Divorced,White,36-50,Veteran,B,-19.244385950129903,-134.53554822955545,C,-61.62923415905481,C,-166.53139211911224,D,E,C,-45.28672010985474,88.62633736711885,B,B,80.69071832764993,-245.71925495407362,C,C,34.987824427600486,0
Widowed,Asian,51-65,Veteran,E,-33.93635390414132,136.05035362515437,B,24.06531254953391,E,124.43013352259919,E,B,B,82.23496169406035,113.21286515480271,C,B,129.90969655952455,189.3730624823936,A,E,99.45362509195152,1
Widowed,African American,65+,Non-Veteran,B,13.400458312199817,-37.88142983291461,C,-29.319167756919008,D,-51.2535389515234,E,A,A,-60.585792086537936,152.54772845275724,D,E,-10.264054098445854,61.74463112550881,E,E,107.50827060727943,1
Single,Other,51-65,No,A,67.4059173987522,76.38847657394479,A,-187.40780682410087,B,-65.87198607700456,A,D,C,-186.9653833390665,179.333610642923,D,C,15.334905330662254,50.064988570278146,B,D,-122.98382900129634,1
Widowed,Black,36-50,Yes,E,-38.02653267816996,15.529078555990935,A,59.05858515410848,C,-44.15508232455508,B,C,C,124.77052386950251,-18.93045296904421,A,E,-230.73646660585626,171.17578664589942,C,C,72.59009485045469,1
Widowed,African American,18-25,Non-Veteran,B,73.78019985921598,37.99463670501025,E,-75.03361946285969,B,130.46018574528387,B,B,C,-8.975054945693001,73.91956525682627,D,C,46.258908489408405,-48.19998116541811,A,B,-109.10597967414388,1
Single,Hispanic,51-65,Veteran,E,65.19434184277355,129.1701388505934,E,-87.35210952497836,A,73.4507723725402,A,C,A,11.164127582503033,138.20309759610865,E,A,24.963533859190537,25.957942999425736,D,E,131.10524347118962,1
Widowed,Other,18-25,Non-Veteran,B,-23.614203578039795,-82.70450461669132,A,-43.13463609564688,D,0.4020159852169357,A,C,B,23.451163857005017,33.32878103301814,A,E,9.637731072303453,50.2686570789854,B,C,36.990874682272974,0
Divorced,White,65+,Yes,D,72.48810519907303,114.7542763529479,E,94.60229435295327,E,-53.03257446687375,B,C,B,-50.74215223614147,-49.282364841044505,E,D,38.42847699630575,-64.78773652495164,B,E,106.59999519581001,0
Divorced,White,18-25,No,B,-93.11779796883116,-124.73506438520288,E,-39.77414427774046,A,-37.72613169183159,E,A,C,-191.62249467803733,89.52744762236946,B,D,-132.72940956867913,56.75544348630598,B,B,-23.697692493287,0
Widowed,Other,51-65,Yes,C,-15.697903267474079,-163.45413661514561,E,61.96292758572367,A,27.04752543868999,B,E,B,138.7840640452935,-50.541910489587295,B,A,15.237329791724155,-121.86388797074181,E,D,188.64041085419655,0
Single,Other,51-65,Veteran,C,-192.60904221171492,71.5555580127082,A,-212.12794642834106,B,9.7906798080198,B,C,B,-144.98483356437123,-24.592846920265465,C,A,3.090992746738221,-115.99638405625244,C,E,-24.001982430708697,1
Widowed,Asian,36-50,Non-Veteran,B,246.28700203193054,127.60607518813416,C,78.95338401071982,D,-15.554249506439147,E,C,D,127.46254405526112,99.31841489646018,E,B,10.546655435631118,0.07279236881068044,B,E,-111.28282988430891,1
Married,Black,36-50,Yes,E,16.005190923136542,-17.163357036245863,E,-102.20777126392626,E,-42.55008494510319,A,E,B,-150.6759834388456,-33.543522220464894,B,C,72.88217803090672,-111.03538584990922,E,B,70.15653954539654,0
Widowed,African American,51-65,No,A,119.30188805978013,-3.371689024394927,C,19.86027987078321,B,-40.168620849045844,E,B,B,-31.511612696660883,-41.29569590403814,B,D,-19.138967593836608,36.746097591365896,C,C,52.48809251920928,1
Widowed,Other,26-35,No,E,-71.8949061670949,114.43238046272629,D,-193.12465417104778,C,-360.4183927594285,C,D,A,-58.06454229427507,100.80964288898487,D,D,-59.57989107528402,-174.61149341104144,C,A,55.99456553344695,0
Widowed,Black,51-65,Yes,D,26.07228067106967,-1.5312498388587907,D,-114.98270205717382,A,-90.00377230138538,A,A,E,88.34502127052183,-51.38711061029635,D,A,10.818067776758662,177.52364896176917,C,E,36.178480772208005,0
Single,African American,36-50,Yes,A,-32.777053588691004,-29.87496515486809,A,-74.41285776665538,A,-78.73522780413504,B,B,C,128.89217431722122,33.40847084367889,B,C,-89.1560502093873,101.38537034465027,A,E,-29.839723240744785,1
Widowed,Other,26-35,Yes,A,-60.62893831521533,-58.79207442241756,B,-35.639727381366576,A,116.30387369114963,D,C,D,-27.408368758666413,33.814905818871935,E,A,26.420266519013563,18.17606047745759,B,D,105.60165066473373,1
Widowed,Hispanic,26-35,Non-Veteran,B,99.71659120762479,35.23209279226038,E,22.04639521418964,B,11.513606316079164,E,A,C,-58.30932590711421,22.052746790623157,C,D,-43.6058828828843,131.05452285394065,E,D,61.93030738100288,0
Widowed,Black,65+,Yes,B,198.42437028058782,27.208445550894915,B,-65.2652585253402,A,-27.58075730575679,C,B,D,-50.325322548904474,46.13645695012912,C,D,52.81908526530286,10.999833929208727,A,C,65.93083948676146,1
Married,Black,36-50,No,A,137.95611548493045,-226.96788098246196,E,-111.9505673441685,E,80.35532989239115,D,E,C,5.428059433340874,91.473792157923,E,C,134.95535724966982,39.34112285170233,C,D,120.6685077782789,0
Widowed,African American,51-65,No,C,-30.568413435940204,201.99028240523108,D,16.93100458791866,C,31.99031629936776,A,B,A,51.04207818111212,-69.47830230432143,C,A,32.68881695753578,15.458281888378822,B,D,86.79111208049206,0
Married,Black,51-65,No,A,86.2393977403571,-158.1492364661545,C,63.2506995782255,C,-7.176796816772882,E,E,A,-70.6039012362004,106.72559764486573,C,C,135.34669446616104,-85.56791830187822,E,E,-116.84190175473945,1
Single,Other,51-65,No,A,-110.36502057431817,68.41349499188868,E,70.86555806234338,E,-76.1240744856901,B,A,E,-26.380917438384383,-31.069552372394536,D,A,118.4999652182978,-141.32211723779736,E,C,-59.11320569238541,1
Widowed,African American,36-50,Veteran,D,253.85943183365484,161.02750045166297,A,-44.11448263517402,A,213.9325969357778,B,D,A,-0.2161724364141541,-60.327197295702064,D,C,-81.1263411779542,-83.21791783995033,E,A,-113.29103287200435,0
Divorced,White,18-25,Non-Veteran,D,124.09794476829403,-1.314814693358366,D,50.41385437511775,C,55.079238999999845,D,A,E,-57.23460016982831,82.82300841359167,C,D,-14.885945728314834,-29.420913277917606,C,D,-87.83806105694447,1
Single,White,51-65,No,B,130.50756583725982,-85.73701948806782,C,82.15466034036346,C,55.17720175092433,B,D,A,195.32651701886317,-149.52231442721776,B,B,-25.512640297827243,19.048740591332855,A,A,91.6839008727395,0
Married,White,51-65,Veteran,B,-100.51171061945571,-187.25634954962408,A,18.02551742693497,A,44.6170055559553,D,A,E,56.56750787741639,97.86698832199396,A,C,-67.53868969726192,6.442480268881677,E,C,65.90945086146901,1
Married,African American,18-25,Non-Veteran,D,8.561764968015213,17.885526530478522,E,68.63144153974547,B,-27.98605642530986,E,E,D,93.00316380507213,-23.400168632011244,B,A,17.290555106269142,92.88169219653398,D,B,88.30480569549216,0
Single,White,36-50,No,C,-37.822806196801665,-149.10793455742365,A,-88.6282642757465,C,117.49450892068398,E,D,B,-101.57904767983241,-117.87189083323047,A,B,83.06634251352631,-74.77848146388678,D,C,-44.49565844464243,0
Widowed,Other,51-65,Non-Veteran,E,40.38287288671981,-119.40873466443608,B,-212.7107811884071,B,-41.45024596712189,C,C,E,21.853204531656825,-70.41362811639787,D,D,64.73291257571148,-81.93664675937323,A,D,-39.232247595995524,1
Widowed,Black,51-65,Veteran,B,-192.7482908258348,-67.33305540650974,C,-61.83695735116063,B,-32.117576005550426,D,B,C,-57.82674057772738,-17.000582873320166,B,A,-117.10311772345435,-70.17374139744355,B,C,-229.7634735764084,1
Divorced,Hispanic,26-35,No,B,23.591881722242057,-56.25065432754438,B,-84.1064207332527,C,-82.52908534534679,E,C,E,138.9954920780607,-161.48478922323466,E,C,142.9688755921901,-204.02463148060787,B,C,-14.071922678110477,0
Married,Other,26-35,Yes,D,-4.0000443737949025,-33.05560399027921,A,67.82753300798457,D,102.80050421545843,C,A,E,30.670902095176665,221.41421461543206,B,B,-77.83966974460695,21.081535008918465,B,E,-73.72314062816103,0
Married,Hispanic,26-35,Yes,A,157.30889726295206,35.4352316884677,E,91.5811964271428,D,-8.43124478597905,E,E,B,-72.91845090172335,-28.626865011239932,C,C,-194.44338064524467,112.55222779040979,C,D,36.667421550276124,0
Single,Hispanic,36-50,Yes,B,60.554608316589764,37.36778700729409,E,-74.44580733133527,E,115.41337613200311,E,B,C,-54.157634456835005,-51.73189108893873,C,B,64.04487811637392,-90.09079958524035,C,D,-77.28310600972702,1
Married,White,26-35,Veteran,E,26.401127118440844,56.50287896423306,B,237.55976396069846,E,57.51125959492146,D,C,C,-263.6207971903041,101.13761348840495,D,C,10.920362239442023,-181.39307678539606,C,E,-5.0931405182729605,1
Married,African American,36-50,Yes,E,-103.69960030525918,158.23478632953072,D,99.30326118218828,C,-19.009215638792497,A,D,A,-24.001139540578027,96.45984777503894,D,D,203.31419959609636,189.09425919551623,E,C,-26.17724214545626,0
Divorced,White,36-50,Veteran,D,-49.94539247478387,91.1702402929246,B,101.17384357789146,A,295.00333427787393,D,E,B,-60.67431702789704,17.423700508628283,B,B,-140.62694867762627,91.0774724536539,E,D,-120.0906486282988,1
Married,White,26-35,Veteran,C,161.60841016688693,-19.90675550651754,C,-148.5224533731774,C,-31.873818377856434,B,D,E,-186.1305629471113,160.34137563589763,A,E,28.60611007558368,-16.592090362876267,D,E,-48.742601502074656,0
Divorced,Black,18-25,No,D,-23.028393629675154,-40.123391026110525,D,-65.46017946806978,A,181.30099063598712,B,B,C,-122.57650969072706,95.66510467323234,D,D,-201.90917748393562,61.31349517334764,E,D,-44.18576640729847,0
Divorced,White,26-35,Non-Veteran,A,74.36370843196606,-31.605948092799448,E,31.193022355249845,A,140.6156023289021,D,C,E,54.10370661585285,138.19388537598076,E,D,-246.67797121520584,41.71296617482755,D,B,28.583537419917306,1
Married,Hispanic,65+,Yes,D,126.59898106281146,-63.335314389343665,C,172.11022329103272,A,-12.810264959066439,B,D,D,20.473042936225383,-105.1270710832321,E,A,108.92517646170856,2.0947161431854324,B,A,94.54499016669361,1
Single,Black,36-50,Yes,A,-67.38681980216887,142.336548294008,C,18.4097334720365,D,40.167256802242605,B,C,C,-51.26747595230023,-107.03817138927931,D,D,-90.5165686771663,-139.29947306552558,B,C,-70.43286099612722,0
Widowed,Asian,26-35,No,E,102.5790365995984,-17.390821760408848,B,71.72342427848318,D,65.6867594092351,E,D,B,7.285372043327608,-109.44481657284733,D,E,-137.50412941171246,-54.518356660759295,E,D,-39.6478422016318,1
Married,Hispanic,65+,No,C,90.17572189982705,99.72092285332447,B,-122.59304202007668,E,-86.38764382040598,D,B,B,31.48779423201995,-65.89278967905949,B,C,21.231099585093915,-89.46505520690322,E,C,55.048767661235246,0
Divorced,Other,18-25,Non-Veteran,E,103.48478804277703,90.01741975863163,E,-63.14600321805399,D,114.1083144923589,E,C,E,-65.67454527608442,12.529948532803273,D,D,11.617686240951834,-3.38991189372162,E,D,14.37127851801476,0
Single,Asian,65+,Yes,B,43.77726631925001,-278.97977134673357,D,74.21013465940486,A,-83.14660238140827,C,A,A,8.31306247987031,-55.85412399048266,C,A,15.266384928603419,101.32887332679732,D,B,-208.32742103266065,0
Married,White,26-35,Veteran,D,230.3609106762241,22.590420769110704,D,7.596410074201848,A,110.74520383583607,B,E,B,-5.052582387026494,75.80171613029732,C,B,-30.591117346303676,-26.58282300112286,E,D,-121.87084345083066,1
Married,Hispanic,65+,Yes,C,17.85138288731696,-36.67830861129338,E,72.28521619920724,A,41.46917474875054,B,E,A,-76.9811044661593,74.06293650305345,E,B,143.26637401290546,-303.95625147828366,D,A,144.9643308321673,1
Married,African American,51-65,Yes,D,30.651110325754377,137.90985031232069,E,10.17157069242391,A,49.60225108868972,D,C,E,-130.39747308613147,-141.3425623058682,A,E,-79.54907513870222,-142.86090521740684,D,E,97.64201094329977,1
Single,Asian,65+,Yes,D,-50.35908185255449,-106.69807583643416,C,-0.2489819255274468,A,139.9341432397709,A,B,B,252.84048821462287,118.33873870703668,A,D,58.50913569546834,124.91023984816351,A,C,60.45075529819693,1
Widowed,Asian,26-35,Non-Veteran,D,-98.35121271561466,-180.87459633956945,C,31.49897258012971,C,-31.484211010709984,A,A,E,219.3936809281623,-106.68920851638761,D,E,8.076913635171037,78.99083401243324,B,B,68.02003132661277,1
Widowed,African American,26-35,No,C,23.26042264316864,77.65934011331866,B,-29.492865163528258,B,-48.12422823862021,C,B,D,19.142694475191544,89.97040384362343,C,D,-76.51833241856464,113.9359394813644,D,D,-3.1167368235535173,0
Married,Black,26-35,Non-Veteran,A,-74.98164061499978,58.056068965262874,A,1.6807258378102559,C,78.31188446382247,A,E,E,68.63385825126934,-96.07421108496197,A,B,-16.661056489612974,143.69219169218024,A,A,49.73120242795684,1
