RACE,AgeGroup,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Asian,26-35,Female,D,-2.3660889040999145,E,-69.08251319646352,E,14.890972247190879,92.03726801533084,A,-94.20507349195965,B,C,24.654862136983166,177.33761747948432,E,82.72753599643886,C,0
Hispanic,36-50,Other,E,16.281773724872252,E,-166.28147275407224,A,-6.10709895413161,-9.01076107293559,B,22.961601274195566,C,A,-60.92124081126751,-78.59142431214886,A,-141.3317547281445,D,1
Hispanic,18-25,Female,E,8.959106782413496,A,66.23912652271969,C,-138.02379537631012,-148.20974306558958,D,54.991065708240875,B,A,-174.2601284073957,-239.1787392022588,D,-54.97256400535061,D,0
Hispanic,36-50,Non-binary,E,211.01427548135794,A,88.16726537662338,A,22.659131693906932,85.31087706822888,C,-97.46300146820363,A,B,33.416354173450245,-96.41465149002815,B,11.882428641745783,A,0
White,18-25,M,E,13.821631823809025,D,-14.177073728700076,E,-29.04739144896558,16.027933513164868,A,30.996623583228285,A,E,-90.56869468454967,-38.44815615333291,D,24.988498714162574,E,1
Asian,36-50,Non-binary,D,87.43103984909484,D,-31.78263562633232,E,-107.42687934361143,60.23739940607342,D,214.38412208225398,B,A,70.50203229677133,-90.42352591251046,B,-161.1353896369359,A,1
White,18-25,Female,C,-127.59554215171327,D,-57.33768327003871,A,-114.32827889946336,103.31510955000883,A,-118.97691777351366,B,A,23.091908422635534,221.39686122214073,B,24.86479019776072,D,1
Hispanic,51-65,Male,E,-211.91052398043104,C,247.74335255532503,C,-195.76545895054036,2.1628696778000256,C,-80.93804996723692,A,E,165.73710982193552,-232.54701695881027,E,-9.683986065145149,C,1
Hispanic,51-65,Non-binary,E,23.294473714323942,A,-200.67936755458464,E,48.93855665365535,-33.90950958963453,D,122.4373168004592,B,D,14.062254900510407,82.19021185107611,D,-65.31849090669081,E,1
Other,18-25,Other,D,14.250242805808828,C,-32.9892875370341,B,130.6285694457979,207.45691359107988,C,-116.34906984946838,B,C,-40.69419126831975,45.96904208958069,C,17.011583914684213,E,0
Asian,18-25,Male,D,-129.00544377829146,E,-10.837576760979756,E,89.03559419944136,-5.704157563275053,A,52.319578090779295,B,B,12.761414824378022,-54.41404736285192,E,117.0747850796672,A,1
White,18-25,M,A,21.114997898666786,C,58.927603295847895,C,-183.99729572996048,13.154159907892476,C,175.88403477855059,B,C,-111.20154927273609,-95.12288876455139,E,-136.31651971443512,E,1
White,36-50,F,E,-7.645145302414788,D,-24.292731311307957,E,50.889782148369214,-96.87120272149255,E,99.13676928908943,A,C,54.03500793830904,97.3189202551193,B,39.24176988872989,C,1
African American,18-25,Non-binary,B,-76.07570517984102,A,-194.84194387326468,D,73.1824146798063,-38.6340599569821,B,-19.21429231434052,E,E,106.99138972570323,34.48874867296213,E,17.746375389232487,C,1
African American,26-35,Non-binary,A,-62.33283274155696,A,-51.31550998946138,A,14.46789609985438,-128.2921194376231,A,111.81893381675366,A,D,4.102251961003056,-148.7637483157372,A,-21.344883484290065,A,0
Other,26-35,Male,D,-56.990394302046575,B,-58.77037052634629,A,-16.108711997951627,-52.33193674190127,A,-30.28781948234985,A,C,57.60541675212977,104.4404717940765,D,-140.6381598075029,D,1
Black,65+,M,E,63.71738959020138,B,-76.30675846370478,A,-36.33040138620231,-177.15700847368757,B,-24.708503980482714,B,C,-149.03633316511014,29.83698652460905,D,45.469841645164806,B,1
Asian,65+,Non-binary,D,-147.731959814767,B,74.70585936459172,B,34.50234182270251,-117.25107101577292,E,16.53602966911504,E,A,-73.29194928995246,115.0780845246763,A,52.82230351107503,E,1
Hispanic,18-25,F,B,39.40394239441131,B,-56.51853064833189,B,92.82540190496653,-8.260532324866562,C,-97.3470675654911,D,E,104.87014791199682,-105.8452226818388,E,-57.8328738883246,D,0
Other,26-35,Other,A,29.006104619293293,B,-15.790172488440579,C,-97.66803834299283,27.22786926726593,E,-125.55882467528903,C,B,23.48492425941413,69.54724912909492,E,26.289466034707367,E,1
Hispanic,26-35,Non-binary,B,117.80512068669881,A,48.770721384167864,D,-72.86872941378113,62.128621940310424,A,23.316326259055444,B,C,108.5710984680048,-12.55248788345723,B,-23.11770005761099,A,0
Black,26-35,Male,E,18.493682324762368,E,-112.73565575575944,A,31.799658967348872,146.64800249958807,D,152.03041626382085,C,E,101.12653532458,32.489421883374106,C,-185.6325875306457,D,1
African American,26-35,Female,C,169.2950014493531,B,28.87700718319564,E,-4.715105688303089,-92.7586630217638,A,-86.01020972742047,E,B,-91.73764976155546,19.574728424915598,C,-21.600773959835703,B,1
Black,18-25,Female,D,109.87437599061016,A,112.98458281269939,B,-161.18533700207735,151.574215236558,C,-180.1713548817476,B,D,48.81785577559904,-19.971451826129254,A,-62.455746542222045,E,0
Other,26-35,Non-binary,E,12.597347742234504,D,139.18330511848626,D,17.75015056702507,-201.72404557302858,C,-90.82368353373556,B,D,-23.040252957399737,1.9848956242298648,A,107.56698014694481,E,1
White,65+,M,A,144.4623967099059,E,-111.13017980766087,B,58.93258420552448,126.55863451083282,A,-96.65365634576283,C,B,-132.11063694371316,-120.074756063372,D,78.7407827488542,A,1
Hispanic,36-50,Other,C,55.54209670440652,D,14.090650092480814,B,-5.911324136801128,-153.60426079210393,C,2.6361093237722333,B,C,55.13818863455465,-67.05125998941988,E,-117.67680905550368,C,0
Hispanic,36-50,Female,E,56.93981302834686,C,-182.78784196274248,B,-76.46239831089923,137.9347181611907,B,-66.22557834318349,E,E,42.489559875087295,59.04950698801942,D,71.47818764460635,B,0
Hispanic,18-25,Other,E,-154.88267476928777,E,73.6221478927012,D,-13.801853380194673,50.462131720367644,D,-91.20813029003118,D,E,-134.4053767736567,-134.82894245215286,A,68.07631853018079,C,0
Other,65+,Female,D,6.024930547814332,E,43.92975479353858,A,0.915805705647748,-36.75572436050667,E,204.6340698357264,D,B,142.61890672174817,-165.16530295455595,E,-39.768825049938314,A,1
Asian,26-35,F,E,99.92593561179885,A,-60.14058730282814,C,-13.483725543555543,128.47476364670564,A,67.6234504197182,A,D,100.34696009804559,-156.65283339368764,C,50.18584965924487,B,0
African American,26-35,Non-binary,C,-28.002754996674987,B,-46.01217567337695,C,108.33372766317027,-33.49191649541845,C,160.98502470373265,C,B,-63.16260228861281,48.02323551851171,E,75.61178211720474,E,0
Black,36-50,M,E,54.11906153450504,A,187.13688978036006,A,-121.20700497968852,105.63388055226346,B,-4.827496170033582,A,C,158.4737168910113,-124.0231777714201,C,70.90885070146759,A,0
Hispanic,51-65,Non-binary,D,-49.422297740823275,C,-6.918709909976985,D,127.38209095389917,-77.18427477213442,D,133.81094541256272,B,D,3.7710662720573955,4.870421503901391,D,95.3803021273677,E,0
African American,65+,F,A,-114.35662034958438,D,-160.15686289778017,B,-66.11747001237772,1.8893506503065105,D,-217.5330431905596,C,C,204.55397112000483,-61.18679728828526,D,-122.23418041190632,D,1
Other,26-35,Other,E,5.703628494780288,E,-38.64980765521674,E,-158.66585357568323,10.572397526358639,D,40.47079065573023,B,A,135.13728885701383,-80.07759875278938,D,104.86432747659933,E,0
African American,18-25,Male,C,-14.85374115636455,D,-59.61891840752607,C,-145.0758379617261,-115.47845651424518,A,-194.53283662553346,C,A,-48.85355000813025,-60.540887772442986,E,23.869967895568216,C,0
Other,26-35,Male,A,91.07174570536753,D,3.112549240950394,D,72.97968919433478,81.53802521162963,A,2.5420818670137506,C,C,85.59985217094037,-164.27018903595803,D,59.327438286961886,D,1
White,18-25,Male,C,-74.6258027884479,C,39.52445762352097,C,-63.7811096200117,86.91078270582548,B,174.0482537824524,D,B,-112.44921039065396,82.7833610683265,D,-50.99978449915786,A,1
Asian,65+,Female,D,-189.51170127927327,A,-101.3693447706605,A,-48.56941749725575,112.73091874996636,D,-107.6945101587006,D,D,24.114266543286263,-53.051786046106805,C,110.11050774862328,C,0
Asian,36-50,Female,E,20.46865559409751,E,-16.867093165552262,D,34.91113655037019,-48.74123807181737,D,-49.00257753132096,A,C,-62.17482941181278,13.339345300619994,B,97.11052232283295,A,0
Hispanic,36-50,Non-binary,D,99.56140916957948,B,-86.99565570793504,D,-61.382437688395896,134.25008492062435,E,26.584334283164008,C,A,-163.05468145525242,-73.91190125840303,C,166.4085829916706,E,0
African American,51-65,M,A,149.16262683742644,B,-95.6849754814363,A,84.04798065177326,94.20083048799538,B,-10.014984413713082,E,A,-103.52102642344127,43.58760955345542,D,-38.22571541245063,C,0
White,65+,F,B,-45.513524269648606,E,105.79942683155483,C,-49.61032112490982,161.80140829819786,C,-62.7740160114843,C,C,117.53339487448093,7.268931991188392,E,-32.50859277404687,E,1
African American,26-35,F,A,-28.401285101270485,A,-81.00906831849377,B,-10.324183349347562,136.0251710892475,B,-57.59809795919526,E,C,21.85223833048464,38.40467502819132,C,172.38668289370497,A,0
Hispanic,36-50,M,C,-21.566370204349486,A,-147.68899086674466,C,-155.06154779265302,95.0826831534431,D,-62.50963851898117,D,A,-224.9673962368326,157.23311805591726,D,-36.79992617538562,C,0
Other,18-25,M,C,-74.77165525505389,E,-9.857947924912006,C,-64.50713782437522,-24.851294683664495,C,-87.39118856570681,B,E,92.9096508188444,-113.45561389162681,D,102.26453994422222,C,1
Black,65+,Female,E,-121.72577389758527,B,-52.60161583544425,D,-63.41509163294569,64.99328504974444,B,131.43815868756238,A,E,-158.5252994321924,130.3870778975849,A,33.97398281735207,C,0
Asian,26-35,Non-binary,E,-13.912580816612907,C,22.507957498137504,D,81.09343486933685,-48.78918232716555,B,108.30875009788959,B,D,61.64910468715411,-1.113661464438228,A,12.998673668867603,D,0
Black,18-25,Female,A,-25.196102773779355,A,80.50836480871718,E,100.19031383537506,-3.6658530270821,E,42.112196623083655,C,B,9.808125978841842,63.478967776705474,B,156.378930947095,D,0
African American,18-25,Other,A,95.77319686509773,B,-45.79036557841457,C,127.45068481062067,-282.80080883332676,E,182.04379620325435,E,B,51.900760434176064,47.33982399941053,A,33.30797303047668,D,0
White,51-65,Non-binary,C,-81.50269420775477,E,-9.015565247255912,C,14.496330918812872,132.01988044282402,A,85.84811256166994,A,B,-2.7374159713409836,-71.75431690845625,C,13.161828307561063,B,0
White,18-25,Non-binary,A,-225.16614245810572,D,16.673559883960888,C,50.40355469178084,27.989387439898273,C,-112.78636522768788,A,D,-15.159240629492263,-72.40349358711471,A,122.56345010384308,E,1
Black,18-25,Male,A,-107.06115237935683,B,130.88912994578706,E,-66.6226743001156,-20.18013576120098,D,-58.84647468914618,D,A,22.70872003511445,198.87976342990882,A,110.98580979240992,D,0
Asian,26-35,F,A,-9.860991071246898,E,74.56349316993224,C,-202.64962195257522,-117.42947914979615,B,-99.20956782772355,D,A,-73.0871158580531,109.79749778119645,E,-118.9329863785859,D,0
White,18-25,F,B,-48.42767004260143,C,-83.30813041811851,B,-10.073787612674598,-108.92239743654098,E,49.36627516215089,A,C,75.97235256348087,-19.544134178340844,C,-59.781053389307715,E,1
Other,36-50,Non-binary,D,-134.23271404806778,C,-73.48497829416105,B,-27.224866653570146,-86.59072339354248,C,-24.69879565250845,A,C,-48.18710768323479,210.6217859321581,A,55.82561155877524,D,0
African American,65+,Other,C,19.33703141848487,C,-97.7155526993261,B,73.63481343062273,-91.14165426212327,C,23.22938617895973,A,E,-138.96286883112904,62.52820189614672,B,114.64858483125448,C,0
Other,26-35,Female,B,23.66148041729799,D,-5.749005794577281,A,185.7854999396961,-40.346402960166195,B,-59.72455259586663,A,E,20.15474254486735,-17.247545121837113,C,135.1789402633456,C,1
Other,36-50,M,E,12.682760696482214,D,-56.79172711154554,E,209.82521420195357,24.89039267067691,C,-137.0110434769608,B,E,4.230764289576867,62.00865452951295,D,41.395921550583175,A,0
African American,51-65,F,D,146.56489175246776,E,-71.20989762644122,D,-12.14422787261177,107.8307969843968,B,51.51983192080931,C,D,58.54321748992951,51.466711451004834,D,10.290105432019224,D,1
Black,65+,Non-binary,C,-118.35712029417984,E,76.61354292280242,A,-6.667994137791131,-18.264458626866382,E,140.57020493253216,C,A,88.08297396991136,18.52676849720142,E,27.267442866539753,C,0
White,26-35,Female,E,109.6643296149305,D,34.04423013122654,C,79.68945502174608,-72.1442686831076,A,-176.83730883634942,A,D,-73.54073174084846,-68.16660439880029,C,-73.4840977770979,D,0
Asian,36-50,Male,B,-88.82199662883792,E,32.00876480660432,C,0.3135937823339871,29.416201853287127,C,43.225247377733055,C,B,-32.997245842658835,-95.23131833181199,A,110.80829948081524,C,1
White,51-65,M,B,-37.65897073817304,C,70.01421512055406,A,-51.92427605177495,-17.529182015926025,D,81.75347282345942,B,E,-32.11167283269332,-65.86633809644225,B,124.29269565963324,A,1
African American,36-50,Non-binary,A,-129.18904227244607,E,-11.722676268696365,D,50.54465197516416,22.381919512868564,B,-4.621521545168502,E,B,-68.94498611823948,43.729860030276306,A,-155.7213375209485,C,0
Other,51-65,Female,E,-178.53199852137988,A,-69.91746718745863,A,42.49015324172477,-95.55526188658311,D,193.50862111803693,A,B,-154.81273513591077,62.160365201459896,B,106.59320187919002,B,0
White,51-65,F,E,87.95657601399142,D,120.83136401594454,C,110.33943879906624,32.51056925107962,E,-16.50154738767321,D,D,-21.6851008269116,-186.16244053892146,D,-8.473141599451427,A,1
African American,65+,Non-binary,E,-84.48933988182623,D,149.49437978313819,C,-188.8089432358316,302.5110116986308,B,-62.66809407671657,D,A,90.03127651773863,8.307024294211715,B,-47.8440112231528,E,0
African American,36-50,Male,A,27.51174931995044,D,-101.89214542322912,A,-98.51229921880564,163.15276934425464,D,-110.04052864933082,A,E,25.401090198777236,113.59711427486863,A,69.78161583958011,E,1
White,26-35,F,D,29.617045684496457,C,-61.78586156190158,C,138.68679605786056,3.8571386145824427,D,42.00433238488085,A,A,28.122656890435778,-162.5213598818438,B,-48.26687669019155,B,0
Hispanic,26-35,M,D,29.128626392100017,A,0.69483702158602,C,43.02928859210664,-124.18355788910398,E,-54.746059048551864,A,E,14.904037106360764,51.38654176611912,B,62.58513702435388,D,1
Asian,26-35,Non-binary,B,23.522041917539156,A,-135.2453006607937,D,32.12508355319131,-28.846888846208184,A,-51.311892313488336,C,B,-50.195101158856595,-0.3802623113083037,B,-123.85813755446465,E,0
Other,36-50,M,D,35.71870966258107,E,27.06945109539803,A,-37.38360520764879,-64.90929079585275,A,-62.43244306291417,A,A,-119.17381354609802,44.64286635349744,E,24.51278871241542,E,0
Black,36-50,F,A,96.02255155695136,E,69.76379842844787,D,-198.44010680945667,191.79794229735046,B,-9.682478945461018,C,B,102.06747360246369,46.28648749241807,A,-66.11965300681247,D,1
Other,36-50,Other,E,6.687270269607537,E,-52.46847091745552,A,65.18791014279432,24.050055818885397,C,98.07054660522658,D,E,41.42602242984135,14.007246834938341,A,0.31688378006348467,C,0
Asian,18-25,Non-binary,E,-8.684294870529586,E,-8.602350064602318,B,103.14235168541595,26.952654880764605,E,17.187555450332876,D,A,-115.43576452530597,290.2071442800164,A,-108.46380017904393,C,1
Hispanic,51-65,Non-binary,D,-87.72163806551097,D,183.29388878706146,E,-10.398175122108489,-30.890918048245307,B,29.849023296245363,E,B,-33.638328124717795,92.43434393936597,E,50.21625318962437,E,0
White,26-35,Non-binary,E,-159.27917778683405,B,-62.05733908030622,D,32.79672827702781,184.09097550387753,D,-54.86917487837577,B,A,-29.18529707633209,-9.11947516375173,D,-2.665168706835943,D,0
Black,26-35,Non-binary,E,177.2286826455516,E,-68.0181218603139,D,-134.48376543801885,-71.30885610693473,D,-4.169735948482667,E,C,-64.28190987531983,81.64052508375916,C,163.19657285400373,C,0
African American,36-50,F,D,-0.385657521560439,D,249.59782588536817,D,229.28757130106177,128.51038221413,A,29.791990740138587,E,C,98.7004589609309,27.878802601870987,E,-73.02375567201959,D,1
White,26-35,Male,C,-217.15260647324163,E,-126.02104613351337,B,212.5650704741322,-118.85191305175566,D,-174.89755343384877,D,D,-130.06286225061936,-255.92461496884292,E,-29.668503190695926,E,1
Black,26-35,M,A,-103.40390927885402,B,18.227653761063905,D,166.73783779636662,21.38287880891792,A,21.22426129157046,A,A,112.96852549519858,109.58849493658347,A,-195.27087396216012,B,0
Asian,65+,M,B,28.716450519049936,E,112.83136511547657,C,38.29195474906018,78.57771154279374,A,69.76569199570349,B,D,-40.60470269611409,63.681765410434984,D,-40.08610263434001,E,1
Asian,26-35,Other,E,86.9642759946641,D,252.16235316211745,B,-43.72725715329652,-6.142128562824007,C,84.26627563891721,E,B,-110.66020275141086,119.05238247515516,C,-74.54017461142195,D,0
White,18-25,F,C,2.514302947372674,D,-53.08757328054736,E,-0.17920381152147316,3.5773496798730644,B,12.42276746061275,E,D,-91.15467592916485,166.15720690222346,A,-30.63840055929232,D,0
Asian,26-35,Female,C,-22.03117047932204,E,-110.9511530078866,E,-39.32850318917667,172.08497220960456,C,12.458832269435138,A,C,-53.54402350169367,-106.84314493400751,B,-210.81547421382507,D,0
Black,36-50,M,B,178.23546533785174,B,-72.53076752421029,A,24.667408534703714,20.398305716088956,E,-47.52981529467935,E,B,108.81064898900863,75.66819425330341,D,-83.04220625599868,B,0
Hispanic,18-25,Other,B,-145.82868113137533,C,-9.511472090640867,A,-61.79973038573985,-32.35112061775012,E,117.21456658586314,A,B,-54.74698517245798,-89.75052540644178,D,-54.040190828816456,A,1
Asian,36-50,M,C,160.12449062311782,C,21.586152657813006,A,-22.55777020163046,-8.488775120527011,B,231.96042394784874,C,D,-1.3109380383008542,-74.6065764590659,C,-26.933805011691543,C,0
Hispanic,18-25,M,E,-8.383049004639377,C,-60.48948070394571,E,-141.06564348895827,110.0372251194907,B,57.976824055306764,C,E,11.627637091288072,40.5635036458919,E,76.5388639544277,A,0
Hispanic,36-50,Male,B,-44.669937077955666,C,118.88865777892464,B,-174.19993788243912,-146.64170263273553,D,-117.98831896196297,B,E,241.10062316017058,-63.67339803415335,A,-96.79358432790517,B,1
Black,65+,Other,A,-47.85265495494176,E,46.37042807820019,E,45.78367831138489,29.78767775685934,C,57.23861567919033,B,E,-78.77717398806432,38.06544104194004,C,19.768557005617215,E,1
Black,26-35,Female,C,32.43623099597844,A,-27.387306430350705,E,-92.06584574613152,46.00278212258419,C,145.6934522777933,E,A,44.70045362192573,-157.69939619129366,E,76.83036767305599,B,1
Hispanic,18-25,M,E,-154.67078473653538,D,25.704988319334888,C,-41.70598994145316,-67.22161632626351,B,141.89228591462515,C,C,10.564915826994573,1.3450896726233588,E,-38.452337520494666,B,0
Black,36-50,M,D,-83.74313728919986,D,-26.104544848600646,B,-25.512233198727657,3.3742671510404194,A,97.0974661109439,C,B,153.56706926469644,-169.6653903042032,A,154.4603753141453,D,1
White,18-25,M,B,-72.81889676009868,E,161.76381215321035,B,-109.39770818842665,-216.86475984813308,E,-49.15601313903861,C,B,81.37956894002866,29.50943304549557,B,81.04335662967321,D,1
White,51-65,Female,B,53.60558072165226,C,45.633143873686656,B,16.940944331016716,-138.4555818622553,A,-126.52949976307303,E,A,80.61617855695977,-4.168948640830802,C,83.29731441358732,E,1
Black,18-25,Male,D,-219.54096379921975,D,-85.23878517365036,C,56.98787084447608,93.02901396626693,B,213.87123630369135,D,D,10.278912618377001,36.77245714051405,D,87.63247149830804,A,1
Other,36-50,Other,C,43.08151170600185,E,-116.30900450619195,D,36.43907154811125,229.25379695105158,C,-177.32154289269403,D,E,-174.89232223100257,-55.87955185196577,B,-53.26572579702009,A,1
Other,65+,Male,E,60.6409507718518,B,68.68353051568754,B,64.90728203516582,-129.60774982782863,C,-60.58290123089447,A,D,-60.330141700116755,114.56368751626616,A,-51.57711419026229,E,0
Asian,18-25,Non-binary,B,-19.825392987408613,B,-18.19675593200604,A,113.0139109032344,-231.98727004649388,B,-27.852587023077586,B,D,139.79545114880972,83.03654699312588,C,-196.6467260276151,B,1
White,18-25,F,B,228.25262098088942,A,-22.167702591933825,E,99.06414088529085,-16.85335498156639,D,53.18260923998055,E,D,-227.36557612981602,-37.90360849560132,E,103.97438175939347,E,1
African American,51-65,Male,B,-6.333011878535707,D,-152.5112303431071,E,36.70161530033105,109.90675431558302,A,-1.6780879757251541,B,D,-28.517612838830846,110.90259336078961,E,23.34587889460057,E,0
Hispanic,26-35,Male,D,-40.35393891389681,B,14.205586862726896,C,122.88432477011845,34.95412680308199,A,150.9249577102819,E,A,55.05854042776814,-222.09689600193153,C,-2.8253525138794346,A,1
Hispanic,51-65,Male,B,-149.43668594497933,B,113.68932502650128,B,153.2703727260265,155.58845736148834,D,183.05494065247098,D,B,-119.43817446087877,-142.65519612316083,E,68.25904340321543,B,1
Hispanic,18-25,F,D,-216.41475592809093,E,223.8712537978769,C,-146.73809979995792,-36.83423149675756,A,-11.454653741534555,E,B,-44.44822927253401,-63.191396100512556,E,44.04525122579718,A,1
Other,18-25,Other,C,-121.92606212503989,D,-36.8469372115516,C,-167.64882265783137,65.59331684214122,E,94.382972464089,A,D,36.07858691205072,29.420214659869163,B,-69.4798462461695,E,0
White,51-65,F,D,124.7009679343846,E,-73.2492913877798,A,-59.7614412336258,-60.19732076452373,A,169.86459224621146,D,B,143.51191570129288,34.560462428291586,E,-16.204150518730202,A,0
Black,65+,Non-binary,E,-89.26367083585247,D,-119.13084885160481,E,28.919600091608043,-8.814444786487451,C,46.406306645388575,A,E,-52.7053364237897,17.143223893222913,D,-208.13339314141896,B,0
Black,26-35,M,A,163.46188233295544,D,23.21452912296603,B,-206.37501744371005,-64.89937660215826,E,39.55635731193041,C,C,-148.4373756135441,-101.29604961250183,A,-220.1948165800037,C,1
White,26-35,Female,D,-45.887437060700385,E,-75.7950632005464,A,-45.73030099630286,-73.32676481581049,B,-50.713089831243366,E,B,25.501014034861015,11.826455049629933,E,31.88773569814573,D,0
African American,65+,M,E,-129.26746271644632,E,-72.32000302020234,A,-125.79947822116712,159.68947404480272,D,-189.38926886616093,B,E,68.36684750862236,153.31153689621883,A,94.7094665260728,A,0
Asian,51-65,Non-binary,B,6.126060740608094,A,61.02726152159184,A,-117.87333181785866,11.235659601200341,E,72.03787970721831,D,D,10.372640697871496,62.364801510746005,B,-79.59869086518961,A,1
Black,65+,Male,D,59.07225216183954,D,-90.45603579529902,E,23.510643195567205,57.07928304081575,C,-176.45234642817752,A,D,-37.52669997905965,38.70754691466866,A,17.476012350261126,E,1
Asian,51-65,F,A,-205.0392553170746,E,2.2180248797640205,A,43.0685059268056,90.07534449272991,E,10.6902790351657,D,D,-96.16002711414741,147.1674758085622,C,-132.44009146408976,B,1
Black,18-25,Non-binary,C,30.461090551954374,E,-62.20496043409675,A,25.8077027845458,197.57301582907937,B,-229.67659478862296,D,D,-42.337150973203904,132.8136678401709,D,116.80747393086234,D,1
Other,18-25,Non-binary,D,175.76515248769365,A,-153.61265117447581,A,48.050870539447466,-177.9511878744492,C,25.661621660588573,E,C,-31.47096489758766,16.22172753734335,C,85.60255330267714,B,1
African American,18-25,Non-binary,A,24.965585114358557,B,-96.38668069199674,C,79.73107238683336,117.21122850532231,D,-49.95234090763986,A,C,60.32068038748024,-12.826481053811536,D,-121.46395008263562,D,0
Hispanic,51-65,M,C,-55.967392013196104,C,-90.49573280645909,C,89.79932439147763,-153.3554711884289,B,33.03969391597609,B,E,65.15890307159418,4.69108359324107,E,-145.86968950582758,B,1
Asian,36-50,F,D,-143.86331057117948,C,96.13400311634041,A,-119.40765553364925,38.806729149963815,C,49.61390398892024,B,C,-4.426421169270007,-74.1729976076179,B,54.43473990446612,E,1
White,26-35,Other,C,98.28844410288715,C,-106.48989572185276,D,76.08691913178777,-49.29039529819456,C,-15.57473587609645,A,C,-30.49308852628185,-105.58742038846052,A,-65.6617634880683,E,1
White,51-65,Other,C,-66.64824217420829,C,-63.20820533072248,B,-8.296353134244587,51.4630935191748,B,30.607911557714473,C,C,115.10783064756613,6.663460746581727,D,164.34045477413144,A,0
African American,65+,Non-binary,A,-37.34327832394562,A,202.23740719834788,B,-119.33597614086825,-173.223833866075,C,-148.373648487856,D,B,8.363628697144291,58.05081568813727,D,-78.12206922821039,A,1
African American,51-65,Other,C,11.564473472463874,D,-49.332295022942354,A,106.03968478687726,48.03370933616147,B,31.51144271569306,D,A,89.79172643336824,89.26507576800564,E,1.2490201395007956,A,1
Asian,51-65,M,C,-15.340879751659337,D,174.09404273748186,C,-36.297308178853335,42.88676909815118,D,118.79748467525685,D,D,91.18170853494367,16.965968313840204,A,12.00023384052659,E,1
Asian,26-35,Male,D,9.941123576530597,C,-34.67112011812461,A,91.29722814780939,59.832140482501394,E,35.33986855561629,E,D,-56.64019205944535,262.53634712315005,A,3.765190915821391,B,0
Other,36-50,Non-binary,D,-143.98508715034245,B,-16.404239337547804,D,73.3520566313058,-5.749512394853845,E,-4.384817742496915,B,D,162.07589566055563,-138.61115503185943,B,-136.29984141137234,C,0
Black,26-35,Male,A,-1.6578352238572873,D,-154.13809054687974,D,-82.70003958027239,-46.03651186832431,B,-225.29025511757706,B,B,-121.16387100028871,78.78865153770967,E,58.46290920635497,C,1
Other,26-35,Non-binary,D,-23.080596568777896,A,0.5248886764231092,B,64.69370304858194,183.2778610544495,B,25.377902238234707,D,E,94.29893490461231,30.534155883169696,A,140.27039183171465,C,0
Asian,18-25,F,A,63.23934354468721,A,158.39876745322246,C,7.990366904601723,21.828679104814817,E,85.24458100815202,D,D,-176.25576679142543,65.97064642425498,C,10.836117786231943,D,0
Hispanic,65+,F,A,9.572881092137017,A,-35.57307954000207,B,9.871854942609964,-175.31127050154046,D,-144.0630577572832,A,E,-25.73016276735055,-40.28027332688299,B,43.04799539456282,C,1
Hispanic,26-35,Non-binary,A,-86.33546199660196,B,44.436636691344866,D,-12.026744871498268,-72.88540185241965,D,-35.95087768696549,D,C,81.75697986913345,226.88984363262068,E,51.233878865986526,A,1
White,18-25,Male,E,-20.316617601670693,A,93.17756587419971,E,-40.90189381824733,-51.13345982870645,B,-247.5281273881718,E,A,40.12253255359673,38.13079547164282,B,67.05692304149697,A,0
Other,51-65,F,D,25.1759331745672,A,-123.58556525574218,D,-33.35150899979439,-53.011498399145495,C,122.6345553608871,A,A,-13.318452639947735,-51.304648600218805,C,-84.29444375433548,C,0
Asian,65+,Other,A,5.982216436897456,B,-18.369795376317597,C,32.45218394974086,77.51523939998934,E,-47.62428679253507,D,A,-70.87510669148841,60.2414918459441,D,-98.37367656542581,D,1
Asian,65+,Female,B,-58.022718790380836,B,-91.68692322478287,A,-83.56107701251823,74.08591402035236,B,93.62426179331484,D,A,100.30967844205583,-14.856173601673264,E,30.43798237007903,B,1
Hispanic,51-65,Male,A,-235.54708476951686,E,-154.38726997206226,D,-132.6667677240965,-181.99005737811103,B,25.174299049458337,C,E,34.44751974721666,-180.1439376509978,B,10.787142958424493,E,0
White,51-65,Non-binary,A,-175.12267884537374,E,-56.07051800783033,E,32.70779238782528,-18.673542999105116,B,68.91222944552821,B,A,-76.8122156459362,-11.829111354453387,A,-49.46659444108411,C,1
Black,36-50,F,C,6.370917142692117,A,-35.673999518958844,A,-31.25662405575881,109.16008067416327,D,-14.465478066483325,B,B,-115.52809053683349,-90.20813267353184,D,36.75471670881741,C,1
White,51-65,Other,D,-39.27825467894688,D,8.447067207593568,B,25.742885984489956,208.95642265036415,D,-138.19264694562054,D,A,28.237940751524317,-67.3163397261608,E,-14.807597684516264,E,0
Black,26-35,M,C,-93.41281497527882,E,-63.02572215161043,B,-234.6803492059644,45.674905002275686,A,-37.41487523742445,A,B,18.621934116642162,-109.04675228403838,A,-105.87166258892087,B,0
Other,18-25,Non-binary,B,-53.51316130981465,C,1.0359918138521245,C,116.91877082714528,51.82284677251021,D,2.6773136571581735,E,E,-154.00213961697753,-145.36166762756642,A,23.101207198263786,E,1
