civil_status,gender,feature_0,feature_1,feature_2,feature_3,feature_4,target
Widowed,Male,58.35543575062402,B,D,118.83699791400292,-84.15872359806092,0
Married,Male,92.91289068436517,E,A,-42.48381528760535,-278.06937719021636,1
Married,Other,14.467783305733256,D,E,-235.60783818838007,28.29602459379191,0
Married,Female,28.7806754098865,B,E,-86.29540635644334,-101.31662353747903,1
Single,M,-71.99150606281653,B,E,-70.60712942611399,-7.815697598857567,0
Single,M,74.95751164687209,B,A,-164.5472283292832,-41.456470583368194,0
Married,Female,128.7963489353491,B,B,-59.7234391321478,89.55616892524783,1
Married,F,82.46855372293668,D,D,153.84729207950855,-185.43368375851864,0
Widowed,Other,44.40654362379229,B,E,-155.55325569092025,134.3198261491234,1
Divorced,Non-binary,17.09948426350925,E,D,35.27253100483729,26.835799795546638,0
Widowed,F,39.236327495632736,C,D,140.82894678289674,8.526749425541679,0
Married,Other,-125.23873454163311,B,C,-66.00212318347806,-8.361146403256054,0
Widowed,M,61.6413056347373,A,A,-87.746835784768,-7.009229736225356,1
Divorced,Female,-30.87657140383001,B,B,-81.32295459369612,127.5928349942869,1
Divorced,Non-binary,-102.08581574615427,E,A,152.30831215155376,1.2813613089236853,0
Divorced,M,12.669072697761319,A,B,-83.4208777060091,97.01607740901206,1
Divorced,F,-1.541251517098511,D,B,28.335765366997514,18.25242525524153,1
Married,Non-binary,48.14547869877345,B,D,-129.82888508430256,-92.72691934443499,0
Married,Male,55.76503569434392,E,C,53.74462543260822,36.935430752136426,1
Single,Male,24.15109796576044,C,E,83.43764284768292,-20.878624123221478,1
Single,M,-57.098946987441266,C,D,-40.066128413622835,26.99699145277406,1
Married,Other,245.59119724828236,B,E,-250.75344828125705,-7.991463772803894,0
Single,Non-binary,-75.03603706599557,B,A,-34.509482514510175,-68.7699989376489,1
Divorced,F,-74.91859114926638,A,E,35.37983995739541,60.25308158952571,0
Married,Male,59.84251271313972,E,C,-101.85124366260787,26.181694160855084,0
Married,F,-22.022027695189934,E,C,130.41805659875706,-118.77125978554078,1
Divorced,M,15.674407219455318,D,B,-84.21443496548216,-70.79491850071612,1
Single,Other,-21.355342311447753,E,D,167.64033826941886,-17.529594019226984,0
Divorced,F,60.29799648553339,A,C,159.92117101411793,85.94688937227994,0
Divorced,Female,9.361922116341471,C,B,-122.38678887979471,-187.95466649373157,0
Widowed,Other,-63.93304419143032,C,E,149.67526039653842,-122.27994460125147,0
Married,Non-binary,-161.22481254785367,D,D,100.38525592906001,83.1511678430803,1
Widowed,Female,109.0402650545699,B,C,40.58933891334489,115.07772627486573,0
Widowed,Female,55.8771203992067,B,D,-126.47889714521956,-121.49520413614374,0
Widowed,Non-binary,114.13364950159036,E,B,-22.533689592354474,10.920106059811967,0
Single,Female,-9.670925565764275,C,A,130.1026269494672,-71.1330595162798,1
Married,F,-107.80702141302065,D,A,93.85416605219635,-19.45358034535318,0
Single,Other,-211.08096175411205,E,C,132.46782187464547,-17.96842962822333,0
Married,Female,-76.04695515320041,A,A,-164.46826806587387,63.89202958559448,1
Married,F,-151.54024834768666,A,D,146.63013296791598,58.990373320046174,1
Divorced,Other,-174.66843746024523,B,E,-138.4710104780225,41.065674935245035,0
Married,Male,-8.421731239667011,C,D,-16.686313741507824,49.235019307323476,0
Single,M,222.40968394142953,D,D,137.4263556432194,-153.59837295568374,1
Divorced,F,57.452906063907115,B,B,-46.09060791108851,56.56046124068005,0
Single,Non-binary,-26.844431848735432,C,D,-28.087030500091085,77.5700132684193,0
Single,F,-9.770090818155293,D,C,-21.810960535551757,37.44428550484755,0
Divorced,F,-122.26895936628563,A,D,-138.74253641633928,-69.32460665315206,1
Divorced,Other,-46.91693374496812,A,D,73.0692492859148,-28.510420528882165,1
Married,Other,1.4387915112456549,C,E,-30.951776107470202,166.27197341895163,0
Single,F,15.468184183309885,B,B,-39.1379085299735,35.08416040775006,1
Married,F,-60.88100879584665,A,C,199.74472544643984,-62.454450800955485,0
Divorced,F,-11.933881069342506,A,D,-95.31160420749413,-115.20407005689455,0
Widowed,M,191.02086793984242,B,E,-46.410983274880586,108.60124308902768,0
Divorced,M,-4.054075072637712,C,E,193.93916571706384,82.45966041284798,1
Single,Non-binary,-46.23837039488215,C,E,50.6473243548141,-96.93875753231302,0
Married,M,31.158008468648536,A,E,14.759781232866187,27.876021342136216,1
Widowed,Non-binary,39.813917344686246,D,B,-155.4659773736521,32.211469168939374,1
Single,M,-144.63782244740003,D,D,147.56454801513598,15.800706779766669,1
Married,Male,-70.98117778488427,D,A,119.641172112088,-47.12540531265647,1
Divorced,Other,-48.52210504916331,B,A,47.9137212290903,-164.8357539846241,1
Single,Female,41.71817805885559,D,C,117.80931133146872,-130.31349006151123,0
Divorced,Non-binary,-13.935296007331258,D,E,-127.41194613676758,-13.522043913212734,1
Single,M,-161.72503247192475,E,C,-4.192973837306354,-10.289898486687294,1
Divorced,Non-binary,-18.483359934137418,C,B,188.95983246078316,216.66530893149937,0
Single,Female,-88.277761524747,B,A,-86.73363653159728,-46.6476193780295,0
Married,Non-binary,112.80115359615401,E,B,-0.3974274516160734,32.11780516960299,0
Single,Other,-151.33780825638453,A,B,50.91106350019503,30.03120248502092,0
Single,Other,56.61023351054711,D,E,103.89883907755842,88.5096529982205,1
Widowed,Male,-19.14420561461262,B,D,190.6268329951567,110.22692755841463,0
Widowed,M,136.06849151216636,C,D,90.0975596613903,-105.23535443623935,1
Married,Male,3.4706807935199904,C,A,66.06983837903368,31.612312201879057,1
Widowed,Other,-4.573396616542598,E,A,35.13979498505402,-17.365541874038303,0
Married,Other,-101.23676801878607,E,D,6.639868339696864,153.7630549813763,1
Widowed,Other,75.1507712612742,E,A,185.45379320679513,-61.500284307635866,1
Married,Male,-133.24255541487784,E,B,-12.387600256656873,-79.67217509557514,1
Divorced,Other,26.505180649898673,E,A,-243.06215204935336,13.83154806733672,1
Married,Non-binary,74.15147144746477,D,A,-137.75225032702625,1.0588649332949782,1
Divorced,Non-binary,55.391814857802004,A,E,-99.82499469701762,29.33111246716637,0
Divorced,Male,202.5412301824065,A,B,-150.48637309783646,177.4895818657727,1
Divorced,Female,-27.884805705400233,C,D,64.22034773825548,-61.151296071781225,1
Single,Non-binary,-77.72964217273244,C,E,-36.118642704627696,-79.44233973644344,1
Married,Other,191.57966228372885,A,A,-54.82169768968866,138.31082612383548,1
Single,F,11.192971393964655,A,D,-11.187940738341092,5.612757251895342,1
Married,Other,83.41372736721245,A,A,-46.61508912389935,-193.3054922693914,0
Widowed,F,-44.97126837264065,A,C,-100.96876596131972,-59.73349144831036,1
Married,Non-binary,-59.529319980456016,C,C,49.44311327662682,-52.16597044490388,1
Divorced,F,46.79872635103463,D,C,121.08546280431689,-7.948987769054481,0
Single,Non-binary,126.1973771636101,B,C,95.9477586859818,145.17232050020235,1
Widowed,F,96.49677258176212,A,D,22.048797485742373,61.90431681355199,1
Widowed,Male,79.11323833744126,A,D,-128.26048018065595,-31.841153652094484,1
Widowed,Other,-7.575250188472343,C,C,13.400439748745136,-177.565891429588,1
Married,M,-76.59465692355715,C,C,-3.8570905904159165,-80.70340732028741,1
Married,Female,-89.69572239063007,E,C,-75.46079946086304,140.2665185357344,1
Widowed,Female,-174.2147234040112,D,B,-99.28384323641369,145.90658611614447,0
Married,Non-binary,-86.03267181197761,E,B,-60.94332323679961,82.09984990097553,0
Widowed,M,-50.23387400509185,D,B,-48.792267533010225,-200.04478235846733,1
Single,Non-binary,-117.46906945446112,A,E,51.29729930765369,-37.2945436843595,0
Single,Female,59.2296866121939,A,B,47.9317545609938,-143.3245114407799,0
Widowed,Other,-48.51531064114687,E,B,-126.29799806505567,-33.697149229068145,0
Widowed,M,-47.15704027553706,E,D,-75.08107359909097,-23.80652009477243,0
Divorced,Non-binary,-181.57255894241823,A,E,13.923031327853764,94.09244036163854,1
Widowed,Male,193.39743718449515,C,A,-83.93011279412971,-84.70006368481691,0
Divorced,F,-63.91859176730269,E,A,150.93507055327157,7.65277486736177,1
Divorced,Non-binary,-75.58223670725934,A,E,86.60242578923761,21.127875005883823,1
Divorced,Other,-194.5180549578567,B,A,65.79095019494761,-56.4771169558966,1
Widowed,F,23.21870910271379,A,D,-41.6980172791873,-99.29454448898657,1
Married,M,-168.20689963404047,D,E,-92.952351732672,-210.74973677262676,1
Single,M,-14.495715462512191,C,A,108.60097723033559,-7.442174531955099,1
Divorced,Other,8.358990079370948,A,B,43.304103743858974,-183.57499684740526,0
Single,F,187.2716327477023,E,D,-169.85477432399603,0.15269786686925532,0
Widowed,Female,-224.55596448836764,A,E,58.47001687155257,-51.33820031303771,0
Single,Other,50.040084009784124,A,E,-32.05393251986038,-230.8152339326108,0
Married,M,-166.7188961960024,E,E,56.149131026499234,-308.3863552895556,0
Widowed,Female,-28.39130971673871,A,A,22.20860741016665,-55.1269732708356,1
Widowed,Non-binary,207.87812970480712,B,E,-1.3058758164549067,-21.032844297901555,0
Widowed,Female,-35.56932614227532,B,E,82.18870109007914,-64.39067397830955,1
Married,Other,77.65418593527114,A,C,-119.1072199285064,51.11428565180318,1
Married,Non-binary,-49.35043148736585,A,B,13.10837017432847,-61.70891973506989,1
Married,Non-binary,-55.945917137380654,B,D,-25.911327634497283,-32.40107788581267,0
Widowed,Other,-63.3233532220845,A,B,-152.1346873172038,8.059435772347273,1
Married,Male,-38.90373622330291,B,E,-84.18462246859968,-19.484433826436725,0
Widowed,M,-24.29898001963951,E,C,114.19989858835447,-17.768369892356585,0
Married,F,-16.203163502849378,B,B,-115.40814244947188,-130.07260031252846,1
Widowed,Female,117.87271615803574,D,A,-64.53551142974956,-141.42401964071965,1
Single,Non-binary,-11.821070781243591,B,E,85.61206046792775,183.00116455786025,1
Single,Other,75.22199980303192,E,B,10.327357654487052,-126.6776678171954,0
Single,F,-45.27284519433632,C,B,114.25366415087828,16.562191788013187,1
Widowed,Male,28.44573009764522,E,C,-70.72496056943284,25.463159931431754,1
Single,Non-binary,73.22543358492564,B,B,-106.94440204753559,134.6742758495014,1
Divorced,F,90.76124978133062,E,D,-50.606423078785554,-119.87807731961499,1
Married,Male,43.73769964588778,A,B,118.4332080365198,61.89493883090967,0
Divorced,Female,-21.129122671232683,B,A,-44.2521416529325,-60.44926299914153,0
Single,Non-binary,-47.732275676032124,C,A,-77.30524368152697,-129.35587205152177,1
Married,F,-101.7119147478339,C,C,-24.685789297630738,-20.5464778502152,0
Married,F,-146.50091195557343,B,A,-15.431069974420053,72.86806423202925,1
Divorced,M,-238.88340318400662,E,A,-70.27173984016551,-131.21252203626776,0
Single,Male,77.14337901162729,A,E,-1.3188307896238112,-58.45044958546677,0
Single,Other,-231.61424938065443,D,C,-235.15018254097808,-101.09972864337126,1
Divorced,F,-116.47311317075113,D,B,69.12877679314583,25.170674301058966,1
Divorced,Non-binary,-70.309074335542,B,C,-50.24827313925535,-84.32243319258387,0
Single,F,16.366176290069966,C,B,-268.01563908304564,35.629737058496666,1
Married,Non-binary,86.05030529608158,B,A,-22.76081526830086,-36.83467322820471,1
Widowed,Other,7.085496020246442,A,B,-107.04168562123783,100.867610709866,1
Single,F,-87.64953743510314,B,A,-151.73676253725358,17.965607872784638,0
Married,Other,-3.392388771348092,E,D,-62.9492859542716,-106.06876991921273,1
Married,Non-binary,-231.6827075477333,D,E,-198.15829151979867,-52.84875314834072,0
Divorced,Male,56.80319697349622,C,B,98.8358725476907,86.77482388691443,0
Single,Female,125.2462743022474,A,B,-115.4280824256112,-209.78184545815296,1
Divorced,Male,-207.34681421053912,C,B,70.62251296767984,-88.99744923583158,0
Single,M,-169.46542748081015,B,D,12.250416941121207,2.976432934510711,0
Married,Non-binary,-94.88098316917537,E,D,-75.02740017766024,-110.15610152906142,1
Married,Other,5.794947171745677,B,A,-243.80230143035297,68.72209170879535,0
Married,M,62.485880864662406,D,B,-31.654133878922252,102.35081428824265,0
Single,M,-151.5263286897208,B,B,-105.6314282996646,21.242108258086276,0
Married,Non-binary,-78.09395112859166,D,E,-60.52493113566525,-21.248919599714032,1
Widowed,M,-36.255195010981836,B,A,-80.13282042395765,135.7934445009782,0
Divorced,Non-binary,-75.07018253986527,D,A,-89.0665797136092,146.72887549962132,0
Single,M,-146.4799370051074,D,A,27.951122778121174,185.17456600306917,1
Widowed,M,-65.62024845409017,C,B,29.52733062663687,24.525728050128876,0
Married,F,47.157383673997174,D,A,-58.31508801456131,53.92950938931563,1
Divorced,F,25.757956822968797,B,B,-14.411089078157154,-52.171959535869625,1
Widowed,F,-148.8185861040649,B,A,-75.89991296521599,-66.11917076026396,1
Divorced,Other,126.95331853667611,E,B,-24.72316835115481,-124.49065070593196,1
Widowed,Other,241.32943562076662,B,B,75.13626948964392,-29.8743620845211,1
Widowed,F,53.78382772040777,B,E,-77.0160040271649,-87.1680478113789,0
Married,Non-binary,-112.70951605695593,A,E,45.380943181823774,-0.8224421120903115,0
Single,Other,-67.03012948366867,A,A,112.66436434693938,36.84077122459142,0
Single,Male,-65.10185528863514,E,E,-65.49474925912165,0.3124552301577899,0
Widowed,Male,-164.32079915409042,D,B,-132.42062540670003,8.996688823136209,1
Single,F,8.671202146088874,E,B,-27.907886598315336,22.16156053908954,0
Divorced,Female,-38.061168942032,D,E,9.509094929148281,-28.6884107732263,1
Married,M,63.73487449059307,B,D,8.604520915278846,65.43643232717503,0
Single,Non-binary,75.62099741803371,C,B,36.210274992360404,-79.30297441054628,0
Divorced,Female,-125.96193520927292,A,C,20.447281141886634,154.9501925910022,0
Widowed,Male,-161.3598969896904,B,E,76.04628683290409,14.7234252840292,0
Single,Non-binary,-220.23486033195047,D,A,87.21677557466889,-28.130300248271812,0
Widowed,Non-binary,36.926490462906095,A,B,-250.77951971488463,45.84923226284155,0
Single,Female,-29.706294646346905,C,B,22.392992702709822,20.40574918302408,1
Single,Non-binary,10.756832687437969,C,A,57.0617803066005,-185.89166295335545,0
Divorced,Non-binary,-70.23144143386092,E,E,25.62933279158348,-58.63774211735733,1
Single,Non-binary,76.85169058172188,B,A,-25.731648602878693,-92.16488241315012,1
Single,M,-52.97383933407595,B,C,-147.70935932381647,-24.943712808242513,1
Divorced,Female,56.36810581061324,D,E,43.679589979159566,-108.40649377098899,0
Single,M,-242.4346369174447,A,A,55.06417207321407,58.25542678496994,1
Widowed,Non-binary,-71.41736410355693,D,D,131.4776643046729,122.36599115062579,1
Married,F,-33.329285327341154,C,A,-70.68802639133092,-23.35896473520528,1
Single,Other,199.05646703242905,E,A,18.844004789280262,125.54924826002178,0
Divorced,Other,-45.70379349887233,C,E,-42.39149087302347,-231.35414529116517,1
Married,Female,114.81028014645433,B,B,-63.840005055092554,40.89286577836234,0
Single,Non-binary,-51.19553882405331,B,A,75.55107783092207,24.243112015720726,1
Single,Female,-124.2106196691565,B,E,9.893720137937818,-135.8081590710973,0
Married,M,140.6737506609771,D,D,-144.4938682607152,178.82634316140283,0
Widowed,Male,-65.07138978751107,B,C,-172.8787113932367,40.88896344014017,1
Married,M,-217.82311498809725,B,D,-38.58590515320527,46.79481172836078,1
Married,Female,152.35835778117828,E,C,15.6356767999861,103.03049032091145,1
Married,F,-98.96779373231459,B,C,231.65228010519502,204.93256800797997,1
Single,M,40.785525842233554,A,B,51.04141993934095,-101.2868151824106,1
Married,Other,71.13970210838914,E,E,-9.753202395032764,53.515423005409026,0
Divorced,Male,76.62710211343136,C,C,-113.62578477134713,-12.711286445432243,0
Divorced,F,-72.3258673562731,D,C,136.28057247371925,15.863411241930322,0
Widowed,Male,4.266447582873744,B,B,-49.187874434018774,-111.89916133038385,1
Single,Male,19.22690006994786,A,D,45.7322051166212,-115.81174907501308,0
Widowed,F,135.6245423782643,C,A,-356.42680161917343,-67.18528940033698,1
Divorced,Other,-29.042907126550848,B,D,7.052625082931287,15.63015462054223,1
Married,Male,200.2001778911171,D,A,-41.69425718421212,-39.559448735543334,1
Divorced,M,91.01172699881262,C,E,102.58812972682499,-0.36221064307635453,0
Widowed,Non-binary,135.8404747643636,C,C,-146.5684891418264,-7.24325781425056,1
Married,Male,278.9781928485032,A,B,109.6379447542714,133.43413915037218,0
Divorced,Male,-118.77033366212018,D,C,-190.0998547498906,105.35507496331967,0
Widowed,F,-97.38114574214653,A,D,-117.92767929479824,104.61812697848447,0
Single,Male,-169.32940636991464,B,A,72.96767035278624,-51.209403134642464,1
Single,Male,47.80515332031754,E,E,-144.3082194776925,77.8328204013589,0
Married,Other,-43.18977277944521,D,C,181.99203317088924,-76.1177667446245,1
Single,Male,70.9127906762454,D,B,-190.20517053435327,-65.72203773425831,1
Married,M,-63.70599806647987,E,A,23.8594714858279,-41.2206058439062,1
Married,Non-binary,-50.61981003983206,E,B,116.25248068890957,-18.40718787126773,0
Married,F,-19.85519454993782,B,A,-21.348773871690057,-99.07656810542922,1
Widowed,M,-82.6071200913687,A,D,46.37421144168204,205.84571627160466,1
Divorced,Female,67.00860942731985,D,D,-38.42955624665817,-115.04494195463583,1
Married,Non-binary,54.14043416769938,B,A,1.3402497495677912,35.57615084406699,1
Married,Non-binary,57.646654276097074,D,A,-28.81740257220939,-20.832243097739514,0
Divorced,Male,-277.15733926498285,C,C,-220.28214914465173,84.56864599722155,1
Married,Male,23.977233707062318,D,D,-105.61946334031833,6.146805271429197,0
Married,Male,17.244712917272135,D,D,28.12372000978027,0.9154869370016065,1
Widowed,Female,-105.78269146791,E,C,-33.53026398949917,8.556473732151657,0
Married,M,-196.05282839905448,D,C,-54.303432187439846,112.31101538822259,1
Married,Non-binary,-141.13634523788286,D,A,-101.21611559627215,-94.19711628245312,1
Married,Female,-102.15164697424466,B,E,-89.60068960148644,1.041891953311065,1
Divorced,Female,110.91828288463638,E,E,-168.65839837614683,-5.259120296690943,1
Divorced,F,109.26366452563458,E,D,58.453691370242936,0.2746715751206395,0
Widowed,Other,8.377374490270796,A,A,-106.39491379604435,-161.32134191276475,0
Married,Non-binary,21.322049895598305,A,E,53.881110112969445,63.420067524424454,1
Single,Non-binary,30.319483204245156,C,D,114.31317918593824,21.790560512880937,1
Widowed,F,24.194101651412698,E,A,-11.510228529815768,-26.029664732153535,1
Married,Non-binary,-105.60227377593907,B,D,21.034976607312164,66.53517436527676,0
Divorced,Other,-88.95733875179349,A,E,154.6477052673152,-54.136411436935894,1
Widowed,M,84.12519497627233,B,E,-77.18316916810856,-94.1416216727299,1
Widowed,Female,44.736551076335125,C,E,-103.16151705021417,-72.23117189333789,1
Single,F,105.57025611241863,D,C,-232.3338336260172,207.3911448926535,0
Single,Female,-68.90582344952252,C,A,141.3683572807119,-101.81567086804593,0
Married,Other,68.72650745019455,A,E,-30.26292391413577,-55.37138816417237,0
Single,Non-binary,-4.266820554676854,A,A,174.71691869860712,-81.03330365860477,0
Divorced,Other,-84.19481875397913,A,E,-51.02674504158602,53.061073117069235,1
Married,M,-18.496894400096426,B,D,71.30842581203402,-17.650478138289273,0
Single,Non-binary,-192.92272970116198,C,E,-32.66923739635945,54.67991067893706,0
Single,Female,68.7666969515848,E,A,9.176465895115076,-108.74969620990515,0
Married,Male,23.839067632374732,D,D,27.30207405153421,-72.19726906527578,1
Widowed,Female,-83.94887442233326,E,C,-91.55384571857114,-59.26982679282212,0
Divorced,Female,34.13493691158443,D,A,-116.21720489875884,2.5313576221382648,1
Married,F,-28.66941670660614,E,A,-21.076666159681004,71.72332782592139,0
Single,F,-42.65831214981443,B,C,101.95547014844335,63.50514302988397,1
Widowed,M,-43.72111584949096,E,C,-222.81262557150808,-231.3960299603459,0
Widowed,Male,65.51857642849932,D,D,-7.978210548063834,-165.14290798810484,0
Widowed,Female,7.5776692947412485,C,E,-91.75608234537519,45.370471388475764,0
Single,Male,37.350133333628484,E,A,46.05142687229556,-206.73804579030653,1
Married,F,-7.822279381030876,D,A,131.18869265547943,-32.238369904259535,0
Divorced,M,111.59376738717428,C,A,-172.93099026680102,-18.616547664951803,1
Single,F,158.2123340301399,A,E,-60.96644543237457,121.60685055868919,0
Widowed,Male,-95.50104770709777,C,B,-11.023957075238428,-147.1066771238591,0
Widowed,Female,-46.87143491835678,B,E,118.42721034868148,10.798837428221416,1
Widowed,Female,-55.542888725062575,C,B,-16.602628916311904,-25.228511695433998,1
Divorced,Male,64.05315091869662,B,C,-49.961746131134504,135.6942937543818,1
Divorced,Male,-39.54476886447829,A,E,-0.9576313749585261,59.15911034474747,1
Widowed,F,-8.274774959768722,E,C,60.8054622267459,-156.91630547904975,1
Widowed,Other,61.04825047578017,E,C,1.0892104351269627,81.72590595737468,1
Divorced,Female,2.9849024518520886,C,E,104.63668995261885,28.918032688974947,0
Divorced,M,-63.12979009527274,A,E,-52.95540645789869,-293.3537116736532,1
Widowed,Other,-50.3072175322689,A,B,-179.49238690917687,14.6007445181966,1
Widowed,F,5.648393616610959,C,A,93.83131159181052,-25.14203245162862,1
Widowed,M,-113.31387909382762,A,E,76.86048926297332,-37.38702626260907,1
Divorced,Male,84.34904137442392,A,E,174.213025842085,-68.46152166722534,0
Single,Male,37.03186286352652,B,C,36.162684968139345,217.7687427675445,1
Single,F,-188.32607222948374,D,C,-127.01683709817011,140.567798417187,1
Married,Other,27.546921344118612,B,C,-25.0333091814459,-5.3198379540775775,1
Divorced,Non-binary,-40.71579523986407,A,A,-15.437710395038145,104.60787602945784,1
Widowed,M,-142.8678198763064,A,B,-90.6818357838344,7.875365682245139,1
Widowed,Non-binary,66.35922014642766,A,B,-43.04683396259839,-66.64098135307096,1
Divorced,Male,-26.252304172791696,D,D,-3.457688177797555,-52.885043088906784,0
Widowed,M,-70.48534530618053,B,B,-31.319124534815597,93.14335196235753,0
Married,Male,-46.38739297530756,D,E,-93.003191549994,88.31344476040015,1
Divorced,Female,-4.5093122586687855,B,E,-18.773199152417273,134.128451256353,1
Divorced,Male,-168.06272469739108,E,B,-58.42312250680355,-5.240771710166992,0
Married,Female,80.52665266361572,C,E,55.302906104705215,-113.59445253856018,0
Married,F,145.49539161761845,A,A,26.86546130771336,31.234772225504525,1
Married,F,24.445329090495022,C,A,14.730774461577454,-49.63424327012332,1
Single,Male,-6.525987792422579,A,D,-78.43982836835023,67.19301062370677,1
Single,Other,155.6345378544285,A,B,68.1444557505293,-36.10137181805635,1
Single,Other,5.531554213414359,D,A,151.87960902770564,73.04164039579344,0
Divorced,Non-binary,80.61957378206432,D,E,-33.55078434853511,20.475681499489028,0
Single,Other,-147.39656606173952,D,A,70.07879118636376,-17.777554512000783,0
Divorced,Other,34.92102155497778,E,A,213.72523562664227,-33.782100611754565,1
Widowed,Male,-42.497295804036575,A,C,-62.76874292184996,-157.6191901105571,0
Widowed,M,24.629643664610636,D,C,-59.575834368924,-132.20753480119245,0
Widowed,Other,-46.06056297760714,B,D,-124.23685614726163,-16.518299658216954,0
Divorced,Male,-58.7070665661684,D,B,46.160862699928344,37.517305605771654,0
Single,Non-binary,-104.96221228913687,A,C,82.89152512139894,38.06873320116895,1
Single,Non-binary,10.92976688571066,A,D,135.79427854001682,58.79996489183442,1
Married,F,46.58829545031398,A,E,-105.05308088456422,203.98872384811924,0
Single,Male,-39.23969748562479,D,C,-53.9623296386338,95.32953479797156,1
Single,Female,-8.48036234131398,D,A,49.958770865161654,-155.57383392238995,0
Widowed,Non-binary,-60.05512496140781,D,E,-92.2067125788667,-108.15634501836364,1
Married,Other,-24.211161102221247,A,B,-66.426537943831,25.30327426071563,1
Widowed,Other,-47.93647356731764,D,B,24.81261065785647,-146.9757515640003,1
Divorced,M,-27.232072796621832,C,D,74.43300570017306,-170.2552249896736,1
Married,M,-91.7566537727694,A,D,-221.41665181678536,25.1199444279523,1
Divorced,M,0.3085214792835979,B,B,55.12359056671168,-23.276221685586638,1
Married,M,19.012095911662342,B,A,162.5147880488955,22.78171723206425,0
Divorced,Female,32.71948421909141,C,A,58.013361296845865,69.1132475721309,0
Divorced,Other,-64.66635918262227,A,A,75.50230296675478,137.240064954211,0
Divorced,F,-60.18180328757799,D,C,-2.960002108344418,155.2170548006815,1
Divorced,F,-22.74428216577962,B,D,89.54644263467043,51.71650889960632,0
Widowed,Other,61.574275379417664,E,C,66.54815797532908,28.999943129774692,1
Single,F,-31.849514559544634,C,D,133.9238646994255,-1.2923747144077595,1
Widowed,F,20.347082739952313,D,C,43.04959553358799,11.071652279797227,1
Single,Other,-16.26065391603613,A,A,-62.425527624265854,-126.53252907339221,0
Single,Other,67.07203128880653,E,B,18.42931990846811,24.26818027481126,0
Divorced,M,1.3285910840459654,B,E,43.08831460076075,15.093441596996362,1
Married,M,-25.03340598602043,B,C,-28.12346207791086,-63.510633028797784,0
Married,Non-binary,23.160868951611658,C,C,143.9851122125471,74.40709136904404,1
Married,M,142.37931420002957,E,B,-161.72316167811618,-6.575645595558031,1
Divorced,Other,-39.52594144407443,A,A,-64.69347415154398,-23.524940353938376,0
Widowed,Female,-190.1787470539267,D,A,-62.63177623835852,74.41013372110451,1
Divorced,F,141.31002333423464,B,C,58.62367137724961,215.27164873707721,1
Widowed,Male,178.1224103101973,A,A,97.16918429052312,18.52807663450192,1
Single,M,-116.22138172249605,C,D,-31.360435591228285,-48.42600377054526,0
Married,M,25.830690862361227,D,B,-54.41714412921363,-1.26523834506987,0
Divorced,Non-binary,78.25034044167431,A,D,88.94447184735016,52.53546500323792,1
Married,Male,108.50758821763773,C,A,-4.956482635975244,20.580471720929463,0
Single,Other,-51.597180153890406,A,B,1.020781205951173,-17.29902650360197,1
Married,Other,82.8767052454771,C,C,-87.45584902362464,151.93255938735365,1
Married,Other,38.47366048068891,A,E,126.31488538760576,-14.335703412209867,0
Married,Female,47.88910116865049,A,B,124.99418188231068,41.61774245277493,0
Widowed,F,-56.113946214569246,C,A,-68.09843669185383,-81.16920649527285,0
Married,F,61.26642110134085,D,A,-165.16133580746353,-228.6869043348277,1
Married,Other,27.395855855545335,A,D,62.62428985499695,-34.034354929425696,0
Married,Non-binary,48.469255264334734,C,B,28.411071270452876,163.03369835819407,0
Married,Male,-60.81674485876003,A,E,-51.497499939621974,9.393135862697033,0
Divorced,F,51.822199314468975,B,B,-52.00493427539568,96.04445406256771,0
Single,Other,132.51509791443144,A,E,100.15100063263293,-147.7334299054123,1
Single,Other,-94.34104734054957,A,C,-240.7093933800763,-67.85157146065468,1
Widowed,F,-50.555487760956964,E,E,-83.56980793746865,-3.544852279410803,1
Married,Other,15.255130267532932,B,E,11.83935086394704,-50.936822572956316,1
Married,Other,-22.852342855967002,B,E,-131.54320757519346,37.43435413315763,0
Widowed,F,8.957758241629717,C,E,-18.52810861075498,-29.402353731457932,0
Divorced,Non-binary,-124.04038090667542,D,B,-77.98967696120513,68.77867027350027,1
Widowed,Male,10.918086706083248,D,C,-3.185788720464234,-254.30184822271872,1
Single,F,81.66791000414362,A,D,149.37509214103108,-163.84576055059733,0
Divorced,Other,56.83196397190054,C,B,45.25502319089061,-148.50386433057784,0
Single,F,38.33898587706269,E,E,45.866063371448384,49.42564734240113,1
Widowed,Female,0.4767579262572065,C,A,180.06615346779236,-20.476728182639874,0
Married,M,129.81116829799245,A,E,-72.61093358707036,127.79950279511516,0
Widowed,Male,21.28421460065316,A,E,21.638043988053614,-37.774867937875264,0
Single,Other,-52.41771155565306,B,A,-37.1618698796469,-200.2631528883974,0
Single,M,-21.503175977046105,A,C,-117.3269121543882,-109.98518786974184,1
Divorced,Male,176.9159301912751,D,A,70.20443536636442,65.49020613244477,1
Married,F,-34.841804189086936,B,B,-180.8553805382915,-159.65784084048832,1
Divorced,Male,-105.61433054603361,E,A,-89.17786416948157,-37.81118363631077,0
Single,Other,-116.96992485286289,D,A,-27.937320556608846,-46.25612294749419,0
Single,Non-binary,-44.292434095292116,C,A,-56.62127054673096,82.10551881246222,1
Single,Other,13.897304798966163,E,E,54.805962904542774,18.107238637977442,0
