RACE,Veteran,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Asian,Yes,F,E,C,128.0281451603827,59.95118753651387,B,D,-7.0910193596320035,E,142.12430197630496,-13.069226964134966,169.34786553401202,1
African American,No,Male,E,C,49.28257050431583,188.34872500356113,A,E,221.4240157841008,D,-0.27464093248734955,10.753614287236832,-106.79059069266405,1
Asian,Yes,Other,C,D,-138.6138454172464,127.70668215581912,A,C,191.23457974678374,A,79.07937226006021,99.73833601151756,-97.01805542271885,0
Other,Veteran,M,C,D,-105.45435201845655,35.063109220558545,A,C,-25.240440279338213,A,82.97192548830022,24.601223753667636,-179.84305633186352,0
Other,Non-Veteran,Male,C,A,34.6527937056081,7.201624486524261,D,B,19.853825212291756,A,47.334998034610805,52.55366500999807,22.519426061455814,0
Black,Non-Veteran,Non-binary,A,E,-260.1495485303772,-112.84479416326099,E,C,27.274937402566106,E,-71.69664123786544,0.4224731262009464,38.62260675790636,0
African American,Non-Veteran,M,B,B,22.16052988983256,0.32088958408958423,A,E,128.51157228794304,D,-69.39851725500792,45.395109723679475,-33.49718028007236,0
White,Veteran,Other,C,B,176.25228595259892,-9.825517854814168,B,A,-67.70128269076827,B,75.85861081221377,-95.14816298051949,-98.93590520048183,0
Black,Non-Veteran,Male,B,C,-74.79449673307535,-150.84806489940965,C,A,-93.14640024915157,A,-134.72572824060208,-64.15728102424039,267.5131916406961,1
African American,Non-Veteran,F,B,A,-188.77780328096864,32.78596799179914,B,D,187.67799357930608,C,-30.540092913701542,36.90797834319343,-37.60167455364288,1
Other,Veteran,Female,D,A,28.038198082102145,-157.2147962046845,E,A,-96.12700414051893,E,147.4163462307176,49.03935463307243,-128.98357992477986,0
Black,No,Other,E,B,10.45503411150289,-105.75123340235682,D,D,-136.20293224886365,D,130.14023074511545,208.4881359975699,-22.5001757607017,0
Other,Veteran,M,B,D,160.39015222689451,-169.44939985667793,D,D,184.54385317207255,E,1.7885493580505074,-134.87223339378073,35.42637688108603,0
Asian,No,Female,C,A,-9.774403314047017,57.291278977255274,C,E,213.14406233811147,C,88.0354844867764,-28.3341940889688,-72.43061943666042,0
African American,Yes,Male,E,C,-65.40556430876741,-47.54767520527304,C,A,-72.15020372705928,D,-55.73352299280955,-62.27151973045033,-5.523376976546716,1
Asian,No,Other,B,B,33.116212874552694,126.52048010545498,B,A,236.48165029013026,C,143.4489707747569,17.22754697400208,-81.9005294247361,0
Other,Veteran,F,E,D,19.709956429637394,-18.800969447957584,D,B,-53.2297507349866,C,85.9677795310418,-13.995118607706875,235.81776654107136,0
Hispanic,Veteran,M,B,A,-14.747891501902632,-20.426235955884653,B,D,62.52894891104172,E,118.50566516708227,64.96118172777469,30.717479336021825,1
Black,No,Other,B,A,-21.324267006929375,-123.21989962746306,E,A,113.85943357832657,C,-90.80879256082545,93.39093113969668,112.62008035005641,1
Hispanic,Veteran,Female,B,E,101.95452153164486,59.77845227259929,D,B,112.9215896332407,A,-240.13131215457548,3.7332835263910757,20.409101947002974,1
Hispanic,Non-Veteran,F,B,D,-134.78523267147193,136.73264963430896,E,D,152.90203335987354,A,-26.227808244079064,101.21536890010265,-66.38732917207388,1
White,Yes,Male,C,B,24.758390123597955,-99.51754548600869,A,D,-68.6352959216694,C,-15.977916416530979,-52.88829071230791,35.58541561458153,1
Hispanic,Veteran,Non-binary,C,D,70.02806868495726,-97.95010880776887,A,B,110.99673712534323,D,80.38739422470087,138.78609675428905,181.3249651286579,0
Black,Veteran,Other,C,B,-69.26231790550271,2.3361075433314773,E,E,-151.62254417012076,E,-7.198174641026861,22.198374920675825,-163.96648012788324,1
White,Veteran,Non-binary,E,B,-121.5532879778532,-15.931440477158265,E,A,23.82192776300161,C,-9.27010567754013,-182.01802617448882,-31.117034365130642,1
Other,Yes,F,A,D,37.252200927213266,-22.75974937937052,D,B,34.6272128726255,E,23.993634792162265,-73.10886467531503,43.67967736415901,1
White,Yes,Male,B,C,-13.552923860995906,28.469096686149136,D,E,28.041713923286476,E,19.68068917787808,-46.32866125871049,-139.88177875296896,1
White,Yes,F,C,D,-95.4007244264234,201.06937833862003,D,E,13.571687134309137,A,-121.67036915873027,102.97386319456959,-65.14447422853279,0
Black,No,Non-binary,A,A,-113.81054219647109,-32.3954016591253,A,E,132.84618289738677,E,124.89222989125327,219.2623606621209,-128.65661350247163,0
Asian,No,Other,E,D,55.23943759355245,206.43871743255562,A,C,-56.02935428696063,E,-65.9992547074983,110.94215581394438,50.929926868281875,1
Other,No,Other,D,A,-62.13922592120821,-107.97749391891449,E,B,176.6703104754396,B,-130.65318122714135,-171.90274852042575,60.33379735952833,0
Other,Non-Veteran,Female,B,E,69.69631200552112,14.143099318822575,E,E,24.45993643371242,A,90.07959275898396,-34.0278566758505,-91.0339249659906,1
African American,No,Female,B,D,36.944834463138974,-80.08267557060013,B,D,12.635441728425434,A,-76.79930998739549,-112.83224728722124,97.06891838387855,1
Hispanic,No,M,B,A,27.090016657529592,-43.82756651540835,C,C,70.94617071119285,D,22.045656108230514,-19.936173177826156,149.69106306673504,1
Other,Yes,Male,B,B,109.0233731928475,-68.70056660321463,E,B,-95.10514332568218,D,-0.16640004090123536,64.3232325629622,-268.8740710621967,1
Hispanic,Yes,M,D,B,-73.56548178249923,89.32171455620464,D,E,-111.78332737708678,C,133.49357894489344,4.33219125225812,-54.77981742098641,1
Black,No,Other,E,D,-22.069303890866706,133.71047614392853,C,C,52.02940747886553,B,-107.80662421185406,-11.22628245699904,-32.83742734392469,0
African American,Yes,Female,E,A,-80.03565647584892,-77.22379770767739,B,E,69.43831439379923,D,50.776881913964736,204.40013677715837,-33.82382322652567,0
Hispanic,Veteran,M,B,B,45.41447766234186,-63.97600469747956,A,E,34.56155535755569,A,-100.14616507006875,42.982190968377026,-79.48841370716583,1
White,Yes,M,D,B,43.38248432309588,34.468696471894845,B,C,-76.09679587644163,B,-49.76663208675618,-55.32381667172399,109.93327178215895,0
African American,Yes,Female,B,C,2.3739667188545357,116.250884712837,D,E,127.57816976884355,A,64.5417077972512,64.46016015927059,41.25849313899158,1
African American,Non-Veteran,F,A,C,14.778702567904192,104.71380342037504,D,C,122.52694097555849,A,53.49061970648783,143.9549346186473,-224.4112248954816,0
African American,Non-Veteran,Other,B,A,79.70365753682543,-20.181661190576865,B,D,-107.1355591323307,C,-14.013550404502254,-120.60810593842291,-25.263725051459645,0
African American,No,M,D,C,7.237882355756452,54.356469763144354,D,B,1.4166040359259806,A,-27.66102607711536,-70.0438342893994,9.406365736148475,1
Asian,No,Non-binary,A,C,148.05749872277934,-60.46592400796612,E,A,-38.031925424683735,E,108.12916784858216,-199.96279927041536,99.89275762932775,0
Other,No,M,D,D,-22.2811652172666,-121.54844936266853,C,D,-153.33455989845552,C,42.10061133966298,101.48638288391523,36.09493456910202,0
Asian,Yes,Female,E,B,32.288853417844784,190.7335204894573,E,B,-205.94971613745236,A,7.51329599259849,6.535197363234438,-59.4441049019468,1
Other,Yes,F,D,C,149.28563113953365,-72.74068437775024,B,E,34.383408612283425,C,51.45669418245944,213.95973607356086,-84.61627281354606,0
Asian,Veteran,Non-binary,A,E,-15.191345780822886,-271.40075199444,D,C,71.60595293802689,D,-184.0453452793687,-77.42959028426118,-194.3513120956154,1
Other,No,Other,A,A,138.04476659869744,-17.143119991202017,C,C,239.0896160109292,E,168.54035712644225,87.43053898042957,-34.08463026657093,0
Black,Veteran,Male,E,C,-162.6924495339195,-147.2185928655277,D,E,51.77886432161927,A,2.6301805288514357,-12.781423553480323,136.95889585106798,0
Black,No,F,A,A,1.2480805267325548,63.59332190747625,E,A,94.49645609377103,A,20.743088293825316,-108.08886437200995,-32.10452113723953,0
Black,Non-Veteran,Non-binary,C,C,-120.69182670856699,-72.44327878578348,A,C,-110.8119144126199,B,-62.23634528596046,-35.24000970616747,-12.131552968461405,0
Asian,Non-Veteran,F,A,B,-187.92629805532397,-62.10482037661006,B,A,-70.28349042191007,E,-29.041482438195715,-6.104235649338112,46.95437898796984,0
White,No,Other,B,E,34.338756313516164,118.24646934991546,B,E,78.90255333591936,A,-147.96684754088352,-133.3818531826829,9.757337000297424,0
Other,No,Female,E,D,72.4939502094752,29.59902826700584,A,D,-7.875853627096936,D,71.7466529662608,-128.54790306642232,57.66663616762205,1
White,Veteran,Female,C,D,-18.95289973323746,-119.88157794783727,B,B,-13.370206486665861,C,-89.65509804774322,267.98025070489484,12.875888853684142,1
Asian,Veteran,Female,B,B,-109.04507289834875,-137.48943222781043,E,A,-102.00992759138626,B,-0.25779240472658865,-81.54901013696976,72.06645632901034,1
African American,No,Male,B,B,-46.203740908540496,9.933153692881444,D,C,-32.99291977483092,A,250.55663890502564,-32.02594441539841,-89.3917196231672,0
Hispanic,No,Other,D,B,25.373118583059632,-191.03751709705088,A,A,66.25494476008859,A,-64.04561868600211,46.02136294680445,1.6990006851033277,0
White,Veteran,Male,D,D,-2.6967694878384685,67.14605103497784,C,D,-1.1960969572793534,E,144.7061916037179,-55.81948298905664,-71.15735462585488,0
Hispanic,No,F,E,A,-65.69813851300134,-302.8651469018499,D,C,78.49110324780717,E,130.43530893207247,24.913495598822763,69.95975306712361,0
Other,No,M,D,D,-30.50414867048803,10.728041591233737,A,D,104.40136018057582,E,-136.4855516403481,-136.14956588890743,-92.44818800939156,1
White,Veteran,M,C,D,10.094711743627684,-74.49261829940534,A,D,60.67272043263603,D,-113.54512537122783,-146.61892433682476,-19.11427623263735,0
Asian,Yes,F,D,D,122.25211571143913,23.870476483502095,D,D,143.9356532718332,C,77.96258217188436,-118.99475389434204,229.66233189218238,0
Other,No,Female,B,E,165.62071072134623,16.46610021440342,A,C,47.99791606576067,B,-141.97235262868014,-33.544962105374694,-34.91219201600857,0
Asian,No,Non-binary,A,C,-59.82607794337509,-111.45179031967236,E,B,-21.320722220072202,B,1.3206625652348947,-10.520736636255531,74.76880979713708,1
African American,Veteran,M,B,D,-106.9607140239222,-160.8854423629851,A,D,-198.76997401104518,D,84.02783607424058,-147.79405492686593,156.45291289373975,0
Other,No,Other,A,C,-119.66132562994191,171.81623895245406,C,B,-20.67642897935206,C,-35.21812520852057,-131.08308209438974,94.14276658316871,1
African American,Veteran,Male,B,C,-98.1241276487996,133.3388439124236,B,D,-102.17320302384714,C,-216.30955150434508,90.07337380383186,-74.09977157035004,1
African American,Yes,Other,E,D,-4.298780228123424,9.044078491977022,E,B,123.07082427546825,E,89.25186021509475,-95.9736590521834,-17.144720677468168,1
White,Veteran,Non-binary,A,C,106.43035885300544,65.17986149215524,C,D,99.49383668481818,B,102.19157560692848,-6.77413868788291,-171.7782147718387,0
Other,Non-Veteran,Male,C,B,-62.71217765764181,-85.21528379265206,B,A,172.92762824320448,E,-65.09229925466516,-51.203285412259916,-113.880853928425,1
Asian,No,Non-binary,C,A,15.79150407857402,41.083443874883066,B,D,129.50634781020784,B,80.74556184204869,88.67116469262402,87.75628225288446,1
Other,Veteran,M,A,B,21.45683554366922,35.95182135097442,E,D,-92.14958963127971,D,6.723037528606561,-244.94686357318062,121.03002456890258,0
White,Yes,Male,D,C,41.22123832329364,-95.95693727538152,E,B,178.26000233512156,B,-14.54341256326235,-60.347156007493766,22.49912005720184,0
Asian,Yes,Male,B,D,37.466366808772875,164.21483167737475,A,C,6.37355732210607,B,26.081817962237736,-296.7771629631703,4.4693311585151845,1
Hispanic,No,M,B,A,149.48134072612524,133.05528783441954,E,E,-30.71010531201449,C,-42.66328762161501,-50.23522240526045,116.64569799930658,1
Asian,Non-Veteran,M,E,C,135.73744920895862,82.76680042273665,E,E,78.98165169418418,B,124.38430755925145,-95.49827001795586,31.476390761927192,1
African American,Yes,Female,B,E,-46.311541292517106,-87.62026576462924,C,C,44.69706887977368,B,91.13901624783945,-30.100216894373013,90.22028049977571,0
Hispanic,Non-Veteran,Non-binary,C,A,-1.5507616063106748,-161.80895428382811,E,C,132.4135070523473,C,-67.94922228867458,-106.05869961235285,-18.532550412245442,0
Black,Yes,Non-binary,E,A,12.986636802326466,46.00005217652826,E,A,-57.87147129492243,A,35.204626126009494,-58.966419139082326,-43.282572196052136,0
African American,Veteran,Other,C,A,-0.3808318519108976,-129.67113656732886,A,E,-41.289002027245026,A,-93.31319900123532,-89.83418553998676,-82.22027608492452,1
Black,Non-Veteran,Other,A,A,-43.7926492861168,109.12676629677318,E,A,39.4217995205757,D,37.38502207734189,101.19459292976451,-51.00036272103951,1
African American,Non-Veteran,F,D,E,-124.99942845740702,53.61458704751969,E,E,15.553600599352837,C,152.023184105627,47.94869824446937,51.26745318991897,0
Other,Non-Veteran,Male,A,D,53.45081307576369,78.60915737076168,C,E,-57.60145903340067,D,96.22000218769232,-134.48812792599415,-46.713266283394425,0
African American,Non-Veteran,Female,D,E,15.926073234501438,-4.490976051242252,A,C,179.34437040757683,D,126.85443395047409,63.819353062312715,14.695986289788054,1
Other,Yes,Female,C,D,-145.71409302403853,94.28272656829148,E,D,-169.7944077753905,A,120.56944630550059,-101.28838090311211,-14.774041107541947,1
White,Veteran,F,E,C,-42.50201128128015,65.94070096068229,B,E,-120.23080942554513,E,-17.779667320441504,1.8428323222045802,-77.9501666529008,0
White,Yes,F,E,D,-51.29580351957834,-66.40816832508823,D,B,26.151991982493634,A,134.51235176270333,-209.05232658589634,-93.99197133002717,1
Asian,Veteran,F,B,A,-76.55722796537013,6.895423887624679,E,A,63.30934639591628,C,90.98511401788164,-27.3541123922007,33.13721367192269,0
Other,Veteran,Female,A,C,69.19694102426139,162.1066729908016,C,C,0.4717993136765606,D,21.332774250335547,157.08717752265068,92.01690671720296,0
Asian,Non-Veteran,M,A,A,25.45809395309067,-59.41323011104049,B,C,11.325535826910903,A,-46.35242978579456,-132.56003520905753,31.835625216545445,1
Asian,Non-Veteran,M,B,E,194.69380530424314,10.063660988887134,D,B,46.030260969422464,A,22.02808142169318,57.953885484948586,109.07882481731043,0
Black,Non-Veteran,Non-binary,E,B,79.44834075816296,115.68037632215886,A,C,276.0346865929086,C,-60.03856245146415,-163.62836811079924,217.22184203508976,1
Black,No,M,E,A,-28.800707047735568,13.423246293315072,A,A,-30.03804300855145,E,-119.21791141479228,135.73980356167607,-1.3165438032951042,1
Hispanic,Yes,Male,E,C,166.46111162440928,-77.55268702265747,D,D,136.10256468939806,E,76.54879691628616,8.443153389389636,241.63675844416042,1
African American,No,F,E,A,23.768452673408778,-18.465759614518927,D,C,-194.95353842557114,B,34.17312681534529,255.02491103638624,-84.73293158561926,0
Hispanic,No,Male,B,D,35.4769999726515,14.959339585863162,E,A,134.95080514187225,E,-96.01563864688532,-164.89446861731938,-58.382531511954404,0
Asian,No,Female,B,C,25.450653669331324,183.65476447668757,A,E,89.4528245882228,C,39.3451145610625,25.211033726142556,-59.92941346041671,0
Black,Yes,Male,B,C,-12.858056834193665,10.0875973867882,A,E,-103.75926624096165,E,11.041656976711836,14.151883352443424,-69.81486438558174,1
African American,Yes,Other,B,A,-35.20132576136105,15.347319424238643,C,C,-91.69998877094346,A,-43.64478284402092,-29.838023750720254,-51.068762283599426,0
African American,Yes,Female,D,A,63.92409450759092,179.6717584023809,E,D,-190.29127715738377,C,-223.99050883548136,182.55795508372904,-12.279007711266681,0
Hispanic,Yes,F,A,E,-274.8049533505278,-125.20385057778655,B,A,67.46618329212055,B,-79.89976928435445,73.7942871305174,105.3012813846617,1
Asian,Veteran,Other,A,A,48.64867122342629,-118.48195351023278,B,D,-9.833422523641397,E,-81.82345790028003,-168.58731498593977,-98.39827395905358,0
Asian,Yes,Male,E,A,39.3072672996278,77.45393413424776,B,E,-91.96456706067248,D,-34.4495945648543,126.20028685382525,52.55041657371529,1
African American,Veteran,M,C,A,246.10648582029827,-26.527982055674265,C,A,-28.195044524200352,C,-39.0301901456699,15.715903578940086,-4.4865664995929775,1
Asian,No,Male,D,C,27.499657775682884,-56.43441448844854,E,B,-199.95119570571418,D,46.02885207563703,137.40112942307684,-78.80025935301238,1
Black,Yes,Female,E,B,6.766856341574934,-68.68961013304694,B,E,-62.44829852950276,C,154.38510879585198,-47.97731791315354,-4.774361828408116,0
Other,Yes,M,B,C,126.26676921674387,-143.97780942698975,D,D,-131.50022438562414,C,112.31572293629549,66.8170269762723,-16.541633131776468,1
African American,Non-Veteran,Female,A,C,-21.15630410853335,-21.99507155562053,E,D,106.34255401412742,A,-165.5795743077019,84.59953744493217,-143.96749546379098,0
Black,No,M,C,E,2.625816794748035,96.03452832791416,A,A,74.40487406959213,A,-33.517203113419384,16.485564014201252,221.2058623612481,1
Asian,Non-Veteran,M,A,C,41.256932536171846,33.03864900878022,C,C,63.610287169742996,B,166.80175648445754,-110.55350749263566,315.8130873409008,0
African American,Veteran,Non-binary,D,B,159.5042319069744,-11.533592675635544,B,C,-76.69294048080928,B,26.476629629647647,4.835304920919537,66.84288858169828,1
Black,Yes,Non-binary,A,C,120.86326374437482,-39.86204375182159,E,B,-75.24448993777962,D,-112.22656242583643,193.77607802443032,-91.70412712822862,1
White,Veteran,Female,E,B,62.92907004212548,165.24982399643187,E,E,-124.23718783851301,E,-54.98397107899675,-145.11557994226126,133.8373270070482,0
Asian,Yes,Female,B,D,83.30333500172252,-37.67866933359396,C,C,90.39504847070289,E,-126.22162906920803,15.211944414777362,-19.2674780827909,1
Hispanic,No,M,C,B,-229.44989776760104,-105.7515957423041,D,E,-36.78822834672212,B,166.94053200440231,18.614773640941745,-104.62798589046822,0
African American,Non-Veteran,Non-binary,A,C,162.27809168578727,38.77875073767197,A,E,-128.95623179963388,E,121.71922999341704,-125.24420266579332,-29.524507441207533,0
Hispanic,Yes,Female,A,B,-144.60905841333485,29.173890320363462,A,E,28.617419518358655,B,-60.63141593769402,115.33638710755365,92.73827749368436,1
Black,No,Non-binary,B,D,17.0232287260603,10.209739843060692,E,C,106.6993124559946,C,-39.749990632897365,33.41710577837556,-18.4121278935635,1
Asian,No,Male,C,C,-10.805794091896718,31.672418769776268,E,D,66.1487733804528,A,2.549475011418666,-104.05800812831968,-66.59616100700781,1
White,Veteran,Other,D,B,23.372882991716462,46.02618457942111,A,C,183.35118553616175,C,75.83401596368236,157.82208257431313,-112.21578888160857,0
Asian,Non-Veteran,Non-binary,C,C,-46.68633200330191,-26.511997594152582,A,B,-213.68346362186966,C,-198.77361457427008,102.92258712843592,81.07718254496554,1
Other,Veteran,M,E,A,44.630149661771746,-62.74454835115749,A,A,94.0981158609317,A,56.02286369448542,31.130391990829974,-67.08989330339627,0
Asian,No,Other,E,B,-179.53604499225878,-208.1151253295258,E,D,5.738121935220116,C,-14.74302624787667,50.42583591376908,-195.0896685751337,0
Other,Veteran,F,E,D,-22.19152019061845,24.145073613970084,D,B,38.91088971498244,E,-58.78511251025387,-54.76212369719231,-48.92759144725861,0
Hispanic,No,M,C,D,-28.522309987222492,101.57291317229024,B,D,-159.0491048666141,D,88.26308631698187,-132.2258579380555,-35.29499302738998,0
Black,Non-Veteran,Other,E,A,51.093543404805494,20.79322137428023,A,B,-2.0784195763088102,C,-152.4473586478272,127.16135558400939,-81.23138584890022,1
Black,Yes,M,C,C,-40.02641929975876,68.72235916157437,A,A,62.182847439771635,C,37.912674051247755,21.356256520342953,-140.3861053724772,0
Black,No,Female,A,A,-22.06859524744505,7.301627266162914,C,C,17.338643344688258,A,81.2794060007278,-43.68680969075063,10.484031680991567,0
Asian,Veteran,M,E,A,-15.276772215241428,-103.65319534831407,E,E,11.642420477366908,B,5.892402769475604,-49.092149641827845,117.55965643132231,1
Other,Yes,Male,D,A,-208.21023026196,-8.18176496748522,C,A,118.39309932722348,E,61.07366759144583,91.7397820165374,119.52011341581617,0
African American,Veteran,Male,D,C,27.34444122761196,12.459695813291157,D,E,-172.5224338506702,D,-23.30745047608185,-75.75462141993096,63.83096496945394,1
Asian,Veteran,F,C,A,-28.930173100140593,100.37847565718307,E,B,23.640653669873952,B,142.06341671501147,92.16655559963895,76.71459399941088,1
Hispanic,Non-Veteran,Non-binary,B,B,57.41131206922719,74.5275729408267,C,B,9.632592466372785,A,23.623764165931068,78.03742053732388,-31.939396157255693,0
Asian,No,Non-binary,D,B,-13.364058438852428,-20.822440385098233,C,E,-53.581998320245894,A,118.22896997101044,38.0764956202135,32.788978561309584,1
Black,No,Female,A,A,63.22003514506896,-129.96164203136547,B,A,-32.99547670526907,B,50.006221427263355,73.10852083675134,91.51396885837332,1
African American,No,M,C,A,-185.67225312121087,-264.2493951477179,C,A,99.26401809989301,C,114.77897083327717,-32.949285365667116,-22.954900706859437,0
Other,Veteran,M,C,C,72.55436412845572,30.731148291310383,C,C,24.894711001437667,A,-1.4909533649007956,39.250819167300996,-34.04217252201395,1
Hispanic,Yes,Male,D,A,-252.69474875128674,92.91994345903309,E,B,35.7961314502169,B,153.53517882055772,74.45778458588516,16.60492488089519,1
White,No,M,C,C,22.66628959869552,0.16356460707452586,C,C,-116.75412425434561,C,178.9614614021971,28.33725387874449,-86.53084147278491,0
African American,Non-Veteran,Male,B,B,-122.66318218657482,120.00378623814973,B,A,128.43049330600405,A,-28.510608771076022,-131.52309963713088,61.59131913222156,1
African American,Yes,M,A,C,90.2891065389176,122.14848576227813,A,B,-2.590314031544907,C,-1.6441228204820062,12.398765055190214,166.65200071898653,0
Asian,Non-Veteran,M,E,B,155.8850722341552,194.20856797870601,E,B,107.16979407722908,E,-62.712848808933764,44.64360619107601,2.4452748816433485,0
White,Veteran,F,C,E,49.4871765764686,-54.04507643609995,A,A,3.3749864690512483,A,-161.09085234795467,-39.43804401575972,28.59142924883279,0
White,Yes,Male,B,D,62.19914368526468,-41.478695174521164,E,C,113.16556098823646,C,-50.80750287848422,-90.56449161160828,2.8756767672713144,1
Black,Veteran,Non-binary,C,C,-120.71283073253329,-111.27863086683341,A,C,124.01443025020096,C,-46.13147416032954,17.345155543614915,-56.77985127983325,0
African American,Non-Veteran,Male,C,A,158.96530044560484,-39.93610476715136,B,C,50.014844115213975,A,-44.58702374017414,41.9203132674681,-27.020248409883713,1
Asian,Yes,Female,D,D,-80.14940302979706,22.042150644948602,E,A,6.315897863655391,C,47.37334996466554,117.46639566132903,129.22034171573,1
White,No,Non-binary,D,E,161.14518081395786,110.51757107934104,A,A,-105.52485700037101,B,-103.88495293791307,-96.64640786130387,68.5728871818914,0
White,Veteran,Non-binary,B,B,-33.35882279524983,49.506718862574175,A,E,110.99746743399947,D,309.6387591858759,-73.92818076952923,-50.8550724377366,0
Hispanic,Non-Veteran,Male,E,E,57.27056723220901,-54.29467162657902,C,A,9.820739108512393,A,-2.2043186785066395,-68.93558912942814,-126.40698893756262,1
Asian,Non-Veteran,M,D,B,103.09335660971,107.6493386827292,E,C,6.767337007163963,E,-96.97158002944805,-97.52977268445117,-25.16713205069547,1
White,Yes,Other,C,D,30.272279807905644,-268.5415939125774,B,B,137.23500101687353,B,103.96218125684872,48.278626579834246,-19.29995170950774,1
White,No,M,D,D,2.645934620489845,-42.24192108908865,B,A,65.0157721804477,C,189.33422670622508,20.19898643976681,152.98019628369553,0
African American,Veteran,F,A,D,-101.46117451963525,-98.85182401078147,B,B,-62.07411190873597,E,-67.93960650485451,267.5604758687451,71.02272147147806,0
Other,Non-Veteran,Other,B,E,-32.0891493876783,-20.480363874009022,D,A,10.339463247768602,E,-3.1053699380188613,109.37420259700346,100.09410974767212,1
Black,Non-Veteran,Male,E,A,-32.01101767604031,21.163666366860944,A,A,-98.41925756587425,B,-7.064667744325534,-45.60490549656198,14.245661391240569,0
Black,No,F,C,C,90.43644823788377,122.35818029980487,C,E,143.42540509571776,B,-12.84235289315452,-117.66178005719843,93.42334778708054,1
Black,Veteran,Non-binary,E,B,-105.95986782223828,-80.05871097816392,D,E,72.91841536303852,C,-97.65665878013432,-21.677364172791318,-0.25471846013388294,0
Asian,Non-Veteran,F,E,C,142.20934055452653,-230.89686120910656,B,A,-109.8619714245403,E,-37.262469541707375,177.30602423087362,-80.21226598413672,0
African American,Veteran,Non-binary,B,D,7.555392042744198,195.9598313236415,D,B,-126.24720848300817,E,-87.04301231917997,2.1384838548948073,-89.83751602198812,1
White,No,Other,D,B,238.61555856206613,-33.103354297380356,B,B,-97.31229717380194,A,-70.12573804281918,103.9563498072521,-79.23860089008468,0
Other,No,Female,D,B,-79.15442068741862,-96.33799613500872,A,E,-42.86713368284129,B,-86.34478186493129,6.042260434143499,-219.5651689694828,1
Other,Non-Veteran,Non-binary,A,A,-41.40364576598634,175.59225824037296,C,C,42.70914827105553,D,90.74485830495566,98.67393944825201,267.8278348486241,0
Other,Non-Veteran,Other,E,D,-25.541360994967587,127.04454229619711,D,E,-52.29177749722281,D,-83.18042846404128,-79.86112709234845,217.10404541359588,1
Hispanic,No,Female,B,D,48.460862667353574,-4.408435310497582,E,A,-183.9269264455633,A,-71.51925023115857,100.27297023258181,33.01355601933969,1
Black,No,M,C,D,-150.97086314688562,84.52685076718065,B,A,-44.61534929232502,B,155.43808881919372,12.674935499510163,40.66432622457955,0
Black,No,M,E,A,169.4937146159271,127.16211245912731,D,B,-72.00465520342793,B,26.078085970742613,-88.32963727179911,41.87181365027502,0
Black,Yes,Other,E,D,-127.76583301596457,12.449278492323554,E,D,-113.75736571937027,C,27.766676413560294,-91.53534754781806,6.474768851684526,1
Other,Non-Veteran,Non-binary,B,A,-68.72470958187445,8.31716491895288,A,B,-205.4011895269345,B,38.306362873026664,-49.254243764747955,-110.49542444049119,1
Hispanic,Yes,Male,B,C,-91.60259252301542,-57.31684710411326,C,E,-45.243748151953554,D,-98.89126589975386,-45.84790796739613,-156.80482574310471,0
Black,No,Female,C,A,-55.92517677453917,112.04293234065064,A,C,26.323968633156454,C,3.1519865311314983,9.658028371936725,68.78225037602536,1
Other,No,Other,C,B,-100.61721626614325,73.47477081947218,C,A,-30.36216581354974,E,176.55953954326745,-67.75935031065914,185.43011282642084,0
African American,Non-Veteran,F,C,C,-17.139876851799432,71.80605726832594,E,E,-19.80382710612822,D,53.62888877074753,45.575323299091636,-74.61018213099574,0
African American,Veteran,F,A,B,7.773445708421978,19.62032704715876,D,B,-224.65177930788212,C,32.10616561442022,153.86920841467966,-75.27922598222503,0
Other,Yes,Non-binary,E,A,152.99388339802252,6.193395510885431,E,B,92.12615664869955,C,-5.824747191674317,193.94411331106025,-67.24967417980127,0
African American,Veteran,Other,C,B,37.50888228351957,-56.541852918684064,A,D,15.097562452313479,A,61.57153163929545,18.55855176929832,48.14521639356882,0
Asian,Yes,Other,A,D,-35.64795137604312,-39.915684137700374,C,C,-56.29480039777545,C,-283.7471724272595,-5.432692771757801,8.749711041372212,0
African American,Non-Veteran,Female,A,D,173.74886051705636,-66.95185718737594,A,B,25.16805909173691,E,-131.4191899059599,122.99000357456032,70.5863232500887,1
Asian,Non-Veteran,Male,E,B,-90.90544726631484,-88.92936707980833,E,C,-159.82524492746688,C,111.20000448917978,67.2810944753388,233.2876490474007,1
Asian,Non-Veteran,Female,E,D,-47.58463591996458,-60.50832959186491,B,B,-214.34391434234493,D,89.13332910347577,28.97522796942884,-110.40536595356343,0
White,Veteran,Female,E,C,-53.730753190212695,102.91635365347871,D,C,-250.95828102542202,B,8.398071571910934,23.143228455707227,26.21162273825119,0
White,Yes,Male,E,A,14.012908965663057,-242.38302747625818,C,C,-39.720503017461176,D,-71.29941291360173,79.2408972895679,42.529180915439404,1
Black,Veteran,Non-binary,A,D,-131.09865408753146,84.72069636005065,C,B,-65.3424323515915,E,-32.51147321277298,84.51828983623702,-7.490638730093087,0
Asian,Yes,M,A,D,-63.405837305597636,5.153643922129502,A,D,31.264878064878143,C,-181.15641050281482,139.42480923295935,-55.68787000976661,1
