age_range,Veteran,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
65+,No,UK,-47.0756568354991,A,E,B,82.72187182879628,E,B,-4.792341138459269,0
26-35,Yes,China,-69.04746590911839,A,C,C,-22.010650730110708,C,B,27.6082450161012,0
65+,Yes,US,-78.50561449737168,B,E,C,107.30069662535786,E,E,-12.827105415914236,1
18-25,No,UK,-148.30569480871668,B,A,A,-81.31523504191088,E,D,48.567511457396236,1
18-25,No,Germany,41.66236858796359,B,C,B,-24.542624482018997,D,D,-39.076865511470174,0
18-25,Non-Veteran,Brazil,4.308081443092131,B,B,A,-38.36769525392138,B,A,-111.96699115051594,1
26-35,No,Mexico,-33.90538512131838,C,A,E,-152.74058261735942,B,A,-16.152974057175363,1
51-65,Yes,Germany,90.17447292679559,E,E,B,244.5355306344273,E,E,46.789601242696385,0
51-65,Yes,Mexico,-52.25020651858196,A,D,B,-28.01759874333743,C,D,-96.93535923694031,1
65+,Non-Veteran,Brazil,8.48295380148353,B,C,A,-162.69876394394868,E,E,-252.54987952060958,0
51-65,Non-Veteran,Mexico,234.1866798980218,A,D,E,166.85203091563898,C,A,-201.00488644295834,1
65+,No,China,19.081017744307147,D,D,E,31.234457493011508,C,C,-150.86555890906902,0
26-35,Yes,Germany,-208.5212202424727,A,B,C,147.72870615588675,E,E,-164.73832190691968,1
26-35,No,Other,106.51598148472969,C,A,E,64.0844344995888,E,C,92.2567910493901,1
18-25,Veteran,Mexico,-64.44588614437122,D,E,D,-35.62550163593266,E,A,-218.74451350526516,1
18-25,Non-Veteran,US,-41.9788969382196,A,A,E,8.04144675072441,B,C,-30.859757339458916,0
51-65,Yes,Germany,-125.48223562177606,A,C,B,-57.12093881451433,B,E,6.325079516307442,0
18-25,Non-Veteran,Brazil,-97.51028160035773,B,B,D,-257.9220409222406,B,E,66.70951171968709,0
51-65,Non-Veteran,Brazil,13.778711305443627,D,B,B,-104.47026862318454,D,C,162.80286775557553,0
26-35,Non-Veteran,Germany,100.17367922516583,B,D,E,-112.91300435084095,B,C,-41.19868769384347,1
18-25,Yes,India,-47.97571396374668,A,A,E,24.939417632120197,C,E,123.24199664909862,0
36-50,Veteran,UK,-67.91689019101285,C,C,B,-33.12280372174605,C,B,24.324371548017794,0
18-25,Veteran,US,120.86386908766225,D,D,B,-13.058735614307796,A,B,-40.81131448441715,1
65+,No,Germany,245.6722062796157,C,D,C,-0.5920429637414703,E,C,48.17627084000903,0
36-50,Non-Veteran,Mexico,103.24477120551832,C,B,A,-114.69416695640695,A,A,208.9131117626469,1
65+,Non-Veteran,China,-93.07410870097938,B,D,A,108.6524654691807,B,B,-140.42889918048985,0
26-35,No,UK,-150.03269299050515,D,E,A,-6.990023941250047,B,D,-151.71887657167852,1
36-50,Non-Veteran,Other,-16.604704322629264,E,C,B,20.651508426409293,A,C,139.24052905187548,1
36-50,Veteran,China,0.2864161142151608,A,D,D,-53.152371406742105,B,E,80.64149466095981,0
18-25,Veteran,Other,-183.70263841221222,A,B,C,99.31747934220134,E,E,-37.146376680923666,1
26-35,Yes,India,132.7128382605254,D,B,C,-107.97432449733324,D,C,29.490238764336006,0
26-35,Non-Veteran,Brazil,78.96201049914575,D,C,E,-27.142778063223332,A,D,-242.83884493114076,1
18-25,Veteran,Other,42.0438302308081,D,C,B,-124.63708204308286,B,C,-52.77163646971444,1
18-25,Yes,India,137.48579346110884,C,D,D,-25.069810294885436,C,C,20.659793975396763,0
26-35,Non-Veteran,Germany,-2.268340539386565,D,B,D,87.76334798044104,E,A,68.13804793175888,0
18-25,Yes,US,-65.50429809884369,A,A,A,120.82612587428174,B,A,-74.27091697208496,1
26-35,Non-Veteran,Other,115.76535740642724,B,C,A,87.75391203307117,C,D,27.126821155317533,0
26-35,Veteran,UK,-39.59818918737329,E,B,E,109.53978917459825,B,D,-29.268381243124015,0
51-65,Yes,China,-103.39501123755439,B,B,A,83.33947624602297,D,D,-174.74989849474295,1
18-25,Non-Veteran,US,-67.23491164390748,B,C,E,20.047756529192387,D,B,28.84005486555999,0
26-35,Non-Veteran,India,33.463999800149466,E,C,E,-122.40604161656651,A,D,-117.25416588289805,1
65+,No,India,32.65030630557405,B,B,A,41.77621569209487,B,A,123.87994293387273,0
36-50,Yes,UK,32.83458058571696,D,A,A,-55.230880354007795,D,A,-12.022365370064856,0
51-65,Yes,Brazil,-158.8611671561311,E,D,A,171.286739394529,C,D,40.62235773797899,1
18-25,Non-Veteran,Germany,-1.326287165034537,B,B,D,131.11493857500952,A,B,-149.82085750280322,1
65+,No,China,48.250153176668654,D,A,B,-147.36144223007526,E,B,-2.684446138466513,0
65+,No,Mexico,37.559903984244755,D,C,A,-4.279168682205565,A,B,158.31530964483676,1
36-50,Veteran,UK,169.122909987227,D,D,B,137.89625625095738,D,A,-110.97189790024409,1
36-50,No,Germany,98.99710958574289,D,B,E,126.58684055795808,C,C,37.05220276707788,1
51-65,Yes,India,-132.64935305377114,A,C,E,62.97320943548146,D,D,-65.40611152288461,0
18-25,Yes,Germany,-73.25039692284552,D,B,B,-55.72515219048436,D,E,-89.9562708984639,1
51-65,Yes,India,76.66196220738624,D,D,A,54.53119897933366,A,A,-38.010144718118866,0
36-50,Non-Veteran,Other,76.56596072530299,C,D,C,-32.30149420875796,A,E,22.60872926988416,0
51-65,No,Brazil,-36.77740062346462,D,C,A,267.8627973584972,C,C,195.07708079811715,1
26-35,Veteran,India,-106.90594865235438,E,C,B,35.872148905015564,C,D,40.830351383630045,0
26-35,No,Mexico,-7.189504460446529,D,E,A,-92.2071544917203,C,A,-55.293921538047265,0
51-65,Non-Veteran,China,-102.43908682100356,B,B,E,71.46511488289356,C,D,28.886375599535903,0
65+,Non-Veteran,Brazil,-150.2108281838177,E,E,A,3.131836015120509,B,C,0.16513184541447945,1
65+,No,US,44.07353311260104,E,E,E,-25.2436867017214,A,A,57.45712639919817,0
51-65,Yes,China,81.14258384339188,B,E,E,-117.61543557623678,E,D,31.381766430693304,0
36-50,No,UK,-16.1201711737818,B,C,A,108.80111042647142,A,B,115.64847635628736,1
51-65,Yes,India,-216.7918925148288,B,C,D,-68.28469897158128,E,C,186.6211481432747,1
65+,Veteran,UK,174.0358556235127,B,C,E,94.43880029558477,B,C,41.03008355480435,1
51-65,No,Other,-66.08902190002685,D,C,D,-186.38027278160396,E,E,123.53388000720005,0
36-50,Yes,US,-4.738565366351939,E,E,C,-39.96533039520058,C,D,59.874382602438104,0
51-65,Veteran,US,-53.09707389565575,A,D,B,-178.38895993864253,A,D,-165.01795952364728,0
18-25,Non-Veteran,Mexico,-42.13633351449953,C,E,D,182.00951132210224,E,B,-164.26525572591606,1
18-25,No,Brazil,40.08351403094251,D,A,D,-28.79076501156223,E,E,-83.87660450353381,0
65+,Non-Veteran,US,54.482683655424346,A,B,E,-24.173074164982918,E,D,-110.9840521816817,1
18-25,Yes,Brazil,-95.1575937981873,E,D,E,143.79900324546733,A,D,105.16438046417306,1
18-25,No,Other,112.53189711831052,D,C,C,86.506057982576,D,A,17.333294651814768,0
18-25,Yes,Mexico,14.59352384352443,B,A,E,-4.280390232472511,C,E,72.95957759604826,0
36-50,Yes,China,-9.839787229633465,B,D,C,92.03526267012012,D,B,-4.564999795823202,0
18-25,Veteran,China,90.95183804149823,A,E,C,71.11487162783534,B,D,-36.49505564330756,0
65+,Veteran,Brazil,110.17697043351427,E,D,E,33.66948614457061,D,A,-171.9666308780438,0
18-25,No,India,43.65139349521111,C,D,E,-26.37238945075069,E,C,219.6678315585511,0
18-25,Veteran,Germany,127.62376064004859,A,A,D,-147.33037918406458,C,A,-178.0357901922651,0
18-25,Veteran,China,128.49203740004978,B,A,C,117.23410676032641,D,C,30.707019522645883,1
51-65,Non-Veteran,China,-92.92005144371043,E,B,A,-29.738565572923907,D,D,-178.70757053684335,0
18-25,Veteran,US,83.38839873120301,A,D,C,-167.48935637612712,D,B,-136.10609150002122,1
65+,Veteran,Mexico,-38.340448999792244,D,E,A,260.3492528449216,E,D,38.437965356691805,0
51-65,Veteran,India,193.37923920601824,B,B,C,-55.72536025836754,C,D,128.29974342129603,1
36-50,Veteran,Mexico,-22.268820864555266,A,B,C,-4.709984634077028,E,A,59.28462233870238,1
51-65,Yes,Mexico,27.57954323249468,E,A,E,165.27618013317905,E,A,-89.47382236073273,1
65+,Yes,Brazil,-26.97977954924201,A,E,E,76.95720826214321,C,A,82.67325646177095,0
51-65,Non-Veteran,Germany,-167.32096181107565,A,B,A,104.13303396136828,D,A,-73.22173088394955,0
26-35,Yes,India,-121.90018685011617,A,B,E,-171.83956147968317,D,D,29.49174170603538,1
36-50,Veteran,Other,24.987728543293386,B,E,E,2.2456493460049107,D,E,-49.213443249424486,1
65+,Non-Veteran,Germany,-119.45371667085358,B,B,B,-145.31426443025913,B,A,29.029736298884163,1
26-35,Veteran,Other,-51.31342371616526,E,E,B,179.41032585928554,C,C,156.6427309682561,0
18-25,Yes,China,49.6942466566501,E,A,A,-11.562352100739714,B,A,-66.39965120245432,0
18-25,Veteran,Germany,-122.44184160784968,C,C,E,-54.44196824254159,D,E,-106.83207573226726,0
26-35,No,UK,-65.53815068029533,B,D,D,14.461484241498344,B,E,137.01684810531236,1
36-50,Yes,Brazil,-35.3700888145079,B,D,A,-114.6124670526254,E,D,-173.63736464607538,1
26-35,Veteran,Brazil,16.303092723930877,E,B,A,-78.74817501997327,A,D,27.28666742127734,0
26-35,Non-Veteran,India,-113.1576764340702,B,E,B,-1.2286142960473023,C,D,-93.40474512788872,0
65+,Veteran,US,-95.35556091036511,A,D,E,29.048493131022994,E,C,224.343332507734,1
65+,Non-Veteran,Brazil,3.744024021806257,E,A,E,66.35883948941998,C,A,18.19256200638774,0
26-35,No,US,79.54053217195123,B,A,C,-95.87883571101881,A,A,-15.693224437043721,0
36-50,No,US,223.78765865061436,E,B,C,-0.7282525100570869,D,A,39.01038061764945,0
51-65,Non-Veteran,Brazil,45.915112349339346,A,B,C,-182.0022479327149,B,E,-150.27865905428192,1
65+,Non-Veteran,India,48.8131122917896,B,A,B,-22.53484337828631,B,C,-116.81188423539137,1
36-50,Non-Veteran,UK,-6.458258431706078,D,A,E,-10.010464522861296,B,B,74.60124957372183,0
65+,Yes,Brazil,30.324210103656092,C,A,B,-69.10043380447831,C,C,127.65661336022617,0
65+,Non-Veteran,Brazil,-10.375535198383094,D,E,B,-53.016555074267636,C,E,71.71676803146181,0
65+,Yes,Brazil,-37.96011069280321,B,C,B,132.91339045842554,A,B,-138.0622950217674,0
36-50,Yes,Mexico,-91.7430644282789,D,E,E,70.86159042516675,C,C,36.97250734952811,0
65+,No,Other,-28.355257199020418,C,C,E,-109.49671369430224,A,C,80.64514060056452,1
36-50,Yes,India,-34.24195968740026,D,E,E,-234.23082080720218,E,A,59.74076426630896,1
36-50,Non-Veteran,India,111.42605925401267,D,D,E,-35.491744988974375,B,B,-27.3770095490945,0
18-25,No,Brazil,107.76194000987125,D,D,C,-30.13125645611339,A,E,-192.018793606153,0
36-50,Yes,UK,91.42599313793718,D,D,E,-38.645704395456896,B,B,10.560853766163833,0
18-25,Veteran,China,218.02879923487885,D,A,C,15.342831242367675,B,C,287.51463869995627,1
36-50,No,US,81.17681438911792,B,D,A,-118.7940478541208,E,A,5.396271714908806,1
18-25,No,Mexico,-45.58919058719732,A,B,E,-78.03970310999718,B,B,112.61117757872638,1
36-50,Non-Veteran,US,-68.17747112721068,B,B,D,-205.3394875792308,D,B,77.69014828279525,0
36-50,Veteran,China,-71.14883070462147,C,E,E,-90.14077479189983,B,C,45.24800410076789,1
51-65,Non-Veteran,UK,135.31363475492083,C,B,B,-32.61296107654838,E,E,30.060801614487275,0
36-50,No,Other,-19.879023040593378,E,B,E,189.72547855340446,A,E,-93.74443091572601,0
36-50,Yes,Brazil,-62.66854549238574,E,B,C,-161.33630003707063,C,E,-42.47863861026905,1
36-50,Yes,Mexico,81.14050570692179,A,B,A,-97.31441565441062,B,B,70.234382508999,1
51-65,Veteran,UK,81.3592550444723,B,A,B,33.928320376800635,E,C,-123.90463871780094,1
51-65,No,Germany,-52.43561400162912,B,D,A,175.14184106304737,C,E,-143.44610302450232,0
18-25,Veteran,Germany,107.83857092646731,B,A,A,7.626547914761004,A,E,109.27397573269792,1
26-35,Veteran,Mexico,-61.15248070762823,A,C,E,96.72730664606507,A,A,-91.83678049984823,1
51-65,No,Other,-25.07449285813321,B,E,E,166.46044140319046,E,D,-73.49483601532228,1
36-50,Veteran,Germany,-66.53846639351669,D,E,D,1.024313320587333,B,E,41.24159331050501,1
36-50,Veteran,Mexico,49.47907660293283,E,B,D,-18.760577159554337,C,D,37.96753193764248,0
65+,Veteran,Brazil,11.071572636654134,D,D,A,16.995964692881444,D,D,39.88140208773763,0
65+,Yes,Other,-68.61730332770082,C,B,D,51.62881097334997,C,D,-157.46077259577294,1
18-25,No,UK,-57.44521879624844,C,A,D,-132.60551004536404,B,B,-0.016158997169885732,1
65+,Non-Veteran,US,-0.0056834280916846815,B,A,E,-128.3149809874629,C,B,-80.82105370185094,0
36-50,Non-Veteran,UK,80.25679515475169,E,B,B,72.8767836615418,B,C,-55.57247583502185,0
51-65,Yes,Other,-2.562881469972243,A,E,E,-154.52035988269546,B,D,31.670514421063938,0
51-65,Veteran,UK,45.400833125065795,D,C,B,-13.248823317981568,C,D,17.487341538841537,1
36-50,Non-Veteran,Brazil,-6.084488001313221,B,D,E,-32.389500614341635,C,E,193.26387841012388,0
18-25,No,Mexico,85.49940460936674,B,A,E,-104.36045963112647,B,E,-32.68830847357361,1
65+,Yes,India,-118.4697120548785,C,B,D,-18.941983680736165,B,E,20.810384648399648,0
26-35,Yes,China,-13.22274191111279,B,D,A,-45.75892249087372,B,D,196.3347213785145,1
18-25,Non-Veteran,UK,57.75514195601629,E,E,C,3.175671404229737,C,D,36.965217694213976,0
26-35,Yes,Brazil,-43.84052376759322,A,D,D,28.560117151206576,B,A,-239.24492512336775,0
18-25,No,US,58.99205984335715,A,C,C,-70.79778989568518,A,A,-106.54607370203908,0
65+,Yes,India,197.6314324277225,C,B,B,-22.767698165174178,E,C,59.81933526179337,1
51-65,Non-Veteran,Other,-224.79040519052322,C,C,C,-27.655647213670946,C,E,-101.46890281344423,0
51-65,Non-Veteran,Other,-118.09694557667498,D,B,E,-138.7300002261577,B,D,-202.18151529100194,0
36-50,No,India,-91.00720604732692,D,D,A,-287.8266986968296,A,E,-234.4026496653694,1
18-25,Veteran,Germany,133.20582604169553,A,B,E,-229.95834052312438,E,D,312.1978127856788,1
51-65,No,Germany,-141.2257705906029,B,C,C,204.88754713167677,E,B,54.93112865280906,1
36-50,Non-Veteran,US,-68.06739775256642,A,E,D,298.3394334171652,E,A,-67.56496676400815,1
26-35,No,UK,93.65351274235883,D,C,D,-34.40974174073073,A,C,173.84232750653806,1
51-65,No,India,48.90855711993659,C,A,B,11.3011248366421,A,B,-64.68771905294565,1
65+,No,UK,-63.12098413175809,C,D,A,54.76655147549276,B,E,-122.24251329817508,1
36-50,Yes,US,36.18611225962345,A,C,E,-89.55118913973322,D,D,113.19809562881522,1
26-35,Yes,UK,22.010495705345104,C,E,A,10.369397894575876,E,D,60.09679620841559,0
51-65,Non-Veteran,Mexico,-15.35752837284305,C,A,E,-18.563037366435577,E,A,208.6366554916179,0
26-35,No,China,3.2155050472216082,B,C,B,-52.77543640140438,D,B,161.93170852276384,1
18-25,No,Germany,-79.40330587636662,C,D,C,159.64930177125825,A,A,113.58618734088988,1
51-65,Yes,Germany,-106.35605826612556,A,D,A,21.515370061032566,E,D,15.313328761506515,0
65+,Non-Veteran,China,-99.98599749878613,B,E,D,76.00066934315345,C,A,-146.3403058678812,0
51-65,No,Brazil,35.93389618033981,B,C,B,133.54792131197743,D,D,109.18642176613453,1
65+,Yes,Other,95.04798582811263,E,B,A,34.9071529984757,C,D,-147.4756907276716,0
51-65,No,Other,60.299126621512954,D,E,B,-43.39407567752368,D,A,-98.85796594375857,0
26-35,Veteran,India,-117.95006217510438,E,A,A,121.06765083745672,D,E,-104.35489844985682,1
36-50,Yes,India,-5.781069993360204,E,C,B,-119.37267964096038,E,C,-84.73118857107532,1
36-50,Non-Veteran,Germany,94.80870704318062,D,E,B,115.22615011005675,C,D,-150.16520488732394,0
36-50,Yes,India,-139.87783992202472,B,C,C,22.880696109116816,D,E,51.50846995110763,0
65+,Yes,US,-66.39706964891158,A,E,B,-105.24653073133064,B,C,-73.42423190617248,1
65+,Yes,India,63.366214520188876,B,D,E,130.35624747682436,C,D,27.034739171028487,0
51-65,Non-Veteran,India,97.08485294600263,A,D,A,9.282113331720938,D,B,-151.44919727831686,0
51-65,Non-Veteran,US,127.07506536761993,B,E,B,-52.91200135551646,C,D,-64.7333159199211,1
26-35,Non-Veteran,Other,-68.47808903365164,B,C,E,-95.51128325073142,B,E,-82.11705556675085,1
26-35,Yes,Mexico,159.17766130315815,A,A,B,-68.18856822519882,A,A,-84.98960848782053,0
65+,Non-Veteran,Other,128.1370501916471,B,A,C,22.094769653395268,A,C,54.14481924919951,0
36-50,Yes,UK,97.31637097171632,E,D,C,-14.944207381883675,B,A,-67.42938101820044,1
36-50,Veteran,Germany,-80.13109275139196,D,D,B,99.77958669478313,B,A,96.39483489951908,1
65+,Veteran,Brazil,121.75212567589762,D,C,B,-109.83681149865703,D,E,-79.72368316183437,1
65+,Yes,Brazil,-12.182754294662324,D,A,E,-52.07809996817533,E,B,73.21185206998776,0
65+,Non-Veteran,US,-7.290932078172705,B,B,D,-186.96312793937224,E,B,-109.72514713704015,1
65+,No,India,64.43143473661786,D,C,A,-33.98791821941837,C,C,-81.42318049312031,0
65+,No,Germany,-156.7209658650902,B,C,C,78.28574665942985,B,E,-107.90267143730108,1
18-25,Non-Veteran,US,85.71052803560917,D,E,D,-89.76246788897735,A,B,51.15365337324326,0
65+,Non-Veteran,India,-30.276218740068106,B,D,D,-6.958528356072431,A,A,-51.26019234680596,1
36-50,Yes,Other,70.82961258551656,B,A,D,140.48459365321528,A,B,47.475458658756565,0
51-65,No,Other,-24.730836824085102,A,E,D,5.477438486763302,C,E,40.763146527869466,1
26-35,Yes,Germany,-184.39012802428383,B,C,E,21.48715612645121,D,D,-49.689684568200164,0
18-25,Yes,US,-152.53337847395733,C,D,E,68.73089777943402,C,E,70.81119303482735,0
18-25,Yes,US,29.25654538432972,E,A,D,-110.55616496643373,C,D,45.081597831015955,0
36-50,Yes,China,-115.93077722013689,D,B,C,18.230711433132786,D,B,89.72667212244822,1
26-35,Non-Veteran,Germany,48.66344913061547,D,B,B,-29.260837214701585,E,C,214.7291284115441,1
65+,Veteran,Brazil,1.871240951269611,B,D,C,61.01871884068682,D,D,-27.91268303736642,0
36-50,Veteran,India,-52.30098787428484,A,B,A,-15.65441057169383,C,C,-55.56158174381376,1
18-25,Veteran,Brazil,33.51881278597115,B,B,A,-143.21182865152463,D,D,-180.56881140329435,0
26-35,Non-Veteran,UK,55.927410993031415,C,B,D,-210.8875591128506,D,B,-57.778227330331845,1
51-65,Non-Veteran,US,-36.98630046196327,A,E,D,63.124681116226775,A,D,-58.55018526847616,1
36-50,Non-Veteran,UK,-10.364675575120813,B,A,A,-209.06544649753963,E,E,-58.81972130589506,0
51-65,Yes,US,-135.30053302825888,D,C,C,104.41509506720637,A,D,38.45726704511167,0
18-25,Veteran,US,-123.3201006063785,E,D,E,0.7508852336445551,E,B,147.69588383503788,0
36-50,Non-Veteran,US,103.52643330913769,E,A,D,-26.812312358420748,E,A,-111.34937997972266,0
26-35,Non-Veteran,Brazil,162.58075532191708,A,A,B,8.173715974091007,A,A,13.452791281034813,1
36-50,Veteran,UK,191.3945109323678,B,D,B,31.898863239389208,C,A,-41.6660367839964,1
26-35,No,China,-124.27122847042126,A,E,D,-7.836951832362442,E,E,-7.788024589952773,0
65+,Yes,US,-57.788047413261076,C,B,A,-133.96193245897817,B,B,3.4627632666032024,1
26-35,Non-Veteran,Other,-120.29263707680673,D,A,D,35.63065110947635,A,D,-265.02773536441805,0
36-50,No,Mexico,19.426301465462924,D,B,E,-148.39060347673032,B,B,-84.25923673596694,0
18-25,Veteran,Germany,-9.432992233456064,E,A,E,15.174219136079397,A,D,47.10509249306198,1
26-35,No,Mexico,-121.98620252502973,B,D,E,76.99551607822282,A,C,-54.370771927609354,1
26-35,No,Germany,-181.59090259106028,B,E,B,131.9086016120232,D,C,131.98759342415616,1
26-35,Non-Veteran,Brazil,-150.9935361950883,A,C,A,-19.60829913429546,B,B,-134.73298281746378,1
26-35,Veteran,US,103.96462233354451,A,D,B,101.66496547523154,E,B,-98.1975169913684,1
36-50,Non-Veteran,Mexico,-24.457498056007058,D,B,C,-53.84975688054795,E,C,-95.67818473383215,1
51-65,Non-Veteran,Brazil,-71.36436854815234,E,B,A,-33.07626069841494,A,A,48.57880657457783,1
26-35,Yes,Brazil,-24.001528772154867,A,A,E,12.810068572112323,D,E,78.4257094961377,1
65+,Non-Veteran,Mexico,-93.39497590880637,E,A,A,54.36030850298816,B,B,-76.47494037330208,0
26-35,Veteran,Germany,-27.82455722254258,E,D,C,-48.3615258002325,A,E,-180.38871575975037,0
36-50,Veteran,Mexico,-126.50172318231373,D,E,A,-32.95913363248367,D,B,-51.689257123428774,0
26-35,Veteran,Mexico,84.70013337964777,D,C,C,-68.09958419897039,B,A,-77.77469448845403,1
36-50,Yes,US,-21.84380441134625,B,B,E,207.9421068745193,B,C,-15.448118064496821,1
26-35,No,US,21.852712608003703,E,D,E,-24.702164576504014,E,D,-15.335602357209474,0
26-35,Yes,China,23.505298771469462,B,E,A,114.16840547111045,A,A,-9.281868699618585,0
26-35,Non-Veteran,China,-18.363966271230158,A,E,C,-70.85247725751704,E,B,56.655886321318896,0
65+,Non-Veteran,India,21.079614185423267,A,E,A,18.481574327191343,E,C,7.269205533613751,1
51-65,Non-Veteran,UK,32.007282464079665,A,E,D,-54.28830200445722,E,C,85.90296912640457,0
65+,No,China,75.86633059150147,C,C,B,-99.67672571885196,B,E,90.67013219398034,1
51-65,Yes,Germany,-1.708121517973326,D,E,E,-47.21987825165769,D,D,-69.72806618678187,1
26-35,No,US,-87.03216663245847,B,D,A,-91.6837543938266,A,C,-110.95893867694855,1
65+,No,US,62.53801531807797,A,C,C,35.80694044781747,C,B,-137.62290476900915,1
65+,No,Brazil,57.63799196813388,E,E,A,52.81271404575212,D,C,-14.932168942257121,0
51-65,No,US,-197.27313604557852,E,D,A,-72.19468498835016,C,C,124.68850580558811,0
36-50,Veteran,Brazil,60.868294866267725,E,D,C,-101.07088471338162,B,C,-175.5293992024632,1
26-35,Veteran,Germany,10.983830881851231,A,A,B,75.82230684933509,E,D,-13.67480410011574,1
65+,Yes,UK,-100.10399821795384,C,B,A,-185.35843101238737,E,C,74.86977893889734,0
65+,Yes,UK,85.57198215462718,C,D,A,-112.24562521303537,A,D,191.22432499876658,0
65+,No,Mexico,140.4482017440167,C,E,C,-142.32210951250875,C,C,-48.31928300456321,1
26-35,Yes,Germany,66.26926737940774,B,E,E,125.12027356890644,C,B,130.7137129811215,1
26-35,No,Brazil,37.81632859862588,E,E,A,-9.74838024239312,D,D,44.5797883947707,1
65+,Yes,Other,-107.86640277165682,B,A,E,-156.64372721289303,C,E,205.2698791741447,0
26-35,Veteran,Mexico,29.91745334009816,D,E,E,-34.050377880469824,B,B,-75.79754546627566,0
51-65,Non-Veteran,India,39.231832967375624,A,A,B,-20.514522119342395,A,E,112.95665644653745,1
51-65,No,China,-14.853217341024664,D,D,E,142.51050066875757,D,E,-57.23740294975277,0
26-35,No,Brazil,-95.90813495727181,B,B,D,48.459211431534435,A,D,42.48453600565521,0
26-35,Veteran,Other,-5.239063981670217,E,C,B,-17.445173903249227,E,B,252.92265943185757,0
36-50,Yes,Brazil,51.184935879135196,B,B,A,78.3793916306949,C,A,135.29068939400273,1
36-50,Non-Veteran,China,-82.98854948078619,E,D,E,-16.096273649353634,E,E,-180.6195067024518,0
65+,Veteran,Other,71.60944796729248,E,A,C,-9.503067359940175,D,A,17.268161766787284,0
18-25,Non-Veteran,US,19.81241330061934,A,C,C,-127.70749324277119,E,D,-81.01643583687479,1
51-65,Yes,Brazil,-189.1643647429312,A,A,D,-16.244495584771972,E,A,148.2946877298385,1
26-35,Veteran,Germany,-167.13312929568303,D,B,D,64.52030655975992,C,D,65.4398979089886,0
51-65,Non-Veteran,Mexico,-14.601225519593841,A,A,D,16.0097826762496,A,E,118.06239243558127,0
51-65,Yes,UK,158.29681661220388,C,D,B,14.285049337969774,E,A,72.22386247590764,1
36-50,Non-Veteran,Mexico,150.23412211867003,B,B,E,37.62791996460099,C,E,65.69879835078017,0
51-65,No,China,-13.392597469460704,B,C,E,95.55634029595853,D,E,-30.766498224128718,0
51-65,Yes,Brazil,99.21227594435125,A,B,D,21.6199166904497,A,C,-42.13684102710639,1
18-25,Non-Veteran,UK,-117.76305265861244,E,B,A,-38.065822680849024,D,D,121.50773990544224,0
65+,Veteran,India,23.262090746202716,E,B,D,101.79750657385465,C,A,-5.765202817984862,1
36-50,No,India,-73.48741674886332,E,B,C,58.508921447996386,D,E,36.02831707809313,0
36-50,Non-Veteran,India,154.19653314282223,B,C,B,-149.0021139881287,E,E,-11.449566202473338,1
51-65,No,Brazil,-29.24769335787825,B,D,D,-59.56701487402878,E,A,78.97139664407511,1
51-65,Yes,US,-140.51075365648074,E,C,D,19.157061894416387,D,C,13.1510420413344,0
51-65,Non-Veteran,US,6.689538986902748,A,B,E,144.60047034341,A,E,34.948054320768804,1
51-65,Yes,Mexico,-36.22486091828749,E,D,C,-14.315914432766558,C,C,-145.7082201224694,0
65+,Veteran,UK,95.33835094727314,E,A,B,-81.41436907788183,D,B,163.96240722916883,0
36-50,No,China,-33.54006867805994,E,B,D,127.07688256791462,B,E,-21.04794434492793,1
51-65,No,Mexico,-69.60316985202914,E,D,D,-103.33199448529203,E,D,55.66336193113204,0
18-25,Veteran,Germany,-117.08611741481059,A,D,D,-74.16483242772209,C,B,230.98288348517178,1
26-35,Veteran,India,-111.06806685275747,E,A,C,-26.264984710074813,E,D,91.61278744555175,0
18-25,Veteran,Brazil,115.4891656919163,A,D,D,75.11426218466458,A,B,-110.7072195555729,0
36-50,Veteran,Brazil,-86.35492423859601,A,C,D,-206.98267500590794,B,C,175.92261200688927,1
36-50,No,Other,-46.05692951519819,B,A,D,-164.54554572932756,D,D,35.2035897053241,1
18-25,Non-Veteran,UK,-53.685217547456624,E,A,E,73.34180140671229,E,A,196.1525706354698,1
65+,Veteran,Germany,-150.13807323606733,D,A,E,-27.10940603625235,D,E,192.81932531476244,1
18-25,No,Other,-148.29732914955383,B,E,B,-37.623808904973764,E,D,-38.58547163489212,1
26-35,No,Brazil,86.62383128851073,B,D,A,-36.3505971458299,E,B,-123.74237720428074,0
51-65,Yes,China,140.00347025757648,A,B,C,-86.20040904693121,A,D,-145.2545049186335,1
65+,Veteran,Mexico,57.087021067417055,C,E,D,-41.60241285569118,A,B,-17.26513155599962,0
65+,Yes,UK,64.92382993659596,D,B,C,302.41705787992277,A,E,38.476386886298194,0
26-35,Yes,India,108.2455877302031,C,E,D,-164.35649922204058,A,B,-18.40068308396644,1
65+,Veteran,US,-53.94792466354649,D,E,D,-123.37154813982517,D,B,19.822453039518805,0
51-65,Veteran,Other,39.66647695396166,A,B,B,-13.168154024550693,C,D,24.907946891253545,1
18-25,No,Brazil,-7.417857892426421,B,D,C,-39.15825385128916,C,E,55.48329401183365,1
18-25,Non-Veteran,UK,120.58519379237988,A,B,B,120.55110375179092,D,D,16.156616544224313,1
51-65,No,India,-29.683472938779985,D,B,C,75.71065856017147,B,E,-23.587946891907453,0
