ethnic_group,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,target
Black,57,A,-69.63592497371141,A,-33.5287006253788,68.4907472814672,1
African American,89,D,187.3505109084362,D,28.357561236527918,-71.83888279731927,0
White,48,E,95.15690641157632,A,6.389524225931844,-94.77431427275435,1
Asian,97,E,3.5493289211462957,C,5.874474852480604,-67.02424018842702,1
African American,93,E,-137.25602639638555,B,-91.91972528249354,72.22781084450902,1
Black,34,E,64.30861802806172,E,-0.5817345238731684,87.4944550025169,1
Other,62,B,101.24260580912616,B,-38.58044984985443,-72.60724131901964,0
African American,58,E,-5.638088897606187,C,-21.57778845365574,-120.41956067090437,0
Hispanic,84,B,-33.51892779231144,D,144.70225217841147,-85.571754522625,1
Black,79,A,2.0562934116175313,C,-53.52925243362435,39.360277828299736,1
Black,40,D,-80.89929710625047,E,37.98815783491907,-113.7958485168818,0
Black,64,C,-44.57212895701558,D,65.85404776658153,-95.89715874656235,0
Black,18,C,-0.20259895386016388,C,-90.77865566980151,-72.13463724665621,1
Black,56,B,146.95088004398076,B,1.8442209770227456,-60.23376264552825,0
Black,30,B,-40.69189451042445,E,-34.43373788485075,-59.06651468978803,1
African American,60,B,-115.54611335555552,A,15.502218402542939,-159.23875416518814,1
Hispanic,49,C,62.416102072861705,D,-64.15408853818091,39.169909915745436,1
Black,89,E,-0.8538436343867233,D,41.397384298097414,57.67683472957046,1
African American,40,C,110.77741505730549,A,-99.83277853300106,141.78670759710727,1
African American,85,D,29.7397033503374,C,-111.77689065099952,107.31348342869944,0
Other,92,A,-25.09830187398586,A,9.897677138439748,77.9914803093622,0
Asian,48,A,46.6593866583124,E,-129.23165465700336,24.692071824293222,1
African American,98,A,-72.25470992815765,B,-101.18498670679553,-29.19483572834693,0
Hispanic,81,E,39.78322986855003,B,2.4328781826849606,-178.04324646933932,0
White,29,B,108.65683072326615,E,41.001860754130654,47.57450047025738,1
African American,90,E,127.32418271300898,B,-61.251787509664744,-3.899427019541023,1
White,72,A,72.92399630364824,A,57.209042720994276,0.9284576113387658,0
Hispanic,37,C,114.6223089684862,D,94.0232435444954,114.44853966580257,1
Black,64,B,34.321790620357035,E,-103.61864473763013,45.131965416318174,1
African American,69,E,-89.06572166435619,C,-47.35708128720577,63.16723530389624,0
White,95,D,-115.9510658119245,A,27.09991412976212,65.80147260540534,1
Black,35,A,-31.134740514434572,D,4.670173540593829,3.910795928015878,1
Asian,19,B,36.12398621130287,D,-45.488870553880666,-92.12038096786122,1
Other,61,D,-77.46293243591008,E,25.222463113115083,-128.73192186885512,0
Other,34,E,186.731585895889,B,16.164676590563186,-77.69804696369418,1
Asian,89,B,74.95121676028236,C,-27.098867036326386,38.532057813762805,1
Hispanic,54,A,35.92267349528409,C,-222.12281322599807,-34.03630064039901,1
White,62,D,96.36874132164391,A,-100.52695886692962,-185.11330528566478,1
Hispanic,84,B,-55.55309830424313,B,-31.83105219120639,-212.70543008538385,1
African American,26,A,-204.2656689778485,C,23.65889229555142,117.57546095507246,0
White,45,D,-88.30926879835938,A,38.033455238518044,-172.96846594986917,1
Other,34,B,76.79206981688006,E,-97.70841157775959,34.14124257555232,0
Hispanic,24,C,30.905133008468326,E,-32.161616562894345,-16.23439239019851,0
Asian,26,E,-28.786592786739572,A,16.18238502589187,-96.68451909339989,1
Hispanic,88,E,52.35377017830637,E,-178.2570151184813,-70.04241585302182,1
African American,23,E,-12.393370164617423,E,-17.79594792040763,129.75995930272444,1
Asian,67,D,-42.40445656133044,A,-32.69000451705486,117.60472688233632,0
Black,64,D,-169.05859793289605,A,37.20910933032175,18.745674901821832,0
Asian,28,E,24.558542034484937,C,203.4066526911039,16.13521759478528,0
Asian,87,C,122.91882854658466,C,45.12923486894728,-113.26305154627691,0
Asian,29,A,-25.045290276642696,B,-110.47057959989898,-19.3810726125574,1
Other,46,A,-10.506613100163461,C,-98.99772981964648,110.29534217026855,1
Black,98,A,139.51953082274915,D,9.0776502780374,-64.11661193141869,0
Hispanic,67,C,86.22413247265453,C,-22.42097117525802,-25.394165665155388,0
Other,77,D,-52.5130192385045,E,-143.47888886674923,-112.08559736524965,1
White,99,A,156.50147842739463,B,-102.79961165590608,23.461547145950355,0
African American,22,B,-28.014976238079807,B,89.846566797543,255.72440870372427,1
Hispanic,92,E,46.869099782629675,E,9.746001220898755,97.23643974743025,0
Black,39,C,-183.0116297425125,C,-32.77904512391356,-34.946382174689695,1
Asian,34,A,54.37207765007849,C,118.65080978957248,10.175459408109178,1
Hispanic,95,E,-138.74655018860173,E,14.698906091049157,96.0958748395931,0
Other,70,C,157.55949806409154,D,39.341537906109195,-184.0480993544724,0
Other,55,C,-122.58960557319558,A,-81.69286254526965,45.960875916134434,1
Other,59,D,-51.00354352192793,A,-152.69203776981178,-45.82377417917772,0
African American,68,B,49.123294123259384,D,-52.382109710561,-88.46774806666724,0
African American,81,C,143.632513934081,C,-126.71458822868154,57.86714544913214,0
Hispanic,57,D,192.79362149659386,A,-44.869779401589014,-98.01519738647426,0
Asian,76,E,100.31772494872897,A,-0.43590349161133884,152.8574205861277,1
Hispanic,43,E,-157.73694995482973,D,12.180013082049925,-166.72132781146126,0
African American,98,E,-256.4281038805064,E,170.1591008469631,116.32002608027143,1
White,48,A,72.87253756367062,E,55.15259567702668,-32.8258317465209,1
Other,89,D,-157.35533825656648,E,83.5091871492853,-18.546302904709798,1
Asian,94,B,165.5507882541064,C,-95.40060693928886,-19.37603860729326,0
Other,58,D,91.1118586898668,B,77.92963087288676,66.2853185350486,0
White,67,C,76.7885154100816,D,-88.63018467810508,23.29917528896438,1
Asian,37,B,62.46087029342845,E,-163.64906523302633,52.69843941346384,1
Black,71,B,93.06647338573765,D,14.414758674851399,-89.60146152788172,0
African American,66,B,-12.064357781591703,E,-256.0423136072904,4.69336648113012,0
Asian,77,B,-124.75041271738509,C,-73.21711999546795,52.29731943509843,1
Other,57,B,-95.63707814704972,A,58.14980573918898,88.69864224167242,0
African American,64,A,-87.8992503662313,A,-14.228859945936437,-37.67675618842682,0
White,27,E,-69.42585274506064,D,-28.795301436276,163.1992757762627,0
White,72,D,205.82346491154135,D,99.9202960393436,-41.945728319808815,0
Black,59,D,24.362231749395153,C,-16.80629583270405,-145.31727934919405,1
African American,33,C,104.49156542515448,E,-17.100224099019513,7.93085760080565,0
White,21,B,158.42657659309506,E,-63.09661354919427,-119.86978975629931,0
White,98,A,-277.7444982328228,C,-159.40565642856924,-12.561912734267795,0
White,21,B,2.2950613179115975,D,-163.88402633215398,168.14159878922672,0
Asian,75,C,35.514632467693005,C,-188.7577358603732,-20.387987568113843,0
Hispanic,57,A,-36.540112165501434,A,-16.11910243230929,115.1885851891217,0
Asian,33,D,-45.5201944925744,E,41.33164481966883,116.77046207977655,0
Black,36,A,-17.332403364463662,B,32.26516567729391,42.245557313745216,1
White,87,E,20.23414486159988,E,-68.33458929296427,-75.47921211808247,1
Hispanic,38,C,161.50407291884886,C,112.53533659009447,-64.81282638507581,0
White,36,B,-34.986524730955445,A,61.44925016848302,-192.29279497396877,1
Black,86,E,13.868792465063867,E,-196.79965382952304,76.74335818947084,1
White,84,C,-48.86175875621182,C,-30.863772547950454,112.4193558075421,0
African American,95,D,-119.2941725166472,D,14.886243527420353,-28.855226807007373,0
Hispanic,97,D,3.4254767667290076,B,-59.67822743062604,-72.36049579449045,1
Asian,36,C,46.022486527410386,D,-65.65479620695226,50.75036955497445,1
Black,51,B,74.26730572568316,C,75.02781116237367,80.56447367694663,0
Other,45,C,35.78748842687698,B,-32.67736438157633,116.15662600794477,0
Asian,69,E,-14.758285240939548,B,-138.43251944938532,-6.006824719112481,1
Black,56,E,-90.70414139526581,C,180.6188377184658,11.798377457364529,0
White,77,C,-30.2524268831934,B,58.47175843682666,1.6812882333408237,0
Asian,31,A,-141.61502646147534,C,-13.068059658469034,-95.61823663214865,0
White,88,C,-12.371982723931971,B,38.59635234969043,-109.82019845853104,1
White,48,C,-180.96426279928716,C,9.00423395500251,125.32150017385099,0
White,61,B,16.66067061675586,C,49.26262253220007,-195.4301336564746,0
White,92,D,-79.2856799728629,A,-109.49571072244852,-164.0639286508169,0
White,87,B,-18.38993680244987,A,-86.91059797760956,35.317583406284456,1
African American,70,C,-73.61159268230321,E,-23.935576520853814,-173.0272497930473,0
White,33,D,-54.412339889407804,D,-132.14696131679773,114.31582827747657,0
Black,52,A,202.90853786824772,B,-0.8374051929000923,69.67301059165851,0
Other,68,C,-14.797748867344232,D,-105.62446925054381,78.08976423405977,1
Hispanic,43,C,113.05681620726841,A,-105.58626012296857,49.73235534265473,0
Hispanic,61,B,321.41390721588465,C,-112.66474085286082,-154.90722327633725,1
African American,89,E,-100.5260011858119,C,-32.69341143174009,188.25758550404242,1
White,27,C,138.97542397557902,E,-35.88567011553979,-2.439043796593455,1
Hispanic,34,A,103.9271214345806,D,-77.364763860021,18.226529951217003,1
White,75,E,170.66581340842566,E,-19.617806720123905,83.40401869153537,0
African American,38,B,17.739558654019383,B,80.7135609054276,-124.52584124276255,1
Asian,82,D,168.60148955225017,E,223.98294474797402,-5.904189557540675,0
White,78,E,-62.97455270987313,D,-86.37652440792645,-160.92047871345176,1
Asian,65,B,-119.20181194527856,B,-90.21894922528388,75.25876108842905,0
African American,49,E,-38.36570094984881,B,-205.2559031411013,21.79706546010359,1
White,68,C,-73.57864857749665,A,-73.97978527355671,-123.65899109849978,1
Hispanic,38,C,64.32160526131888,E,64.51172368329858,-10.935275321955675,1
Black,64,C,-104.21667056047083,A,123.76162695486008,-42.861196236281636,1
Hispanic,42,A,56.46662178490761,A,35.7115775591741,-219.9880036890662,1
Asian,98,D,-27.767985617832924,C,33.725126083872034,-122.05020952160672,0
Black,69,C,-70.56901352962105,A,244.36304423588467,28.875812294482582,1
Hispanic,64,C,135.331479420137,D,-31.73894573043427,-234.71962801358762,1
Black,55,D,18.989864439638108,C,52.6902805132753,-14.755065634948346,1
Hispanic,76,A,-32.438978852271966,B,-56.458051968389256,109.81727732406901,1
African American,87,E,29.791748285929387,D,-13.175993518406736,23.77885208644077,0
Hispanic,87,A,34.2258272067577,B,-24.015454413513655,-7.486513521168703,1
Asian,83,C,44.095172077907336,D,-57.20537700315016,9.728215502936932,1
White,61,A,10.311624899550436,E,-0.058675674800466406,223.1675548658867,0
Asian,88,B,11.662419978449368,D,-137.58143559421165,-53.24684115606429,0
Hispanic,85,E,121.58464244319731,A,37.04889412446281,-113.92865047031182,1
White,69,A,-44.35037287262256,B,-38.582729720263245,-109.02554000258175,1
Asian,97,A,81.3546662110366,E,59.1149515230104,-65.2925153438924,1
Asian,70,B,-82.41395747282229,D,100.54867931524758,15.151847224959273,0
Hispanic,84,B,-1.5693116931337185,A,-92.38589502761374,-32.32953000741958,1
Hispanic,75,C,197.04549216701582,D,6.372740206486885,106.78218364557883,1
White,28,B,-20.600628034080096,B,96.35458643549285,-17.41615770023198,1
Other,60,D,-107.57713589356912,C,5.957632907573041,139.02833250533055,1
Other,26,A,-78.73423918557967,B,-63.94364492139655,53.64648788321008,1
White,66,C,-59.887879258597856,B,63.903552268189614,0.7766803257540682,1
Black,62,C,187.53289584616417,E,-47.93885441117675,6.365924230477836,1
Asian,32,A,49.568373409988055,B,-6.807869283025542,-189.3340648581541,0
African American,55,B,35.53371900598501,B,-55.21743265512291,-157.03233511936548,1
African American,62,B,-131.5464039036147,D,-100.76683754439043,16.96954133586173,0
Black,87,E,-99.397419201674,B,1.4721020477468596,185.32001756917137,0
Hispanic,54,E,-42.10551416888726,D,-76.18195771095365,-6.697315708892498,1
Other,43,D,-90.01558922287441,B,40.777766024924226,-62.225047785410716,0
Other,74,B,39.987426432242486,C,73.9257415347477,113.54214731097112,0
African American,62,E,-101.21708023584783,A,-106.88000829317137,-24.26140342986432,0
Hispanic,61,B,-76.38173674151295,D,-77.0053932846175,23.363582579408483,1
Hispanic,32,A,-110.57407015303511,D,77.33094958639212,-66.85988933993076,0
White,34,E,-75.19095838883764,A,-0.16200800479492575,82.74143678148148,1
White,57,E,66.41215819613181,C,101.246356440016,45.298351486515266,1
Black,92,C,12.912752655499702,E,-3.958297527855137,-55.99356249395863,1
Other,26,B,178.24796826039645,C,-7.868133192789646,-58.392144408283976,1
Other,93,C,174.98726589837617,C,-78.21932646620327,33.07894455832971,1
White,68,D,90.20049236945903,E,-79.44285416552614,-13.03468046238406,1
African American,40,E,54.35018635642667,E,-61.67803327182574,-36.61678167866832,1
African American,30,B,-119.9772839062355,B,115.81235831209553,42.02137524273347,1
Hispanic,96,C,198.74014909193676,B,-53.37183076090385,-83.20899567243924,0
Asian,71,B,-61.928194736016216,D,-143.5491520853699,-72.94124761067616,0
Black,57,C,187.70338924579036,A,187.16851630859793,142.05259960522648,1
White,95,D,-125.05355223341066,B,-18.07924257696888,48.44405514510221,0
Hispanic,85,C,-94.45963361690163,A,-40.70839668767029,-285.92612109221574,1
Hispanic,25,B,17.209747347315563,A,90.16257343799752,36.87302856482481,0
Asian,60,A,42.51402082810027,A,86.98212804329637,268.6775018141098,1
African American,42,E,-38.38822927181102,C,-7.46850158375054,-53.60367303987675,0
Black,51,E,-27.742936794489488,E,30.076153995756233,-109.77615201139714,1
African American,37,D,-87.35182234744939,C,-34.87442596777722,124.1316449237134,1
Black,38,D,165.12987329449433,E,76.93363189854354,-142.9739794770504,0
African American,42,A,-1.391826244522058,D,-115.3203630296785,112.78402199336543,0
Black,20,B,106.33397522753276,B,141.19898460538488,-54.69432478614742,0
African American,56,B,72.10847987931191,D,-104.52121734180757,-75.00992768945648,0
Asian,32,B,-128.11444192290853,D,-68.07624378102336,-15.406342865505435,1
White,73,A,-15.59862147049981,B,-20.08652871106133,-129.45082622162448,0
Asian,28,A,70.19755102138123,A,-27.07610329687401,23.521192629776365,1
Asian,31,B,-157.91166445985075,A,-83.50279602152563,-49.655059415674415,0
Hispanic,25,A,190.79833211667463,C,-68.26295581606843,-1.9536076562725841,0
White,56,D,-97.92032634805923,C,124.60458353125618,-54.68964406824686,1
Hispanic,75,B,12.123174276283965,A,-118.71623504160027,59.444138828897245,0
Other,22,A,-92.96879780314269,E,46.14401196594711,-28.989420004507632,1
Asian,39,D,-14.621387384808909,D,64.73812639527442,-37.24800940570396,0
White,87,E,76.41488611544793,B,21.53093677993547,-42.82550804177085,0
Other,33,D,-41.46406329977226,B,57.607089850047366,-64.53842825895646,1
Black,55,A,114.62234716978887,B,-4.044442048704607,-76.64334555762473,0
Asian,45,E,-36.71418354504543,E,40.2257788833483,-2.1824741135303842,1
Hispanic,60,E,29.874554003573344,C,274.26201052289434,-34.753652072986135,1
African American,63,D,-97.00562427610978,D,97.16050016139377,-118.02666613345791,1
Black,45,A,-245.68194646192643,C,-23.042708534746353,-57.57668547741438,0
Black,88,E,48.52289281682424,C,133.11485525995806,-138.84768369731134,1
White,52,E,67.41499195529373,E,-9.185296750338075,-208.67608199403352,0
Other,79,E,-26.63999130306584,B,82.40378917244782,-109.85490428778948,1
African American,39,D,18.066419088971745,A,313.11153988905846,-115.72506138194218,1
White,32,C,-9.815765595603208,B,1.6372258436510578,-106.37280055656771,1
Black,75,A,-209.3519582091096,A,144.37612270652508,-205.76474697494444,0
Black,56,C,98.67724831757604,B,24.237114310504392,33.112313844871,1
White,22,E,162.52563480245956,C,40.753733555833946,-67.8582787896098,1
African American,66,E,-169.96166205669715,E,44.26683954326265,49.27048205197905,0
White,38,D,-173.37680598508896,B,-53.928408337433794,103.77499564457835,0
Black,22,E,-35.83888139178953,D,63.60521978838749,-30.070234816680603,1
Hispanic,83,D,-102.18321502169772,C,-214.65313115381068,234.56102231429318,0
Other,47,B,151.09824999405035,C,27.312721523709715,-8.092782886831607,0
African American,78,D,-114.35430718624792,D,-8.85888331957421,-28.9322091122931,0
Hispanic,69,B,-91.70123984087517,B,-111.59245668202102,-16.60779899496568,0
African American,94,E,-64.6472120452186,E,-59.603506451780106,-84.31896029337025,1
Black,89,A,-78.5509150035015,E,-135.49062794501708,-63.9408354126436,1
Other,48,C,73.56069831125322,D,63.32100644373364,38.58994134759643,0
Hispanic,97,E,-81.72608724990167,A,-72.13355191256501,32.71857479787112,1
Black,41,D,72.82157085886435,A,-17.576973145070742,15.081743934645383,1
Asian,42,D,30.536121756638057,B,-92.50012035825182,-8.198689475202375,1
White,58,B,21.84838350602433,D,-70.31145404798693,-324.0355702588582,0
White,28,B,-69.90222879027304,C,20.6448304584113,101.71715281290142,1
Other,80,E,57.722390679667726,E,17.04441674686555,-72.14449566408311,0
Black,58,D,98.5950113988302,A,24.063537584119686,-73.8274452331708,1
Other,26,B,53.16819497505906,D,125.1774852848936,-234.12086958425053,1
Hispanic,28,D,-107.6718262706825,A,-123.10745293599068,-222.46057649180352,0
Hispanic,49,E,61.52800907108394,B,-6.3736898886347895,-9.777096943223459,1
Hispanic,40,B,0.08236009099576354,E,-15.216257924732865,69.96805734611577,1
Hispanic,30,A,-66.44718315893213,E,22.50931567868239,65.58859051561652,0
African American,68,D,60.69371279424137,D,77.24176762273804,18.950070415665156,0
Other,92,D,57.90729915793148,B,-63.21319590808613,117.13242211715185,1
Black,20,A,59.47593292222565,B,47.05277841428791,64.72310026967287,0
African American,55,B,1.8663761365705582,D,9.09999129517284,-164.59839185064172,0
African American,76,A,148.05648637642636,B,46.27966828744901,140.02541615578426,1
Other,57,D,-4.120168310916318,A,46.08595617921421,-79.93546069408055,0
Other,84,E,-134.15302489109519,A,111.31314461984749,-33.13221517914744,1
Hispanic,93,C,-82.98942327493819,D,165.54445575816183,-46.62167930124527,0
Other,69,C,33.66968911384347,B,102.30116580285524,49.3031216616994,0
Black,37,D,62.609896340965484,E,19.480784053406964,99.78312776220012,1
Black,90,C,36.34882525542591,A,-43.16275679131154,-10.74322750002274,1
White,99,E,177.0910723329451,A,60.25415031905762,-11.275041538109361,1
Black,71,C,111.58726581616799,E,2.3718020161121127,146.0924753727672,0
White,87,C,-4.908576433764522,A,-100.38933143075992,-44.9996222262601,1
Hispanic,77,E,-46.12338256864371,A,67.18405526608797,-93.52846045599674,1
Hispanic,99,E,112.84445931569218,A,-26.229892759163636,2.753917759346035,1
African American,70,D,33.19586829553274,D,4.530627438860323,-52.199016079025064,0
Black,96,A,-91.5837984367894,E,131.84519717852024,55.42670817311753,0
Asian,22,D,-0.563717518473137,D,-158.0571594112431,65.21246762621959,0
Hispanic,60,A,2.843346690766468,D,26.07829015009701,87.3739793475121,1
African American,54,C,-42.94712219231914,E,-91.4168929068108,-4.172435671137306,1
Hispanic,32,B,45.24631544558316,B,70.1175923375403,-2.386025702010261,1
Hispanic,52,B,61.25958104306818,A,-164.57643642684474,67.64926992035586,1
Black,72,E,76.62872956566763,B,44.71410134965253,-60.00316020147619,0
Asian,23,B,79.3420668643108,C,-50.4092802706537,292.62857032475307,1
Other,75,D,26.710690859887293,A,-203.3049381691405,117.45047406320322,1
Black,20,A,101.62612830947013,E,118.54459795972687,-80.55207733251328,0
African American,94,E,27.249229262949235,D,59.26554997630586,-114.45917566096915,0
Hispanic,81,E,-98.06417673089778,E,-140.66356007134047,8.035369430975875,0
Other,36,A,-19.560217873703095,D,-46.14090947883035,51.133882238204144,1
Hispanic,69,B,18.071384453887557,D,70.05166050074382,64.289354443031,0
Black,98,B,-167.53942027904054,A,101.69489526901012,-80.15862601514068,1
Black,68,B,70.16921714036187,C,144.7949329833017,-19.071350006266794,0
Other,94,D,41.276106690311735,C,-38.06781330268309,-15.053821202430804,0
Black,50,A,-85.2486617203428,C,-20.07714729102214,-1.2388292120726279,1
Black,55,B,-59.30306838927141,B,-6.723067311599514,33.63387590506585,1
Black,63,D,81.10835448212043,D,45.72417796165174,-127.662197220079,1
Other,25,C,-104.74033951001486,D,106.74177753712706,-119.82470983605151,0
Asian,74,B,-49.14796640048026,A,97.2285053484475,-19.131053799972037,1
Hispanic,30,C,57.961625155923926,A,-92.26541952085876,16.787464849043303,1
Other,59,E,-286.2676417986271,A,-30.394751898710105,-17.86835676834255,0
White,88,A,-26.193430507898587,D,-159.88219248414038,122.8245551154313,0
African American,68,E,-111.3639591000928,D,-238.30168670654564,-2.4027178121997244,0
Hispanic,39,C,-31.610784582366076,D,-46.48232344528624,79.05448885832747,0
Other,64,D,-91.98208574534387,C,49.25548478883371,144.7092851958209,0
White,93,E,-31.64172295376076,D,127.0174976753395,-75.76318098562143,0
African American,51,E,-13.226006375511512,C,36.69275587394658,-204.97055624838777,1
Other,27,C,108.17215036908054,A,-35.26371635242088,-121.77461690386768,0
African American,55,D,-126.03362993616048,B,63.448511635272254,-29.053263465891614,0
Other,45,D,-32.05689151611592,B,-31.555253011646574,-108.65559855280634,0
Black,82,B,-45.39889881021413,E,40.0543983421296,-59.18847315521039,1
Asian,70,C,-8.7372510692727,B,23.99785870469668,97.79715570809722,0
African American,86,D,144.20193396289164,C,-168.95127301631615,-45.69154722387979,0
Asian,55,D,-6.668396918230296,E,127.2685732867244,-289.5996078476796,1
Other,94,D,-22.652298986246002,B,-63.77689672829207,174.12708741562824,1
Other,97,D,264.63044385208826,A,-160.20005387143067,-77.2280891257376,1
Black,62,E,-140.99663085401346,E,-126.78731174048166,-52.29607424193154,1
White,77,C,2.616399466056936,B,3.785909905327536,-151.9749021679927,0
Hispanic,88,D,-225.58101092450426,A,73.24310759151972,-118.16380298164522,1
Other,96,E,-41.16371862226538,C,5.7441834216430445,-48.32723398235812,1
White,56,B,-54.70642578200548,B,44.0834042056616,90.20850183216858,1
Black,89,C,-137.23878695669677,C,87.30739743688038,-33.62097444839486,0
White,76,B,-33.360881339109746,A,-42.16031077761882,-68.66883094936291,0
Black,66,B,20.18081613353781,B,4.642496822249729,33.435672147059584,1
Black,29,D,115.63348381135896,E,-7.610792453650338,140.94879839489016,1
Other,56,C,84.57629060439123,B,67.97131461375042,-85.6632125731819,1
African American,92,E,-163.49725677121282,B,200.66220070618039,-14.305519376120865,1
African American,59,B,105.52174902050746,B,-102.70938480127934,39.01252199728842,0
Asian,39,A,-70.52389373848284,A,102.57586796549307,-48.128466076189056,1
Other,21,D,52.33157260308621,A,40.7268143888131,-122.86548935578028,1
Other,24,B,12.980869294613468,D,-45.29239872912981,34.22613926593345,1
White,65,C,-58.51690205381197,A,-4.337066233644733,-111.78514421341177,1
Hispanic,47,C,107.69207873058218,E,-98.40793873695962,-20.088282062467346,1
Black,21,B,1.05427489788408,C,-273.6618775550455,-127.46855552372614,1
Hispanic,22,C,-55.171949721725625,E,-146.01562901459943,-46.68132329401269,0
Other,55,A,49.25223289995491,C,36.32032198136524,-59.400075844389185,1
White,57,E,21.48686428752338,B,-18.379206313332407,31.48243841053785,0
Black,80,A,-143.75294544624225,E,-70.84795396026057,14.091142577571295,0
Asian,38,A,96.33822446272636,B,114.7146223032182,7.948541190932826,0
White,27,D,-17.10107133868412,D,-165.7352730406727,14.118612812811811,1
African American,98,E,-41.585026201240716,C,-221.37482230825282,-115.5326610752941,0
Black,40,E,96.56378579405542,A,119.09043527462369,-0.5563040353995072,0
Hispanic,79,C,4.823246508797867,B,-61.47148296737279,6.464306572254534,0
Asian,80,D,-74.33492649987544,E,-87.63925371993551,153.7717280079907,0
White,66,A,-94.38806690758481,A,-98.17143685463175,22.58541121411331,0
Hispanic,99,E,73.91096877446685,A,-42.98500511233988,146.362008621638,1
Other,29,B,34.49850145643535,A,-37.456064018548204,-67.74234505186537,1
White,68,A,-73.39724990059682,A,104.61290343902422,-28.365289665351824,1
Other,71,E,-26.693797041264983,D,-110.82001614834797,-76.43184981640209,0
African American,73,A,-72.29207783604312,B,-83.51279368100548,7.783012092572955,1
African American,56,B,63.646613594654525,E,-124.49668079794134,-138.50793931975377,1
Other,36,A,137.83701370682675,D,87.09746338512535,-71.15441664399769,1
African American,68,E,-149.81915357172122,D,-98.36681540157485,76.82684308843673,0
African American,70,A,152.0649068235081,B,-5.397303300301973,71.43250606559042,1
Other,49,A,-209.91577950347602,A,-105.77857091479461,32.352553599258066,1
White,61,A,64.59255269950451,E,-6.72878612678256,47.647077014655636,0
Asian,83,A,-88.02181323432391,D,-0.2503562626642741,106.81388820776085,1
African American,92,C,-186.68651763505298,D,1.213779988445219,-53.724497084142605,0
Asian,28,D,-7.894584077631181,A,120.7281228367215,-9.973531058796013,0
White,76,E,-0.7973609391904471,E,42.882133402478736,34.12565252024148,1
White,56,C,54.01387064098052,B,135.26926037567216,206.2871642826257,1
White,43,C,-339.7832991225039,C,18.097331884855635,178.20039687213736,1
Black,49,D,154.52457324202072,B,182.10138478932532,159.23587757171066,0
Hispanic,27,E,-41.890382237818876,C,15.735552945387157,-40.053235617680734,0
Hispanic,24,A,97.59857087898924,A,143.51501345229187,-63.11916134553472,1
Hispanic,80,E,42.39215774826538,B,65.00827027227972,-39.55068564847816,0
Other,21,A,-150.65617828663912,D,250.5278999030021,-34.34063987279333,0
Hispanic,98,A,128.54162522274046,A,38.114130135938005,181.50615654550023,1
Other,62,A,197.38753751213542,B,-75.73325101478268,-114.98526112884508,0
White,50,A,-82.78545709561854,A,36.42794272692368,11.1088323056183,1
African American,67,B,158.19961764967064,A,149.40722760947838,-140.99479976759676,0
Hispanic,59,A,2.5323350958779405,E,131.9205018338517,87.05151278826906,1
Asian,98,D,-98.26787835932782,E,-49.83288212748116,-30.6793177254548,1
White,38,A,121.75363834378547,A,-33.21738424539935,-56.19767776467896,0
Asian,68,E,116.8431633267969,E,-52.130731998643355,-94.17852509250567,0
Other,50,E,-42.60963726919134,A,138.75336959123504,-32.6455526925065,1
White,37,A,-100.50970416124854,A,60.570649466027525,-262.84363613158064,0
African American,79,D,-66.69488083504874,E,75.54018997396935,-69.46790236377885,0
White,55,D,4.917762167421019,E,-25.35968896571339,-88.71469360368766,0
African American,51,C,-78.55799705436462,E,59.26925594532467,-5.816504700544453,0
Asian,30,C,59.87146627633903,A,-7.175878481082762,-73.9117559091055,1
White,96,A,-25.785845505783854,E,-12.025234403179821,133.43955583529154,1
Hispanic,72,B,-76.78710891884336,D,-25.092136148204652,-20.8884567918661,1
White,43,D,104.38196520610504,D,-64.28510514012527,156.35751657031463,0
African American,94,B,-256.2268316580253,E,-113.64217141934749,-12.375385802505841,1
African American,38,C,-119.22328390694244,B,6.590617126100843,-113.40655918942902,1
Black,25,D,-2.2147689721970956,A,-136.2057174612174,-168.90273708574585,0
Asian,98,B,-34.73816905374607,D,183.4191742977997,-29.08713563203379,0
Black,97,A,-54.320881057247185,E,-16.72241073489419,-84.23205340272672,1
White,79,B,-75.79156101577298,E,-74.45669763157315,-3.108585693465195,1
African American,21,D,160.51730885187544,B,-44.57454181451581,-88.79092562409953,1
Hispanic,76,C,76.2610265764922,A,-10.826662847480828,87.20870787131666,1
African American,88,E,150.43989134243517,C,-63.68146298193602,25.729332714729946,1
Asian,82,D,225.87027437260835,D,-79.96970556850258,11.547771390553914,1
Hispanic,45,D,-170.317781248093,C,213.9301877140552,148.9417450661884,1
African American,31,A,-57.43754757895617,D,70.25122403575908,1.9042065014748435,1
African American,28,E,-121.63424888667478,C,-71.1400030976007,56.924312265369494,1
Asian,83,B,-140.44531154853206,E,136.9552079246116,-26.94184459119544,1
Asian,64,C,-69.03663292861813,C,81.24899681824316,165.60629648208084,1
White,63,D,30.773195184053176,C,80.63952869044577,99.62376239363199,0
Asian,75,D,172.38585205768862,B,-50.767198230476296,44.504655912340496,0
Hispanic,78,C,-93.29639982540401,C,16.38173948538332,156.10512607030373,0
White,75,A,-38.09814168702091,E,-8.3232136839745,317.8383157370709,0
Hispanic,46,A,-170.16122453234192,D,47.92061280830951,30.47882574060245,1
Asian,62,C,-74.93037760337165,D,-135.19317896200042,15.745938738569738,1
White,18,B,59.169853075271895,E,-169.02750882946847,78.81436176194899,0
