ethnic_group,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Other,Buddhist,D,D,95.98913439131802,A,48.21986820350922,42.85951128052273,0.2364027722985373,B,92.07906190611041,A,A,D,A,210.78907971753912,0
Black,Other,C,D,109.645519535171,A,112.35039427160093,-17.72545737351481,17.433998261023454,C,-153.18004138097393,E,D,A,C,-67.4182108165137,1
Hispanic,Jewish,A,D,100.65289949513962,C,-120.79221033682093,-76.34968319385943,-26.255889076473473,E,228.25908148276827,D,A,E,B,-104.69128391924627,1
White,Other,C,D,13.939331072776595,C,249.28515044385878,3.2255032366312024,61.1799710223927,E,69.45807344797066,B,D,D,B,-34.97673665536399,1
Black,Muslim,D,E,-10.466942434284308,E,-12.181306688589455,58.60150698680143,90.5785573190164,B,127.55161477686447,E,D,E,E,-95.0629661657906,1
Asian,Other,A,D,43.124375566077454,E,-16.09012301959845,-56.64290717886842,-41.21587750780207,E,98.55751448316748,C,D,B,D,160.41886714556128,1
Hispanic,Muslim,B,A,123.96255477660918,C,181.3678662342617,71.72058345191114,10.870731555868453,D,-126.72605894491049,B,B,E,E,0.871370360234195,1
Hispanic,Other,A,D,-174.89733887483166,B,153.37545466120523,104.94433883032985,-47.08558615879862,E,-44.815534924152026,A,C,B,A,-76.41599652121988,1
Hispanic,Buddhist,D,D,-94.74289249621151,C,18.107444086313308,77.02399841542719,-36.586073921194846,C,10.978469070798207,D,A,A,A,-101.82468210310465,0
Asian,Jewish,D,A,53.92323395745585,B,-251.92237884890937,-91.26569920817693,-226.0005227342656,C,148.46740564580932,E,E,D,C,82.53277844370257,1
Hispanic,None,E,B,-65.2515382417763,A,-208.1954057521493,212.37944039669614,-55.8522288373145,A,27.3531091694738,C,D,D,E,39.07332050816171,1
Asian,Other,C,B,68.22579346541619,E,38.054146426147575,-107.26384702441088,-57.97578870953895,A,-285.1855180759633,B,D,E,B,-56.58834798525636,1
Other,Jewish,D,E,-148.40330844255854,E,-178.88488581771685,132.0945370372209,-37.456999114161135,D,-37.46238801600294,A,D,E,E,-136.6719025450249,1
Other,Hindu,C,E,201.24448810700693,D,3.1314474467545996,-12.880631156244304,73.62493354077809,C,-98.32505060717325,B,A,C,C,-30.252967520594904,1
African American,Muslim,C,E,-143.3286636789377,D,1.430532585384918,-39.27937344228899,18.615991751794432,C,-47.725536762814194,E,A,C,B,58.461007187783245,1
Black,Other,C,B,184.2582959293258,C,-46.49939875969204,113.69117194112314,92.62508509449985,A,98.55944119513711,B,E,A,D,-141.91722123500844,1
White,Hindu,D,C,-25.086995919432002,E,-62.36847090642884,19.232901993582068,-20.550186150852888,B,120.80619868833509,A,D,E,A,-19.415073234661655,1
White,Jewish,A,C,115.32307056784997,A,171.92317824404887,128.73784984993912,-114.29105279457829,B,-51.53870437983715,B,C,A,E,70.04970723484293,1
Black,Christian,D,B,85.48269031599102,D,-3.58680250395905,89.96906639659372,68.61672110281893,C,145.49357985372058,D,B,D,C,-4.819225701177521,1
Black,Jewish,C,B,137.00634760745865,E,30.892089917914557,87.29877896252543,43.879452901442804,A,18.968957383674585,E,D,B,C,102.72010726399417,0
Hispanic,Hindu,B,B,-15.024694480133538,C,71.10520952488828,-31.990399793739645,-43.14658722834509,A,-33.05734953368806,B,C,D,B,89.74076665678535,0
Black,Christian,B,E,122.50410096691166,D,-165.3783854301172,-79.71053032164053,61.45123386054898,C,-19.76546239781011,D,E,E,A,-40.85170157269875,0
Hispanic,Hindu,C,D,-24.761892965748704,B,101.09667609176758,-52.92066751428548,233.20757599272594,E,156.73072602673932,E,C,B,E,51.39005860035512,0
Other,Jewish,C,D,119.87736025690782,E,-60.35395857366761,186.99295203034913,24.975822197610533,B,20.459095897971917,C,D,C,D,-204.0029749832262,0
White,None,C,C,142.4186268130659,C,62.709323096972035,74.76183930335483,23.526122005394154,A,77.07630214080928,A,C,D,E,112.00439313290306,1
White,Buddhist,C,E,5.025881866395245,C,-99.27305394531523,-281.9906102831996,-15.421289891359912,C,-61.61817109864411,D,B,E,B,87.63966682996848,1
Asian,Christian,B,B,172.08976292537648,E,5.782089012675668,13.984131636624328,-186.82023403789853,A,-139.50197760979063,B,D,A,D,-154.10403918870853,0
Hispanic,Christian,A,C,-112.73956161063505,A,-168.05911286813964,-92.19381351461814,167.52503694230072,A,-146.66855913470206,B,A,C,A,142.39370024038618,0
Asian,Christian,B,E,97.12478777392508,E,9.633888422138867,16.181129930084776,-174.11857643346,E,-54.2707523848039,A,C,D,C,33.53829846559992,0
Other,Hindu,C,D,35.9939440145921,E,104.7851665811728,95.89889476085324,-114.47868731661839,A,-14.345307096197857,C,E,B,A,-260.6855125169751,1
African American,None,B,D,62.83893070182356,B,-42.07794198013063,32.76429263151066,85.18594480293012,B,-29.404451726375363,E,A,E,C,21.034626107755866,1
Other,Muslim,C,E,119.69071788098873,A,-73.41311522308504,-34.514481043106535,-128.44907872684757,B,38.41630982079571,A,A,B,D,27.973808528853418,0
Hispanic,Hindu,E,E,-42.723481994041805,B,-85.71722173316122,121.12451212380131,20.09067137018431,C,-58.984848082131315,B,C,E,A,39.01382552395778,0
Asian,Christian,E,E,56.08045256514684,A,80.17989193771658,184.92799081234662,-24.066427376506343,A,-165.52082362711147,C,D,D,E,116.04784587164207,1
African American,Christian,E,C,105.87849068261852,D,-93.96872811588153,-103.00173502281528,15.539163663054273,A,52.23142636001915,A,E,E,E,29.788318023919818,0
Other,Muslim,A,C,113.62468757891784,D,13.354807196633683,-74.67346566951308,-154.1822293344377,B,71.01385128227999,A,B,E,E,37.569195854780176,1
Other,Buddhist,C,A,164.0169469214175,C,76.12171523660795,-152.6995130853615,73.37788326553341,B,-203.12425554961254,D,C,B,A,-39.26764956054433,1
Hispanic,Jewish,B,B,96.62924810733469,D,-134.34798274467232,63.563585252975116,-79.03549896231841,D,13.988070745139442,D,D,A,A,-38.663430780362745,1
Asian,Jewish,B,B,-91.006352352898,E,50.57975253901341,84.68518174090764,-166.11883019986243,A,15.659580322972039,B,A,E,A,-267.0974522607211,0
White,Other,D,D,-40.668737623441615,A,232.1466512804241,123.57096848177143,221.61751875052943,C,95.96945846484107,A,C,B,E,26.008879643827754,1
Asian,Hindu,E,A,41.24002599203321,C,-29.66963631695501,47.854745253522324,168.1827808648858,B,-147.52752353509484,C,C,C,E,6.090348551030391,0
White,None,B,E,24.521094687978692,E,93.67423259265982,-15.251273316338015,-124.40905775760127,A,142.44995375435752,C,E,B,D,59.3027991206806,0
Other,Other,D,B,-119.44134155060465,A,-11.399157718240186,61.787817632070784,94.84508353092528,D,-3.095852567650623,A,C,C,C,68.56196038046248,1
White,Jewish,E,C,35.60866670167975,B,-9.675419361476287,-54.10816669709182,-82.85439079757079,D,-165.3468110519349,E,A,D,D,136.1217645498015,1
Asian,Other,A,B,184.21396694203412,D,-147.575580855241,149.85792779668657,79.4204474500861,A,118.22364475197138,E,C,C,A,174.33165727939587,1
Other,Other,E,B,-45.131488601394665,C,-39.878189691821554,193.198785058535,-84.30426465886437,B,-187.61157364076558,C,C,A,A,208.78585778522273,0
Hispanic,None,E,E,-47.35448466861503,D,-5.4225434509318475,-45.579642202511174,109.16897329320487,D,18.32272187565146,E,B,B,B,203.4091179436342,0
Other,Hindu,C,E,-17.191558718042483,B,-26.118501039145475,82.98838782275139,6.843022928135762,B,90.19063899185863,C,C,D,E,61.24840141627613,0
Hispanic,Jewish,C,B,-75.95590078077981,A,-1.1023765088564614,-72.65333023770135,190.15220539649783,E,-140.81790998736372,B,D,D,D,83.15031835527799,0
Asian,None,C,B,28.913365225056037,B,-184.45686966243403,-20.412748876513533,-108.91794064105882,A,68.52214837372301,E,C,A,A,-179.77210953203115,1
African American,Christian,B,C,111.59652053769808,B,-72.88643032542856,12.121592649841736,8.639300284877528,B,113.87542492197247,A,E,A,D,34.526841686755404,0
African American,Muslim,A,D,-113.1861437740864,E,-161.80864408587587,-2.5741072023184066,70.57589736346807,A,-146.8954115769054,B,E,B,B,-90.86396920380407,1
Asian,None,A,A,-49.02714039815837,C,-81.61230268086675,-148.19561658085007,-103.32137641183374,C,27.322720941838103,B,E,C,E,-71.13878797349545,1
Other,None,E,C,162.802667047663,B,19.940975273418392,-102.16000118252802,81.55438264793207,A,90.07978214811834,B,A,B,B,-89.93713519097656,1
African American,Buddhist,E,D,93.76241959061151,B,-42.73597082178103,30.103269823178678,16.748506844127792,A,69.99560361348946,B,B,A,D,76.47630888329961,1
White,Muslim,A,C,150.9031086811733,D,111.86198899019577,69.78404016736071,-134.0514990811643,C,-40.521604225149005,E,B,E,B,127.52457020033884,1
Other,Other,D,B,-187.2271701420484,C,-167.5546030131147,53.608792327181774,-57.906249416987954,E,124.03150259943503,A,B,C,B,68.17628790937637,0
White,Other,C,A,-68.28173863897146,B,77.09652567974867,48.65139012768743,-68.9877334392561,B,1.8813644329701407,D,A,E,D,-80.6339731343589,1
African American,Muslim,D,A,50.46763459799867,A,92.41395675510289,73.0185959974003,142.17248801772783,D,129.80965002992568,D,D,D,A,116.15847847278782,1
African American,Other,A,E,-50.90188402307211,B,-107.5458407652671,180.4263549613099,3.8368499243077934,E,-92.21069205936342,E,C,E,A,-73.823022402713,0
Hispanic,None,D,A,39.19204022321337,B,-106.47648501173038,31.378136922728284,-13.783376860505756,A,-183.03149709373295,D,A,B,B,-203.53612373866667,0
White,Jewish,B,B,-91.01288527933671,B,94.87344160999879,36.108212260517746,57.9205903334329,A,6.478630610351598,B,E,B,C,-25.242577850623515,1
Asian,None,A,C,45.5834147848886,B,49.54032744916601,-5.893866869271228,-86.9145485530134,B,3.5605720858947385,E,B,E,C,-173.32381523462828,1
Hispanic,Hindu,C,D,101.17671866554699,D,-62.35125250479179,94.53955286579257,-10.69672410973992,D,257.886156216929,D,E,E,D,-70.10909662619538,0
White,Muslim,C,B,-91.78193638290776,B,19.730252668277604,-149.30439563404252,82.45158875426695,E,127.60070206255666,C,C,C,B,-24.369057022878476,0
Hispanic,Muslim,D,B,2.998618675428468,E,33.88189070356235,118.3432788590163,-45.55881276885564,E,7.7502367454318986,A,D,B,B,107.6026933088929,0
Asian,Christian,E,E,78.57349264995716,A,82.20823724551539,-7.074682195022522,86.92015439395448,D,-162.01512799578748,D,C,D,B,-22.15034095458478,0
Asian,None,E,D,-109.68582128453063,A,-34.37018615021343,-80.87405591975502,-6.67339882603377,A,203.74624609403713,B,C,D,E,116.3707014333434,0
Asian,Hindu,C,E,-47.43459730636361,D,16.634152981432162,-10.264828327880364,165.0642911740404,E,-125.58744665160697,C,D,A,A,22.852185209178856,0
White,Buddhist,B,B,-42.612368773235424,D,-7.628491334533444,44.03138878792888,-117.01997529645074,D,-76.72450878794844,C,E,E,B,101.41862797087768,1
Asian,None,A,E,147.37223158272147,E,-37.78710296467495,59.53544545118717,101.90205183732004,E,170.5622507728828,B,B,B,E,-176.38735264577937,0
Black,None,E,B,-98.64016460354551,C,-51.54274178375018,-89.6101787464351,122.61684087831422,C,-18.292302402872842,C,A,A,D,159.1371469582328,0
Other,Buddhist,C,A,-9.763593626620892,B,20.560708557305492,-139.39968274815143,4.513689798134119,C,-1.2612585769622107,A,C,B,E,-126.3393821834247,0
Asian,Hindu,B,E,-9.727575413939169,E,41.27893729753011,-49.04581653296464,84.63935564877717,E,-72.61865475748344,C,E,C,B,28.45543589639713,1
Black,Other,D,C,28.815656924723175,B,158.09175780455752,-12.623382922159019,-29.955198912673215,E,5.009134176865428,B,E,A,A,-38.64426277671171,1
Asian,None,B,E,-183.1406178902443,C,-73.17504085690598,-3.260475647399537,163.90310448882545,D,70.03058949349156,C,B,C,C,182.3189251707249,0
Other,Muslim,E,C,-138.02745642448306,C,136.26850131880212,-79.94630164762542,151.85979198195693,A,-223.5910115960105,E,E,A,E,63.68828518348606,1
Other,Buddhist,E,D,2.0046262633722165,C,142.27374153185266,15.395615218423655,74.76885369346726,E,-22.033587531015407,C,C,A,D,-117.00418903125373,1
Asian,Muslim,E,E,-65.36499955650153,E,-53.76879318217431,5.598748740611235,-44.97732761775874,A,42.15355340194214,C,D,D,A,-26.14733707872496,0
African American,Muslim,E,E,-17.981104855692845,C,67.3737647746265,-57.34916075405828,16.61587954283631,C,-2.9903629007732775,C,B,B,D,-121.7767902479639,0
White,Hindu,E,E,175.49161736671834,C,-10.192073800828293,-142.77624961601103,-55.40234302153016,E,150.67454230756533,D,E,D,E,44.143380840157576,1
Asian,None,B,D,-20.463346398302555,D,-143.07768606274553,58.87025682698203,206.4459103762874,D,58.14272095364481,E,B,A,E,-5.79323082553163,0
Asian,Hindu,C,D,140.72556010149913,D,28.5852450766998,129.0771214534223,-115.62995648885033,C,57.86504417542074,E,A,C,B,-187.8408174997811,0
Hispanic,Jewish,B,B,-12.838331372016325,A,16.383280385077597,34.61775523188159,-156.59354932960005,C,-151.2400172063078,C,D,B,A,63.97325965342166,0
African American,None,B,A,-92.79282152520875,A,-43.11147823791802,20.34201047239734,-0.6554136581807344,A,-83.25082245697588,E,B,C,B,-46.19466322697678,1
Other,Christian,D,D,34.875525162922166,B,-138.65782336074133,-108.17230938523204,-67.48336278603543,A,-113.26130642824313,C,C,E,E,38.45816839342279,0
Asian,None,A,D,-73.77469066741875,E,-71.07758699688044,-221.54060321409594,-113.77166722188001,E,-23.26479728322518,B,A,B,A,-27.330051920082372,0
White,Other,D,A,93.453216264364,E,98.94079371188366,52.74819634484545,-8.839932297110076,C,17.17166100875658,A,D,B,C,-21.4475171613556,0
Other,Hindu,E,E,69.12934598634574,A,-41.46059424819247,-29.379987906878966,-128.09622486165827,B,11.298158753164495,B,E,D,A,-115.91616502039695,0
Black,Buddhist,E,C,-184.08458618419243,C,-45.53095145820637,-1.7844441373360533,140.0337005420557,A,-18.241131289120865,A,B,B,A,206.2342155256863,0
Hispanic,None,E,A,-119.16845299139815,D,-1.28692845099065,-149.3381308537381,-89.4918749510802,E,98.10824351116769,E,E,E,B,-74.7420214003204,1
African American,None,C,B,-45.81498101304797,C,-50.30258575913179,15.357291344636028,-75.60963591420973,B,-192.79789944718783,B,A,C,C,162.56815186889054,1
Black,Other,E,D,62.73323953914052,B,-36.38593693857599,114.92940909543154,-26.629405971823513,D,91.96335140219735,B,B,B,B,-134.10482454848136,0
Hispanic,Hindu,A,C,-61.94146201215914,D,37.511150007243394,-55.015825683265426,24.02395702861663,B,68.52167399203343,A,D,B,A,-34.88269432652626,0
White,Buddhist,A,B,-97.63322911207777,A,136.1960920832712,72.31016697878982,-10.763308811906224,D,96.79292508312301,D,E,E,B,164.9973396027701,0
Asian,Christian,A,E,17.81739879932988,A,-148.20600747412524,90.61108875793437,113.1839851327152,A,-56.973199279742694,A,A,D,A,-29.001457711292268,1
Hispanic,Jewish,A,E,141.14505488268526,D,28.12514733034794,14.711894422376071,-13.731473252315684,A,68.61085478163209,B,D,D,E,-39.69247627551359,1
African American,Other,B,B,184.90736718346338,B,-11.230256721328011,157.47438995365727,-243.5690060878075,D,2.3280230625080893,C,A,C,B,49.384482258821784,1
Hispanic,Hindu,D,B,48.47284641801842,D,64.99222774970364,-54.8729223444693,-109.44216558688377,C,44.0105736802561,C,C,E,E,119.04507168407056,0
Other,Christian,B,E,250.87004201179988,A,104.53496448924236,-33.27194392484037,-65.37632734496563,B,-108.76556332248182,B,B,D,C,34.83799052069136,0
African American,None,D,C,47.408122137593786,B,75.47643218741402,53.39078092654756,98.58587185333127,C,-127.41805403494209,A,E,E,C,59.180808742973745,0
Other,Other,C,E,-90.85499892497721,C,-76.88794080126571,42.43513546733492,178.93495662971827,E,-110.20906527306971,C,E,E,A,-128.10094652556725,1
Asian,Muslim,A,D,-49.12070789811743,A,-42.13340546833793,43.72179091344378,-102.36154779835682,C,-38.82037628764614,C,B,D,C,-156.29646942949242,0
Other,Muslim,E,C,-70.56858022778066,C,85.03987410480693,-107.64708599337858,6.732069054351789,D,-113.90775997099414,A,D,A,B,-292.37992923007823,1
Hispanic,None,D,A,17.092773176698703,E,86.43406499730335,31.994456119877484,-11.58071077339287,C,72.02462361897783,D,B,B,B,-22.66983028728118,0
Other,Jewish,E,B,-17.31003470372629,D,-20.474363939843844,162.03846447726994,-93.73218654876551,B,-73.25865247315949,D,B,E,D,107.94161356769555,0
White,Muslim,A,E,164.1877737944773,E,-45.90367274978407,34.70775645744961,17.26297744907964,E,-40.43104932991739,C,C,D,B,-65.70825450696563,1
Other,None,C,A,57.13227892874503,C,44.48022479206405,-86.13926910962995,-72.09684679366705,B,-25.994932770663215,E,C,C,A,-27.98705072988023,1
White,Jewish,A,C,-81.10933166290751,D,34.35391918671845,184.70654682527334,89.36633567256224,A,45.48968956647657,E,B,B,B,-15.908687106503905,1
Hispanic,Christian,A,E,91.04121225630767,B,40.28526649683781,-17.676184869241247,-60.244274607216155,D,-157.77696494359725,E,E,D,C,87.69423855381471,0
Asian,Other,D,D,-70.98313241577152,E,-52.04261263507999,156.6477361058534,-14.581737541505092,E,246.85010686123783,A,E,A,B,-141.9405016304618,0
White,Other,C,B,-67.55399347890005,C,-73.45929960266999,-44.66492669718233,41.08501960893538,E,-92.42043939404245,D,D,C,D,22.230305814116313,1
Other,Other,D,E,114.43525100477063,B,-70.5477505790399,-40.50674000928287,11.509294486031134,C,77.7517735135401,E,A,D,D,-105.02910343807879,0
White,Hindu,C,B,-130.75393922192973,D,-69.73357197534146,-129.932061274864,-109.68567191040164,B,-185.6902338623079,B,E,B,B,167.93562793144724,0
White,Buddhist,D,B,-134.0943445882104,C,20.07948719474722,20.18968643238263,2.185585194403809,C,87.4534867090554,C,C,E,D,45.18025837950185,0
African American,None,C,A,-206.05883662919746,C,201.95841258400606,-30.48052888277908,-9.048070894663377,B,188.24527009815333,A,C,E,A,127.2348697556468,1
Other,Other,E,E,292.11361636193203,B,-89.42292401717299,-72.58780315102214,69.6335851765258,D,3.7164318677699972,C,C,C,E,89.88605289702781,0
Asian,None,C,B,-102.38114980856852,D,-47.47778642924192,9.055252170326977,-42.24746715048212,C,9.158414929540157,E,B,B,C,-17.759855151866223,0
Hispanic,None,A,B,69.19294123438274,A,9.081548106368404,102.21787612215014,89.08730952091946,A,-171.19191187251806,D,D,B,B,-28.00010540601012,0
African American,Other,B,B,-33.400820463946616,B,104.92947805999239,151.35700610597524,-177.1365267087159,B,147.55980025177365,C,C,E,B,-0.9541298873059083,0
White,Hindu,D,B,15.025033197958606,A,40.91953716090139,-19.50571525937079,-263.0868160762203,E,45.82006512416662,E,D,B,C,-68.06064767280448,1
Other,Hindu,D,B,-114.79727182110979,C,-93.1277525327055,-18.274967997742834,-68.11172787931191,A,-18.413293598010405,E,D,D,A,-133.5832070863028,0
Black,Christian,E,E,10.23840808409211,D,-42.68314626033778,-53.84152081142475,-155.63881446622946,C,-192.6942997011677,A,C,C,D,84.51677646804998,0
Other,Other,A,E,187.13015775424014,E,-11.84270643217733,23.539156352978242,24.258579915598226,B,62.3395580125188,B,B,B,A,-142.2044627731977,0
African American,Hindu,B,D,111.38686533130797,B,-50.92406229799115,147.20419018923266,-116.14845881643272,C,-42.13608466727997,C,A,C,B,39.84539355908073,1
Black,Jewish,C,E,81.12343644130536,A,-29.752939871359246,-73.863619087076,86.0452839915976,D,220.1711232199734,C,E,A,B,-15.829419642346457,1
Hispanic,Buddhist,C,E,62.7661149372289,A,36.55698458435281,47.44587498833381,-23.23205604290704,D,19.416717516277924,C,C,E,B,34.583263102988816,0
White,Muslim,C,D,71.61864919095127,D,44.97202298501162,-93.65343691370444,114.67287797024757,B,136.37778369096534,D,A,E,D,-10.128295048023963,0
White,Other,D,D,49.615549849531824,B,7.903045183068517,-44.816943733172494,45.06173464359684,E,-135.77520226204308,D,B,B,A,74.40810505082902,0
African American,Muslim,B,B,-128.42555848751175,D,12.340716182656825,68.39745133059665,-55.36817484331205,C,-97.4919576695441,C,B,A,E,60.43305526507711,1
Black,Jewish,A,E,65.10190539678754,D,128.48728753456896,-71.96835978387185,25.676133065773442,C,-20.862504724445643,A,A,B,E,1.9559383696909998,0
Asian,Hindu,B,D,-17.64713772705486,B,-43.44332619075151,2.3044232772269635,-175.20453603268206,C,118.86411854991232,C,A,D,D,119.88839569602956,1
Hispanic,None,E,C,-22.250107174390713,A,-60.97621707859753,-15.483090413513548,23.56058455761124,C,-18.754355812818595,C,C,D,A,140.49013642535476,0
White,Buddhist,E,C,-86.13671177103438,C,-27.9062235910172,-67.39362550939612,-52.254832102081814,B,-194.53492556942285,B,C,E,C,-15.102342625533641,0
Asian,Hindu,A,D,166.68417715396942,E,-77.13959271333415,57.70255125561694,112.51574537958307,B,-78.78384678919272,A,B,B,E,15.098285732387026,1
Black,Muslim,A,D,-189.45733930889674,C,-56.6785829984794,81.4488552556578,-98.67738730220387,C,-117.93548421081195,E,A,A,E,57.072842091471564,1
White,Buddhist,E,D,107.67678234897326,C,52.646660152308954,-50.371256118573584,-53.08096118854267,A,5.793330648570346,B,E,A,D,50.06271113981131,0
Asian,Hindu,B,C,11.5091893726426,D,99.02977009565257,171.8588065387087,123.95811562848192,E,-181.42017011327727,A,A,E,C,28.64790881546226,1
Hispanic,Jewish,E,D,-64.87924640300727,E,114.17341814140099,54.47358967159089,-9.143379112713532,C,77.46324635611502,D,A,A,B,-141.478932898113,1
White,Jewish,D,B,-73.30247360856129,E,105.17087278779648,-112.6778266673534,-0.7278131711459673,B,81.03322105734676,E,D,B,A,-187.24249568602283,1
African American,Buddhist,A,E,-41.214115850878045,D,75.66977829627831,-71.64624956049136,-189.9633544708447,D,0.44140614586960486,D,B,D,D,1.6086538471625444,1
Hispanic,Jewish,C,C,-173.2169821093087,D,-18.499291902461223,-108.58898190893345,-59.11094120859042,D,-144.7594760768686,C,B,B,E,-100.80424150170128,0
Asian,Hindu,C,D,-70.96895893382842,D,-97.06998555199566,-44.6113493910767,-5.602734462153617,C,18.78759567602947,C,C,C,D,-78.76220998062554,1
Asian,Buddhist,C,C,-233.29569525670215,B,-23.33011123400787,38.29250205717641,-98.08554102230069,B,23.6849451367522,B,D,B,B,98.61389798661699,1
African American,Jewish,C,C,162.77449730711686,B,-66.16169523030761,-116.61408911183781,152.43235399384548,A,195.8771920680842,D,D,D,A,40.75439842593931,1
Other,Hindu,C,B,-28.324609139700275,A,0.16428915564939603,-52.756702201855134,-179.57221309041265,A,-101.45265872377686,A,A,D,C,14.268175347955362,0
Other,Other,D,D,106.69933992120949,C,15.430522875565236,181.76716141465772,37.78589123070388,D,103.20361317549438,D,D,E,D,-19.639561248309143,0
Hispanic,Muslim,B,E,-162.7299371613435,C,-103.92021225212724,-66.89995115855218,145.5579330852291,E,-14.319669624890647,B,D,E,E,23.277395389776167,1
White,Hindu,D,B,63.34212741294502,D,57.99310232008925,-129.39912056976567,17.458360193019253,B,-108.05562567433928,C,D,D,B,90.20297896296387,0
Other,Christian,A,B,72.84774045593542,C,22.155946240775446,-105.44209157464451,117.02266477881376,A,-77.29786223834905,B,D,C,B,-32.64047474425911,0
Asian,Christian,E,B,-33.973463451104884,A,-142.62794971640568,67.46016801241157,128.07253147873482,A,27.690498366879652,C,B,D,C,-31.341054899213432,0
Black,Buddhist,E,B,-221.25293512417338,A,-11.814609777839248,114.66667944646534,-28.33201112962771,B,21.687115947901436,D,A,C,D,-34.832705109439964,0
Black,Jewish,D,E,-46.20359765979573,A,-29.777367784593405,73.45879554408211,-47.43534798348843,E,-7.087699935148875,D,A,D,C,-88.20640865728471,1
Black,Christian,C,A,205.33011769042156,C,50.35442615594615,12.032175411451584,-42.99811098512909,D,143.94659587134217,C,A,C,A,206.98962170450534,1
Other,Hindu,C,C,170.69640314580008,B,231.95701508349447,-2.5540649936467408,51.374860572365,C,-69.22234072327808,B,E,D,C,22.161879651561378,0
Other,Hindu,E,C,-63.048520035598756,A,124.19198237876783,10.9235854927281,-30.140548821721406,E,-70.85551268302214,C,D,B,E,-149.51451688000927,0
Asian,None,C,B,-14.972647164914681,E,177.09908516969278,-121.19962283736197,27.588471402643343,B,33.10151642971778,B,C,C,A,226.5544114378755,0
White,Muslim,A,A,-76.02866850836607,B,94.13929570145956,-86.28108825287947,-61.75673163744576,E,-8.26136091960062,B,E,D,D,-38.454819163321034,0
African American,Jewish,B,D,58.13722350107777,E,142.51473807684718,27.360027640370305,-27.352152971532572,A,-189.93166019963033,A,A,D,C,-73.71631228093406,1
African American,None,B,A,-3.5079455491822156,C,2.989907090091032,-25.565094097456143,11.068899552107128,E,121.63930664821714,B,B,A,C,-17.52274378335466,1
Hispanic,Christian,C,D,11.950176920889607,D,28.46147752107411,-1.075541477067699,67.68150179113691,A,-48.728766532136575,D,E,B,E,72.6950431587222,0
Black,None,E,A,-112.47053057787004,C,77.06950771938746,21.99053988099488,47.571301645924585,C,-13.380280622850007,D,C,E,E,82.45215285781364,1
Hispanic,Hindu,B,C,-6.6525217287265885,C,-19.83134822051542,84.55358389678523,54.32207495245878,B,-33.2764733331535,C,A,A,A,-0.9541007311491421,1
Black,None,E,B,-98.53266518110844,C,-78.3480346571039,-12.438975275903529,145.4693311707545,B,90.00168233132811,B,D,E,A,-102.52415879257934,0
White,Hindu,B,D,-123.89810989765999,B,-34.284673401067906,93.17263308006349,22.247314828977583,E,70.02109359463688,B,A,A,D,-130.67836249336656,1
White,Other,A,B,26.103368107668302,D,113.35180523288216,107.780492391411,-173.372401333612,C,153.93421960204415,A,C,B,C,-19.20626242478976,1
Black,Hindu,D,E,-32.49647948290617,D,51.90703668346111,-31.965229590141902,-73.47830099639825,D,291.06891789535337,D,C,E,E,-131.7917410988249,1
Other,Muslim,E,D,-22.877667021105015,E,95.40135243612924,-8.193797597478572,-140.23337688920188,A,-39.37008994521383,D,E,A,D,-41.837653719424566,1
Asian,Hindu,C,A,-75.94461750013244,C,-52.40127585011931,24.725161570061687,-121.29740539491752,B,-210.3653153254793,E,C,C,B,125.3809932947184,1
Other,Christian,D,C,32.70407761883189,E,-58.98674341864161,136.907344978738,-126.26627718548792,C,-87.25981466910073,E,A,E,A,17.18155479951871,0
Black,Hindu,E,C,90.33854636151871,A,61.73052786790403,76.34143204662482,-286.44543644285676,A,122.39277147615404,D,C,C,C,-103.27740883304503,1
African American,Christian,E,B,32.69510082875366,E,-90.81088965029738,79.09644848563235,89.8441941750164,D,139.61836440268291,A,E,B,A,167.37001006525486,1
Asian,None,E,A,-5.969380941553464,B,-61.20073664613472,95.54142574514417,-10.446519616071361,A,3.888826273604769,A,B,D,E,-63.64384256384903,1
Black,Other,A,D,3.99590213061645,E,24.79439790365991,7.104467183742669,61.89662697964269,E,221.7999973285179,B,E,C,B,41.084119242276806,1
African American,Christian,E,B,-72.53086839641554,B,-100.06592877816595,12.691338784986423,64.49938860059184,D,-113.07257371634154,E,B,D,D,126.10540354365571,0
Other,Hindu,E,D,-37.72689994307077,B,80.90946174397101,-138.21134022614916,50.94938764716049,D,50.473188204869636,D,C,D,C,-76.5421340368888,0
Black,Muslim,D,D,-125.27441566744481,C,63.49726470661403,-90.04716331032017,114.58069447338556,E,-4.679339855530003,A,B,E,A,-19.784877101911253,0
Other,None,D,D,-45.495568646528305,A,104.5297777583899,-121.94210050647582,-34.91970580827892,E,-6.459949252257331,A,B,E,A,39.34348420831349,1
African American,Christian,B,B,-96.92732135103999,B,44.78058909183487,53.720438206791556,-83.18852991606943,D,-122.16255337920701,B,C,B,C,26.185355393144093,1
Black,Christian,C,D,-7.691243633650811,E,-69.60480294445878,-194.0487410449972,76.441209480039,C,64.62169733974932,D,B,E,D,47.78666197959788,1
Hispanic,Hindu,A,E,-167.25553686711763,A,-145.46378145213717,9.081613034821547,110.99313218240701,D,-76.19024249158498,A,D,C,B,-218.24986834954782,1
