sexual_orientation,AgeGroup,SEX,disability,feature_0,feature_1,feature_2,feature_3,feature_4,target
Homosexual,18-25,Female,Mental,-76.8332388091705,E,C,-29.29271540171643,-181.47406214440684,0
Other,18-25,Female,Yes,-7.598165225696694,D,A,33.00682192339648,-20.968110561085513,1
Homosexual,18-25,Other,Both,-60.422092904922934,C,C,106.49179387598862,234.6496171438296,0
Bisexual,18-25,Female,Yes,16.64957994862812,D,E,-73.57971838578452,-299.9547201471236,1
Other,18-25,M,Physical,38.16346585469559,E,D,-0.4839670788092,220.91628172287213,1
Other,36-50,F,Mental,126.78845499897433,D,D,-103.91980369299444,211.67438136731477,1
Bisexual,51-65,M,Yes,66.62792853293875,B,C,23.40356137255,23.112053657163962,1
Other,26-35,M,No,207.9228056668382,B,D,62.139771450415346,-28.186988380516524,0
Homosexual,36-50,Other,No,69.89036859313764,C,B,14.278954948262237,121.0775072358103,1
Homosexual,26-35,F,Physical,-41.83243896289465,C,D,-51.53654941109968,160.72883964012436,0
Bisexual,26-35,Female,Physical,103.30916954278572,A,D,115.09231156726398,20.465919243441256,0
Heterosexual,26-35,Female,None,-78.75154459302117,E,B,36.84563289789792,-76.35601145596048,1
Heterosexual,65+,Other,Both,-88.41917331112245,B,A,-94.91156570282692,122.03589531524281,1
Other,65+,Other,Both,-165.69660097148392,B,D,74.39484329643284,3.667335535800415,0
Other,36-50,F,No,-181.14244798295573,E,A,3.4488464756277337,102.81145145027877,0
Other,51-65,M,Mental,190.04300094997978,E,B,4.97865022693467,22.962826492694912,1
Heterosexual,65+,Non-binary,Physical,-108.50951644479612,E,C,15.109016866884813,126.05300559834329,0
Homosexual,36-50,Non-binary,Yes,26.533399567818922,B,C,-110.62377566093159,19.032098271997196,1
Homosexual,18-25,M,None,-87.1655669979805,C,A,-48.52841584106486,103.74736555883717,1
Bisexual,18-25,M,No,-167.67401686364468,C,D,-127.89009520217098,64.45547813161619,0
Other,18-25,Female,Physical,-132.50813625633066,C,C,12.195674820756752,63.402104197628894,1
Heterosexual,65+,Non-binary,Both,-58.570709931508624,C,A,280.0535391722296,79.89387290039629,1
Heterosexual,18-25,Female,No,37.59127934837401,B,D,85.52736876820721,81.53631096353813,1
Other,65+,F,Mental,-69.02999928701841,B,A,158.37424048162688,37.05012647524201,1
Heterosexual,36-50,F,None,75.48284504185395,D,A,31.489656571571672,88.16033785783806,0
Bisexual,51-65,Male,None,-35.613662489360856,E,D,-139.39520112182782,107.83741674851024,1
Heterosexual,36-50,F,Physical,-36.48032364382221,B,C,20.272248087223353,-112.36384459931045,0
Bisexual,36-50,Non-binary,Both,-39.29417502481473,B,A,-124.15597608577022,-104.5437124785501,1
Other,18-25,Other,Physical,171.32828480135137,B,A,128.9868504774111,-80.01516770123284,1
Other,65+,F,Physical,78.98912639490815,D,C,176.5040756499394,-103.7914441025188,0
Other,36-50,F,Both,-104.2283511484356,E,A,-107.86254984394648,122.31210427270447,0
Homosexual,36-50,Non-binary,Physical,-36.90581231809043,B,C,149.4089357769318,-79.17975259702854,1
Other,65+,M,Physical,-27.76764479977651,E,D,245.09650033306843,-63.54524975761662,0
Heterosexual,65+,Non-binary,No,30.854495609668998,D,B,-40.32684224656743,46.69776302568319,1
Homosexual,36-50,Female,Mental,-6.573327031022694,E,E,-81.59705017181902,-14.829710564960639,1
Heterosexual,26-35,Non-binary,No,167.05723487013324,E,E,-53.19710632894334,9.718394774383865,1
Homosexual,26-35,F,Physical,-99.71505052656904,D,D,-69.03768377391401,-31.975435866946267,1
Heterosexual,26-35,M,No,166.81754063944823,B,C,-22.646533110290935,-18.405795352395522,0
Heterosexual,18-25,Female,Mental,-20.344284582259494,C,E,40.38307822586014,-109.84411956244648,0
Homosexual,26-35,Male,None,-132.58308128534247,D,C,-22.440922948248204,36.12918302371846,1
Homosexual,26-35,Non-binary,Mental,-113.78712665668714,B,C,66.70329201025567,-20.99118245242414,0
Bisexual,36-50,Male,Mental,49.89466246155402,C,C,-51.449506254932274,-0.48986231670627306,1
Bisexual,65+,F,No,16.698559573406165,A,C,-57.031530976747625,-173.81975017429943,1
Bisexual,65+,Non-binary,No,-10.935780873316665,A,B,-63.57243575806487,148.0609749751089,1
Other,65+,Male,Yes,-115.18290103892102,D,E,-111.95829772354189,-23.23840645997432,0
Heterosexual,36-50,Other,No,-104.38745102259644,E,D,116.50582612578977,146.33885228592177,1
Other,51-65,F,Physical,175.1951632684983,B,A,143.84564176718249,18.20754828591212,1
Bisexual,65+,Female,Yes,35.9013968916246,C,D,27.525573144240447,81.3390012834532,1
Homosexual,51-65,M,Physical,172.9789274032794,C,A,2.396743782023243,198.3404154460583,1
Other,26-35,Other,Yes,-147.93670194757004,D,A,89.18334930146,-86.43681786281924,1
Homosexual,18-25,F,Mental,137.07407744815058,D,E,78.53328123096394,-61.67517714688445,0
Bisexual,51-65,Non-binary,None,-86.8733408549964,B,E,-60.42559526573265,88.76550995206517,1
Bisexual,18-25,Male,No,150.86500789017637,D,A,202.78784844192242,-62.89411750764356,1
Other,36-50,Other,None,-17.593706656295645,D,C,189.8281074880225,4.578913335576617,0
Heterosexual,51-65,Non-binary,Physical,10.077840808078212,E,A,-66.18392166529588,3.2109747708931344,0
Homosexual,65+,Non-binary,Mental,80.41683459161621,C,B,-65.49802500055225,76.14198798099721,0
Other,26-35,Other,Physical,126.90091121068062,E,A,-170.92435243028564,114.74847063343145,0
Homosexual,26-35,Other,Yes,-57.360035656313165,B,D,-52.09785417219314,-26.44328490402263,1
Heterosexual,26-35,Other,Mental,134.98515017422852,B,E,153.76093597792263,-93.35889922120562,0
Homosexual,51-65,Other,Mental,23.819237345582287,E,E,-123.97701727778232,159.4840800975132,1
Heterosexual,18-25,Female,Yes,-10.02696987708471,E,A,37.02975001758718,137.75847048918973,1
Bisexual,65+,F,Both,105.18801380169708,B,E,-34.74936901975993,0.0729666108508502,1
Other,26-35,M,None,83.13853561831722,B,C,-23.387698947275176,-95.41839983276151,0
Homosexual,36-50,Other,Mental,-66.54442301954097,E,E,-49.32540517550786,-19.295808376060197,1
Heterosexual,18-25,F,Physical,75.20610498655181,E,A,-35.08001246794891,-98.25591260141273,1
Bisexual,65+,Female,No,79.3449748833918,B,E,-28.82406503347238,103.34203319469586,1
Other,65+,Female,Yes,-20.239599935824533,E,A,103.21460617444625,51.67797055132927,0
Other,18-25,Non-binary,Yes,-79.87835476233707,B,E,128.90476953998814,-32.79218260278658,0
Homosexual,26-35,Non-binary,Yes,73.38774945555313,D,B,-133.94466650440492,-47.86217775088391,1
Heterosexual,65+,Non-binary,Mental,-44.25627364422585,A,B,48.50849416147986,-21.814669227066403,1
Heterosexual,65+,Non-binary,None,-158.71597181561617,B,E,-81.80409577152112,103.70571131779785,1
Bisexual,26-35,Female,Physical,101.63721267002256,D,B,-51.83201743431227,-50.89871902349603,0
Other,36-50,M,Mental,-30.325695110025986,E,A,-47.887394653639895,-47.43559081171021,0
Bisexual,51-65,Male,Yes,-106.68800459861482,B,C,-146.2028926510651,83.38678929912724,0
Homosexual,51-65,Other,Physical,-223.28812875893226,D,B,9.9834648137174,292.7019561914817,0
Homosexual,36-50,M,None,55.41793032698021,B,C,-155.30488178809287,58.350626468114505,0
Other,65+,Non-binary,Physical,37.29676928067976,E,E,-30.001611985070113,41.83857345679866,0
Other,18-25,Other,None,176.61149801312678,D,B,-76.85316609963125,-52.22382563701981,0
Homosexual,18-25,Male,No,-58.702416480393026,C,D,-25.9439975117221,13.479608244310556,1
Other,51-65,M,No,7.304737743467925,E,A,154.71124825616891,89.48613951925437,1
Bisexual,18-25,Female,Both,24.932285032874155,C,A,2.9470643029135073,20.948380166803524,0
Other,65+,Non-binary,Physical,-46.79392034366786,B,C,89.57227981846823,116.54981176722814,1
Heterosexual,51-65,Female,Yes,-61.53358212728746,D,A,-13.370933029783128,46.61972099374099,0
Heterosexual,26-35,Other,Yes,49.63324162753225,B,D,-9.316324273440927,-113.35845650682673,0
Other,26-35,Male,Physical,-167.10801366421012,D,D,-59.33109594051754,197.14244329210163,0
Homosexual,18-25,F,Mental,183.99369762302976,B,A,187.8283523279851,-86.74543563698165,1
Bisexual,26-35,Female,Yes,-30.287098491125885,A,E,-183.33308605565372,54.942291690503986,1
Other,36-50,M,Yes,22.369680192315304,A,E,4.35345648579022,23.410520962941966,1
Other,36-50,Male,Both,42.770924194947526,D,B,196.77961438870022,-117.7556219084015,1
Other,65+,Male,Both,55.53736705201901,B,E,-18.877116216665886,9.34875973362856,1
Bisexual,51-65,Non-binary,Physical,69.95605858873279,A,E,72.78878191435128,-46.47065707301349,0
Heterosexual,65+,Female,Yes,-22.22287758244386,A,C,-64.67636007200785,16.45648307573744,0
Other,65+,M,Yes,46.68265591265401,D,B,103.07196755232033,-18.79300894587604,0
Homosexual,51-65,M,Yes,-12.264703836044776,E,D,-143.98188991141302,-41.52864542820634,1
Other,51-65,M,Both,29.316669739168756,C,E,-3.092742363739951,-99.91697186493322,1
Heterosexual,18-25,M,No,15.62758239754034,A,E,54.141190855650564,-55.65684276849697,1
Other,65+,Female,None,188.3619786381609,E,D,-205.14284393699006,170.12649892029143,1
Other,65+,M,Mental,115.11792787351251,A,B,14.637017434795888,0.4553674021341111,0
Heterosexual,36-50,F,Both,-116.53802531095457,B,A,-10.61708770293244,-13.424907473606632,0
Homosexual,51-65,Male,None,104.52255737436813,A,D,148.02906421737706,-33.678300011826416,0
Bisexual,36-50,M,None,-19.971253224902792,E,D,44.93411103615686,96.48972536717149,1
Other,36-50,Female,Physical,-115.98072657453413,B,E,-36.80124248367154,11.10169288326972,0
Homosexual,51-65,Male,No,32.66705664269658,B,D,174.0260239759302,-67.57520879522049,0
Heterosexual,36-50,Female,Both,160.57882578668773,A,E,-16.63702496265614,-31.47515615191729,1
Homosexual,26-35,M,Physical,-111.31188284645673,C,B,90.9216625102863,-3.9298418001429303,1
Heterosexual,65+,Male,Yes,100.75172222598405,D,A,17.108346532285204,60.531947718502046,0
Homosexual,65+,Non-binary,Yes,-117.93011059641,D,C,166.72911394460317,190.15097168544295,0
Other,18-25,Male,Physical,-33.249863328995026,B,E,-188.21858971304437,-175.45324672934964,0
Homosexual,36-50,Other,None,35.20046091795554,C,D,144.01623805713666,79.61114313123304,1
Heterosexual,26-35,Non-binary,Mental,102.20076263840593,A,C,-60.702507627737646,172.37814226173523,0
Other,26-35,M,Yes,126.84233963079512,B,D,-115.23629714682319,51.189266855073,1
Bisexual,36-50,Other,Mental,41.244147817371925,D,C,96.77928855313696,-247.70022645749034,1
Heterosexual,18-25,F,Yes,64.115006418333,A,C,-102.75826191239061,-106.30202736786698,1
Other,51-65,Female,Mental,38.08212320761599,E,B,-31.771979465728677,-67.82551376502329,1
Heterosexual,18-25,F,Mental,133.0704159016609,C,A,-54.36894127987516,-3.542725949119758,0
Other,18-25,F,Physical,30.610424315180495,E,C,-87.27317787906847,-145.44998690037133,0
Homosexual,51-65,Male,Both,14.14033257903428,B,C,-137.42120649762865,9.900556655796121,1
Bisexual,36-50,F,None,-81.50568663136536,C,A,-24.753960660179775,-33.5617416883075,0
Bisexual,36-50,M,No,116.48603089810905,C,D,128.9619732292118,101.82288213900601,1
Heterosexual,65+,Non-binary,Both,206.97160192606137,D,D,-79.68873256240906,-32.12498809191368,0
Heterosexual,36-50,Male,Yes,15.251258032803344,A,A,-103.74392945265679,-202.45690751558826,0
Heterosexual,18-25,Non-binary,None,236.85456635033034,D,E,20.279884732146268,95.50364458915551,0
Heterosexual,51-65,Other,No,29.408927377916783,C,E,-107.56959367229153,-115.34145736070272,0
Bisexual,51-65,Non-binary,Yes,-205.5655671547047,B,D,-12.108337885865934,48.057431243550006,1
Other,18-25,F,Mental,-17.93831958421117,C,B,69.48245665664969,137.74888273077588,0
Other,65+,Other,None,115.2485867770363,B,D,89.29003991823838,-81.38268616534631,0
Heterosexual,36-50,Other,None,-178.30374906872655,E,A,176.69016238917723,-105.73371407800063,0
Other,36-50,Non-binary,No,-97.47249214422288,D,D,160.14885804386134,-179.06622291714652,1
Other,18-25,F,Both,100.54693699034283,A,A,-83.25216208420612,-164.16626753721238,1
Other,18-25,M,None,-5.689758697054406,C,E,-93.27708915200226,-256.31704505202526,0
Heterosexual,18-25,F,Physical,-49.021585162745865,C,B,112.89035362968949,-59.522196916584235,1
Bisexual,65+,Other,No,-74.71061127291263,E,C,-60.28196031382049,50.20221795914579,0
Homosexual,36-50,Other,Mental,-7.358659367939283,A,A,57.399913814122385,13.248614405361952,0
Homosexual,26-35,Female,Mental,-75.96621756040264,E,B,149.67034610789227,-69.16239120520032,0
Homosexual,18-25,F,No,-30.44656455317766,C,C,50.73150729652858,118.42279773498421,0
Homosexual,18-25,Male,Both,39.226951334951835,E,A,75.14667748972263,-166.6952509217762,0
Bisexual,18-25,M,Yes,139.8716921981469,E,A,-115.324148766522,-72.58580267861443,1
Other,65+,F,Physical,57.64879624836527,E,E,-28.47453056484339,-89.54843428053574,0
Other,18-25,Female,Mental,7.219834563950524,E,E,9.38808942189892,15.752446139623064,1
Homosexual,51-65,Female,Yes,-90.14004619916291,E,B,16.627155347123104,-23.14303107757673,0
Other,65+,Non-binary,None,-110.73579477169378,B,A,105.65984289636381,-36.89342881789612,1
Other,65+,M,Both,141.74149149366076,B,D,-44.069891366911385,125.5061286391767,0
Other,36-50,Male,No,49.42569582802777,D,A,6.023502587262973,56.09795480919839,0
Bisexual,36-50,M,Mental,84.0818825619818,A,A,-22.71186259785133,-16.559151712076417,1
Other,26-35,M,Both,-64.70048100692138,E,C,82.21380463599463,86.29299186435655,1
Other,65+,Female,Yes,-149.4285334610382,D,E,-35.693567628201684,97.83096944468605,1
Homosexual,36-50,Other,Mental,-56.66103085114524,C,E,167.70520978179587,55.64705178392094,1
Heterosexual,18-25,M,Yes,46.48927148596766,C,C,68.2820773107548,-152.0728518944059,0
Heterosexual,18-25,Male,Both,102.0338180894861,A,B,56.06144761645043,-27.66160625346494,0
Other,36-50,F,Yes,38.75414379951839,D,D,196.52468685828956,129.72618249449562,0
Homosexual,26-35,M,Both,98.72334310311001,B,D,112.86234529057741,-16.29313818155466,1
Bisexual,18-25,Male,None,-145.55227036086734,D,C,-135.9910406279915,38.679218333737914,1
Heterosexual,51-65,F,Yes,-47.018216852099535,E,D,71.37959093049864,18.87841897472122,0
Homosexual,65+,Other,Yes,-118.70398654743836,A,C,33.20011264709108,-128.9690122771904,0
Homosexual,18-25,M,No,-55.43902497308133,E,E,-176.6979679588055,27.458524371636095,1
Heterosexual,26-35,Non-binary,None,-86.71872106675723,B,A,36.89533873971214,63.829599556175395,0
Bisexual,26-35,Non-binary,Yes,33.41445399218223,B,E,113.85110960885932,203.40522059325892,0
Homosexual,18-25,Non-binary,Both,-59.73818870429495,E,A,148.8466491952348,54.92845857226975,1
Homosexual,36-50,M,No,58.785797253797924,A,B,-191.1348374056412,94.35036208647747,0
Bisexual,36-50,Non-binary,Mental,44.714819824502435,C,C,160.91310397569694,-33.69579261673776,0
Bisexual,18-25,Female,No,95.198573621522,E,C,24.78478247057687,134.94712221433875,0
Other,26-35,M,Physical,148.1174302505795,C,E,199.21845929092933,66.23366453737637,1
Bisexual,51-65,Other,No,-136.9282293982288,A,A,-10.37266360462815,17.190367130742196,1
Other,18-25,M,Yes,20.40179618719358,D,D,-123.9811875334717,53.90455564938856,1
Bisexual,26-35,Other,None,-26.908267061783985,C,D,16.219544655298147,46.052389086978536,1
Heterosexual,51-65,Other,No,-23.850138342900205,D,A,-115.49187585957381,-106.23395692436375,0
Homosexual,65+,Non-binary,No,15.664968395240242,A,E,53.92303444901438,-10.746625329019235,1
Homosexual,65+,Male,None,-44.41218158590277,A,E,-35.47431914052196,-80.79505279251634,1
Bisexual,26-35,M,No,-83.31307882937566,C,A,38.80501124044409,190.0331036260836,1
Homosexual,65+,F,Yes,118.6788646123528,E,B,-19.612863058985987,-67.10038810628966,1
Homosexual,18-25,M,No,128.73926255367388,D,E,16.212244854617044,24.143426701371055,0
Heterosexual,36-50,Male,Both,42.29962638732713,D,B,-96.25345395252585,104.07348402153755,1
Heterosexual,26-35,F,None,115.60673442814434,E,B,-1.2869125935567622,-17.503819806798546,0
Heterosexual,26-35,F,No,71.19716826395481,B,E,-82.97002453131186,112.31916384330671,1
Homosexual,18-25,Other,Both,-12.249818855527188,C,D,-97.7670430868086,-36.88221795683899,0
Homosexual,18-25,Female,No,-31.663819091845806,C,C,164.64740757913543,-31.69396488079868,0
Bisexual,51-65,Other,Both,8.637278143441312,B,B,45.401301288071544,-49.13722704156839,1
Other,65+,F,Both,-31.664332470013424,B,B,16.541099166542423,-41.5082415990271,0
Homosexual,18-25,F,Yes,-17.217136777660187,B,C,17.784440925941748,9.968293090270073,0
Bisexual,26-35,Non-binary,Physical,-59.69461283318297,B,A,14.963863089257895,30.034273267172374,1
Other,65+,Female,None,-90.81069483580406,A,B,-26.806191603366848,188.9229897994493,0
Other,18-25,Male,Both,-35.19250912099005,B,E,-63.492873756829525,49.76375453463677,0
Other,36-50,F,Mental,76.41526065385204,E,C,39.743943313792144,-3.75253192911682,0
Homosexual,18-25,Male,None,-40.484121864189746,B,E,83.98069382285985,-114.17422906591585,0
Other,51-65,Female,None,-127.51983675330005,A,C,11.579135174579614,-21.54609987003891,0
Homosexual,51-65,Male,No,54.65417515603431,D,C,-29.141847995182836,6.196323239391545,0
Homosexual,51-65,Non-binary,No,-147.4858635340561,A,E,35.03254700794412,61.759286743757656,0
Heterosexual,26-35,Non-binary,Yes,31.127118529237197,E,C,188.30477070724945,128.78366791007826,0
Other,18-25,Other,Physical,43.367047875238654,C,D,8.052081504122105,59.12544658869392,1
Bisexual,65+,F,Yes,-100.9342042637513,C,E,50.887752467853986,-130.40276191538203,1
Heterosexual,51-65,Non-binary,None,162.20782317255583,B,A,63.21979098267898,23.472374272434237,0
Heterosexual,26-35,M,None,125.3052297988281,C,E,234.43990487013454,-57.84058600759011,0
Other,65+,Non-binary,Physical,110.42245734635394,A,E,129.3510656636906,55.0885113297212,0
Bisexual,18-25,F,Mental,31.401443640613042,D,B,-110.52311773492175,-55.8828103186321,0
Bisexual,65+,Non-binary,Both,-89.39720389244657,A,C,26.2718979308298,139.77983327251425,0
Bisexual,26-35,Other,Physical,140.02692579076106,A,A,-51.81924340970298,58.19105641793354,0
Other,18-25,Female,Both,-2.5408998656191666,E,D,-40.61048140890639,59.572628010781536,1
Bisexual,51-65,Other,No,33.12036236397695,E,E,-25.516058007675724,28.74172637395199,1
Homosexual,26-35,Male,Mental,6.893791057419015,C,B,-91.83242270625452,116.8570727028501,1
Heterosexual,65+,F,Mental,-27.981281040192798,A,E,21.90845388084245,51.58365471789347,1
Heterosexual,51-65,Female,Physical,120.40966390755517,C,E,-20.512637661369297,58.01779776519136,1
Other,36-50,Female,Physical,-12.938961283687023,D,C,-99.94508177627054,17.646171072896397,0
Homosexual,65+,Other,No,151.7979324965004,C,D,2.0054319792379625,57.51658480308727,0
Other,36-50,M,None,-48.837230611244685,C,C,6.251096078864799,-58.334649540247305,1
Homosexual,18-25,M,Both,24.758581964894933,C,D,28.782712376973517,151.36581689511343,1
Other,26-35,Female,Yes,-47.96205870705402,E,D,24.757070753517873,-73.92080748488526,0
Homosexual,65+,F,Physical,-95.4016222463666,D,E,115.27612266328964,-51.803611021528575,1
Bisexual,26-35,Non-binary,Both,-137.9913993435465,E,A,-76.17584741775222,-20.501322141479235,0
Other,51-65,Female,Mental,-11.151841568378664,B,B,44.6351223574123,-46.683208965489214,1
Homosexual,18-25,Non-binary,Yes,-111.66072944160297,D,A,-74.28881038694576,76.58133825294306,0
Bisexual,51-65,F,Physical,-83.76579720263679,C,A,28.701894904746993,45.6110236871656,1
Other,18-25,Other,No,-0.12805229600404852,C,B,-76.2987456347868,32.90904331020364,1
Heterosexual,65+,F,Yes,83.0301727093086,E,C,-53.50379002785698,-7.856245099768827,1
Other,26-35,F,Both,92.5743609502842,C,D,12.625762707163046,143.4460509584024,0
Other,65+,Other,Mental,-82.2038192914312,E,C,159.64030491328086,37.211430885924166,0
Heterosexual,65+,Male,None,150.37301793208627,C,D,49.521046045687456,100.78160813789245,0
Other,65+,Other,Mental,148.83496850358767,C,E,191.87904551684954,2.035484762038435,0
Other,26-35,Female,None,-43.45620618183728,D,E,179.56085742385324,23.35111122611348,1
Homosexual,36-50,F,No,-14.625626463477975,A,A,97.23425501156355,47.37225148210793,0
Homosexual,51-65,Non-binary,Both,-106.29285797985384,D,A,172.43333655766412,-83.24731842899705,0
Homosexual,18-25,Non-binary,No,-19.4616515273665,E,B,-224.61519026654767,53.8597892183753,1
Bisexual,26-35,F,Yes,-36.22969489251912,D,D,-2.946710249922988,16.29912340665993,1
Heterosexual,18-25,Female,No,138.25522899331722,E,A,-37.4498024126812,27.311594801853754,0
Heterosexual,36-50,M,No,-66.80459161583234,B,D,-63.73614927301695,74.57158649997643,0
Homosexual,36-50,Other,Yes,159.7376488738517,E,A,-118.00125965180675,-45.627918738885725,0
Other,26-35,F,Mental,-62.223631607819506,B,A,-161.88456354631813,-50.12121902080667,1
Heterosexual,18-25,M,Both,38.87249302199532,E,B,137.542730586655,67.78425782156381,0
Other,51-65,Male,None,-120.30056723264605,D,E,64.84529564765545,8.088692935605978,1
Heterosexual,51-65,Other,Yes,-51.65612967777865,C,D,0.41369200279258644,-4.003315954385585,1
Homosexual,65+,Male,Both,-39.702427255670806,B,B,83.66165712228883,-3.604062140068371,0
Bisexual,26-35,Female,Both,-123.2902240795747,A,B,-104.28401784893775,-10.63668069677725,1
Other,36-50,Other,Both,-22.02136366931336,C,D,-2.887478068411335,-9.609462441697728,0
Heterosexual,51-65,Non-binary,Yes,68.93190366326529,B,D,33.545336598704374,77.36328034347912,0
Other,51-65,Male,Physical,23.760002640773763,D,E,239.2668302154901,65.67888900870427,0
Bisexual,51-65,F,Mental,119.9228518231416,B,C,-43.64527360347331,-33.41568380471227,0
Homosexual,26-35,F,Both,19.957046304856814,B,D,-60.91020814876445,8.811664458261228,1
Bisexual,18-25,M,Physical,33.178185244345826,C,D,173.56395367293166,44.64200380390875,1
Other,18-25,F,None,57.162402140098244,D,E,20.057592608314934,95.66324484616376,0
Heterosexual,18-25,M,Mental,-95.42504910702407,E,B,-124.70609058086507,-156.39168684573107,0
Heterosexual,26-35,Non-binary,Physical,122.58268720442082,C,C,-83.76179772339056,-51.00950299537538,1
Homosexual,18-25,Female,No,32.261971380217304,C,A,9.750061070280044,-94.98693124482386,1
Heterosexual,51-65,Male,None,84.52760335386026,B,E,-126.26691797755372,-156.4075905324872,0
Heterosexual,36-50,M,Yes,90.8950905019416,C,E,2.149843599092727,151.5271986258875,0
Heterosexual,26-35,Non-binary,No,17.74651511482033,A,B,76.74350157762669,90.75739823531296,1
Heterosexual,18-25,Male,No,181.8424343875225,A,A,100.44002670475183,16.991017531163287,1
Homosexual,51-65,F,Mental,48.190716152174744,C,E,-56.751316898698036,-56.02887333815018,0
Other,36-50,Non-binary,No,-10.81875584611138,B,D,-138.7847079155669,97.64319015859984,0
Heterosexual,36-50,Other,Physical,-40.31934267879532,D,B,159.25591285169355,93.57547863412789,0
Bisexual,51-65,Other,Yes,-46.066682883867976,A,D,67.7689336050077,-151.25385274203995,1
Heterosexual,65+,Female,No,34.18586594229718,B,D,-61.70182271438684,-69.71087500889924,1
Bisexual,18-25,Female,Mental,-5.454199478410426,B,B,27.74295793564469,40.49229241554427,1
Other,65+,Male,None,192.21064560468065,C,B,16.8365982060951,25.3279400715339,0
Heterosexual,36-50,Other,None,126.13563122379648,E,A,-28.967386686581676,-80.8287996935347,0
Bisexual,36-50,M,None,171.62998760189848,C,A,-89.49313099964603,71.43891673505955,1
Heterosexual,26-35,Male,Both,-200.19917410377613,C,D,-106.8778063698988,94.27177083546674,0
Other,26-35,Male,Yes,-10.595846958960921,D,A,-81.73054730753607,64.96455992075761,0
Homosexual,51-65,M,None,100.61983267073069,A,A,60.184160391529694,-189.19764575241317,0
Heterosexual,51-65,Other,No,-155.47419919884086,C,A,4.7205900506663045,25.043500069595183,1
Bisexual,36-50,Other,Physical,60.02992565226918,C,B,-282.5631239720407,32.897951811381645,0
Other,51-65,F,Physical,-116.45579467782727,E,E,-40.62626898590735,-133.50235790134306,1
Heterosexual,65+,Female,No,-104.17209549647939,C,E,91.69992158587715,97.17387808805272,1
Homosexual,65+,F,Both,-114.19486139494646,E,E,-89.88246721042853,-65.2065893530119,1
Heterosexual,26-35,F,None,-86.63974888411381,B,D,-105.46539859496933,-95.84478379337196,1
Heterosexual,26-35,Other,Yes,-19.941422312340958,B,D,149.68546634600938,-83.68192627280035,1
Bisexual,26-35,Other,No,-90.2062532561563,E,B,18.19365041706463,88.79810786928385,1
Other,36-50,M,None,-94.45877981276041,E,B,171.29214209879652,-7.641597420192929,1
Heterosexual,36-50,Non-binary,Mental,135.5037198491545,A,E,-46.556410696424486,4.090917621135895,1
Homosexual,18-25,F,Mental,-49.54960846098667,B,C,46.17400845029671,166.45205994187646,1
Heterosexual,65+,M,Both,84.15247008966983,E,B,-109.54456513017203,24.641241635492825,0
Bisexual,65+,Non-binary,Physical,106.52803904581314,C,C,-7.4868898730742925,-220.02494847055408,0
Other,36-50,F,Yes,-18.655698514185787,E,D,27.6066970347086,-65.63166226235093,1
Bisexual,18-25,Non-binary,None,85.87502094796675,A,B,76.63808363858638,-50.41873043704959,0
Other,36-50,Male,Both,-5.603065157627497,D,A,-89.59408262681843,-125.75746458016566,1
Heterosexual,51-65,Female,Yes,-98.1288661104827,C,A,-99.51067122828763,-195.8936383949781,1
Homosexual,51-65,Non-binary,Both,-32.19728059392196,E,E,41.522058561059985,46.675199551429706,0
Other,18-25,F,None,137.80208830003446,A,E,-25.616040109512316,34.22798208533493,1
Heterosexual,51-65,Female,Yes,-32.766250044456704,C,A,-54.88082071360293,22.034717707672716,0
Other,36-50,F,No,-31.245193181766318,E,E,10.906386538628146,-87.76181044091602,0
Bisexual,36-50,Non-binary,Mental,187.11774889994177,D,D,-42.80030468297532,52.40445208953122,1
Other,51-65,Non-binary,Yes,60.83563022903699,C,E,106.8194503629783,21.788097633574722,0
Heterosexual,36-50,M,Yes,-50.85102860920052,D,D,80.16789493839082,-60.998974167109054,1
Bisexual,65+,Other,Yes,135.43526050761693,E,A,-31.73356299882149,97.63160330493777,1
Bisexual,65+,Other,Both,27.18926700364331,D,C,51.75739709409856,4.4656260163999155,0
Homosexual,26-35,F,No,-148.3365610437239,A,B,34.398140615971265,50.32777949319539,0
Other,51-65,Male,No,69.6950094346081,E,D,123.70554119864788,53.890756592455226,1
Bisexual,51-65,M,No,-27.668608756506725,E,E,-22.228576828851963,57.59492119928326,0
Other,26-35,Non-binary,None,-126.70692648054865,D,C,68.12176315360857,-57.79988298802341,1
Homosexual,36-50,F,None,-4.45022065437231,C,A,58.11083315138833,-68.09076810724152,0
Other,65+,Male,Both,14.19616443135549,A,A,100.4934620101257,-22.491185907391294,1
Other,26-35,Non-binary,Physical,-36.989780282392715,B,D,-0.8166122186605981,95.72788454917628,1
Homosexual,18-25,F,None,17.723896695250208,D,B,18.907706655341972,142.67857500041538,0
Homosexual,65+,Other,Yes,-85.77512162606172,A,E,-201.28600565984476,79.38442136017005,0
Other,18-25,Male,Physical,-103.08472937077127,D,E,-22.90030002445044,-63.47037267070886,0
Heterosexual,51-65,Other,No,-89.37970335892818,B,D,-54.01924005130081,-89.25092756353207,0
Bisexual,51-65,Male,Yes,39.579306080063404,A,D,-87.33434781174235,146.22553040958292,0
Other,51-65,F,Yes,-42.08136879673705,B,D,114.32261011514538,-12.124690573684854,0
Other,65+,F,Mental,-81.18690968069049,A,E,-12.145001045662957,-7.370216865002158,1
