Nationality,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
UK,Single,A,E,-28.83672685436638,E,E,-220.48472586734042,42.29558664467845,A,0
Other,Single,B,E,-173.95986915216645,E,B,15.78322111845876,-101.38704429483958,A,0
US,Single,B,E,88.74345584342417,C,B,31.753709758140847,-172.49040670030772,E,0
India,Single,E,B,34.55624032137298,C,B,-152.225753039155,-123.48896883254552,E,1
Brazil,Divorced,E,B,-85.16288107043893,C,C,-138.07897294563466,-22.178276357521202,B,1
US,Single,C,B,46.81228640710464,C,E,54.33561203444355,171.03629305166135,B,0
China,Married,B,C,226.5979389868787,B,E,-28.56113759567311,84.5898101086588,D,1
Mexico,Divorced,E,B,1.6860512634115112,E,D,-43.92902506944077,121.02512778802091,C,0
Germany,Married,B,D,162.3511444521158,A,C,33.713668835801,-128.94663782647984,E,1
Other,Divorced,B,D,-99.24575947623651,A,C,67.43161251370961,-1.25373443540736,E,0
Brazil,Single,B,B,-79.74724122412532,D,C,-66.02883096609197,286.96206134780937,A,0
Other,Widowed,A,D,-40.187407386485916,E,D,17.595540282532728,52.609832439344785,B,1
China,Married,A,B,-8.28160288484076,D,C,78.19788746847098,151.0304002347404,A,0
China,Divorced,A,D,106.63831489059008,D,E,125.4028717144219,8.36367865032976,B,0
US,Divorced,D,D,178.5189555387135,D,A,44.70723362083472,147.75923057191977,E,0
US,Single,D,A,154.52233289797442,A,C,96.58456475636879,233.52593591082632,C,1
Mexico,Divorced,B,E,-65.68202737182082,D,E,-97.898554751769,65.31031724508269,C,1
China,Widowed,C,A,9.73700040220494,E,D,105.59140397655695,-13.336806373759877,D,1
China,Married,A,A,-33.4497165517725,A,A,-186.8609332058949,-78.18468454573787,E,1
Germany,Widowed,B,D,116.21056917181345,D,C,78.82928729965938,-7.162896342192104,A,0
Other,Single,C,C,29.54871515534126,C,A,62.411337922717806,134.68788556908032,C,0
Germany,Widowed,B,D,0.7449355580532855,E,D,-64.37175787876944,21.91002546395612,A,0
Mexico,Married,B,C,-12.897946650744046,C,B,-65.92118368549175,-171.16404188123053,E,0
US,Widowed,B,C,56.54023372263852,A,E,-22.184829414963776,21.62852414774094,B,0
Other,Married,B,B,9.233052881803602,D,D,0.3405497138986311,2.249177275920148,C,0
Brazil,Divorced,A,C,-184.2099970677647,D,E,-29.900858178337618,-57.05636916874111,E,0
Other,Divorced,A,A,-13.005846731255991,A,E,-72.21642366249363,-95.8384894043442,E,1
Mexico,Divorced,B,C,131.47878377167197,D,E,-69.97354153848366,66.579344141598,B,0
Brazil,Divorced,D,E,4.747763788564327,E,A,-45.893372841030626,-71.37822635410805,C,0
US,Married,E,A,-28.98473766707953,D,D,36.94610926224399,-66.94066769608428,C,1
UK,Single,D,E,-42.47996231356687,C,E,-26.646514264705573,-24.949997035329353,D,0
UK,Widowed,A,C,-138.75176144516712,E,A,-175.0919226260851,-9.373372005111296,C,1
US,Single,B,D,-202.55889819171102,E,A,-111.00586762047229,96.47211072820355,C,0
Germany,Widowed,C,B,96.33400619821425,D,A,-89.70937273570692,20.857653021779235,C,0
India,Married,C,E,26.598337283970608,B,E,-110.84192970721563,-24.04962547453014,A,1
Brazil,Single,D,D,30.739868743561267,B,E,76.79789611962792,93.06010211877384,C,1
US,Widowed,E,A,-83.4760481968761,D,C,-65.57603863941883,-125.49643926178342,D,1
US,Single,B,A,-62.567867590178786,D,E,-113.04399118606028,12.575265635506918,C,1
Brazil,Married,D,E,93.45167152276373,A,B,97.48652100289115,42.345911293748934,D,1
US,Single,E,C,-50.017692035085794,C,C,-24.144093276981536,-204.10879891717158,A,1
Mexico,Divorced,A,C,87.5078067971519,C,D,-31.27051833597434,-68.57536133797589,E,1
Brazil,Divorced,B,E,93.25680698491902,E,D,61.30684875910948,108.75766251464538,D,1
Mexico,Widowed,C,C,-10.947377817924075,A,D,-82.28047691307935,163.96112698466848,E,1
China,Divorced,E,D,-43.66018411853304,D,A,43.44872552183837,91.49423280562453,D,1
Germany,Married,C,E,-105.58788254290556,C,D,-67.86206507194893,9.321221739390934,D,1
Brazil,Widowed,C,A,-30.876244305140656,E,D,35.88871990799386,-99.54569858708162,E,1
UK,Widowed,A,E,-42.56809635724211,B,D,0.6679289854303563,-13.728567589615862,C,1
China,Married,C,A,-48.93458105011268,D,B,78.40169604603558,55.62814283056349,A,1
US,Single,C,D,118.17345083604455,C,A,-62.290351080505545,-71.21345766852717,B,0
US,Divorced,B,E,150.54216599444865,C,A,-21.08412830242557,27.222468705510543,A,0
Mexico,Widowed,E,D,-148.31442648622476,C,A,-178.16091783721356,-147.21245924721248,C,1
US,Single,E,A,218.05248233777485,E,B,103.66440034802685,99.81792648656085,E,0
China,Widowed,E,D,170.56742618640055,B,E,-112.50945325596697,176.68618882604733,E,1
Brazil,Widowed,B,E,-48.191596220061854,C,A,-18.03772152700709,-196.96478043102564,D,1
Mexico,Divorced,B,D,-5.491674609910499,C,E,38.9660682322505,-2.2883854160345622,A,0
UK,Divorced,A,D,224.21421018811674,E,D,239.59004355583798,158.0005016055659,B,1
Brazil,Single,A,C,-65.78319285537064,C,A,-295.040736713657,57.004036325724904,E,1
Germany,Single,E,A,100.58076319967515,A,D,-99.54552788964065,184.45984864138242,C,0
Brazil,Single,B,C,37.16122261374822,E,C,141.84169807599923,-50.35292021147332,D,0
Other,Divorced,D,D,-72.49747031580297,A,D,164.2927095066965,2.6577909540479934,D,0
US,Divorced,D,D,-55.720420860739935,C,B,95.7361130821581,-83.97442259085147,C,1
UK,Widowed,C,B,38.90923627976713,C,B,36.33307225271993,-139.15942427729496,C,0
Mexico,Widowed,E,A,-83.11519031479267,B,B,126.34935829815986,-67.15157816114335,E,0
Germany,Widowed,E,A,1.159369406011563,B,C,-41.7664044389411,115.48388709609902,C,1
Germany,Married,D,C,92.75303366827688,D,C,-16.26533138311289,-93.71722635410704,D,0
Mexico,Divorced,D,B,21.780577047023716,A,B,164.62316893761934,-173.69614323387538,E,0
UK,Divorced,E,B,-112.04509526060842,D,A,149.15174135913585,9.347703578844444,E,0
Brazil,Married,C,E,-107.74195644509234,E,C,77.45556001239933,121.94141492556427,A,1
India,Single,A,D,-20.634450606849246,A,E,-119.25533653816582,46.3945982035241,C,1
China,Widowed,A,D,50.47948545433554,D,A,-100.18510540004098,49.21530801548702,C,1
UK,Married,D,A,-118.68730527635962,B,B,-40.481918650259466,24.22768376454659,C,1
China,Widowed,A,D,-67.36135799152814,E,C,55.94344040162353,-32.612279675468784,D,1
Brazil,Single,A,D,-17.923843634757826,A,B,-10.283414298138505,55.454417798135424,A,1
India,Divorced,E,E,-63.727870689067046,A,B,48.98439000859342,22.88406935693943,A,1
UK,Divorced,D,A,-15.911982622019135,B,D,-72.69274599139534,-6.371358994957994,A,1
UK,Single,C,C,-31.784458924719196,A,D,-40.81852917830482,52.5356303039455,D,1
China,Single,D,D,-71.54731484755625,D,A,84.32164613259195,63.2930308149137,C,0
Germany,Widowed,C,B,162.53166861711864,E,C,-0.37471165436145143,138.58116098425072,A,1
Mexico,Single,D,D,-33.252597542207724,E,D,-17.336396024578114,5.9588755998073735,B,1
UK,Married,D,D,52.20388764302406,A,E,163.03028597491024,-62.515925967613065,E,1
UK,Widowed,C,C,62.23030629985037,D,A,79.93988576041345,-26.621097375998975,C,1
Brazil,Widowed,C,E,98.21115367699409,D,B,100.40920061797654,72.41172748960976,A,0
Germany,Widowed,C,B,-140.92929072969233,E,D,-53.39986444163928,124.5696907240782,D,0
Mexico,Single,A,A,-50.67178871722165,E,B,82.56808967904747,-78.4500671582121,A,1
China,Single,C,A,30.37842822147283,A,D,131.2071630618153,7.807091950152345,C,0
Germany,Married,C,C,-73.49658429793395,B,C,-25.23401704803642,-42.79756588849382,E,1
Germany,Married,C,C,17.92686025829432,D,B,102.54996289202923,150.71360364621844,D,0
Other,Divorced,E,D,-7.206571660427158,C,D,2.507905926750236,11.00886910060534,C,1
UK,Married,A,C,224.66535250390177,A,D,93.40966608092786,170.79100192551462,A,0
India,Widowed,A,A,23.111300649156487,C,C,-111.96762619189806,-20.739105915461955,B,1
US,Single,E,B,0.022120328528276594,C,A,-109.39987677667516,39.72493429165886,C,1
Germany,Widowed,E,D,41.93496260446431,C,C,82.43855998377175,-12.626531338615294,E,1
China,Married,D,C,52.33905618992198,A,A,156.32114926714675,156.84108847305546,B,1
UK,Divorced,E,C,-83.82052653260673,D,C,-174.32659654184783,16.84723786663598,D,0
China,Divorced,C,C,-126.84931772007137,C,E,36.921534594113616,-60.0893118460875,E,0
China,Married,E,E,-56.18991895443932,D,A,154.9075897136013,12.346675447550952,D,0
Mexico,Divorced,C,C,31.788313551680886,A,D,-60.83718301049367,15.238551978646509,B,1
Mexico,Widowed,D,E,-0.7497720363673714,C,B,108.28352138358915,116.97552984535886,D,0
UK,Widowed,C,E,-28.21570257913032,B,C,-210.73389351586079,-23.541445981598244,B,0
US,Divorced,D,A,-103.6896076739281,A,A,153.96160063775952,43.116813710396876,E,1
Other,Widowed,B,A,2.599400414980923,D,E,134.9065105941897,30.827089855416055,D,0
Brazil,Widowed,E,D,184.4949942345401,A,A,-73.51917609138121,59.48291072128059,D,1
UK,Divorced,A,A,-108.5755102736669,B,E,106.46095731384196,-150.9826141941088,C,1
China,Single,E,D,16.670054262587648,D,D,-37.30803114857352,-58.89659702265728,E,1
US,Widowed,E,A,-62.78089729855112,B,A,-169.8099646247988,-19.348388177166765,E,1
Germany,Divorced,D,C,-2.164716162416549,D,A,14.995692281780915,-129.98336845041857,D,0
US,Married,D,A,33.63116994447951,C,C,83.94542197078215,-9.39547484135697,C,0
US,Widowed,C,E,120.41865208909717,D,A,-124.2456927815458,-50.8749536984099,E,0
US,Widowed,B,E,0.004059150722798891,B,A,-150.87779992087835,-126.38069101917215,B,0
US,Single,B,E,9.326393597842252,B,C,10.250457410241696,116.22041837520139,D,0
UK,Married,D,C,-57.0637831123318,B,D,-19.08781700001862,47.83575834391603,B,0
Brazil,Divorced,D,D,-143.5732648329736,D,D,-14.964739231670956,-51.17124176585808,A,1
China,Widowed,A,D,235.85773052086068,D,D,83.41718910582651,-63.599179536283025,A,1
Germany,Widowed,B,C,-74.8823491837323,D,C,-44.01398953864001,134.23887244048606,E,1
Brazil,Widowed,B,A,-70.45382707865903,C,A,2.2034168776244556,-44.87223290298529,C,0
Germany,Divorced,C,A,-13.97462420282864,C,B,87.36017013154161,-198.64181675226948,A,0
Other,Widowed,E,B,-23.36361189650767,E,E,157.44897899527948,-73.17569018703102,C,1
India,Divorced,A,D,40.11687785602263,B,B,-38.05055005243549,93.54472821447355,C,1
UK,Single,A,B,-1.1830205690040485,E,A,-11.818627775118681,-116.9000876601425,A,0
India,Divorced,D,E,-98.41886444801602,E,A,89.7243762884525,-174.93179895595406,A,0
India,Married,D,C,33.69481735967521,E,E,-107.95351998210745,265.94780770240163,D,0
Other,Married,E,A,162.06799160220316,E,A,249.54525115091815,118.65162934517497,A,0
US,Widowed,C,C,81.5687447286845,E,B,28.689493308587238,30.474744204538258,D,1
India,Widowed,E,C,17.25749880041163,A,D,-180.5344012836553,-128.98154014931572,E,1
US,Widowed,B,D,73.69416715940235,E,C,6.093009796037257,12.975170593739687,B,1
US,Divorced,E,E,83.67232752262066,D,B,-88.44625618824202,-90.17999987393232,E,1
Mexico,Widowed,D,D,83.46361023789615,D,E,106.85089726629961,25.28892518952679,B,0
China,Divorced,D,B,-12.961309757319588,A,B,-28.10120580739035,75.64435170544004,E,1
China,Married,E,E,156.32689720957572,B,B,-59.3807379360091,-55.17604063845981,D,1
Mexico,Divorced,C,A,-91.81007619915327,E,C,-26.96729115059171,-134.09069246559704,E,1
Germany,Widowed,A,C,133.22379278176655,E,D,-36.92919234222397,50.26320088250389,E,1
Brazil,Divorced,A,A,63.249168596681535,C,A,174.22385702095167,92.51250211057294,E,1
Mexico,Single,E,E,75.43109662825927,B,E,152.0930494993509,129.63780572323122,B,1
Brazil,Single,D,E,-87.34394906498534,E,D,56.407845579213046,100.28894308741137,D,0
Germany,Divorced,D,E,-17.078115311273066,D,C,322.9405094727428,10.672868350394282,B,0
UK,Married,A,B,75.24836898148286,A,E,-66.27139230846718,-48.362898403982705,C,0
Other,Widowed,A,D,164.3843975108777,E,E,54.280019239896085,40.667874185197675,E,1
China,Widowed,B,C,28.777292731574356,B,E,-164.72292101072145,-43.469219176109405,B,0
India,Divorced,B,A,69.38015840486261,B,B,-143.41077895936795,-63.10116820451584,E,1
India,Widowed,B,B,111.80731204009959,C,A,79.94915440399528,0.26324890167395193,D,1
China,Married,E,A,-73.75368238766404,D,D,-157.29674011748475,135.99419881974845,A,1
Brazil,Single,B,B,-109.23126828424701,D,D,-43.93499271636179,138.69453906696393,E,0
UK,Single,A,D,43.87433058891658,E,A,-127.173304653998,-66.58654787777706,A,0
India,Married,A,B,12.406132357735054,A,C,157.49469773152725,-25.13031952202657,B,0
Other,Married,E,B,12.544071630153992,B,E,8.392281913807025,92.0622229840655,B,1
India,Single,B,A,-91.04128210428557,B,C,77.6772352962923,-92.44119350009326,D,1
Brazil,Married,A,A,-77.83375592512442,D,D,122.18426598471275,-85.83971233193523,C,0
UK,Married,B,A,-97.76113775797015,E,B,-148.86339449596792,36.040952390778166,A,1
Brazil,Widowed,E,E,39.20160923507013,D,E,-53.169630177967505,-69.35383735198685,B,1
China,Divorced,C,D,-25.141350482890157,E,B,-149.34323158530637,-46.02906858199636,A,0
Germany,Single,A,A,-93.60584262975435,C,E,42.16058059304093,-144.46197274882843,C,0
India,Divorced,A,D,223.03129083085093,B,B,-87.11775177535756,5.94488102203582,A,1
UK,Widowed,A,D,-57.494342764365314,B,C,-87.16723143720692,-63.81627742595375,E,0
Mexico,Married,D,B,-93.7108871429365,B,A,-17.868740789055593,-77.5474291646399,D,1
Other,Single,A,A,-178.93817475512452,B,D,258.31336894188905,82.13246810725504,C,0
US,Widowed,E,E,-68.58375876416082,B,C,23.20536744311897,-154.9698236256356,A,0
US,Widowed,D,B,95.01172615462153,C,B,-34.452225380471035,-71.0236951294762,A,1
US,Divorced,E,B,-173.48848399185366,A,E,129.93866061087246,81.08132147550177,B,0
Other,Married,E,E,-2.3120695053607787,B,E,-2.8739317279256347,90.38838703343146,C,1
China,Single,E,B,21.040905311263344,D,A,-185.28468239454213,44.14183573219536,E,0
Brazil,Widowed,E,E,103.74991696790012,E,C,-64.41568159104078,27.2734649750539,C,0
US,Divorced,E,C,110.65545891528107,E,E,114.33219217243196,-12.186931653699158,B,0
Mexico,Single,D,D,-27.724994330621485,E,D,-27.987438518527043,10.282570478549935,B,1
India,Married,A,E,-86.56614155082477,A,C,-116.24972260855992,-23.191750584270764,A,0
US,Single,D,E,-4.719551070078114,E,B,-42.39940377887182,19.638485059819274,A,1
Brazil,Widowed,C,C,-43.922562450267435,B,E,-4.508730713978968,13.020108208027157,B,1
Mexico,Single,C,A,-95.75111496264573,B,C,-118.73779564064053,117.38534532670946,D,0
US,Divorced,E,D,78.34610603553885,C,C,88.19856656227958,40.113261790322696,C,1
India,Divorced,D,E,5.746369235784328,E,E,203.10268267019276,116.41140126493983,B,0
India,Married,D,B,-100.64757960864314,B,C,43.65585294847371,33.57249279723744,A,1
India,Married,B,E,108.0507204573801,A,E,-77.40415834979608,105.55718566512724,E,1
US,Single,E,A,44.8510652103294,C,D,17.016546081913784,71.57342950927669,C,1
Other,Widowed,B,B,3.4070662149936157,E,C,70.50587350659357,58.68413943175419,E,0
UK,Widowed,E,B,72.16232942984065,C,C,164.37947843431874,24.600827906130288,A,0
India,Married,A,B,-75.92696798664814,B,E,3.1701393016722403,14.457882868070609,A,1
Other,Single,C,E,-22.364196602265167,B,E,248.05930887023297,-154.47882133326908,A,0
Brazil,Married,B,B,5.219115211908077,D,E,35.41593480770346,149.006077274748,E,0
Brazil,Widowed,B,C,-0.8755218750122412,A,B,-104.51637210017137,-14.845669723413103,B,0
Germany,Divorced,E,D,99.01996622751264,C,C,-142.64351182146416,-52.01209458921415,D,1
Brazil,Widowed,B,A,33.56750555921705,D,C,-68.27152657084868,26.773523526765068,A,0
Other,Widowed,E,B,-60.43376132010213,E,D,131.93715276847772,72.70986052071781,E,0
Mexico,Divorced,E,E,80.16653491519578,E,B,42.61808028256006,-73.17144883767787,C,1
Mexico,Widowed,E,D,175.59307710134044,D,E,142.47745061774307,-66.93833202181114,B,1
US,Widowed,C,A,174.88004281288073,C,B,102.84864545973127,-88.46468759103084,E,1
UK,Married,B,A,59.89469814973345,D,E,178.64063808796467,79.5101056470283,D,0
US,Widowed,E,B,18.05771852566625,E,E,-90.75657105840499,-59.4609161688167,C,1
China,Married,D,B,124.21626299972495,E,E,94.170180009009,130.1937330586001,B,1
China,Single,D,A,52.33557426585993,E,D,29.89278223464137,179.0499066459245,C,1
China,Single,C,B,29.92993655766044,B,D,-43.166777618166854,-88.67581223937104,D,1
Other,Widowed,E,A,135.46578476752407,C,B,7.491244637307588,3.37268114175998,D,0
China,Married,C,D,19.211825073935444,C,D,-100.65032208331456,-104.92802198841282,D,0
Other,Single,C,D,-125.69625479282553,E,A,-104.41054079937064,-129.3729638747131,C,0
UK,Widowed,D,D,105.38231776541815,D,E,-176.34088917522524,145.4081314952821,C,1
Mexico,Divorced,B,E,58.28018747725815,C,A,-13.89504709122336,-113.59448089444662,E,0
US,Married,C,A,-82.89139641565242,C,A,28.14064475302427,-23.436812524840732,E,0
India,Widowed,C,C,-106.03106779842749,D,A,64.54300896570234,-24.466152464676526,C,1
US,Divorced,E,B,98.28057678169641,D,C,-49.0783910278671,17.616557084452896,B,0
India,Married,C,C,81.97755289948762,E,E,51.66316259474492,17.998963047203993,C,1
Germany,Widowed,B,D,-258.10135518307436,E,C,-19.629082944526772,-126.66263892239648,E,0
India,Widowed,D,E,-110.11196893530615,C,C,-94.16293346294721,-196.46979879086794,D,1
China,Married,B,B,114.34204984193752,B,A,-94.54939464563704,82.3229814271784,A,1
Germany,Widowed,E,D,-29.26639274129947,C,D,-145.242609881067,-7.935529234890286,C,0
India,Widowed,A,D,-3.6784688070802716,A,A,-68.28488963611267,-115.30787395454986,A,1
Germany,Widowed,E,B,-24.219577561596317,D,E,135.43986508283692,5.38008110248856,E,1
UK,Married,B,B,75.5455903429351,E,B,44.855151629354566,21.322848087657825,D,0
US,Divorced,A,E,207.37890150193036,A,E,28.633279135041747,-391.506467790679,D,0
Brazil,Married,E,B,39.57374752657001,A,B,17.75533588992266,45.382813076585734,E,0
Other,Married,A,D,66.18942980115294,C,A,44.38397997407218,-71.57253140886108,B,1
Brazil,Single,B,E,39.60881627231536,C,B,-117.72157772976671,-86.30884172158945,B,1
India,Single,C,C,19.856721593541206,D,D,-7.065681785752119,35.434359806457124,B,0
US,Widowed,B,B,-71.17408511503969,E,D,-98.43198128548312,-9.150117100183234,D,0
Germany,Single,D,D,169.71988718377045,D,B,-4.433282253053241,-1.8265211724803891,D,1
Germany,Divorced,C,E,-162.5435239561341,D,B,38.78798457790583,-37.56256736713709,A,0
Brazil,Widowed,C,C,165.30014538298445,E,D,-4.040897089750266,-30.202808597544657,B,0
India,Widowed,B,A,64.07073157666134,E,B,23.81695912470696,-52.76563845404354,D,1
Mexico,Single,E,D,-22.1196338392293,E,B,-22.707316148313,160.54475865987462,E,1
Brazil,Widowed,E,A,60.152210165130334,A,E,73.7221977507044,119.02430142554938,C,1
UK,Widowed,E,D,-161.20481992439827,D,B,64.80516702085662,68.36077556498473,A,1
Brazil,Widowed,B,D,-83.97431091905909,E,B,-113.44474939457302,39.44245741384122,D,1
China,Divorced,A,E,-144.76887358947056,B,D,62.945316447053244,35.2731385636759,E,1
Brazil,Divorced,B,E,-16.813570152958494,A,C,83.69930120177106,-60.08557165256718,C,0
Mexico,Divorced,B,C,57.43519159381353,C,C,67.77467123826445,-1.7905336024768383,A,0
US,Single,A,E,106.43280347909881,C,B,-60.3248045667782,-107.88796792587256,B,1
Brazil,Single,D,A,-165.53794037003928,E,E,183.33317556707618,-52.448266726539764,D,0
US,Divorced,A,E,-68.49177895348612,C,B,-225.9318502018005,-152.6002440796212,C,0
China,Widowed,B,C,112.34155593749142,E,A,21.480948922121147,45.48911874618068,D,1
China,Widowed,E,E,-113.23466219146756,C,E,-65.290360156349,35.00478303104209,C,1
India,Married,C,E,-43.901645819134075,B,B,-153.83660667805847,47.82899440386997,C,0
Brazil,Married,A,B,-168.8364663780884,C,B,12.154991054616454,-36.08897240918789,C,1
Mexico,Widowed,B,C,59.86375032685248,A,B,32.85636919214466,-112.21331173420293,A,0
China,Single,C,C,-186.33899708386585,A,A,85.05091364069634,-279.31722994854977,B,0
Germany,Married,B,E,-38.57498015071694,C,D,-80.6529460864279,156.9943566741637,C,0
UK,Widowed,D,D,-21.309813278976897,E,A,70.529024771691,153.24161595161908,D,0
US,Married,B,B,-17.261484820509015,C,C,130.94997605715147,24.56803171635748,A,0
Other,Married,A,D,80.12565503489685,B,B,115.49396484084124,223.6147377202662,E,1
Brazil,Single,A,E,-114.5310651683546,C,E,23.872222131780838,-6.000766036352556,E,1
Germany,Married,C,C,-157.96530579984446,B,E,-111.67641915790543,-127.0909798594825,C,1
UK,Married,E,D,16.586590956431387,C,C,-160.43617152775815,35.36529620543883,A,1
India,Widowed,E,E,-35.85331866386422,E,B,-33.268980508550726,53.07479432231679,C,1
Brazil,Widowed,D,D,191.24158741036507,B,B,48.065846359804674,52.57604394006263,C,1
China,Widowed,B,C,27.343775785472594,D,B,6.470495946450545,168.630842733826,A,1
India,Married,D,A,-156.1422087998844,B,A,-35.315499734313946,186.76302822682976,A,0
Other,Married,D,D,30.220166381092767,B,B,115.10667459139464,-54.46892314637287,C,0
Germany,Married,C,E,38.286475754177296,D,B,-97.2561763771909,94.38667543505122,D,1
China,Widowed,D,A,-95.61556470602751,A,C,-80.2987487358925,-90.47388286074964,A,0
UK,Widowed,A,C,20.11611842660756,D,B,-31.668284463570785,17.54545106053881,B,0
Brazil,Divorced,E,B,14.784255698374583,C,B,-114.78930657312635,60.10407650336565,A,1
China,Widowed,B,B,36.93644959786528,C,C,-21.491402008600293,51.05240924959911,C,0
China,Divorced,D,B,27.484800748709876,B,A,343.8050968113964,35.54823720906206,C,1
Other,Married,E,E,-49.79996525058129,C,D,45.161194204297836,-193.92492866784156,B,1
Other,Married,B,A,93.10131563195245,C,D,101.55545885087136,85.29978809339637,D,0
Brazil,Widowed,C,C,-2.3245912424209534,C,E,-176.42181707039816,66.70661355337005,E,0
Germany,Married,A,D,-166.67618636329195,E,D,-156.62729020138136,0.715890866767088,E,0
Other,Divorced,A,E,-65.85630567481807,D,A,-14.031047826155074,0.9388442207277609,B,1
UK,Widowed,C,A,62.983772274799065,A,B,34.489020519127905,-46.70494683976349,C,1
India,Widowed,C,D,-70.58789159305692,E,A,55.90749169906623,-8.659980493052059,A,1
Other,Married,D,E,-40.55895790440744,A,C,-137.96369694919161,-32.10740329140058,A,0
US,Married,B,E,32.12932993234386,D,B,-42.166332474765525,109.36978070209018,A,1
Mexico,Single,B,E,-131.09031841958375,B,C,-40.256340329626525,-48.11580399699811,C,1
US,Divorced,B,D,160.47876743918235,E,E,92.45510805269312,25.95945484749566,E,1
US,Widowed,C,B,-116.11909711865775,A,A,-117.66802862380086,34.95569080089868,C,1
US,Married,A,C,55.29412626049607,C,C,-5.243277510484834,-83.68816719883723,E,0
Mexico,Married,A,E,-132.56765405685516,E,D,91.0079823622127,-83.80452339505314,C,1
India,Single,E,B,172.64440133424526,A,D,90.95761994847138,20.87192933728331,C,1
Brazil,Married,B,D,76.29882991231077,E,D,73.28360993201191,-161.50969624040565,A,1
Mexico,Married,A,A,212.56970811783296,E,A,-41.63889873295409,190.20580014647894,D,1
Mexico,Single,B,E,-60.40435269427397,A,A,-91.73877467565383,-4.306772017742104,A,0
India,Single,B,C,-31.574336878812755,C,E,15.112390510086968,-88.69385230533796,E,0
Germany,Widowed,A,D,38.35074694389504,C,A,-63.20690368061235,9.125861467845164,B,1
UK,Married,E,C,-184.78666053363122,A,A,57.821345536599445,-62.74366247119577,E,0
China,Divorced,A,E,-1.674615229062754,E,A,-24.73295150315392,-64.79569613606135,D,0
UK,Single,B,C,-78.39565777920188,B,E,158.66764786939004,66.58528146587935,E,0
UK,Widowed,D,B,45.80018061193658,A,A,83.18263352604511,41.96847796881381,C,0
Mexico,Single,D,E,141.70032439194566,E,C,82.39705405040087,-109.09386291556768,B,0
China,Single,A,C,95.2705428390289,A,D,-94.11683876964373,-104.51568638934205,D,1
US,Divorced,A,C,74.27140158277857,B,C,-70.85444417275617,74.03715017333828,B,1
Other,Widowed,C,B,-51.64964455239468,E,A,182.62985529053677,-24.917413986878813,D,0
US,Single,C,C,-7.727414726375666,E,B,-87.28071756292499,-86.51795701052029,C,0
India,Widowed,E,C,-46.06314605084763,B,E,13.982751357404682,89.59008106185811,C,0
Mexico,Single,C,C,153.78413928582734,B,E,114.1369402940278,55.04103987774742,D,1
UK,Married,E,B,-5.113984237356662,B,C,-14.596905255760822,31.865338718031687,A,1
Other,Single,A,D,-97.57912709392731,D,E,-13.55352342098847,116.24765621389753,A,1
Other,Married,D,E,-306.9555844348726,E,C,-79.21718524828275,-112.54367735188589,C,0
India,Married,A,D,-104.97810518933188,C,A,-21.951047223057387,93.62422593480507,A,0
India,Widowed,A,B,53.44899434207109,A,C,27.731764854982337,-149.87514895600077,E,0
Germany,Divorced,E,A,6.929371844007911,B,C,31.94869230983914,22.91727313564348,E,1
Germany,Single,E,A,-151.24977179246818,E,E,-6.36790820774494,16.517146174416258,C,0
Germany,Divorced,C,D,-47.916280845814754,E,E,90.04821610190925,63.156911255259644,C,1
China,Divorced,A,E,54.566825399702864,B,A,-7.980678899199373,-12.335783494398402,A,1
Other,Divorced,C,A,39.838692576332356,C,D,-13.325224099796676,28.658329295481234,E,0
Brazil,Widowed,A,A,80.66253319268355,E,E,121.16586538176178,213.50675750074893,C,0
China,Married,A,E,-1.7814104430559676,C,D,-147.16184958332929,-158.53347309005434,D,1
India,Single,A,E,127.28593702986026,D,D,51.8192614834516,62.4066317227774,B,1
China,Widowed,C,D,50.12691741144689,C,C,-30.893579180590052,-66.31397506379894,E,0
US,Divorced,E,D,-50.757808703064725,D,C,24.526252848579343,-41.85970437476004,A,1
Other,Widowed,C,E,25.860750992564512,A,C,-174.6669557714279,114.97618948637805,E,0
Germany,Widowed,A,B,91.20419421370856,B,E,-64.88172364685565,-119.65026080874257,D,1
Brazil,Single,C,D,42.11742692000778,D,E,-5.580469147874445,-30.666130437171198,A,0
Germany,Divorced,B,E,50.84369743164518,D,A,-30.069536415049374,115.24306264809987,E,1
Other,Divorced,E,A,52.702647308240294,D,D,17.769101003505007,-330.66281498224566,C,1
China,Married,E,B,94.19525039914939,C,D,-29.77440429855215,-156.58602534231855,C,1
Mexico,Married,C,C,28.470958301919698,E,C,133.44605145701692,-149.2628356974947,B,1
India,Single,A,E,-181.6848721857092,C,B,29.194677742994973,97.01690457121789,A,0
UK,Widowed,E,D,152.22487509826848,B,E,115.02537165360953,-44.70977531507844,E,1
Mexico,Married,D,C,1.9128663675326407,A,C,-161.19802166559361,55.417925251862734,D,1
Brazil,Divorced,E,D,248.84095472802676,D,A,-158.8799613327835,77.05928396107574,D,0
India,Divorced,B,D,9.564936176710312,E,E,32.78805637988051,-58.914823373514345,B,0
Mexico,Single,C,B,-17.471668886740673,A,B,58.3184122503363,-42.58074594183074,C,0
Germany,Divorced,C,A,21.866152383651478,A,C,45.4545663751403,18.91890111049863,E,0
Mexico,Widowed,A,C,-55.169151568860094,E,B,39.355828256504005,32.987076164620035,D,1
UK,Divorced,D,B,46.3390377504698,E,E,40.89199809035117,180.19181112765827,D,0
