AgeGroup,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
26-35,Heterosexual,D,D,E,E,-27.529319958755877,C,50.12732624352619,-51.02255898055014,34.0870883509408,132.20584227509477,C,A,136.57394050711483,0
65+,Bisexual,A,E,C,B,-57.270706125003336,A,48.42840474314482,228.50275214248447,58.601223765016954,-164.85042738157767,A,E,78.74329006047583,1
18-25,Homosexual,D,A,B,C,54.118552642416226,E,110.69680656702927,95.44450152409101,-31.874615182684263,-30.578495232335285,C,D,64.9749067894547,1
18-25,Bisexual,E,D,B,C,-128.73076332340605,B,-305.3069667585554,-14.082040718813161,92.3613986062833,33.05672074327041,A,B,31.95194731414237,0
26-35,Bisexual,D,E,D,E,-30.927330442146904,C,22.315473160751722,20.24484045430182,136.42081537605821,175.9735780908298,D,C,-42.84017280894631,1
36-50,Bisexual,B,E,A,C,17.88220009255972,A,-76.57757838283284,9.536109394428479,102.15450627882727,67.92857744570475,B,A,-142.83496551071948,0
65+,Homosexual,B,E,D,E,122.6292217881092,B,-186.4577070002113,-176.83496536651992,-103.40209285934665,4.409224998753011,B,C,-88.64647973274585,1
36-50,Bisexual,E,A,D,B,85.32404442162964,C,127.9696196741462,31.62465576714018,54.201777504094615,-35.990778205162336,E,C,88.13575010619694,0
26-35,Homosexual,B,C,B,A,-57.36583510547379,A,84.17299797187383,-60.65293936600151,-45.340519230524414,-149.8285902966547,A,C,37.05480877203762,0
36-50,Heterosexual,A,B,B,E,21.05270318805252,C,10.847640399550853,0.9863554411187039,-241.03575827532677,162.1640017194728,D,D,-142.08951799169796,0
65+,Heterosexual,D,E,E,E,-86.70349222210703,E,-121.29043138344808,-91.97342170520541,66.97916598589354,-60.163709407156865,D,D,-238.89348628128943,0
18-25,Bisexual,C,E,B,D,99.60214140386772,D,45.86659365790891,-79.06512002967739,-82.26377594465585,-125.68486312870384,B,A,28.938538555563987,1
65+,Homosexual,E,A,E,B,87.90127372975806,C,65.41526569871651,81.50927813948385,-93.49590063263797,190.88443606764469,E,D,-49.664835244045655,0
65+,Homosexual,C,B,B,D,108.67165078988626,E,-93.61351143913762,70.15058172913271,-49.67475603511498,140.16813257392852,A,B,-70.28939492363936,0
51-65,Bisexual,D,D,C,E,66.8979880538395,B,-48.610222451413456,171.19296180395847,-39.043816879798,-71.44443944503477,E,D,-35.44448703634672,1
65+,Other,C,E,C,D,-83.09528573933245,E,-0.9762585017731565,100.5479608749142,108.42131615932946,-29.10784473635636,A,D,-40.9531925668324,0
18-25,Other,C,D,A,E,-123.2533899905319,B,12.771667956873964,23.756110529978297,38.70699938546864,4.56258086104204,C,E,-145.1999165089622,1
51-65,Bisexual,C,A,B,A,-35.46389535535597,B,34.60281200387954,-205.48651764839266,-96.77801305655993,-134.51738271814727,A,B,-108.21063247010132,0
18-25,Bisexual,D,D,C,A,7.894870549345498,B,-5.194967666999932,-150.81112413791496,-156.79690710622617,-78.64965799323694,B,B,42.04227710526483,0
51-65,Heterosexual,A,E,D,D,3.0637124770094526,C,-63.95968523770995,-130.81716063056442,3.102591015314231,-80.35649877896172,B,E,-76.98975981242701,0
18-25,Other,B,A,D,A,0.9549313562021368,E,0.8222535307936691,-18.964335277640277,-72.74024274519203,-95.43282953217191,B,A,72.89490727845691,0
26-35,Bisexual,B,B,C,B,-31.160214144346675,E,-31.64305513667386,117.64947455388257,142.05890045785998,50.110584419913216,B,A,-50.006999171508205,0
36-50,Bisexual,C,B,B,C,-208.94229497413446,C,7.003523097379423,-79.19285451383547,144.97654112094264,-140.21549354463772,A,B,35.363154162878075,0
65+,Heterosexual,D,E,D,B,-2.559379572748805,E,-73.44541280901238,-45.55835132064019,-11.827849224462433,-66.54203836565212,B,C,64.97548392580013,0
18-25,Bisexual,B,C,A,E,126.57388172411738,C,96.9358398013178,6.582047872061854,8.45122343356197,164.63628106921206,B,A,-8.100498477746287,1
36-50,Heterosexual,B,C,A,E,5.825884787960122,D,39.41569744697,-180.79821339124942,-33.425711811402955,20.736707788382986,C,A,274.8287149240833,1
51-65,Homosexual,E,D,B,D,116.20851589365996,C,159.74707374604375,-107.90223656997414,-30.485256898040607,21.924001211662198,E,C,89.11596985150703,1
26-35,Other,C,A,A,C,-174.12539114960177,D,103.20540181310815,-23.65318023523352,-55.88180640133884,-132.79970481726335,A,C,93.71256847672281,1
65+,Other,A,B,D,A,54.29956496805889,A,-63.914816316752706,-21.544495645969125,-167.74498363781413,-83.74050282272259,C,B,-61.72078830418426,0
18-25,Bisexual,C,D,E,A,178.1921210865866,B,-106.45119101887282,-117.21467643493855,32.671776426463225,-100.87951419515741,E,C,-35.10348592428355,1
26-35,Bisexual,A,D,E,C,-29.88857630893027,A,16.351690797333294,5.248872407994617,54.486082859055294,37.764375143673654,D,C,-50.35359247902612,0
26-35,Homosexual,B,C,C,A,-120.2149445069117,C,-163.3921033533235,102.4751975783136,-85.42668849874224,-110.34173869052862,D,B,-1.793133377789765,1
65+,Other,C,E,D,E,15.49748134528791,A,-131.62269434574796,-11.292072530252359,176.8982322000925,-74.87440226863148,D,E,50.52287040572085,0
65+,Other,A,B,B,E,-58.78355269842936,A,155.71244309509262,56.462557555268525,-27.69173162524794,173.64766377343187,E,E,-16.711907391747953,1
18-25,Heterosexual,C,C,C,E,50.29222241286689,A,-5.051726516768689,87.08690153721658,89.49575227807249,3.96526126559713,B,C,89.191728975577,1
51-65,Homosexual,D,B,D,A,46.434645779677645,E,-98.19315256265175,-133.18596459523147,125.99034776407989,-149.27044057328897,A,A,142.11813507769966,0
18-25,Homosexual,B,A,B,D,-93.23880557156765,C,-144.4487559594469,64.58313408329673,0.6440591167527866,228.26199436572273,E,C,-88.66253796972627,1
26-35,Homosexual,A,B,E,A,-43.73118828451562,B,59.13043530488278,171.85894091347205,-54.734623766311806,198.03802890287892,A,C,56.88287791459429,1
18-25,Bisexual,E,C,C,D,23.814017353760093,B,100.46939263336529,7.252667405953985,251.35169184084316,93.54833112113143,B,D,-94.90161014339266,0
65+,Homosexual,C,E,E,A,12.220118631446596,B,-274.1175140695375,10.454302795015217,135.43685807317004,188.69329748335835,E,A,46.40626744660271,1
18-25,Bisexual,E,A,E,B,-23.895354219961824,C,91.35483283681629,-63.533166772896855,-72.74517969862644,-65.50205127066481,E,B,56.866927059777986,0
18-25,Homosexual,B,C,A,C,74.44627455510204,A,-21.1372527276692,-1.602887827503224,-12.825574107383112,3.8124808210509196,A,B,73.46115474081903,1
36-50,Heterosexual,C,D,E,E,154.44954913499672,C,11.278332497886035,-171.36831446129997,-86.22979713925312,-4.497506967146522,D,D,47.11974009694828,0
18-25,Homosexual,C,B,B,A,80.29721897323972,E,-2.372896578211931,-94.62042396728447,18.111770176647504,24.902090330009973,C,A,-3.085675276820436,0
51-65,Heterosexual,A,B,B,D,-99.74045075149309,D,-38.349745862060814,1.273173889872667,-45.26898706335518,-57.52308906563628,B,C,-166.80282070664776,0
36-50,Bisexual,D,B,A,E,3.821657824981348,B,19.122106261097418,-45.91066380835969,49.69099422824105,77.25002619762085,B,E,-142.0168087424201,1
36-50,Other,E,E,D,B,-49.26284570614605,B,3.6564291325884164,-83.63929454390318,74.89182514474625,-70.98298522791303,D,A,-14.381077720637602,0
51-65,Bisexual,A,B,B,C,-199.02612741798796,D,-29.45831758428879,-138.37461471108895,168.17351037317374,111.15944479857095,E,C,-0.515453059711771,0
36-50,Bisexual,C,A,E,D,120.68020570345585,C,-57.08667495850778,47.82605634182649,215.2155172729203,176.6603788548682,B,E,-42.51537787623636,1
36-50,Homosexual,B,C,D,A,-4.045341017077319,C,-135.18073422977668,-18.05308457411576,68.71597755923415,-82.88592195950683,E,D,-25.499141204888513,1
51-65,Bisexual,D,B,C,C,5.881661364077016,D,122.91846976345262,-197.5489347380817,-56.742602960908236,16.725565945912447,B,E,45.645446397058045,1
18-25,Other,D,C,E,A,43.33806351574264,E,-31.011090114657204,-94.81214983443482,141.49401065669676,122.86473181266508,E,C,125.08789368851963,1
18-25,Homosexual,C,E,A,B,38.080869286029554,D,-80.26167923361088,58.099406413325674,-9.042028160640578,40.78440478156313,E,E,24.074153836622095,0
65+,Bisexual,B,D,D,A,53.23846488732652,E,216.15500303828722,36.27027329852769,120.7748636343564,-155.57438721053975,C,B,82.5248815649632,0
51-65,Bisexual,D,C,B,D,-38.806568656018605,B,-161.18752031704452,-29.979474789291416,-143.70339546697173,-31.039072565666608,D,B,41.95706164908482,1
65+,Bisexual,D,D,C,E,133.3444657408119,C,-33.307699902300655,154.06568477422707,-65.95415936639934,-126.56577644947535,C,A,178.12558694520501,1
36-50,Bisexual,B,B,D,A,-53.658853508059266,D,105.45877582840053,-84.50174782848407,-6.257839458953585,-112.36358946332857,A,D,30.156285537539564,1
51-65,Heterosexual,C,C,E,A,234.32814160252855,B,108.4374549043076,70.66927284171985,-15.014034933238287,-40.53883940346643,B,B,20.98694918289761,1
18-25,Homosexual,D,B,B,E,69.01856041080272,E,-79.78532733616854,1.3065619207648718,5.985060958418057,40.41491334994783,E,B,113.32385016474353,0
65+,Heterosexual,C,A,A,D,-42.67360123723089,D,27.63418685365696,179.25037578808846,-57.545924201267,-27.745315627274326,E,A,38.0816332836592,1
65+,Homosexual,A,E,D,E,-62.99744650342954,D,10.356195493560993,-29.38402335722789,9.876517883517648,-49.6027517671824,D,E,166.76232385888926,1
18-25,Heterosexual,E,E,A,E,-104.28664588044812,D,-51.928009232158225,-94.39663974096409,155.288636345125,-17.627119334976882,C,A,105.24468087148446,1
18-25,Heterosexual,C,A,E,B,-175.22505255385116,A,173.74890677450924,-75.41841262416999,229.55704310093722,69.35399801973912,A,B,142.07184104980618,0
51-65,Heterosexual,C,E,B,D,163.0327304756328,C,-54.419646311862394,12.231748195426954,-266.5324231660589,15.675918276904271,E,D,6.915814610150113,1
26-35,Heterosexual,D,E,E,B,169.70545722955617,D,64.2227091265991,-15.985829589371198,-31.317800206885387,26.178544766934692,E,E,57.69550816130513,1
51-65,Other,C,B,B,D,88.96550255662447,B,132.40360845725215,68.18008828127972,-17.904652838191797,-219.7348577225204,E,E,211.44500295131562,0
36-50,Other,E,D,C,E,257.18071760902865,A,-141.22512022946435,-57.1307441103971,-80.11316686949273,15.890444720273008,D,A,-56.36655518161051,1
26-35,Bisexual,B,B,D,C,-109.44825091434684,A,45.856571541956534,-19.371386848832074,-97.98733246540431,-197.60708415593538,D,E,-19.730879050966934,1
18-25,Other,A,A,A,A,127.12270884025696,A,-43.80114986909756,57.58810251550859,-218.84163510326812,99.98807276270935,C,D,39.041903023274976,1
51-65,Homosexual,D,E,C,B,-1.0992175284901495,C,40.37733158910768,147.59633688494606,29.282972500748922,-142.35284873666453,C,A,-160.78299137173587,1
51-65,Heterosexual,A,B,A,D,-50.46320821761107,E,15.586703424197918,-68.58610902681079,-71.71334819943567,-28.129141234282574,C,B,-130.37661498999898,1
51-65,Homosexual,C,E,B,B,14.821180859787406,A,-68.92662173019922,17.14156781328509,-75.72207476060203,65.97880061908566,B,E,95.84082158405371,0
26-35,Other,E,B,D,A,7.865926944137225,A,-13.87580916447734,-150.5270939249966,151.4391938376601,-18.21904971229424,A,D,44.000842881658926,1
18-25,Other,B,C,E,E,222.56893747596882,D,-11.389364698386391,73.99411633949782,-31.033032547580476,-16.454637647009584,C,B,48.465970174609964,1
26-35,Heterosexual,A,C,C,D,68.42113239401193,A,-190.85676032096842,51.41866542469708,-130.1116931437437,36.49775151464322,A,E,-5.317696923315659,0
51-65,Bisexual,E,C,B,A,49.50668878492833,C,10.633835386172755,-37.60432749589251,47.732936642682404,-18.26313972064103,C,A,258.39411709960154,0
36-50,Heterosexual,D,E,D,D,41.914813582020585,D,-80.0717577997445,-60.739385124378785,-54.91450863421803,61.13917334352236,A,E,4.072912914796414,1
18-25,Other,D,D,D,B,65.90797143904726,B,-79.23998301400393,3.529237993431132,23.372266167451482,128.1185686622181,A,A,126.69966075187564,1
65+,Other,C,E,C,D,-5.652475161241006,A,-62.80769455629742,-147.1643948075454,12.837421309878108,11.267163577371404,B,D,14.005192708771924,1
18-25,Heterosexual,A,A,B,E,-53.51014516223302,C,-32.40037931082858,41.80159593389744,124.17790486852813,-16.41885608576287,B,A,-83.05305540295635,1
36-50,Homosexual,B,A,D,E,-145.86956283167038,A,23.89316579775017,-70.67812121461866,57.48294012365361,-38.31812630465235,D,E,-20.32823264430924,1
51-65,Other,A,E,E,C,-119.68617760471942,D,200.90707718186863,-96.30814716009213,179.82850283702973,-42.3790823487367,D,B,-80.13172884680729,1
26-35,Homosexual,B,E,C,B,-94.5720378567551,A,-121.01621086369295,158.52825796156642,23.94319282357045,-31.492438054873567,E,E,25.322398336298203,1
18-25,Bisexual,C,B,D,D,31.268968827417826,D,1.6887254918975958,95.46184369852753,-183.33979636463744,-68.84025348007043,D,A,75.49688515595622,0
51-65,Bisexual,A,D,D,C,17.397745996139154,E,7.406900215272194,-148.77074129004575,16.39965015897262,-108.65040128506998,D,E,99.41663176656861,0
51-65,Heterosexual,B,E,C,D,-30.54289958620535,C,-246.31804156111951,-208.82095723459523,-313.7910869405185,104.86393387620738,B,B,-18.02749500124073,1
65+,Other,C,A,B,D,65.70924884770584,B,67.54590414074438,-55.63565979155094,-64.48104122188091,-119.28787730458623,B,A,13.045112036209211,1
36-50,Bisexual,E,B,E,A,1.6611037418967738,B,88.68952838293738,44.67888507894004,-72.04947929867176,122.91981601269848,C,A,-5.851805527718523,1
18-25,Bisexual,E,B,A,B,208.96041274109848,E,-33.67933379518263,-18.521323319510184,58.49531825335171,121.68994556021737,C,A,103.62647360626156,0
65+,Heterosexual,C,D,D,B,89.19798880679356,E,-150.74756654469843,231.69650801315257,-53.603968675655075,-176.7479977694697,D,D,-19.21734015183138,1
26-35,Bisexual,D,E,D,B,38.63548313073679,B,-27.15881060923333,141.5470106767922,-26.31409956380164,-1.5397587235916503,C,A,15.493458247475733,0
26-35,Heterosexual,E,B,E,A,-181.21901456138167,E,123.84108109157779,146.604331190673,107.24406237945026,39.31572663098976,A,A,200.2879439994052,1
65+,Heterosexual,C,A,E,B,-59.778468325994574,D,-108.93725756053587,14.856986588498208,-17.540158239521283,36.46985355899901,D,A,254.07173087059266,1
36-50,Heterosexual,D,A,D,C,68.84392826622957,B,-83.78138539634985,58.55834389432092,-14.5796566854239,-18.660355618467978,E,B,-40.344845221685475,1
26-35,Homosexual,D,A,E,C,64.34630479782169,E,209.30431065349023,-90.63432777980243,19.417792670029318,-172.6515656878693,E,E,121.30987864608392,1
18-25,Bisexual,D,B,A,D,7.851874918240631,A,85.23906018848221,16.94661656232097,-70.15805016518006,148.27110692287434,C,E,54.19958392548961,0
26-35,Homosexual,B,B,D,B,-93.39327485420766,C,-19.18243169159993,-36.8373469425273,-62.5058764881784,0.6186489824148858,C,A,108.35316056255265,0
36-50,Other,B,E,B,E,57.21621950302445,A,-73.5604594448124,31.18470805758666,58.59370605418908,-78.60190673107962,D,B,96.06042318669827,1
18-25,Heterosexual,E,B,C,A,52.299227813575044,D,-53.638421148242585,76.79104372913572,176.3056706243094,148.71924669687712,D,B,9.079679683897826,0
65+,Bisexual,A,B,E,E,-193.4832182351818,D,31.558433053458817,213.92248603003864,39.09200961694759,-57.153071327698626,C,B,52.89402195874212,0
36-50,Heterosexual,D,C,D,D,-57.72532966953806,E,-33.914561752845515,-26.220294227035367,76.69503890339719,20.97962233504776,A,C,-32.26404052988636,1
18-25,Bisexual,E,B,D,C,6.866082195979223,A,-106.78008241696718,-210.77104817520262,17.724717544590586,33.192729426087894,D,D,121.62677505815623,0
36-50,Homosexual,C,A,E,C,155.7970344880254,C,132.69618886240232,-27.47962328247191,51.069987231356194,109.24558206234339,B,E,-41.90141439452874,1
18-25,Other,D,D,D,C,54.308117474446505,B,69.16898252033688,72.80860447870137,-54.01160531797486,98.72342930050986,A,A,128.93472688446258,1
18-25,Other,C,D,B,B,108.39419676528918,A,-94.7884112816739,105.18583731191258,37.49919200166351,-35.26780945861827,C,D,85.36975899817828,1
18-25,Homosexual,A,B,A,C,85.67227926663568,B,-62.29199644033277,-112.25601908934718,-79.7029551052792,-4.32690787159843,E,D,136.7909369599528,1
26-35,Bisexual,C,E,E,B,-27.20603371078085,C,98.92217749490901,61.167664021630706,-57.26592054773241,-57.43157344747767,D,B,-9.117956438421695,1
36-50,Other,E,B,E,C,-38.92667923709473,A,-30.400151674845045,11.433844155780042,-60.670157741858496,-210.0471589926037,A,D,35.46229659420215,0
18-25,Heterosexual,E,C,C,A,-131.79296336860534,C,44.817755142929435,0.36617292475543356,-57.57792296851836,-48.23818719489352,D,C,279.32641339460366,1
18-25,Homosexual,E,D,B,E,-136.8057868929358,D,-81.50141129115727,-152.6492091319339,-96.93517432279602,-17.10520277348249,C,E,89.65893659581485,0
51-65,Homosexual,B,A,E,B,20.10305497213322,D,32.41173173953078,100.55537168849912,19.25408081762116,-49.7861092801974,A,A,55.93902491822854,1
36-50,Heterosexual,B,E,E,D,223.31331459905587,D,-6.247937153744262,-200.5409016038475,134.69936266283236,-36.67083756491797,A,A,62.90779837089242,1
26-35,Other,D,C,E,C,85.23977724110709,D,-87.5274462474621,105.59944490864648,126.27291147871847,10.606544569928133,C,D,60.420026770574694,1
18-25,Homosexual,A,D,C,B,149.98702584841953,D,29.40975238426767,112.78541518329479,-2.0967272246468722,-78.61825508792947,A,C,-16.87789957981406,0
26-35,Bisexual,D,E,B,D,-123.06230398854876,B,109.155789206679,209.69846355167115,1.1973576085490016,46.17160568936146,A,E,48.691477909594006,1
26-35,Heterosexual,D,E,B,D,137.61702749344397,A,117.58657409179764,175.24150172669107,93.37422236322276,-76.12687337350171,E,B,-132.39725786347964,0
18-25,Other,B,D,A,A,189.0406741661063,C,64.42413617188205,84.41763098393761,-105.14267166639586,71.15593154533822,A,E,59.22842813611646,0
36-50,Bisexual,B,D,B,B,54.14606081139427,C,22.275609648305707,142.78589090898896,18.516976188985684,46.50208684508548,D,D,-13.855601248048044,1
18-25,Homosexual,D,B,A,E,24.874482220733526,C,-60.759023742472976,-167.68262607829934,16.691477358825036,41.67174403004703,B,C,237.01147273607992,0
18-25,Bisexual,D,D,A,A,-18.141220769120846,E,140.88015239373385,41.34744556705764,-152.48223216815316,-96.16195279280082,D,C,2.8650242470787455,0
26-35,Bisexual,A,D,E,A,21.847953369555025,B,224.74622928508535,-111.25919844695986,-182.73029018344027,-159.40639842228873,B,A,-54.00253374829423,1
51-65,Homosexual,E,E,C,B,145.2122105484408,A,85.9659869043225,-122.44633996383318,187.7828814157673,99.581853511239,C,A,43.82621454155022,1
18-25,Heterosexual,B,B,D,E,-129.16165532046207,A,94.28064686512367,19.74197631836548,47.24518096692994,59.481512928283145,D,C,47.66540151463647,1
26-35,Other,A,D,C,D,-252.9663152168252,A,-70.42961072961447,-46.90760997577515,-143.1903096029981,147.1559959701983,D,E,-41.544032811586796,1
51-65,Other,D,A,A,C,72.39378642795316,A,23.90065362568547,-44.386160909511695,-70.0936922129356,28.290184987759776,D,C,-74.27004207805777,1
26-35,Heterosexual,B,A,D,A,96.436102728256,A,59.976515755289896,-102.59398120985873,-158.52261034794495,112.72725110464768,C,D,-32.46706266434502,1
36-50,Other,E,A,D,D,52.17082415118589,A,-195.333585621134,-45.29705244317831,-74.38346704061256,53.61717963351964,D,A,184.89575032774982,0
36-50,Heterosexual,B,C,A,D,20.39373515733322,B,-86.06295584485827,-29.349085905072563,18.016284550955685,129.55640035870027,E,D,83.00979418151027,0
26-35,Homosexual,A,B,B,D,34.56046378633002,E,7.695244323815535,22.982522231913272,-30.082998160907053,11.985006791983425,D,D,-46.38967124170029,0
36-50,Other,A,E,D,B,-58.29771116781174,E,116.7089470203952,254.8109139086603,40.07167169343144,-26.77013828185702,E,D,-226.1679624606864,0
18-25,Homosexual,A,D,C,B,105.33284257288862,C,-21.32689056297433,180.19497106290714,57.654578854711005,-54.68735963977181,A,C,102.74854977738332,0
36-50,Heterosexual,C,B,C,D,-68.2081681137183,E,28.59289154307919,174.15012529924851,37.50167807473992,-157.8786198145176,C,D,35.70706817485381,0
36-50,Homosexual,C,D,A,E,35.99320558145545,B,-81.71696826848228,-39.8572331398074,-60.67715867549741,82.03499282724978,B,B,-62.07820648954231,0
36-50,Heterosexual,B,C,C,A,-5.37864749712588,B,-23.33477472338812,45.81101490387115,128.42774676144418,55.42391012687437,A,B,-57.12271682232281,0
18-25,Heterosexual,B,D,A,C,87.05410570530441,A,-50.56276877593826,-0.36689377492051645,-155.17602441318863,96.96017844710822,B,B,9.415961876083115,0
36-50,Other,A,B,D,B,129.2351863336113,C,27.671223885092193,47.06195206175207,45.642222413962266,-115.46924561776027,C,A,-89.70225548911073,1
36-50,Heterosexual,A,B,C,B,88.36162651136385,A,-111.87633133894516,17.56664837052198,-93.14873221348047,57.36311667248649,D,A,-20.085575188142275,1
51-65,Heterosexual,B,C,A,C,49.83223739557072,A,-83.07589759937763,-24.027064004183067,86.0041804201553,40.630067036922,A,D,-171.68610639990948,1
26-35,Homosexual,A,E,C,D,51.750107337317516,C,-288.47908349234956,32.86776545647361,6.153559321712769,-61.87463379264735,E,C,161.21972149817333,0
65+,Other,A,C,D,A,51.10291255741758,B,-188.7659236359691,-137.07330696942245,11.883876681839766,57.96089130410792,A,E,-164.3153017022824,1
65+,Other,A,B,A,B,104.03871216701397,A,51.85156981733725,-4.748028025610425,35.55841588000829,-51.16205513356634,B,A,92.18763155643272,0
26-35,Homosexual,A,E,A,E,-126.39395763496866,E,43.77675075279199,-80.518785455009,17.654194853603027,-169.03854902438357,D,C,-31.907864780388103,0
65+,Bisexual,C,B,C,D,-29.105022298060522,D,54.545792001275885,-34.93062136991099,38.63515562999373,-32.12383124934427,B,A,-129.26670496792556,1
18-25,Heterosexual,D,A,E,C,37.05234582425704,C,-167.51889113996387,-39.23141681143356,7.896946341364335,6.557444047820583,A,A,80.45002624793815,0
65+,Bisexual,E,C,C,D,35.81874500479478,B,16.863169541095143,85.61541200894233,-2.50115365327441,164.858306411546,C,C,-26.608202127496433,0
65+,Heterosexual,D,C,E,C,202.96405877580642,C,150.85678174176428,-112.60623610996,340.67726952827235,-47.44863089275829,C,A,47.849651272103614,0
18-25,Heterosexual,D,D,A,D,166.60249796605135,B,-108.75458937055222,11.802358858870141,52.60263033258149,-30.023154221370884,C,D,-66.42865707543804,0
18-25,Homosexual,B,D,B,B,-32.83085719398172,D,150.2418351593268,160.1601184112887,10.902530688447142,77.81326258434129,D,D,23.162829700402522,1
26-35,Other,A,C,D,E,134.0104748820681,D,-23.594550578288505,-152.31716794126064,-39.09257174150663,128.11926220894568,B,E,-16.07519191906391,1
26-35,Bisexual,D,C,A,A,-109.15518666309264,E,91.61981236087617,-133.85035854913568,349.27864756177047,63.06209894621043,B,D,177.90892207360244,1
65+,Bisexual,C,B,C,E,-69.30224922983832,D,24.692930195690256,85.62289961034037,222.27539527195813,26.34272583709426,D,A,-39.746660109926815,0
51-65,Other,C,C,B,C,179.39174534647034,E,-83.00745141553776,-35.016099977725105,-12.82688094681414,70.22402538107802,B,D,120.3853378753473,1
65+,Heterosexual,B,A,A,C,136.46742658289932,B,-28.056809343896756,-57.48968164296424,-36.52562716407042,10.941999699007352,C,C,-35.30056709605588,0
36-50,Other,D,B,E,D,-15.923760311751009,D,-103.27197582495768,-29.41134370042416,-55.095385371247296,8.631646568830904,C,E,-100.86587941900066,1
26-35,Homosexual,A,A,C,E,-26.889106854790963,A,109.3171091587914,-83.44898684083958,-98.78631131707814,-171.50688803257754,E,C,174.11533677091856,0
65+,Homosexual,D,B,B,A,155.48475582354325,D,171.59918154389234,58.527292738452374,-155.0773793650086,170.90348793765352,C,E,-118.01174991410505,0
36-50,Bisexual,E,A,E,B,29.767451319994915,E,-138.02375757642594,179.06284675958645,-134.4130925933091,86.1555773874817,C,C,-39.754350453840445,1
26-35,Other,E,D,B,E,-121.17222773077825,C,100.59179459103646,37.43579914223813,26.61443182054545,-52.62292936518281,C,C,132.91504171837906,0
36-50,Bisexual,C,B,E,E,-7.346859239248394,A,25.31427126856181,21.77656611403614,21.6707652732196,-79.74105832872675,A,D,7.40539964831422,0
36-50,Homosexual,B,C,A,A,109.66905527400412,D,7.8502117633789394,99.60288168145615,-156.10048270354218,-3.559802670207638,C,E,-2.779528906381276,0
26-35,Other,D,D,D,D,-87.10228592110707,D,66.18562911902369,11.185566387676902,74.12953525582385,47.84509384212588,C,B,-112.77290013282662,1
36-50,Bisexual,B,D,C,A,21.84404104046779,B,100.54422746590134,-96.90003014603495,-57.16337826554329,-126.49746155681495,C,A,-59.813547290396144,0
65+,Heterosexual,E,E,D,E,-113.91503027346808,C,-102.2844766261499,-138.94216531863336,107.8370063837876,72.98928224646973,C,B,138.54123345878088,1
36-50,Other,B,E,B,C,137.08524683270798,A,32.826344512670154,77.30889610086253,-105.99259282186439,-8.153866419885098,E,B,55.4628421765072,1
36-50,Heterosexual,B,D,B,D,-62.9288366261159,D,-78.91420069007607,29.89663794073311,-19.627047412043325,-113.53533468208803,C,A,-36.52177398265604,0
65+,Other,A,B,D,D,-20.297957618950054,E,-63.69836448022228,-58.4261903755465,24.334942603310502,-200.46883199745892,E,D,-34.0965519251302,0
51-65,Bisexual,D,D,A,C,8.261327294619925,E,-174.9720218400302,-191.16620832612944,51.6477549348526,-104.40388786219658,A,A,44.05724278299582,0
51-65,Bisexual,B,E,E,C,52.5425295679193,E,137.89040307912407,96.31586349294912,104.57005740328536,95.49841194125088,D,D,-9.027808519730742,1
18-25,Other,B,D,B,E,203.6959805922753,D,120.79060965185565,-20.901239232169313,41.62608303549094,88.06971002499475,E,D,-83.54038942445536,1
26-35,Heterosexual,E,D,C,C,-194.93488390991402,A,-147.14032290322908,15.026169057816825,-67.79002412815196,40.751802963606295,C,B,-15.515829566783012,0
51-65,Other,E,E,E,B,108.14885197129512,B,-239.1315439269951,24.44575169304038,-98.02845913599454,110.80600105062398,A,E,-18.60925384885835,1
65+,Heterosexual,D,E,E,D,-40.7030393607622,A,91.6739461766712,-126.72459621766492,212.42652348025084,55.18075806845815,E,E,161.01191766469904,0
36-50,Other,D,D,A,D,12.65092951165282,C,-3.8784359164796007,-95.92858135397239,-0.009204238071545894,-57.39634803541877,C,D,101.97086353338698,1
26-35,Homosexual,A,D,A,A,-94.06136273508548,C,40.404449236609494,27.903822613887623,123.59122561191876,-10.168556160408192,A,A,71.75767832621935,0
65+,Homosexual,A,D,A,D,-29.961746409245222,C,123.03140084702287,-153.44279187307862,18.655288670020852,250.76349878961787,D,B,76.72943701164026,0
26-35,Heterosexual,A,E,A,A,186.28590876068552,E,107.52013571570774,-48.44883076470705,-74.782138470431,34.55596452519038,D,E,-116.76289458658773,0
51-65,Homosexual,B,B,B,B,41.10338136464407,B,79.15357459206885,38.81113165014809,99.07603802783993,-25.14555368869504,E,E,-157.81952266132117,0
26-35,Heterosexual,B,E,E,D,84.28583574397078,E,25.225427058648304,-67.85460625674196,36.25561125031756,55.586371849719896,B,D,76.22194286218557,1
36-50,Heterosexual,B,D,B,B,-58.643000843790574,A,-28.340343406414668,13.744648459335618,76.2702011221388,-326.1500420993608,A,C,-46.278384139826315,1
51-65,Other,E,A,A,B,-23.222320124923424,D,87.63548890524801,55.200053049739,-13.35364029654843,29.41670955620877,C,D,-48.59475721913365,0
51-65,Homosexual,B,C,B,A,30.262705313990296,A,47.28591074431679,78.69964231184419,135.1091639985119,119.49887493521847,A,B,13.379371493942033,1
51-65,Heterosexual,A,C,E,C,-128.96836503499716,A,-74.21986883204578,-27.96667026424387,-58.83895775080106,-112.31202623845226,C,E,37.45238819572768,1
