handicap,age_range,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
No,51-65,29,-12.417173838366322,A,-17.13211372607341,C,-33.389152674287324,-21.197940785531085,B,B,B,106.53829630604508,0
No,65+,58,-103.55973747734785,B,-5.458685627740616,C,5.8316689019936705,56.54672227816363,E,C,A,-10.711544017648203,0
Mental,36-50,72,129.24442376532465,B,46.13384511982104,B,-57.44253308837861,61.59374181338122,C,E,C,-50.27654586971799,0
None,26-35,60,39.45269707939201,D,-3.46745543350074,A,-51.75113767623056,-340.1682289802511,B,A,B,-86.69024085637828,0
None,65+,31,41.030433340136206,E,7.739572348289266,C,100.79575117003814,55.46806094495286,E,B,D,20.547356753588016,1
Mental,36-50,36,-73.72353687837983,E,-81.24210519695376,A,-77.01571988034468,-79.683248206725,C,C,D,-36.181080897439585,0
Both,51-65,58,51.01989520769874,A,-86.29314553998138,A,-150.10259956424215,-17.693772016912853,E,D,D,215.89861381543756,0
No,51-65,67,-166.71216469403714,C,-240.49070568422505,B,142.41918859044418,-8.561288774818946,D,D,C,113.2292927544906,1
Yes,26-35,46,-132.67595441164403,A,94.52566649507666,C,0.9130041593719462,-122.232476188955,E,A,B,49.065189301142006,0
Mental,18-25,45,-0.45179853864357494,E,15.766953309763915,E,-41.59852604391408,13.003717022599401,A,B,E,77.98609924751435,0
No,65+,68,-30.27580584744389,C,156.7220978346734,A,31.246990647793233,13.391450610832761,D,E,D,-72.0357549758756,0
None,36-50,42,179.79605223424565,A,-106.1236388882031,D,141.77135848540397,197.5708041546826,A,C,D,81.27468130490645,1
Mental,26-35,18,142.13779345267739,D,71.45002874719054,B,-29.716433351006515,83.79876064949877,D,D,E,-14.161142750230349,1
Both,51-65,37,43.522651189619246,B,-88.80555140121959,D,21.9711833757037,-19.49399305029954,B,B,E,-31.68068048352425,0
No,18-25,27,-89.90991060002219,D,3.245514197445328,C,-158.95557711401375,93.82211065724519,B,B,C,35.118671027381914,1
No,18-25,51,29.885590321676712,C,171.72906169922845,D,-125.94445799881382,-104.28244966734728,D,E,E,-222.09332559921998,1
None,18-25,78,-78.35268484314358,C,92.36308362568438,E,141.3044561889261,-42.30035563962885,A,C,A,-57.49684947925069,0
Physical,36-50,20,48.284859279326255,C,20.938841277815115,A,-4.370125810273333,117.61589646208917,B,B,B,124.19942832423587,1
Physical,65+,39,-13.584425454337868,C,26.828111571827197,C,34.83437778009748,167.16992825807898,B,B,C,-11.997607994873723,0
Yes,51-65,79,-52.92873969646181,B,0.5783299670377674,B,36.08832182523384,-111.61569509656101,B,A,A,-61.07938835713544,1
None,65+,42,162.3277221430365,C,-17.686007895871203,D,-97.43278928637459,207.3593481692709,B,A,B,-24.8818090694758,0
No,18-25,36,94.09852800239362,C,49.141866868083156,B,-143.97295718124593,-62.94073795176109,A,A,E,113.21463430578464,0
Mental,65+,29,-38.75059150277929,C,-23.006088698872297,D,-47.65597104873838,96.59585264918015,B,C,C,-107.08489479408574,0
Yes,36-50,78,7.935888229606835,D,-59.61439048469539,C,-75.56040151211288,3.3095931044855966,B,E,B,116.79437698766992,1
None,65+,51,-190.243530660756,C,-9.106215158301827,A,-19.30862691036223,5.403629203346613,C,D,D,-88.4776181729629,1
Physical,65+,48,-121.24216759250261,E,-86.3778394431584,E,-152.63826058413906,113.21620858019384,B,A,C,50.73134182026278,1
Mental,51-65,77,57.56479248911008,B,130.44571089210237,D,-56.99292912332855,142.5029208980348,C,C,E,72.861970860693,0
None,18-25,32,-42.21947063920139,D,56.78604135680602,C,27.20541611547233,-222.08771746774852,C,B,C,-145.14406646415128,0
No,65+,22,50.85652006077559,D,186.598454502966,D,-79.49157002039982,13.343812706746103,C,A,A,-138.11743641903297,0
Physical,18-25,40,1.9374249082396984,A,94.26331961996715,B,103.60739238476245,16.459696047904465,B,E,A,-24.340666656089144,1
Mental,26-35,54,71.09244834524117,D,-129.60336878585758,B,110.31774166230248,130.279661050062,E,C,B,79.57266432860169,0
Mental,51-65,19,-106.77802079662031,A,14.813409648081258,C,22.31156695999294,38.87857011279318,A,D,C,237.46746580478634,1
Both,26-35,69,47.97612935461153,B,61.772073339429966,E,65.61661496944717,-27.33903088983803,A,C,E,-128.86025144982,0
Mental,18-25,54,-62.228449774742614,D,-12.459494154087851,C,126.6913030704709,-85.65060302311117,E,C,B,131.9148117790303,1
Yes,36-50,31,42.25251596790472,A,216.48890476333668,E,28.94847205332723,-179.09953473090252,A,A,A,-103.26180625563997,1
Both,26-35,55,-44.481383200312365,A,-7.353496763503585,E,-107.21825676267858,57.014161276990315,B,D,C,-115.90267639993579,1
None,26-35,69,118.86619832645573,E,-35.908907434759236,D,94.73874682786425,-4.10501716104512,C,A,E,23.851401441068028,1
No,51-65,20,78.86252818467146,A,113.88208909585538,E,176.43436656229287,57.259880274095785,B,A,D,179.08092174962184,1
Physical,36-50,45,127.10978006913693,E,-62.95866581993701,E,-103.3356364737272,2.865395133959045,C,C,A,-68.97262936116636,0
Physical,36-50,58,-106.12554970039658,C,-36.883707001762076,A,74.24309018920968,-57.66849628473464,D,A,E,39.31864825558457,1
Both,18-25,71,-175.45187997253672,C,5.330802002172514,E,-184.76637329502788,-158.57180139680125,D,B,A,22.90497866258106,1
No,36-50,79,49.04796985919911,C,93.66697225101531,B,-330.27912968128635,11.011982795131242,E,D,D,-50.68108358275705,0
Physical,65+,23,149.7709343407118,C,-18.537022078075218,D,-15.95132910003941,83.4112422517157,A,B,A,13.485110607114196,1
No,65+,38,-102.57246323094189,D,-209.2430726008523,C,-71.2615472824251,-103.20329257820084,C,C,A,-29.793797401340484,1
No,65+,62,-72.02281641931933,E,59.14396637348345,D,-32.78299623927898,-38.208980969705955,C,C,D,63.54810196916538,1
Yes,18-25,19,177.1819010912038,D,-18.802873042707265,E,78.14979270091395,13.675053412702413,E,C,E,-37.72673324286626,0
Yes,18-25,48,-103.69934922684234,D,-10.705006644160111,E,77.98994503395967,33.76587105551897,C,D,E,-147.02665139788894,0
Yes,51-65,19,61.25020584758718,D,2.621334301839179,A,121.02737964297627,91.12109115666274,E,C,B,-120.86224036795005,0
Physical,26-35,44,108.90789992757558,D,10.066527252570427,E,61.49504077620559,84.8484693788079,A,E,C,65.46455709169324,1
Yes,65+,58,-90.43584966385077,B,-34.36777726479969,A,-31.349981085013518,-99.9721610340197,A,D,C,-61.34132496947995,1
Mental,65+,31,183.71242164926656,C,11.316037172004314,E,20.742664690499783,42.73797034338914,C,C,B,151.1776082343316,0
No,51-65,28,49.60693834217165,E,63.65132540595447,B,51.07597055417862,44.42278578841518,E,A,E,7.186269069276549,0
Both,65+,31,-48.23724628416999,A,-168.216765771711,D,8.88584496015324,-27.59185902568366,D,B,E,-157.47584217429886,0
Mental,65+,23,-122.73390956606536,E,11.890350408087391,D,-12.126614961539914,-126.26154868568888,C,C,C,59.02417098673233,0
None,65+,33,-51.77440673486339,C,-257.4735766974517,B,11.333925142335032,1.0705072036288428,D,A,C,67.4577102627404,0
Both,51-65,72,87.76499963181898,C,88.31688848601476,C,-67.5382952260617,-120.05338700288226,A,E,C,-156.93752253452428,1
None,65+,57,-50.11426967748128,C,-30.02592534926249,D,-45.982267490380565,-87.7676917908948,A,E,C,-65.72430127817121,0
Yes,36-50,65,39.08392395299604,D,-27.12385135957306,D,-45.89220789077521,49.05574820051484,D,D,D,-13.855272976150976,1
Physical,36-50,66,-45.240795125301865,D,9.788577402849057,C,61.444923937135485,98.97026552613126,E,C,E,44.57458836616775,1
Yes,26-35,29,-74.93305283427657,C,47.3873301297658,E,4.777072132630048,169.72685272829062,E,A,D,73.43200507943834,0
Yes,36-50,63,-51.80771368403616,C,50.24810718274845,C,-185.9807109492492,61.99269793515392,C,D,A,-105.16327833386978,1
Physical,18-25,49,54.280964720290434,E,-43.207596636022046,E,-16.714789771901657,22.431631962698027,A,B,C,40.25823058805839,0
No,51-65,51,-37.684486734895145,D,-75.49891697444787,E,-57.81531415401441,-89.67174293884517,D,D,A,-88.97295848967721,1
Physical,26-35,52,-105.68423433566241,B,152.5354358363166,C,70.90758954423376,67.18464852020257,C,A,D,-62.8536352598717,1
Yes,51-65,63,47.594324227849164,E,85.05162626604235,A,-116.71606810623514,1.9224408623612244,E,B,D,-113.88912509543437,1
No,65+,43,178.20783108056412,C,-92.64449562564134,D,7.969214748947194,-58.365975872041574,E,B,D,-123.87161691174468,0
Both,51-65,45,-71.09762138996817,A,-88.6282745236101,A,41.40910662350855,149.02840546589937,C,C,D,-130.03958217044834,0
Physical,65+,44,-194.50829117422856,B,18.3458071263097,A,52.983765061162,61.300062175618066,B,D,D,-86.80070495850858,1
None,65+,48,129.22552326127027,E,9.405232341309766,B,108.72014772338616,-51.168811607874765,B,A,E,34.669469208408636,1
None,65+,59,-88.09910929455727,B,-22.160222842125474,E,-131.0243934893445,-85.46077351249424,D,E,B,-63.166665034421165,0
Mental,18-25,25,-61.616654224270526,B,-65.60669193478509,D,99.55197948808518,-62.67090017336881,A,B,A,140.25084053390492,0
None,26-35,40,20.58820136314708,C,64.41949848359658,B,74.2498430618294,77.67943175354948,E,C,B,-18.230628854148346,0
Mental,26-35,39,-67.00475690105077,B,112.37380799339702,D,156.29219349820582,-4.519817614455966,B,A,D,-26.024897184194,1
Mental,51-65,40,-67.61315137842907,D,27.552733279706455,A,-73.6955000487395,-19.63211690074185,C,D,B,81.18370218026574,1
Physical,51-65,20,142.2690575629769,C,94.98638327044104,D,-116.07409170053249,9.403226594957419,A,D,D,40.94521444569519,1
No,65+,27,-123.27901277722341,B,130.84642845106822,C,-89.00644497241178,-50.18784381589714,B,D,C,-30.162082574649418,0
None,36-50,51,241.13253318186545,A,157.21188520841022,E,52.826109546283384,-57.096448930217925,A,E,C,-47.41545775237543,1
Mental,36-50,20,-37.26065478396779,D,60.134515397123856,E,-91.7512718995477,-21.37835211859985,A,A,D,121.53993655165567,0
No,18-25,21,87.93326345383699,A,-25.557356745684963,C,5.4133520422477055,-152.2911968328231,E,E,C,-100.54333088736165,1
None,18-25,39,168.68491554762048,C,-22.174400990184818,A,8.285722183421868,-23.888608535212807,D,D,D,12.96782249563746,1
Both,51-65,45,-23.68104645876958,D,-239.34320912675332,E,49.55655459148968,-121.92246920540546,E,E,C,201.45154838218485,0
No,51-65,36,72.09093463983852,D,99.23360215809718,C,4.188733200734044,135.6745481106308,E,E,A,10.624734765345815,0
No,18-25,29,-80.73505671796126,B,-30.103701696553575,E,-62.52739654910118,-100.24263016861022,A,C,D,110.63391256314306,0
Mental,65+,54,-1.4266127796968917,E,24.564340861031038,C,-35.532092053952944,-116.06032944179086,B,A,C,-33.122647995322666,0
Yes,36-50,54,1.269292165340593,D,-35.096307377581574,E,-62.28553211065044,15.869941041680669,B,A,E,-26.13020073586857,1
None,18-25,46,-30.269481084320038,A,24.925035816418447,E,43.08859164788296,145.46724718009685,B,B,B,-56.97236389233233,0
No,51-65,23,-6.3136764588119645,C,-66.26359195562314,A,39.367504920264466,47.22087260156816,C,D,C,-148.07822748282078,0
No,51-65,76,125.83275482490461,E,-133.4775463127458,E,11.818763349227948,152.2138993469927,C,C,C,50.82211233559894,0
Mental,65+,63,67.45384134000584,E,-12.542398536526775,C,-81.08256052244943,-66.62924509390675,E,D,E,-85.84063004166278,1
Yes,51-65,23,-39.314912181734144,E,50.971856149225445,D,-29.984875001344584,5.30365614130824,D,A,A,-80.61943301387518,0
Yes,36-50,60,-183.66466148138582,D,71.8343006775294,A,-6.744540023040395,-22.477370059705418,E,C,A,89.53567273334195,0
None,18-25,18,-25.444742238515516,C,-2.3148356394558425,B,176.20594350389683,-268.0615914715528,E,A,E,-117.88720006691256,1
Both,18-25,74,-183.2998957603716,B,-90.02915474144298,B,72.35055390585505,55.5824078113958,B,E,B,-70.59403579368357,0
Both,18-25,61,-139.36810885646253,A,34.910352374079615,A,-63.75146418797741,21.881486749328758,C,D,E,2.3732667692682474,0
No,65+,56,34.030997193965426,E,37.598688079628865,D,-28.527935513498985,80.61193958060497,D,B,B,143.6400913931531,1
Physical,65+,30,-83.68833447034781,B,162.91601080898403,B,-199.13940679942704,-107.85575094096227,A,D,D,-32.66474289094477,1
No,51-65,78,-23.44860498905658,E,-22.950676703562483,C,-137.83650919251522,57.35499182724036,A,D,D,111.67055572056846,1
Both,26-35,68,-7.382049281422394,B,62.01966202791781,E,276.89345149470637,-165.36704863795478,A,D,A,62.31377150734899,1
No,36-50,31,-50.542959552911135,E,105.30999416707591,C,113.40255419867309,144.09615062932818,C,D,C,31.279268173304242,0
None,36-50,27,167.41526259123737,D,175.61995405344913,E,-54.217611953855425,-67.7663458130238,B,C,D,-103.29153181167183,1
None,26-35,39,-19.687946312866917,D,-187.22712863201383,B,47.97101939821393,6.248030593155637,E,E,E,-44.07250159636146,0
No,18-25,26,134.1828609155968,B,-161.0177402771252,A,-24.375193539917404,28.3612987532731,E,D,A,-138.898143497602,0
None,65+,46,138.4596825588988,B,-39.24286172928906,C,26.386522597111124,-96.7789401279448,D,D,C,241.53015751225263,1
Yes,36-50,34,-14.26440684037884,B,28.63653119170113,A,26.49458002154672,235.8791301270272,E,B,B,36.278266157059576,1
None,36-50,44,-1.9993424777775812,E,36.363897741553416,A,57.93978382929298,58.99999050632058,D,D,D,241.3320060251686,1
Both,18-25,46,21.295153571906695,E,128.14806835314045,A,-112.01628132599456,-31.569670910026858,C,D,C,71.25151545086209,1
Physical,51-65,43,-59.02984705189207,D,-10.718196459219348,E,96.68695301536061,99.04137661912684,B,E,D,161.97179967994913,1
Both,18-25,28,-103.31971724226091,E,93.36533585517004,D,77.40127332284548,-183.72350049005667,A,C,B,12.725759989414637,1
Physical,18-25,56,5.360027475151556,D,57.484348049145986,C,106.8956073804136,-41.874546923944806,B,B,D,62.079307782734205,1
Mental,26-35,48,-57.566543030294405,A,-114.25605566709534,C,64.00915769234656,-49.80503478761325,A,E,E,8.094393054878061,1
Both,51-65,38,-84.28343345751725,C,-50.69068448602431,D,-18.822182189601218,94.63877828602641,E,C,C,133.80745266339818,0
Mental,26-35,25,37.770269483512905,C,65.19580410940299,D,228.64780831798933,-93.8255795201858,B,D,A,-43.29997292617927,1
Yes,26-35,28,45.49667139307403,B,-94.39893032456781,D,-48.32719123608476,7.853270939204949,C,A,E,-167.54498061567023,0
Yes,65+,37,148.0127607618331,C,-51.71763426233924,A,92.64941236798904,46.82055173753967,E,A,D,134.21386665451448,1
Mental,51-65,18,-146.83693543911437,C,-22.096804242933967,A,-116.98729327689831,220.50220019317277,D,D,C,38.463788170132815,1
None,36-50,42,-85.76287372517798,A,6.49845760810199,D,-41.46952670932303,66.09745280443052,B,B,E,-102.33394623773408,0
Yes,51-65,40,111.05425550133783,C,222.0282042926869,D,-65.9038815650811,182.74784040935904,A,C,C,-30.231157216568317,1
Both,26-35,32,90.99350974587647,C,80.81046283383655,B,53.54939387703562,-150.49179008097252,B,C,D,-15.09639060158797,1
Mental,51-65,69,-57.81146416883388,C,-55.451061365068895,C,-21.05328108031694,-50.3827264844544,A,B,C,32.65338615432441,0
Both,65+,76,-72.02733818311187,E,-45.36294763529416,E,-36.61685106593285,5.633468050995201,A,A,A,-80.17569852004576,0
Yes,26-35,53,61.209962291958554,E,61.11835010170277,B,-27.3915485294579,27.009280672934548,B,D,D,109.47012159376564,1
No,65+,74,-69.58678958986579,E,91.9844477618234,D,-111.28518262641549,-156.0507028857491,E,B,C,22.7570513498131,0
Mental,26-35,71,151.45435308946892,E,24.138298558239764,C,-44.438061724929085,-65.53244086983725,D,B,D,-194.74069568148275,1
Mental,51-65,79,-113.81596547962958,D,-137.59507758114958,E,40.9313045197176,-85.4437995476568,D,E,D,74.39219499416856,0
Mental,26-35,47,-18.429918128999105,D,-59.83160918297583,B,124.17097317391051,161.71810903676516,D,D,D,109.85657193686158,0
No,51-65,33,-71.58181234119712,A,9.861530245292743,D,-32.51414428772139,111.35348305426898,D,D,C,60.85000129245516,1
None,51-65,66,22.81948605074799,B,-31.31720989355925,E,40.67686531511532,26.601508924662003,B,E,D,141.40705046827998,0
Mental,36-50,41,27.266080073963455,D,-180.16427341938243,D,113.91386759452904,212.71740755952072,E,A,B,-39.93789986118749,0
Mental,26-35,36,10.133243857637254,D,50.38938478904102,D,-26.452071840762798,48.912371414105856,D,A,C,-21.448437962764256,0
Yes,65+,47,-54.12606554112952,A,-122.15782227952126,C,78.2725819702381,-53.86813937712126,C,A,E,2.1179673059770048,1
Physical,36-50,58,-168.42185082681422,E,138.35912965345602,B,-128.39347401971986,35.0564029050596,D,E,E,74.96379661773622,1
None,26-35,63,70.65690286894937,B,0.8047604214922633,D,-45.48053406434337,-65.17248441684448,D,C,E,-178.7631405161059,0
Both,51-65,48,8.025567679754975,B,14.512691975594464,C,34.557924756600045,-103.71072010855471,E,D,B,-40.70108344257235,0
No,36-50,31,52.559446601906515,C,-172.13393137186495,D,50.79469017314825,81.35102503401993,C,B,C,-35.1562621227147,0
Yes,51-65,75,73.9999877036909,A,77.68898723337126,B,-47.291572314845666,48.229383231431996,A,D,D,27.4480221355573,0
None,65+,36,-39.22139229317847,B,-55.7012037053063,A,-212.1450804879116,30.618162259924723,D,B,C,105.92321041521899,1
Both,65+,20,-83.6492506131211,D,-108.81989762783968,D,33.42580426976711,25.798913458568485,E,B,D,-224.366484699498,0
Yes,65+,65,-195.76337066110796,E,84.22712939247002,E,35.492124583514496,124.9155163995028,D,C,D,102.66424042577017,1
Physical,18-25,73,114.22650074524444,D,-121.3631912720735,D,135.99477505673167,-22.955287961876436,E,D,D,-13.023660374613518,0
Mental,65+,44,-231.99382453894745,B,57.50109623755897,A,74.79524260864912,-23.59901353913227,A,E,E,43.097686681341216,0
Physical,65+,69,-191.31165356514137,C,67.26204996609128,A,-111.03833489438513,181.8751144412,E,B,B,-139.77959545287433,0
Mental,18-25,52,119.22804525452004,A,-7.238042066204015,D,-131.55772175958202,81.10908332253987,E,B,C,-103.6950058309956,1
Yes,18-25,40,-146.82617892345334,B,16.027278941165708,A,-191.0959936739876,-120.92196095522645,C,B,A,-131.77401098828838,0
None,26-35,20,159.64641343898563,E,25.59909817062755,E,-42.020308106198414,-18.554977058348406,E,A,E,78.75864375995666,0
Yes,65+,21,-106.36713152213792,A,-191.68184044125377,A,32.02570759114891,41.652773859808846,E,C,D,-55.11957752809858,0
Yes,26-35,41,131.9587197121968,C,205.14138738728042,D,10.641690533886582,56.958206759234386,B,E,D,-82.21546752227997,1
None,18-25,64,-7.422002108234266,E,-111.35896582781248,D,-108.09367966320058,-15.069270471818474,E,B,C,75.87391413046682,1
Yes,26-35,54,79.1477966824573,B,131.74547592417224,B,158.2988614924669,-41.79865603662931,A,B,B,4.431793825445078,1
No,65+,76,-68.19128950590098,D,-102.27187320590146,E,135.8572199358574,-124.00985853183275,E,C,C,-22.861737872185998,0
Mental,26-35,65,78.19057396676004,E,33.22362846804991,E,-155.36631727383474,141.70197941436413,B,C,C,171.33669414457623,0
Both,51-65,23,166.16791055325152,B,-51.256007800208835,C,73.33211527089234,50.17793699089129,A,B,D,14.89430676055207,0
Mental,51-65,56,140.69344246289762,D,122.125888200958,E,-47.27683726218003,197.99042309316945,A,D,D,142.28685414270564,1
None,65+,68,-154.34966918039743,E,-75.85294639337832,A,199.31534364219138,-38.9900027864453,A,E,C,77.90381003368475,1
None,18-25,27,-80.13164140500409,A,-238.30721772653197,C,15.17245095694765,-114.80130772650554,C,D,E,103.6320509595782,0
Yes,51-65,42,187.04380972653837,C,-12.211302856996754,A,-80.50863044749231,-53.89458324986446,B,A,D,123.39532896219964,1
Mental,65+,76,118.87595038979275,E,160.5338247508982,B,48.156532497945314,49.21900310877236,A,B,B,120.0630597786126,1
Yes,36-50,53,123.14909308941651,E,-14.701374993758318,E,-10.397934485809106,-97.48689883829708,C,B,E,8.8215610337344,1
Yes,26-35,73,82.5034555326523,E,70.32345381646614,C,55.284677619211365,24.96577515498536,E,A,E,111.8420718232616,0
Mental,18-25,67,11.916423283892797,D,-3.948498866008466,D,91.45287908047548,-6.657545342488161,C,C,A,94.48399790237524,1
