Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Both,-72.89374658479578,41.51040313099442,12.853343559978978,67.33071085427203,-27.14213474740483,-99.24387491241163,26.070538375047548,A,C,C,48.23841706145945,36.51646657354208,-173.67568601853748,D,4.979521252286336,85.15471172550679,D,0
Mental,125.72253608825183,29.817401164584233,-128.1870098992448,-9.927982174697602,99.97567576784033,4.136740669097925,67.31573076052575,C,B,C,20.617744074573345,31.153499808239616,-78.46463552070277,C,21.12876106650048,142.43550437834216,A,0
None,-13.188814395803869,123.1231025280483,48.70507864461608,8.366323297762113,23.487107068067083,-201.356614017987,108.84212736692425,E,B,E,-14.709366417968523,111.96652028805471,-272.7498639109793,A,0.7218236248723738,75.95375492464738,E,0
No,-99.3713892268018,146.59389971759038,-35.789819683142085,-60.215896197568796,45.63069228391798,75.15909283874782,-52.39656673933387,A,B,B,-68.06974605084794,-128.7789994435391,28.556693534792814,D,-87.49384150014171,-137.2341555813639,E,1
Mental,112.99763784168151,-81.89200441001792,-81.82740743869704,-83.61125838538857,69.54973035437307,107.73888905309981,-110.41679588827071,B,D,D,100.22673621898886,168.9116776800016,-72.05677966833863,A,-116.99306539502908,77.31626997866172,C,0
None,57.34474857881793,71.12230245774055,-67.9195095045094,-87.02367634421385,-66.02074568171558,9.991425616046332,-101.23895709819504,D,B,A,99.24567443763051,-88.57918773612677,121.31893424422317,B,-94.06166306461557,107.49352846119544,D,1
No,-154.67984349422784,29.84111779417275,244.25326781729996,127.9413045634899,171.5155314837275,277.84005565001684,-146.66495943521642,B,A,A,-145.84513271357397,-90.526335087406,-87.61671025538462,C,155.79729756747906,-30.494906602866596,A,1
Physical,-157.57593506916126,-78.21214395435098,-23.128825208038467,-30.972966172299643,-41.443006256855526,20.79006895233714,-156.78218687521078,B,C,E,-74.20413331141143,-86.83574465715209,-103.7210181989552,D,19.216467469333768,240.3709986124046,D,1
Physical,-182.63003934784408,1.9760558316903325,-36.09026335217858,-34.91271084794826,-87.60440509933602,0.1417261097970827,-13.453650158762953,B,D,C,-14.118353123937435,-42.312878101205484,-54.5161150906691,E,-42.14401648305431,37.6904568044292,D,1
Physical,2.309053680390166,-97.29973342023303,-87.54299894213447,43.609244213245496,-114.73539267589574,169.44546252885607,-193.20087206150757,C,B,D,7.58165955491701,-60.047209495057096,-80.60134562990997,A,-99.46074817613524,203.56936314021817,C,1
Physical,-54.67970048037759,-0.5487058905843514,144.01080641761789,-85.74237200518185,59.739437127190534,-118.61637668574177,-63.49641402375729,B,C,A,183.55459236414552,3.8647820943739135,-141.2112707049327,A,-210.62748697015311,-82.62652306561908,B,0
Mental,-137.65256532031867,-60.45475072843636,284.8662780585589,33.98348978552391,-7.460824709662186,-47.987439501506415,35.40028914579073,D,A,E,39.54101133778145,22.752163676216853,74.99837402761375,E,-97.79478656879871,-91.1316998405252,E,1
Yes,-91.56729702460098,-85.19034775054774,-33.80272644578702,-92.36016422510369,-292.48514852326224,-66.38961847731032,-209.50641576627694,A,A,A,69.3612761756112,85.1639372194105,170.02700591104733,A,18.01393562981524,-62.13502466676082,A,0
None,31.148966613900654,-63.59471686959787,20.26654576896564,-155.95998328123454,-128.86251564947003,39.58163321440762,16.937807808199736,E,B,B,60.52732555792838,30.098355566716446,56.07235978739779,A,35.288947813221064,-59.415069452758594,A,1
Physical,70.65416259052326,79.84856654256993,72.14248108663548,-166.66093601964545,52.6537699366012,50.14243900733616,102.67831590615648,E,A,C,120.12550300345603,-178.46801352624897,28.143632908824756,A,10.401499103076729,29.58518879726123,A,1
Mental,1.845700481175581,-187.4354058491246,-89.91472379435815,-108.9787745758628,-29.06976904593968,-106.4467200651513,-135.86129386784123,B,C,C,-110.2089164709602,-18.39531843789159,-10.770916631618023,D,-115.43840903773066,-126.27060273747031,C,1
Both,-36.54871498961223,-33.74535834840711,42.85791331346301,-134.75359614632197,-47.80695898642915,-159.43373690845303,131.73826348490195,A,B,A,-189.37901396173862,-142.3155642783649,-90.11664854252537,E,159.27574974155084,-108.95101373555427,E,1
Mental,142.79382574805538,143.02283206406906,47.47625948215733,47.52856515061316,-9.943878807804978,-68.92244911269678,-41.82775745248076,B,B,C,-40.282714249944604,-141.79695518816078,-41.60671421158526,B,31.513846913488745,0.8721291342741179,E,1
Physical,45.549510494053415,-75.8316757466818,-15.123599900869122,-12.413392800424731,50.89092923899498,-28.25349584388953,-17.092245080156367,E,A,E,83.54292668695442,-12.61929622423175,27.99742347650397,B,102.90855679050763,-6.233389630386369,C,0
None,29.38808191065188,24.540585246279424,44.267239318162446,-17.790103617123318,6.414658026410028,-44.47435215272606,72.21952076952675,A,D,E,-3.862955657973133,52.62473215288088,-186.94331975737703,A,-57.30935021862689,-93.55890060140227,C,1
Mental,15.243799602894612,118.06943955108171,39.1003433246441,48.343328242428036,76.52688440126441,122.21616757499638,11.783532186089822,B,C,B,-115.88197855599765,23.742065326149735,-182.4678576101807,D,35.85584666810435,44.96273958902532,E,0
Both,107.64852000824796,-25.348013402087872,143.57334586285387,42.21900517920837,-184.84886391918752,30.960891688018922,-9.230741655844083,D,D,B,-28.40147386076108,164.598533138269,56.08740892608645,C,10.818947298267615,109.36945668815852,B,0
None,56.55560245331767,107.85082463293398,114.8888706677605,-101.58602576152238,-93.91827270287766,-70.24617814505373,-60.24201281374514,D,D,B,14.377977120275528,34.639405221321915,-24.30705007510336,A,-9.262348343653159,20.82771020957583,B,1
None,64.23620440259651,-49.23036395998117,-45.66107503129379,102.61667624864069,97.55315346952871,187.6486919902445,-77.19013896282233,D,A,A,-48.31973595967268,38.71299379443917,145.98094811769374,C,26.537794171521973,2.4927928962086296,B,0
Both,161.58401265343454,89.44095747146172,196.7091305820218,-5.579859132852998,-76.1751534244249,26.13702899479746,-124.84948392920259,B,A,D,-18.66656716367917,109.49555154374923,-37.78060897897168,B,-218.03822775280227,53.104889177488744,A,0
Both,10.90570327234322,-63.90924297156414,20.613511432849922,-0.07909238878715688,-115.79282430845007,12.993653251018705,109.51385272913595,E,A,A,-101.14168122565717,-40.681444324717845,121.56717064635197,E,301.77635743085733,141.96784721940654,E,1
Yes,61.75223241084077,44.212518370507695,8.172457855146192,111.02617319748455,-101.7143619737016,-115.20045957061524,-161.67531654501738,D,D,B,-51.71809123222195,130.57884670795187,-88.58659381080355,E,-36.85783087578658,38.681802342297736,B,1
Both,-38.52861737787412,-74.0600628925224,187.29613930007238,-67.9016872527348,98.60683866804206,58.42693216870055,58.03271041164243,A,E,E,86.05358569902535,-23.414169663051524,-84.8506663328241,B,-72.99774842097037,120.70274226833129,B,0
Mental,45.83341714178228,-52.005979392826205,-178.89486251269503,118.55964728590207,-83.66632141408121,78.04931304093412,-12.845440965392951,D,A,E,82.08169694926495,-111.82063477473443,16.028912849440704,D,-107.14481985226017,96.29399281117834,C,0
Mental,76.50652062010941,197.10557518252,27.404519153381173,-101.85856250557252,-114.78407374346335,-42.20012745452549,-175.89536569107642,C,C,C,28.63590981862763,18.32291534187848,69.76392219809865,D,-55.383372091151074,-80.80751168022286,A,0
Both,-113.24064487751937,15.102286024053027,149.3029858921145,48.444697858409,36.758161892582834,-190.4265256473413,-48.21573400200592,C,B,A,-5.052267133241097,-119.6383731511458,167.72324465732154,B,-4.966096911010403,31.444607923791327,A,1
None,-39.47636144753339,-82.72632660867848,49.574735894428784,-59.48868878108179,-24.03655432613254,2.420540209364656,-70.78447475110151,E,C,E,-25.447822668699654,-28.1230971786771,-35.59532340093425,B,-183.86997655334588,-95.138302733064,E,0
Mental,87.58112661538519,-46.339942439965135,54.13652859108773,-81.62268766084148,-89.99053861398792,78.31119378845304,81.36228291226105,A,D,C,68.25809917272852,-175.9194382247906,59.63932622002959,D,-146.5712569129065,4.652566065555983,B,1
Physical,89.27098197586736,132.03574527695352,-154.71455414828046,-97.51431045608929,-55.93981213601783,156.5392967181516,125.3276475503621,A,B,A,-88.00407195763572,165.51263057330289,72.0657889070642,D,6.748144981163675,-215.41307154340132,D,0
Mental,-39.741215770121904,-159.71376670107173,51.52573548137395,38.5361735369685,10.70428408590868,-4.441936751291302,102.87131731701709,A,A,E,-25.216895828375563,160.19863494457843,93.18343479663696,B,223.08786399390098,34.15317769266276,D,0
Mental,12.723262153775817,106.7858672516244,-132.0637416038189,32.293976370179415,30.373305910261468,-46.99082940735181,36.00607890308566,D,E,D,-105.19703528457308,93.25740373293777,-68.554728025299,E,44.14102793765584,143.85818822748882,C,1
None,197.88280578712693,-75.05742655906896,-167.20184457629233,-34.30789465413651,-27.06966734489878,-26.170270845933867,-52.16908639397314,B,C,B,43.599255144354515,64.86185199949622,-161.04884036893233,A,-161.75466772283087,97.51732559338842,D,1
Physical,-17.35598955826162,-53.36161060538432,132.08379085165703,156.62256226423173,-59.97023389544262,49.42087446782627,11.457277398998809,B,A,B,-24.398841113397484,128.12933453399188,-6.181739788809588,B,63.39371645817467,185.7493379205335,C,1
No,102.69487918846667,65.20876003344601,-12.496795926412393,-32.357827959109606,13.271275253795324,58.23959117104148,49.37481283119067,C,D,E,105.28796734793208,11.54385919262449,26.44067811372216,E,164.1948325682353,17.811722441598572,B,0
Yes,-182.0098672228406,179.25903001536815,93.6396529181084,61.225776403630675,-46.667517366538334,49.67494395186204,-55.76767693981878,D,E,B,-6.092841495092811,160.61288615625597,82.68703238934422,A,-44.820615042707686,139.16115180314205,B,0
None,-148.92499866032276,-32.85377896824313,-27.16140576748914,-9.615410141715811,61.3630125054171,62.5490443608401,-21.732720550135873,D,C,A,-63.42140009680629,-96.86216042650175,-65.54931244250444,B,-46.97076271503229,169.35705746835328,E,0
Both,71.24034563749943,-40.173223987364146,30.024194890043752,-84.36492217654242,41.32496631256574,-89.32647837436167,-58.53148287079989,B,E,B,85.56676697490839,-2.2046534218688203,-92.68023883481655,E,-34.58520892604706,-78.36716962057731,A,1
Yes,-56.152338673894086,4.179136337374252,126.77898073100906,114.508168603341,11.700877625383468,115.25077767884247,-152.53079536725133,E,A,C,-198.210635070097,13.823416736187442,6.25871796268595,B,24.688167558385036,181.62832136840566,E,1
Both,80.63182471795768,-10.389155686638055,26.920924206500963,-348.53839751470497,123.2017011167605,54.84283306552153,92.80033255972026,B,A,D,-14.956575575609666,-56.90832532998152,-49.18772788149937,C,-121.99249584153056,-0.005099361028395332,A,0
Both,174.20578378857482,25.43251065868986,126.48188612146653,9.310307022378495,-4.033492875629313,-10.64528086041788,-101.43149610924651,B,A,C,13.990470485011958,-114.98178094491729,59.695730114270894,B,88.632258539133,-137.82460618355904,C,0
No,23.70377527656861,44.81996192636644,-76.44144686558072,4.665863597902014,67.64068825245543,-97.64727547281133,85.14439102492321,E,B,A,22.202350415815886,123.37848281367702,-1.9532750625275899,E,70.8544087823202,55.003551245205294,E,1
No,35.76327558455792,38.0384599703341,72.56837481482363,130.72398780312437,-21.09451344843737,69.98437446186423,41.81574432346523,B,E,D,-7.22619146533732,-32.434975832281026,-63.719946383224325,E,99.53065315848718,-68.02925614653536,D,1
Mental,87.81417945369824,-139.8960440332913,0.7883470927447768,53.375977126239015,-14.819128352815348,-12.543751774360596,27.697892506408678,A,A,B,30.359049150684562,-28.091017600698347,-70.77982247540263,E,-195.53094613108144,41.89680857453996,A,1
No,58.59395990604461,73.48457800938554,-154.2343557084123,-159.0191171659534,-58.16786013440467,-126.89848026890557,-153.05240507712645,E,A,B,198.41381768006613,227.014373322537,90.67774887133675,C,80.29326109214588,-81.69319641566265,D,0
No,-69.66417535698174,55.31632949579694,46.38102395729732,87.55422743314136,-219.8329760070128,42.19526372714989,21.48916106943865,A,E,E,-169.77773556483834,-86.56659653583262,127.61153078163964,A,-4.514123771686269,23.753561987479554,D,1
No,105.14585140309897,59.302179722677714,-84.09860025810731,-95.31909941311372,-157.07585823067956,149.76977419716928,45.27312471373291,A,C,B,-131.8869356290997,-53.869311491273955,81.44865739300171,B,-48.25579918069939,-101.84992341015406,E,0
Yes,-14.620124293465157,-62.522985448569955,-101.72110331820652,17.29396302786233,-1.5477347890274933,-97.8024444106942,111.414860689191,C,D,E,13.034270716296959,-20.741366803820814,-122.50003305257391,B,-156.17186311869628,166.24957859174782,B,0
No,-5.459438695881597,132.71673103493663,-13.369378915485546,136.6813534030242,-219.1200491114408,53.5189637830287,140.47400451062623,E,A,C,208.13067649369867,-74.54790627743225,23.733250400143614,B,137.23426798284092,92.52709411608406,A,0
Both,-190.0499013903356,-49.195932596611705,-20.876687884873864,5.147374540221157,34.33426149522615,-96.27233114050864,-52.5664733581888,C,A,D,93.64825462865834,119.55873287693899,131.95275113532364,A,-104.29429537125374,-222.41172843219715,C,1
Mental,16.561650162182826,-29.385890592639036,-62.15559311057921,132.92413742907348,-38.70977452909468,-86.7790387409938,49.818873913072586,B,D,A,22.230524088633278,-170.29252806044374,116.59430199943522,E,22.101850826036262,199.3920251766017,C,1
No,1.2758816237021076,-73.27785096900456,-20.42458160065498,4.532679880574716,57.742050183432816,-8.605410321234999,-103.20264184791941,B,A,E,-89.6992799995621,-127.72549026820535,35.6548435114952,D,18.004033089218545,-6.794023331996633,E,0
Yes,-79.65818558272288,-72.96318878109057,-72.56640712217806,82.83046559438428,-86.66646305351308,143.89718850751632,51.79212999929066,D,D,D,46.43678091316496,34.23283961795312,-88.45391809393146,D,-3.98969287363881,25.461531590012875,D,0
No,-126.96870214055606,13.474886120774674,-2.5190993118081324,-10.671925571686725,11.384634278458963,83.34752553768821,-142.5539771865207,D,B,B,47.17492302825077,-93.63384373310237,-44.25899123150835,B,31.813974010606987,54.78122113255593,C,0
Physical,39.119494608056755,361.2853041891744,140.5911061295087,75.41095281878458,-51.53154707792312,-2.771235765973383,-129.83820070981028,E,A,C,-64.24600425706828,16.067558701481275,-24.881935330854404,C,-5.750860862226001,5.992339368180941,E,0
No,-103.17177292917927,108.74405294949024,32.32892101259864,-72.77464361134312,69.57582240339345,23.09452265371825,32.813890530791404,A,A,C,0.02202795648389484,-85.56099265055316,-77.1554216371983,E,106.75385750738641,-144.99339886780913,B,0
Mental,-7.003310315788607,100.37543363383517,110.29244375209659,-29.136356637207,41.30949063166913,-4.210091119255405,105.5532042198846,D,B,E,-47.77359433543915,9.756494363845311,3.1298091335727527,C,226.08562808843692,30.69492555261291,D,1
Both,-97.92195784772092,45.321255754003374,20.776390624167156,-116.72823282840648,7.5383937374951655,26.082143205675827,-33.728992056992226,A,E,C,14.046824245728375,-6.021389353866857,37.174499693303005,C,1.9197826375646803,33.972785310389945,E,1
Physical,-114.23370275971803,-131.2273390912294,100.62001823340916,-44.69309484743428,-64.14538029576224,-109.48718555564878,62.24913686918193,C,B,D,278.2271267888491,77.32550604907172,35.3904890073096,C,-108.75834782219549,-330.0465574538342,D,0
No,-187.01058091021068,-19.41093975652177,-124.3009613823692,-119.40298290994365,-10.144682259094038,70.59608384774556,53.23894084827785,A,B,D,35.31303118814322,103.3583550628304,-38.47235347957793,E,130.4246971408615,-133.19322680124125,C,1
Physical,-99.54070082112655,18.5196165968437,3.6835053170619747,65.51591306222666,-157.70178586298042,54.83541157725582,111.00332686450226,B,A,B,-199.40545274546017,18.194360584154804,-18.961611388647846,A,-131.86482148623116,-141.96537310370275,B,0
Both,-189.10127755918205,-0.33165713721992907,16.588553606930432,18.83761820188289,75.75970362476102,-158.286128181489,-145.99706469484818,A,E,A,-190.69824006504822,43.9344732470384,-72.30480352885272,C,-57.34431263029578,53.25061865711221,D,0
Both,-130.52362633882348,9.924323242168818,100.09715821038958,-15.311130313443112,106.5385434696575,-88.09586284302301,192.87885500098167,E,A,C,125.85054585203899,58.140060927231715,-49.229151681884446,E,-120.28272090559963,-59.2301654108052,D,0
Physical,-259.72308762828965,-92.99470572327232,77.18279828204471,-49.2006169172194,-36.57603315906612,-28.736600809870943,106.0855720861531,D,E,A,51.62033441771195,-5.150263196782066,110.92630640015216,E,-88.00543653678149,-82.73641693290026,E,0
Yes,213.49102553516656,170.03761708364425,-90.64223376069481,75.15901948619052,31.04594632290027,-40.98874659281077,3.026659741486082,A,E,A,-78.37697595601567,93.61574392126232,12.33906088802744,B,95.86605747658209,44.61052591239471,A,1
Yes,-12.956129246336495,87.04265698277142,-77.03770557687841,1.9164526007561915,114.42479271459744,5.63727506946365,7.861050477154813,C,D,D,-42.64899918165046,6.021516981705404,-55.29188459688049,D,16.459091683134158,-47.91132380811754,E,1
Mental,125.14783470594767,38.77762403877982,-62.21622342225097,62.97332649363501,159.53932918878616,45.11410737086485,-56.64370057072898,B,E,B,-96.50016387040458,-0.172573017335864,61.81212870169338,D,-34.12661904448986,91.4934752124806,A,0
No,90.76087295841639,-115.2110721909029,-106.70984268261006,-43.70335185188026,31.635924994504656,-27.12479031583237,5.60892086975752,B,A,D,19.944555516223744,-182.07138621511197,-30.217761982519598,E,-65.08237665091217,-39.00491071901344,C,0
Physical,13.425060520007568,-94.09615437131467,19.25565548320993,44.72159409101695,49.671670337894916,118.06651519991061,14.461730372790118,B,E,A,55.962029825131275,95.38868681416423,35.46637421067615,B,72.13164820455532,59.92437800899209,D,0
Yes,-189.46385531557695,62.8061642911158,29.54015703128493,129.01636231652733,162.3036720048238,57.22840936477517,-62.749716215728846,D,B,C,-162.02837115150868,-102.86250682776216,-3.279405232523913,A,87.30608924109157,149.63832830018572,A,0
Mental,6.444311102354204,60.632370301931005,-92.06011544622513,69.60659874656704,-89.10320032866424,-13.904653445841575,-92.77490738284267,A,A,B,-144.2022364898575,-298.1664802419215,113.09543628862244,E,-105.82905161156886,23.233271083591422,D,0
Mental,-43.9770771467404,101.40646378179508,91.7146033179187,46.03725854842538,57.04249045098009,-66.6142050804917,80.47249880508622,D,E,A,-38.252413268015495,-22.164662180263143,-15.315595462765433,A,-185.96454022746067,-121.10959787092901,C,0
None,-139.33878576169948,185.37147304849876,29.998131147288227,-109.85275170726108,-25.299085719678878,131.69362074957522,-6.23759670629807,D,E,B,158.73636972600204,91.49241452006535,189.4982212302886,B,-4.363983218234887,-6.985207775365867,C,0
Yes,148.20160279117803,-50.02437870567924,-118.78490660047906,71.75851732867744,-122.10151439261092,46.83425885005435,1.6898482084365702,E,C,E,8.421367586842681,133.40879766293196,-25.365876116835835,D,32.2297524662145,4.550788203747571,B,0
Both,163.4092996710658,-176.7329515529747,72.09361309624184,-204.2296831169781,67.49733120522448,35.98885079813678,-69.91854635434849,D,E,A,-88.17838842174314,-24.639464598313783,69.15823339495603,D,-71.71853907750456,56.5635014986087,C,1
Mental,-89.47566143462143,-41.607222334638635,123.14824830192124,377.1006023333847,-150.32001392325358,-153.5560563971627,-6.348144502634563,D,A,E,-12.98554649905102,21.729956815115436,126.58402111435917,D,167.02542508209376,54.60413826413535,D,1
None,-118.83514125799512,44.06283941361067,-25.21579269621058,-59.20664470685818,256.6353272083919,-27.677707223868214,208.37850013244528,B,E,C,7.6905185963108025,13.597398276168828,-0.708231199999549,C,-41.700659965941064,133.7087957005212,D,0
Yes,-143.202054650896,92.35660785783679,166.34522175775606,8.26109415882176,-12.672821255421097,152.14416596137033,107.16645354189455,E,C,A,56.53822908724769,70.39015121046505,96.92024569033961,D,2.1275233066672166,-153.21390403123686,B,1
Both,-83.14701592515665,-153.84385375806664,-43.457105060120526,-124.11954728053962,107.55689106965751,-87.89041346941454,-95.91372387460466,B,B,A,-98.69666318599697,36.79102597921464,114.19642597828745,D,170.05192288161896,-122.13677133122299,C,1
None,71.20213685853626,-22.343969668882625,-40.407620396599945,80.07940492630215,-73.0677776786601,-26.11288328101775,-110.71032683794802,B,C,B,-48.385419282040225,183.34198078948768,98.49358776422424,A,-187.77042460351404,-72.94403231429197,B,0
Yes,-12.966890950530221,63.31392970201052,-70.07732569781618,33.046305382645365,-163.8892697640893,-87.37637632384764,30.04136807738526,C,E,E,63.059620920570595,-14.35911425864957,-190.09006097485957,D,-94.92082098937631,-37.04303583936347,B,1
Yes,76.34841178368276,-164.70151544850467,-71.78278745584835,88.9781459374556,101.14812206441901,52.327087999732015,-36.63762113207094,B,C,A,11.496622077641163,41.84480431525103,27.768328717403957,E,17.01171532847117,-118.12117479151063,C,0
Physical,39.50205823287378,50.31320292868919,-41.92222381227712,114.81904691092193,210.23150040781684,-70.38399719601944,93.99010099945727,C,A,A,-48.2818592579283,192.83534786337802,-36.02980379506165,A,37.96377397648175,-27.225379092227254,C,1
Mental,84.00841107984823,147.27002310219282,130.2488405913237,-22.573010922657282,-11.342729162570645,-16.1557354196758,-112.40900478839457,B,A,A,-23.76320825996923,-115.44856443328919,7.087874111764745,C,-124.32027006052823,-60.526643440475056,A,0
No,155.69860936169619,41.53374290131281,1.9329076667927305,-18.633530208265896,108.76609914677799,203.34719597055812,-92.71208222140326,A,E,A,41.23200441331462,-186.38588148777205,-132.16361323069506,B,1.0062377209068596,-14.374818856735065,E,0
Mental,15.05801509561013,-19.544226619655827,-105.58847457684499,-94.05238323709764,17.11517497029412,-116.42169454480957,-115.50360577193626,C,D,D,-35.632774201795655,-5.7001854997355315,157.05568191247642,D,14.736856587128946,94.76528410626231,D,0
None,-93.29008938725934,163.33444213400597,-83.82496949190433,-162.2387110082007,27.961454100241532,-74.78667799575372,36.38827848589579,B,B,C,21.00846206434496,-0.8770772405728307,-261.54936389957527,C,-86.58353800028877,-129.0213513992909,A,0
Both,93.11623902099726,82.06751896725822,-3.711514738608204,44.1953305143275,-148.60308261213356,101.87818932987047,48.76865313078827,B,A,E,-18.105810499977522,-1.960580398136501,94.23048096825231,B,133.42101017811817,154.54673371633947,E,0
Yes,5.381735042038409,-34.164381417552356,-56.50941098423669,37.20699653189531,69.50664132429932,107.22682584136203,-72.01090578229505,D,A,C,-28.133253839694177,55.73077433212824,-18.179072262551298,A,-48.52166970299773,-25.229115315512974,C,1
Yes,-35.631387545547426,19.469882573980037,64.88037556732546,221.45789782968532,15.351479760769577,19.045191579036203,-113.45487798825364,E,E,B,178.18849554718648,82.91587740340346,53.78999062215163,E,39.316447873665844,-157.21134965391857,D,1
Both,112.7069582855101,40.444814321999885,-73.43787791194836,-149.9143932054407,-173.72164381467735,178.45198344280777,-58.16685136753013,B,C,B,19.259667037619735,91.20155509973968,-19.195429965160994,D,-52.822377985690935,-115.77290794439628,C,0
No,-172.28752641466863,88.71865773638211,65.0071081947634,-316.5162806805872,202.33266103601878,-97.75429294759428,-12.850830167913921,B,D,C,-4.984228209964845,-74.91734069524317,-33.76231852269666,E,-127.73614538848175,67.34472748738773,C,0
Yes,64.68575222636397,107.01888927446383,76.7140601432654,184.00085430164611,61.501174675629166,62.63299541652876,-3.77789635196486,A,A,E,45.222943235167,-42.5406361810447,-17.149079224721635,B,-33.85262570676027,-47.18539795247024,E,1
Both,21.288245276783048,4.712360110933941,22.592036161772214,81.13297499379706,69.34382728346243,-57.25654454458212,-90.10661904017144,C,C,B,48.230905084207826,164.78249642101827,31.76617032879455,D,16.950540775406026,4.316923846955431,E,0
Both,36.79700792197059,112.9389385156939,-82.1565528655552,46.927697653106485,-80.76824018073681,-18.088333803100095,-47.44960060149583,E,C,A,130.3119807886065,59.44575301780395,117.71792878800238,E,181.67227391496866,31.492832694790092,E,0
Mental,-111.62685598804426,49.693309327528894,141.6282930421803,-55.37388687561153,391.0493031817986,-47.34978329260031,-138.44093363798262,A,D,E,-120.57889570532478,-103.31331070588278,-119.5210313103403,A,108.3742462215874,49.47792508640719,B,0
Yes,27.916176439958257,9.780174346420756,16.761967453064432,21.069200254912705,-11.310931556220824,15.172291801328916,79.53392334151181,D,B,D,-90.17073562119448,73.32538429797462,-202.5178375519558,D,-41.9607449239565,-10.29715496067435,A,0
Both,-68.24041309699692,-24.977733688384408,12.182908864636087,-28.711997445965686,140.29157161854278,245.22886386560816,118.81409470436928,E,A,B,-223.39262305068317,-20.119745351584665,11.076646665377583,D,-7.611128734732725,93.11183863564946,E,1
Yes,83.9614453394246,64.76656681107201,-77.48445627365865,-132.38196127450243,77.46445731652109,-140.97661135548748,121.90769662176051,D,D,E,-174.2870295798352,6.543665080333951,60.99061923511031,C,165.48917951708987,-49.46450432309198,E,1
Yes,-163.45955415420818,52.46023595102297,-35.77467159385868,-11.734844687790396,62.26169455349303,159.83265067020574,63.476298764129055,C,A,A,60.44233465918328,-73.04025529825478,56.750741791717,D,-117.80606589725357,-80.8939493502812,B,1
No,51.83226072693346,-57.10271940984032,-110.17824770403087,48.794951159713435,51.050305757209536,92.62757833483153,-80.10967674877156,C,B,C,56.55568291502622,91.81228899936596,76.97940214505496,A,-8.977622926682345,11.25799554015498,E,1
Mental,-26.759090401944448,186.1860703862537,116.57866592796175,-41.04731523041163,119.81273196877905,9.673544990554223,147.7388835969975,D,E,B,57.73361431368513,-16.404717716415984,-2.725967151546215,D,13.016145841690129,82.56750942010342,B,1
No,17.153484023183864,6.792423754389844,-38.04667387437845,-37.079122717523695,-30.091342750985323,-149.66077783559226,-134.67155822614163,E,E,C,-190.48103680760883,13.927790724558003,105.1356388485341,D,2.03473894020772,-111.47581513291091,C,0
Both,31.154637990409036,122.45391874901253,-26.749860383470107,230.92579077241723,-65.12423761468374,16.07609148392003,30.613639560013794,C,E,D,-21.473522603729,-121.60819114690133,49.434699619765546,A,-15.258334649532419,18.415045995879968,B,0
Mental,26.96639921073008,59.93573619976627,16.679784186451116,-99.60468633524924,-7.079456769753188,-44.7430693765986,-129.60656887515287,A,E,E,46.19327347577716,-93.71902635628794,-46.75327886950451,A,-75.33771526164885,29.699043266317677,B,1
Physical,39.08518341147545,44.519631778677706,93.56950485827329,-31.346274434554516,-188.54779928046432,99.96156142364727,-8.557238986121495,A,A,A,61.77540949678067,43.999366347004326,98.06458968599689,E,-6.680481845580675,-106.60232121179388,C,1
No,18.720847252703383,123.81703333069034,7.575234212578915,99.23173056944198,-186.82156011289268,17.767306405295347,33.19924085032476,D,E,E,-102.2770846283232,4.88148664489406,146.09302989169342,D,7.237745667000227,171.95498385238594,D,1
Both,-97.7188296403276,7.056268109007122,164.1694856093138,-15.97880317148023,-19.137415669767908,-43.62300131443665,-106.95701483189728,B,C,B,-188.5336110301787,-104.63159892936787,-164.34247729809783,E,111.23527140794297,31.28247094914028,E,0
None,210.48233207302917,37.016628354499936,-48.440709794814815,-106.13453753098614,202.63816601939678,-27.425436240923307,77.39374536609968,C,B,C,1.6547109862059015,130.33867624777218,-153.08407948410516,B,-210.20301373328292,143.97015434384653,E,1
No,192.40920288804634,9.427664413933435,-103.23354522664533,145.49632829195681,26.113215226951624,-59.36253333961638,-18.409580826971357,B,A,D,69.53995511742089,-26.753252276806887,-47.266159500413345,E,-191.02360000915215,80.88573206289207,C,0
Mental,-128.24105378111452,-200.76443213317452,-16.498372466804202,101.0358490735592,-79.17433089551562,120.14907622936238,75.65742427985174,E,D,A,5.029309101022539,102.57031061304988,-92.92802209564732,E,-158.50825615824976,2.520160067942625,B,0
No,160.19734636881643,111.61877356598902,72.00328882632479,-47.548287283726864,255.9439929172473,-84.48770941830213,83.90132776542627,B,E,D,43.67196906618958,-19.78512894120189,-74.65369096737722,B,101.1621312093184,-120.61476722746502,E,0
Both,93.55143035390141,74.21673116787748,58.92360573249151,88.01895044291273,-122.43173203280577,-225.83879573901,5.632745862058233,D,C,D,115.26364478803801,-91.84542935163135,-86.3754581954606,A,-14.111107949005902,45.00522348628706,D,1
None,65.30815732903348,-80.69679205437268,-166.81748964348316,188.29142014674647,-115.4752514334174,97.10104385401156,-134.56863653339337,C,D,B,33.3376399591636,-118.7076292933273,-78.22146392878643,B,-10.491114086992809,4.385475102947391,C,1
