Veteran,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
No,26-35,-48.132209795819904,A,D,196.55248971019608,7.958650459234046,C,1
Yes,65+,9.611059650537099,D,A,44.92727977591021,-126.02598551399487,A,1
Non-Veteran,26-35,-148.38791217250414,D,C,-31.217281316550547,136.47102452066179,B,0
Non-Veteran,51-65,22.443676569961944,E,C,-1.310658021138552,-62.44098601254141,A,0
Veteran,65+,-9.625157158401047,D,E,44.76637414115334,40.1324522339054,B,0
No,18-25,-40.00409663985641,E,C,31.018706519555785,10.4481462527071,A,0
Yes,65+,95.32760377385357,E,C,-22.614048956755724,-38.684940020830524,A,1
Non-Veteran,36-50,-225.99398317156306,D,B,-15.144172412063767,60.30883368721618,B,0
Non-Veteran,36-50,-91.90611757927589,D,D,111.03908542360963,126.36817617973821,A,1
Yes,18-25,-61.9613100431546,B,C,-63.316959236975414,-47.51502147508296,E,1
Non-Veteran,36-50,94.34490022606417,C,B,74.33462546220669,-185.5482919041569,E,1
Non-Veteran,51-65,-32.22335723489741,A,A,42.58677309821211,-96.49130536918763,B,0
Yes,26-35,194.1074381001008,B,A,1.2487349291460847,-66.84603731579301,D,1
Veteran,18-25,-131.92075097223855,A,E,-7.730557073586297,-105.33155679522856,E,1
No,36-50,-31.256606592137935,B,C,-3.839592897934225,-53.53333712201156,D,0
Yes,36-50,-89.91787037237826,E,B,-94.07936142415471,31.925543342866945,C,1
Non-Veteran,65+,-96.02075619225707,E,C,114.87153578547395,234.51894617618905,B,0
No,36-50,-8.0192322246143,A,C,89.82021237805067,-159.52671646524325,C,1
Non-Veteran,18-25,-36.65373060026541,D,E,141.16773425216678,-72.68261504231698,E,0
Veteran,65+,-28.292137631648608,D,E,24.27651936469236,101.5206883731214,C,0
Non-Veteran,18-25,-90.52100723729032,E,B,53.484490413066496,-34.878342901647166,C,1
Yes,18-25,20.855242173211817,E,A,81.3006293869975,13.963496326117502,E,1
No,26-35,57.95840345741369,E,E,-123.4167742775187,60.07707052745344,B,1
Yes,26-35,3.544057006262644,C,C,11.055590602508692,-41.395939949449065,E,1
Yes,18-25,40.61924580993857,D,B,-28.100279543851315,28.97669099720237,C,1
Non-Veteran,18-25,-93.92341183126585,D,D,14.740213950376729,92.11202502244913,D,1
Non-Veteran,26-35,68.72682819482814,A,A,109.49593741019532,-26.72817972352727,C,1
Non-Veteran,51-65,13.91975402562644,E,E,14.795102414182262,-14.373990707719486,A,0
Yes,65+,-3.210707881998206,D,A,34.569666542966196,-2.2930855204379044,E,1
Yes,36-50,7.804156385881155,E,C,186.09317343001675,-85.0553957394052,A,0
Yes,18-25,47.790048607267536,A,C,-83.37480603574076,-25.702012727391544,D,0
Yes,18-25,170.33336432032368,B,D,48.563460550947276,102.53526144314739,D,1
Veteran,36-50,128.14270608214088,B,A,-22.12902596364947,107.88468677501099,B,0
Non-Veteran,51-65,102.09995241774136,D,E,-113.51598357391933,-36.66224018722822,A,0
Yes,36-50,81.20845001881692,B,D,101.11254774831554,-9.239763098859347,B,1
Non-Veteran,65+,-43.08171892699822,A,B,-10.940578032232288,-107.2639351491883,B,1
No,65+,7.060294435168571,B,B,-153.08604509852367,-54.116696184293886,C,1
Non-Veteran,26-35,-66.16226888101879,B,E,-48.742561703059486,-23.981578223175635,C,1
No,51-65,-128.06411648788048,B,E,-123.80979065672189,-68.29279816398109,A,1
Yes,36-50,101.54729428177487,A,B,182.84761195212118,-192.12419106643486,E,0
Veteran,36-50,30.959289623631157,C,E,-101.94480200201804,-10.513879093006254,A,1
Veteran,65+,-134.03967207494827,E,D,138.41796348061922,-50.225567959538175,E,0
No,18-25,91.7717009678005,A,D,-64.708294675454,57.875360523517095,E,0
Non-Veteran,36-50,22.284818642207714,A,E,133.42545894725953,112.66816820200371,D,0
No,18-25,-14.330619327144783,C,E,-54.48867662704471,-4.563141710881357,D,0
Veteran,18-25,-151.743183949882,B,E,-32.95882489070514,-47.384833424891205,B,1
No,36-50,-152.97822367546894,E,A,117.58882342268802,-130.81433182000103,C,0
No,18-25,59.4872330249439,A,B,27.00466768517915,-51.06873349686482,E,0
Veteran,51-65,184.5075694249323,D,E,65.83125378050205,-189.9900158323872,D,0
No,65+,-9.803107044020118,E,E,51.52084326516672,-62.49929840858621,A,0
No,36-50,-70.86537076689254,B,B,-189.8957037009243,-16.283960416638298,A,0
Veteran,51-65,42.02857631279196,E,A,11.088985869715227,-7.874006622887922,C,1
Non-Veteran,36-50,12.179293120952707,B,D,-19.60906100009932,-0.4035390563068595,E,1
Yes,18-25,103.96917385060766,D,D,-67.16586317109704,-33.78942103005315,D,0
Veteran,36-50,69.51078970808,A,A,11.778673150155068,34.180670431960294,B,1
No,26-35,-30.36199081230314,C,C,-6.48865712483482,34.93040119507857,B,0
Veteran,18-25,-113.52951737892434,E,E,-15.0663776682149,-14.100878307064713,E,0
No,18-25,-26.353641195803846,A,E,76.22362683061903,-12.360695827940614,A,0
Non-Veteran,18-25,114.07721733410303,E,D,146.680357855397,-11.169035871574224,B,1
Yes,51-65,153.3939089644781,B,C,-14.413435156664937,-42.036598959459596,E,0
Non-Veteran,36-50,113.03677644088508,D,A,-36.71516663987587,18.391245836845613,B,0
Non-Veteran,26-35,-33.01301058407723,B,B,52.40836436606804,166.71345478837526,E,0
Veteran,65+,155.3699214070586,C,C,-22.227491849639986,-41.739656620063556,A,1
No,26-35,176.10781330707576,B,E,74.85896079232066,-170.3776974814293,A,1
Veteran,18-25,16.755378163280955,D,E,83.74872930396762,-80.85612311714789,D,0
Veteran,26-35,75.23099288062834,A,A,25.59510939049962,-67.08653881366098,A,1
Non-Veteran,18-25,-23.331503880605833,D,D,-53.06324075752056,123.86667907853351,A,1
Non-Veteran,65+,-27.27892351072228,E,E,76.86938843194035,12.18449269000761,E,0
No,26-35,-152.09486709253812,A,C,-30.78791378443218,-89.29867091948117,B,0
Non-Veteran,18-25,-39.04837365196361,E,E,-133.318177923755,-77.34290016269196,B,0
No,65+,-101.98599553287309,B,E,-44.863196184562085,-11.62043410415916,C,0
Yes,18-25,-41.700292078259324,E,E,-108.74405207012157,176.06927423828708,A,0
Veteran,65+,-250.26956409134945,C,A,16.737570362460914,58.17092088315091,D,0
No,65+,79.57443671472635,C,C,77.28026678359842,10.571379990913302,C,1
No,18-25,94.94518902027882,B,C,73.42977970405396,-35.59417661114202,C,0
No,26-35,-42.73732591082022,D,B,-34.83384156094441,-289.57645121855137,A,1
Non-Veteran,51-65,-30.34598106838929,E,B,-205.69637127695083,12.43374534001882,B,1
Yes,36-50,-123.96275688628874,C,B,92.48148322193121,110.77181202625749,C,0
Non-Veteran,51-65,200.93258691813344,A,B,-65.0402230456839,90.63409479670491,A,1
Veteran,26-35,7.800420712886694,A,C,-110.9351061606255,-133.78858764038085,A,1
Yes,51-65,-218.56546768156963,A,D,-13.789562891466273,177.6338585419096,B,1
Yes,51-65,-67.82641750819754,C,E,-104.60770082960657,-95.69295834028432,C,0
Veteran,65+,221.28492101046473,A,E,-32.29673415561833,152.6985845687584,D,0
Non-Veteran,36-50,121.32382303182648,D,B,29.298843569786232,-97.71230555882602,A,1
Veteran,65+,-148.53945650762734,E,C,15.364933689037816,-22.680485502475907,A,0
Yes,18-25,89.32120599347671,E,B,189.79184491111215,83.97789115374809,B,0
Non-Veteran,18-25,-79.51176267974479,B,D,-12.604110247466158,13.482436343553742,A,0
Veteran,65+,-23.410511883623673,E,A,213.73865480238558,23.06707896092303,E,1
Veteran,65+,30.753440617769044,D,E,8.22182253541839,-109.85984314830068,B,0
Non-Veteran,36-50,-59.54278904657959,D,B,125.71773423246768,-137.00029874837077,D,0
Yes,36-50,84.11812638092584,B,D,-49.545995689452916,102.6769001652728,A,1
Yes,65+,-108.83515294467631,C,C,-87.6876634133608,-27.507563342594622,D,1
Veteran,36-50,4.3995796994891565,C,B,148.85402934992965,-60.13972223022317,E,0
Veteran,18-25,-112.9358928119614,D,D,-222.92750261004196,46.94724617456937,A,0
Veteran,65+,-25.159250299731177,D,E,-1.7474965257361672,-323.1227940114005,B,1
Veteran,26-35,-77.06749233235426,C,E,52.063269230264694,64.30964711776312,D,1
No,18-25,-36.80909468699906,C,A,158.11799829221448,94.30182439553928,D,0
Veteran,51-65,109.3253178811668,B,C,19.301373443860253,-16.295156419747904,D,0
Non-Veteran,36-50,88.16239166933998,B,B,37.056816500363944,-116.48671443477478,E,1
No,51-65,-161.3800615184678,E,C,273.7614000347429,39.39531934861418,D,0
Veteran,18-25,110.08681272631142,B,C,131.30383451335686,53.98374282638595,E,0
Veteran,36-50,-35.12821106710511,A,B,39.35003413688646,82.81140916523451,B,0
Non-Veteran,18-25,50.9795616769371,E,E,-16.568770031807738,-54.97386854595169,D,0
No,51-65,-54.39954143786956,E,D,168.91223812136752,-85.92743799529738,B,1
No,36-50,-46.5975862918835,B,D,45.271497107038336,-50.22054406239008,C,0
Veteran,65+,20.041084710340314,C,B,124.58099015496829,-64.53897143178615,C,1
No,51-65,31.586218926311616,C,B,159.09052714395963,32.12611837230336,E,1
No,26-35,119.28185532332067,D,C,-78.22122589711078,-29.161020614733086,D,0
Non-Veteran,65+,178.35807280327145,A,C,96.34315309762046,79.36682623822875,A,1
No,36-50,-90.02159719176957,B,D,100.24597751500875,-103.12083268873793,A,0
Non-Veteran,26-35,-41.14665944903512,A,B,-97.78936089052355,23.340891167399107,E,0
Non-Veteran,51-65,102.53870227583677,D,E,-59.90978565220875,65.47789216525331,D,0
Veteran,51-65,-34.27482623888469,D,B,-126.93059895989751,32.142837058704984,D,1
Veteran,18-25,52.302609255577984,B,C,18.461119769060545,-50.247744940059306,B,1
No,18-25,-128.64581809222258,B,C,-66.10453994854748,-182.15680677132642,A,1
Yes,18-25,-71.61255208365843,C,D,-16.143161350325485,-80.35656013977574,D,0
Non-Veteran,51-65,-6.2940534727584385,C,B,-135.49677167748007,17.32043954823062,B,1
Yes,65+,-75.79243604695735,C,C,22.657256872319003,-170.98014629386407,A,1
No,18-25,-43.20738261649356,A,B,-74.18868817828957,-170.01033666359976,C,0
Non-Veteran,18-25,265.51165456500416,A,D,-16.11429276899851,24.102294046503108,E,1
Yes,36-50,25.574169981322765,C,C,-116.3469281846032,85.24078769622685,B,0
No,36-50,179.45526029261492,B,D,123.15783475382729,-59.062767371411184,E,0
Veteran,36-50,108.70595170529928,E,B,-74.83286860605811,66.72746008092925,D,1
Veteran,65+,-58.19723228295256,D,C,122.6511107717138,-39.42111846298113,C,0
Veteran,26-35,-72.21314941967569,D,B,46.03863395687951,-182.69856968696638,E,1
Veteran,65+,135.79565033851404,D,A,57.153750892231045,30.997502035418854,A,1
No,65+,32.86285695940393,C,C,-6.877201184138422,-55.6868636269654,A,1
Non-Veteran,51-65,12.053470349329205,A,C,9.323324741288094,119.96668993317954,C,1
No,26-35,-142.85927726981626,E,D,246.20181679913728,0.46078086649610234,E,1
Veteran,18-25,-66.66621264484249,C,B,23.000235417459972,-27.783728405057108,A,0
Non-Veteran,18-25,156.23339921796182,B,B,-201.9903612267847,36.46987727100722,C,0
Veteran,51-65,55.45106812563502,D,C,-60.40966285752148,157.86351041906158,B,0
Non-Veteran,18-25,36.65323593425084,C,B,98.66388303927826,12.167662133498911,C,0
Veteran,65+,119.59916019904644,C,E,24.122802298998806,-132.5844002141648,A,1
Non-Veteran,26-35,15.14623353978519,C,C,-146.94026131131247,68.59003059627393,E,1
No,36-50,-56.067119758740134,D,E,-5.404078061847963,170.03959307323223,D,1
No,65+,28.701922527771018,E,D,232.48890979544242,9.181040573803928,C,1
Yes,18-25,82.84553422342286,C,A,38.0897808409694,177.8376538489808,D,1
Veteran,18-25,-84.61859614897006,C,C,-165.66724654049082,-194.0347747645526,B,0
Veteran,36-50,-106.92083730491318,D,C,129.70375560185016,-22.354464886340192,B,0
Yes,36-50,-130.55038355288372,A,E,-146.67209072664124,-27.243342115947762,E,1
No,18-25,87.30365905241683,C,A,162.17470748871722,8.6995725069527,B,0
No,26-35,-56.727412756808945,C,C,33.361995756860836,68.79772125275773,A,0
No,51-65,-98.06761027296794,B,B,-18.342796401808144,-174.89011679795203,B,1
Veteran,18-25,152.84082291742683,E,B,3.4898809869444247,67.92454576511807,C,1
Veteran,65+,92.57740118129185,D,A,-102.27780540342484,-47.31211791427427,A,0
Non-Veteran,18-25,-33.63561419229465,C,B,48.81610547423196,34.85832276834319,D,0
No,26-35,97.95953507505529,D,A,-74.15791560365237,102.79699438584566,B,1
Veteran,26-35,35.174485191151476,C,D,-34.83600163243919,105.81317651944579,B,0
Non-Veteran,65+,97.84588749259521,B,D,161.19199478042685,8.158955804346649,C,1
Yes,26-35,-5.5857573470786015,B,C,82.0011780182652,175.08330681387588,D,0
Yes,51-65,47.39779293268706,E,E,-85.3186387858524,23.474813543232273,E,0
Non-Veteran,36-50,-39.835063479216764,D,A,174.35586503451748,-22.21158587316924,E,0
Non-Veteran,26-35,-2.045888707379134,B,E,171.42935526272444,10.825726135330905,C,1
Yes,18-25,85.33399716052736,E,A,-9.968148540097301,-98.92808732044608,E,0
Non-Veteran,18-25,-37.069690265621055,E,A,-199.0936327855004,-118.97220941335023,C,0
No,51-65,-155.95345175007628,A,B,91.40831833663078,76.91197631171156,B,1
Yes,18-25,49.89246977485948,D,A,25.87835943800865,-28.471867765212817,E,1
No,18-25,-83.51133989674324,B,C,162.8757476844011,103.84704171058085,A,0
No,51-65,188.28167441188884,A,C,-7.441480745084039,127.08361839585403,D,0
No,51-65,-73.27021592921423,E,A,126.29356200316056,75.93827397149043,A,0
No,65+,-59.21413843383767,E,C,138.076010109516,11.219733624693514,A,1
Yes,51-65,126.15296242561857,D,E,-54.17143779260083,89.18422864974816,E,0
Yes,18-25,-43.92775838100247,C,D,-153.29514994593956,116.33403749152768,B,1
Yes,51-65,35.51763666070076,B,A,-276.3979694104059,72.8428134772139,E,0
Non-Veteran,65+,37.29688604272381,E,B,140.50278381694287,-53.82249439269058,B,1
Yes,36-50,-57.54763320548544,A,B,-80.06246417325197,7.77039448450671,B,1
Veteran,36-50,10.261287294933997,B,A,72.79733755611439,19.64123621528038,A,0
Veteran,18-25,-191.66338345689894,D,D,94.49769588571513,-67.36512406649628,B,0
Yes,36-50,58.672375548367484,B,A,25.644398435318156,127.0868267154732,E,0
Veteran,36-50,-3.2176725100699985,D,E,9.990076265376105,-51.744653695820055,E,0
Yes,36-50,-67.62522693621517,D,C,160.70602846398586,-26.580220025927044,E,1
Veteran,18-25,-121.71284542206612,B,B,-82.10921179335287,9.876238827120144,C,1
No,26-35,154.96448265527215,A,A,-59.446833744313246,14.365690091633532,C,0
Non-Veteran,65+,74.939732384462,D,A,-66.3202528079197,281.5520778018056,A,1
Yes,36-50,67.43369209548105,D,C,63.577053586498735,-13.762728818177317,B,1
Veteran,51-65,-36.34337136596544,A,B,-141.68029477459808,-103.46092713547084,A,1
No,26-35,-120.17659756782241,A,A,87.77298643078628,-22.940419597548072,B,0
No,26-35,39.274225174937136,E,E,-91.3822629110776,-80.06155191465658,D,0
Veteran,36-50,-137.06202967045803,D,E,-64.92486689336052,-147.5863274123721,C,1
Veteran,65+,-9.584270733439658,E,A,-80.53907665246244,54.76096550288497,C,0
Non-Veteran,26-35,-129.73616916669798,A,B,-15.732494138465658,74.4858431286773,E,1
Veteran,26-35,-0.5173171630686895,B,E,-8.914301147318051,62.41092427009348,A,0
No,18-25,125.02655271286247,E,A,-57.8693911136423,-27.165222501020143,B,1
Non-Veteran,36-50,-67.95251225492736,D,D,6.423426012076143,164.78458544598985,B,0
Non-Veteran,26-35,130.5607338032154,C,A,177.04917484645713,-42.63341219893979,C,0
No,51-65,6.623803632970669,E,D,12.477650116976662,-56.045690618310765,E,0
No,18-25,-3.5972610043115116,E,D,-187.55641660081636,32.15109436550982,C,0
Non-Veteran,65+,-53.37368638941701,E,C,67.99378918447509,-68.25817231615643,E,0
Veteran,36-50,-140.81569541736235,D,E,-271.6715498296074,83.63647906296163,C,0
Veteran,36-50,-140.00650602914493,D,B,90.91405957687125,89.3105290935366,C,0
No,18-25,66.81736967402941,D,A,78.45953883845816,-167.926521973632,D,1
Veteran,26-35,-111.74484992699514,C,D,-155.7502627624026,12.57006727048168,A,1
Yes,51-65,185.8366398240797,E,E,12.396903634895953,-135.32987722731588,E,1
Yes,65+,-44.97911778321574,B,E,75.07283998017395,-61.186358169871866,B,1
Non-Veteran,26-35,132.2712710807349,C,E,73.5983044524039,-33.03178771270937,C,1
Veteran,65+,187.40892345558703,E,D,219.17019210529264,-9.010293034340302,C,1
Non-Veteran,51-65,136.81995920863062,A,D,-54.89527619612203,33.72769307459937,A,1
Yes,51-65,-19.72421501122888,A,B,238.6686476884214,-108.00457183996477,B,0
Veteran,51-65,21.04332118397221,B,A,65.31503843793276,19.892756467462213,B,0
Non-Veteran,26-35,2.930851371305239,D,E,78.48609457865098,-5.6768018014455714,E,0
No,26-35,102.10402246133117,E,C,37.56240736640696,37.59108937788774,D,1
Yes,18-25,-161.6126757700454,A,D,-25.17881589694798,108.1373367765434,D,1
Veteran,26-35,-25.597817456842137,A,E,260.1512238644228,121.22966309044168,A,1
No,18-25,114.0910456635132,B,C,48.88647052571652,80.19262671048668,D,1
No,18-25,-14.845654462009414,D,A,-90.64387574235577,235.60121455963423,D,1
Yes,18-25,52.93117333649094,C,E,-93.58010876036356,-86.37317197362869,B,0
Veteran,36-50,47.51958348134582,E,E,168.1460703722866,-22.388004106994885,D,0
Non-Veteran,18-25,17.862663469777388,C,B,-6.802883236063852,-78.16741554516167,D,0
Yes,26-35,0.5739644988630229,E,D,32.7292775315422,-2.736821937418293,B,1
Yes,51-65,41.85931953266922,E,B,189.94973877447453,117.35334366449193,A,0
Yes,18-25,81.91110298501563,A,D,84.1259792567778,-143.20327643792012,C,1
Non-Veteran,26-35,-214.73699893066183,C,A,33.892482690411626,98.27839087615058,E,0
Non-Veteran,18-25,10.871596945858114,D,B,56.04441275902532,-19.23389710071145,A,1
Yes,18-25,-148.96390865244314,D,B,212.8074699997239,-44.30155748980915,E,1
No,18-25,-7.425274420303281,E,A,125.73842095909764,-42.63743174160477,D,0
Yes,51-65,-89.41777961419591,D,D,93.06197812669207,190.68432183919109,B,1
Yes,18-25,-17.910909814941196,B,D,-17.487367886011324,130.73727865072408,E,1
Non-Veteran,18-25,-30.595890293065704,C,A,-41.32027635197432,-37.53051053278196,E,1
Veteran,51-65,-96.70764183464684,A,B,4.238148622257791,71.10388320406372,A,0
Non-Veteran,65+,-3.135101038215835,B,B,-167.3435620832085,-33.88020411712129,A,0
Yes,51-65,142.83119849569073,A,A,-47.970544691332215,37.31198678405202,B,0
Yes,65+,115.43685426202983,B,B,-15.459210445949745,-125.4221700460141,D,0
Yes,26-35,-7.700935314211174,E,B,-101.88093169959012,11.847475586933893,D,1
Veteran,65+,-33.35122335101301,D,A,50.05406317157577,-24.69672428306722,D,0
Yes,65+,-6.900860531942018,A,B,66.56751139138937,-7.865499749635302,C,1
Non-Veteran,51-65,-95.43937926433158,A,C,-165.85562948503986,-16.656085398503457,D,0
No,51-65,-9.230187681481162,E,B,45.18363100485713,-22.6374070561227,D,1
Non-Veteran,36-50,-176.68406816306265,E,C,99.40544067014751,-81.72118481307884,C,1
Non-Veteran,26-35,-21.54927219904885,D,C,-50.74967523048441,43.202287678744845,B,0
No,65+,164.51373200890822,B,B,-37.35922297838774,-100.19993366131492,C,0
Non-Veteran,26-35,124.4962923222846,D,B,85.47091021354308,-39.10531351633064,B,0
No,26-35,-0.09721131077713943,E,A,60.84674762129829,-26.17983167245409,E,0
No,51-65,-128.1687602754033,C,C,-228.38307640713165,136.6065133537869,C,1
No,36-50,-19.219923364125297,D,D,69.3544725811142,30.698836556615223,D,1
Veteran,51-65,197.23169910642525,C,C,112.11426678044386,-163.45849453801026,C,1
Veteran,51-65,90.30571571312234,B,E,-44.223569215830835,-6.933495404214766,A,1
No,51-65,8.971234238230103,D,A,-144.99491454422972,-174.0397820082232,D,1
Veteran,26-35,-38.666847623315796,B,C,112.12267996059289,9.58347577506213,A,1
Veteran,36-50,-45.23341665920507,C,E,108.43871570780068,3.999590908747608,B,1
Veteran,18-25,13.595152182049402,D,B,-135.26623392161187,-7.736113958554501,B,0
Non-Veteran,18-25,240.16738558024193,B,C,-63.47486545898522,-32.95470711105576,C,0
Veteran,18-25,-127.94475347091078,A,C,-23.3275903962829,-63.98568921094292,A,0
Yes,36-50,2.236667712336236,C,A,-165.08763228302783,83.81210470915588,A,0
Non-Veteran,26-35,-44.19217185832743,C,C,-20.01106251055111,39.96575495934266,B,1
Yes,65+,-27.265402453466137,B,B,-47.00880453271382,20.588604340343842,A,1
Non-Veteran,26-35,91.80463636582171,D,A,-101.56373008431108,-154.06991765938315,B,1
Non-Veteran,26-35,-138.5679285762395,C,C,60.1141990202865,24.506342275298536,D,0
No,51-65,116.22779808719169,D,C,-56.66368619838485,-31.006192272942705,D,1
No,65+,35.143583133644626,D,C,-111.48312479352296,9.030048492984594,A,0
Yes,18-25,-122.70109283626067,B,E,-51.59995848973029,-117.4240949065193,A,1
Non-Veteran,18-25,-32.82913325724965,C,E,71.44830556591565,17.84431039132574,C,0
Veteran,26-35,-85.16970159518735,B,D,122.20830354301029,29.667730778289496,D,1
No,26-35,133.4799993408654,D,B,50.32495889508743,-36.14028510938729,D,0
No,26-35,92.14005569770343,A,D,-163.28974645897836,99.12766033041382,B,1
Non-Veteran,36-50,-128.3204653795147,D,E,27.32822194315653,-8.437753110096995,C,1
Yes,18-25,-155.6512884346051,A,E,85.5027304677353,11.018431916247055,E,1
Yes,18-25,-35.48997073757825,C,C,189.95580243022297,29.12442540203088,D,0
Veteran,18-25,-5.168102059632916,A,E,-189.26498834419934,38.599569684620505,E,0
Veteran,36-50,58.849664365402155,D,C,-35.10693319272015,-73.64912805166303,C,1
Veteran,51-65,-55.44605392678702,C,A,78.14914199223159,-31.295779447523902,D,1
Veteran,26-35,15.205455880098363,A,A,-112.971082953107,-124.45688413333582,E,1
Yes,18-25,130.7172515207619,E,A,-55.58082993313826,11.641846655290854,B,1
No,18-25,25.087595994364513,D,D,194.35223900723625,-1.2434943926823558,A,1
Veteran,18-25,38.99861035154399,B,D,-225.73264591475345,28.040518300894146,B,1
Yes,18-25,19.153582294772672,B,D,10.935008453414998,-187.08847802633218,D,0
Veteran,26-35,-45.49927490021295,D,B,-105.19095391099746,-111.65386280115817,B,1
Yes,36-50,-10.60588758350419,D,D,-70.50559650695374,-207.7311176403547,A,1
Veteran,65+,6.323213397114635,C,C,-124.60151296083721,-8.295088065936856,B,1
Veteran,36-50,-19.142682416186997,B,A,-6.152649998659601,-14.644659684194258,D,1
Veteran,26-35,-14.63726061582293,A,E,-1.455463973180886,116.19783362795397,D,0
Veteran,65+,13.79326231929377,E,B,-115.42900388819261,20.0937234230723,D,1
Non-Veteran,18-25,-72.08182252388453,A,C,31.20798147333615,-52.933729096497885,D,0
No,18-25,-13.715613433064636,C,D,90.30162885205493,-214.5612236219199,C,0
Veteran,65+,86.32800598415292,D,D,-122.97010930995285,108.1845793914586,C,0
No,65+,-95.00985432494853,A,D,9.97706496185467,-40.8462728166056,D,1
Yes,36-50,26.327226536042254,B,C,41.30293164459987,73.54599713116167,A,1
Yes,51-65,-24.95023955347223,D,A,71.84093772774081,-236.34657965049098,C,1
No,36-50,-96.98822645117208,B,D,93.32526752316252,23.998037861347342,D,1
Non-Veteran,51-65,19.534897744701897,C,E,130.78284689579735,-110.70013558408635,D,0
No,18-25,-64.15169554561685,A,B,66.30566203296554,-76.52495706381487,D,0
No,36-50,51.1669085006746,E,B,-71.72495866019027,133.35554138661857,E,1
No,18-25,33.03384131817964,E,E,17.085825292741212,-122.07876162527806,E,0
Yes,36-50,215.43118319355023,E,E,-85.75339299900394,17.633029367169055,A,1
No,65+,-113.89238803404345,B,D,204.52348984340443,-17.83455052364392,D,0
Non-Veteran,51-65,-3.950491553365718,D,E,-83.26114553538042,-72.06664471780002,B,0
No,18-25,0.21371488445798156,B,D,-32.37581229978621,-59.12617862084883,E,0
Veteran,26-35,-99.9932398385929,B,E,18.19884742103094,112.2833839418499,D,1
No,26-35,-93.66820770606974,E,C,-41.16098447853599,125.39495425869762,B,1
Non-Veteran,18-25,-141.25668666292924,D,C,-44.88735934226532,-40.769562200502556,C,1
Non-Veteran,18-25,21.8204937454678,D,D,-125.65407528741959,110.36913564123809,B,0
Non-Veteran,36-50,133.8541365724244,A,E,-44.34444407013141,39.03922298951367,A,1
Non-Veteran,51-65,31.38920405032881,A,C,15.296296778299837,-137.03265983769683,E,0
No,36-50,-48.826829967390104,D,A,-112.62052830537839,66.56202477011558,E,0
Veteran,51-65,133.4950307898628,A,C,-12.142405280390808,49.21561805121655,B,1
Non-Veteran,65+,-61.91504971350971,A,B,80.83114388475872,-32.75928654707731,A,1
Non-Veteran,26-35,14.166119385138346,D,A,-19.123453246721457,-17.82668223479975,A,1
Veteran,18-25,-7.004945716751755,E,B,34.24970341978833,-46.60716231301694,C,0
Veteran,18-25,-78.55064298640335,E,B,31.72263826343537,-12.731992972186678,E,0
No,36-50,22.395430148719772,B,D,71.51879909598424,-18.131377122290726,B,1
Non-Veteran,65+,11.58287824321983,D,D,174.49177165007413,112.88907296479415,A,0
No,18-25,101.19926053663191,E,B,-218.44739145866518,-48.62790120717575,D,0
Yes,18-25,32.36174220073222,A,D,46.07033665474424,54.94727670306131,D,0
Yes,51-65,-76.98655387675204,A,D,-14.941219437891176,-79.8649040635935,A,0
No,36-50,131.42620766780286,D,E,-34.69628406465552,115.1828398396702,E,0
Veteran,36-50,-56.35825479328622,D,C,-9.298344377974281,-58.02881695009484,B,0
Non-Veteran,36-50,-150.10253480589523,D,D,144.98396520223025,-89.61693570878123,B,1
Non-Veteran,65+,-73.23609369110994,D,D,-6.886678296659171,58.10911952227282,E,1
Veteran,26-35,-130.728023500907,E,C,14.594913555363535,89.24264408933308,D,0
Non-Veteran,36-50,-50.95382808030341,C,B,12.87491097839784,-39.09649313057572,D,1
No,36-50,-33.299666933269464,A,C,16.81305017014761,58.638675155457435,B,1
Yes,18-25,-140.24232694431728,E,E,126.14419037621761,71.12130645297444,B,0
Non-Veteran,18-25,83.24526960947517,C,D,-25.88390708597825,29.625171122648965,B,1
Veteran,36-50,-124.0137449943856,E,D,-72.17258985599153,149.990237437018,D,0
No,18-25,0.692769033264425,B,C,-8.83136726326482,-82.40880110291478,D,0
No,26-35,8.93301727943379,A,D,52.92017146158293,-44.31972157083166,E,1
Non-Veteran,26-35,112.89886100266186,B,E,171.30761202066978,6.012459330572328,A,1
Yes,26-35,-170.01419909015758,C,E,42.3030993871306,-201.0137928144205,C,0
No,36-50,-105.07871662425178,C,B,-6.936306101033937,11.234642741067425,C,0
Yes,26-35,-210.71002048512133,C,D,79.15438060033193,137.82172647696171,B,1
No,65+,14.831411760393765,B,C,-151.6620559929811,-35.1020607751675,E,0
Yes,36-50,-231.09798735126827,A,E,112.46860619672925,27.80640524902661,A,0
No,36-50,13.85164089486532,C,E,77.37664701374341,3.420302661160372,E,1
Non-Veteran,26-35,73.87582593531359,C,B,-141.63358726242544,-100.33650409964801,D,0
Non-Veteran,18-25,-62.79669242820768,A,A,117.14442221352093,98.07041035551201,C,1
Yes,26-35,65.2478725430601,B,D,-2.9836267799524983,-91.62823235525853,D,0
Non-Veteran,65+,-35.78755764831007,B,B,-36.31726488012284,6.9921036244249155,B,0
No,65+,-119.43892403228075,D,D,-200.1769256570383,-105.48519531275203,A,0
No,18-25,129.13451186679916,A,C,21.590346301307605,-15.818443900937377,E,1
Non-Veteran,18-25,-102.77804732445712,A,D,90.99847722254007,-33.247507951912915,C,0
No,18-25,-8.276936880830704,C,C,17.15485507599176,-158.82196900428488,A,0
