disability,faith,Race,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
None,Muslim,Other,UK,-188.62162323494243,E,C,46.775115015020596,D,-2.64511813667984,E,0
Mental,Muslim,Other,Mexico,-0.6898325341440745,C,C,111.50320852560687,C,3.5843737560746556,E,1
Mental,Hindu,Black,US,44.51951107460816,C,C,30.274607305192536,D,38.661674948358495,C,1
No,Buddhist,White,Mexico,30.168562968891166,B,B,-98.18398947366748,A,-113.62211730116447,B,0
None,Buddhist,African American,Mexico,72.75926485518342,D,C,-38.56196157801578,A,-55.10471121883297,C,0
None,Hindu,White,Mexico,20.034682774773348,A,D,199.77844496685367,A,165.52153498090735,D,1
No,Muslim,Hispanic,China,-29.45712244425218,E,D,23.70741410764238,A,-162.35224829850267,B,1
Yes,Buddhist,White,Mexico,31.974729871950974,C,B,-2.8896560962281157,E,-119.66653561971525,A,0
Mental,Muslim,African American,Mexico,42.15102859443465,A,E,-68.75748318806718,B,-40.89265586082168,B,1
Mental,None,Other,China,77.74077316800255,C,B,-81.10566524488732,C,-59.44713207403806,C,0
No,Buddhist,Asian,Brazil,86.76188537864547,A,E,-186.07930405084863,A,86.80729577898931,D,1
Yes,Jewish,Hispanic,US,-10.20721832551418,E,B,-137.49688337661544,E,-148.8321491688667,D,0
No,Muslim,Hispanic,US,27.060650476109373,C,E,72.52250513622394,C,94.31403691636564,E,1
None,Buddhist,Asian,Germany,1.263559227045982,B,A,9.638107101587739,C,-126.83104207773144,B,1
Both,None,Asian,UK,31.153946615778267,B,A,-68.2935017099392,C,-55.30478613027358,E,0
None,Hindu,Black,Other,-167.27457370712176,D,A,-133.9871723263903,C,-53.99530211891312,A,0
Mental,Buddhist,African American,UK,38.56535813373965,D,A,48.13234488563336,B,111.47810876803639,E,0
Yes,Christian,Other,India,-124.93443955485277,B,A,-121.14656851194579,E,136.95776369219445,C,1
None,Other,White,UK,-5.325053130894799,B,C,-2.985204593877362,D,-189.19236745611843,A,1
Physical,Christian,Black,Mexico,133.0664923231238,C,C,-28.508131230775042,C,103.71965826948339,B,1
None,None,Black,India,-22.57571893721593,D,E,-77.92711443518454,C,-136.66220274232012,E,0
None,Buddhist,Hispanic,India,149.04868123988643,A,E,59.15322917918836,B,-29.20954184945332,B,1
No,Other,Other,Germany,-90.38953829301818,C,D,-93.30568810015298,A,-41.31936903942919,D,1
Physical,Buddhist,African American,Germany,10.954778344823811,A,D,-42.562474908835675,C,99.09212540859292,C,1
Physical,Muslim,White,US,150.1333593681383,E,A,80.93716956443845,B,-171.90551674628085,A,0
No,None,Asian,India,-21.31945944542008,A,B,-136.07113278586067,B,85.25769493645024,D,1
Both,Hindu,African American,Mexico,-58.835506667778134,B,C,27.191831938830806,D,-62.34937938093961,A,0
Physical,Buddhist,Other,US,4.775355537146471,C,B,-75.52226982118154,A,93.78993171211543,A,0
No,Other,Asian,US,49.533693103870206,B,B,171.6337033068784,B,-29.576283659545933,A,0
None,Jewish,Black,China,35.34987499741419,B,A,-45.81770278911896,A,91.70490382452414,D,1
None,None,African American,Mexico,-77.3974583690013,E,D,138.35146487726414,E,-166.56366690349478,B,0
No,Other,White,India,-10.396704428943023,B,A,-92.0975439565661,B,58.625026767273845,D,0
No,Christian,White,India,147.34597354936366,E,E,50.70005926278394,D,39.094977290850125,C,0
Physical,Hindu,African American,UK,-55.51136416992054,A,C,-88.72106682589136,C,-32.86127180436046,E,1
None,Christian,Hispanic,Mexico,-39.58825256244683,A,B,-133.96202462473846,C,11.83447740293416,D,0
Mental,Christian,Asian,Brazil,-98.75261086115351,E,D,107.80080932680069,C,69.6744737764331,E,1
Both,Other,Other,Brazil,222.70099133617967,B,C,0.861100398363805,C,63.575171320083214,E,1
Mental,Christian,Asian,India,-69.37646382702904,D,A,-85.12990268462258,C,46.374994899309634,D,0
Both,Christian,Asian,US,23.85446070961431,A,C,-0.9763292509067144,B,94.36392201730501,C,1
No,Jewish,Asian,China,-104.16468233231255,C,E,208.66672606286002,B,26.267301086505924,A,0
Yes,Jewish,Black,Germany,58.25681525882086,A,A,45.9144700178944,B,-43.286754123624235,B,0
Yes,Muslim,Hispanic,Other,60.90083005418418,C,E,-2.9014207981384885,D,5.995679625758197,D,0
Mental,Hindu,Other,India,-56.479756808590395,D,A,90.48253115848686,D,-30.40305963127677,E,0
Physical,Jewish,Black,China,168.20978759830868,B,E,62.941204949017916,E,32.58490246308494,D,1
None,Christian,Black,US,-116.77599778575387,C,A,-50.66448296154271,E,56.83860303550342,C,1
Mental,Jewish,African American,US,123.85502592852815,E,E,-86.26874663892285,A,60.624624535377045,A,0
None,Muslim,African American,US,51.65664354070554,C,C,49.56644893298572,C,67.24541118565635,E,1
None,Buddhist,African American,Germany,125.45518457241411,E,A,91.95572003620262,A,-187.97463169127565,D,0
Yes,Christian,Hispanic,UK,-197.45347144001434,E,E,-141.36763759677143,A,12.237051609816103,D,0
Physical,Christian,Other,US,75.16627164265188,A,D,159.71810810137217,D,-31.959794196670188,A,1
Yes,Jewish,Hispanic,Other,-95.54184109986178,A,D,-74.88123253444849,B,7.885925822596031,C,1
Physical,Other,Black,Brazil,-96.05020343865147,A,E,115.69846539482782,E,47.55347730916261,D,0
No,Muslim,African American,Brazil,85.8762647465757,A,D,37.44448024860142,C,-249.80539669815164,C,1
No,Christian,Asian,India,6.325036604666239,D,C,178.67905545713964,E,-18.849832783807756,D,0
No,Other,Asian,Other,-41.27941008388656,A,E,104.13562352163288,D,-92.35557976270638,A,0
None,Other,Hispanic,Brazil,28.480416553706494,D,D,-3.475359620743918,D,-42.31602121507675,D,0
Mental,Buddhist,African American,Brazil,-15.52953308350687,C,D,64.2159364279425,C,-75.89513987061873,D,0
None,Muslim,Hispanic,Germany,66.189882161837,D,E,162.8756608793735,E,-136.32487085004522,A,1
None,None,Black,Brazil,-45.51481200319905,E,E,-17.833909581002292,E,12.35876076137352,C,1
No,Buddhist,Asian,Mexico,24.070978705489487,B,B,3.339428934241579,E,-157.13700551053358,C,0
Yes,Other,African American,Brazil,-92.44423101287998,E,B,29.452954000877025,D,47.23641949261441,E,0
None,None,African American,Mexico,-32.541513176188325,B,B,22.590602660817982,B,0.3520008190968372,C,1
Yes,Muslim,Asian,Germany,118.44222130573844,E,B,135.28480070261625,E,-54.347998182487444,C,1
Yes,None,Other,US,-95.82696070961822,D,A,45.73217463529947,D,84.19266259428674,C,1
Physical,Other,African American,India,136.68399501638928,C,C,136.3247431784021,C,72.5487175684358,B,0
No,None,Other,Germany,-125.28595072909032,D,A,-39.623358569283226,B,199.33928286281608,C,0
Mental,Muslim,Other,UK,120.17411407434588,A,D,11.682169265977802,C,-120.29504058363909,E,0
Physical,Other,Asian,UK,140.8329385267658,E,E,-71.64326501690952,B,-144.9448218407776,D,1
Mental,Christian,Black,China,-43.30217790727953,E,C,-42.16061329980077,B,-8.978836853500788,B,1
Mental,Christian,Asian,Mexico,-22.88880587677051,D,B,-95.31646097870883,A,-136.10035132597378,A,1
None,Christian,Hispanic,Brazil,-176.57004617862006,E,D,-45.43277259033862,C,-14.289124586234378,E,0
Both,Hindu,Hispanic,UK,-102.83973087633768,E,A,-83.33257665765741,C,227.5506793343525,B,1
No,Christian,Hispanic,India,95.00090340360636,B,B,84.7526010067328,B,41.651508996110884,D,1
Mental,Hindu,African American,Mexico,-138.11218646223,D,E,-25.937902621528035,A,170.65456585174735,D,1
Physical,Jewish,Hispanic,Mexico,84.0929199818843,D,E,55.325080535575374,D,-3.0157376817536363,E,0
Physical,Hindu,White,Germany,35.506514687048174,C,E,-18.28267933214969,C,70.44714636515614,B,1
None,Buddhist,Black,Mexico,-146.74727892879935,D,A,124.48808362607393,B,157.67235226762605,C,1
No,Christian,Hispanic,China,-90.58890943336392,A,A,21.152372228446954,A,45.44402050999643,E,1
Both,Muslim,Other,US,5.035145449745815,A,A,-18.027746638246754,C,-69.67361801897884,D,1
Both,Jewish,White,Mexico,-34.94775969404076,B,B,37.51855259511903,B,-74.71603906769495,E,0
Mental,Other,White,UK,120.72236514291042,B,C,69.62279722185804,D,-83.6664292103847,A,1
Physical,Buddhist,African American,India,55.76277064275178,B,B,50.02205492159116,D,4.6436445514357345,E,1
None,Christian,Other,Germany,41.310223198032425,B,D,-94.65069939054264,D,140.22141337366992,C,1
Both,Muslim,White,UK,-8.387019587694809,B,E,-96.55786939899794,E,-160.74207865104333,A,0
Yes,Hindu,White,Germany,-65.36187112241272,A,B,79.32088036208987,E,-7.10107298625419,D,0
Mental,Christian,Hispanic,Mexico,78.39966223229187,B,C,-120.20119640162935,A,-115.73553109876664,D,0
None,Hindu,Asian,China,65.89002349081684,E,D,-168.5241691905411,D,101.18451128684897,A,0
Yes,Buddhist,White,China,47.676695580891426,C,B,91.39999658397801,D,-4.063628191823491,D,0
Both,Muslim,Other,Mexico,-61.174752235432585,C,C,-161.01016837184508,A,-30.356850541675684,D,0
Both,Christian,Hispanic,Mexico,51.73097513519084,C,C,74.54910697225921,A,-25.545855596904726,D,0
Yes,Jewish,Asian,Other,142.41716385209799,C,D,3.39198871874072,A,124.93668061127995,D,1
Physical,Hindu,Asian,UK,-122.76473245620832,B,B,-49.21339703861102,C,-84.92542674833771,B,0
Yes,Buddhist,Black,US,-43.84623115314865,A,A,38.31477888052476,D,35.51565486995121,B,0
None,Buddhist,Hispanic,Germany,-137.26267456708274,C,D,120.56325349614265,D,-82.93359994592645,E,1
No,Muslim,African American,India,68.69460834271668,B,B,-48.68237804649843,E,82.36372254104035,A,1
None,Muslim,Hispanic,Germany,-53.0883038391334,B,D,-119.16882718465625,D,42.986262160552364,D,1
Both,Other,White,India,150.97584232139093,A,E,-238.51328577662971,A,215.4021467026195,B,1
No,Hindu,African American,Mexico,-17.778192993979264,A,E,118.97192587311744,B,-189.9590848149398,C,0
Mental,Jewish,African American,China,80.9097471878305,B,D,-19.75595175526483,C,-25.481939950883202,C,1
Mental,Other,Other,China,-46.36733217404213,C,B,-84.3755674781417,A,-62.41933792608696,A,1
None,Other,Hispanic,India,119.39196565577089,B,B,18.176214743001992,A,-0.7940902839822277,B,0
Mental,Other,Asian,China,30.11660770925354,C,C,-23.680747205020626,D,159.80261263553487,E,0
Both,Jewish,Hispanic,Brazil,-38.31069498969632,A,D,25.612205342932864,A,-96.5900898728042,C,0
No,Christian,White,Mexico,50.74484917928669,A,A,-88.97566576274562,D,52.40373710236067,B,1
Mental,Jewish,Other,Other,-141.7517298673423,B,C,72.06942559541311,E,28.512659987427817,A,0
Mental,Muslim,Other,Germany,-31.022334350313823,A,C,-41.1597551809231,C,-183.21714703957412,E,0
Both,Hindu,Black,Germany,-60.08067370602143,B,B,-51.19797986865235,B,-127.54679768675592,B,0
Both,None,Hispanic,UK,-108.27092148709467,D,A,121.30484290886936,B,-139.2793520891368,C,0
Yes,Hindu,Black,Brazil,23.56818977514901,A,C,69.07579510261048,C,-9.051490900333638,E,1
No,None,Asian,US,80.24027967218721,D,D,22.357923646914077,A,-11.57106940002614,C,0
Both,Buddhist,Black,UK,23.17459335582285,C,A,-51.22122386692498,D,99.5943876132286,D,1
Yes,Jewish,African American,US,170.41067206805258,B,D,-4.374706064915544,A,40.50084767103553,C,0
Both,Hindu,Asian,Germany,-8.261477664787801,A,D,78.59232934858375,C,-198.32342804888032,E,1
No,Christian,Black,UK,-24.086761547270978,D,B,187.42535534981806,D,15.731093682997493,A,0
No,Jewish,Black,Brazil,-192.3607010390809,E,D,-195.719112100517,B,-35.77474075368763,E,1
None,Jewish,Asian,US,-48.0806103704749,D,A,-128.7024883089043,B,-158.8409150092176,B,0
Yes,Muslim,Other,UK,-10.750187121062972,B,B,-92.05410248410377,C,-7.0469358171050125,E,0
No,Christian,Black,Mexico,213.75695949370134,D,A,100.3456616689508,C,-22.908577579608828,B,0
Yes,Jewish,Asian,Other,-24.71165704740181,D,D,18.60027673220642,D,-7.193945151232277,B,0
No,Christian,Hispanic,UK,-169.60912472013635,B,D,54.485266250966816,A,-81.33765412210356,A,0
Yes,Christian,Other,UK,42.811979473224056,D,B,40.60193238996484,B,104.49714471462623,A,0
Physical,Muslim,White,US,-141.34226859643232,C,A,-121.86963834634741,D,-60.75733282334363,C,0
Both,Buddhist,African American,Other,-111.0156134019943,B,A,-77.57246855534088,A,189.49728147971572,E,1
Mental,Jewish,Asian,Germany,-25.60838989824471,A,A,45.6240737823327,A,140.05452411481357,E,0
Mental,Christian,Other,India,-132.07634609266626,B,A,62.20613817581743,A,72.38805212176692,D,0
Yes,Jewish,Hispanic,Other,171.06617586841452,E,B,161.18898108288013,B,-69.01692935999122,D,1
Mental,None,Hispanic,China,68.78891611166587,C,B,-97.53041662795829,E,-0.5136334681647656,D,1
Both,Buddhist,Hispanic,China,34.56253504439912,D,C,102.67379974735837,A,-29.772772550627145,D,0
Yes,None,Hispanic,UK,-39.558311729019294,B,D,170.65129943997943,D,-158.41383633877342,E,0
Yes,Muslim,White,UK,23.688138222457983,B,E,-126.51467852825758,D,125.32371511097978,C,1
No,Muslim,Other,US,35.4501757900472,D,D,10.789507719435589,C,-97.27094987597236,D,0
Both,None,Black,UK,49.48671231966126,B,A,14.37288062842831,E,36.73755669241845,C,0
None,Muslim,Black,US,47.17331181442989,E,E,86.13821667557754,C,125.88852680903422,B,1
Yes,Hindu,Black,Brazil,5.9815343824942495,A,E,86.20296430994469,A,-2.669599887415804,A,1
None,Other,Other,China,240.13885251913507,D,B,-32.26463709068506,C,-14.949480851009397,E,0
Both,Muslim,African American,China,-6.3855632282676575,D,C,-239.5276228288345,E,0.1321674849084592,A,1
Yes,Buddhist,Hispanic,India,-91.21495990514596,D,E,-30.7049015072407,D,-44.66533502962687,A,1
Both,Other,Asian,China,-89.98156804896436,D,A,94.93757882200103,A,-84.57789837517461,C,1
Both,Jewish,Black,US,45.002545274988684,E,A,-68.27449456487871,C,52.68478296464551,E,1
No,Christian,Asian,Germany,-56.45142089503754,C,D,2.933198257456808,A,20.26728962678796,C,1
None,Other,Asian,China,20.340913818650336,A,D,-80.38836710288014,A,176.57034449169225,A,1
Physical,Muslim,Asian,Brazil,102.11776651566744,C,A,139.40545980321758,E,-79.54519916472539,C,1
Mental,Jewish,Asian,China,144.66988415274326,A,D,66.94081749840045,B,50.83169820907564,A,0
Physical,None,Other,Mexico,62.12106170588966,D,E,-68.05758662644409,D,-28.94890642570075,B,1
Mental,Christian,African American,Brazil,-141.73474805484054,D,D,177.33969319067978,A,-63.88002810323016,E,0
Yes,Muslim,White,Other,-29.03098914047224,B,B,76.76617697987881,E,23.927428509316865,B,1
Physical,Buddhist,Hispanic,Germany,-57.02844675584853,E,C,-55.04289807486439,D,-49.24485688559956,D,1
None,Muslim,African American,Other,22.264043018341383,D,E,68.84880404192505,E,42.90076974692445,C,1
Mental,Christian,Asian,Other,125.15522475947165,D,D,-244.79156081873313,A,-43.304170643741294,B,0
Yes,Hindu,Hispanic,Other,57.01490879193006,B,C,160.54769154854833,B,34.31386058413117,D,1
Mental,Other,Asian,Mexico,-7.642682278953718,A,A,-65.27399337037406,A,166.62133001437445,C,0
Physical,Other,Other,UK,-5.387820609626409,E,A,53.422243348434876,D,32.49532840220882,A,0
Mental,Christian,White,US,-74.8413670987505,B,E,173.1888053252193,A,142.59172360639164,D,0
No,Jewish,Black,Brazil,0.8513199375649513,C,D,95.8091441724558,E,-8.067287258247347,E,1
Physical,Jewish,Hispanic,China,114.08163619475056,B,C,9.946329756817516,B,-194.53299372284988,D,0
Yes,Christian,White,India,82.7943929381896,B,E,80.72289003999234,C,111.01471243791194,A,0
Yes,Other,Hispanic,India,-8.289619461371846,D,C,114.27601302601786,C,132.7806602942927,C,1
Both,Other,Asian,China,-181.4985392107683,E,B,-107.28228702260616,E,-30.276342902007208,E,1
None,None,Black,US,176.03219088853015,B,C,-12.481934446813188,D,8.638978590368756,E,1
Both,Hindu,White,Mexico,-92.32484058816891,C,B,-143.17354884433183,D,-17.197344275110463,C,1
Yes,Hindu,Black,Germany,-42.08554781221478,A,E,-47.57856307839259,A,70.02040660412136,C,1
Yes,Jewish,Black,Brazil,-30.58286669544406,B,D,153.99573536913786,D,-105.21611377450884,D,1
No,None,Black,Germany,27.95269535479481,D,E,22.122124336003793,B,15.70955338644403,A,0
Both,Other,Black,Other,-93.73081921095125,A,D,4.846264984406739,E,-26.87209627201847,E,1
Yes,Muslim,Hispanic,Germany,-177.11032073957838,A,E,-86.4701805463715,B,77.07297841929449,E,1
None,Buddhist,Hispanic,Germany,-70.87416386419439,D,D,-199.29109250457168,E,134.55770843218568,D,0
Yes,Jewish,Black,Brazil,97.91227137227726,E,D,-26.593008299766947,C,-160.64983822783557,A,1
None,None,Hispanic,India,-24.76312373094254,A,E,101.89580685914794,B,-149.6348732978102,D,1
Both,Christian,Asian,Other,89.67767421046806,D,D,-19.278548897172108,D,-19.824741463360493,B,0
None,Muslim,White,Germany,-156.17528196670236,C,B,-20.81980715092999,B,51.26756923380405,D,1
Mental,Buddhist,Black,US,136.59537859716414,B,B,-56.66705495758191,B,-41.381248281740724,E,1
None,Hindu,African American,Germany,-1.5615626470598865,D,E,95.37929254456238,D,74.56586533834482,E,1
None,Buddhist,African American,China,-76.30113084611222,B,C,143.44796120136928,C,-37.763801243050004,D,1
Yes,Hindu,Black,India,-102.29087185618427,D,C,22.20437030825004,E,-31.03509691492874,B,0
Mental,Christian,African American,Brazil,151.20669416986462,A,B,-222.6748201303368,E,12.14785299990504,B,0
Yes,Other,White,Germany,-71.42197506543737,A,D,-153.57155013984837,D,-51.682873792104814,B,0
No,None,Hispanic,Brazil,55.57812416734957,B,B,95.17499587123247,A,-71.65324864217455,E,0
Yes,Hindu,Asian,Other,70.91128325795822,A,D,20.59450717568168,C,72.26208932144529,A,1
No,Hindu,White,Mexico,-159.30831419348664,E,D,31.613613736575573,E,-76.49113119148979,B,1
Both,Christian,White,Brazil,34.226864825759165,D,C,17.81217427785922,B,43.343454509301274,A,1
Mental,None,Black,UK,-94.79250813365189,E,E,16.51970826752938,C,-20.625675640513638,C,0
None,Jewish,African American,UK,-12.281922043238616,D,D,113.8730752504409,A,109.53731053070395,A,0
No,Other,White,Mexico,52.88138521804374,C,D,115.95583212000061,E,-110.89623270327931,C,1
Mental,Buddhist,Other,UK,-130.14870173492704,E,A,102.66722317236623,D,-44.05273362510469,E,0
Both,None,White,China,110.78886756678945,B,D,31.039075391828913,E,73.0626284555215,D,0
Physical,Muslim,Other,Germany,-108.31975487009571,E,D,142.3708992566924,E,-43.961008172342325,C,1
Both,Christian,Black,Other,44.177780125983986,C,A,66.81059123880024,C,44.8147140634886,D,0
Physical,Jewish,White,UK,-85.4227228371461,B,A,139.62229849227364,C,152.7048803983235,A,1
Yes,Muslim,Black,India,93.2673600684856,B,E,-38.94466287245573,E,-102.10605875133032,E,1
Both,Muslim,Hispanic,Germany,-18.52337057061472,D,D,-44.099300425069636,A,-273.4850042082489,B,1
Mental,Other,Hispanic,UK,-61.806533603307635,C,A,-16.18790886399041,C,-104.66561435803712,C,1
None,Muslim,Hispanic,US,91.46430493969027,E,E,90.5221067315712,E,-64.30025749456848,E,1
Physical,Muslim,Other,Other,-62.874691400061856,D,D,-25.390194169184806,B,20.67936416678789,B,0
Both,None,Asian,Brazil,128.47935516427052,D,B,143.2075563639895,C,-166.42379268505968,C,1
Mental,Muslim,Black,Other,-30.03773638265215,A,E,24.761175313611062,A,-169.4441374348204,A,1
None,Other,Other,UK,103.30838966510557,C,A,105.78805432401543,C,26.15907522638067,C,0
Physical,Hindu,Black,Other,84.74895826506247,A,E,-141.47815960431754,B,-237.17529145767134,C,0
Physical,Buddhist,African American,Brazil,-128.4599288978228,B,E,-47.82338437732355,E,31.049212962160656,A,0
Both,Hindu,African American,Mexico,76.94699534541405,D,E,17.928711634818985,B,-85.55836904341162,B,1
Mental,Christian,White,Mexico,-15.263246527412234,E,A,148.06979759111846,A,-125.93585891341934,D,1
No,Jewish,Hispanic,Other,-60.135861101126366,B,D,-193.7628041254876,E,2.1824139427159985,A,1
Physical,Muslim,African American,Other,-111.93314646857557,E,B,47.04281195309767,E,-95.07779212716859,C,0
Physical,Other,White,China,108.3882624702363,C,A,35.88801405066951,B,76.46069123703782,E,0
Mental,Christian,Black,US,-53.157669825493294,E,B,-73.89355256361372,B,94.99959812461458,D,1
None,Jewish,Black,India,166.6362897780204,D,C,-102.37552117056998,C,-34.630166770930046,C,0
Both,None,African American,Germany,-82.38006722345469,D,A,-140.11225298018473,D,-142.01896586516548,A,1
Mental,Muslim,White,US,111.01252640845465,E,A,54.069110785951445,E,-85.52251108572013,C,0
No,Other,White,Other,-6.628330639890486,C,D,-110.0202170695627,A,24.5378279445739,A,0
Both,Christian,Black,China,107.63143404746177,A,C,-73.40662699393081,C,-62.57949836899819,D,1
Both,Hindu,African American,Mexico,-77.68909290079799,A,D,56.887996506106354,B,6.824382843383968,B,1
None,Buddhist,Black,Brazil,-69.09131236724832,C,D,-193.63083364887092,C,70.02915178651209,C,0
No,Buddhist,Other,Mexico,-98.46687144373458,C,E,5.521931612958366,C,-117.98138362396871,A,0
No,None,Hispanic,China,-41.0736577218963,C,D,87.48295260463313,A,7.224270269315395,D,0
Mental,Buddhist,African American,Brazil,150.49500756140642,D,B,-32.41462415242614,C,-70.70245353659192,C,0
Both,Other,Other,UK,107.8602623997965,C,B,128.59185740632293,A,-74.90042708044726,C,0
Physical,Hindu,African American,India,204.2807809062539,B,E,-27.428341745016454,B,9.689343575258203,D,1
Physical,Other,Asian,UK,-79.45553591761971,E,E,-0.6616350273167253,D,-96.68941989524463,C,0
Both,Jewish,Hispanic,US,43.959478106453176,B,E,-121.10530017519645,B,138.76708888818771,A,1
Both,Jewish,Other,Mexico,-55.28746132357752,E,A,181.1182007094691,C,51.32408640006767,E,0
None,Other,Other,India,98.00823042426015,D,A,-140.30463881764243,B,10.267641542747846,B,0
Both,Jewish,Hispanic,Germany,-78.25700091975278,C,E,-34.63573748137874,C,-110.90862734561378,D,0
Both,Buddhist,Other,Mexico,99.40959573230431,B,D,123.21391495262688,E,55.29123059928106,B,1
Mental,Christian,Asian,UK,-119.66729553191597,B,C,50.35687710738927,B,104.3247571522453,B,1
No,Buddhist,African American,Mexico,7.100821719198351,B,D,-128.4079707842221,D,-95.97752078176956,A,1
No,Buddhist,White,India,18.687757463416805,B,A,-30.500403598934028,C,16.531701163408684,A,1
Physical,Muslim,Other,US,78.19046771117809,D,A,229.73192754707225,D,-168.99103215845685,C,0
No,Christian,White,Other,101.31978945983391,E,B,-64.68707951649678,A,236.00006316386546,A,0
Both,Muslim,Hispanic,India,-29.896546591475452,B,B,-85.66057446381731,A,-122.77602589279381,E,0
Yes,Muslim,African American,Brazil,81.78784255343193,B,E,9.84402767369334,E,113.56162161089057,A,0
Physical,Other,Other,US,47.28707849199975,E,E,237.33041215093732,D,53.0609083644326,B,0
No,Jewish,Hispanic,India,92.43274391679532,C,E,-54.60747524788141,E,49.71335480875622,D,1
Yes,None,African American,India,-85.89075910076768,C,B,-7.470833285697738,C,105.30780530529836,B,0
Yes,Other,Hispanic,India,21.364653051403824,A,B,-71.91600781596404,B,-84.48198029172906,D,1
Physical,Buddhist,Asian,Germany,65.4998457315201,D,D,162.9326776398039,C,94.05296904091378,A,1
Both,Christian,White,Mexico,-133.2145812969955,C,E,-1.5266770545609267,D,-101.73155462349423,D,1
None,Jewish,Hispanic,Other,22.034575230922567,D,C,4.455040916879958,E,-24.875103875687323,B,1
Physical,None,White,Germany,-1.0025172251537033,C,C,-29.431308632435638,D,-175.34272225188246,E,0
No,Jewish,African American,Germany,10.38051041536663,E,D,86.9514490232618,A,-1.559647218299866,C,1
Both,Buddhist,African American,Germany,-69.13616838400237,E,B,38.15851961753912,E,221.3360556543217,C,0
No,None,African American,UK,-62.69834047333522,D,A,13.42362473620065,B,-9.913978452152246,B,0
No,Muslim,Other,Germany,243.62911962319947,C,E,38.18047849738148,A,-107.36285960553782,E,0
None,Buddhist,Other,Other,-54.39063308333056,D,E,-21.30729248470889,E,-41.26782224057642,C,0
No,Hindu,White,US,-71.99309018259757,E,C,-59.017014024698256,D,7.701069131966806,D,1
Mental,Christian,Other,Mexico,-69.48833994105192,D,D,-5.078728817296687,B,-20.772824418426854,C,1
Mental,None,Hispanic,US,96.90971695999343,E,E,-53.21006384935085,C,-0.8843231366916494,C,1
Yes,Muslim,Hispanic,US,25.4089982900227,E,B,-87.54190882947648,A,-59.29021379368535,A,0
Physical,None,Asian,UK,61.3007573476396,D,D,-95.1419229461787,B,-13.18096680593385,C,1
Physical,Hindu,Black,India,60.9772170207764,C,D,-59.421183473732576,A,29.5332987494505,B,0
None,Other,Asian,China,10.94665373220458,C,B,-63.579509862460334,D,168.01604832769542,B,1
No,Other,African American,Mexico,188.1308902334276,A,A,-104.84932727944214,B,62.93849295405774,A,1
None,Muslim,African American,China,-55.69479045001824,E,C,0.13070860491852437,A,-8.545090188697836,B,0
Yes,Muslim,White,Other,47.40951306415193,B,A,10.638039984411547,E,196.32973637875318,D,0
Both,Buddhist,Hispanic,India,211.02600371302506,B,C,17.67420510679466,B,-126.38788252276419,E,0
No,Muslim,White,Mexico,-105.86100856989009,A,A,-60.15052007259073,B,35.49609827996888,E,1
Both,Hindu,African American,Germany,50.22299347427078,E,D,-12.61811846464182,E,-25.44179270530708,D,1
Mental,None,White,Other,22.01067660269133,B,D,-55.403124358916365,B,-61.83694818323092,A,1
No,Muslim,Black,India,18.053642267950785,B,C,82.60610795891151,C,64.55720795009195,A,1
Physical,Jewish,Black,India,127.01218058117128,D,B,48.71341088408742,E,11.127585919359793,D,1
Physical,Christian,Asian,UK,41.890086323893186,D,C,-15.948830740381634,B,-62.00441096373691,C,1
Physical,Other,White,Mexico,50.66268987079911,E,C,-38.999809909528196,D,-162.63405313240747,C,0
None,Other,Black,US,37.17746052776118,D,A,63.518564807304955,E,-219.8617225220136,D,0
Physical,Christian,Asian,Brazil,47.39272029290934,B,E,96.56628198616856,A,-60.98122618991132,C,0
Both,Jewish,Black,US,-76.01338361406442,C,C,14.69311294844266,B,56.35911682158772,D,1
Yes,Muslim,Hispanic,Mexico,94.00075159055065,C,B,-5.502378659453163,B,-66.40093381196606,C,0
None,Hindu,Hispanic,UK,96.0879358619978,A,B,109.03315444062827,E,-156.93638425233226,A,0
None,Muslim,Asian,Mexico,30.215316772353173,A,B,152.40327310152693,A,-96.44405157448938,B,1
None,None,Other,India,88.52015937911325,E,B,183.3966248110884,E,-33.532632393842974,D,1
Physical,Hindu,African American,Mexico,-80.46204668247049,A,C,8.599124289533444,E,34.2704328802905,A,0
Physical,Christian,White,India,141.41052869595123,A,A,58.71876448699099,A,-179.25529524393303,B,0
None,Christian,Asian,India,-222.89328960102603,E,C,-20.183253066911178,A,131.8619730968363,B,0
Both,Christian,Asian,China,51.36191901147058,D,B,-198.8973181670949,D,60.81588105887009,B,0
Both,Hindu,Black,Mexico,109.70044641839102,B,B,96.48352151687745,B,-11.493981650707738,A,0
Both,None,Asian,Germany,-6.80979561617237,E,D,73.45488242385164,E,-81.51024912127203,D,0
Mental,Muslim,Other,Germany,-36.66941573985916,B,B,-130.0924792194422,A,-61.332169087906664,A,1
No,Buddhist,White,Germany,119.32980086087255,C,B,20.602313695768448,E,-36.215799930532675,C,0
No,Hindu,Other,Mexico,-118.538124840514,B,E,14.104203885545216,A,82.76196618077034,D,1
Physical,Hindu,Asian,India,-151.71562583074143,B,B,278.09233265409244,A,-113.3284416946365,E,1
No,Other,Hispanic,Other,-9.496608478700777,D,E,169.61770895777263,C,-52.82954025368475,A,0
Both,Jewish,Other,India,-124.25045527042826,A,B,79.20843975842179,E,63.21359677846925,A,1
