orientation,age_group,age,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Homosexual,18-25,28,Other,-2.3401280793258668,C,B,A,-200.89807537349157,30.531557826517798,B,-74.71784433132498,E,A,-86.8824004545928,160.37772175693922,-57.61188250466917,C,210.6015094930275,D,D,0
Bisexual,65+,45,Hispanic,6.202466414927142,C,D,A,137.66947507975843,39.39853659663364,A,113.74312612667276,B,C,-58.16819394874601,121.9870817532768,-133.71414347428316,B,-69.67675088976387,B,C,0
Homosexual,26-35,34,Black,51.890282937163754,B,D,D,37.54060300481375,20.839617474733384,E,-54.85890529857941,E,A,87.88946569443414,5.34386453665822,18.582141735881564,A,-109.42108887636589,C,A,1
Bisexual,65+,37,African American,-73.79514233266924,B,A,C,30.913724536896698,7.294907378051343,B,-50.25734284185661,E,D,139.01164616993785,-47.89867468270838,-21.398388334776495,D,73.43696815097745,C,A,1
Bisexual,65+,20,Asian,-157.25461312538866,E,B,A,33.577096360142605,53.451235274963,C,195.6222946547467,D,A,-60.356632042837944,-110.78376122688003,-70.30279746193476,C,-128.06044453682136,A,A,0
Homosexual,36-50,30,White,-122.53052334743302,C,A,A,-90.37079160221886,18.543889174900478,B,-43.99826281003285,E,C,-42.57711241052207,-95.76539855994184,-62.065482035805616,D,34.12251993777504,E,A,1
Heterosexual,65+,70,Black,34.51319704460321,D,D,D,2.583148744600027,126.66960672729304,D,6.107514550342481,D,C,-74.43596651270985,79.85016590121124,17.729829220440937,A,-91.18068776861361,D,E,0
Heterosexual,36-50,51,White,83.47896903473736,D,B,A,-87.63658480204177,-57.65029684887922,A,-3.193023294252648,D,D,205.6147100083615,24.435889465142672,-58.38611255410757,A,-19.786292867302777,E,A,0
Homosexual,51-65,25,Other,17.97656421754235,A,B,D,28.236639119641904,39.75159722528036,D,161.35645415735493,E,B,-140.78455181046698,-89.47131644159872,-21.4702481036213,A,102.23582467092578,D,C,1
Bisexual,51-65,45,Hispanic,25.53985555900845,A,A,E,17.103023052706252,187.2127359380013,E,-41.33193507796092,C,C,-89.91459593330615,94.06283814247388,-4.891035683050584,E,-54.291314983532104,C,C,0
Homosexual,51-65,59,Hispanic,98.76472396627028,D,C,C,9.62477734845945,102.66617663043236,E,-80.9058001155008,C,A,33.28330392140147,-50.701111310407235,-77.04752236052344,E,67.84236800713768,D,C,0
Heterosexual,51-65,81,White,-112.4782748133081,A,D,A,-50.536725021881345,-17.90546526794967,D,-101.64227447184255,A,C,139.40441290697757,144.37729060693727,69.82691844455906,D,54.929129033219006,C,A,1
Homosexual,18-25,78,African American,-18.91508554151326,E,C,B,90.13911794429343,-149.79662358188074,A,265.51208766401504,A,E,-7.353003595797223,99.94676385170504,29.446252556218816,C,-126.32787451348703,B,B,0
Heterosexual,26-35,93,White,17.53641493448042,B,A,D,2.2924000663066018,20.074131143852757,B,-113.17303068701867,C,D,-110.6492962267152,82.18022108771041,-41.89808195328465,D,84.32715307106513,B,E,0
Bisexual,65+,22,White,69.66557565538658,D,E,A,58.65092271066489,79.50702752179934,B,64.44905334713904,E,D,-120.11250786193916,-23.83763576999692,80.57111620964793,E,-162.56077535122546,B,D,1
Other,26-35,90,African American,-87.04819712674643,D,C,E,-13.898615951621718,131.43519522587894,A,-103.1694613374604,D,A,126.72358022569854,-58.60377559798632,81.76861516915078,A,-105.07901222195221,C,A,0
Other,18-25,92,Asian,78.11902551524419,C,B,A,70.65688789101908,251.8515276340922,A,103.85710395615952,E,E,-125.93152019736809,50.73739803477329,71.42670652673763,D,-2.1454989466622236,D,B,1
Bisexual,18-25,62,Black,8.080810254639708,E,B,B,156.70515629553643,36.93029040864547,C,32.743127716169305,D,A,-125.00328054443821,173.89956222030415,22.235315479307836,A,145.24440515300546,B,B,0
Bisexual,65+,60,African American,126.27138479759559,C,B,B,-20.38386519801459,107.06400537359254,E,-149.14952424733846,A,A,-104.54384429651329,167.4519723568011,53.42265887661589,C,-94.4296799325421,D,D,0
Homosexual,65+,84,Black,111.65619278414853,B,E,E,91.80764546865244,36.68914103432725,E,22.1895005885208,E,B,111.3262039506751,-4.847455892803476,56.96798820494008,A,-145.15721698169432,C,E,1
Bisexual,26-35,27,Black,135.0163554160405,A,B,D,61.96972200428743,16.34949336191636,B,44.3120597523687,C,C,140.74101188081153,-186.08798080226617,38.86743246279164,E,-166.27773385965665,A,C,1
Other,65+,92,African American,219.05747686083572,C,E,A,39.99492064372608,-56.42926636982683,C,-113.58469763983341,B,B,-24.27398102538806,-29.842889873056542,-60.51805672813809,E,70.55478238422673,E,E,0
Bisexual,65+,41,White,18.12543261585457,A,D,C,-117.7127767553189,-67.81279569697783,D,-110.50121966416575,A,A,47.85094593431239,18.816125485835467,-34.121365963021454,B,99.07581416390379,D,E,0
Heterosexual,51-65,63,Other,141.80469956758046,E,B,A,32.03172305666497,36.037596755434144,E,88.98509444097564,C,A,104.04297819980202,-108.8089557687246,-35.1651489444674,A,-87.27195169526237,B,A,0
Bisexual,36-50,82,Black,-134.08743733707027,E,A,C,-26.94844006056564,51.42183933959363,D,28.84732835823818,D,D,18.95255025338619,127.01763445615111,-55.32811843846569,E,34.15398345979467,E,A,1
Other,18-25,86,Hispanic,69.33345364117916,E,A,C,-195.60538081876862,-72.5777052289702,B,-59.74443497823246,A,E,-49.10325266294701,-168.0983220471722,226.91279938061163,C,32.56934475679064,E,B,1
Other,18-25,88,Other,67.54940361357538,B,C,D,-259.3705162656942,-141.3631554721362,A,-6.684352746576992,B,A,-77.67069125725675,125.0790517617866,-0.8672677998482283,B,1.6099177387128394,A,D,0
Homosexual,51-65,94,Other,-14.806627183005746,E,C,C,10.478988981231971,-64.51679438073576,E,-12.390910271336594,C,E,83.84180151217984,-273.01952835296316,-84.96746103247979,E,-111.68216398504494,A,A,0
Homosexual,36-50,68,Other,-83.4022458571851,A,E,A,64.83307145530013,93.5219952798076,B,-6.298314982677512,B,E,19.042415975651608,165.09662729132205,-103.37312084874533,B,47.401408932287836,D,B,0
Heterosexual,26-35,75,Asian,-11.926262838276061,B,C,D,-44.49587057516081,-114.98497732472572,A,-35.46823408344255,C,B,13.194739454044043,-98.7298436951875,12.464885108937235,B,80.28692659611228,C,B,1
Bisexual,51-65,46,African American,122.95850074610473,E,B,A,112.70854149997096,79.32818593325109,C,6.64437470355498,B,C,215.98120760352032,-175.55907840229162,-107.15582646025558,E,-132.71307907187997,A,B,0
Heterosexual,18-25,83,Other,-89.52783282002153,B,C,B,149.53600336919263,138.10416179968038,B,-54.460898184699616,A,A,-50.53330572861999,72.14012514755167,32.796680274286764,A,-80.46098525644435,E,C,1
Heterosexual,65+,97,Black,42.46501818062312,A,B,E,-69.91780746056999,-0.6603192119173874,A,279.26697254723774,C,A,-130.1618058441144,59.16209046157264,83.23419760245659,E,-73.13881781309344,E,E,0
Other,65+,64,Hispanic,106.24116292950293,C,C,B,-46.1156912330951,-3.942596658769628,D,174.19720474355856,C,B,-52.597162527523864,-0.2811795556152631,89.60903033753152,D,-121.99411801201438,E,D,0
Other,36-50,82,African American,4.063807981832908,E,E,B,-64.61768253077251,-45.56499188923633,E,1.159371467234378,B,E,50.440082291824254,37.517650400995635,-70.6889074857005,C,-16.173025486057117,D,B,1
Heterosexual,26-35,34,Asian,28.464009335907086,E,B,D,169.69108637441965,-94.37181272375562,D,48.982633190883845,D,D,75.02764795493616,11.6926730326555,-112.86340629189986,C,-5.988742143378912,A,E,0
Bisexual,26-35,40,African American,225.68430677521607,E,B,D,103.44107099932491,58.92646263307342,E,12.736188926811964,E,C,6.721892161194197,-223.22401549475163,-135.20384434125705,B,-20.888420052101335,C,A,1
Bisexual,65+,82,White,95.43227094581704,A,C,D,-155.32372442027952,-1.2856532482199496,B,-20.643250950503827,D,D,207.96625662161898,-29.461453126371623,-26.260078883327143,D,46.305715920457615,B,C,1
Heterosexual,36-50,97,Asian,11.69648485317993,E,D,E,58.92713653977839,-34.21161916744405,D,18.09019409993648,C,B,-33.77847998607457,-51.149114563784146,89.77178822815416,A,-176.20018040675248,A,E,0
Bisexual,65+,77,African American,39.897009356803245,E,D,E,61.405687850630805,-132.626630753184,E,78.34635619020521,A,E,115.80212323088985,-9.172937419540471,-74.44144025894934,C,-34.544090151977954,C,D,0
Heterosexual,18-25,39,Hispanic,64.96929867971431,D,B,D,138.14200633234023,139.08682045527527,B,-105.05941770724189,D,B,-83.30157528769129,47.18802284712826,135.97875004516905,A,139.03936950518673,A,E,1
Heterosexual,18-25,70,African American,39.64101377440251,B,D,E,-91.33575774634141,283.7533151976551,D,-11.953779371936566,C,C,53.50748163419162,-122.20839818963294,7.173026716208566,E,-64.32630112356095,A,C,0
Other,18-25,29,African American,-4.608153615477936,D,E,A,-79.45960529040451,68.30685726878049,D,52.85235910613066,E,C,-88.16112768896595,7.440525699053527,145.17887683427998,D,-100.8117195034958,E,E,0
Homosexual,65+,44,African American,37.449178214550855,D,B,E,127.03951303512324,-143.44534082379474,B,86.86291562211021,B,B,-90.41122898880583,-59.52922359600616,36.60502233162816,D,117.58261143313587,B,B,0
Heterosexual,36-50,95,Black,113.9832163741361,B,A,A,-24.66834417720491,5.010689913185773,B,-122.43823614235323,D,C,-100.2336797238964,-39.80558491987456,96.9189351470989,C,-81.21526009885349,B,C,1
Other,51-65,21,Hispanic,69.72237915328982,E,B,D,-250.9214658197736,60.76943991642779,C,-168.7967468321134,E,E,-103.7469030575036,-183.83635872218304,71.73541024430446,E,-134.08121240357227,E,D,0
Other,65+,28,Black,-55.043672600594384,A,C,E,-93.84651324032154,101.52172135700226,B,-100.4495526229157,A,A,230.73583820641414,-23.064483463363835,-96.6384159713473,A,-42.08355086442383,C,D,1
Heterosexual,36-50,90,Hispanic,-7.715178358690624,D,B,A,-154.93089475766376,107.0511739822192,C,-57.40521252373727,D,C,-63.53453695936096,80.72173117352584,-172.1077596221962,A,34.47061452548616,B,E,1
Other,36-50,50,Hispanic,-49.22584492685271,C,D,A,-21.986839376968447,-120.76934924313203,B,-30.343424444023796,B,B,-108.89074844846616,237.21162066716738,81.9426246850719,B,-37.140064505475614,E,C,0
Homosexual,36-50,69,Asian,140.56225122115697,A,E,E,-80.91917676455671,55.200102694527054,A,-28.844304237112173,B,D,-26.745535955671183,69.43530422196156,-204.4223205032131,E,-55.80868464125261,C,E,1
Other,26-35,29,African American,1.4423493292026766,B,E,D,-124.70886021919387,-286.9423387813422,C,-72.25740206431671,C,E,205.32047788719666,-78.08476579509366,-53.12416718036387,B,59.843626493435906,D,D,0
Bisexual,51-65,60,African American,105.03184126669521,C,C,B,-34.10265025467572,196.84347085497222,A,-113.37738477607789,C,D,30.127526726479424,-31.486515124182922,-154.5791614364051,B,-60.45246881505585,E,B,1
Homosexual,36-50,71,Hispanic,6.246311704088871,A,C,A,91.81015539543021,-104.18845615177649,A,-8.401616861052458,C,D,-68.12478317850038,46.271995473905,-86.1197386787756,D,127.79931922090361,E,D,0
Other,26-35,74,Black,-224.50168546938917,D,E,C,-198.68929343791243,78.10854394456517,E,67.90331325383967,C,A,-98.51134272291809,125.45732071350972,-8.101960717895778,C,-29.98448201039814,A,E,1
Homosexual,18-25,96,White,60.09548267728191,B,A,C,44.048046179039034,-83.95084346280645,C,-106.27474227576872,E,B,159.73001667694794,188.37774376768294,85.16730145172579,A,135.482898958565,B,A,0
Homosexual,18-25,55,White,-168.5534296224199,C,E,C,32.5857540409242,-159.5774849453021,C,53.23027131371543,C,C,-5.268984642054315,158.6317249954091,52.21038637159048,C,49.1077120395251,A,C,1
Bisexual,65+,68,African American,-96.12409264058876,B,C,A,208.76910665393157,-29.71541244006729,C,-67.2089171726475,E,C,10.904717496751983,-6.022180009144475,-11.148957815002396,D,136.05940083647988,A,C,0
Bisexual,65+,43,African American,131.72952578477657,B,C,C,-39.04490252005215,84.97375915221798,E,8.03567244444793,E,E,-11.425347313707162,210.34729591663415,-3.339442840491299,B,-175.1490947309421,A,B,0
Heterosexual,65+,71,Hispanic,-58.047205736501695,D,A,A,15.343774380615367,-28.793378973092743,E,-153.39682453399166,C,E,64.82644508397452,9.858477055641332,39.75557819677497,D,149.79922505080427,A,E,1
Other,26-35,26,African American,-101.58754618732104,D,D,B,-14.245929442051604,-248.7310910811722,E,35.34283936983975,B,B,-192.29067290705362,-38.70449150992666,-64.951397021805,C,146.23688060085183,A,B,1
Homosexual,18-25,64,African American,55.17943690576933,E,B,B,163.7206423793041,142.97251418923202,E,-20.391682975026676,C,B,23.571928335397658,-255.76240960483094,-89.71129184918495,C,58.77700657607796,D,E,1
Other,18-25,43,Hispanic,-15.174995900167449,B,E,B,71.61533049445258,-1.1908164277715139,A,94.04235790049904,B,B,-26.641183848327127,52.02663334470341,29.93670540317364,D,131.335719029019,E,D,0
Bisexual,18-25,88,Other,72.57704494970501,C,D,C,-117.38930972586297,13.407747045712862,A,-45.22386503511667,A,A,-52.46637495010962,37.42140727847392,-56.65976612935434,A,175.78561067722293,A,B,1
Heterosexual,51-65,34,White,104.79537826402618,D,E,A,-158.7741633854938,-256.7626972673615,A,79.09768949897922,C,B,-31.940808673288657,69.69238664929192,-13.820010425055248,A,-14.773275589698965,E,D,0
Homosexual,26-35,30,White,178.53645910581463,D,A,A,39.507634596075754,105.93794441114397,D,212.87912844103593,E,B,106.03421426985493,223.06184802075916,-196.1706165753472,C,-160.18754935600072,A,A,0
Homosexual,26-35,38,Hispanic,-103.79101553460879,C,C,D,116.67799921286243,4.286957634780983,C,-56.96721139611237,E,C,-19.92118946339099,-83.8202511059352,21.619202332754565,E,-57.11199993888911,E,C,1
Other,18-25,55,White,-10.06271690812675,E,D,C,100.25947089551515,82.831896225838,A,-65.83594180390456,D,B,-19.179839786513252,127.51183654078311,-85.74814606074558,D,167.58132354197392,C,E,1
Bisexual,26-35,38,African American,-62.90651110120624,B,E,E,240.00895450569323,-72.49600020712518,D,-41.053223049027274,B,E,74.76102773200617,51.73889683609904,35.13994075550555,D,-20.8662205699426,C,B,1
Bisexual,18-25,79,White,9.10571926395202,D,E,E,45.33739265353149,8.381010407982645,C,-54.73739552866918,D,E,-43.37546482616694,42.941478422590095,-71.86782760867627,E,82.00136723395367,E,C,0
Homosexual,36-50,58,White,202.03605681236917,B,A,C,49.51188201148005,32.42527276939005,C,-63.034703056600385,C,A,-14.38262503714888,-44.07962404545515,58.92505416029879,C,-42.021220844287136,D,D,0
Heterosexual,18-25,79,White,-50.031226593308254,C,D,C,120.56441742908292,46.21339354993064,A,-8.638550785002233,E,D,153.47412009080463,25.6526832957569,-51.81707949493134,C,73.2774826682082,C,B,1
Other,65+,99,Asian,95.72677634112775,C,A,C,21.327101047569897,-73.23959125017177,B,103.17466103728992,A,A,109.53779500593956,132.39748920341765,116.71192931920812,A,-32.90583950459031,D,E,1
Bisexual,36-50,79,Other,-54.69611878269536,A,D,C,-184.02655844477292,-82.7207235000895,D,107.77824092707706,C,D,-36.88704017428058,37.80875048082567,71.73969858025667,B,-44.25720622538549,E,B,0
Bisexual,18-25,29,Hispanic,10.22383621565502,C,C,A,60.880983450474815,13.857213249630288,B,114.46976885105384,A,C,65.29309274181911,-16.440284104986766,37.8093723756079,C,2.3901758380171594,B,C,1
Heterosexual,65+,79,Black,60.06597895681863,E,B,E,-62.430377133560214,-97.63393139400823,C,-10.919939809580423,E,A,64.60826068718048,20.44939220152673,-118.6321159102784,D,1.5724175712980122,C,C,1
Homosexual,18-25,59,Hispanic,200.53555434473088,C,A,B,7.61884618610124,-256.79165738756996,B,-46.85048394243511,E,A,-49.985112146365616,46.434554869074404,20.43101319716016,A,187.2348778297579,B,C,0
Bisexual,65+,26,Asian,-129.50546595375388,A,C,B,-64.20517093298355,-43.73820320219941,D,5.198130496736982,C,D,147.3732664793061,-34.259506313210714,-49.13052005865337,A,97.07794313837327,A,A,0
Homosexual,51-65,68,African American,-110.89202693702805,E,C,A,-20.899282797347073,30.360207296527943,A,-193.32308815242098,D,C,33.250658973683876,96.75615577904333,-35.25815508011642,C,151.51415573880115,B,D,1
Heterosexual,51-65,21,Hispanic,28.79830227226715,E,A,B,-3.4766390116502564,151.62167686620793,D,5.4976824161626086,B,E,-259.1362463416441,45.627236570556626,8.860402017896282,D,111.81958275798176,D,D,1
Heterosexual,65+,84,Hispanic,-19.6482372114708,B,E,A,95.24759810908229,100.03741442518435,A,2.574199906523738,D,A,-161.21370601857333,-55.10593216959917,124.92108074447499,B,-102.235248930697,B,D,0
Homosexual,51-65,41,African American,-66.79458459451372,B,A,A,10.910797634219591,-78.94488555322293,E,160.03104633868338,B,E,66.92471155655339,-21.685520295757314,-155.66589111361958,D,23.77906038144226,E,D,0
Heterosexual,36-50,78,Asian,-94.84489324076158,D,E,E,-139.93175870029611,-0.8798562259142085,D,-7.415808902371551,E,A,29.34277563822047,40.49976187631132,108.02137368834414,D,78.79998782012882,A,C,0
Homosexual,18-25,93,Other,109.99776338035649,D,D,D,-94.97827532472614,-41.434329108695046,B,50.596156056335694,E,E,241.365440437675,26.409897945933576,-100.23064398209809,A,43.48849230043685,C,A,1
Heterosexual,18-25,51,African American,-66.13833073066779,A,D,D,12.974770650661648,-167.437090546615,C,39.40987739361422,E,A,97.32838518355358,44.08766005639569,161.0819932862694,C,38.93924279090083,B,B,1
Other,36-50,34,Asian,-80.86855883143397,C,D,A,119.09094869035901,72.40576501698862,C,-72.01672943072933,D,B,69.60571096954482,-191.14547912344412,5.859177347706298,A,-86.07944237136644,B,A,0
Homosexual,18-25,40,Asian,116.0758780187723,A,C,A,-51.75023867826191,-75.87989560706873,B,-90.88631127911925,D,A,-108.50723872345738,92.04869461832892,23.437650823753568,A,-56.7621210838386,E,D,1
Heterosexual,51-65,95,White,-87.4829811355758,D,E,D,9.896937525704628,-67.90632456490223,E,-55.296471987873716,D,D,151.49048895856865,-34.76565502902525,-109.10554689655119,D,-4.26748220633693,D,B,0
Homosexual,65+,78,Other,-55.52600276558447,B,C,D,-179.91980812575105,-44.96147576508977,E,-41.112370724858174,D,D,184.33755082718105,-18.0962031935757,77.45232460253303,E,-70.82091802111022,A,A,0
Homosexual,18-25,76,Black,-146.6181189037347,D,C,A,50.37255852919355,65.35495291099939,B,105.55987248543366,B,B,4.017546094011239,-154.6895690957913,-35.61782866146939,B,-3.704420031542911,D,B,0
Other,36-50,70,White,45.42875149438792,E,A,E,29.36018357215533,-116.29748432343654,A,159.03258409165764,A,B,-32.40454092046201,-71.27193254658621,20.878243444193657,A,-72.81151670003932,E,B,0
Bisexual,18-25,38,White,-76.58529940103502,D,E,A,-93.12134712559242,107.61881058773264,C,61.83119601548992,A,B,74.10679185767864,-24.260586641477406,-154.0812931117938,D,112.18567700917896,A,A,1
Homosexual,51-65,54,Asian,65.68387156092965,A,D,E,-151.06728926381015,66.88969287637754,C,143.81289627331913,C,B,-165.98347026682626,56.81462871344984,279.06836639675856,C,10.094112759530848,B,B,1
Bisexual,36-50,59,Other,-21.722888134147777,E,D,C,129.98307064900615,-126.5651317659593,C,54.02473957188999,D,A,-132.31519727702948,-216.67310798479588,172.3013697768347,C,-10.425150519061791,C,C,0
Bisexual,65+,39,Other,-101.51928912711843,C,B,E,52.834348230098506,159.3422066144376,E,-38.6146948906222,E,E,77.79680096414128,-25.188836968747275,116.07078519475343,D,-90.7104376764506,A,A,1
Other,26-35,95,Hispanic,-140.8946337555528,C,B,B,-54.872341538424116,-26.91553159224253,C,-64.95979551624042,B,E,63.74281825129321,-5.864086907833666,-24.810541128867584,E,-85.32065084748946,A,D,1
Other,36-50,60,African American,238.2186448876428,C,E,E,-7.707778836464932,70.3262013845991,A,-29.13116590507242,A,C,-36.58470514462631,113.33260514404313,-89.95090139274772,D,-147.89436175775452,E,B,0
Bisexual,36-50,21,White,7.91452000661944,A,A,B,4.831575947278336,35.47320203090668,C,58.78882669173249,D,E,-58.6020520071453,-153.42876289545745,27.320098208906053,A,-4.9920212350182975,E,A,1
Homosexual,65+,50,White,-240.71023884277696,B,E,A,44.53613563390452,-133.0733747422618,E,33.60061711748215,D,A,8.94667127389472,53.98847368534072,-208.97362510777566,C,70.77200078506486,A,E,0
Heterosexual,65+,22,Other,40.30373532051726,C,B,C,-34.60679174428589,41.01823148985727,D,-39.99662793517304,C,B,60.77795784225456,270.42018526954394,52.502812984378785,C,30.765827913041367,C,A,0
Other,26-35,50,Asian,-57.99238505009323,B,D,C,-90.51584060156978,-81.80065836300192,D,-99.54611269248358,D,C,-79.4041848555692,-1.3520741588526612,5.612779850887561,C,200.36668865151233,B,B,1
Heterosexual,36-50,75,Other,-7.986840505394553,D,B,D,99.50792011805628,183.15889057522722,A,-44.9841416901473,B,D,-113.02443793405546,-71.87584861982825,66.19856415859428,D,24.646631557543664,A,B,0
Other,18-25,30,Black,-70.68894840715801,A,C,A,61.04472728627876,-51.16945642586391,D,238.59271840860856,E,B,-45.743769306276654,195.75797977602377,141.11270782644453,E,137.2268324032874,B,D,1
Homosexual,65+,37,Black,186.18244223989427,C,E,E,-134.1197716760699,1.4062250889772592,D,257.62540095217264,B,B,-69.02234862048677,186.70211725084872,-47.12044436367856,C,-84.84598425795838,A,D,0
Heterosexual,51-65,71,Other,116.64044659508026,E,D,A,-167.7853553327748,115.21681404386644,E,-116.93433789698717,A,C,-259.3239892831318,-167.02839438507752,-43.49539902920051,A,-27.434324660281074,D,A,0
Homosexual,36-50,21,African American,-86.61177038012386,D,A,B,317.15643540644186,81.19731402365436,D,-6.433299679309161,D,A,-179.59680587513023,247.9677471669679,139.27333649409667,C,-239.20708135926913,E,A,1
Homosexual,36-50,42,Black,-171.6967644091928,D,A,A,15.804216257072062,-44.895520779428026,E,176.70069859715238,D,C,-108.3106614949763,217.77504636451482,186.3877148868339,B,29.920526958783267,C,E,0
Other,18-25,42,White,8.99313750216869,E,D,A,-21.595505183580233,96.6700814331683,C,-21.961880750135304,A,A,42.658189332150414,97.2809145305878,250.35098900643843,B,15.036866189885616,E,A,1
Homosexual,51-65,36,Hispanic,-45.35953098158128,E,A,B,-25.26538332857557,-110.85182582220239,C,27.310696333027494,E,C,-73.08279975212606,-14.775024654007154,28.896224162377056,B,-143.10084342818095,A,E,0
Heterosexual,51-65,58,Asian,-154.21172307874897,A,E,D,61.35624004478167,-172.6874935166323,D,96.80070054078152,E,C,78.58504651249189,144.00818770481058,141.86423353603925,D,-150.9313022795876,C,A,1
Homosexual,36-50,75,Black,33.64146774544533,D,A,D,62.55210996567576,158.93936502331673,D,44.36058080129182,A,C,49.31242177932339,-72.582757841688,-70.45232865972183,A,-98.05620779522627,A,A,1
Other,26-35,95,Other,57.986335607038505,E,D,A,-37.97782183077364,125.92821671759712,D,-137.34465310961164,E,B,-77.1735215697578,-57.19211286163007,-19.14845389033138,D,67.77450519892336,A,A,1
Heterosexual,26-35,79,Asian,32.3900084607811,D,B,B,-31.533858707697775,93.75371266689825,E,255.56518562004996,B,D,-36.97720981868005,71.1731132571828,189.11052957048904,A,156.61911998980256,C,E,1
Bisexual,51-65,95,Hispanic,31.911424046897807,D,A,A,-47.849453237426665,-54.95603556965929,B,-52.15854139562236,C,C,-92.24587265256093,-32.33047566683969,-12.560705879047006,C,70.68773569841849,E,E,1
Heterosexual,51-65,41,Hispanic,151.96873213388542,D,E,A,83.8893990983816,35.76472812634662,B,-89.60291632765728,B,C,-92.07009114373382,-121.1697136356336,22.648478918724567,A,-40.79430027541942,C,D,0
Other,26-35,86,Other,-184.121874066881,D,E,D,63.31062020304511,136.93282721477908,C,-51.14101057512773,C,A,154.84388384805382,39.66498744485746,4.925963510929589,B,-146.17435888282932,B,E,1
Other,18-25,22,Asian,66.55434455144967,C,A,D,128.0081297391432,-9.373772725609674,B,94.18746567920716,A,D,-21.432700396604446,79.25825032691384,-30.411554747101572,D,55.89407944767913,E,B,0
Heterosexual,65+,88,Hispanic,105.27438002828279,A,E,D,-127.41516245193361,-7.087531753704717,B,-62.323646315244375,B,A,-134.43397057549825,5.599540054537768,-120.80224038009055,A,-11.19961086454401,A,D,1
Heterosexual,65+,51,Other,83.42522611595747,E,C,A,2.779501049357529,8.113679652588,C,60.43730089755438,A,E,42.54159589686812,7.907474856024491,-3.07572656850037,D,-108.7795681820803,D,C,0
Bisexual,65+,36,Black,54.56260980611526,D,B,D,-27.751264208378245,91.04659360464542,B,255.8364913608657,D,A,-56.288937669669046,-29.652027105982203,-61.69630496529209,B,-103.58275989858656,B,D,0
Bisexual,51-65,27,White,-128.9921005822058,E,D,D,245.3530693675301,-45.49517173232812,A,-38.843864279463084,E,B,-54.67216511489185,-90.31775920463981,98.02929544013523,C,-44.735871716261215,A,D,1
Homosexual,26-35,72,Other,24.115895965919748,E,C,D,-18.13081055865677,12.402774720925063,D,113.63757980435562,B,C,27.867611028624328,40.969146258884734,-76.90650589526263,A,-76.96430785547986,E,B,1
Homosexual,51-65,99,Black,-40.778543563578715,C,A,A,61.02513531865769,47.112713525205685,A,-40.65994241224412,E,E,-122.86080085988145,116.42970962886707,91.59955718330005,B,-36.29658276908127,C,C,0
Other,18-25,33,White,-10.518513705670973,C,A,E,-74.8082171697991,133.45175637671588,B,8.766390089589487,C,D,-179.92265141405227,40.520271833780185,-16.602712551912816,A,42.23196722427599,B,E,0
Heterosexual,26-35,93,Black,50.676146450713674,E,B,B,-126.55819762587032,51.422932663686325,D,-36.38539888635342,D,D,170.63159911721385,-0.42528274360797763,-196.95143729733292,A,-5.119269766448953,B,C,0
Homosexual,65+,40,Asian,59.02428502738698,A,E,D,-40.01611062697311,102.52996793594306,D,106.05140268122003,E,E,103.24753765418858,228.29841797963195,91.08726198919781,E,113.74781813455392,D,B,1
Homosexual,65+,93,Asian,-63.58487681373104,A,C,C,76.35139693454865,238.60089455299556,A,-45.48667341826574,C,D,161.27914889762698,26.753884809519956,-13.696377946548044,E,-9.4926309493958,E,C,1
Other,65+,31,Black,80.16129208539373,A,A,D,19.329235182384934,-62.91610509599014,A,-22.349679651705284,E,B,83.52958375186823,-148.84574756410316,40.771990181503845,C,-9.860705915092112,D,D,0
Bisexual,65+,73,Asian,121.28635452294635,E,E,C,-62.85102747888375,126.24093459172792,B,-49.30598638871565,E,E,167.29640182904868,-55.20216535026502,-35.780890456037326,E,60.15593424079633,D,D,0
Other,65+,45,African American,98.07748104906881,E,E,D,-82.25401517046141,85.2197236578586,B,77.70594795601559,E,E,30.10767881495059,-142.6157972859985,-42.32220516186049,C,52.82449893929798,D,E,1
Heterosexual,26-35,18,Other,66.47179210742034,E,E,E,-86.52944239387476,97.50612549268176,A,188.9959927911682,E,D,-105.6666555040638,143.64237401539717,88.35404962246355,B,-52.661240408940024,B,D,1
Heterosexual,51-65,79,Asian,34.53925444851994,B,B,C,86.56260560555788,96.28521469010809,C,55.37695276493263,A,B,-2.333363261152871,-161.13834311515848,-112.71376002139091,C,46.047834642972305,B,A,0
Homosexual,36-50,29,Other,-108.6324770986513,A,E,B,98.75294545552059,58.97414558560216,D,22.05624916016022,B,A,107.17537186236585,31.225789919983164,18.374106812613277,A,37.16279560698652,A,C,0
Other,26-35,78,Black,28.487097935712253,A,A,E,17.063572727754003,-270.755785912535,D,37.91767274094101,D,C,-67.51970693186918,45.96467224465124,-64.27415930523152,E,-34.89945997103591,D,E,1
Homosexual,65+,94,African American,-99.58543268544709,A,C,C,24.996012052648958,-23.990400764372176,B,131.55418292361242,B,B,-3.8349555886443993,-143.25079054704258,102.02225602669274,A,-120.2016993055495,A,E,1
Homosexual,36-50,72,White,0.6895705780144505,A,C,C,42.966863065467244,125.62260670403542,C,73.29278545056602,E,B,230.94516960504254,-6.058979914329689,-71.58295695822235,B,-126.6741226142386,D,C,0
