Disability,Religion,Nationality,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Yes,Muslim,Other,Veteran,127.94659104820913,136.69501962384624,-30.808389531296342,C,E,B,D,0
Mental,None,China,Veteran,-39.065639739907695,17.980453843531844,-35.15048731836299,E,B,E,D,0
Mental,Christian,Other,Veteran,98.66450892193556,-30.025692039757363,57.03494790760859,C,B,A,C,0
Both,Jewish,Germany,No,-34.55555505191365,47.32853325667578,125.40272875131639,E,A,B,C,1
No,Buddhist,China,Non-Veteran,1.3081351483541028,90.53548002479158,-94.83104888943575,D,A,C,B,0
Mental,Other,Brazil,Veteran,-77.65262481269934,-29.5447189241909,94.55989798302228,A,C,A,B,0
Yes,Hindu,UK,Yes,3.3198690452242143,124.01783355874991,-46.96893365757485,C,B,E,C,0
No,Jewish,Germany,Yes,46.01575408446836,-65.35772966342077,-133.1168043812064,E,A,B,B,0
Mental,None,UK,No,-78.52284070167312,95.89183941941847,-99.86011309202894,B,B,E,A,1
Mental,Christian,UK,Yes,162.73949165368725,50.25740969840443,26.983642303937188,A,E,D,E,0
Mental,Other,Germany,Yes,22.746573629984375,-101.69051641503337,131.16123154748607,B,E,C,D,1
Both,Hindu,US,Non-Veteran,50.9262608170969,-122.03491339142907,9.426618685916942,E,D,A,D,1
Yes,Christian,Brazil,Yes,-164.74894569094752,192.62976985568326,-61.69035372279499,E,C,C,B,1
Mental,Jewish,Mexico,No,-3.6781633360318056,-46.46627155503637,5.609092080590112,B,B,B,D,1
None,None,Germany,No,-0.32579493836373896,-84.32117318808848,-107.41017469453986,B,C,E,C,1
None,Other,Mexico,Veteran,57.3182933569743,192.90064047708645,-73.09688443275472,E,A,D,B,0
Mental,Christian,Mexico,No,27.110204984411528,-19.755907798827348,-13.123688782473703,A,D,D,E,0
Physical,Christian,India,Veteran,33.29680789373474,-30.015419119682647,-15.363714024357499,D,B,D,E,1
Both,None,Mexico,Non-Veteran,146.4988460726181,179.13371547456276,23.199307012784605,C,D,B,E,1
Yes,Hindu,UK,Yes,-117.56392098059713,5.882965061743003,-32.71661634979944,D,E,A,E,1
Mental,Buddhist,US,Yes,26.037956602422696,-53.748845866598195,29.931696278184262,D,E,C,C,0
Mental,None,UK,Yes,-55.89958731512789,-17.449629902910004,-114.44607426437948,A,C,B,A,0
Both,Christian,Other,Non-Veteran,-27.81884574980674,-26.144868599827486,228.51344512997747,C,A,D,A,0
Mental,Buddhist,US,No,-212.9443098875809,-70.86333982124849,-17.071069355048145,A,A,A,D,1
Both,None,India,No,-101.11265831971994,-85.28425054381171,-30.56180402072902,C,E,B,A,0
Physical,Christian,China,Yes,4.563088276813126,-143.33731566891228,-85.428546189653,E,B,C,B,0
Both,Jewish,US,Non-Veteran,-3.97683311850417,183.75542097811547,40.04511834770348,B,B,D,D,0
Mental,None,Mexico,Veteran,-129.8762583277711,-125.7940583331577,82.05828396052294,B,B,A,C,1
Physical,Hindu,Germany,Veteran,79.88123695099351,-27.167969180195996,-11.465419008769317,B,A,C,E,1
Both,Muslim,Germany,Non-Veteran,107.02466604671798,-17.881675413521634,-176.1199823310301,C,B,E,D,1
Physical,Buddhist,Other,Veteran,40.65496197859009,131.24651889766363,-161.34433581066696,D,D,A,B,1
Physical,Christian,Brazil,No,138.82476172410202,65.25676978017309,46.31687501229371,A,B,E,C,1
None,Buddhist,India,Non-Veteran,-120.94907343118177,65.5180229738169,-86.24137514581592,D,D,A,C,0
Physical,None,UK,No,-30.59330121769098,-95.41962557666912,150.2357861218918,A,C,A,C,1
Both,Christian,Brazil,Non-Veteran,-79.46157925917669,-47.100456426947545,4.3324994365902745,E,A,E,E,1
None,Jewish,Other,No,-26.171151759089668,-23.807431513164644,101.26317188350882,D,C,A,D,0
Mental,None,UK,Yes,-118.26947324893922,-121.37871342867467,6.726969659397722,C,E,E,C,1
Both,Hindu,UK,No,-56.178061843870886,49.29495833278263,-101.39619585268447,A,D,D,C,0
Yes,None,Mexico,Yes,-179.8204265014352,-61.07936895312539,22.986724921044864,A,A,B,E,1
Both,Jewish,India,No,109.26431757654605,16.271222632678022,-154.23875469551325,B,E,D,D,1
Physical,Other,India,No,-57.19337585744427,-39.511853460630384,-12.782643825803566,C,C,B,D,1
No,Muslim,Other,Veteran,-83.8575862409079,36.34315135031848,-79.38033827565819,C,E,A,B,1
No,None,Other,Veteran,16.157423101404074,104.36029594435419,61.4517072797449,E,E,C,D,1
Physical,Christian,Germany,No,96.79513889982887,-64.04848662717477,-77.11348128820423,C,E,A,A,0
Yes,Jewish,Mexico,No,99.81755486741967,88.18369681125579,58.58958053683213,C,D,C,D,0
Mental,Jewish,US,Yes,77.18167649178488,101.20441738669183,-57.51669290311852,C,D,B,B,1
Both,Hindu,India,Yes,-175.92146827533483,-26.58683896958129,6.709770286639357,D,D,C,D,1
No,Other,Mexico,Non-Veteran,-56.84136660387574,55.54327857081158,-244.4045091355515,A,E,E,E,0
Both,Jewish,Germany,No,34.05178069705414,4.912763077793112,-1.15504040496254,D,C,A,B,1
Physical,Hindu,Brazil,Veteran,32.37347343089832,87.14963013732711,90.09506713807488,E,D,D,C,1
Both,Jewish,UK,Veteran,35.96080824815961,35.392147956397,189.4394809483909,C,E,C,C,1
Both,None,Germany,No,35.34308805443039,-17.782116535093888,-65.33723187047667,C,D,B,E,0
None,Buddhist,Mexico,No,131.73981641816127,-131.5502290857195,-203.66053936363352,E,C,A,C,1
Physical,Christian,India,Veteran,-154.15233887498732,-141.8388550051486,43.19681464428219,D,A,E,D,1
None,Christian,Germany,Non-Veteran,76.45995112980766,154.367645780041,60.37786552467218,A,C,D,D,0
None,None,Brazil,No,238.61588335177996,13.797044895769709,-11.696048750865026,E,A,E,B,1
No,Muslim,Mexico,Non-Veteran,31.613882568628792,63.873434670246965,-139.14370279157038,A,C,B,B,1
Physical,Jewish,Other,Yes,-26.207169238450117,19.378806741224277,-142.38154451188058,A,A,C,A,0
Physical,Christian,India,Yes,-171.1139306741207,103.26356144255189,114.14203841443806,B,B,D,C,0
Yes,Hindu,Other,Non-Veteran,129.2303942591838,-151.7208126279497,73.73960304718406,A,C,A,A,1
Physical,Other,US,No,149.09980372735927,-41.47666313555954,-57.022951622305115,E,B,B,E,0
No,Hindu,Other,Non-Veteran,-110.65516493964583,-18.952075002693917,-96.28390728525414,C,C,E,A,0
Yes,Hindu,Brazil,No,-177.57447557982655,26.32514629527472,76.91010254962171,A,B,D,B,1
None,Christian,India,Yes,119.0187253466308,-140.85622225874104,-20.035985462330398,B,B,B,B,1
Mental,Christian,India,Yes,121.65296303554148,-37.62818609170983,-37.079625540937926,A,B,A,E,1
Yes,Christian,US,Veteran,12.662693464656938,107.12777517965209,85.84064140330007,C,B,D,D,1
Both,Hindu,UK,Non-Veteran,80.04196002051867,125.40626982613199,26.07882659943426,E,E,B,B,0
Mental,Muslim,China,No,156.0539994064899,138.38964270872933,-63.73686684282327,B,A,A,D,0
Yes,Buddhist,Mexico,No,-33.943676924220604,366.3990312976538,-37.59754035259096,B,E,D,A,0
No,Hindu,UK,Veteran,18.014944872724435,13.866598113338496,65.66171427972637,D,E,D,D,0
Yes,Christian,Brazil,Veteran,-82.04035520672088,-181.53549411778286,-98.58430576499202,B,A,C,D,0
Mental,None,Other,No,80.87280493144416,-93.83825704792135,-172.1421073438423,D,D,E,C,0
Physical,Buddhist,India,Yes,-172.51297314825933,27.988044377753575,-39.87503907957099,C,A,A,E,0
Mental,Jewish,China,Yes,-42.109987015785116,-83.75482578223757,64.2038898687602,A,D,D,A,1
Yes,None,UK,Yes,-3.7759148602603716,81.31739824548004,-7.644762517428616,E,B,C,E,0
Mental,Jewish,Germany,Non-Veteran,-120.0890153585451,98.74500627986818,25.025004911098847,B,D,E,B,1
Mental,Muslim,India,Yes,-59.01487920545429,6.008290043762444,-56.389256880312146,C,A,D,B,0
Mental,Jewish,Germany,Veteran,-123.70193293351409,-32.55524625486539,-32.2782164003291,E,C,E,D,0
No,Jewish,UK,Non-Veteran,-97.5339724022398,168.56291378133886,113.8192345764752,B,A,A,E,1
No,Hindu,China,Non-Veteran,-171.44712843651962,-44.688790537176914,-134.02678318381896,A,E,E,C,1
Mental,Jewish,China,Yes,-42.82414417676501,26.31103962229585,-35.914509432564415,B,E,D,B,1
Physical,Jewish,China,Veteran,150.99390351361447,-145.04506722059725,55.6534917946813,C,B,C,B,0
Yes,Christian,Germany,Yes,-138.06781996098482,-115.39204643484624,-20.427025902580496,D,A,D,C,1
Physical,None,Other,Non-Veteran,-8.557118041891068,32.09968282509144,-106.14606077516784,D,B,E,A,1
None,None,India,No,-41.359871547384614,-93.98250927485799,87.99956232672929,D,D,C,D,0
Physical,Other,Mexico,Non-Veteran,14.063180922655214,-103.81836072912026,-53.382573207560725,E,B,E,A,1
Physical,Hindu,Other,Veteran,192.98362076229344,149.24760175249813,-247.08476631164245,D,E,B,B,1
Yes,Buddhist,Brazil,No,1.5659055407730758,34.00514016628962,126.36039260759814,A,A,E,B,0
Both,Buddhist,Brazil,Yes,160.90417416448858,-99.19079792806225,108.34000664420014,B,B,D,C,1
None,Hindu,Mexico,Yes,215.70276836161977,-37.03682106094658,107.08072810665942,A,C,C,B,0
No,None,China,Non-Veteran,97.93268886201525,113.81492390534302,130.1510097894535,B,E,A,B,0
Mental,Buddhist,Other,Veteran,71.79794519811148,-156.4229121562339,-99.01708111515926,D,E,C,B,0
Physical,None,Germany,Non-Veteran,43.38950349416451,-101.23198523307275,183.3735257414344,B,B,B,D,0
No,Hindu,Germany,Veteran,-103.58132742605343,10.790175918318006,-25.61144257100853,B,D,C,C,1
Mental,Christian,Brazil,Yes,-67.75582254488953,38.65312461288975,-55.92164291130805,A,C,D,E,0
Both,None,Germany,No,-126.44242017788608,-81.79661977240859,-275.44777755356574,A,B,D,D,0
Both,Christian,Germany,Non-Veteran,120.1975631771542,70.1491931577172,124.59903102769474,B,C,E,E,0
No,None,Germany,No,-108.93662567032207,-165.8480709672876,113.84698638182718,D,B,A,A,0
Physical,None,India,Yes,-155.48224555037538,-80.3749395856228,-58.135880757409645,E,A,E,B,1
Yes,Hindu,China,Non-Veteran,28.40507751592478,-102.82531472088803,-76.14305532457564,E,A,B,E,0
Yes,None,UK,Non-Veteran,-112.98576663010431,58.36223264032658,154.39547960627993,A,D,B,C,0
No,Jewish,UK,Veteran,-6.803058925462546,-19.578488387915847,7.211925492832777,B,C,B,A,1
Yes,Hindu,Brazil,Yes,19.36305083426174,32.28273315456343,-52.573432861089444,D,D,A,D,0
Yes,Hindu,Germany,Non-Veteran,47.645616848497994,114.13350379737741,170.44647794144967,D,C,E,D,1
Both,Jewish,India,No,229.14174055620254,58.85463900825775,100.85556021866675,A,B,C,B,0
None,Buddhist,Other,Veteran,33.30272260915501,-111.15286595974226,81.25762031912598,D,B,D,D,0
Physical,Buddhist,Germany,Non-Veteran,26.133620770022148,70.7350043787076,-5.911260277915194,C,D,B,E,1
Yes,Jewish,India,Non-Veteran,169.60598141711878,-53.46031635825427,-49.60370622780738,B,E,C,A,1
Both,Christian,US,Yes,26.66161649816365,-93.0026571586576,-21.002143618267393,B,A,C,A,0
Both,Jewish,Mexico,Veteran,-25.42713624515502,27.061483568015916,-44.4652602309455,A,E,E,B,0
None,Other,UK,No,-82.97997060711657,-61.415110077523714,-64.13875993343751,A,B,B,C,0
No,Buddhist,UK,Veteran,78.81690050480992,-61.122019737457535,-67.87374109785374,B,D,A,A,0
Mental,None,US,Yes,-103.42511002949963,34.11432741131114,28.39834511554315,A,E,C,C,0
No,Hindu,US,No,-82.71498983883407,23.805825321056055,-193.73945407137484,C,C,C,B,1
Mental,Other,US,Veteran,-15.57617937831207,-75.73107419674446,60.536715487249516,D,D,A,E,1
No,Buddhist,Brazil,Veteran,-23.420240484592632,105.34010631174043,-29.993651975498732,E,C,E,A,1
No,Muslim,UK,No,52.679177270433364,0.2548128050790181,111.89111707405289,C,A,D,B,0
Both,Other,US,Veteran,-59.78160255928161,-14.737060470184735,178.6088148362936,B,B,D,D,0
Physical,Buddhist,Other,Yes,-40.37935654610793,78.48258753424898,-9.91525047272131,C,C,A,D,0
Both,Other,Brazil,Non-Veteran,-142.7237115488251,-120.31567006227178,-86.7154060215179,C,D,A,E,0
None,Hindu,Mexico,Veteran,-18.774536167961397,-39.71264344848514,26.053767719134818,B,A,E,A,1
Mental,Jewish,Brazil,No,-151.45946552832157,-17.840563111992903,91.30387212616164,A,A,B,E,1
No,Hindu,Germany,Veteran,-47.84998749035327,34.503673462834136,100.73682988362333,B,E,B,C,0
Physical,Hindu,Other,Veteran,23.247368480331858,-227.44728396167258,3.113931271556096,C,A,A,B,1
Physical,Buddhist,Mexico,Non-Veteran,67.17645483267331,-49.885347780461004,86.31590775826896,A,D,D,B,1
Physical,Hindu,Other,Yes,19.868700452490128,24.53551663519183,-102.8103413470799,E,A,A,A,1
Yes,Muslim,India,No,85.9961577325181,-67.20001750709517,-72.0566198253722,D,C,E,A,0
Yes,Buddhist,India,Non-Veteran,-289.53595553470615,-67.66632546762946,-132.95410011116354,C,A,D,B,1
Mental,Jewish,Germany,Veteran,-5.598985305526954,-85.33893329562977,-21.538332854302176,E,D,D,D,0
No,Christian,UK,Non-Veteran,-20.361503829629545,129.8720529734289,78.59584792013432,B,C,E,E,0
No,Muslim,China,Veteran,-28.112924904680824,17.872480772889055,-173.74442833406368,B,E,A,D,0
No,Buddhist,UK,Yes,-223.20270189603946,-141.37863938144164,83.11840550000373,D,B,D,B,0
No,Other,China,Non-Veteran,-113.12864070373634,-16.759100069631288,75.17287564565373,D,C,D,D,0
Mental,Buddhist,China,No,-31.255299200779348,146.812924974493,-38.032107112634485,C,D,D,B,0
Both,Hindu,India,Yes,-116.3645824956016,64.15942123056645,200.6047658360432,A,E,A,C,0
Yes,Muslim,UK,Non-Veteran,-112.46384833716834,-87.45662557060786,-78.96395520475463,A,D,D,D,1
Physical,Hindu,Mexico,Non-Veteran,2.29660608247081,-12.942733792610039,145.06096477854078,E,D,E,A,0
Mental,Muslim,UK,No,61.05905979342472,-51.65212648204691,11.843198505281864,B,E,A,D,0
No,Christian,India,Veteran,-21.95273015289047,120.67671342161846,-113.40755036139059,E,B,B,B,0
Both,Christian,India,No,104.59527650272517,-45.02517672692103,-99.15070185441597,D,B,D,A,1
Both,Christian,UK,Non-Veteran,-97.95788631812424,77.40383941137216,-131.57709886768902,B,C,E,E,1
Both,Jewish,Other,Non-Veteran,279.07290466663864,150.44368001629502,156.54573824697982,D,B,D,E,0
No,Hindu,US,Non-Veteran,-64.8343308980017,-47.250289087783074,67.56459847997253,B,D,E,C,1
Yes,None,India,Veteran,20.896456367908716,144.83701670213694,-89.4187318188449,D,E,B,C,1
None,Jewish,China,Yes,-118.83977544801141,-3.4702782001669568,75.18505839635476,A,E,A,E,0
None,Other,China,Non-Veteran,122.98094389587702,-83.78589504346381,96.54058424082878,A,C,A,B,0
Both,Muslim,US,Non-Veteran,-152.61023242938393,-219.8445157061706,-42.749857724153735,D,A,E,E,0
Mental,Other,UK,Non-Veteran,-197.5862420160215,-55.412660409733675,42.7162021760457,B,D,A,A,1
Both,None,UK,Veteran,103.07977482264037,-28.888076352613062,42.02515455446794,E,E,B,A,1
None,Other,UK,Yes,18.18531276406225,100.29691445535241,144.32584891510544,B,C,A,A,0
None,Christian,US,Yes,-46.996790693406915,76.38237889400087,75.03568782395092,A,C,A,D,1
Mental,Hindu,US,No,-15.096715261719648,10.72130897849346,85.3419934476416,A,B,C,C,0
Physical,Other,UK,Yes,132.21357947022582,-132.1085348996732,-118.82996409517705,C,D,D,D,1
Mental,Hindu,Brazil,Veteran,-77.36029002418478,-161.74203687964598,-35.40286447972036,C,C,C,D,0
None,Other,Brazil,Non-Veteran,9.891205480150273,95.56988093437595,-19.60963714939106,D,E,C,E,0
None,Muslim,India,No,-82.46244648910942,61.74324368143259,96.23188462976054,D,E,D,C,1
Physical,Muslim,Mexico,Non-Veteran,-19.765613843486,144.61940249634347,40.25771027714034,E,B,C,B,0
None,Christian,China,Veteran,65.45463985229676,-71.5430182962176,28.576331747923696,C,E,C,B,1
Both,Muslim,Other,No,140.0369158545356,-46.69552762197332,55.9634627592026,D,A,C,C,0
Yes,Other,US,Yes,27.465392282792685,-82.6829153930314,166.24609391115405,D,A,B,C,0
Physical,Hindu,India,No,-158.47032021225002,70.7118799437802,101.36461698040249,E,A,D,A,0
Mental,Buddhist,Brazil,Veteran,-92.01274239308997,28.28231674570362,106.07056218488901,D,C,C,A,0
No,Jewish,UK,Veteran,-130.9069811658496,105.09485721599239,-158.007296914891,D,E,B,C,0
Mental,Christian,US,Yes,-102.29560971171689,83.31690653968715,-60.26757231475466,C,B,C,D,0
Yes,Christian,China,Non-Veteran,9.392375372525546,-38.3372551907258,132.22172087765455,B,B,E,A,0
None,Jewish,US,No,-65.43639038475372,-46.55755621252323,141.58745964769287,C,C,A,D,1
No,None,Brazil,No,52.121235993021656,75.69451890082057,36.39255256942411,A,C,C,B,0
No,None,Germany,Veteran,-36.51862791403128,-2.8652273930295147,-243.15916783941964,C,B,C,D,1
No,Hindu,Brazil,Yes,-91.87949972180711,155.97648221353492,-29.797861222739186,C,B,B,A,0
None,Muslim,UK,Yes,124.54834270256458,68.20447365779614,-22.27427909278666,B,D,D,A,0
Yes,Buddhist,China,No,-37.94220356137771,-41.897172297718846,55.149263329850726,A,D,C,B,0
None,None,India,Veteran,-92.94721690965055,-57.8097300486766,73.03575333197738,A,C,A,C,1
Mental,Jewish,Brazil,Veteran,-36.76447256569351,-29.858553560670092,-80.62761698466096,E,D,B,A,1
Mental,Hindu,Mexico,Veteran,45.30834914729313,-48.16668734847565,-18.132280544272668,E,B,A,C,0
Yes,None,India,Yes,-142.60800443749332,-140.39489979061915,-66.19898230988939,D,B,A,B,0
Both,Buddhist,US,Veteran,-36.443976367778816,194.73124578787792,-37.45835542672464,B,A,E,A,0
No,Jewish,US,No,-76.19787628665883,-60.328862720346024,-47.373253002706534,C,A,A,B,1
Mental,Muslim,Mexico,Veteran,141.44805695619203,-3.022532095546045,-51.749382381399165,D,D,E,D,0
No,Muslim,Germany,No,85.81360106817715,-84.36529213608782,97.36358388871949,B,D,E,D,1
None,Jewish,Other,Veteran,-40.577782288629564,149.38769210845732,21.337231612028983,D,D,E,D,1
Both,Christian,China,Yes,33.02315215613321,-63.49462903495389,83.50540688533113,B,E,A,B,1
Both,Other,UK,Veteran,-67.95158864997146,10.914840258591447,-8.348938817303221,D,E,B,C,0
Both,Jewish,China,Veteran,-45.1140003922011,104.00209085174924,28.69869410039847,C,B,C,D,0
None,Buddhist,India,No,-133.85314010674617,130.1294015653206,-72.55397602921718,C,D,E,C,1
Mental,Other,Mexico,Veteran,111.78546380106182,-59.83373400407272,179.37984893382333,A,A,A,D,0
Both,Other,India,Non-Veteran,-73.01165100853683,166.73150534136252,126.48420382618409,D,A,E,D,0
No,Other,UK,Yes,60.54268580164821,-125.05801164464305,-95.658320401844,E,C,E,D,1
Both,Hindu,US,No,-8.583569091361476,-36.76132692401459,68.18677151996371,E,B,E,D,0
Physical,Buddhist,Brazil,Yes,-56.0009239232215,58.77503568691624,-31.640789430888518,E,B,A,B,1
None,Jewish,US,Non-Veteran,97.47373155032636,67.57692786168849,-19.277706822231405,C,E,E,A,1
Physical,Buddhist,Other,No,-170.89182212987245,137.9528945577842,110.00765792613817,E,A,A,E,0
Yes,None,Mexico,Veteran,-79.68302948595701,146.8801798734725,-105.53312832272317,A,D,E,C,1
Mental,Hindu,India,Veteran,-39.443466747562034,30.728337289323893,-142.93107055379187,E,E,E,E,0
Yes,None,Other,Veteran,-74.61875688525399,-78.23052986513504,-144.6828082115609,B,C,E,D,0
Yes,Buddhist,Mexico,No,-130.19046418295363,-29.355577428191015,-47.72512992449723,A,D,C,A,0
None,Jewish,Mexico,Veteran,-12.387377980093296,95.0439658050597,-44.87374642416123,A,A,B,D,1
Yes,None,India,Yes,82.52945619171543,-89.22782371896442,-119.83104269365587,E,D,C,E,1
None,Muslim,US,Veteran,135.64866033308073,77.070023528766,-79.03846249017685,C,C,D,D,0
No,Jewish,Other,Non-Veteran,123.63402360235109,-98.4189700534042,-220.8119000262711,B,A,C,C,1
None,None,Brazil,Yes,-20.78760092951154,-24.970559502153662,-33.101658764247574,E,D,D,A,1
Yes,Buddhist,UK,No,-78.88848007430428,12.672869132120976,-44.82532786688761,D,D,D,E,0
Physical,Other,Mexico,Non-Veteran,28.739939048500148,24.00041517711103,15.972908225699681,E,E,C,A,1
No,Hindu,US,No,-4.929964756885317,72.13560059010314,-25.06310832423924,C,C,A,C,1
Both,Jewish,Germany,Yes,62.81772796094618,38.10562283088693,148.43189232930726,D,D,E,A,1
No,Christian,US,Yes,298.4953663106512,-24.8204487172445,-46.538406889448204,E,C,C,E,1
No,None,US,Non-Veteran,114.2699881737427,-42.10809031181098,145.87234913678083,E,E,C,D,1
Both,Christian,Germany,No,142.6945690020173,-77.88608132668065,85.6236009297071,D,A,A,C,0
Mental,Jewish,Mexico,Yes,7.514762161806604,25.4190061745376,-194.5366260394022,E,B,C,B,1
Mental,None,India,Yes,81.26898205204643,75.34989335238092,205.00551886549988,A,E,B,D,1
Physical,None,China,Yes,129.3924643360358,-49.62336141983058,49.86245634777639,A,A,E,A,0
Mental,None,UK,No,-16.07292914601258,-24.535674592326792,-110.5724116400074,A,B,D,B,1
No,Hindu,UK,Non-Veteran,68.17103082823667,165.24408709492363,-15.372200949414406,A,B,E,D,0
Physical,Other,Other,Yes,4.3348298662746405,-5.612186592402145,-9.335447006750334,C,C,C,C,0
Both,None,Other,No,-29.62602696777831,108.53246864342967,-64.2873719774427,D,B,B,E,0
No,Christian,Brazil,Non-Veteran,69.01324962708408,-12.738406216943844,62.216642903385754,B,C,A,C,0
Yes,Muslim,Germany,Yes,19.05786124225096,11.871845674235988,-7.8604205683707535,A,A,B,E,1
Mental,Jewish,US,Non-Veteran,112.20176639261345,-201.70446738341846,25.826487185844126,C,A,E,C,0
No,Christian,China,Non-Veteran,-68.25596003956925,4.982863672593455,21.111155256171756,C,B,A,D,1
Physical,Jewish,Brazil,Veteran,148.46244829430864,-93.71983398478349,-52.25068740981035,C,D,E,A,0
No,Hindu,Other,No,128.73197533201173,144.77293165121463,180.84487482199108,C,E,A,B,0
Both,Other,Brazil,Veteran,-92.03465608513545,44.7897528851267,-89.53189305258564,A,E,A,B,0
Both,Muslim,US,Veteran,-1.6248730584949393,-117.61411360189659,37.74506186391973,D,C,E,A,0
None,Muslim,Brazil,Veteran,-143.31430661052394,-154.67106142879766,65.16412292406136,B,B,C,B,1
Mental,Muslim,Brazil,Non-Veteran,-42.69168058388659,-149.5570403713948,-12.591775631150284,C,D,B,D,0
Yes,Buddhist,Mexico,Veteran,117.09345064361145,-57.002088025139095,140.57252372252555,E,D,A,A,0
Yes,Christian,India,Non-Veteran,163.83155247938438,-101.23099168521664,188.6215278445616,D,C,C,A,1
Physical,Other,Germany,Non-Veteran,159.3585481077329,21.081746485600103,13.321843264943734,D,E,B,B,1
Both,Christian,Other,Veteran,-86.71488646499577,-79.49441288352229,-143.10942668430982,C,C,C,E,0
No,None,Mexico,No,48.06657282886428,195.50753166931372,-32.91635125991882,A,E,B,B,0
Mental,Hindu,Mexico,Yes,-120.78297591097157,76.64772313756362,102.96586728569825,A,C,C,C,0
Yes,Other,India,Yes,-132.3310042071135,106.59790492266458,-6.842245740357335,A,E,A,D,1
Both,Other,Other,Yes,83.14477835698706,-104.5096744429232,-88.36107987086869,C,D,C,E,1
Yes,Buddhist,China,No,-95.39797821857755,-129.39727842035194,-196.11448076304848,C,A,E,D,0
Mental,None,Other,No,67.09208675063715,-25.159952982901984,-75.99152398380379,C,B,C,C,1
Both,Christian,UK,Yes,202.4040794168454,4.002799568021262,6.181916534456418,D,D,C,C,0
Physical,Other,US,Yes,-97.93295733002186,-45.69775721624609,58.45105683288379,B,D,C,C,0
Physical,Hindu,China,Yes,-3.148986532653765,35.17468467336503,164.87792180172906,D,E,A,D,1
Yes,Other,Brazil,No,94.80584396411145,115.3493693621028,146.03284861467284,A,D,A,E,0
Yes,Other,Mexico,Yes,10.580077572185234,17.218832758161184,61.350897600645226,D,B,D,B,1
Both,Muslim,Germany,Yes,64.04083447023301,-67.83894828871487,-73.8114578782679,C,A,D,E,1
None,Christian,India,Non-Veteran,-41.997203790657714,73.5623322110112,5.4394241030227555,C,A,C,A,1
Yes,Other,UK,Veteran,50.67514688917279,-27.80821369872573,3.779879865343807,B,D,C,E,0
None,Buddhist,Other,Veteran,-83.62289912391378,49.58221069147281,169.04709021083008,D,E,A,B,0
Physical,Other,Mexico,Non-Veteran,-14.968162926293502,115.36582472305467,90.40324495888841,A,A,E,C,1
No,None,US,No,52.64256348252017,-63.64384607040123,-114.47445330621586,B,D,C,B,0
None,Muslim,UK,No,-32.96214801347223,-76.02210030672823,2.48853468973918,A,A,C,B,1
Both,Jewish,Other,No,-52.81382962610426,95.46003982524668,-67.98924317809225,C,A,B,B,0
No,Muslim,India,Non-Veteran,32.32408447220854,14.915865996903015,-165.84267369760323,D,D,B,D,0
None,Other,Other,Non-Veteran,-70.93437464002139,108.50740639294523,150.4915845959846,E,B,A,D,1
Physical,Muslim,Other,Non-Veteran,-5.9160308630295635,139.6861802576412,-40.56463361040695,C,E,E,E,1
Mental,Other,Mexico,Yes,152.41732937563694,-82.9593712354694,23.856569297945953,C,C,D,D,1
Yes,Christian,US,Non-Veteran,28.659284888597835,-70.50800862122686,-70.96569641205241,E,A,A,A,0
Both,Buddhist,Mexico,No,-142.0504623979698,54.548055402732096,17.14696465175934,A,D,B,A,0
Both,Jewish,China,Non-Veteran,-67.11888724874397,-220.75762865728476,6.174721243867493,E,C,E,E,0
Physical,Buddhist,Germany,Non-Veteran,51.38512460145043,59.342179652290326,15.944657041567755,E,B,A,D,0
None,None,China,Yes,45.953200665986444,147.92181990647455,-67.45655074447883,E,D,A,B,0
No,Hindu,India,Veteran,125.58580792281518,1.7780590841149775,-62.34492033078999,C,A,E,D,1
Mental,Buddhist,US,Yes,-111.57025198349014,50.973154142124734,38.57581795217093,C,D,E,D,0
No,Hindu,India,Veteran,-43.14798852199519,-251.93671870333657,137.02381103588453,E,D,B,B,0
Mental,Jewish,India,Veteran,-121.10467114087209,11.996389954795882,-216.4053134967675,E,C,B,A,0
None,Jewish,US,Non-Veteran,-37.943751627241326,-15.971714272035717,-154.04087376275987,C,B,C,B,0
Both,None,Other,Veteran,-67.84419530253776,16.310887644633297,-13.285659862393434,B,B,C,D,0
Mental,Christian,Other,Non-Veteran,11.912269689843523,41.84246211775199,149.92180519183242,D,C,B,C,0
None,Christian,China,Non-Veteran,84.33009561345148,-27.57466651105192,288.47076454045913,C,A,B,D,0
Yes,Hindu,Germany,Yes,-64.64758131070721,76.96794698783746,-50.93822399183063,D,B,E,B,1
Physical,Buddhist,Germany,Veteran,-31.11512183649187,-2.863251052016772,-83.67191056325669,B,C,D,E,1
None,Christian,US,Yes,-181.394518643182,-66.97763668748205,-172.8556489890033,E,B,A,B,0
Both,Jewish,Brazil,Veteran,126.63303081423382,120.84101565777333,19.3652818660119,C,B,A,A,1
Physical,Buddhist,Other,No,-18.53096009165285,-226.30211011299238,112.85005054093062,B,E,A,B,1
None,None,Other,Yes,-78.89097798410344,-49.56181716091025,-92.36319127863354,E,C,B,C,0
Yes,Other,China,Non-Veteran,262.0673922647646,-10.803056656110211,105.90406103507539,C,D,A,C,1
None,Buddhist,Brazil,Non-Veteran,31.960311660005875,-78.22900066591411,-7.888411577335506,E,B,C,D,0
Mental,None,Mexico,Non-Veteran,94.78968219907092,116.88541462240754,-145.72681022440727,D,A,B,B,0
