genero,religious_affiliation,country,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
M,Jewish,UK,Divorced,A,52.49109049260182,-175.62240133761634,-11.956542390813091,B,-28.807330077875378,C,B,100.06125007197907,98.81669233696958,0
Non-binary,Other,Germany,Married,E,39.505377517212494,105.5429166687789,51.152293085410605,A,-112.30164295756495,C,D,-64.58645606707194,104.0356137261631,1
M,Muslim,US,Divorced,B,-4.494251595897684,-105.14039494031438,-131.06478744227553,E,14.928264702070523,B,E,-88.18273058638866,88.2491415912542,1
M,None,US,Widowed,B,-71.69162931668885,21.36235744429402,-230.54993639625124,E,-72.83873149768903,A,B,-126.01324024292073,-1.110423703869604,1
M,Hindu,UK,Single,D,159.84787157320633,107.57599220334004,-71.79314934839198,B,88.42320150400086,E,E,-43.84085297624728,17.678107470575828,0
Female,Hindu,US,Widowed,C,59.98914815475543,236.13922090738063,38.90283545510491,B,-124.98636214680572,A,B,2.892051464555506,89.2612581873058,1
F,Muslim,UK,Married,D,-67.68115358113572,-12.372083132854524,86.10795513519311,E,64.00662255270575,D,A,-14.641685337527605,22.79233621768801,0
Male,Other,Brazil,Widowed,A,-115.3752334969482,88.83414734862822,1.3014331814793583,C,-101.18944260141241,E,D,-26.130319592649926,93.73103093547178,0
Female,Christian,US,Single,D,45.452965143729884,-36.84800987005025,-30.60698640315771,D,23.310099752167527,A,A,93.1193853988705,-289.3012220107973,1
M,Other,India,Single,D,-5.615795732394572,127.19499910360884,-128.1958340258626,B,47.64913211465936,E,B,19.249341055592453,135.17259486476163,0
F,Buddhist,US,Single,E,120.72091888298036,94.11296702612832,-145.75092981042323,E,-0.8795904472611256,E,C,-182.4522052337822,-97.21578516154737,1
M,Hindu,US,Widowed,C,-100.53699134553216,13.981258256390772,53.550692885546084,C,157.07298351958795,B,C,-19.77475608003494,82.94608466127865,0
Male,Buddhist,China,Divorced,C,72.00039371869103,157.52487188412945,82.65547222361862,E,-81.73962347826783,A,B,-135.81513389360657,39.34903853770806,1
Male,Buddhist,China,Single,E,-84.95552056770408,6.62052538613344,-39.95858976167002,C,-10.929964041175772,A,B,13.73873611630279,37.60559180275775,1
Other,Hindu,China,Married,E,-2.4855690783886075,-18.054630577022426,36.04368231055425,E,-50.397543732577354,B,A,238.11341307075273,172.14378321388259,1
Non-binary,None,UK,Married,A,-50.57879332524892,12.80420846734572,202.27056680620308,E,9.462290932965548,B,D,-37.90949454338505,-221.81896879842026,1
Non-binary,Buddhist,Other,Divorced,E,-25.556738983029035,-2.309451147712657,168.20278382046354,D,126.670847127027,D,E,-149.0180840486711,150.49060517400227,1
M,Hindu,China,Divorced,C,49.60647549400427,-8.274856376671872,35.92541029731653,A,29.278204587140333,B,B,162.82368458122772,227.12494738475993,0
Female,Jewish,UK,Widowed,E,-52.65641363073594,-35.086118117001426,-77.44016157406608,E,36.51011099498276,D,A,-50.40479721218707,-245.22682418775256,0
Other,Jewish,Germany,Married,D,-26.701276838871348,50.88613279572238,-66.96294724893637,C,77.23159937995942,E,A,-149.3695128252274,58.15151136905795,0
F,Christian,US,Married,B,-46.25889820041947,77.16250463523689,-163.10331977879085,E,-54.98407786603603,D,C,174.83580374568788,-74.77815671976455,1
M,Jewish,Germany,Married,E,34.51265370570141,-61.285213142249916,23.34689500049531,A,29.511834298846747,A,A,-4.429707950257028,125.54588543299579,1
Non-binary,None,UK,Widowed,B,140.00682282899967,-169.05986855545694,-20.603928477633147,C,-93.8824351060948,D,E,-12.033361103002118,101.60511508697101,1
F,Hindu,India,Married,E,111.69837146887987,-62.12823736777532,59.76545322463983,B,41.41786560058635,E,A,25.55922671935714,-132.94240908079732,0
Male,Buddhist,Germany,Divorced,E,249.46476321312315,-27.343696071963,-19.70538016942741,C,100.19991926290952,B,C,-12.61216028728995,-139.5005602663933,1
Male,Muslim,UK,Married,D,-71.83672062752368,29.359873584651968,-85.21690490687227,A,-67.37095240810818,A,A,-124.70704882679173,-123.86462119321713,0
Male,Other,India,Divorced,E,80.28565196979415,29.47365141894105,70.91969276245021,A,72.21602959250905,E,B,-48.579288254246315,-81.21030301047377,1
M,None,US,Divorced,E,-57.398736334898615,46.339777372033254,40.07107512823433,D,-69.05555009435841,E,E,110.08093598359659,247.4655657173646,1
F,Jewish,Other,Single,C,-80.79027624700976,-27.291612192988225,28.454294844675744,E,-182.72706454013107,D,B,-102.31639910540144,-69.71947857197664,0
Other,Christian,Other,Divorced,B,-16.95597592117298,54.895243421451944,-127.78473964131534,E,-97.43729333043846,C,A,118.7969631167774,-206.41488544286423,0
Non-binary,Other,Germany,Single,B,36.882445307844904,-125.31157996797482,-107.23936040771048,D,65.40426366035564,A,D,-70.17092357685209,133.7071451722797,0
Other,Jewish,UK,Divorced,B,96.47268511950216,57.19336521429293,-144.08309237338085,B,212.8252948746125,D,C,-142.29132087346937,-68.76766328133992,0
Female,None,Mexico,Widowed,B,-77.79935707227722,-116.42227440467947,36.00786286648632,C,-81.07779299015978,B,A,40.29825129368119,29.47067066672366,1
F,None,Brazil,Widowed,C,152.28832119297707,-49.266249359577785,80.83508186763027,B,18.506948816677422,B,C,-76.04031537631293,12.160739164593561,0
Male,Hindu,China,Divorced,D,-37.7304275439729,-193.99031829354374,74.8151144458792,B,25.55453023221145,B,A,-179.28054543241086,-255.26992670144418,1
M,Buddhist,Mexico,Single,B,130.59042094705532,-28.613244681384575,-1.3149167462785472,A,-12.8758898859728,D,C,172.1289695811832,41.586531264194505,0
Non-binary,Muslim,UK,Widowed,A,-131.01396140473503,19.547917040143478,165.66502136155606,A,-212.00118591456928,A,D,41.88428593059859,-25.42529622075967,0
Other,Muslim,Germany,Divorced,B,15.617110890457456,-105.86150046418545,18.945212611692675,E,-152.65289229912173,A,D,6.936257308895861,18.347605571418843,1
Non-binary,Hindu,India,Divorced,E,134.21012065431933,23.79403492321431,-32.64068308011998,E,52.21119994761967,A,A,-3.9709924520198245,1.9911331003973232,1
Male,Muslim,China,Divorced,A,104.22204869895162,55.68005537998978,-104.99960491919566,C,55.23614670458237,E,C,-5.061787168999476,136.94659918723414,0
Other,None,UK,Married,B,-102.56280596957772,6.919863744364582,45.89532796291051,A,8.063717620066086,C,E,-7.198002108334409,46.85581166641862,0
F,Christian,Brazil,Single,E,134.8761711436257,-11.53083981353973,-164.8876780881141,D,10.877958812224023,C,A,-40.15878055983039,-41.8194903862138,0
F,None,Brazil,Divorced,E,-31.420118212513025,-168.75541114116024,-15.44127561857177,A,-30.736820684035283,A,B,125.59034975725854,-51.37263742615554,0
M,Jewish,India,Divorced,D,1.4947368938166028,-240.50622900607627,61.67791467288708,A,24.26015152598518,A,D,22.761246265210932,-134.4716271925781,0
Non-binary,Other,Mexico,Widowed,B,115.42600925840563,-167.2056945128817,77.6692628272468,B,-142.2209013209657,B,E,272.0794816265046,123.71184950932445,1
Female,Other,US,Married,D,188.3710462630025,-45.46668380653028,-96.74747550796341,E,-94.95118400307732,B,A,-52.138247116114236,-36.48153756330611,0
Male,None,China,Single,C,-36.47119472733708,8.426808844589164,42.46902739245788,B,27.366032110003545,A,C,-91.32992765263926,56.213345625191494,0
Male,Muslim,Brazil,Divorced,E,63.774921154553454,77.70143166248546,16.134397191725395,C,160.55734696045994,D,B,135.53505167652676,-61.168643674922784,0
M,Muslim,UK,Divorced,A,-67.67402826098886,121.76669935334587,-107.6073215672022,D,-71.89112260260588,A,B,25.531160227489956,-135.71526252882035,1
Male,Buddhist,Germany,Single,B,-111.04372835174541,-35.758436587112605,95.73616516524184,B,-7.961484628211481,D,A,114.76470808290972,-50.24146840897442,1
F,Hindu,Germany,Married,A,-31.409372046086816,29.896625655309546,0.551659324924066,E,87.74390129519448,E,C,20.088521095221704,-181.03082925179916,1
Male,Jewish,Mexico,Widowed,E,106.07868477244192,-138.79707933799253,202.86330969892043,B,44.09985331952757,B,B,81.16197484272433,-196.71254908928023,1
Non-binary,Jewish,Germany,Widowed,D,-58.15480835818264,79.04822345523472,0.8586439212340709,A,-115.16025464688249,D,E,2.602331126157097,-138.87689294259326,0
Female,Muslim,Other,Single,D,-105.10533064744034,37.42647840309763,96.89579108079172,B,-119.03176559337257,B,E,36.520869506146894,-12.217084770612775,0
Female,Jewish,Other,Married,D,-100.10652761744095,-147.24109814730872,-7.732605840477914,D,-172.042697796999,D,A,18.94288340837012,-109.66513415421824,0
M,Hindu,Germany,Married,E,-55.066003069810165,261.893787408893,-41.32557226479909,E,89.22351775537247,A,A,-118.01546911436176,-276.0395197406202,0
Female,None,Mexico,Single,E,68.23783900565125,-75.58455822494325,67.41411899480848,C,10.480089858735194,B,E,109.47006661498352,109.0794299109332,0
Other,None,Mexico,Divorced,D,-44.94849430370943,78.99206439612853,-12.817756091563256,C,-92.22185202351683,A,C,0.42459102849896335,-29.951215192577635,0
Other,Hindu,Germany,Divorced,D,-0.019412351516809787,-47.53103422083398,173.2583452395377,D,-35.79874769577674,A,B,-143.37415086182997,-23.647155364132907,1
Non-binary,Other,Mexico,Single,E,12.53052662253474,-54.69601020322432,31.996135637668914,E,-41.027365080394446,E,C,133.99054146503684,-83.27601484825226,1
M,None,Mexico,Married,E,107.03458272812662,-12.581954676215643,9.861601103570672,A,58.296714402369,E,A,-249.9817092063242,-228.45268875536667,0
Other,Buddhist,Brazil,Widowed,D,43.60190490029021,-158.02423797863642,173.42028784965368,B,-13.060129530207096,B,A,-113.16388353481739,70.67148555159378,0
F,Christian,Other,Married,C,-70.28147267886744,29.118301364730215,-19.708876186335903,E,22.55651856009436,A,C,43.28914765509532,-36.401682770484186,0
Male,Hindu,Brazil,Married,A,116.26043142054232,185.7834896752665,77.19836918370571,D,-15.08479659207755,D,A,149.5281068342186,43.5178230254481,0
Non-binary,Christian,Brazil,Widowed,A,164.8592712420615,106.18286063055893,39.58362728812208,C,-85.63019363951855,A,D,57.476945038330186,-100.27729021932974,1
Female,Christian,India,Divorced,D,33.84177287857009,47.86749300583114,-58.35680053447055,E,38.28669852918074,A,D,194.11144760274283,43.78704731605147,1
Non-binary,Muslim,US,Widowed,A,-1.4157683164194876,-104.74965037535287,-70.71267373249881,E,120.81972470138152,B,A,-53.10489374403941,137.3079755518859,0
M,Jewish,UK,Divorced,C,-22.04579804295033,-112.9087385216722,114.00684659244804,D,-59.16218807159278,B,B,-51.63400942227906,-66.35569192101858,0
M,Hindu,Mexico,Divorced,E,-25.65624757159346,21.37804321711459,0.7958364947899189,A,-47.3015825244129,A,B,-86.64527283408248,-205.57596298931,0
F,Muslim,China,Widowed,C,-107.88174297285096,-62.92685044782708,-23.491957302270354,C,130.70166429032685,B,A,-6.92941130070819,-18.068007989977996,0
Other,Jewish,Germany,Single,B,114.63948006639878,64.91138905831775,-1.216084608185818,A,-10.503134272486706,C,B,33.86764937250911,124.65207918674122,0
Non-binary,Other,US,Widowed,C,-131.51458419901167,14.024266520622891,-57.3207066984334,B,-161.90951376220218,E,C,132.1048493596081,-80.41866723088995,0
Male,Christian,Other,Widowed,D,227.0841864015571,-89.8717380827384,-5.67962742876673,D,-164.22401196117013,B,E,-49.824973681024396,178.33984348811484,0
Other,Other,Mexico,Divorced,D,-164.22426371913105,53.6311050410339,282.57709693095705,B,-136.35752034974112,D,B,-131.3554249124833,132.47059441538863,0
Non-binary,Other,Germany,Widowed,D,-115.08201550879775,-48.24936488923724,-1.15675476373236,D,-177.11838419519634,B,B,-60.912919647299766,102.28781901153239,1
Female,Muslim,Germany,Widowed,D,-60.29178554768051,-72.26018178367264,33.40958940971859,E,143.13658796741467,B,C,40.22123703958809,116.00276498078613,1
Male,None,Germany,Married,A,33.53219552008211,48.2967926184892,11.0134872800715,E,47.307635071263356,B,A,172.64770947577784,136.49676175427086,0
Male,Other,Germany,Single,A,-55.172940812351634,-168.7135770660031,14.826463669229378,A,-63.212100892367175,B,C,-124.91091480653415,89.08502619110149,0
Male,Muslim,US,Divorced,C,-48.93454319234831,-46.34267370251,34.43937349986093,E,-166.9319112714861,A,B,256.63142955520885,83.01331695051398,0
Non-binary,Jewish,India,Divorced,B,123.10846181762622,118.93622226813474,250.28019985808152,B,-47.19568677019769,A,A,163.06915838440136,-36.031985209184846,0
Non-binary,Christian,India,Divorced,D,-28.862627156692582,-20.269525082382657,-130.64643814122206,B,-177.77614773165325,C,A,-78.92918462126772,48.57901693690609,0
Female,Hindu,Brazil,Widowed,E,115.6390612689828,-47.84623572348097,75.55588723792668,A,-47.75570724250251,D,A,-68.66057819111607,-104.26462756860697,0
Male,Muslim,Germany,Married,A,-222.05003688029134,148.58417480662845,100.40540457312419,E,-48.219094467454276,A,C,7.123177854690684,12.316929799385207,0
F,Muslim,US,Divorced,C,-177.15625872509452,63.658923583174534,37.77682263895144,E,58.51953481700748,E,D,133.1295077914033,204.97785412899555,0
Female,Other,Other,Single,B,-6.551941105480514,-79.90095846610289,-101.35902193917956,B,-170.83067441004465,E,C,-119.45939151167752,-206.10568405883387,0
Other,Jewish,Brazil,Married,D,144.30650906691343,13.222225491549086,29.598925656035597,D,158.89365135172156,C,D,54.34055536756443,77.21195776904254,0
Other,Muslim,Germany,Married,E,-1.021422935670828,-63.085562690399044,159.33947122454825,B,56.21844787600821,B,A,-122.9288802918056,-6.296659397523829,0
Other,Buddhist,Other,Widowed,D,100.14332036447048,-94.80731658029644,-112.50791295626644,E,-181.80461579126774,B,E,-179.1434324190653,194.41398803092667,1
Male,Other,Germany,Divorced,B,-42.00940478112904,64.96145604901005,38.646191027368026,A,-106.54983372424329,C,E,-45.56471676551981,-74.53930946743164,0
Male,Muslim,Brazil,Married,C,-96.92233502461264,77.04299732465093,133.63121648933821,E,69.00400581171999,A,C,-7.955697744021781,202.54688444152657,0
F,Buddhist,Other,Single,B,-50.14984411329944,182.76426712815862,83.6256844818489,D,53.49644763425832,E,D,-38.88093319927478,-203.58868342244597,1
M,Christian,US,Married,E,-73.0169874101425,65.37444767088826,84.96628679371678,A,-27.37373790152231,C,B,50.20345698813525,-66.47390532531115,0
Female,Buddhist,UK,Single,A,39.75514185309618,-108.87920636566375,115.09967025627486,E,8.7599536170347,E,D,-48.76829954314774,93.78735149189504,0
Male,Christian,China,Divorced,A,-5.335350073284668,-16.292037396139616,-70.23332682408771,D,63.26455851326806,B,B,-21.3265403093152,17.23597961450634,1
F,Hindu,India,Single,D,-78.98165899459696,-33.46957297524391,37.79487480609568,C,-27.773303881616577,A,D,-206.22487078153782,-9.476900306051284,1
Other,Christian,US,Single,E,-109.63133456940591,89.17350441212476,-6.701970359734089,A,-35.78272827720787,A,B,126.92451470594645,-112.47594942308716,0
Female,Hindu,Brazil,Single,C,43.66778523391122,-75.62592769562819,-130.24506302394076,E,41.945989330039005,A,C,-37.14009922286186,-16.706983260030214,0
Male,Buddhist,China,Widowed,B,-216.77493401713218,-91.93004539239563,-100.00073646781347,D,-54.69641776038928,B,A,-30.345528667173305,156.91950426465647,0
Male,Christian,Mexico,Married,B,-39.546514732517934,71.34682142508186,-1.6239479327252893,B,13.018189207741196,E,B,22.562281060515158,26.277524695851994,1
F,Muslim,China,Single,E,-104.42461926227014,-67.57264776665401,58.21958065776186,C,87.17401290565505,C,C,-95.3140058801577,-8.517658056436993,1
M,Jewish,Other,Divorced,A,0.41358809408560077,174.7655752765582,99.48103543477103,B,-32.74362686264915,E,E,87.14496610571905,23.132348494323633,1
Female,Buddhist,US,Single,E,-31.474051069104963,102.49832968371855,-106.59409460734115,A,12.9451560691964,B,C,60.29496202477366,-30.811536052683863,0
Non-binary,Muslim,Brazil,Divorced,C,-215.5245674322054,-96.17234331648555,131.64694547926507,A,-30.17091814190987,B,C,37.8349766216578,78.25417487926889,0
Female,Muslim,US,Single,E,-34.46507254713167,77.95279998746865,-141.12480388821172,C,-39.38120065100769,D,D,-118.64308793990863,-149.01138247807845,1
F,None,Other,Married,A,-76.23762589786779,-6.9613835393739105,53.67823760821202,A,-56.09031491688836,B,B,-49.651119951686425,-7.815476953323032,0
M,None,UK,Single,B,-85.91492566791868,-73.84667040854838,42.20762799752074,B,83.99127208705511,D,D,-59.74372675987452,-47.361537256613666,0
Female,Christian,US,Divorced,E,-17.07178962904808,64.70660089821568,26.567856555673796,E,6.217840851687251,A,C,-110.28989215899236,59.5066052118401,0
Other,None,Brazil,Single,A,-58.496715002225905,155.8248686805292,-98.10375856527332,E,-36.91557135775415,B,D,-45.284428391843,59.8078486021965,0
Female,None,China,Divorced,E,-83.36982817160032,-128.14557260183076,5.478565578183082,A,-4.437056889622675,E,E,-198.58319628927234,-26.609282085847408,1
Other,Jewish,Other,Widowed,E,-18.12515523479489,-121.47540720586521,56.617019917973586,C,135.2971289351895,C,B,-77.73619549430256,-40.67830477285448,0
Male,Buddhist,UK,Divorced,D,12.91806768512925,41.15988309385391,-53.112156086244966,A,-2.4094268696329304,B,E,-19.662119773425662,248.12224919339175,1
F,Christian,UK,Married,C,122.68304016222937,-2.0331941381604164,30.77953106350214,D,150.92409742153345,E,E,42.706788941692984,-266.48063075810774,0
F,None,US,Divorced,E,-64.64104497872694,-156.21378774412554,93.52762346371092,D,43.59239339571853,B,D,-113.09138127451746,-34.25530593368198,1
F,Buddhist,US,Divorced,B,-21.202211690209804,68.65247872352293,91.61020421822532,D,-22.99564101831421,B,E,59.12883972267522,75.93056288577876,0
M,Buddhist,China,Divorced,E,142.9522317121503,76.2478284735152,88.66488542042168,A,-108.78598732776639,A,E,-27.051987066537748,-4.859450780598781,1
Other,Other,Brazil,Married,C,-75.53631072684759,46.9010701004093,130.9349332129,D,-18.544029716110934,E,E,47.90036594731832,37.60825914323257,0
F,Muslim,Germany,Divorced,B,48.75219897497197,187.36552813171002,-6.194827491248771,E,71.34046033022958,E,C,81.2175176515687,12.319863534368682,1
M,Christian,Mexico,Married,C,-1.3969053940035072,-128.11734177866148,50.36071726933309,E,13.973425177906792,C,A,128.8005240765579,-194.3442873158486,0
Female,Other,Germany,Single,D,-54.270261169527004,-216.13095382229122,-210.81348033163553,B,-7.998693445035716,B,A,37.71402752014167,-9.922616891640084,1
Male,Christian,Mexico,Married,E,-186.9828236074895,97.64745547877196,150.38443424253663,D,-137.40617068512867,A,D,-16.82406662585775,-20.78950852629112,0
Female,Jewish,Other,Widowed,E,30.820914842174098,162.67256921844927,-71.17969258284941,B,-51.635781710559726,D,A,110.88771900322645,65.00188661342906,1
Non-binary,Christian,UK,Married,B,29.447325109804552,79.93090604985473,-34.733200469313914,A,31.573690111371498,E,B,-136.19971769206305,-68.0310614486495,0
Male,Muslim,Mexico,Married,E,98.29944641807808,-29.24331662827552,-19.956170493359153,D,-90.8984958512407,C,C,-152.87054572574198,240.96572085442895,1
Male,Christian,India,Divorced,D,7.778183043025094,-49.74912906875513,228.77884534917467,C,-188.40126188627207,B,D,-67.78259620876277,-6.484415622626441,0
Other,Christian,China,Single,C,189.29493600276854,5.6215001070967485,63.66079364907065,B,-171.8524849243809,D,A,-53.60507909791088,-0.5297118537358609,0
Female,Jewish,Mexico,Widowed,B,25.29592444524342,136.2721788034225,104.38215996213147,C,-100.80080401944464,C,E,43.376663885777575,-75.38539044579005,1
F,Christian,China,Single,C,137.2544567977993,-80.76370376004432,-64.78669533509236,C,-74.07041056344286,A,B,-210.44575672575786,-103.7592015286046,0
Male,None,Other,Single,B,3.2123599363460666,-75.96129598004258,-97.51782708714578,C,-26.95234862474335,B,E,95.3480065225699,-24.50125962632027,0
M,Hindu,Mexico,Divorced,A,48.3904665496216,19.25536321002616,-179.22752742654046,C,-65.52417752959398,A,A,136.45994030718722,-36.76276438479834,0
Other,None,China,Widowed,A,83.40494745298204,26.701010446475916,-78.17111903256769,E,112.12831924385745,C,E,9.422454683305718,-31.800109509548037,0
Other,Jewish,Brazil,Single,C,17.613532045296452,-43.03931570104903,-154.1766456632788,C,-89.1543102183566,E,B,71.11744678955806,-9.014935983215757,1
Other,Other,China,Divorced,C,-64.51646275056105,-69.88575142133845,65.07584879428809,B,-125.53860365943683,E,A,22.23018681720343,45.56114459359886,0
M,Other,Mexico,Married,A,89.90229354076732,50.03654033182491,-20.944785140385925,C,16.80928517930928,B,A,3.6646807469344234,-26.5697967946646,1
Male,None,Mexico,Divorced,D,187.77039472950227,-158.60702071277538,-91.05287366055079,E,-50.51126300054487,D,E,-82.48099320231394,29.730024751208333,1
M,Buddhist,UK,Divorced,A,-15.394887939885017,143.17743764650902,39.33249247991955,E,-41.59424795383584,D,C,-66.30480844376197,22.923527085683492,1
Non-binary,Jewish,Mexico,Widowed,E,170.89772764714291,65.52718271500959,83.83218982886106,D,42.83920138215236,A,E,-50.480502902674075,84.70159168037449,1
Female,Hindu,US,Single,E,16.726389165719624,115.45010373451294,-188.01934191743806,E,40.07773363611399,B,E,-217.84115873202063,-7.298064503398289,0
F,Buddhist,US,Divorced,A,-30.117393481931064,-2.9728216411569313,58.89181203962285,A,60.662296595346,D,D,-112.1935710188205,-138.06399015611842,0
Female,Christian,UK,Single,D,-33.16149242806775,-171.5743042453495,-4.705754857171539,E,-70.30570100681416,B,A,-68.47748508851902,-30.097194862520578,1
Non-binary,Christian,China,Divorced,D,-3.615525681250807,-34.11411214037306,-18.68187187033337,E,-108.25483215692412,D,B,30.054794888332626,-55.60146235253449,0
Male,None,Other,Widowed,C,-140.98754483550061,-7.261681471371376,29.600443049674418,C,270.2448020663457,A,C,32.701938022770825,-68.39390956106203,1
M,None,UK,Widowed,B,-66.14015410131715,3.978861954337566,-30.611222469344717,B,-89.48946008388815,D,C,12.895007577011633,102.02985572676025,1
Male,Other,India,Married,C,-121.88197426132055,-22.26638615033762,137.77016720629106,A,-64.01038146439282,E,D,-62.265121910907354,48.11194172483461,1
Male,Hindu,Other,Widowed,D,-125.37958969202141,47.41433694099991,-123.8633489354501,E,41.98663827704899,D,D,-6.450197342031233,49.62449681571036,1
F,Christian,Other,Divorced,E,-87.76723096235331,19.677126816650716,-26.978156690387433,B,-9.866226278658791,B,B,74.50143076583234,17.003007317207857,1
Female,Buddhist,Mexico,Married,B,65.86750440842984,-62.990704401558084,71.37250433561778,C,-108.52857022411541,E,A,11.008718978384259,-116.08424457087484,0
M,Jewish,Brazil,Single,C,11.272847293546356,-49.873741424307816,102.40780961408551,B,22.67726857624755,B,B,-182.53496865951564,220.04821135213555,1
M,None,Brazil,Widowed,C,-8.300658141202097,-77.63838973798967,-73.4717220472236,D,-279.29197125982773,A,C,-36.06690286190972,-22.480003347249774,1
M,Other,China,Married,C,-25.78634496192579,81.20839701159153,136.62679661912554,B,146.97997100660584,A,B,-49.067171526314645,-55.30405873242565,1
Other,Hindu,Other,Married,D,-170.45746052230453,16.616911400067018,-66.5458097473767,E,82.9153372408638,D,D,186.30078990124503,125.65815044922668,0
M,Muslim,India,Married,C,50.73125759580862,54.07706619614974,102.37965923211327,D,6.619507317069459,D,A,-13.128567922713039,-62.68890403047339,1
Female,None,China,Single,C,61.29435746085387,114.88014688113302,67.09751733254855,D,-31.747255753702603,A,B,3.763945372903124,223.09064771186962,1
F,Other,Other,Divorced,D,-49.018794315968556,187.58697876969464,154.89662543529784,E,10.320741409201492,A,B,-53.99036731438828,-178.3081672259499,0
Male,Jewish,Other,Widowed,D,-66.10871765166198,87.41018754350716,29.26788108606541,C,26.250707603011957,B,D,40.85121516955837,70.28516536899892,0
F,Muslim,China,Divorced,D,178.19556999980549,62.50664368679409,-73.0837773376041,B,-131.2735851583785,E,A,-232.2860251683783,-69.21103757413992,0
Non-binary,Hindu,India,Married,B,96.52183556490822,-8.464619493846403,11.092545781278721,E,211.41623839658328,C,C,23.00346639445533,13.428828769430861,1
F,Christian,Mexico,Widowed,B,-59.76669028454161,-28.982013495031676,-95.45693863657007,D,-13.934224560331126,B,A,56.90873938880645,55.303632382602544,1
Non-binary,Jewish,US,Widowed,D,93.05600677835245,67.40722748233503,14.183065515112927,E,-36.797134804498974,C,C,177.37309257607703,37.639353291223095,0
M,Muslim,US,Widowed,E,-64.17757071768052,-133.25469087278793,-76.57333342946507,D,-82.38925285287687,C,D,-46.905693947062,-6.138259527986431,1
Other,Christian,India,Married,E,-131.1912522929521,50.29431220499696,-60.51294440771615,C,-76.20979588435524,B,A,-82.74878623770722,124.14311476190485,1
F,Other,Brazil,Widowed,B,-34.24857954229147,197.01620039934525,-78.35013158742265,C,18.485032317035046,B,B,-59.966388977946735,26.30681185468174,1
Male,Muslim,Brazil,Single,D,33.05048995422323,-50.99183227965965,164.14792072435415,A,148.9181745943795,A,D,43.229601071263204,75.82731536199773,0
F,Christian,US,Single,A,-53.27529555999312,28.529482671434646,-133.49064529380405,B,-103.88672038739948,D,B,-84.86163435331248,30.659831208971223,0
Non-binary,Buddhist,Mexico,Married,D,-78.9202439934404,-142.63960743663253,-20.17939868664811,B,-4.321237800971448,C,B,-79.56641450181125,-130.10020527767975,1
F,Buddhist,Germany,Divorced,A,56.088007754096324,30.614536157905057,15.437467214925526,A,-104.5725144510105,A,E,-99.94850721362806,70.79408742549626,0
Non-binary,Hindu,India,Widowed,A,-3.26451710886088,-150.54384905036187,-42.061530355148314,C,156.51144811635953,C,B,-1.70221576227408,170.50998370441434,1
Female,Jewish,US,Single,A,25.474278565398105,-65.3484310892221,-44.38109376909637,E,101.5249452913534,B,D,-91.44877248445866,123.65481439655335,1
Other,Muslim,Mexico,Married,A,-220.83288674647292,-28.30205104392334,-53.340453040586425,B,-225.027487550721,E,D,-74.38364644842936,-37.144677949733726,0
Female,Buddhist,Mexico,Widowed,D,10.779314666837596,-14.17429691356813,-11.93897701695214,D,8.172673934292844,B,A,-125.64767362504467,-37.18775405736297,0
Female,Christian,China,Widowed,B,0.08506342840740018,130.32539728182132,-73.46106046606884,E,72.56242926477715,A,B,16.921380303811436,62.68590907489904,0
M,Christian,Brazil,Divorced,D,-154.5008159253029,-94.51930897359723,-10.091155571864032,C,175.95316485646458,B,B,-91.55079041116545,-73.5945150992837,1
F,None,India,Single,D,-124.56468818986946,-41.37228685197299,-147.123873645379,C,-25.92843043909908,C,C,120.60322841894624,79.57644559465574,0
F,Other,Mexico,Divorced,E,89.05270745581623,-204.65659510271234,21.431798507190365,C,-28.126045202869026,D,D,121.55225103264165,-29.773281394773537,1
M,Hindu,Brazil,Divorced,E,-62.76125882974905,112.37384019783431,-137.47460624507596,C,68.93102022979973,E,D,75.47429702890057,36.10646451975031,1
Other,Jewish,India,Widowed,C,93.31412812972049,-138.66809116948153,-7.769667744965226,E,-238.02189950122292,B,D,-98.11787478389849,-28.255263189213046,0
F,Jewish,Other,Widowed,B,120.4725224695504,-49.35454488782931,-32.841106817867235,D,110.40704107100719,A,A,103.63156120041492,66.7077312747658,0
M,Other,Germany,Divorced,D,180.06104931697163,-169.26341055882327,14.26988205494901,A,45.58068338855739,A,A,95.54806261608807,42.590911230010434,1
F,Hindu,UK,Widowed,D,11.70687190229321,-50.623433781989256,-154.75251173820834,D,100.08298043611894,E,A,36.16021827115172,-63.96106022332273,1
M,Christian,Germany,Single,C,12.127746393854167,16.352623277098917,18.80011451373861,B,-111.32898141372407,B,E,-54.985754640415884,-120.2292861832727,0
F,Other,Brazil,Widowed,B,-59.19089393628418,26.54668455675476,-171.074328113417,C,118.65704457054295,E,B,76.84617459205893,-177.9523359058522,0
Non-binary,Muslim,Mexico,Divorced,E,-6.777387525138965,14.741856561211602,-43.72055009329831,E,1.395745502016301,E,E,251.12633130834286,9.56440135169221,1
Non-binary,Buddhist,Germany,Single,E,-14.112931564137387,-71.27378382369871,-30.72535666695756,B,145.24239371030365,C,C,35.74260063492523,108.21795570998827,0
Male,None,Other,Single,C,-140.56208056346009,22.84986920480533,-13.43713544719645,E,29.978289170207546,D,E,-66.46079045931964,-47.769371079491066,0
