country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
India,A,E,C,D,E,B,C,1
Germany,B,D,A,B,A,D,E,0
Other,C,E,D,D,A,E,E,0
China,C,B,C,E,E,A,D,1
Germany,A,B,E,D,A,D,E,0
Germany,E,D,E,D,A,E,D,1
US,D,E,C,C,A,B,A,0
Mexico,C,C,D,C,A,C,C,0
India,E,D,D,E,D,A,C,0
China,E,A,C,A,D,B,C,0
India,D,E,C,B,E,B,C,1
China,E,B,E,B,B,B,D,1
Other,B,C,A,E,C,A,A,1
Mexico,B,A,D,C,C,C,D,1
Mexico,B,D,E,B,D,E,C,1
UK,E,B,A,B,B,C,C,1
India,C,D,C,E,D,E,C,1
China,A,C,B,E,E,B,E,0
Other,D,B,D,B,E,D,C,1
China,D,C,C,B,E,E,C,0
Germany,C,C,B,A,B,B,C,1
Germany,A,B,D,E,E,B,B,0
Brazil,D,A,D,B,A,C,E,1
Mexico,C,C,B,C,A,C,E,1
Brazil,E,E,B,D,A,B,E,1
Brazil,B,E,A,C,B,A,C,1
Germany,E,B,E,A,A,E,D,1
China,A,A,D,D,B,D,C,1
UK,E,B,C,D,A,E,A,1
China,C,A,A,C,A,A,D,0
Brazil,D,D,A,C,A,C,C,1
US,B,E,C,C,A,B,E,1
China,C,A,A,B,D,A,A,1
Germany,A,C,B,A,B,C,E,1
Other,D,C,D,C,C,E,D,1
Germany,B,B,C,E,B,B,A,1
China,C,E,A,B,E,B,E,1
China,C,E,E,E,D,C,C,0
Brazil,E,A,E,A,A,A,D,0
Brazil,A,D,B,A,B,E,E,0
UK,C,E,B,D,C,A,A,1
US,C,E,B,B,B,D,B,1
Germany,C,B,C,D,B,E,B,1
China,C,C,D,A,A,B,B,1
India,B,C,C,D,D,E,B,1
UK,C,D,C,B,B,E,B,1
Germany,A,A,B,E,B,D,C,1
Other,B,E,C,A,B,C,C,1
Germany,A,D,C,A,D,B,C,0
Germany,B,D,E,B,E,C,A,0
China,E,E,B,D,A,E,E,1
China,A,A,E,D,E,E,D,1
Brazil,C,E,B,B,A,E,C,1
UK,E,B,C,C,D,B,D,0
Mexico,D,A,C,D,C,B,D,1
Mexico,A,B,B,C,C,D,D,0
India,C,C,E,C,C,A,D,1
China,A,A,C,B,B,D,B,1
Germany,A,D,A,C,B,C,B,1
US,E,D,A,B,B,A,C,1
US,C,D,C,B,D,C,A,1
India,E,A,B,B,E,D,C,1
Mexico,C,A,A,D,E,D,B,1
Brazil,C,B,A,A,C,A,B,1
Other,E,D,B,C,B,B,C,0
Other,E,D,C,C,E,B,B,1
Germany,C,C,D,E,A,E,B,0
India,E,E,D,C,D,B,A,0
China,E,E,D,A,C,B,D,0
Brazil,B,B,E,C,B,C,D,1
China,D,E,C,C,D,C,D,0
Other,D,D,A,B,C,D,B,1
UK,B,E,E,A,B,C,A,0
Germany,A,C,E,C,B,E,E,0
Germany,E,C,C,E,E,C,D,0
UK,A,D,A,A,D,E,E,0
US,B,C,A,D,E,B,D,1
China,B,A,C,A,B,D,B,1
India,D,A,C,A,B,E,B,0
Other,B,B,B,A,B,E,A,1
China,C,E,D,E,D,C,A,1
Germany,A,B,A,A,D,A,C,1
Germany,C,D,B,A,E,C,C,1
Germany,E,A,E,B,C,E,E,0
Other,D,C,B,E,C,D,D,1
Other,C,D,A,D,A,E,D,0
China,B,B,C,E,E,B,C,1
US,A,A,E,D,A,A,C,0
UK,C,D,C,A,B,C,E,1
India,C,A,B,E,A,D,A,0
Mexico,E,C,A,A,B,A,A,1
US,C,C,D,D,C,D,E,1
India,E,D,E,D,A,C,D,0
Mexico,A,E,C,D,A,E,D,0
US,B,B,E,B,E,E,A,0
UK,A,B,C,D,A,E,D,0
China,E,D,C,E,E,A,B,1
US,A,C,E,B,A,B,E,0
US,E,E,E,A,B,D,C,0
US,A,A,D,E,B,D,D,1
Germany,C,B,E,A,E,E,D,0
China,C,D,C,E,C,A,E,1
UK,D,D,C,B,A,A,E,1
Germany,E,B,A,B,D,E,B,1
China,B,D,A,B,D,E,C,0
UK,B,C,A,C,C,B,C,0
Mexico,B,B,B,E,C,D,E,1
India,E,B,A,D,C,D,C,0
Mexico,A,E,D,E,D,E,B,0
Brazil,E,D,C,A,D,C,C,0
Other,D,E,E,A,B,B,B,1
US,E,E,A,D,C,A,E,1
Other,A,B,A,E,E,B,B,1
India,A,B,A,E,C,A,B,1
Brazil,C,E,D,C,B,B,C,0
Other,D,C,B,A,B,C,A,0
Brazil,C,C,A,E,D,C,C,0
Germany,A,D,D,E,E,B,E,1
US,B,B,A,A,D,D,A,1
Brazil,E,B,C,B,A,B,B,1
Brazil,E,C,D,D,B,C,A,1
India,A,E,C,B,A,D,C,1
Mexico,D,D,E,C,C,A,D,0
India,B,D,A,A,D,E,C,0
Brazil,B,E,D,D,B,A,A,1
China,A,B,D,A,E,B,B,0
Mexico,A,E,C,C,D,D,E,1
India,D,D,C,E,D,E,A,1
UK,C,B,D,B,B,E,E,0
Other,D,E,C,D,B,A,B,0
UK,A,A,E,C,B,C,E,1
UK,B,E,D,E,E,A,A,1
UK,A,E,B,B,E,D,A,1
Other,B,D,A,C,E,E,B,0
Other,C,C,A,C,D,E,D,1
Brazil,A,E,A,E,D,A,C,0
India,B,A,C,E,B,C,D,0
China,C,E,B,B,C,E,C,0
UK,E,A,E,B,B,B,C,1
Other,D,A,D,A,B,A,B,0
India,B,C,A,B,D,D,B,0
US,E,D,B,E,E,E,E,0
India,B,E,B,B,C,E,A,1
Brazil,D,E,B,D,A,E,D,1
Other,C,D,D,B,C,E,D,0
UK,D,B,B,A,A,C,E,1
UK,B,E,D,C,A,A,D,1
China,D,B,D,A,B,B,A,0
UK,D,D,A,B,B,E,D,0
UK,A,B,C,E,D,C,E,1
Germany,E,D,A,A,A,B,C,0
Brazil,C,D,C,E,C,B,B,0
Germany,C,C,E,A,D,E,E,0
India,B,C,B,D,B,B,D,0
Brazil,B,D,B,B,C,E,A,1
Mexico,C,E,C,C,C,A,C,1
Mexico,D,D,A,C,E,C,A,0
India,E,B,E,E,B,E,E,1
US,B,C,D,C,A,C,E,0
Brazil,C,B,B,D,A,D,E,0
UK,B,D,A,A,D,E,E,0
Brazil,E,E,C,E,A,E,C,1
Brazil,E,A,D,B,C,D,A,1
Other,B,A,C,C,E,A,D,0
Brazil,D,C,C,A,B,D,D,0
Mexico,C,B,C,E,D,A,C,1
Mexico,D,E,D,B,E,E,C,0
US,B,C,D,C,E,C,E,0
India,A,C,E,B,B,B,A,0
Mexico,D,C,D,A,D,D,A,1
Brazil,E,A,A,C,B,D,D,0
Germany,D,D,C,B,B,C,C,0
Other,D,B,E,E,E,A,E,1
Germany,D,D,B,B,C,C,E,0
US,E,A,E,D,D,D,B,0
US,D,B,C,B,B,E,B,1
Other,E,D,B,C,A,D,A,0
India,A,E,C,A,D,B,D,1
China,E,A,B,B,C,D,E,0
Germany,D,A,D,A,A,B,C,1
China,E,B,D,C,A,C,C,0
UK,C,D,D,C,B,C,C,0
Other,D,C,A,E,C,B,B,0
US,E,E,E,A,E,D,B,1
Brazil,C,A,C,D,B,D,C,1
Other,C,A,C,E,B,D,D,0
Other,C,B,A,E,D,D,E,0
China,B,D,B,A,D,C,C,0
US,D,C,A,A,B,C,A,1
US,D,B,A,E,C,E,C,0
Brazil,E,D,A,C,C,E,D,1
Other,E,B,C,D,E,C,A,1
Germany,A,C,B,B,A,D,E,1
US,D,C,C,A,A,D,E,0
Brazil,E,B,E,E,A,D,C,0
Mexico,B,E,E,C,C,A,C,0
Mexico,C,E,B,E,C,B,C,1
UK,A,B,C,B,E,A,A,0
China,B,B,B,C,D,E,A,0
India,D,E,B,A,E,D,A,0
Other,C,B,D,A,D,D,B,1
Germany,A,E,E,B,C,A,D,0
Other,A,A,E,C,D,B,B,1
UK,B,E,D,E,C,D,B,0
Brazil,E,E,E,D,D,B,E,0
Brazil,B,A,D,B,A,E,E,0
US,E,D,E,A,D,E,B,1
Brazil,D,A,A,E,C,E,D,1
Brazil,B,E,C,B,A,B,D,0
Brazil,C,B,A,A,C,D,D,0
India,A,A,B,B,E,C,B,0
India,E,A,B,D,E,C,C,0
Germany,A,A,A,A,A,C,D,1
Brazil,C,C,D,B,E,B,E,1
India,C,D,A,C,D,B,E,0
Germany,A,A,C,E,B,B,A,1
India,D,E,C,A,D,A,D,1
US,C,D,A,E,E,E,D,1
UK,D,E,E,B,D,E,A,0
US,D,A,D,A,E,E,A,0
Germany,B,A,C,C,B,E,C,1
China,C,D,A,A,B,A,B,0
India,C,C,B,C,D,A,E,1
Mexico,A,A,E,C,C,A,E,0
Germany,A,A,D,A,D,B,C,1
US,A,B,A,E,A,E,D,1
Germany,E,E,E,D,E,E,A,0
UK,C,C,A,C,B,D,C,1
Mexico,C,D,D,B,A,D,A,0
China,D,B,A,C,A,C,B,1
UK,A,D,D,C,E,A,A,1
UK,B,B,C,D,D,D,B,0
Germany,E,C,D,B,C,B,B,1
China,C,B,C,E,B,A,E,1
India,C,B,D,C,D,B,A,1
Germany,E,E,B,A,E,D,E,1
Germany,E,A,C,C,D,D,E,1
Brazil,E,C,D,D,D,D,E,0
US,A,B,E,D,B,B,A,1
China,D,E,D,E,B,C,C,0
Other,D,A,A,E,C,A,A,1
India,B,A,A,A,D,B,D,0
Brazil,A,A,A,A,C,A,C,0
China,D,D,C,E,D,C,C,1
Mexico,B,C,E,B,B,E,C,1
Mexico,D,C,E,B,D,B,D,0
China,A,B,D,B,E,C,B,1
China,A,A,A,C,A,D,A,0
Germany,D,B,E,D,E,A,E,1
India,C,D,D,A,A,A,D,0
Brazil,C,E,A,A,D,E,C,1
US,D,D,C,E,A,C,A,1
Other,B,A,E,D,D,C,B,0
UK,C,A,A,B,D,B,C,0
India,A,D,B,D,A,D,C,1
UK,C,E,C,B,A,A,D,1
Brazil,B,B,E,D,C,E,C,1
Brazil,E,C,D,C,E,D,B,0
Germany,D,C,A,E,E,C,D,1
Mexico,A,D,D,B,C,E,E,1
Germany,E,B,E,A,D,D,B,1
Other,B,B,D,C,B,E,D,0
China,D,B,C,C,C,D,D,0
Other,B,E,C,D,E,E,E,0
Germany,B,B,E,B,C,C,D,0
UK,C,A,A,D,A,C,B,0
US,A,E,B,E,D,C,C,1
Germany,B,C,E,B,B,D,D,1
UK,E,B,E,C,C,B,C,0
Mexico,D,C,D,A,C,E,B,0
Germany,C,E,B,B,B,E,B,0
Germany,D,E,B,E,D,E,B,1
US,D,D,B,B,E,B,D,1
China,B,D,C,B,C,B,A,0
US,B,E,A,C,D,A,C,1
Brazil,B,B,B,D,E,A,D,0
Germany,B,A,C,C,C,B,B,0
India,D,E,E,C,A,B,D,1
India,D,C,A,B,E,C,D,0
China,A,D,D,A,E,B,E,1
China,C,B,A,A,D,D,A,1
Other,A,E,A,B,E,C,C,1
Brazil,B,D,C,D,D,C,C,0
UK,E,D,E,B,A,D,E,1
UK,B,C,B,D,A,C,B,0
Germany,C,D,A,B,C,C,B,1
UK,C,D,C,D,A,C,E,1
UK,D,D,A,E,A,C,E,0
Other,E,A,C,A,A,C,C,0
China,E,C,E,C,B,B,A,0
US,D,B,B,C,B,A,D,1
US,C,B,A,B,C,B,C,1
India,B,D,C,D,E,A,B,0
India,C,A,C,E,E,E,A,0
US,A,E,D,B,A,A,A,1
Other,E,C,D,B,B,A,D,1
China,D,A,E,E,B,E,A,0
Other,A,A,D,C,B,B,C,0
India,E,A,B,D,A,B,A,1
Germany,B,E,C,C,D,B,D,0
India,B,D,A,C,E,B,A,1
US,B,E,B,E,B,E,D,1
China,D,D,D,A,B,A,D,1
UK,A,D,D,C,C,C,E,0
Other,B,C,D,B,C,D,E,1
India,C,A,D,D,A,A,E,1
Brazil,D,E,E,A,D,E,E,0
US,E,A,A,A,A,B,E,1
US,E,D,A,C,E,A,D,1
China,D,C,B,D,D,A,D,1
India,D,A,A,D,D,D,C,1
Germany,A,D,C,E,E,D,C,0
Mexico,B,B,D,A,A,A,D,1
Germany,B,B,B,D,E,E,D,1
Brazil,D,A,A,D,D,B,A,0
India,B,D,A,B,A,D,C,0
US,B,B,E,D,B,D,E,1
Mexico,E,C,A,C,B,A,E,1
Other,A,E,E,C,E,E,D,0
Other,A,E,E,B,C,A,E,1
India,B,A,C,A,E,C,B,1
UK,D,A,E,B,C,A,D,0
China,B,C,D,A,D,E,A,1
Germany,D,C,A,D,C,B,E,0
US,A,D,C,E,E,D,A,0
Other,C,C,A,A,C,E,D,0
Germany,C,A,C,E,D,B,B,1
Mexico,A,A,E,D,B,E,D,0
Mexico,E,E,E,A,A,D,D,1
UK,E,E,C,E,A,E,E,0
Germany,B,A,A,D,B,A,A,0
Mexico,A,D,D,D,D,D,D,1
US,A,D,A,D,C,E,C,1
Germany,E,E,C,E,A,E,D,0
Germany,E,A,A,C,D,A,D,1
Brazil,B,B,A,D,E,A,A,1
China,E,A,A,C,E,D,E,1
India,C,A,A,B,B,C,E,1
Germany,C,C,B,A,C,D,D,1
UK,A,A,A,B,E,B,E,0
Mexico,A,B,C,A,B,C,B,1
US,E,B,D,D,E,A,C,1
Brazil,C,E,D,C,A,C,D,0
Mexico,C,B,E,C,E,D,D,0
Brazil,B,E,B,A,B,E,B,0
China,D,C,A,B,C,B,A,1
India,A,E,C,E,E,E,E,1
US,A,D,D,B,A,B,D,1
UK,B,D,D,B,A,D,E,1
US,C,C,E,E,C,D,A,0
India,B,A,C,E,C,D,D,1
Brazil,B,B,B,B,C,B,D,1
Mexico,C,E,C,D,C,B,A,1
Germany,C,D,C,C,B,A,A,0
US,E,A,E,D,B,C,E,0
Mexico,C,C,A,E,C,E,A,0
China,D,B,E,E,D,A,C,0
US,A,C,C,A,E,A,D,1
UK,E,C,A,D,B,A,B,0
US,A,E,A,C,A,E,A,1
India,D,C,A,A,E,D,E,0
Mexico,E,A,D,D,A,E,D,1
Germany,B,A,E,A,A,D,D,1
US,A,B,D,E,A,C,D,1
US,C,C,D,C,B,A,C,1
Germany,D,B,E,C,D,D,C,1
Germany,E,E,C,C,C,A,C,0
China,D,B,C,E,E,A,B,1
US,A,A,C,B,D,D,D,0
China,E,C,A,C,C,C,C,1
UK,C,B,B,E,C,A,E,1
China,A,E,C,C,E,D,D,1
Mexico,D,C,A,D,D,A,C,0
China,B,B,C,E,E,A,C,1
US,A,D,C,B,A,E,B,1
China,E,C,E,B,D,E,D,1
UK,B,A,A,B,B,E,E,0
Germany,A,B,B,C,D,D,D,1
UK,D,A,A,E,A,B,A,1
US,A,C,B,E,E,D,C,0
UK,B,E,E,E,E,D,B,1
Germany,A,A,E,A,E,E,A,0
China,B,C,E,A,B,C,D,1
Brazil,C,E,D,D,E,E,D,0
Germany,A,C,C,E,D,C,C,0
Germany,B,B,C,D,C,B,C,0
Other,B,C,C,D,A,A,D,1
Mexico,C,A,B,B,D,E,E,0
US,C,E,E,E,B,E,B,1
Brazil,E,D,D,C,D,B,B,0
Mexico,B,D,C,D,D,B,A,0
India,C,E,C,C,A,B,E,1
India,D,D,B,E,D,D,A,1
UK,D,D,E,E,A,D,E,1
China,B,E,C,C,E,D,B,0
Brazil,E,B,A,E,D,B,D,0
Germany,A,B,E,E,E,E,E,1
China,C,C,A,E,C,D,E,0
Other,E,B,D,B,B,E,D,1
Germany,E,E,E,D,E,B,B,0
China,B,C,D,B,E,E,C,1
Other,C,D,C,C,E,A,C,0
Germany,D,D,B,E,C,A,C,1
China,B,E,E,D,A,D,E,1
UK,A,B,C,A,C,A,D,0
US,B,B,D,D,C,B,E,1
Mexico,C,D,D,D,E,D,D,0
Mexico,D,A,B,D,B,E,A,0
India,A,D,D,A,B,D,D,0
US,C,A,B,D,C,C,D,0
Other,A,E,B,B,C,C,B,0
Other,B,D,B,C,B,E,D,0
Brazil,C,E,B,B,C,B,B,1
India,C,A,A,A,D,E,A,1
China,D,E,D,D,E,A,C,1
Germany,B,E,A,C,D,B,A,0
UK,D,E,A,E,B,A,D,1
US,C,C,C,E,B,C,C,1
Mexico,E,E,D,E,A,E,B,1
India,E,D,B,D,C,C,E,0
UK,C,E,C,D,C,E,E,0
Mexico,B,B,D,E,E,C,E,0
Brazil,D,C,A,B,E,E,E,1
UK,D,D,A,B,D,D,D,0
US,D,B,B,A,B,A,E,1
China,D,E,C,A,A,C,D,1
US,C,A,C,B,C,B,A,0
Brazil,A,A,D,D,C,A,B,1
India,B,C,C,C,B,E,B,0
UK,D,D,A,C,C,D,D,0
Germany,E,E,C,E,D,C,E,1
Other,B,D,C,B,B,B,E,0
Mexico,E,C,A,B,D,D,A,1
Brazil,D,C,C,C,E,A,B,1
Other,A,B,A,A,D,B,C,1
US,C,A,D,C,B,B,C,1
China,B,C,A,B,D,B,C,0
Brazil,A,A,E,D,D,A,A,0
China,B,A,D,D,C,B,A,1
Mexico,A,A,C,D,C,E,B,1
US,B,E,D,C,B,B,B,0
Other,A,B,A,A,D,C,D,0
Brazil,D,E,E,D,E,E,A,0
US,A,A,E,D,A,E,C,1
India,A,D,A,B,C,C,D,0
Mexico,E,C,C,B,A,E,D,1
Other,B,B,D,C,B,B,C,0
Mexico,A,C,E,A,E,B,B,0
Other,A,A,A,C,B,E,E,1
Mexico,E,D,A,D,B,E,B,0
Other,D,C,E,A,E,E,A,1
Brazil,A,C,D,D,C,D,E,1
US,D,E,E,B,B,C,D,1
Mexico,A,D,D,E,C,D,E,0
UK,B,A,C,A,A,A,B,1
Other,A,E,E,C,D,B,E,0
India,E,D,E,E,B,D,D,1
China,A,E,B,E,B,E,B,0
UK,C,E,B,A,B,A,B,1
UK,A,D,D,D,A,E,B,0
Mexico,B,B,C,E,E,A,E,0
Other,D,D,D,A,E,C,E,0
UK,D,E,B,C,C,C,C,0
Germany,C,D,E,B,A,D,E,0
Germany,E,B,C,B,A,E,A,1
Brazil,A,E,B,A,C,D,D,0
India,C,A,A,B,A,E,C,1
Mexico,B,C,C,A,B,B,B,0
US,B,E,C,B,B,E,A,1
Mexico,B,E,C,A,C,B,E,0
Germany,C,C,B,C,D,D,B,0
UK,B,D,D,E,C,C,A,0
US,B,A,E,B,C,B,B,0
Other,A,A,E,D,B,D,C,0
Germany,B,C,B,A,B,C,D,0
China,E,D,D,D,D,A,B,0
China,C,A,B,C,C,A,B,0
Brazil,D,D,A,B,B,D,B,0
Other,B,C,B,C,A,A,B,0
UK,A,A,C,E,A,E,E,0
Germany,B,B,B,E,E,A,A,0
Germany,B,D,A,A,B,B,E,0
Germany,D,E,B,B,A,C,E,1
Mexico,E,D,E,D,A,D,E,1
UK,D,C,C,D,C,C,D,0
US,E,D,A,D,E,C,C,1
India,C,D,D,D,A,D,C,1
Mexico,D,B,B,D,B,B,C,1
Other,D,A,A,B,A,E,A,0
UK,E,B,E,B,A,A,C,0
Mexico,D,E,B,A,E,E,B,0
Brazil,B,B,E,E,A,D,C,1
Germany,D,D,E,C,A,A,D,1
Other,A,D,A,C,A,A,D,1
Other,C,E,A,B,E,D,C,0
Germany,B,A,E,A,A,B,B,1
Other,A,C,D,E,A,E,C,0
UK,A,D,A,A,D,C,A,0
Germany,A,C,A,B,B,E,C,1
Mexico,A,A,C,C,D,C,E,1
Brazil,A,B,B,C,C,D,B,0
India,D,B,C,C,C,E,D,0
India,C,B,E,E,C,A,E,1
Mexico,C,C,B,A,E,E,E,1
Mexico,E,E,B,B,D,C,D,1
US,E,D,E,C,D,C,B,0
UK,C,D,C,B,C,B,E,1
China,E,E,D,E,C,C,B,1
Other,E,D,A,C,D,C,B,1
India,D,D,D,D,A,A,A,1
Other,A,C,E,A,B,A,A,1
US,C,E,C,E,D,D,E,0
UK,D,C,C,B,D,C,E,0
Mexico,E,C,E,A,B,B,B,1
Other,E,D,C,B,E,B,C,0
Other,C,B,D,B,E,A,C,0
China,E,E,D,A,E,D,D,1
Mexico,D,C,B,B,E,B,B,0
Mexico,C,B,B,D,D,E,A,0
Brazil,C,B,B,B,D,E,D,1
Germany,A,C,D,A,A,D,A,0
China,D,A,B,E,C,E,A,1
China,C,D,E,C,D,E,B,0
Other,A,E,E,A,E,E,E,1
US,A,E,D,C,C,A,A,1
US,A,B,E,D,E,E,C,1
US,C,D,C,A,E,B,A,1
US,D,E,B,E,E,C,D,1
India,C,A,B,D,A,A,B,0
Brazil,E,D,B,E,B,E,C,0
India,D,A,E,A,A,E,B,1
Mexico,D,D,C,C,D,A,B,1
UK,C,B,E,C,E,E,E,0
Germany,C,C,B,C,E,E,C,0
UK,D,D,E,C,B,E,E,0
India,C,B,E,D,E,C,B,0
China,D,B,B,A,A,B,B,0
Other,A,C,A,D,E,E,B,1
US,C,A,D,D,E,A,B,1
Other,D,A,B,D,A,C,D,1
UK,C,B,D,C,C,E,B,1
China,B,C,C,A,A,B,D,0
China,E,E,C,B,D,C,B,0
Brazil,A,D,A,D,B,D,A,1
Brazil,B,E,C,A,D,C,B,0
Germany,A,C,E,C,A,A,C,0
US,B,C,C,E,C,D,B,0
UK,A,A,B,D,B,A,D,1
US,E,B,A,A,C,E,B,1
India,B,E,B,D,D,D,B,1
India,E,D,A,D,C,D,A,0
UK,C,D,D,C,E,C,A,0
US,E,D,E,C,B,C,A,0
Other,B,E,C,C,A,C,B,1
Brazil,E,E,C,E,B,C,D,0
UK,E,B,D,B,D,E,B,0
Brazil,C,E,A,A,E,E,D,0
China,B,C,E,A,C,C,A,0
Germany,A,D,C,A,D,E,E,1
China,C,B,B,C,D,E,A,0
UK,D,D,C,D,B,B,C,1
India,C,E,D,E,E,A,C,0
Other,C,D,A,C,E,C,B,1
Mexico,A,B,E,C,D,C,E,1
UK,C,C,E,E,A,E,E,1
Germany,E,D,E,D,E,A,C,1
Germany,D,A,A,B,E,B,A,1
Other,E,C,E,D,B,C,C,1
Other,A,D,A,B,A,E,E,0
US,C,A,B,E,B,D,B,0
UK,E,A,D,A,E,A,E,0
Mexico,E,E,D,C,E,C,A,0
US,D,D,A,B,D,A,D,0
India,A,A,A,D,B,E,D,0
India,B,C,E,B,A,A,A,1
Brazil,A,A,C,D,E,E,A,0
Other,E,E,B,D,D,B,D,0
Germany,C,A,A,B,E,B,C,1
UK,A,B,D,A,E,C,A,0
Other,C,B,A,C,D,A,A,0
Germany,E,D,A,D,D,A,B,1
Brazil,B,E,A,A,E,E,B,1
China,E,A,A,C,E,C,C,1
UK,C,A,B,D,E,A,B,0
Brazil,C,C,C,B,D,C,B,0
UK,D,B,B,C,B,C,D,0
Brazil,A,E,B,E,B,D,E,0
Mexico,E,A,D,E,B,E,C,0
Brazil,D,B,B,D,D,A,E,0
US,C,C,A,D,C,B,E,1
India,D,D,E,D,B,A,E,0
Mexico,C,E,E,E,D,C,C,1
UK,C,C,D,B,A,E,A,1
India,B,B,E,E,E,D,A,1
Other,B,B,C,D,C,E,E,0
Mexico,C,E,B,E,E,D,A,0
Germany,A,B,A,E,E,D,E,1
UK,C,C,C,D,C,E,E,0
US,B,E,D,D,D,C,A,0
Other,C,D,A,E,C,A,C,1
UK,A,A,B,D,C,D,E,1
UK,D,D,C,B,E,A,D,1
India,C,A,D,A,D,B,E,1
India,C,B,B,D,C,A,A,1
UK,D,C,D,C,D,D,C,0
China,D,D,A,A,E,B,E,1
US,A,B,C,C,C,E,C,1
Germany,E,E,A,C,D,C,E,0
Brazil,A,E,A,E,C,E,E,1
Other,D,D,B,B,B,B,C,0
China,B,A,A,D,D,A,B,1
China,B,A,B,C,C,D,C,0
Brazil,D,E,D,A,D,A,B,1
US,E,C,D,D,E,D,E,0
India,A,B,D,C,D,A,C,1
India,A,D,B,C,E,A,E,1
Brazil,A,D,C,B,E,B,D,1
India,B,D,D,C,C,A,C,1
Brazil,D,B,A,B,E,A,D,0
India,A,C,D,B,A,A,D,1
Brazil,B,C,A,C,B,A,E,1
Mexico,D,B,E,C,D,E,D,1
China,A,E,C,C,E,C,C,0
UK,E,D,D,B,D,E,E,0
Germany,E,C,C,B,B,D,D,1
China,A,E,C,C,D,C,D,0
Germany,E,C,B,B,B,B,B,0
Brazil,D,B,A,E,A,D,A,0
China,E,B,E,C,E,A,B,0
Germany,D,E,D,B,C,D,E,1
Other,B,A,D,D,D,E,B,1
Brazil,C,D,E,A,B,B,E,0
China,E,B,B,D,D,D,A,1
Brazil,B,D,D,B,C,E,C,1
Germany,D,A,A,C,D,A,A,0
China,A,B,E,A,D,D,B,0
Germany,B,D,C,C,E,A,A,1
Other,B,E,C,B,A,D,E,1
Germany,E,A,E,B,B,D,D,0
Brazil,D,A,A,E,B,B,E,1
Brazil,B,A,A,B,B,A,D,0
Brazil,C,A,E,E,E,B,A,0
Mexico,D,D,A,A,C,E,C,1
UK,B,A,E,E,A,B,B,0
Mexico,B,B,B,A,A,E,B,0
US,B,D,B,D,E,D,E,0
Germany,E,E,E,C,B,B,D,1
Brazil,B,B,B,D,D,C,B,0
Other,E,E,D,A,D,B,C,1
Brazil,A,B,E,C,C,B,E,1
China,B,D,B,D,D,D,D,0
Mexico,B,D,A,C,D,C,E,1
US,C,E,B,E,B,B,C,0
India,E,A,A,A,B,A,A,0
Brazil,A,C,C,D,E,D,D,0
China,B,A,D,B,E,B,E,0
Mexico,E,B,E,A,E,A,C,1
Germany,D,A,E,D,A,E,C,0
UK,C,E,C,B,D,B,C,0
Mexico,B,E,D,C,A,E,D,0
Mexico,E,E,D,C,A,E,A,1
China,C,A,B,B,B,E,B,1
UK,D,D,E,D,C,A,C,1
Mexico,E,C,D,D,C,E,E,1
US,C,D,D,B,C,D,C,0
Other,B,E,C,E,A,A,A,0
US,D,A,D,C,D,D,D,0
India,B,E,E,E,B,A,B,1
Germany,E,C,A,D,A,B,E,0
Other,A,A,A,E,E,C,E,1
Other,B,A,B,C,B,D,D,0
UK,E,E,E,B,E,B,A,1
UK,A,A,B,A,D,B,B,0
India,D,A,C,C,D,E,E,0
UK,D,D,B,E,C,B,C,0
Brazil,E,D,C,D,E,D,B,1
Mexico,B,E,E,C,D,A,A,0
US,B,B,A,E,A,A,B,1
Mexico,B,A,A,E,C,A,A,1
Brazil,C,C,C,D,A,D,B,0
US,A,E,D,D,D,D,C,1
Other,D,E,E,E,A,C,C,1
Mexico,E,B,A,B,A,A,B,1
Brazil,C,B,C,B,E,D,C,0
Brazil,E,D,A,A,B,B,E,1
Mexico,D,B,E,B,E,D,B,1
Mexico,D,E,C,E,C,E,B,0
UK,B,D,A,A,E,C,D,0
Other,B,A,A,B,A,D,E,1
Mexico,A,A,E,E,E,E,A,1
China,E,E,C,B,B,A,D,0
Germany,D,D,B,E,D,B,D,0
Other,A,A,C,D,C,C,E,0
US,A,C,E,C,B,D,B,1
Other,B,A,E,D,D,E,C,0
India,E,E,D,C,D,D,C,0
Mexico,E,E,D,D,B,C,C,1
Germany,E,E,B,D,E,C,C,0
Germany,C,A,D,E,B,E,B,0
US,B,D,C,A,A,B,D,0
Other,B,D,D,E,D,D,D,0
Brazil,C,D,C,B,E,D,B,0
India,D,D,A,A,E,D,C,0
India,A,A,B,C,B,B,B,1
Germany,B,A,C,C,E,E,C,1
India,E,A,E,E,A,C,D,0
Germany,C,E,B,D,C,E,C,1
US,D,B,A,B,C,E,A,0
China,E,E,B,B,D,A,D,0
UK,C,E,E,C,A,E,B,1
India,A,C,B,B,A,D,E,0
Germany,C,A,B,D,E,B,D,1
US,E,C,E,A,C,B,B,1
Mexico,B,E,B,D,E,C,B,1
Mexico,D,A,D,C,D,C,A,0
China,A,D,B,B,B,D,E,0
Germany,E,D,E,D,E,D,C,1
India,B,A,A,C,D,D,B,1
Germany,D,D,D,A,A,C,A,0
Other,D,C,E,D,C,A,A,0
US,B,E,E,D,D,E,C,1
Brazil,E,C,A,E,B,D,B,0
Germany,E,E,B,A,D,E,A,0
US,D,D,A,A,D,E,E,0
