Gender,religious_affiliation,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Non-binary,None,White,14.784107682212971,132.44839759747416,E,E,C,D,C,E,214.2253523323947,C,98.64256980405825,D,A,35.70701749905296,66.126547830447,51.35565902699049,E,1
M,Other,White,50.49693032531499,-65.39325056378505,D,A,B,A,C,E,54.34428132278659,C,-71.07368333447201,A,D,6.182585413032942,-61.547059415734104,-71.92243429506124,A,0
Male,Christian,Other,-130.9930656804417,15.275797100611058,B,B,B,A,C,B,60.76018952836591,E,42.86553062117724,C,D,-143.1896164034615,12.222167253591563,52.39957204427409,A,0
Female,Muslim,Asian,-94.06087202169826,0.4449239846275792,E,B,A,A,B,A,-185.97617296280484,A,-73.3218277183782,A,E,-3.9999674115995303,216.40124187583987,-114.26455083661915,A,1
Non-binary,Jewish,African American,64.63029206066054,-100.5861234014673,B,C,E,B,A,B,218.88884205003762,B,11.40005066571595,E,E,-314.7878777845468,-53.29616185050402,-100.20761151741449,B,1
Non-binary,Jewish,White,-11.459807417740103,-76.84188109527587,E,C,A,B,B,D,52.82124576569528,D,-65.42964660368223,C,A,-38.242767697034544,-27.21676485326813,92.3310814519103,D,0
M,Other,Other,-31.416635050680092,193.9620639345241,E,B,E,E,B,A,35.92713090392312,A,4.637044642970776,A,C,-88.51784168884582,26.803564333650232,-156.8730933544528,D,0
Non-binary,Buddhist,Asian,-35.243668010579874,77.09039605331833,D,D,B,E,E,E,-62.12104640763248,B,-143.97172732854006,C,D,159.9141071812022,-66.02123954748045,-50.220166763774365,A,0
F,Christian,Other,75.74223869690283,41.6245729054444,C,A,B,B,D,A,22.36165608106779,B,93.58752162021815,A,B,89.07134666516741,46.49411842480632,-346.479596998578,A,1
M,Muslim,Hispanic,92.49912328733207,-95.53248397105816,A,B,E,C,A,B,212.4008737756443,B,120.55161987623828,E,E,35.13551086107147,-142.02209374196252,-176.9300787385516,B,1
Female,Christian,African American,-182.28429385502304,-219.801807759239,C,C,A,A,B,C,67.4358151340004,E,38.05793540037611,A,B,87.96115366484459,-44.328839796041485,164.85088530277702,D,1
Non-binary,Buddhist,Hispanic,-194.84692901166082,77.55204477021424,B,E,B,C,C,C,145.12250310716328,A,134.72348098188786,D,E,163.52473143178437,-75.51266817308083,-19.70476760267695,B,0
Male,Hindu,Other,20.32643513845331,67.10628405537051,C,B,D,B,B,B,69.71684689117072,B,181.14815445849933,C,A,23.994753002385107,-95.95278395626377,-23.64426225765114,D,0
Other,Hindu,White,6.189085067156213,-169.84857009393198,D,E,A,C,C,C,-76.35715290577245,D,-132.43038210182368,A,A,-137.23248004614993,-159.07335019700838,111.52720183583106,D,0
Non-binary,Jewish,White,141.59790238653923,-65.49675647567952,D,B,D,E,C,A,139.18410718520806,C,-171.08255818041192,C,A,-114.86769618881425,67.98539940539881,-158.15814925683222,B,0
F,None,Black,73.42872302398187,47.04201566843864,D,A,C,E,A,B,108.12819289935862,A,95.81368068113613,D,D,7.727522128129722,-42.90597372550524,-50.13351115896689,C,1
Male,Buddhist,African American,-163.0928000203176,185.3953319759356,A,C,E,B,B,B,22.434437278802257,D,65.9836194039046,B,B,-137.18058389870635,63.325026094157224,208.1783067567605,C,1
F,Hindu,Asian,-88.66019096242383,-38.54585088741411,D,B,A,C,C,C,13.747825338395788,C,274.2802176964414,A,B,33.40704337222112,11.753647694640485,31.70170973672003,B,1
Non-binary,Christian,Black,-62.48776544112944,74.9020992520215,D,A,A,A,C,E,87.93748213894132,B,141.05295868724667,D,D,166.02918852174616,-162.26673588007588,-15.692992176463,A,0
F,Buddhist,Black,28.934591837819067,-140.72672605483058,D,B,A,E,B,A,-8.059013418888325,E,-30.93246207470085,C,D,-9.293096860618027,-17.190671859466637,17.130349800516015,D,1
F,None,Other,-66.81379408489711,-61.471782533832965,A,C,C,D,C,E,25.16771820115996,D,-68.86425612178375,A,A,78.72618147669095,7.493364834135894,9.734828346016009,A,1
F,None,African American,-52.79246218817954,-45.56050888016185,D,D,D,A,E,C,85.06228037697203,C,-40.865101201910264,D,C,-51.26865017893126,23.897626512457194,5.130031113899999,A,0
F,None,African American,-129.8721066645395,-207.04576555747698,C,B,C,D,B,A,73.45070946745966,A,78.0789365228336,E,E,20.961854201522947,-150.73052099780915,16.192199364986045,D,1
F,Hindu,African American,81.09216650504904,40.992717655530456,C,B,E,D,A,C,-21.21320835921742,D,-2.9504632222921616,B,B,-47.170323036287634,75.41194631265974,-0.648848481163163,B,1
Non-binary,None,White,-75.56056167981637,132.47364849432486,E,C,D,E,A,B,81.38899659172826,A,222.77727572084535,E,B,191.2681053013911,80.2415830184916,-43.57773441326707,E,0
Female,Hindu,African American,-51.86996137445675,-36.27065383097613,B,E,A,C,C,C,201.75673399460896,C,-107.56390145494703,A,E,-13.883707751320193,-40.02481561231876,72.28933730888848,D,0
M,Muslim,White,-47.65744564182992,50.875075385912304,D,C,C,D,D,B,-20.253059360059535,E,1.7270834596438949,D,D,-13.674379848201356,59.30804804284465,-167.13988121802558,C,1
M,Hindu,Hispanic,-65.58898752059916,-34.72783277458793,E,C,A,D,C,E,-121.33567523265913,B,119.46362693126275,C,E,92.23053640401544,-25.275659185916226,86.55260377258419,D,1
F,None,White,186.23979165477925,-86.64721680283424,A,E,D,E,B,B,-30.496614500331564,C,-137.8164477463726,E,E,36.74389523571871,-79.66204065501545,-190.28701900351047,E,0
Non-binary,None,Hispanic,48.72552334092716,-21.99945998942531,B,D,B,B,A,E,-85.17078535122182,E,-58.16264146307994,A,D,-27.9369211373569,-98.00119380490085,3.015321903338147,B,1
F,Other,Hispanic,-82.69528252071517,-178.97432100817952,D,D,B,D,D,C,-20.400622399148446,B,40.671857154667045,C,D,72.57446379535273,117.29532823777046,-120.2113488507146,C,1
Non-binary,Jewish,African American,-119.96799675765644,-124.472877522228,B,A,A,C,C,C,148.60341442994533,C,184.364960258548,B,A,-231.48478846772073,-92.06103962698874,-125.98447431837347,C,1
Female,Muslim,White,36.95099396489535,-32.81431301479911,E,B,E,E,C,B,-110.31526661484253,C,-76.40791139653967,B,D,-61.640368640929466,-37.39488470500135,-1.5187478088919804,C,0
Non-binary,Buddhist,Other,52.61307899407453,121.22035564049408,B,D,D,B,B,E,216.88156771478,A,62.340222231008646,E,B,81.56757121090553,131.83585727863684,-53.138209704703456,A,0
Female,Muslim,Asian,15.373916395791257,23.796757705717233,A,A,E,C,A,C,60.161834100614485,D,9.56207410617166,C,C,-60.30390861334711,35.415531858898284,45.65745313460244,B,0
Female,Jewish,African American,16.75014272329398,51.95860313278604,C,A,A,A,A,C,-110.05981397644209,B,96.97904089218116,B,B,153.28299098069428,47.00201976134315,21.309535249677808,D,1
M,Hindu,Hispanic,-0.6118908085980251,-67.16427021358854,A,B,C,A,C,E,-144.69976699961163,B,-162.76421564146366,D,E,-8.540085990463728,23.935797459167553,-21.31597039620874,D,0
Other,Other,Other,90.86600031278077,12.216652770039117,C,A,A,C,E,D,91.57236985048267,E,58.59125453095865,D,B,-38.144298108625065,-78.96263685028028,-35.54228191070503,A,1
M,Jewish,Hispanic,99.36301859910579,-38.08040871632233,D,E,A,C,A,D,-136.9089277040833,D,27.272151973407027,D,D,11.473813602354,-159.10052006452588,-68.6943343552607,B,1
F,Christian,White,-27.4949583232849,46.05381264571997,B,A,A,E,E,C,35.27447179873574,A,70.75872074747059,E,A,-131.34708935438434,-70.10570295998012,63.31064538220175,A,0
Non-binary,Buddhist,Hispanic,-112.74964940769925,-44.197084152451204,D,B,A,D,C,D,-108.44935319621243,C,87.95655222723482,B,A,95.92577841599505,1.13403573770088,110.70392205671098,D,0
F,Other,Black,-129.48171392033794,-61.07385805874388,E,C,C,E,C,A,-34.553341670719604,B,-5.243073675652882,C,A,-96.20869776936641,12.38412425286352,-92.59762249172059,D,0
Other,None,White,293.4335808469028,133.30796703240892,C,E,B,D,D,D,-81.27464211979117,E,76.98979593552062,A,B,134.7184491503552,56.31263967454796,79.88563764916927,B,1
Female,None,White,108.62655508528425,-26.908503660971196,A,E,A,B,C,B,-34.23614383675203,B,22.787951752051594,E,E,22.051857258357792,-4.759663214028071,95.53001066864391,A,0
Female,Christian,African American,2.637051594841776,37.53494001331005,C,A,B,D,A,E,124.95034315736947,A,-1.0933818117806073,E,E,66.7973628222657,65.80818447570351,84.87254649632582,B,1
F,None,Hispanic,-112.6380606253702,15.162119609764305,A,A,D,C,D,E,-137.7994701512607,D,9.172884740395688,C,D,-26.59417740364356,8.73864791315096,151.96626717657998,E,1
Non-binary,None,Black,-104.37921689548,126.31340952949763,D,B,A,A,E,E,65.92103038465771,E,-2.417989755918257,A,E,10.746644100132537,-12.187766841037625,23.36092708957591,C,1
Male,Buddhist,Black,-91.38805853083937,103.20505134187256,C,B,E,A,C,B,-44.518286393583374,E,61.604950798050304,E,C,42.365053879123444,18.04305379740469,-43.28262318631691,D,0
Other,Muslim,White,-28.535280898717293,-41.652073253727615,D,E,B,D,A,D,62.571626781738324,E,-244.55194901211894,B,E,-55.936147615731,-72.55302001392845,65.26697185366825,B,0
Other,Christian,White,44.653136767348165,108.97845709360558,E,C,E,B,C,B,-72.405347182486,D,-106.13423906500093,C,B,23.6312013441924,-22.058800100353487,141.78384511045442,C,1
M,None,Other,5.376284050893884,79.03632240335162,E,A,C,A,D,D,-25.47298326271803,B,39.454734089625674,E,E,-10.217031276853259,-13.887181878859927,-100.86648221520566,B,1
M,None,White,82.75798629578655,180.03978929608496,A,B,A,A,B,C,119.94347633620326,B,-88.41636347335485,B,A,-17.367396150809896,20.090775100398382,23.506764622245324,C,1
Male,Christian,Asian,-215.45102267043936,67.38664135781805,D,C,D,B,E,A,53.52821922414323,A,-69.71003116078502,A,B,-28.541972037436313,107.75896057000871,177.4152978518283,A,1
Other,Other,White,69.05501891127244,122.63284016750016,B,E,A,E,B,B,-20.703827908338074,B,83.01476310182653,E,A,29.422673219787686,20.70958059991591,-199.666090067995,C,1
Male,Other,Asian,-204.26333765464588,-67.5419032657598,B,D,A,E,C,A,88.5392082869424,A,-140.80217059009541,E,E,109.61542765737799,81.03537427149281,-18.05033959863918,A,1
F,Buddhist,African American,-163.19852167806903,25.77340313915903,C,A,C,B,B,A,-28.489389417411566,D,-92.68190229806402,A,B,145.07162107878756,93.69683184084883,-10.712703441826081,A,1
F,Christian,Asian,53.09040114904161,-27.7571988763719,D,A,E,B,A,E,-36.771499757763124,A,26.529322680904414,C,B,12.600669827282388,34.49176914785826,-23.386197254372398,C,1
Female,Christian,White,19.4445507246223,116.84936956104872,E,D,C,D,C,C,-184.03294911858993,D,63.36513672431462,C,D,75.34543845764166,41.66843219531719,-81.21624037271319,D,0
Female,Christian,Black,56.80896024246146,191.23913713517265,A,C,E,C,D,A,172.07431898725812,A,-2.906775217938592,B,A,130.81365504885673,-45.264222828168485,90.02331665637062,C,1
Female,Jewish,Other,13.118891892935286,-26.429347850019013,C,E,B,D,A,C,6.450097016070733,C,-54.29786487343009,E,E,-60.437545349072884,55.47597774381171,-27.52524231917449,C,0
Female,Hindu,Asian,80.67381279001616,-83.43915694858194,B,C,C,E,B,B,-26.810408467727527,C,-101.72801551742585,A,B,144.02311271623412,33.997095828179766,58.442946842952814,B,1
Other,Hindu,Asian,56.732618397561794,-106.96002444359023,E,E,E,C,E,B,87.96647750921335,A,-24.02455488263342,E,A,-111.56314403738519,-29.592560804851892,110.79716266946669,D,1
M,Hindu,Hispanic,-29.88227931208929,-34.80387066114612,C,E,B,D,A,D,69.82557224583005,E,-25.018979436555348,B,D,50.73668490047343,-57.960672949285595,-205.8945573927844,A,1
Male,Hindu,African American,89.89300503852833,-110.27715578438628,B,E,E,D,E,B,-36.539333464623134,A,-8.517787749175367,B,E,113.37422401889793,55.00494678719951,-145.84933577636428,E,1
F,Other,Hispanic,203.74534400834588,38.65176815120139,C,A,A,B,E,E,31.421263352294964,C,113.97354787833595,E,E,203.8697960803742,17.38676725186607,-16.54123814965892,B,0
Other,Jewish,White,-35.49469525739114,-262.0774210710989,C,C,C,B,B,B,112.45816618136175,C,40.14665593146585,C,A,66.87071525745034,27.752368754594244,-44.52993962326976,E,0
Male,Other,Hispanic,-41.19310479128172,-60.33271953787952,C,C,C,E,A,D,-66.09630712816907,E,-54.66867247681074,C,B,-23.494287768378342,203.02520554870557,-80.4315755870717,C,1
Female,Jewish,White,-197.00129877198626,116.10552653758026,B,E,A,E,B,D,1.8858410762202078,D,264.77891205399607,D,E,53.781171752529936,-29.34177323517436,203.1661319059591,D,0
Non-binary,Buddhist,Asian,-56.67716614132463,18.916019265002866,D,D,D,E,B,D,-98.52664443110864,E,32.093663010861945,D,A,60.84140466515567,94.74319895214816,-104.94873955301006,E,1
Female,None,African American,147.76920342890426,85.50124073688941,E,A,A,A,E,E,133.52564479650866,E,98.54371424791086,A,B,141.6696063503253,-39.78097587746601,63.218489258545915,C,0
Female,Muslim,Other,37.173509545029624,48.65895412310625,E,A,C,A,A,D,-23.933689801128505,D,71.15327783958848,C,C,-91.85731378579459,11.523861157182347,-232.99780494908399,C,0
Non-binary,None,Hispanic,-78.47731790362845,-78.99194496690109,C,B,E,C,E,E,-81.679044475064,D,111.50198814524896,E,E,-81.36766365274183,-17.300862798806822,-131.36160256903483,C,0
Female,Jewish,Black,-14.784540656391613,-91.7832576285994,D,B,A,B,B,E,76.2787479035413,E,-47.01768404594644,B,D,137.14059211058378,-256.4278826108634,-64.69269994955134,E,1
Other,Buddhist,Asian,-40.90669772549058,49.30038614729661,C,A,C,C,D,B,-16.660023991712013,C,33.64473132545153,B,D,142.21654001266546,120.00147566653511,104.85115403499637,D,0
M,Muslim,Hispanic,17.522846712379987,150.31765248271495,C,C,B,C,A,E,-18.18801470376534,A,73.06849433319856,B,D,-57.518509946843345,180.49511156919763,175.05038692744458,B,0
M,Christian,Asian,-73.9728573023471,-2.049595020450649,E,A,C,C,B,B,42.74291581524998,B,82.76867292230504,B,A,30.33360148851752,-26.570160100101248,-35.17947986187341,D,1
Female,Hindu,Asian,-138.3506589628122,-125.32971637138479,E,A,B,B,E,B,67.89220273404332,E,50.29120402958655,D,B,41.15440263966091,-94.34308647138022,41.67489039495172,E,0
F,Buddhist,Other,90.14535922332617,24.243484109876746,E,E,D,C,C,B,87.39348822899646,C,39.2125566589603,D,B,24.496014841105392,1.690547617355752,10.28494874652909,A,0
F,Jewish,Asian,-52.19717215460133,52.623836921591106,B,E,E,B,C,C,-230.5741517329765,C,-105.01136530445945,B,D,72.51993201743907,-59.56164877606146,-170.71790432541772,D,0
Non-binary,Buddhist,White,72.4203383992443,-124.96360040902847,B,C,D,E,D,C,-37.778417433350604,A,213.33149711933314,C,C,72.1468520225455,89.55948584642572,89.79015328176718,C,0
Male,Other,Asian,-80.40727248060396,9.502225093893783,E,D,B,D,D,E,90.65361084328549,C,-39.196814148045746,E,D,-121.34433649804039,-1.588395747501983,-21.733421742869282,B,1
Non-binary,Jewish,Asian,-104.79093938935264,137.7683785514127,E,E,C,B,E,B,60.49304978444157,A,-196.6268934284626,B,B,0.6539529616818309,-45.54914492593311,-74.11504416596078,A,1
Non-binary,Christian,White,-50.01390401989939,-34.543983283800465,C,C,A,B,E,C,150.28565043773003,B,42.19718843530803,B,D,214.1840983628446,-146.77112124349998,-38.103208790808715,D,1
Male,Buddhist,Black,202.36503693026316,-81.1628383721318,E,D,E,A,E,C,127.40794236755471,A,-115.88803422110811,B,D,59.93959549615329,1.314181854938161,9.57751926118583,A,1
M,Buddhist,Hispanic,94.28676897950744,212.1696956408563,C,D,C,C,B,D,-151.51850343318864,A,-29.25735305998475,C,A,-22.880263447341953,-100.43530903797469,-68.8496010114857,C,0
Non-binary,Other,African American,50.47615057890693,110.69791616079976,D,D,B,E,A,E,35.73038854925053,D,-26.59712465089622,A,A,10.529132081919004,216.02278381769958,13.59264132592361,B,1
Female,None,Asian,-50.09127714004629,-39.024966776827874,C,C,C,D,A,C,-0.6038704968563076,A,-48.661999322300545,A,C,-123.87005446463644,-27.833972267185743,233.20528532728235,B,1
Female,Other,Black,-82.86181237591866,51.21979287405328,A,B,A,C,D,B,-125.53124543758507,B,-27.82460782090691,B,D,203.66939905836335,-13.265532915436376,52.27539316672279,E,0
Other,None,Other,-20.007898947123106,182.38022437779395,A,E,A,B,B,E,-48.841191735787554,D,47.137255055408154,A,A,-32.03433810616643,189.10318928942985,33.69907472959329,C,0
Male,Christian,Asian,9.362353258030137,21.195423760700642,A,A,D,A,B,A,-149.79223679390486,C,-33.707924750029775,B,D,-186.91984441575798,-195.65569618689435,77.67871982773833,D,1
F,Jewish,Other,-120.42368993060563,233.77909345310889,B,A,C,E,A,B,-106.09276089221171,D,-28.43961727948548,D,E,-154.38464269332906,-85.68612575564167,-69.56741428388112,A,1
Non-binary,Hindu,Black,49.60314066085257,-43.60491941384701,B,C,A,D,C,E,-244.68707638540224,D,-27.774247206973406,A,C,-68.94571439481479,64.79428275464164,96.01313611270086,D,0
Non-binary,Muslim,White,50.37773231102183,42.57737017359794,E,C,B,D,C,C,38.27000534685066,C,46.78726064489355,E,A,-35.10280220143523,-5.901940688495941,-172.08864711620845,A,0
F,Hindu,Hispanic,13.305352465211447,156.58637668215974,B,C,A,B,A,E,117.45789999611125,A,-89.04068975649531,B,B,128.58203864755933,-103.93874518297743,-98.40209043888174,D,1
M,Hindu,White,-119.55461598316181,5.00757343966504,C,B,E,C,E,B,-23.231716775781607,B,-43.86355825251048,A,C,-105.45236227733028,-37.44683835629505,-2.0920121525231816,A,1
Female,None,Black,8.102079212658557,104.11572104111673,E,E,E,B,B,B,141.76725460159366,B,76.91170120417355,C,A,-9.64044935868093,-3.8244635229248614,-84.10576599076809,B,1
Female,Jewish,Hispanic,-9.702120601125419,0.11317387911003841,D,D,E,C,A,B,55.76475034929289,E,2.069517793808268,C,C,6.017762157354397,-27.307808312401548,-21.04986466507138,C,0
Male,Hindu,African American,-7.679948109092096,-80.26739522419588,D,C,B,B,E,D,51.16808789150107,C,74.24280255929749,A,E,94.80209278044104,-40.01308691521947,207.32368024936315,D,0
Male,Buddhist,Asian,67.04373512656775,220.40388273729167,E,B,D,C,B,B,11.657060570974744,E,-149.660201863593,E,D,27.849987247050933,-197.32381488680548,87.54404258277275,A,0
Non-binary,Jewish,Black,-52.9428655609156,97.47447182928612,E,D,B,B,B,E,-10.431010481634583,D,-48.484379781029375,D,D,22.273823134568556,54.146610399082526,-6.388059828157068,D,1
Non-binary,Buddhist,White,92.6022021692412,136.5194912842945,A,E,B,A,E,B,135.4354864110433,A,54.68772087006947,E,C,75.53540424894378,86.95530223377772,93.00232316448852,E,1
Male,Jewish,African American,160.83217281951764,32.782445911209415,D,E,C,A,D,E,139.33395217295583,D,1.0703311585118631,B,E,23.303892248473197,-21.477950000870106,141.8065270226306,E,1
Female,Jewish,African American,4.603395258947359,26.045924382713892,B,D,A,A,D,B,4.168389036197043,C,-107.31936448695431,C,D,82.41490265889529,-198.55710912302877,-23.350973630300608,A,0
M,Buddhist,Other,-1.6037676164533998,44.29710929320769,A,D,C,A,C,D,17.94574460221555,B,0.045382324994984596,B,E,49.76112866044531,1.7115873330276916,65.21186566860173,A,0
Non-binary,Muslim,White,21.54700225644537,52.634484175378695,D,A,D,A,D,B,-206.41570283649503,E,106.03949717521797,C,E,-7.924400272949857,170.74108114803676,51.94683929880356,B,0
Male,Christian,Other,-44.29684367944879,196.5330132663093,B,D,D,C,A,B,-182.5247111656143,B,184.35076829027045,A,B,-190.88818287191143,-186.54639903583592,71.31369397605624,A,1
F,Muslim,White,143.0512425373738,-14.568649553083848,D,A,E,C,E,D,96.99013954406362,E,8.027001737005637,B,A,106.67541853362341,165.55489805516436,-44.60906306051382,C,0
Non-binary,Muslim,Asian,-137.30940754132703,-84.13426903906691,D,E,D,D,D,B,49.83065375988311,B,53.318278216596546,C,C,-91.73761497517037,19.850491619038387,-151.58215910224712,C,1
Non-binary,Other,Asian,-123.82833979241693,-31.21120464724057,B,D,D,E,E,C,-76.94795189404246,A,-72.04887793147878,A,A,-146.57445401613018,151.05447785602618,9.566120651516712,A,0
M,Muslim,African American,-158.05226857478476,48.77081526600319,A,A,E,D,B,B,-106.18220560892428,A,3.3720967769597605,B,C,9.543147479687038,-113.19616201493304,-132.0569949768397,B,1
Other,None,Black,-109.32428425324719,137.7045243098668,B,A,D,E,A,D,-54.827058711771926,B,110.00423263820036,D,A,43.47539138969647,-165.31276977084337,-17.975124722527706,A,0
Other,Buddhist,African American,43.41487106984772,62.881516252819324,C,D,B,C,B,E,58.38507771604841,E,19.882542863362634,B,D,104.83512125914483,-73.41116883796968,38.99791243614214,A,1
Other,Jewish,Other,48.245865745738,106.00767979931271,E,C,E,A,E,B,-48.124409000972996,A,-55.839827174227594,A,E,94.66582542427851,-23.644754496745993,138.56122642937112,C,1
Female,Other,White,-62.72183932259858,-57.74518992005525,D,B,E,D,C,B,-51.21562211362524,D,-76.81028453490228,D,C,34.117033149587826,-93.72709691087536,161.97770273843105,E,1
Non-binary,Muslim,Black,-7.144074429909304,-20.18837093531789,C,A,A,C,B,E,-24.231067673425898,E,4.058473898967787,A,D,-91.81249034106449,33.08218513207167,72.76486748584924,B,0
M,Other,White,3.804524021941376,-75.8086642945889,A,D,C,B,D,E,-51.24489269594078,B,-9.881945247634096,E,B,-83.01321857590463,-67.788769314642,-100.76842293019399,B,0
M,Christian,Black,183.54150909758056,-110.64078430330453,D,D,E,A,C,B,12.66382671072975,B,-3.975914723639585,C,A,65.23593582893555,95.51068986135823,39.33783901723717,B,1
F,Muslim,Black,32.04114519627613,-12.222036632593136,D,B,B,B,A,E,-5.95753851838014,D,-57.04130816965609,B,B,102.80710684284134,52.792760738787806,125.37319032269308,A,1
Male,Muslim,Other,84.01810080938186,-2.2567225007842784,E,C,C,B,A,B,91.78553553242254,A,-17.75483444894924,D,C,114.0440994407854,40.41510666036448,48.18661676564833,E,1
Male,Christian,White,-56.977481517342746,-96.13961883256154,D,D,B,D,A,B,22.431619117954288,D,15.657377858195748,C,B,-16.393690110318897,89.12276768673073,-103.1725193511382,A,1
Other,Buddhist,Black,-59.1690039902135,69.28848436100002,B,C,D,D,A,C,35.25816951198214,E,-63.76657165200423,C,A,-72.96636378588623,94.66720335571351,87.36621660591777,A,1
F,Buddhist,African American,0.8749283941477922,-129.57000187176973,C,B,C,C,E,A,109.60898860674881,D,42.8452182604597,B,D,110.79293811988926,-8.790760991139566,-32.87995482891315,E,0
Female,Muslim,Hispanic,-10.761015933044916,-155.5256512361209,A,E,B,B,B,C,-10.31252119915455,A,13.221993001695576,D,E,1.6033806641398047,-24.95749081091574,36.69760513636121,B,0
Female,Christian,Asian,22.934132492850125,-3.9103479248499955,A,A,B,E,C,D,1.602149903702138,A,78.56071012857441,D,C,-17.255625086383066,-61.10532373573935,7.276077862721393,D,1
Male,Other,Black,151.0506931427159,79.18177896540887,C,D,D,D,E,A,96.7935312358799,A,61.60508857997124,B,C,-91.32152517711884,-102.0902184444833,-86.14537965852782,C,1
Other,Buddhist,White,25.972769532017516,-46.44810231025987,C,A,B,B,D,A,21.152348777266052,C,85.24512072213116,E,B,64.26884409269093,-32.31427165226622,-191.56654249060017,B,1
Female,None,Other,17.662866733327345,-58.48740709830235,B,E,B,C,D,B,28.070233698124582,A,-53.98929341779167,C,A,54.17556352773186,120.50355250430557,47.38735045166628,B,0
Female,Hindu,White,79.74367512289973,-13.564350464534922,B,E,A,E,A,D,103.01175832169204,A,-196.04336570097942,B,C,-132.53604162964373,-25.18605188906967,63.979493570416054,E,0
Other,Jewish,African American,-19.78854881670238,-81.48063809456087,D,E,D,E,D,E,-197.5187058688569,C,40.52792181473151,A,A,49.360876568651236,88.90710054851496,9.273028972557796,C,1
M,Jewish,Other,99.75141751223566,-274.55837361366963,D,E,E,D,C,E,-43.59245551418371,D,126.32271366436134,C,B,191.15920561702995,-58.21200149002986,-56.929930975177626,B,1
Female,Jewish,White,169.9329461484663,49.15793307098434,E,A,C,B,B,A,-146.08131580533353,D,-179.06108441186257,C,D,-14.14116038589166,60.08659560723206,-46.070088197506465,E,1
F,Jewish,White,-47.12266840104387,-88.19983352051892,A,A,A,A,A,D,-79.0795980337906,E,61.83942843524315,B,B,153.10244596113012,-69.32645079941183,-72.93805802006823,C,1
Other,Buddhist,Other,-59.13434501238805,61.88073258847534,A,D,E,B,E,D,-40.27254415335194,C,28.508906494437973,A,A,51.29954348100391,-70.3869803073648,196.41844668031533,D,0
Male,None,Hispanic,27.54845539321006,-68.21266415448375,A,E,A,D,B,D,-44.2273994732264,A,31.432386893023644,A,E,-229.2053117703999,13.427688828664028,98.45245094642682,E,0
Male,Muslim,African American,-74.78354599031319,252.97476404205548,C,C,C,E,C,D,39.385514168059075,C,-17.57598927663752,C,A,151.22005876347848,30.870851615037154,-247.2372857512731,B,1
Male,Jewish,Black,-27.396323701950674,-109.16369945055663,A,C,D,A,D,E,61.25437988423451,B,218.00180544704827,D,E,269.72442791237637,54.565846954142216,9.300672371680006,B,0
M,Jewish,African American,-57.58153461167028,46.4959570712184,C,A,D,E,D,B,97.9772233279687,A,10.012205590735574,B,A,79.21054250752556,-38.37553584279405,-50.23774208037353,D,1
M,None,Hispanic,-42.43955310778502,166.26711371840085,A,B,C,A,A,E,34.21008184595774,D,-113.35844060276861,B,B,57.631592859935424,-235.27257638700965,190.73877414669465,A,1
M,Muslim,Hispanic,-30.89799785107465,-76.31505642319023,E,B,B,D,E,D,-107.31962085965674,C,42.52466985883353,D,B,20.517814368902513,-80.79241854953743,-52.64766932118082,E,0
Male,Muslim,Asian,40.31579758168225,-128.06370056736907,B,D,A,C,D,C,-218.90455030579633,A,38.35105932563224,D,D,83.58075448402336,75.95556687318663,94.4101162953169,E,0
M,Buddhist,African American,-80.17952609656783,-16.675174841283283,C,D,A,B,C,A,70.50893068069745,A,-42.46941948575538,D,B,70.70135055911216,86.16164107692347,-185.68814147698282,A,1
F,Jewish,African American,-17.927227405055447,-9.960438354002463,B,B,B,D,C,E,-113.70256385698974,D,-181.55876180858536,D,C,-56.56073288960638,-17.69182616283024,-3.9762582261605424,E,1
M,Hindu,Asian,22.391713949968338,-16.86994439658414,A,C,D,E,C,B,-103.73904560865243,E,-96.7230570955852,C,D,93.41380779881372,2.0105229058564222,71.72403801317864,D,1
Non-binary,Buddhist,Other,175.88302975418674,-72.35015967972478,B,E,D,B,E,B,130.85565110425813,B,75.3803001037228,D,B,38.37001883512243,340.18685032158277,13.928442118163398,B,1
Female,Muslim,Other,56.15648640717642,-55.76982871863021,B,B,C,E,E,D,161.24352437180724,B,0.2636763365120234,B,C,-114.17938080203338,125.08211447011053,-114.25013108659185,E,1
Female,None,Black,92.2426268571332,-29.68126888110913,A,C,B,A,D,A,-21.95390931634744,E,-11.08314616347278,E,A,-47.04526960829051,24.982463483959297,-50.972737181009045,E,1
Male,Other,Hispanic,116.01217973218021,59.69222471836275,E,E,A,C,B,D,-149.1003482786635,B,211.04554658037307,D,D,18.359627477805883,129.48763277895003,188.4324625040267,B,1
M,Christian,Black,-140.24631330772607,80.56971628772803,B,C,C,E,E,A,20.201509851129845,C,182.78355585929853,B,C,51.26340828506789,54.414980160162415,-134.2395954166563,D,0
F,Jewish,Other,27.136108996992686,3.1320705897041856,C,A,C,E,C,C,-138.57547085066926,E,113.08795428341583,A,D,6.760324253200642,-16.641212885453452,46.28618041657371,E,0
Male,Muslim,Hispanic,10.61795022693269,75.26256542870502,D,A,E,E,E,A,-131.3493539597985,C,-137.67279720670854,D,D,-71.9096404264327,-9.718303117323417,144.97192083391357,C,1
