nation,civil_status,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
UK,Widowed,Bisexual,151.347597957179,D,C,B,D,-63.88650190443643,94.49812244836849,A,D,D,32.93893138355172,-15.469517114300238,-11.978027727758553,60.31552702098681,80.3383411162706,E,D,D,1
Germany,Married,Other,62.395083825713385,E,A,D,C,204.72056234625637,-107.3384165183995,C,D,B,-109.60471786842605,-145.3240317401375,-0.2371186707721021,35.55532120378212,196.52006802181256,E,E,D,0
Brazil,Divorced,Other,-120.60132497982559,D,B,E,D,166.55704069501033,50.598492663550644,C,E,D,-37.296788011491486,-86.03795248037866,119.85173310535883,-73.06850022893585,-147.3653965337689,B,D,E,1
UK,Married,Heterosexual,43.02972404106502,A,A,D,D,-66.74718798771289,-24.284418194287465,E,A,C,-43.99139322788032,-16.267708687524973,46.366743805158904,48.58290139526044,175.2585612604101,D,E,D,1
Brazil,Widowed,Bisexual,3.68402647995339,C,C,E,A,-104.46708916089334,87.90605451137957,A,C,A,76.05049349214843,24.807878676280698,-7.488089020373298,-59.92881058868556,-137.113465453047,C,E,B,1
Brazil,Married,Bisexual,-171.0536949330788,E,C,E,D,-20.933034744284434,-41.741918263021645,E,D,B,-67.88272193551458,-20.74990658141921,-115.29400639014227,45.59765432092099,-43.84591481659002,D,A,B,1
Germany,Widowed,Heterosexual,71.05733591876286,E,B,E,A,-27.689571701965654,-26.994835452586464,A,B,E,-38.68735040214589,153.1582986070484,-87.11597273738462,-86.77709369721954,124.60051712093205,A,E,E,0
Germany,Divorced,Heterosexual,-150.23585629002426,D,B,C,E,-76.49035762320655,20.293567565262414,B,B,A,95.60396188343401,37.44982403830063,-53.556665090105824,-33.02390799763428,-55.72425582433599,C,E,A,0
Mexico,Widowed,Other,36.787579285026275,D,E,A,A,-175.97329252094707,43.53750279524918,A,C,A,74.84594807788807,-137.9065565152107,104.95189806585479,-24.91567085890726,41.59489746632571,B,B,E,0
Other,Widowed,Bisexual,66.98907268259782,A,D,B,E,69.05110109664079,-117.27246020250254,C,B,A,21.859716378269297,36.56658257714809,103.80699789485645,40.19768532816836,70.9878065591911,A,C,D,1
Germany,Single,Bisexual,-77.52246292671255,E,A,D,D,101.93911353449711,-27.228948652698925,B,B,D,89.67104470337894,-66.00223581372046,-4.391452658161979,188.90955080631977,29.422035425447458,E,B,E,1
India,Single,Heterosexual,23.044673497473404,B,C,E,E,-178.5692021992614,38.966091257339855,D,D,A,-148.08370838054532,267.922688745698,29.292795218157515,-62.68253818068603,53.771674340809284,C,A,C,1
China,Widowed,Homosexual,148.45526259983512,E,B,E,A,-186.9152336253612,-21.53139370001178,B,E,D,-22.909671911933316,-0.9651664462970727,-31.472803239828316,-2.737817762438986,81.4089316778428,D,E,C,1
Other,Married,Heterosexual,-5.889131170785984,A,C,B,C,-57.34176583285764,-37.609295090043574,A,D,C,86.95934651292771,26.650564954796973,6.1979696358889385,80.40701835647236,-29.11598360484453,C,E,E,1
Other,Divorced,Heterosexual,10.71713783462544,B,D,A,C,-108.71591348885781,-18.079390670550424,D,A,D,20.711646568873153,149.22877060209098,-24.770519767823824,56.020313115391154,-106.65245802400747,D,C,E,1
Germany,Divorced,Homosexual,111.55940307483279,D,A,E,A,104.80844151696287,23.348986136723372,C,C,D,-95.50166784026312,57.68966374525773,-20.981899954597687,-107.23568338318657,53.253718818634745,A,B,A,1
India,Widowed,Heterosexual,-160.30034897729794,A,D,A,E,39.86120757087516,-242.93038261416285,C,A,D,27.665541409521506,22.892120922273577,-16.876472002692307,93.89406346684879,-10.802346827152308,E,C,C,0
Germany,Widowed,Heterosexual,-11.020698168532453,A,E,D,D,102.94707721911789,34.21582309309549,D,C,E,117.87244124092564,-18.44399162608061,-40.084460511445364,59.39663316644101,108.90584725901422,D,B,B,0
Mexico,Married,Heterosexual,-151.2718768725668,B,D,C,E,-61.29757597710509,-40.3159702982567,B,D,E,179.2419110045432,0.3631263985851578,-168.57982339568298,-26.0419753422172,20.803860378556855,D,A,C,1
UK,Married,Homosexual,62.72742868030349,A,B,D,E,-97.83721471891347,-69.01002027410705,B,B,C,11.239504019636872,68.68958931305006,-30.82099732648421,137.32782385279089,-53.130441507693824,A,A,D,0
Germany,Single,Bisexual,-50.350426863518884,D,D,A,D,90.3426351282666,60.04547998384937,B,E,D,35.45383290195075,117.9524558013521,67.92730630769628,-111.77261320968523,52.682855595397115,B,D,D,1
China,Widowed,Bisexual,131.3890888365899,C,B,A,C,-10.44689600856985,87.58769284974555,D,E,E,3.5340264877986063,-64.99693965739097,-247.16626023822857,126.06592134565584,-19.838175594205072,A,C,C,0
Germany,Single,Other,24.084359836945318,C,D,B,C,-212.5198248739801,125.73630356600457,D,D,B,-51.95289147137042,173.27057125941843,148.3939848183095,-130.60948943320824,-14.212505737639534,D,D,E,0
Brazil,Single,Heterosexual,-46.79916637353625,E,D,B,C,102.70050452185633,-130.56281567903096,E,B,B,-6.932297263476419,-286.0360490380543,166.21730282825584,76.83480718742136,-3.113414281443941,D,C,E,1
Other,Married,Other,-47.30064119786201,E,E,B,B,53.48883612675053,-29.27407885413677,D,E,C,-68.588290851917,-65.49021138010343,-138.00778266147597,-182.30295879057653,40.1059191982324,E,E,A,1
US,Married,Homosexual,186.82960647097505,D,B,B,C,-127.05439752790421,-230.52790130731546,E,E,D,-94.0304468284658,-24.637969577574587,-21.489989998622157,-133.4525753872172,89.62769914192555,D,B,C,0
China,Single,Other,81.27145877885165,C,E,C,A,-23.468440027430255,82.86510613066781,E,D,A,-31.082452886283622,-108.89418242202136,-94.87896505628773,-119.40119514394472,-217.97920858914824,B,A,C,0
Other,Divorced,Heterosexual,66.21718625251773,B,B,B,D,68.82555615212547,157.26867902237754,D,D,B,-20.931214850053998,-37.344362497058334,83.46279846132487,16.703563420986427,67.34147203577925,B,B,E,1
Mexico,Widowed,Other,142.95704789707565,C,E,B,D,10.932480167838703,8.648247059554672,A,C,E,17.10877408824797,-139.41016436399053,37.86140947097933,-144.70177160560274,52.56553288391235,B,B,A,0
US,Widowed,Bisexual,29.813240330723918,A,B,E,C,142.55062659413773,126.03338123443694,A,C,D,127.96973576546881,-185.9200924843216,-38.20604986204786,77.30064228311875,326.2218729128215,C,C,D,0
Brazil,Single,Other,-120.09424271350568,D,B,E,D,-169.3202767224876,-140.87736723082148,B,D,C,59.55389341306122,137.77259278329802,26.98722353400052,-129.48735437867268,-35.28854314896224,A,A,E,1
Brazil,Widowed,Other,115.27106025885638,E,A,C,C,-12.004566039193788,-116.08844391376792,A,D,E,-152.54280835075193,71.74714924688674,11.993094595248763,45.537474158155746,-31.85525849397314,A,E,A,1
Brazil,Married,Other,-118.88602288609995,E,E,D,E,-39.623055403968706,160.17361746278715,A,D,B,68.02396325345622,104.39061394381817,88.25300909835691,-29.709208214027356,90.27951420122682,D,E,C,1
China,Widowed,Bisexual,-84.89945180816689,D,D,D,C,40.634635217549764,-101.25291799621212,C,C,E,-31.23367638977626,172.79375233532284,105.8702358653818,88.12170337744854,-85.80247523210744,D,A,A,0
Mexico,Widowed,Heterosexual,26.129744192180738,B,A,E,C,39.6176563033762,-42.36907004554748,D,C,B,-112.98181470945141,-89.6612293764695,-69.97069587376026,-22.241126469732233,-201.77645496366446,D,E,D,1
Other,Single,Homosexual,-68.05596535211632,E,E,E,A,202.84222249770133,-105.79267224374391,B,D,B,-113.0819567352922,-148.6773538870473,-53.62920433146906,-72.32575103260376,-9.89012944569564,C,E,B,0
India,Widowed,Other,-20.363773088197117,E,E,E,E,-96.28608256652942,-16.81359040977653,A,A,E,66.42456446762463,-44.4207937452333,-19.230090219933235,110.49325376056277,-112.0448754367082,D,A,E,1
Mexico,Married,Homosexual,33.17231781795106,E,C,D,E,-48.04398050618295,-34.7941968003216,C,E,E,-77.96821275357166,-50.48502209464844,63.920705715291135,-64.3119836146377,70.77373407754595,C,D,C,0
UK,Married,Other,-44.81053394493631,E,B,A,B,238.67432841853088,63.32361711877289,D,E,A,146.62113969418633,84.56583200862475,-117.46468015373985,-161.4442517479861,-105.94337874683286,D,B,E,1
Germany,Single,Homosexual,-144.01759272070996,E,A,E,E,-25.24865674852605,16.309087192675914,E,B,D,19.178190901465797,-13.515372245261847,-83.96277275774773,-48.72095126843103,-149.02483413975312,D,B,D,1
Other,Married,Homosexual,-187.38543185360058,E,B,C,E,76.47402895025263,-133.61706493069113,B,A,B,139.32932221557218,72.72729356928552,103.83091014503853,12.098639006086438,67.38716950163109,D,C,D,1
Brazil,Widowed,Other,151.291980187178,E,D,D,E,48.71855628631268,-21.128033637647096,A,A,E,46.53265857591739,139.90103112795796,97.27740376181526,-76.98702644307586,38.48924569579838,E,B,A,1
China,Widowed,Heterosexual,-71.26613695142254,A,A,C,B,-117.40803002485931,-94.82478525107176,C,B,E,153.94269863787332,-134.12006976573184,-3.9920440506800325,-100.11789061272604,-26.34043111087527,C,B,B,0
US,Divorced,Other,-29.747813998311624,E,C,A,B,198.07859201964757,-73.9503060079848,C,C,A,-187.46361863623687,181.1255513989818,72.15956055785837,110.87819153160459,-18.123690758659443,C,D,B,0
Brazil,Single,Homosexual,14.824146963864015,D,A,A,A,18.5049300075174,-63.23269221469538,C,A,A,-43.359070863595235,-269.38321088757044,242.30130048665205,1.1876313244306511,-51.835807267782094,E,A,A,0
Brazil,Widowed,Homosexual,120.86838896689636,C,C,C,D,41.77196621454089,-139.00139199251743,B,E,A,-117.20568037325796,-14.322730288692275,-59.56034017003509,-94.08441797144357,78.20089360117066,D,B,D,0
UK,Single,Other,-35.2635647675013,B,A,E,E,87.41428068905219,0.789832064085826,B,A,C,-44.75403585202396,-5.470814342175095,-36.12641638490402,-5.0403109333743865,-37.97693602330089,A,C,A,1
Other,Divorced,Other,-127.26723813974186,A,E,D,D,-47.83243869244715,7.785977753565232,C,A,E,-149.74472009538695,-159.6843743222558,-70.21584372073674,102.97001572153557,-23.596975262807277,B,E,A,0
Mexico,Widowed,Heterosexual,71.80165377122745,C,C,A,E,150.02309048415196,-93.21752889046651,D,E,B,38.42486815252256,87.964293402975,116.49730012621526,156.99142108885113,90.58299230949964,B,E,E,0
Germany,Married,Heterosexual,-41.044653129646356,C,B,C,B,57.643491005606606,-2.7974153959608317,C,A,E,-134.68919428374124,-22.65153403908051,49.590927638159535,-22.69152302543742,-103.14593424433977,C,E,B,0
China,Divorced,Other,187.63789704071044,D,D,E,C,-5.29018260019812,122.20308805166191,E,B,E,99.40329472889748,-81.44713130922145,139.49835820584423,52.12506516390144,106.48052147527287,B,D,C,0
China,Widowed,Bisexual,-117.77157984645923,D,A,D,E,1.2145881167498067,-195.85241420340077,E,A,B,44.279386881602804,-39.354052910520316,118.4489277457029,5.342529579039724,-150.83196457246336,B,B,E,1
UK,Single,Heterosexual,18.38123237947293,E,E,A,C,-112.66514761142857,47.449080872998984,C,A,E,48.75996433459176,-44.67927384889881,55.28010702318296,73.25666020906118,130.0109914862339,A,A,C,0
China,Single,Bisexual,-213.66494458540893,E,E,D,C,-71.35846101010051,69.66850138996108,E,E,E,56.11003046829111,98.03326847143664,16.576195769892553,-102.27235544477442,18.86424738753154,C,C,A,1
Germany,Single,Heterosexual,49.282060304843114,C,D,C,A,-103.31311708747171,161.25119917672643,D,D,A,-43.493677988437994,-31.634508150999263,125.1036126615197,4.671651290370747,-14.884523351269477,E,A,C,1
China,Single,Bisexual,145.9110383188466,D,B,D,D,40.364060966893064,-115.99290160658828,C,A,E,-154.31240202357097,39.60543618681607,-38.51590526893476,61.4737671638511,67.38354059219603,E,C,B,1
India,Married,Other,-154.30996400192635,D,C,A,D,-163.35201140316434,-194.65044906405663,C,A,A,-187.68205371656688,40.9822113784473,-89.16353250026557,150.8859495492547,130.3647051388677,C,C,C,0
Brazil,Widowed,Other,-124.90832668658496,D,A,B,B,76.26216912431212,12.382411338442804,D,C,D,37.03357676147597,98.34307308616539,-50.32575577792956,-91.12842401198048,131.76867374822993,A,C,B,1
China,Married,Other,102.44461152272225,E,C,D,B,-117.15511562783327,-52.56488300035669,D,E,C,48.25702836822733,7.655839311164829,136.51961140303382,52.134959207104814,-4.010627654276004,B,E,E,1
China,Single,Heterosexual,-109.47374108043458,D,C,C,D,244.49073328558688,11.034469048282428,B,D,C,-17.720714189099283,-53.83539201689085,-18.694168248480672,39.88931567724069,89.16909105385801,A,A,A,1
Germany,Widowed,Other,65.5587120844235,B,A,E,B,-111.39666178487151,210.3543148554333,A,B,C,31.95626604788967,15.91587676015441,-1.3409645259331668,-65.46837294470254,-117.60321910853082,E,A,B,1
US,Single,Homosexual,-42.19775362515259,B,E,B,C,193.2337813515596,-163.38301651358105,D,C,C,-91.92096201741761,-150.7880126128133,59.13423779572238,-90.34846688827758,228.27982355911968,E,A,E,1
Other,Married,Bisexual,69.83724727170019,C,A,E,D,-45.1831813228334,116.75555114630383,C,A,D,-72.41060477046528,23.62430086493235,-114.75502990876407,72.97498577100077,-20.720346126950666,C,B,C,1
Mexico,Single,Heterosexual,10.535123898919101,D,E,C,D,-92.98234617431547,56.91338910344654,A,B,E,-108.61200719498518,-24.58178687055753,191.9132106452969,-15.167260688526643,53.699285127755815,E,D,C,0
China,Married,Heterosexual,72.8954559462963,D,D,E,A,14.700234122318223,74.50392527423463,B,A,A,60.1994532190973,-8.50267751929066,-7.3387605117715555,-149.09286074134894,-68.12264288320289,E,D,C,1
Germany,Single,Other,-55.86015739521206,C,E,B,C,70.29694614384303,-54.659726139470585,B,A,E,13.932760577313216,29.58718772161941,-0.14380861568394077,50.613068347596304,171.39899904137286,E,E,A,1
Brazil,Widowed,Homosexual,28.37056847137653,A,A,A,A,-36.27861098933815,49.6647442261184,C,D,E,-5.3437576710555925,166.56917384290207,4.940425940384043,-112.25799371521586,-26.147465714230535,A,D,A,1
Mexico,Married,Heterosexual,56.22533408991504,B,A,D,A,-30.972782896843153,-91.45062598813138,B,B,D,-57.11790239457114,2.0554012736253036,-56.38331468371971,-122.5892145241505,-33.42878036379225,D,C,D,1
Other,Married,Other,-51.143623329786045,E,A,E,E,208.52008792909834,-20.127939679687014,D,D,A,-133.4452268994922,68.42044917048123,-33.273984053522604,193.37203043358858,2.0137179246390717,A,A,A,0
Mexico,Widowed,Heterosexual,-80.15112587966428,D,D,C,C,77.37467271759661,154.2614845217645,D,D,E,69.74372108533478,-11.382366361459962,29.469721994514188,74.7017685105296,-79.97754957035689,B,E,E,1
India,Widowed,Homosexual,-65.59087605311801,E,A,E,D,-183.1239204018026,-31.449766579879963,E,A,D,-96.20070138312744,310.38081865152793,-101.14060533443126,-5.894571678201037,65.39598247539378,E,B,C,1
US,Divorced,Other,34.99039920813501,A,B,B,E,-105.767193343696,18.4924234048394,A,E,D,-130.3985477552321,-54.79582024151923,146.5121290032458,-69.00699469172305,-159.5234694196608,C,E,C,1
Other,Married,Homosexual,-58.609307244962764,A,C,E,E,-260.7760975552877,101.29449369819976,B,C,D,3.584483033367004,-123.37805252821863,146.4892941037943,100.30312894276125,-67.35680336460507,A,D,E,0
India,Married,Other,64.85391537904657,A,A,B,C,-58.70791112039674,122.27124712441493,C,D,C,47.5447411240118,79.09201171172974,-39.090542434104364,-19.40323920304291,-67.97602460655604,C,E,B,1
China,Married,Other,-89.60975429003251,C,D,D,C,42.095797333909566,-1.9539781071901514,C,B,C,47.714439081468385,6.422862161264511,122.70922610009154,-5.9095555918226825,-74.1185626599841,C,A,D,0
Other,Widowed,Bisexual,29.65750210268798,E,B,A,D,8.871759445184273,-97.77237918054487,D,C,B,26.559566213190212,23.655541561592106,114.02798982046053,16.73050495846561,22.628570217159613,D,D,E,0
India,Married,Bisexual,-8.458619070423163,D,D,E,A,47.71281930406863,38.05590820374849,C,E,C,-83.91518267047066,-51.785713565441796,83.59056193902258,-85.30583550416107,73.8197900818858,C,B,B,1
Germany,Widowed,Homosexual,86.0220562633145,D,E,B,E,-24.019042863914546,-24.303316702743516,A,C,B,50.4527735550497,30.953502810427587,-89.41117003834816,-47.632159037258226,209.01384960127666,B,A,A,1
India,Widowed,Other,-17.223602468883936,A,D,A,D,68.50310048969574,-102.38013757068568,C,C,A,192.88602019654326,26.007991101700146,-64.05985189305343,0.8013888229170093,37.40226413353706,A,E,D,1
Other,Single,Bisexual,-25.399248619265073,A,A,B,D,98.81083119779106,148.38096202479863,E,D,A,46.308856830327954,-150.8935632983832,71.28422677841286,-19.257373660621116,-11.326462475103039,A,D,C,0
US,Married,Homosexual,19.0765465155253,D,C,E,D,-26.5611595276493,205.945583734533,D,C,D,-23.332819840144158,190.6441999449999,33.71955839987877,25.222850091418074,30.358961201745966,A,C,E,0
US,Single,Homosexual,54.03725553855253,A,D,D,C,-192.81577580645603,-37.46537447082836,B,D,E,-180.83654611419487,37.96142017342191,-77.22631313687243,-277.94596193569646,-159.2603664470041,D,C,B,1
Other,Single,Homosexual,-22.157973838168818,C,E,D,C,-54.180981380065,71.98579776838015,E,D,C,-147.67618033438154,-114.32189305983978,96.8031132843942,227.55223929845246,86.36985749045138,A,D,D,0
UK,Single,Heterosexual,-17.778688072480126,C,E,B,E,-47.49320853782895,-175.90897367000514,C,C,D,16.81691518969366,-120.92883345751355,-30.60436787403937,-29.13121383632049,-9.829171342453414,D,C,B,1
Germany,Married,Other,40.34406090848478,B,D,E,B,-89.34589496772196,-98.04642483928421,B,B,D,-26.42738743206983,50.48842543267437,23.53700548095943,107.95940188663045,-8.3883598590497,D,D,C,0
UK,Widowed,Bisexual,-46.41548741346544,A,A,E,E,143.07597822954477,180.59642005847988,D,A,E,-199.64748036639674,-239.02951140962085,-38.521994716152506,50.44886666333108,14.58498303064822,D,B,D,0
US,Widowed,Heterosexual,-74.33068453249435,E,D,E,B,-71.07720430414027,-109.13971768898388,E,B,C,-9.165897409303255,123.4986502553399,32.60481337019859,-94.01387212940637,-130.3731159704129,E,C,E,1
Germany,Married,Other,42.0948807989556,B,E,A,C,-60.738995224640746,105.95532511396098,E,A,D,-254.93064540229585,-60.19224059473826,113.25059325029869,-105.95036663417984,182.2607907056351,D,D,B,0
Brazil,Widowed,Heterosexual,43.69860021241882,C,C,A,D,-2.229460815630641,-99.75964178674317,E,B,E,-60.71951731953333,-54.386430018315124,98.52871639956027,31.52770235359662,-22.420070567510276,E,C,B,0
Mexico,Divorced,Bisexual,-28.410940909220233,A,C,E,D,59.14293014518791,-122.09548611552461,B,A,D,-19.673052878797886,30.85036488252189,-17.389954421006202,-153.28215311379265,2.4082154880170665,B,E,A,0
Other,Single,Bisexual,-18.203202435144195,E,A,E,D,27.362321099150126,31.174155544984345,D,C,C,24.453262662066937,27.258517340236253,46.58383021258485,51.32691865115168,12.961173377297838,D,A,A,0
Mexico,Single,Other,-53.04773995222055,D,D,E,C,30.941029863857427,188.63232834513644,B,C,D,51.614661950853346,-9.943396337167012,57.299431165097914,-15.72206110832505,-38.150522611992514,B,B,E,1
Other,Married,Heterosexual,4.300137694597106,B,B,D,C,-336.9233179720153,107.50049215789419,C,A,B,-22.298545979679858,59.91125924230288,65.95502639953838,-100.23890149386551,11.278794555268345,B,C,D,0
Other,Single,Homosexual,79.85568409221395,B,C,B,A,72.74406470980797,-126.91555493679871,E,E,B,-5.582937884767556,-73.83895999103147,19.95459974175768,-56.19410157721519,-70.94873036006864,D,E,B,1
Germany,Married,Heterosexual,-111.88398405128781,C,E,B,E,-128.26907081486166,54.508654153088735,B,A,A,78.80689356871098,100.07192771847005,-46.435343035961026,128.8447633603293,13.866857814826133,B,C,C,1
US,Single,Other,48.39345212836883,B,E,D,D,109.85018646545082,-48.33939418223022,E,A,D,42.43448125439269,38.60791764246287,-17.56306251246982,-116.28528075955577,102.83789856733145,B,E,E,0
India,Widowed,Heterosexual,-320.3700734122636,C,A,A,B,134.38068297071325,-33.194998412347296,A,A,B,47.198996500384446,-111.30618738100821,-139.21405339168643,36.90222151654899,-48.85404008666529,E,B,D,0
India,Single,Homosexual,-226.59103679338725,B,C,E,C,18.335000714006952,-99.39424523702652,D,C,B,81.82706839325729,285.35163441016755,-84.98494383182049,-26.126232926841027,32.04971893550496,A,B,D,1
India,Single,Other,211.36507497017897,D,B,D,C,145.61333155784232,-140.71262212230252,E,A,E,185.25206326822948,-30.91346035746771,-110.32314519088271,-47.27790909739718,173.40320500550504,B,A,D,1
Other,Single,Heterosexual,120.46505798524973,B,E,B,C,-106.51899099096728,-69.9551811571127,B,E,D,-99.87037471063957,-0.28116113729960257,208.35202906642124,-88.54485000321328,119.066740538348,E,B,D,1
Brazil,Single,Heterosexual,-135.8189165463926,E,A,D,E,58.228885676565426,-45.63866674091074,E,E,C,-70.96046041217768,-104.17916491131534,69.22078174729711,30.556872984322897,28.47022846034475,D,C,B,0
India,Single,Heterosexual,-2.2042833395596713,B,B,C,D,-29.57930912551617,33.28674364452125,B,B,D,70.99343705442254,5.64245294004828,-109.21389623996347,-123.71767408470033,131.95900479808392,B,B,B,0
Mexico,Widowed,Homosexual,3.519042601148042,E,E,E,B,-36.1945818973275,-35.06037292521809,B,B,B,-152.1394674946853,-263.66481106233414,-98.38783890217367,28.236207293264677,-25.008629202563714,C,B,D,1
Other,Married,Heterosexual,-37.02248990041694,B,E,D,C,136.56014690752073,-10.090641024703443,E,C,B,-62.91684068483735,-139.00544626074665,88.87499795457133,69.51104333116629,70.59316158391069,D,A,A,0
Germany,Divorced,Other,117.55509730055603,B,C,D,D,-26.41125071360446,122.26801696539474,E,E,B,90.92022101424459,246.95648757123857,58.6723729085661,-44.73678504142528,-88.32115663874896,D,B,B,1
Germany,Widowed,Homosexual,48.57301026188399,D,C,A,C,-20.252171017106715,69.24166702663055,C,D,B,0.35315144154424566,11.245634483062636,30.750061940975037,-316.9479646229652,-48.215589308417705,D,E,B,1
China,Widowed,Bisexual,-168.53372486781112,A,C,B,C,-22.758302739793066,19.214971749639957,B,A,A,-7.151405823131121,74.82093368662323,-1.7650125804995718,108.95423918261042,116.06365824238208,E,E,D,0
Germany,Divorced,Homosexual,-87.10827957533768,A,E,C,D,-3.9112740318660104,-53.474508007427154,D,D,C,-73.33211329351694,135.32931407855057,-118.97582968351199,-37.97387346753831,266.5300786796831,A,C,D,1
Brazil,Single,Bisexual,38.29456643923247,D,E,E,E,-198.69904714653993,54.85221966155337,C,D,D,-203.12140917314477,-16.963871166555478,62.316827910586916,-99.37337027901667,-98.7769023970557,B,B,E,1
India,Married,Other,124.4642757689948,D,E,E,A,28.35301370767207,74.56228605251648,C,E,B,28.743171281814366,-60.61544138657043,73.15481239035823,152.8440023635281,-155.16233964520964,E,E,A,1
India,Widowed,Other,68.56189183384578,E,A,A,B,-172.74584023267613,-7.273066488301004,B,B,A,121.4294269135044,37.42193009737995,137.20846901603122,22.93813621501973,216.800410971076,A,A,A,1
Germany,Divorced,Bisexual,-66.31689486085688,C,D,D,A,-18.527759509579507,30.292770888267896,A,E,A,-83.6308240273081,-28.12080496460945,80.0685200649183,3.056328382705857,-77.74301034214054,A,E,E,1
China,Divorced,Heterosexual,-2.595106698278167,A,A,A,A,96.10804284672363,-2.9598443146481848,A,D,C,50.17282419477013,81.70096179623305,-83.11994635994097,105.28003979151408,1.771955788296246,C,D,E,1
China,Married,Heterosexual,-60.45143704007173,B,D,D,B,-67.1672908824746,52.83257370171047,B,C,C,-189.13864163555937,-170.06411901250448,121.19884346144794,-16.110134195848303,112.24177081697198,C,E,A,1
India,Widowed,Homosexual,211.0581884312836,D,B,A,E,-76.69530327920137,40.780704633664506,E,C,E,80.15651145809323,-88.1112167079593,-126.16078396479828,-63.7954504838052,-5.291316467857239,B,D,E,1
Mexico,Widowed,Heterosexual,31.720376215549162,A,D,D,E,-9.090849092839678,69.28108995893919,B,E,A,5.175243810759107,-196.77471374681636,70.23555273816861,6.966363508148017,-142.96755715739476,A,A,C,0
China,Widowed,Bisexual,-50.54103293223861,D,A,B,E,-211.06804505032804,93.6633536488857,B,A,E,38.356704705354716,77.15992933665986,-53.290145371333494,-7.8146969500866446,-140.19023164297016,D,E,D,1
Germany,Divorced,Other,-29.732076663606392,E,E,C,A,-130.4700829273028,-51.772314054012746,A,A,C,-204.19697950146647,-123.12251849727896,-68.54233798520696,-56.804552040890485,56.33075904414982,B,A,D,1
Germany,Divorced,Homosexual,114.13088832948557,D,A,E,A,71.45329204530502,64.24634733616766,A,A,A,-79.66311247534564,35.40270129655628,-52.03832468047294,-5.788144321167322,-79.76763529458081,A,D,D,0
India,Married,Homosexual,8.806263350345125,D,C,D,A,25.63281814952831,-100.69948160021703,E,A,C,-75.92124138695303,-111.35501069601294,17.452049131152066,-24.004619379439806,-66.49578141865433,E,B,C,1
UK,Single,Heterosexual,-59.193776202064086,A,E,E,D,22.84050337267962,255.01030677590535,D,E,A,-47.29570663970365,263.51830285038295,-28.76435594827442,38.65364274036287,6.034460559736336,C,E,B,0
Brazil,Single,Homosexual,-8.571344870959592,E,B,E,E,116.23885718931797,15.711703085299577,C,C,D,34.84108976372586,-11.705711858707328,10.629155384528953,-68.05301772523826,-36.80584718480565,A,C,C,0
UK,Divorced,Bisexual,-147.80708109505656,B,A,B,C,-143.0732944360361,-74.51343608628095,D,B,E,43.74269254785928,-206.03448546912776,42.36868874800393,76.07741322731853,5.901535609058881,D,E,D,1
US,Widowed,Homosexual,-108.57668403275996,B,C,E,A,111.69329564056079,85.47170826613751,E,C,C,178.66333231933285,-154.70124365040257,-8.887580299750072,116.57825533320982,-37.97625180207836,A,C,C,1
Germany,Single,Homosexual,271.63363743394916,E,D,B,A,-157.9468198769977,-66.31281356693847,E,E,E,-0.29514886903345905,94.22736428479524,-34.26681633935381,42.26071081806344,-185.31152424481107,A,C,A,0
US,Married,Homosexual,-74.9454983944385,C,C,D,B,59.34946210866363,86.29816946330189,A,D,D,54.59990360083459,-100.07392918742626,104.73255395305745,20.33712861011389,231.0205482609771,A,A,D,0
Brazil,Married,Heterosexual,-40.87267164678587,E,D,A,B,-108.7548589884896,3.8523286117841433,E,C,D,66.15466446099971,-72.95081307760867,1.2475625261500938,30.806103783164,2.956609146227063,B,E,C,0
UK,Divorced,Bisexual,-8.785397024566285,C,B,A,C,65.23856379033538,50.58983517213079,B,A,C,71.86060711343278,-64.34527085604479,-285.8574086211482,141.11634125597257,-58.6621356919688,A,A,D,0
Germany,Widowed,Homosexual,86.11489644398914,B,D,D,C,63.63646901839793,72.4256151429783,B,A,E,15.937253763682982,45.27321972404428,192.68477843287693,-69.59902689961199,109.78720604124996,D,C,E,1
India,Divorced,Heterosexual,24.286450468755305,D,D,D,C,-5.870099210847673,-265.12121024156323,A,C,B,-138.99437285817072,13.498995633567255,-16.899436831750855,-20.010528632862133,-144.41629431788218,D,B,E,0
India,Married,Other,-75.07556863956073,E,D,D,C,-65.46789318445755,121.01499444530299,D,D,E,-98.85211143691456,-50.564905836589645,34.99817438761054,4.15222773984415,98.10199075101312,A,C,D,0
Mexico,Widowed,Bisexual,152.5314966301477,D,B,D,C,123.04027546606211,76.78038800365515,C,E,E,-24.43094814239107,-28.920811634470013,72.34694020034867,-56.35278301412951,68.39762565395641,D,B,C,0
India,Single,Homosexual,139.19391646331545,D,B,C,C,-115.930140792324,21.583160346286405,D,C,B,-3.4942217219799585,-20.934729565717834,-116.27818739241908,-80.05116376873268,-75.1479586861439,D,B,E,0
US,Widowed,Bisexual,-169.26125676472637,D,D,C,A,126.77023180546013,-127.63471955651578,A,E,A,224.62912254021785,-96.88952179416947,-217.47479232993823,176.78563473268525,-95.12223015475462,B,E,C,1
