orientation,gender,Disability,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Bisexual,Other,None,Hindu,C,-73.04077153075937,A,A,-271.223445113471,B,127.28605586277627,D,C,27.583773341257107,57.34250597877658,C,D,34.96629957526002,D,0
Homosexual,Non-binary,Yes,Other,E,19.894584750279723,B,D,-72.07344611729411,A,26.047585315359385,B,D,119.21867108535373,25.73864015820126,E,E,-37.2795092413282,E,1
Other,Female,None,Hindu,D,85.38712913968918,E,D,40.96968370709348,C,-3.440221418229212,D,E,-39.291947148645775,13.386239787732782,B,C,20.52338211975332,A,0
Heterosexual,Male,No,Christian,B,-110.66295267152115,C,D,-72.82023141229332,A,178.42431420000793,D,E,-48.116336522362744,-62.63505137308453,B,D,8.280524802033968,D,0
Heterosexual,Female,Mental,Other,C,55.403684709629154,B,E,35.437221595841756,C,84.94230057695601,D,D,-154.90156324027603,45.63970559166607,D,D,66.07018177221356,A,1
Homosexual,Male,None,Buddhist,A,26.969657925404604,B,C,-103.8597510099879,D,387.48446751173435,E,A,37.93557917275703,33.11218469484751,D,C,-64.18214888101731,A,0
Homosexual,F,Physical,Christian,D,38.439923147948456,A,B,-169.7797311935542,A,-81.3722539376497,E,C,78.69305536341817,-210.9304097145478,D,B,84.47062757248399,A,1
Bisexual,M,Both,Other,B,164.77115007304948,C,E,2.3730418931524317,C,-306.1033478293152,E,D,-197.57607348009986,76.29918476511688,C,A,-117.8200501496736,A,0
Bisexual,Non-binary,Mental,Muslim,E,-107.16316307522592,A,B,-138.0094997631033,B,-15.273496877761236,C,A,47.11642656048808,-117.51182753087683,C,A,81.54778210086626,B,0
Homosexual,Other,Physical,Jewish,D,52.99442133914375,A,B,70.68623072486973,E,57.793661470466596,A,D,-48.676131419950345,79.87978096067886,C,A,-230.43342670420373,E,1
Other,Male,Yes,Christian,E,-187.21638416390573,B,A,245.0186555072715,B,-21.94248095251003,D,E,259.53995341885803,-99.96515235811738,D,D,-29.114904577354572,E,0
Bisexual,Other,Yes,Hindu,C,-16.086302689219274,C,D,64.11900553137212,E,-6.2442513126867185,E,E,-32.97991218063841,-21.9661739069442,D,A,46.041319518136454,C,0
Bisexual,F,Both,Buddhist,C,6.589180244009464,D,B,101.84160915217868,C,-88.57718451550708,E,C,47.97812683819755,94.25435639762503,D,B,-21.005537497945234,A,1
Other,M,Yes,Other,A,-16.903316525504938,C,E,-71.81053916429802,D,0.5683116703650861,A,D,-125.1193759989353,166.68344038177253,E,A,46.69823584632566,B,1
Heterosexual,Other,Yes,None,D,-213.72676312256488,C,D,45.27726621962236,B,-6.210014988058561,D,D,96.54246659277482,-8.658092036607501,E,E,86.00124625444582,E,1
Bisexual,Female,Mental,Buddhist,D,-56.51931168856851,A,D,-129.26456460669905,D,-94.93062236354429,B,A,14.333785511165138,22.555804875323183,C,D,-140.25066088916722,C,0
Heterosexual,F,Physical,Other,B,17.229004699290257,C,E,-13.13974182631453,D,32.44672504568926,D,A,-76.95329727124441,-52.598124036287174,A,E,198.94909179984234,A,0
Bisexual,Other,Both,Muslim,D,38.533145485157064,D,A,-50.75217373860627,D,17.28794117534948,A,E,99.22652191018658,33.88831571932248,D,B,-48.9661958303368,D,1
Bisexual,Other,Yes,Christian,B,-9.310123803922654,C,B,-66.31531338299756,D,-131.52539161328272,E,C,-291.79814844595546,-49.28327439254343,A,E,93.00270811292407,A,0
Other,Other,No,Muslim,C,43.38885316110155,A,C,33.03189792666214,D,108.1937762992469,C,D,135.35344880286982,89.90462022497374,E,B,-99.49235859089582,E,1
Homosexual,Non-binary,Physical,None,A,12.552219203491244,D,C,-180.10211611288844,E,25.897713571914576,B,E,-160.53555030753617,-6.0681123963870425,C,E,-137.54859993081936,D,1
Heterosexual,F,No,Jewish,E,248.90216390731683,E,E,113.59075910453944,C,-137.24649192482244,D,A,-73.13521626245652,58.394911882084564,A,C,-90.40026680708189,C,0
Other,M,Both,Muslim,A,-88.87354009638942,A,B,-94.93502371675095,A,-46.8649177551269,E,E,307.93168415481676,-179.57113097176688,E,A,-64.95966339235622,A,0
Bisexual,Other,Physical,Buddhist,D,-124.22980224211967,C,C,-40.17824220331722,E,-166.783688426402,E,B,15.053178216257427,-33.9259900388502,C,D,-108.61709769455037,B,0
Homosexual,Other,None,Buddhist,C,-255.02636617457281,C,B,69.68490692629558,C,128.04776050191438,C,B,22.82965882197006,44.34470089185109,B,C,153.70575072557492,E,1
Heterosexual,Male,Yes,None,B,145.02491049218352,A,E,-54.093703707183394,D,87.42481761930796,C,D,-26.193915693043714,-22.674302533872233,C,E,-38.07761136782306,D,1
Homosexual,Other,Physical,None,B,179.5679824697052,C,A,-18.52766870897704,C,-293.225210714156,C,E,-27.597394779374785,68.48300626229296,E,D,-141.16066700589863,C,0
Bisexual,M,Physical,Other,E,-102.81935756782836,E,E,233.9000366228905,E,-35.81605348701157,E,A,-134.26935315437535,95.04344029518754,B,B,110.75862211637981,B,1
Bisexual,M,None,Hindu,E,-53.94053212671018,B,B,10.415600207045603,B,-81.07927673099188,E,D,117.26214825620079,11.206339651338306,A,B,187.94486853013944,A,0
Heterosexual,F,Physical,Christian,E,176.8001818835603,A,E,-64.85708586179423,E,-12.002004492863046,A,E,-9.872530719187836,-42.52915829068598,A,A,-49.24444355491014,B,0
Other,Female,None,None,B,138.4960326033807,C,E,11.877238735074485,D,98.99260504225464,E,E,173.12783100507792,125.45972875656375,B,E,156.67538760458856,C,1
Bisexual,F,Physical,Other,C,128.01595649344856,C,B,18.352176071845207,B,105.71089286481417,D,D,104.05870357200216,87.69638243069791,B,A,22.185154099714527,A,0
Other,M,Physical,None,C,-59.70171336143512,C,B,-78.77449354204593,B,-9.220377906212034,A,C,-91.54634804529715,-174.85886180372435,E,D,-128.04165011013583,B,1
Homosexual,M,None,Christian,D,115.72672406861628,E,E,73.0360241280157,B,-128.9560949493566,D,E,124.46324156821969,-42.31069058848981,A,B,138.87278192444379,B,1
Bisexual,F,None,Jewish,E,-89.36154720849551,A,B,-106.49396174410397,B,99.1637915510325,E,B,-13.963119749993794,48.7758679069886,D,C,-31.77884409246328,A,0
Homosexual,Female,No,None,C,-110.67612300628768,C,C,-82.27610900162847,E,216.9006617835892,B,C,-210.41626174466407,87.48056853695199,C,C,20.713829821052904,A,0
Homosexual,Other,Both,Hindu,B,-15.118433272804724,C,A,-89.36591898982024,D,-39.94957229807819,B,E,57.37413019514489,-35.50389877838021,B,B,171.1403311967751,A,0
Bisexual,F,Yes,Buddhist,D,28.658794835426697,C,B,56.99418577160026,A,-229.4021788062094,E,E,58.96738417018881,14.53820857157227,D,E,104.06788256347008,D,0
Homosexual,Male,No,Buddhist,D,-220.3057490376056,A,B,86.56633062416422,B,-348.59265452290697,E,A,-159.57490096588347,-228.25173888730487,E,E,49.511420683269634,B,0
Bisexual,Other,Physical,None,A,-26.462403766363458,C,A,64.24116196077766,C,84.63242578548194,B,A,-54.54039387639956,-147.00364439697674,D,B,52.809284718261154,E,1
Homosexual,Male,None,None,B,-63.24494866454842,A,B,-40.11337169970221,C,-153.87770666419632,A,D,-19.40505411553105,130.5590464079247,A,A,-29.41129046200452,C,0
Heterosexual,Other,No,Hindu,B,-66.44508588342069,C,C,172.99314192200538,A,27.960340058044487,C,A,-20.89606741781528,-0.6758316141790722,D,D,-28.13803784992776,A,1
Homosexual,Male,Yes,Buddhist,A,26.631873764381297,D,B,47.507145977486275,B,4.053242726753708,A,C,-34.7474110686017,-10.828744189400059,E,B,-197.28487068088424,D,1
Other,Male,Both,Jewish,E,-110.77925261459467,D,C,-15.128091012808648,B,15.725488913497779,D,E,-8.506292515531308,84.06350921665056,E,D,-185.90605943365438,C,0
Homosexual,Non-binary,None,Other,B,35.81203314691563,B,A,109.64595384276778,A,-29.41511599410599,B,E,-129.86624413864033,-36.93085009717613,A,C,62.31020712319294,E,0
Bisexual,Non-binary,No,Other,D,123.19754522170439,E,C,-111.48269985122128,D,61.36587993498883,C,A,-38.241814247053554,72.94974257858586,D,B,71.30165264719543,B,0
Homosexual,F,Mental,None,D,-71.51801293384004,E,D,142.3464222175742,B,70.50015382999041,C,D,-130.37929100490555,-199.30712364000732,C,A,103.35168684353755,C,0
Homosexual,Male,Both,Other,C,71.29673315567464,B,D,-1.0107890283883112,A,60.1918988357804,B,A,6.209358962141385,-43.445089921677464,D,A,88.79021451370012,C,1
Heterosexual,F,No,Buddhist,A,-154.28996708396966,D,C,-188.4707165206216,B,-52.33953131844407,B,B,35.35134298862342,46.0137054829599,C,C,52.71962919793665,E,1
Bisexual,Male,No,Hindu,B,-51.034994898225186,B,A,-44.24263664201995,D,-1.9998664839796292,B,D,-48.14703353882756,-14.496926535803855,A,A,59.69318283272378,E,1
Bisexual,M,Both,None,B,-145.51235070142818,C,B,-4.214789728541877,E,14.238506644405206,A,B,17.810672692420486,-9.027797828299168,A,E,90.11055648337557,D,1
Bisexual,F,Physical,Hindu,E,114.96437850758183,E,C,-35.01525589517266,A,-99.83538422260042,B,E,118.23180204526042,-110.14525034005143,B,A,-57.14806778690081,D,1
Other,F,Physical,Christian,C,-60.544319813162595,B,C,76.8665014768789,E,107.94583182046891,A,E,-110.65654194435446,18.34583041717954,C,A,139.50513461796453,A,0
Other,Female,Mental,Christian,E,-84.05106197596297,A,B,38.21683169259796,A,121.52137333280757,A,D,-96.65213084460235,238.0411850984625,A,C,22.146288103850758,E,0
Heterosexual,F,Both,Buddhist,B,61.26405925669104,D,B,-135.22573249926833,D,-62.13110193137938,B,A,2.691473056019988,-232.85322268692946,E,E,30.629004941485256,A,0
Heterosexual,F,Yes,Other,A,80.1918575549746,B,C,57.34904598601441,E,-127.68138947492073,E,E,-1.4371779285488475,78.09360079982494,A,D,142.4776814707168,D,1
Heterosexual,F,Yes,Other,A,-73.64615164526468,B,C,-151.8893262376019,E,157.83740864937553,A,E,-138.04895486711186,-25.181141754261322,C,E,-71.3234476599155,A,0
Homosexual,M,None,Christian,C,-123.82569538701405,C,D,45.58053925080184,D,-92.10648492285489,C,D,75.31083946477708,231.0598899407464,D,D,-43.195871164551846,E,1
Heterosexual,Other,Yes,Other,E,168.22395447645016,E,C,-153.10346916877705,E,-40.54439682360258,A,C,4.2675530942017135,42.69382168489691,D,B,-31.28772136717204,E,0
Other,Non-binary,Physical,Buddhist,A,-30.162385536944175,E,B,-164.19761532205416,A,-94.23086828309393,B,D,13.858858807255384,-164.4166187525418,B,C,23.260894842844614,C,1
Heterosexual,M,Yes,Christian,A,105.17834972065955,C,C,-71.76782163055336,A,119.36318590844736,C,B,134.71768256838465,160.7301751434886,A,B,-83.1762972838929,D,0
Heterosexual,Female,Physical,None,D,-218.83125366481494,D,B,27.266404107223412,E,7.090453867004317,C,A,-43.38561079401677,-85.99446473150833,B,C,-25.799271076971014,E,1
Bisexual,Male,Mental,Jewish,B,122.34470152606205,B,A,-88.49343912968702,C,47.62580441147339,C,B,3.306087576980622,55.06543264643275,B,C,28.39031852293996,E,1
Other,M,Mental,Jewish,C,-111.85342806615598,A,E,-220.4869822180975,B,-73.59553505718647,C,C,117.14646357007436,-44.587227077841305,A,A,-87.76319503762146,D,1
Heterosexual,Non-binary,Physical,Christian,A,-21.571995822634783,B,E,1.4696571265746068,E,-19.251647637254447,A,E,-36.696699865934804,53.57729598852462,C,D,-58.316464397991666,E,0
Homosexual,Female,Both,None,D,67.27876570778312,D,C,27.61586163047294,B,93.46918354718593,B,B,-186.32928744932877,155.37479963961331,E,A,24.132407668282113,B,0
Homosexual,M,No,Jewish,D,39.47463551100503,E,A,62.40597210661285,B,69.44106551377871,A,D,121.29927769601434,5.648764926137049,E,C,-168.79827492718763,D,0
Heterosexual,Male,Yes,None,C,47.92304193777209,D,B,-95.74555402771749,E,-75.01920878582727,D,D,15.267032958267182,17.503343214025087,D,A,-361.77158386900504,C,0
Heterosexual,Male,None,Hindu,A,-48.43152261171046,C,B,-56.189231761727,A,-48.07565063140477,B,A,23.790402882202727,-88.98160551320376,C,D,-14.992028585194733,C,0
Other,F,No,Buddhist,A,-60.01358144133688,C,D,28.213185862285773,A,14.743025177189079,D,B,52.06279564308218,-163.8028816982481,D,D,-16.928873108253264,D,0
Other,Non-binary,Physical,Other,C,-7.687266924896785,A,E,76.84571630270423,A,139.13809946814303,C,D,57.792859702623566,42.255448799741906,E,C,16.659936122320985,C,1
Other,Female,Physical,None,E,-6.356736305129955,B,E,56.96100330892521,B,160.33891195872917,A,E,-57.632348400833365,-20.03879431309934,A,C,-139.12120515734463,A,0
Heterosexual,Female,Yes,Buddhist,C,-18.068179785717255,B,C,107.62656324394312,C,-155.76317554226227,A,A,-25.212212297434654,45.1411592251606,B,D,68.51791017184554,D,0
Other,F,Both,None,A,-3.633042101213905,D,E,-269.59721855447015,C,106.30811844366382,B,E,95.42344151386159,66.95972688563357,D,A,-171.65735030711457,B,0
Bisexual,Male,Physical,Christian,E,81.13230807997802,E,C,-100.08568147392076,C,141.62750844452273,E,D,40.558627637773434,12.738892153502345,B,B,-42.59355474686537,C,1
Heterosexual,Non-binary,Mental,None,E,0.6921327949117123,E,A,4.0764352694273445,E,54.62864040200305,C,B,58.67729799090541,152.49566276853898,D,E,-14.33507499881139,B,0
Other,Other,Yes,Hindu,B,-4.712577041369116,C,C,168.08340385884173,E,194.14218354084105,D,A,55.424483027409096,96.45493901278282,A,A,-77.84605769809698,E,1
Homosexual,Other,None,None,C,-102.7211188225989,D,D,89.28155781808462,B,-127.06254729715938,B,D,-1.8815399088481153,-62.162795905239896,A,E,-95.37640591657592,D,1
Bisexual,M,None,Other,D,384.3615640278583,A,B,221.2811845277697,C,43.37406642791649,C,C,99.45993712432862,-2.6037152925757656,B,B,72.10509547268941,B,0
Bisexual,Male,Both,None,D,-32.86577733479062,C,B,7.75803365633226,C,62.94242046614089,B,D,-46.04025230881818,123.5781108700056,A,B,117.45128680717163,B,0
Other,M,No,Christian,E,-42.73643217154388,A,E,-21.671957152744064,B,-8.387451596324105,E,D,49.17317896234046,35.57625867218566,B,B,54.85975429616278,C,1
Bisexual,Other,Yes,Hindu,C,-9.818322515516545,B,D,37.59106847632269,D,93.60643356626707,C,A,-64.6653580317012,-78.64242652241992,C,C,125.61435418219948,D,0
Bisexual,Female,No,Buddhist,A,-77.67576548149621,A,C,-82.19703974798824,A,-63.14426628165381,E,B,-117.22858721197488,53.439454603994406,C,C,81.57797775946835,C,1
Bisexual,F,No,Jewish,A,163.85338364154296,A,B,-100.75409903915961,A,24.9310293469057,B,C,17.266198258585778,-200.57619155456445,E,B,-244.42693374533198,D,1
Heterosexual,M,Mental,Hindu,E,8.105638861450332,C,B,-197.23899073804475,A,74.95977142059024,E,D,-171.92555090394967,88.74686701192486,B,A,-116.23579943389495,E,0
Heterosexual,Non-binary,Yes,None,C,-11.752072388787305,B,C,50.02152176917386,E,36.459729959817885,B,C,28.603199375708886,-50.05810969143417,B,E,75.48467521362733,C,0
Heterosexual,Male,Yes,None,E,-43.40611336951585,B,A,193.60923378701474,B,29.061488433410588,C,A,59.09044385734429,-53.22359525505651,E,C,-46.83918656840345,A,0
Heterosexual,Non-binary,No,Other,A,19.216028002148533,D,A,58.084598121912954,B,56.55808201112977,A,A,-33.765756726600756,38.84917951023487,B,E,-50.05450343442433,B,1
Homosexual,Female,Both,None,A,-84.22644803039681,B,E,-82.83708245062147,E,-7.6242359884746955,D,E,-37.58533702679928,65.4492553512614,B,C,-207.95042192855982,A,0
Heterosexual,Other,Both,None,A,151.31097896090662,D,D,-54.72299548009632,E,24.9485614892173,C,D,3.149623507926696,53.43532481836195,C,B,-16.612966142985567,C,0
Homosexual,F,None,Other,A,-98.20518534718782,E,A,-25.301619754770048,C,-250.04400091277205,B,C,-43.09936435912789,35.78132799012111,B,A,91.28219845990624,E,1
Bisexual,Male,None,None,C,-128.0510208856815,B,E,30.3234209433015,A,95.48571374083225,A,C,54.44117779810187,-92.03285949133357,D,E,112.60472501383609,B,0
Homosexual,M,No,Christian,C,-52.52813976957418,E,B,162.57605441245582,E,-120.38748458806904,E,A,-38.0851174243393,-65.73380258229108,D,A,-40.72974343528719,A,0
Other,F,Yes,None,C,7.976787824817541,E,B,-159.46465933160835,E,20.364929165124988,A,A,-115.75232011006315,24.473204575134318,B,A,160.65432062071991,B,0
Bisexual,F,No,Christian,C,162.8988120834493,A,A,12.633399179894559,D,-92.36276529143359,C,B,-9.46531279393655,-187.35689668907764,E,D,3.299619899074983,C,0
Heterosexual,Female,Mental,Muslim,E,-16.911853787133737,E,C,19.44446660410081,E,43.97770765888471,D,A,228.28276236159022,82.85162149592846,A,E,-63.91254753111587,C,1
Heterosexual,Female,Yes,Christian,D,106.93206698608451,B,A,-50.06249467034253,E,-16.395365909901336,C,A,-71.31837889615903,-56.27240351132844,B,B,-228.2114034716402,E,0
Bisexual,Female,Physical,Buddhist,D,-169.3022171263433,E,B,-60.43334456162588,C,33.976089191314415,E,C,-59.44907995283213,25.78418453132951,D,A,0.434281468963493,D,0
Homosexual,Female,Yes,Other,E,82.30658404074673,C,C,86.60309829862155,D,18.56100399540706,E,C,23.10136804386675,133.97675803485006,B,C,62.1889442357486,E,0
Homosexual,F,None,Christian,D,31.301861162121565,D,E,19.62532740236519,C,-129.65992691263827,B,E,-138.33748025152522,66.15070093072268,B,E,-24.631944874767502,B,1
Other,Female,No,Other,B,106.83373065891624,C,C,-56.547644972003766,E,15.878184649355898,C,E,95.41150856067446,67.62245925394322,B,D,81.39737981207138,C,1
Bisexual,Male,Yes,Other,D,-81.49023002599691,A,B,64.12694895401589,A,110.81013402146436,C,C,-50.91122339781522,-42.34709455653076,D,D,-63.40747746532631,A,1
Heterosexual,Female,No,None,E,-17.511809615140685,E,A,224.9548135039865,A,26.856466891033087,D,C,-24.971264237177046,25.31035270402464,D,D,-24.345128766288447,A,1
Bisexual,F,None,Jewish,B,-3.0572781410774086,B,B,211.84109848923654,A,27.23626521038448,C,C,37.011171232808806,137.8771848967082,D,C,153.94717472396727,E,1
Other,Non-binary,Physical,Hindu,E,-49.43039004025337,C,D,-63.678327135356916,E,-59.20973991798144,C,A,-128.50194157704485,-60.06229321913575,C,C,-42.204515528365896,E,0
Homosexual,Non-binary,None,Jewish,B,-100.15968637313422,A,B,-184.36712253558704,D,105.9162908325025,D,E,-125.51277269782646,-43.230440788450096,E,E,166.0187996731761,E,1
Bisexual,Female,Mental,Jewish,E,-221.9290503955802,B,C,-25.225430879915972,A,51.90121246053834,D,B,-116.65276979403241,-49.216054173116945,E,B,-64.25048154662394,B,1
Heterosexual,Other,Mental,Other,A,-118.87054060320847,C,E,15.088875877038488,A,289.44772647836515,B,E,96.86548383042647,2.044126846425909,D,A,60.45254970499404,E,0
Homosexual,Female,Physical,Christian,A,71.87981810101532,A,B,-69.21928065453712,B,42.854051907813165,E,C,13.23846793717557,30.544677050078516,D,E,213.80494303237367,E,0
Other,M,None,Christian,B,22.229757556334157,B,C,217.9897897043671,E,-43.871016321281985,A,D,-129.07966563517107,10.927494898575116,A,E,172.94777326055842,A,0
Other,Female,No,None,A,-61.014912515040876,D,A,-247.37654903698348,C,34.263093721727955,E,A,32.58501644957509,33.9437797029413,D,A,-162.5400541736899,A,0
Bisexual,M,Mental,Other,D,-19.850326455567473,D,D,68.12607213719748,B,-97.64590960866096,A,A,102.49033520995529,9.821258054567084,A,E,68.2052201326699,C,1
Heterosexual,M,Mental,Hindu,A,-64.78890130495934,C,E,130.60684573042275,A,186.98020063616946,C,A,-105.85124250499204,123.9581432413839,D,E,168.13226686960815,B,1
Other,Female,None,Christian,D,83.53458972585365,D,C,-154.73729122365313,B,-104.90510382208636,B,B,178.16019659747516,-37.542302833766215,C,A,-106.24936972113757,D,0
Bisexual,Non-binary,Physical,Other,E,-34.892854160844195,A,B,184.76156679665755,E,196.37118717619958,E,A,72.9329251840117,14.270941031260884,D,D,-43.1204276233095,E,0
Homosexual,Other,Yes,Hindu,E,-38.90549742795649,D,B,-97.83838841597179,D,5.7455770166272995,A,B,33.14393770398039,26.688303028164267,C,C,20.751675919351555,A,1
Other,Non-binary,Physical,Jewish,D,36.23672204283374,C,D,-154.12617917044358,B,52.030423882784795,A,C,-30.341158095831815,-47.67440697243487,E,D,-31.88126846184297,C,1
Heterosexual,Female,Both,Jewish,A,223.53410151179642,A,B,29.71326124776088,B,13.268363287848544,D,B,-89.14805655568783,85.92689445559762,E,C,18.167604330712233,D,1
Bisexual,Non-binary,Yes,Jewish,E,85.42177512106468,A,C,29.26657936424512,B,20.034825981670355,D,D,-88.0732677787602,-97.40953224615119,B,D,-92.2025896479022,A,0
Heterosexual,F,None,Jewish,E,-139.13251655321952,E,B,19.02720873091953,C,-56.58130528886846,A,C,13.725885031740045,-291.05885540225376,E,E,-149.92615420254512,A,0
Homosexual,Other,Mental,Hindu,C,-208.38353190485557,A,A,106.28754554849662,A,122.18599892198594,C,E,86.82939963488741,-281.0542330206516,B,C,-133.3387288462624,D,0
Homosexual,Male,Both,Jewish,E,-111.50663330806618,A,E,-222.54247370491868,A,-47.5392601126213,B,B,-38.543665535362905,40.90518605001999,B,E,76.30198999469158,E,1
Heterosexual,Male,No,Buddhist,B,84.10004335958851,D,E,-24.486301994009196,C,-58.562086364328934,C,E,-31.11160847950248,46.73563110231672,C,D,220.82569354879533,A,1
Other,Female,None,Jewish,C,193.24881236063035,A,B,279.7479343475797,A,10.58691771941419,A,E,45.51297778790545,-66.33318437487755,C,D,-56.675756304006185,E,1
Other,M,Mental,Hindu,E,-47.46577493035143,C,E,32.112941780397776,D,-16.529891797941122,D,C,102.20556015579183,76.07392171862301,E,B,-72.65366334980479,E,1
Homosexual,Non-binary,Physical,Buddhist,A,84.65006563459082,A,D,94.64330808007007,A,-99.91161546323684,A,D,133.61398037588145,-12.913157886724136,B,A,-41.81148991102609,E,0
Other,Male,Both,Christian,D,-23.776304102245387,C,E,-37.712549180339764,D,120.57883537379877,E,B,0.7053808594543871,101.0405391598771,B,A,101.7116198732478,B,1
Heterosexual,M,None,Other,D,-16.787964886772922,E,C,189.28938296393244,E,81.97451573533048,A,A,52.818032751440114,-139.02898938472532,C,C,-27.26588455096127,A,1
Heterosexual,Male,Mental,Muslim,D,35.67432676403566,D,E,162.57949802930733,D,44.14940935934624,C,E,15.167338159202348,51.44240355852347,D,D,-28.769789849281434,D,0
Other,Male,None,Jewish,C,-123.14153705758575,C,D,29.826026503213974,A,-73.0516741428027,E,D,-34.719571883059615,55.6043622891467,B,B,-95.43314208663752,B,0
Other,Other,Physical,None,B,109.20034769979775,C,E,47.26000600392018,E,-191.09205710906738,A,D,2.240905110201532,135.21988392745737,B,A,121.79184979984205,E,0
Homosexual,Female,None,Other,B,-104.5603188544438,E,C,-64.99945665134923,A,-62.187312731810316,A,A,-105.28171940362638,-12.642869049430125,A,D,-183.26815088562947,A,0
Other,M,No,Hindu,C,-96.6074647634993,E,A,-110.09031240570421,D,36.30145359235927,D,D,-51.134421515022396,32.15651256995466,E,E,-19.541853778521755,C,1
Other,Other,Mental,Christian,D,-31.74404003334288,C,C,42.038834550314,C,111.39670154587004,C,E,-210.38831767874746,39.2561714762431,C,A,-13.234953676807649,A,0
Bisexual,Female,Yes,Buddhist,D,-38.94251749980224,E,C,-50.22010814918399,E,-133.65708592060062,B,B,44.04812538613602,150.08479029209283,B,E,-49.03729594453819,C,0
Homosexual,Female,Yes,Hindu,A,47.80953552053619,C,E,58.777234857900375,D,21.445639786835496,C,E,117.47298691388988,36.5870324673628,C,B,-19.976794931291046,D,0
Homosexual,Other,Both,Jewish,B,-110.05490552164974,E,D,-148.04530061207532,D,-0.6284658311384541,B,B,-118.54992585969629,12.57143445213985,C,A,2.7769914346738807,C,1
Heterosexual,Female,No,None,D,-17.076132771223698,D,A,-51.858579978763416,D,-8.586963141304087,C,B,-92.97080505156812,9.6119658876049,E,E,74.17484751701912,A,1
Bisexual,Other,Mental,Christian,C,0.290424791879455,E,B,127.63421703727553,D,-29.39995368564362,E,D,102.52816455495643,-10.9658605534882,C,E,9.773192540862121,A,0
Homosexual,M,Physical,Buddhist,B,115.19490374579784,E,D,-45.118007974204325,C,-154.41496472311917,B,B,97.61548474139855,-47.18751745573727,C,B,-26.248604697876104,A,0
Other,M,Physical,None,D,-43.74296427986691,C,B,117.17035842658056,A,-93.10042994687842,B,D,-28.168209032330815,-85.07573795573627,A,C,-271.9637463240175,D,1
Homosexual,Other,Both,Christian,E,82.72593396439505,E,C,-9.545176499707326,A,70.21360096291272,A,E,-293.2459538981917,-113.71896149227692,B,E,-116.73654745139585,A,1
Heterosexual,M,No,None,C,135.86074902782318,B,D,59.595730275110746,D,-150.48692120104567,A,E,50.72245713630665,-65.12816326959381,A,E,-105.00078513794307,D,1
Other,Other,Physical,Buddhist,B,68.13478270728672,B,C,183.0245227360466,A,83.47009734015329,E,B,33.98250882165699,-135.83482490425723,D,A,63.80085395676461,D,0
Homosexual,Female,Mental,Hindu,D,42.8588855586396,D,E,24.095686666915356,C,-119.57498853026267,C,A,90.32634940114002,-30.4612125727714,B,E,-42.261008171578034,D,0
Bisexual,Other,Mental,Buddhist,C,-108.83088628899631,A,C,-56.13592229620304,E,-0.8509990376546955,C,D,-66.58882422221389,116.10480875672489,D,A,-74.708708562354,C,1
Bisexual,M,None,None,A,53.094571240598164,D,A,119.50768722376223,E,182.4625698473013,D,A,-130.58108605878618,-115.37176169484364,B,A,91.31941431506738,B,1
Bisexual,Non-binary,No,Other,A,-165.81970041266607,E,B,9.343575160262398,E,95.68090447662529,B,D,42.59278263866946,33.92039123453355,A,C,72.03994458302942,E,0
Heterosexual,Male,None,Muslim,B,-90.97302004367116,A,B,20.83473989480963,B,-55.28480692276059,B,A,22.04800885257521,72.12933131698907,E,D,-42.24115201729404,D,1
Bisexual,Non-binary,No,Christian,C,-57.136502028142225,A,E,87.16980747205173,E,81.56470416380587,B,B,121.4046051184445,19.559789995831945,B,B,117.16007167104345,E,1
Other,F,Mental,Hindu,E,52.34599369443379,D,A,1.0420319934195386,E,-110.13304491902343,B,C,124.76894648260803,-116.97727896566728,D,A,-100.55681006058141,A,1
Bisexual,M,Both,Christian,D,-94.72701908931641,D,D,-225.72909742875655,E,-68.46183590465549,A,C,86.96378664129941,-9.340003538963714,D,E,105.10375953529494,E,0
Heterosexual,M,Yes,None,A,95.9798357193771,B,C,154.9366883350576,B,-127.54472000378311,B,E,102.75542241795692,-42.99145492445175,E,A,-42.21883314145508,A,1
Bisexual,Non-binary,Mental,Jewish,A,-60.97398978842452,D,D,-87.96667555856638,C,-55.52261622105005,B,C,178.8633603111569,117.49272618724873,E,B,-133.72250963520165,D,0
Other,M,None,Jewish,C,53.14814350741038,E,D,12.600169770034617,D,55.79831084702063,A,C,-46.776160568888045,-8.914792435399029,A,E,-222.24215306616065,C,0
Heterosexual,Female,Physical,Other,C,13.94213570793443,A,D,-130.6860953234122,A,-51.70367995037364,B,A,0.36646871129000913,-75.46059949236235,A,B,3.044480325648479,B,1
Bisexual,Other,Yes,None,B,108.11674364740821,A,E,-75.93636497742409,C,154.80734030214325,A,A,93.37982995440348,3.6696982723641534,D,A,59.43156468867197,B,0
Bisexual,Other,Physical,Hindu,D,31.528814922037856,B,C,-148.6607618676429,C,-1.5732692395871632,B,B,12.892907912452415,121.88991026207292,D,B,132.26739006452325,C,0
Homosexual,Non-binary,No,Jewish,D,-199.7157222613331,A,C,38.45263326274016,E,-35.89991679279344,C,A,-112.41192664872469,85.50263447549322,D,B,7.824719415508991,C,0
Bisexual,Other,No,Hindu,A,126.54428553234855,E,A,-63.62028260284237,C,-79.6038389850288,C,E,-54.15327809398928,127.9147205477218,C,D,-136.1895542382282,C,1
