marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Single,E,A,E,B,166.04855510646587,C,C,B,D,170.13634416038389,-297.22085595953513,84.92231091784505,1
Single,C,B,D,C,-33.542521691060465,D,B,C,A,-5.63273855179923,160.78540984813185,12.967894136731365,1
Divorced,A,D,E,A,-37.797947558756626,E,C,C,E,37.152947970410025,28.949443226358913,5.752355333719442,0
Widowed,B,D,E,B,147.70465115360173,A,E,C,A,-45.4848136117462,-124.00524892552798,-5.244209956577302,0
Married,A,B,C,C,18.018340150479386,D,E,C,C,-14.072309664928135,-87.74510758286821,75.17449357459476,1
Divorced,D,C,B,B,102.00293196126238,E,A,A,C,-77.04255092159113,-149.89129710126463,139.86889913300516,1
Divorced,B,D,E,A,-47.528566762633915,D,A,E,E,62.77634335794775,-99.67773507983962,69.34664410190982,1
Married,A,A,C,D,-50.94796690109493,A,E,E,C,-29.91336044903738,54.87750724423089,-8.424625970848957,0
Single,B,E,C,C,153.91944570829756,B,E,D,C,51.44614717830147,34.33735156491249,-208.87902807879132,1
Divorced,B,E,B,C,381.6117421118047,C,D,A,C,-39.91548608326087,52.75887091522415,56.238220702266084,0
Divorced,B,C,D,E,47.26469358944579,B,A,B,D,55.380282196503096,26.00628277078412,-70.60186185409202,0
Widowed,E,B,B,C,10.090874063502364,A,E,A,C,256.06204754355997,-74.51289820763282,30.132787087174513,1
Widowed,A,E,A,E,121.03389374226548,C,C,D,A,52.117007691235415,67.82886529367917,185.7393555614531,0
Divorced,A,D,C,E,-57.74599794051017,A,B,E,E,49.821297754624105,4.750624071605336,-27.79249510529168,0
Single,A,E,B,C,29.277257043031963,A,A,A,A,54.63451800534038,130.77091168260137,-78.8216796156801,1
Married,E,C,D,C,23.859162245489582,C,D,D,D,-110.14551075122112,-78.55478956576974,167.56356759527256,0
Divorced,C,A,E,B,-130.6023809987024,B,E,A,B,7.157590610401416,-9.681481364608901,-3.204260580759308,1
Single,A,B,A,A,42.210070575611375,B,B,B,C,-135.2130630173666,57.98841916077826,-4.117536931227329,1
Single,E,D,D,C,22.35063398954419,E,E,E,A,37.69686608868474,-273.52433212718967,-121.3813291948298,0
Single,B,C,C,D,-59.942646697151936,B,D,D,B,-119.167372963455,53.71804540649363,52.89073598734411,1
Single,C,C,E,B,-76.66176158353484,B,B,C,B,-83.21050480277768,131.04607024916163,97.982281140212,1
Single,C,C,A,C,117.54693980832907,B,D,C,A,110.04956432011723,57.582529900739424,-153.21688778611616,0
Single,A,E,B,C,-28.09495778647384,B,E,B,E,34.56874263045665,-42.7391185272068,-237.29967094500327,0
Married,D,A,C,E,134.61429653766214,B,B,A,E,153.60922346851106,-42.867989631095696,-144.79886404275558,1
Divorced,E,D,C,A,38.177098494166934,E,E,D,E,92.92662083616712,-32.481947068834465,222.27946467866562,1
Widowed,A,D,D,B,-71.63324802978033,D,C,D,D,17.39092539706736,50.76449758822601,-86.60306880461687,1
Married,B,A,E,C,261.5133367560667,A,D,B,C,-58.222538142341016,-39.959388167519016,-86.7426728913467,0
Divorced,A,D,A,D,52.39022068535883,E,E,D,A,-20.06374950640032,13.523301039653415,44.2956080508168,0
Widowed,B,B,D,B,-102.62373195068331,A,B,A,D,53.3187286322995,-13.074637287144947,20.198895176953897,1
Single,C,D,E,E,11.383322444715894,E,D,C,E,32.392028318837966,-26.132415621053056,180.019095906451,1
Widowed,C,A,B,B,209.72861083290758,B,E,B,B,-11.124796434695657,100.405933417109,72.13390336072517,0
Single,A,A,C,A,-57.92564340358195,E,B,D,E,-66.10672353032068,-58.8777545299819,-4.604996304010877,1
Married,B,B,B,A,-14.235447634721613,A,A,C,B,64.06141948111151,-11.928096653540143,5.811990601815473,1
Married,B,B,A,E,-92.76196227711586,E,B,B,A,51.34370519149931,41.85720128491276,2.0309354673684985,1
Widowed,E,B,E,E,-59.183495333246725,A,D,C,D,-150.2949335851694,-33.88408168314295,109.5126747709148,1
Married,E,E,D,D,61.79087279786294,D,E,E,E,-70.99384475420544,46.36873539601304,99.5706744299836,1
Single,E,D,D,C,43.74124874834377,C,A,E,E,91.87351984204145,24.64465355837003,95.65794302994222,0
Single,E,E,A,C,77.6157632639859,A,C,E,A,39.61121954356599,-83.0815591206601,19.37449559636667,0
Widowed,E,E,C,B,-56.821182180364225,A,C,B,E,215.50075261105778,65.33838191551122,9.100295815052137,1
Married,A,E,E,E,-50.077253424716574,E,C,E,D,50.26359684438738,92.99529833577986,-46.889808978884005,1
Single,A,A,C,C,137.67984312921146,C,A,E,C,-42.77436268161491,-96.88960876173277,-103.12098179327087,1
Widowed,A,D,D,D,19.144662134865335,A,A,C,D,-43.89547243785953,46.681138452152474,88.74768571193017,0
Single,B,E,D,E,42.38195509558562,B,A,A,E,-41.636659613753366,143.23733699842046,-11.05965029744812,0
Divorced,B,A,D,D,-38.38272245409645,B,C,C,E,-189.1959957542569,-66.8085601973552,239.03606038464537,1
Divorced,A,B,E,D,-70.31942685161924,E,C,C,A,175.75415347163053,54.390163051634,12.451035481246945,0
Married,D,A,E,A,62.80596630751328,C,C,D,A,32.942710068460954,-35.386642160203216,-211.73115734844959,0
Divorced,C,B,D,D,35.41974023181189,E,B,B,C,20.506776865170533,11.64439180272634,-2.527487613461988,1
Widowed,E,E,A,A,-2.9027198087786514,A,C,D,A,28.921041015322196,-105.56681945897697,-153.94035457010943,1
Divorced,C,D,C,A,-59.65507453571139,C,C,B,C,-31.78052856994034,161.64756153388095,131.28616482129806,0
Married,E,E,D,C,-144.2767586020058,D,D,E,B,91.25680064282416,3.4077973090390685,37.88140969188207,0
Married,B,D,D,E,65.28014875022279,C,D,C,B,-167.2054467035026,84.56599690032456,-63.32292399750783,1
Widowed,C,C,A,D,-59.10018594151624,B,E,C,D,-128.63683053261536,-3.242739706541646,-22.309503988750006,1
Married,D,D,C,E,-73.4776650215164,D,E,D,E,-162.78824971713013,-12.14570688961202,-25.35401351063002,0
Single,E,C,C,B,104.02559356856801,C,A,C,B,-15.234480779913703,25.300430081196485,19.83381275274771,1
Divorced,C,C,B,B,23.182979335939226,E,E,B,A,49.81587767327837,52.071965470186285,201.2908830282356,0
Single,D,C,A,A,65.54368843261912,D,E,B,B,-29.341948755371185,32.57227389277264,93.29422669545545,1
Widowed,C,E,E,E,161.1661268092614,B,B,A,E,75.09234245510186,11.079906105337473,189.56055694181867,1
Widowed,A,E,E,D,10.269059173023368,D,B,C,E,-64.13558752384579,156.0831226422873,-165.0033985045055,1
Widowed,D,C,D,E,-57.652348528655715,A,E,B,B,46.39285345249965,172.98156303923514,-47.069403365197346,0
Single,B,C,D,C,58.15030386926176,C,B,A,B,118.55278529938977,-14.526910258212473,-96.43076951214887,1
Divorced,E,C,A,C,-17.34582041424402,A,E,A,C,-38.32463702058407,-263.38030221730276,-48.89206244246377,1
Divorced,C,D,E,B,91.90701679304625,D,A,D,A,-190.3446653346736,21.877156070068256,-2.1434186451800654,0
Divorced,A,E,D,B,1.324585469389979,E,D,C,D,127.49959159494617,17.91216617430432,17.762449199223322,1
Married,E,A,D,E,8.156619718317584,E,C,D,B,26.71899067364116,-237.29653084890333,-41.91997067823538,1
Married,E,D,A,A,-38.8989120917527,B,C,D,B,31.696989898420565,-147.51482757535416,-92.30367947159404,1
Widowed,C,B,E,D,-19.976329979976512,D,E,C,E,-54.69349492016827,-89.03274553637867,70.61317700405965,0
Widowed,E,D,A,D,-101.01150912081036,B,B,C,E,-5.504296340653316,35.26701096185135,135.23597327622568,0
Divorced,B,E,B,C,-99.35200965114562,E,A,D,E,94.14187822253378,18.018943704598087,16.116874985995448,0
Married,A,D,D,D,77.6367531223705,C,C,A,C,-126.55420401053526,-97.43262580693671,9.036335147098828,1
Widowed,A,B,C,D,45.23979972764445,A,A,C,A,82.0990558642451,159.91255097605864,-93.78222474611773,0
Married,D,C,A,A,-69.064889346508,E,E,D,E,-65.5715415810313,140.77790942069436,-49.890774007345556,1
Married,C,E,C,D,-124.3522694489194,E,E,C,E,18.203942786763598,58.91539552589368,63.26294873807547,0
Married,B,D,A,B,-80.03504698944728,D,E,A,D,-32.70975411771298,95.0525556221792,-157.9070209021599,1
Widowed,B,A,E,B,113.99476599726968,D,D,C,C,162.14703892992623,-93.16887253629457,89.90300157428473,0
Widowed,C,B,C,C,54.44575442509522,A,D,D,A,-87.72769822306223,-107.88890541597908,-87.46517620071799,0
Single,E,B,C,D,-31.237118806542586,B,B,B,C,-78.76356252807032,-5.1450562715169585,-44.75178046691186,1
Divorced,C,B,D,C,-107.86487448951686,B,A,C,A,5.604710218541741,10.090829049453776,-173.82855680141586,0
Married,C,C,A,A,-9.552785674835587,B,E,D,D,-49.14954109388092,78.69086531602576,68.11933444899891,1
Married,C,B,D,E,-17.303422651169424,B,D,E,B,134.8616815061976,5.996910529292503,-29.05723267317113,0
Married,D,C,D,E,-33.2487028909558,B,D,D,D,33.15644820370235,-40.116020882889146,78.69830111167596,1
Divorced,B,D,D,B,-132.47797450727447,C,A,C,B,-28.08191350351088,148.49117547313148,-90.33200071268503,0
Divorced,A,E,D,E,-15.971390610611834,C,A,A,E,-67.00330519402361,43.5365008924154,-14.46793553053794,1
Married,D,D,B,D,83.6903239827501,D,A,A,D,-120.98975537269372,-5.635311175041336,75.02556604993983,0
Divorced,A,B,D,B,70.70919951498882,B,E,C,D,155.7337855692862,-24.070511358890208,-45.184988454962664,1
Widowed,C,B,C,B,-14.870812346452409,D,C,C,A,-117.5096814603894,159.3682010193555,-25.706699581867028,1
Married,E,E,A,A,-25.76411375992865,A,E,E,C,-69.36112117972661,-89.73795191153906,-24.771063085544704,1
Widowed,C,D,C,D,84.65074550918472,A,C,C,A,-175.81049103829665,64.68805851855262,17.328173516946798,0
Single,D,B,D,B,-156.701467529889,E,E,D,D,-80.03618250096743,-85.11554371887172,-58.42678077837156,0
Widowed,C,B,A,D,48.69911389709216,B,A,D,A,97.43739911230153,21.245336448168857,52.31675660091037,1
Divorced,C,C,B,A,88.78436549538738,E,D,A,B,97.13699736311538,-72.68423028090129,-50.74213788969778,0
Single,D,B,A,E,78.1624279015346,C,A,D,E,76.27621833626793,-115.93742725432716,-136.38390809398825,0
Widowed,A,A,C,C,96.72234930780361,C,D,B,A,155.66461815006144,-37.48401503008897,17.176677927646402,1
Married,A,A,B,B,75.5942728772928,D,C,C,A,6.467402834599137,67.9445277019892,0.31355788825522474,0
Married,B,A,D,C,36.897868984724866,C,C,B,E,-138.614558866159,-14.967351774116807,-30.5232265810808,0
Widowed,B,B,A,A,-56.94007828241847,C,D,E,D,-24.92044509014355,214.49461849827088,-34.128770532364804,1
Divorced,D,B,B,B,151.13439786840615,C,A,E,C,-97.70949487600397,12.459718741117042,-74.37054552479485,1
Married,B,A,A,E,-130.27644573549745,C,C,D,D,3.603779109115762,-187.95507271685858,-21.819089382631873,1
Married,E,E,B,B,-1.5091398077031368,A,A,A,A,54.69988684317736,-95.66999968179901,40.843038603858005,0
Single,B,D,B,A,143.72072613902904,B,D,B,E,-20.657873926057164,-19.5679335058481,13.36310216828481,1
Married,A,E,E,D,256.361310561875,C,A,D,D,3.393179720993584,103.86767754933433,28.52788679203625,1
Married,C,B,B,B,129.3308651433549,D,E,C,D,256.7722402281755,93.87737257521115,-44.58226869452272,0
Divorced,B,B,C,A,-10.671204821708288,C,B,E,B,-189.8274057532053,-71.09640383084161,-74.63016183017207,1
Divorced,B,B,A,A,-7.904324618539227,B,E,B,A,-76.06484852820545,162.87404953691552,49.18100937472384,1
Single,B,A,A,D,-25.15299958791788,C,E,A,E,-233.65499299151384,4.18701853635635,-161.46242603285103,1
Married,C,C,C,C,83.07006515726198,A,A,B,B,139.92347681800814,-75.3430134852052,-104.44530904051321,0
Single,D,B,D,B,249.7153848147547,B,A,A,A,-92.29514904339676,99.2250468344812,97.3247645977403,1
Married,A,C,A,D,-26.845090282285046,A,C,A,B,-101.37654250520353,93.79867156543482,80.01582429345686,0
Married,E,D,E,C,54.94490231834619,D,E,C,A,-53.082133696749004,-47.56982728488376,-11.268174882621329,0
Single,C,A,C,A,55.60452536902377,D,A,E,D,83.7464959226706,-37.93787397453074,-50.10384581170448,1
Widowed,D,B,C,A,164.61266605111646,A,B,B,E,-148.45550634590234,-17.323161425172874,-104.7567245971149,0
Married,C,C,D,A,-18.47941150260356,A,C,C,E,-49.207325338529344,-21.85107291331286,42.122450905565685,1
Divorced,A,A,B,E,-0.3757501233503775,B,A,C,E,50.406981760649785,99.73696962326713,18.97698189755751,1
Single,A,E,A,A,-150.98506183084928,E,D,E,E,-44.70692507484371,-29.799639140105377,20.340569613935855,0
Widowed,B,A,E,E,66.84816593469893,A,D,D,A,-41.0734889104648,-70.035108059399,50.107374235718815,0
Widowed,E,A,A,B,-101.18645076625717,E,B,D,A,73.82029297598358,-82.93809392179664,72.8903911508236,1
Widowed,D,D,E,B,17.05156538369733,D,D,C,D,99.52303017713893,-77.11039572308479,57.09183294884676,1
Widowed,A,C,A,D,-67.23882837848954,C,E,C,C,-99.30125523131346,-43.18150554903812,60.21598741444657,0
Widowed,A,E,E,C,-148.03282911811314,D,C,D,A,-25.625258646870584,-96.9671423505514,89.35082996116437,0
Single,A,B,D,B,56.449812550923184,B,B,D,A,25.019850533402355,37.29243535079531,-10.568036497716971,0
Divorced,B,E,A,D,141.18635744803694,B,E,E,A,52.461603691365156,112.95650657650307,-106.07137323616233,1
Divorced,A,E,D,D,-79.3121119852821,A,D,C,C,38.960379832397464,-84.86441978964085,132.62537026796332,0
Single,A,E,D,D,-57.45348681868079,B,D,A,D,25.92588275174044,-6.03072249689291,82.73093745267074,1
Single,C,E,E,D,-55.375426247140894,C,E,A,C,-164.30685738131652,56.35714247250667,-88.84669898959969,0
Single,D,E,D,B,-3.302288145050853,D,E,C,A,98.14975478304517,194.21663507929512,-133.60189054195234,0
Divorced,B,E,D,A,-21.331300997343885,B,A,C,B,38.92287774457788,-137.39990588803573,160.10215419312178,1
Widowed,C,C,B,A,-84.87569794357618,C,C,C,E,141.01880813085396,147.88948968577697,145.06413392389464,0
Divorced,E,E,E,C,86.64120064681417,D,A,C,A,-12.231295139128653,11.09501750587974,91.72319928450223,1
Single,E,C,B,B,4.796321073219644,A,C,A,C,169.73266040959462,-21.494150066810423,34.1552504572531,0
Married,E,E,A,B,-277.34473227989616,D,B,C,A,111.21276385120362,33.85566855446571,53.38442129187288,0
Married,A,B,D,B,15.692361077426103,E,E,D,A,78.02355010158193,5.975406942424073,-107.71089028367062,0
Divorced,B,D,B,E,-139.62525462420257,D,B,E,A,-44.36750648755544,-101.17099389662536,92.03832957063693,1
Widowed,C,E,E,E,-28.304600573645278,A,A,C,E,136.28665548084152,-16.515352807020573,-62.558950376310754,0
Single,C,D,C,C,-60.23159506617998,E,C,B,D,30.533233147197215,-2.8345571804829355,-114.47846523162941,0
Widowed,E,B,A,C,99.36996685217431,A,B,A,C,71.63289531715529,88.09980356400739,15.369455648302804,0
Divorced,B,B,D,E,-114.27832340013498,C,E,A,A,-55.26257405027385,28.87211081975502,-35.9261416289215,1
Single,E,A,A,B,-81.76520623847009,E,C,C,A,78.56076814357937,-34.54168672416378,0.07038165228217028,1
Married,B,D,C,A,-160.78393853901468,B,B,B,E,44.4446788664626,54.44091497523199,-52.2122298103,1
Widowed,A,C,E,B,28.126016247284447,C,A,B,E,25.387498267966034,-26.315465725040553,-80.15995112854054,0
Married,A,A,A,D,10.402663373737015,E,A,E,B,32.897344978989295,-92.7252908483133,-19.36300855693773,1
Divorced,D,C,C,E,-41.358563436261804,A,D,D,D,-39.88483691675373,-6.264185339397884,195.66687470991192,0
Widowed,E,C,E,B,85.59661494489885,C,C,B,B,-99.54978650951632,-44.519373564453424,-98.67853349679942,0
Married,C,A,B,B,-6.008123223435569,B,E,E,E,-3.456566194686291,198.7727748153233,-56.994297612369394,0
Married,A,E,C,E,184.37006362448227,B,D,E,A,167.53196323080778,151.09735852769097,-73.13934836737972,0
Married,B,A,C,C,-90.85399571905943,D,C,D,E,160.25734686082959,-167.58802247054942,-136.57947359949344,0
Widowed,C,E,C,B,145.11737485574244,B,E,D,D,-50.11533750463255,27.883984637143094,-72.89088376610955,0
Widowed,B,B,C,B,50.09221723936987,C,A,A,D,71.4410763726009,-114.42940019463992,-1.8057957837775696,1
Divorced,E,B,E,C,3.232551449362972,C,A,C,E,-142.0307091670817,67.79641501083222,8.157523959626912,1
Single,D,D,E,C,89.21730237947718,A,B,B,C,-82.9121880590452,-63.970814492282756,-16.857689124373053,1
Married,E,B,D,B,-35.740823288790864,B,B,B,C,-66.68626054037824,181.84363276846847,-22.85710604527812,0
Married,A,E,A,E,-52.755396557837976,D,A,D,D,80.01919022238974,-83.14917943054019,-111.18593888810855,1
Married,E,A,E,E,60.306210412615194,D,C,D,A,94.79847945476311,-98.70570557846055,-119.5823555654599,1
Married,A,D,E,D,50.53825433073855,E,E,E,E,14.588054765724381,-131.6080723988268,231.3589738607683,0
Divorced,C,E,C,E,34.28585726339678,A,C,D,D,68.78071419352526,44.406483534282316,27.736002619531813,0
Single,A,E,B,E,61.7749336416267,A,E,B,E,56.8637628916929,148.17128919646785,-31.409561718400543,1
Single,D,C,E,A,-4.97543100761368,C,C,D,C,-85.10796685593549,-100.08246088405697,26.314166247864595,1
Divorced,C,A,D,D,-28.836172283384993,C,A,E,B,-67.826579418064,-197.71493073110312,120.19308279781191,1
Married,A,C,E,E,-8.21448405860593,E,A,C,D,80.87936458324123,33.664354068365924,-75.95664222989872,1
Single,E,B,B,C,7.3297323410165305,C,D,B,D,131.00787683038385,23.387886772012674,118.69045291766662,1
Widowed,E,D,A,A,-63.21709580854282,C,C,E,C,-95.64487864328368,-22.451911656130893,57.52992044951972,0
Single,C,D,A,B,-18.817027818318433,B,A,D,D,-51.904328134824205,-12.262000302355903,-97.20741996334752,1
Divorced,B,D,B,B,38.14381163868406,C,A,D,A,25.785443404437004,-71.4331634670851,-42.10557054638983,0
Married,D,C,D,A,68.80284081828077,B,B,E,C,41.45126969075903,-33.957163567032296,-132.56570575685782,0
Married,B,A,E,E,143.21513139350114,D,B,E,C,-109.46043008013382,-81.86013298494176,103.38152594474232,0
Divorced,B,B,A,E,-103.632086887936,B,A,B,B,123.02611939567515,272.9691338382226,140.30914850020284,1
Widowed,E,A,A,B,-91.60530850165898,D,A,B,A,-48.74951154666568,19.36526907794692,45.69111193294231,1
Single,B,B,E,E,75.31579293119657,B,D,B,A,75.36534395290485,69.80603050752349,180.52923552847625,1
Divorced,C,D,E,C,0.49019752452574405,B,D,B,C,38.784560793927795,243.46561388464437,169.42609345702408,1
Single,D,B,B,C,-15.268834327412367,E,C,C,E,35.05249094548393,7.402855144015727,5.833264698529328,0
Divorced,D,B,E,C,-144.5263961220292,D,D,C,B,-76.25100481513087,12.908563672660767,-89.8474523166096,0
Married,D,B,D,E,-152.12302070831169,A,D,E,C,133.7335491395938,-200.0337004315138,-109.02078686741106,1
Widowed,A,E,B,D,-62.55780706347506,D,A,E,E,25.89854890257951,-113.0872682930508,-128.02516760511023,1
Married,D,A,D,C,143.94574008268967,C,D,C,C,-144.54233733705328,-83.00736162949809,-10.202802670122116,1
Single,D,B,D,E,71.60655956488691,D,E,C,D,64.87917469260806,54.490843185544776,136.28647373339246,0
Divorced,E,B,B,A,74.59896528040048,D,A,D,A,-80.4682961604018,73.74759466886786,69.62092404169927,0
Divorced,C,D,B,A,-73.54362513176613,A,E,B,D,-117.03803295510815,-62.39889827117548,79.72785298372472,1
Divorced,D,A,B,B,150.79505891499863,E,E,A,E,44.74832229187244,-0.6099096938872817,3.280469217383364,0
Divorced,E,D,B,B,-115.03496596427279,E,E,B,C,20.52175740037767,-107.20215404927036,23.36905611183647,1
Divorced,A,C,B,B,22.97113060816915,B,D,D,C,8.871626157043348,-179.79815281779497,87.77978653740925,1
Widowed,B,C,B,A,-7.904275866872683,B,B,D,C,-109.08412220030795,23.934425919634414,11.799281078319247,1
Divorced,E,E,B,C,-51.52226242985923,B,A,A,B,-42.478765483634696,136.71429664801354,9.0366437073234,1
Married,A,A,D,A,29.114670509945352,E,D,D,B,-77.45541240949058,-80.25540794367372,-21.561144678290706,1
Widowed,D,D,A,A,-150.85818880608412,C,C,B,C,55.259142435085806,92.91805643044782,85.80140835164461,1
Divorced,D,D,B,E,107.20286185881041,B,D,B,B,14.142764729838628,-44.151119284884395,-85.69415702827654,1
Single,C,D,D,E,-102.2994902436366,D,E,B,E,9.2972911639222,-66.7202277743341,-8.548355997938058,0
Divorced,E,E,D,D,42.725160660109744,D,A,E,B,-40.79461918489331,-115.32911042683513,14.227353488021183,0
Married,E,D,E,E,-145.05262388727553,B,E,D,C,58.479815862333126,-15.708854019416105,69.29827861194256,1
Widowed,A,D,D,D,-132.58762685689223,A,A,A,B,41.2460143417328,-60.91243739531742,-150.6531935353353,0
Widowed,A,D,B,D,-28.370632793089083,D,E,D,D,101.60207996267059,-44.951138642067924,-98.3276688164999,0
Divorced,B,A,E,E,-31.6447751512722,E,A,B,D,-94.26691666917131,-125.8554088180428,-235.348687335484,0
Widowed,A,E,B,C,-66.63935903223611,B,A,B,B,-149.0483213089301,70.34416986520597,128.70925776461152,0
Widowed,D,D,C,A,14.877328167465494,D,E,C,C,37.113018107739826,-95.957125861283,42.96897567656057,1
Divorced,B,A,D,C,-41.01703180247691,A,B,B,D,25.344687527865418,-106.622082843443,57.71447908281737,1
Single,A,D,A,C,87.01804315499248,E,B,E,E,-52.00039377938819,112.69295698715996,-130.82677625000784,0
Married,B,D,A,C,14.551851336715805,B,A,D,C,-20.023385280644597,102.99484189346143,-40.70535682552019,0
Single,C,D,B,A,-74.04068446383074,E,D,C,E,-36.89607898559642,-0.4866202711085507,-31.081041243681163,1
Widowed,B,D,A,E,68.99815812667782,D,E,E,C,19.003724904812533,-49.29080186254788,-243.24613911512412,1
Single,A,B,D,C,-186.49218249093343,A,A,C,C,-197.08074781969324,29.86661877461137,-74.22170787877323,0
Single,E,D,A,E,38.90823032754785,E,D,C,E,-17.808173240391096,196.90253646325473,-235.60935567712886,0
Single,C,B,A,E,74.12181305179286,D,B,C,C,181.65952769086496,-85.03430920894091,-187.93443317123098,1
Widowed,A,D,A,A,118.40692252711149,C,D,B,D,-32.43969981771113,-156.41733162409383,-2.4803229393715447,1
Divorced,B,A,D,C,34.50500153665302,C,C,C,B,5.072532789256458,105.21013103044953,142.81027479216004,0
Single,D,D,E,E,159.2792820565277,C,A,A,A,-79.72665053675459,-71.05938442113943,-174.52767203058556,1
Married,C,B,D,C,56.26186299567555,A,A,E,E,59.220168812810606,87.88092068678571,-16.280188503061066,1
Single,C,E,B,A,75.11107079334074,C,D,C,A,102.69407027821389,147.9954232308233,-28.061496086029802,1
Widowed,A,E,B,D,-117.78578725141797,C,B,A,A,3.5028472075959542,1.1000680995946566,56.074266846481514,1
Single,B,D,C,C,-72.6658814695455,D,B,B,C,-113.44198324443786,-9.508236393270533,-48.57895539203378,1
Married,A,D,E,D,7.06577104065938,D,E,E,B,85.75266899838196,-27.437031349827045,-99.85820522145612,0
Widowed,A,A,C,C,-52.84908605856242,A,B,E,D,95.06465001549618,10.585573444090464,56.78511502506031,1
Married,B,B,C,E,-14.243941788711147,C,A,A,A,121.89807428393318,174.7295421614291,37.612883609033055,0
Widowed,A,C,E,E,32.40042607480231,B,E,A,B,-36.12186015429685,-45.7390784359352,-48.25597511185972,0
Married,C,D,C,A,15.483451843409629,E,E,E,D,94.70756746408733,24.245614897001705,-30.40525915240242,1
Divorced,C,C,E,A,-120.48769890269429,A,D,C,C,44.74383102796613,193.54776116780656,113.90886993784073,0
Divorced,C,E,A,D,267.38318289750833,D,A,C,C,-36.022372866729604,-99.21277474255115,26.610697326404193,1
Divorced,A,C,A,C,-54.29274439294369,A,A,A,C,-139.6795171982189,178.8200613513663,34.68813901455427,1
Single,A,C,B,B,-3.728491351727163,B,B,B,C,102.79766063047408,-162.79713381727663,-77.45238575305058,0
Married,B,E,B,E,146.04608030932874,B,B,B,B,269.15530546221,196.65524072841797,6.555132317042611,1
Divorced,E,B,E,A,87.9588719673232,B,B,A,E,54.87698082091861,-18.17249970985844,-55.64640019219924,1
Widowed,C,E,D,D,-106.68970146004455,E,E,E,A,-177.42060785087108,19.84687850584811,-84.62150471482235,1
Widowed,D,E,E,C,26.589613402278527,D,D,B,E,61.67917721609809,-31.31926463243187,-78.30113284105894,0
Widowed,B,C,D,B,35.33423181440365,B,E,A,C,224.95460516038338,-28.468380457844656,-53.50195122177389,1
Married,B,E,B,C,-0.558211323951928,B,C,D,A,-116.59747741181083,-16.11494963628588,-47.36549241920276,0
Married,D,B,A,E,-127.57962239485269,A,C,C,E,102.63505283346352,-85.17621469081517,-63.00966330184836,0
Divorced,C,D,D,C,-225.3925735400963,A,E,B,B,-60.4508949294296,-145.1477442714933,111.82544748692831,0
Widowed,B,C,C,C,-6.258031567735724,B,A,E,B,135.2464004216792,17.423262509256833,-55.6448165483493,0
Divorced,E,B,B,E,117.17909862664757,C,D,C,B,-93.56766230692666,-74.31979941420039,104.74789536161711,1
Widowed,D,E,B,D,92.5033968350233,B,A,D,D,36.806740828606884,194.1612625194625,-77.67479412070449,0
Married,A,E,C,D,57.6906223463453,D,E,A,B,180.27576536287313,128.7675558469854,-85.01543288139331,0
Single,A,B,E,D,-267.0013779578673,C,E,A,B,-47.81108461651914,-32.94116164045989,-107.50848555377132,1
Divorced,A,D,C,B,-94.24913910046608,C,C,A,B,-67.0156227014494,-44.06151765702398,-113.83747684779561,0
Single,D,C,E,E,-61.76455694383202,B,C,E,C,33.66438376979891,68.64289640846812,-90.52222217395823,0
Widowed,E,B,B,E,15.162394607552018,A,B,E,E,66.80926767906222,-34.50652637804654,150.6469101700189,0
Single,C,D,B,E,98.84807327275321,C,E,C,A,52.02653727695055,-22.180868828484027,-5.911819421186619,1
Divorced,E,E,C,A,-18.462051739105647,B,C,E,B,113.547566690208,-182.06554972423595,-89.54222372598768,0
Divorced,D,E,C,A,-117.51086792347361,E,E,D,C,-22.39224389953709,-61.94113013857767,-58.37628476244746,0
Divorced,C,A,E,E,-13.63529933518467,E,D,B,D,-13.743927380277562,-112.29998191256382,-141.05557468737325,1
Divorced,B,A,D,E,141.08512954977544,C,C,D,B,-10.223734962334735,23.30211554797261,-50.69213845666327,1
Divorced,D,E,E,D,66.98316950543347,C,C,A,D,75.58365248441625,42.873324853081094,220.2665844902202,1
Widowed,C,D,E,E,166.35645172027014,E,C,A,C,-164.29116344881402,-11.951499564860915,-15.161588518472453,0
Married,B,C,B,B,-54.13356465100985,C,B,D,E,50.60931986715415,48.97827676530397,-156.69381427426708,0
Married,B,D,C,D,-117.39478343361007,E,C,D,E,22.518223793433975,160.7384116041915,-8.962388703280858,1
Married,B,E,D,A,-9.158989978570816,A,B,A,E,-96.7003948072166,-71.99849117801102,-53.73278705055841,0
Widowed,E,C,A,B,52.36332662612898,E,B,E,C,-2.244169847068745,31.05580051743671,-85.48618777128564,1
Single,B,C,D,D,-20.90044686685496,C,C,A,B,-102.40709228576267,-123.58557589507167,-136.79072703785263,1
Single,A,A,D,D,39.05894703963442,A,D,E,E,-106.74264998778395,-135.27854032626382,-86.00195239853609,0
Single,E,A,C,B,130.49191319229536,C,A,A,A,46.89360898397708,-96.3812676166092,-62.3594368988148,1
Divorced,D,A,A,C,119.12116063158875,B,A,D,E,-0.8159767364330401,-198.26107035642642,-61.11326391650432,1
Divorced,E,D,A,C,61.40384655518315,B,B,A,D,44.61274342137393,151.14349532116807,54.71077307312233,1
Widowed,C,E,A,E,-43.514350356934386,E,C,D,E,0.19442434904604522,1.7414892972793146,131.94657873499094,0
